"germborn","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","1986","Hauptschule","weiblich","624","0.0807203976940152","0.0711496965478748","0.0902910988401555"
"nicht in Deutschland geboren","1986","Realschule","maennlich","65","0.0645355306728259","0.0468086222425189","0.082262439103133"
"nicht in Deutschland geboren","1986","Realschule","weiblich","80","0.0490367404125262","0.0358744797340727","0.0621990010909798"
"in Deutschland geboren oder immigr.<1950","1987","(Fach-)Abitur","maennlich","321","0.879285220553057","0.849316702062209","0.909253739043905"
"in Deutschland geboren oder immigr.<1950","1987","(Fach-)Abitur","weiblich","231","","",""
"in Deutschland geboren oder immigr.<1950","1987","(noch) kein Abschluss","maennlich","118","","",""
"in Deutschland geboren oder immigr.<1950","1987","(noch) kein Abschluss","weiblich","113","","",""
"in Deutschland geboren oder immigr.<1950","1987","AkademikerIn","maennlich","427","0.912585326595635","0.887678779304347","0.937491873886922"
"in Deutschland geboren oder immigr.<1950","1987","AkademikerIn","weiblich","215","","",""
"in Deutschland geboren oder immigr.<1950","1987","Hauptschule","maennlich","2091","","",""
"in Deutschland geboren oder immigr.<1950","1987","Hauptschule","weiblich","2432","","",""
"in Deutschland geboren oder immigr.<1950","1987","Realschule","maennlich","678","0.934680270833871","0.91693740861015","0.952423133057593"
"in Deutschland geboren oder immigr.<1950","1987","Realschule","weiblich","934","0.947080566687639","0.933301171089788","0.96085996228549"
"nicht in Deutschland geboren","1987","(Fach-)Abitur","maennlich","133","","",""
"nicht in Deutschland geboren","1987","(Fach-)Abitur","weiblich","95","0.127011111013815","0.0908647562611392","0.16315746576649"
"nicht in Deutschland geboren","1987","(noch) kein Abschluss","maennlich","337","0.416380068912586","0.371084844410359","0.461675293414812"
"nicht in Deutschland geboren","1987","(noch) kein Abschluss","weiblich","435","0.487850735755254","0.446000339876427","0.529701131634081"
"nicht in Deutschland geboren","1987","AkademikerIn","maennlich","67","0.0874146734043653","0.062508126113078","0.112321220695653"
"nicht in Deutschland geboren","1987","AkademikerIn","weiblich","33","0.0873847853712314","0.0522381290285308","0.122531441713932"
"nicht in Deutschland geboren","1987","Hauptschule","maennlich","859","0.108095115739871","0.0968904375004583","0.119299793979283"
"nicht in Deutschland geboren","1987","Hauptschule","weiblich","634","0.0848417055189687","0.074978574072353","0.0947048369655844"
"nicht in Deutschland geboren","1987","Realschule","maennlich","67","0.0653197291661289","0.0475768669424073","0.0830625913898504"
"nicht in Deutschland geboren","1987","Realschule","weiblich","80","0.0529194333123607","0.0391400377145097","0.0666988289102117"
"in Deutschland geboren oder immigr.<1950","1988","(Fach-)Abitur","maennlich","313","0.886261218991646","0.856459589982449","0.916062848000842"
"in Deutschland geboren oder immigr.<1950","1988","(Fach-)Abitur","weiblich","214","","",""
"in Deutschland geboren oder immigr.<1950","1988","(noch) kein Abschluss","maennlich","110","","",""
"in Deutschland geboren oder immigr.<1950","1988","(noch) kein Abschluss","weiblich","100","","",""
"in Deutschland geboren oder immigr.<1950","1988","AkademikerIn","maennlich","416","0.926432852337177","0.902880948236428","0.949984756437926"
"in Deutschland geboren oder immigr.<1950","1988","AkademikerIn","weiblich","201","","",""
"in Deutschland geboren oder immigr.<1950","1988","Hauptschule","maennlich","2004","","",""
"in Deutschland geboren oder immigr.<1950","1988","Hauptschule","weiblich","2291","","",""
"in Deutschland geboren oder immigr.<1950","1988","Realschule","maennlich","627","0.930063057808325","0.911129108100027","0.948997007516624"
"in Deutschland geboren oder immigr.<1950","1988","Realschule","weiblich","925","0.94603854514473","0.932062719451668","0.960014370837792"
"nicht in Deutschland geboren","1988","(Fach-)Abitur","maennlich","123","","",""
"nicht in Deutschland geboren","1988","(Fach-)Abitur","weiblich","87","0.127574220954625","0.0898855736207566","0.165262868288493"
"nicht in Deutschland geboren","1988","(noch) kein Abschluss","maennlich","289","","",""
"nicht in Deutschland geboren","1988","(noch) kein Abschluss","weiblich","409","0.480400926299451","0.436997371316699","0.523804481282203"
"nicht in Deutschland geboren","1988","AkademikerIn","maennlich","56","0.0735671476628228","0.0500152435620735","0.097119051763572"
"nicht in Deutschland geboren","1988","AkademikerIn","weiblich","29","","",""
"nicht in Deutschland geboren","1988","Hauptschule","maennlich","835","0.106360924366193","0.095020285481009","0.117701563251377"
"nicht in Deutschland geboren","1988","Hauptschule","weiblich","614","0.0845738257832175","0.0744555928312852","0.0946920587351497"
"nicht in Deutschland geboren","1988","Realschule","maennlich","70","0.0699369421916746","0.0510029924833759","0.0888708918999733"
"nicht in Deutschland geboren","1988","Realschule","weiblich","79","0.05396145485527","0.0399856291622078","0.0679372805483322"
"in Deutschland geboren oder immigr.<1950","1989","(Fach-)Abitur","maennlich","322","0.881594962591489","0.851576549815461","0.911613375367518"
"in Deutschland geboren oder immigr.<1950","1989","(Fach-)Abitur","weiblich","222","","",""
"in Deutschland geboren oder immigr.<1950","1989","(noch) kein Abschluss","maennlich","111","","",""
"in Deutschland geboren oder immigr.<1950","1989","(noch) kein Abschluss","weiblich","108","","",""
"in Deutschland geboren oder immigr.<1950","1989","AkademikerIn","maennlich","411","0.913002026093724","0.887576641462355","0.938427410725094"
"in Deutschland geboren oder immigr.<1950","1989","AkademikerIn","weiblich","199","","",""
"in Deutschland geboren oder immigr.<1950","1989","Hauptschule","maennlich","1911","","",""
"in Deutschland geboren oder immigr.<1950","1989","Hauptschule","weiblich","2180","","",""
"in Deutschland geboren oder immigr.<1950","1989","Realschule","maennlich","608","0.930517008100523","0.911320618485985","0.949713397715061"
"in Deutschland geboren oder immigr.<1950","1989","Realschule","weiblich","897","0.942076255700586","0.927428464117571","0.956724047283601"
"nicht in Deutschland geboren","1989","(Fach-)Abitur","maennlich","123","","",""
"nicht in Deutschland geboren","1989","(Fach-)Abitur","weiblich","87","0.132190513870945","0.0944262352370629","0.169954792504828"
"nicht in Deutschland geboren","1989","(noch) kein Abschluss","maennlich","274","","",""
"nicht in Deutschland geboren","1989","(noch) kein Abschluss","weiblich","395","0.475796613316171","0.432152599666445","0.519440626965896"
"nicht in Deutschland geboren","1989","AkademikerIn","maennlich","61","0.0869979739062757","0.0615725892749063","0.112423358537645"
"nicht in Deutschland geboren","1989","AkademikerIn","weiblich","27","","",""
"nicht in Deutschland geboren","1989","Hauptschule","maennlich","790","0.11265767709826","0.100733956438262","0.124581397758257"
"nicht in Deutschland geboren","1989","Hauptschule","weiblich","613","0.0931210035522065","0.0823436750972756","0.103898332007137"
"nicht in Deutschland geboren","1989","Realschule","maennlich","66","0.0694829918994769","0.0502866022849389","0.0886793815140148"
"nicht in Deutschland geboren","1989","Realschule","weiblich","80","0.057923744299414","0.0432759527163988","0.0725715358824291"
"in Deutschland geboren oder immigr.<1950","1990","(Fach-)Abitur","maennlich","387","0.886968987076855","0.859325944030404","0.914612030123307"
"in Deutschland geboren oder immigr.<1950","1990","(Fach-)Abitur","weiblich","287","","",""
"in Deutschland geboren oder immigr.<1950","1990","(noch) kein Abschluss","maennlich","134","","",""
"in Deutschland geboren oder immigr.<1950","1990","(noch) kein Abschluss","weiblich","116","","",""
"in Deutschland geboren oder immigr.<1950","1990","AkademikerIn","maennlich","846","0.925190012745938","0.90822682910251","0.942153196389366"
"in Deutschland geboren oder immigr.<1950","1990","AkademikerIn","weiblich","718","0.927444110231744","0.909085888161911","0.945802332301578"
"in Deutschland geboren oder immigr.<1950","1990","Hauptschule","maennlich","2541","","",""
"in Deutschland geboren oder immigr.<1950","1990","Hauptschule","weiblich","3022","0.909722054277741","0.900441480503248","0.919002628052235"
"in Deutschland geboren oder immigr.<1950","1990","Realschule","maennlich","1403","","",""
"in Deutschland geboren oder immigr.<1950","1990","Realschule","weiblich","1635","","",""
"nicht in Deutschland geboren","1990","(Fach-)Abitur","maennlich","117","","",""
"nicht in Deutschland geboren","1990","(Fach-)Abitur","weiblich","86","0.127958657486388","0.0940588641987053","0.16185845077407"
"nicht in Deutschland geboren","1990","(noch) kein Abschluss","maennlich","272","","",""
"nicht in Deutschland geboren","1990","(noch) kein Abschluss","weiblich","368","0.4714657807742","0.426993740551522","0.515937820996878"
"nicht in Deutschland geboren","1990","AkademikerIn","maennlich","78","0.0748099872540616","0.0578468036106336","0.0917731708974897"
"nicht in Deutschland geboren","1990","AkademikerIn","weiblich","49","0.0725558897682556","0.0541976676984223","0.0909141118380889"
"nicht in Deutschland geboren","1990","Hauptschule","maennlich","816","0.111398719321766","0.100755672154411","0.12204176648912"
"nicht in Deutschland geboren","1990","Hauptschule","weiblich","641","0.0902779457222585","0.0809973719477646","0.0995585194967524"
"nicht in Deutschland geboren","1990","Realschule","maennlich","76","0.0538202520432597","0.0423195674853398","0.0653209366011795"
"nicht in Deutschland geboren","1990","Realschule","weiblich","86","0.0488808873369739","0.0386939261649818","0.059067848508966"
"in Deutschland geboren oder immigr.<1950","1991","(Fach-)Abitur","maennlich","392","0.881062587373901","0.852995311437146","0.909129863310656"
"in Deutschland geboren oder immigr.<1950","1991","(Fach-)Abitur","weiblich","294","","",""
"in Deutschland geboren oder immigr.<1950","1991","(noch) kein Abschluss","maennlich","131","","",""
"in Deutschland geboren oder immigr.<1950","1991","(noch) kein Abschluss","weiblich","132","","",""
"in Deutschland geboren oder immigr.<1950","1991","AkademikerIn","maennlich","845","0.918493517281222","0.900851581809388","0.936135452753057"
"in Deutschland geboren oder immigr.<1950","1991","AkademikerIn","weiblich","707","0.930686939703235","0.912558026698561","0.948815852707908"
"in Deutschland geboren oder immigr.<1950","1991","Hauptschule","maennlich","2462","","",""
"in Deutschland geboren oder immigr.<1950","1991","Hauptschule","weiblich","2865","","",""
"in Deutschland geboren oder immigr.<1950","1991","Realschule","maennlich","1366","","",""
"in Deutschland geboren oder immigr.<1950","1991","Realschule","weiblich","1619","","",""
"nicht in Deutschland geboren","1991","(Fach-)Abitur","maennlich","119","","",""
"nicht in Deutschland geboren","1991","(Fach-)Abitur","weiblich","85","0.135319176137299","0.100881322781042","0.169757029493556"
"nicht in Deutschland geboren","1991","(noch) kein Abschluss","maennlich","258","","",""
"nicht in Deutschland geboren","1991","(noch) kein Abschluss","weiblich","358","0.476254052539644","0.432032933249855","0.520475171829433"
"nicht in Deutschland geboren","1991","AkademikerIn","maennlich","79","0.0815064827187777","0.063864547246943","0.0991484181906124"
"nicht in Deutschland geboren","1991","AkademikerIn","weiblich","47","0.0693130602967654","0.0511841472920917","0.0874419733014391"
"nicht in Deutschland geboren","1991","Hauptschule","maennlich","799","0.117933807974114","0.106863940010809","0.129003675937418"
"nicht in Deutschland geboren","1991","Hauptschule","weiblich","629","0.0966016460772532","0.0868063278103523","0.106396964344154"
"nicht in Deutschland geboren","1991","Realschule","maennlich","75","0.0556136520042426","0.0437810118225638","0.0674462921859213"
"nicht in Deutschland geboren","1991","Realschule","weiblich","90","0.0531939933540882","0.0425540611859732","0.0638339255222032"
"in Deutschland geboren oder immigr.<1950","1992","(Fach-)Abitur","maennlich","390","0.878776150379366","0.850253014873598","0.907299285885134"
"in Deutschland geboren oder immigr.<1950","1992","(Fach-)Abitur","weiblich","300","0.84236573625685","0.806384536687039","0.878346935826662"
"in Deutschland geboren oder immigr.<1950","1992","(noch) kein Abschluss","maennlich","134","","",""
"in Deutschland geboren oder immigr.<1950","1992","(noch) kein Abschluss","weiblich","152","","",""
"in Deutschland geboren oder immigr.<1950","1992","AkademikerIn","maennlich","829","0.913837883276151","0.895616486661548","0.932059279890754"
"in Deutschland geboren oder immigr.<1950","1992","AkademikerIn","weiblich","695","0.927459714743583","0.908821737373213","0.946097692113953"
"in Deutschland geboren oder immigr.<1950","1992","Hauptschule","maennlich","2391","","",""
"in Deutschland geboren oder immigr.<1950","1992","Hauptschule","weiblich","2763","","",""
"in Deutschland geboren oder immigr.<1950","1992","Realschule","maennlich","1321","","",""
"in Deutschland geboren oder immigr.<1950","1992","Realschule","weiblich","1626","","",""
"nicht in Deutschland geboren","1992","(Fach-)Abitur","maennlich","113","","",""
"nicht in Deutschland geboren","1992","(Fach-)Abitur","weiblich","94","0.15763426374315","0.121653064173338","0.193615463312961"
"nicht in Deutschland geboren","1992","(noch) kein Abschluss","maennlich","242","","",""
"nicht in Deutschland geboren","1992","(noch) kein Abschluss","weiblich","344","0.484526385640226","0.440544971536","0.528507799744452"
"nicht in Deutschland geboren","1992","AkademikerIn","maennlich","82","0.0861621167238489","0.0679407201092463","0.104383513338452"
"nicht in Deutschland geboren","1992","AkademikerIn","weiblich","49","0.072540285256417","0.0539023078860468","0.0911782626267872"
"nicht in Deutschland geboren","1992","Hauptschule","maennlich","773","0.125237195230636","0.113704211638052","0.13677017882322"
"nicht in Deutschland geboren","1992","Hauptschule","weiblich","612","0.10247137318393","0.0922399361668147","0.112702810201045"
"nicht in Deutschland geboren","1992","Realschule","maennlich","74","0.0581776435369539","0.0458941034346654","0.0704611836392425"
"nicht in Deutschland geboren","1992","Realschule","weiblich","83","0.0484124722322727","0.0382364028195362","0.0585885416450092"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","maennlich","386","0.865406771674996","0.835341354022377","0.895472189327616"
"in Deutschland geboren oder immigr.<1950","1993","(Fach-)Abitur","weiblich","323","0.838060448214089","0.802616819251635","0.873504077176544"
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","maennlich","130","","",""
"in Deutschland geboren oder immigr.<1950","1993","(noch) kein Abschluss","weiblich","151","","",""
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","maennlich","825","0.900829795623915","0.881399557425527","0.920260033822303"
"in Deutschland geboren oder immigr.<1950","1993","AkademikerIn","weiblich","680","0.925372572416896","0.906270150506946","0.944474994326847"
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","maennlich","2327","","",""
"in Deutschland geboren oder immigr.<1950","1993","Hauptschule","weiblich","2672","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","maennlich","1327","","",""
"in Deutschland geboren oder immigr.<1950","1993","Realschule","weiblich","1621","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","maennlich","109","","",""
"nicht in Deutschland geboren","1993","(Fach-)Abitur","weiblich","92","0.161939551785911","0.126495922823456","0.197383180748365"
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","maennlich","238","","",""
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","weiblich","331","0.488428894732063","0.443803892659253","0.533053896804873"
"nicht in Deutschland geboren","1993","AkademikerIn","maennlich","84","0.0991702043760849","0.0797399661776967","0.118600442574473"
"nicht in Deutschland geboren","1993","AkademikerIn","weiblich","47","0.0746274275831036","0.0555250056731534","0.0937298494930538"
"nicht in Deutschland geboren","1993","Hauptschule","maennlich","751","0.132848753790722","0.120858180390538","0.144839327190906"
"nicht in Deutschland geboren","1993","Hauptschule","weiblich","597","0.107998813324757","0.0973590286581467","0.118638597991367"
"nicht in Deutschland geboren","1993","Realschule","maennlich","68","0.0559299628829541","0.0438716830030234","0.0679882427628849"
"nicht in Deutschland geboren","1993","Realschule","weiblich","80","0.0480781909707274","0.0379117104766163","0.0582446714648385"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","maennlich","394","0.861884528444956","0.83155151173644","0.892217545153472"
"in Deutschland geboren oder immigr.<1950","1994","(Fach-)Abitur","weiblich","335","0.83057787700666","0.794871942662341","0.86628381135098"
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","maennlich","138","","",""
"in Deutschland geboren oder immigr.<1950","1994","(noch) kein Abschluss","weiblich","177","","",""
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","maennlich","835","0.90093595702169","0.881557567267003","0.920314346776378"
"in Deutschland geboren oder immigr.<1950","1994","AkademikerIn","weiblich","694","0.917740207076439","0.897943820926946","0.937536593225933"
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","maennlich","2253","","",""
"in Deutschland geboren oder immigr.<1950","1994","Hauptschule","weiblich","2585","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","maennlich","1300","","",""
"in Deutschland geboren oder immigr.<1950","1994","Realschule","weiblich","1610","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","maennlich","103","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","weiblich","89","0.16942212299334","0.13371618864902","0.205128057337659"
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","maennlich","225","","",""
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","weiblich","308","0.455577443255048","0.41125472537422","0.499900161135875"
"nicht in Deutschland geboren","1994","AkademikerIn","maennlich","78","0.0990640429783094","0.0796856532236221","0.118442432732997"
"nicht in Deutschland geboren","1994","AkademikerIn","weiblich","46","0.0822597929235607","0.0624634067740673","0.102056179073054"
"nicht in Deutschland geboren","1994","Hauptschule","maennlich","696","0.135783539276883","0.123419922531528","0.148147156022238"
"nicht in Deutschland geboren","1994","Hauptschule","weiblich","569","0.112227108796012","0.101211282639716","0.123242934952308"
"nicht in Deutschland geboren","1994","Realschule","maennlich","61","0.0592685239216702","0.046723718723547","0.0718133291197933"
"nicht in Deutschland geboren","1994","Realschule","weiblich","77","0.0461510414443567","0.0361390352982691","0.0561630475904444"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","maennlich","400","0.7951107792431","0.76156143227032","0.828660126215879"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","weiblich","348","0.747541477719561","0.709652309856655","0.785430645582467"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","maennlich","157","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","weiblich","169","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","maennlich","843","0.863992586483683","0.842251426889863","0.885733746077503"
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","weiblich","718","0.881064753174101","0.858604955053064","0.903524551295139"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","maennlich","2207","","",""
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","weiblich","2495","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","maennlich","1302","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","weiblich","1654","","",""
"nicht in Deutschland geboren","1995","(Fach-)Abitur","maennlich","156","","",""
"nicht in Deutschland geboren","1995","(Fach-)Abitur","weiblich","157","","",""
"nicht in Deutschland geboren","1995","(noch) kein Abschluss","maennlich","236","","",""
"nicht in Deutschland geboren","1995","(noch) kein Abschluss","weiblich","319","0.476948292882248","0.432633763519444","0.521262822245052"
"nicht in Deutschland geboren","1995","AkademikerIn","maennlich","112","","",""
"nicht in Deutschland geboren","1995","AkademikerIn","weiblich","80","0.118935246825899","0.0964754487048614","0.141395044946936"
"nicht in Deutschland geboren","1995","Hauptschule","maennlich","778","0.15004760509119","0.137236465648785","0.162858744533595"
"nicht in Deutschland geboren","1995","Hauptschule","weiblich","645","0.126955043111468","0.115310390161265","0.13859969606167"
"nicht in Deutschland geboren","1995","Realschule","maennlich","69","0.0641695937552914","0.05119802253532","0.0771411649752628"
"nicht in Deutschland geboren","1995","Realschule","weiblich","91","0.0516826081583756","0.0412953854277859","0.0620698308889653"
"in Deutschland geboren oder immigr.<1950","1996","(Fach-)Abitur","maennlich","384","0.802312309540812","0.768245616219665","0.836379002861958"
"in Deutschland geboren oder immigr.<1950","1996","(Fach-)Abitur","weiblich","357","0.761011150332463","0.723779082920436","0.798243217744491"
"in Deutschland geboren oder immigr.<1950","1996","(noch) kein Abschluss","maennlich","153","","",""
"in Deutschland geboren oder immigr.<1950","1996","(noch) kein Abschluss","weiblich","186","","",""
"in Deutschland geboren oder immigr.<1950","1996","AkademikerIn","maennlich","859","0.867221941040048","0.845823220149295","0.888620661930802"
"in Deutschland geboren oder immigr.<1950","1996","AkademikerIn","weiblich","720","0.877823482523345","0.855101610288911","0.900545354757779"
"in Deutschland geboren oder immigr.<1950","1996","Hauptschule","maennlich","2164","","",""
"in Deutschland geboren oder immigr.<1950","1996","Hauptschule","weiblich","2433","","",""
"in Deutschland geboren oder immigr.<1950","1996","Realschule","maennlich","1322","","",""
"in Deutschland geboren oder immigr.<1950","1996","Realschule","weiblich","1645","","",""
"nicht in Deutschland geboren","1996","(Fach-)Abitur","maennlich","141","","",""
"nicht in Deutschland geboren","1996","(Fach-)Abitur","weiblich","147","","",""
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","maennlich","218","","",""
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","weiblich","284","","",""
"nicht in Deutschland geboren","1996","AkademikerIn","maennlich","107","","",""
"nicht in Deutschland geboren","1996","AkademikerIn","weiblich","78","0.122176517476655","0.0994546452422214","0.144898389711089"
"nicht in Deutschland geboren","1996","Hauptschule","maennlich","729","0.150585945550109","0.137553503105276","0.163618387994943"
"nicht in Deutschland geboren","1996","Hauptschule","weiblich","620","0.127393013012218","0.11556622434185","0.139219801682585"
"nicht in Deutschland geboren","1996","Realschule","maennlich","59","0.0580921725851537","0.0457550390872427","0.0704293060830647"
"nicht in Deutschland geboren","1996","Realschule","weiblich","90","0.0574709651711218","0.046519557006235","0.0684223733360086"
"in Deutschland geboren oder immigr.<1950","1997","(Fach-)Abitur","maennlich","389","0.810082257034838","0.776369540461129","0.843794973608547"
"in Deutschland geboren oder immigr.<1950","1997","(Fach-)Abitur","weiblich","366","0.783506765201716","0.747370658627812","0.81964287177562"
"in Deutschland geboren oder immigr.<1950","1997","(noch) kein Abschluss","maennlich","176","","",""
"in Deutschland geboren oder immigr.<1950","1997","(noch) kein Abschluss","weiblich","188","","",""
