"germborn","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren","1986","(Fach-)Abitur","579","0.884619693044556","0.862591110276805","0.906648275812307"
"in Deutschland geboren","1986","(noch) kein Abschluss","239","0.584545802314356","0.554421126466314","0.614670478162398"
"in Deutschland geboren","1986","AkademikerIn","639","0.909464597846104","0.888914717437941","0.930014478254267"
"in Deutschland geboren","1986","Hauptschule","4610","0.909029457551939","0.901807102819483","0.916251812284394"
"in Deutschland geboren","1986","Realschule","1627","0.94471070494104","0.934069613458548","0.955351796423532"
"nicht in Deutschland geboren","1986","(Fach-)Abitur","229","0.115380306955444","0.0933517241876931","0.137408889723195"
"nicht in Deutschland geboren","1986","(noch) kein Abschluss","789","0.415454197685644","0.385329521837602","0.445578873533686"
"nicht in Deutschland geboren","1986","AkademikerIn","110","0.090535402153896","0.0699855217457326","0.111085282562059"
"nicht in Deutschland geboren","1986","Hauptschule","1480","0.0909705424480614","0.0837481877156056","0.0981928971805172"
"nicht in Deutschland geboren","1986","Realschule","145","0.0552892950589598","0.0446482035764679","0.0659303865414516"
"in Deutschland geboren","1987","(Fach-)Abitur","552","0.876623473380184","0.853544121577601","0.899702825182767"
"in Deutschland geboren","1987","(noch) kein Abschluss","231","0.546791355062581","0.51598377845927","0.577598931665893"
"in Deutschland geboren","1987","AkademikerIn","642","0.912595586283206","0.892274262181448","0.932916910384963"
"in Deutschland geboren","1987","Hauptschule","4523","0.904535478340683","0.897109939390464","0.911961017290901"
"in Deutschland geboren","1987","Realschule","1612","0.942050701782578","0.931131864337294","0.952969539227863"
"nicht in Deutschland geboren","1987","(Fach-)Abitur","228","0.123376526619816","0.100297174817233","0.146455878422399"
"nicht in Deutschland geboren","1987","(noch) kein Abschluss","772","0.453208644937419","0.422401068334107","0.48401622154073"
"nicht in Deutschland geboren","1987","AkademikerIn","100","0.0874044137167943","0.0670830896150366","0.107725737818552"
"nicht in Deutschland geboren","1987","Hauptschule","1493","0.0954645216593171","0.0880389827090986","0.102890060609536"
"nicht in Deutschland geboren","1987","Realschule","147","0.0579492982174218","0.0470304607721375","0.0688681356627061"
"in Deutschland geboren","1988","(Fach-)Abitur","527","0.880470979489327","0.857049811425566","0.903892147553088"
"in Deutschland geboren","1988","(noch) kein Abschluss","210","0.569756627034381","0.537552839387547","0.601960414681215"
"in Deutschland geboren","1988","AkademikerIn","617","0.923004193794177","0.903283830676986","0.942724556911368"
"in Deutschland geboren","1988","Hauptschule","4295","0.90535602273437","0.897786002084622","0.912926043384119"
"in Deutschland geboren","1988","Realschule","1552","0.939747334245794","0.928439234815971","0.951055433675618"
"nicht in Deutschland geboren","1988","(Fach-)Abitur","210","0.119529020510673","0.0961078524469118","0.142950188574434"
"nicht in Deutschland geboren","1988","(noch) kein Abschluss","698","0.430243372965619","0.398039585318785","0.462447160612453"
"nicht in Deutschland geboren","1988","AkademikerIn","85","0.0769958062058231","0.0572754430886322","0.0967161693230139"
"nicht in Deutschland geboren","1988","Hauptschule","1449","0.0946439772656297","0.0870739566158812","0.102213997915378"
"nicht in Deutschland geboren","1988","Realschule","149","0.0602526657542057","0.048944566324382","0.0715607651840295"
"in Deutschland geboren","1989","(Fach-)Abitur","544","0.875840029779885","0.852302243607558","0.899377815952211"
"in Deutschland geboren","1989","(noch) kein Abschluss","219","0.584104043952031","0.551686577997815","0.616521509906247"
"in Deutschland geboren","1989","AkademikerIn","610","0.912633018151145","0.891685038916214","0.933580997386076"
"in Deutschland geboren","1989","Hauptschule","4091","0.897880535493525","0.889873581994384","0.905887488992666"
"in Deutschland geboren","1989","Realschule","1505","0.93751400200632","0.925839058411631","0.949188945601009"
"nicht in Deutschland geboren","1989","(Fach-)Abitur","210","0.124159970220115","0.100622184047789","0.147697756392441"
"nicht in Deutschland geboren","1989","(noch) kein Abschluss","669","0.415895956047969","0.383478490093754","0.448313422002185"
"nicht in Deutschland geboren","1989","AkademikerIn","88","0.087366981848855","0.0664190026139243","0.108314961083786"
"nicht in Deutschland geboren","1989","Hauptschule","1403","0.102119464506475","0.0941125110073342","0.110126418005616"
"nicht in Deutschland geboren","1989","Realschule","146","0.0624859979936801","0.0508110543989914","0.0741609415883687"
"in Deutschland geboren","1990","(Fach-)Abitur","674","0.880791664254596","0.859346064088214","0.902237264420978"
"in Deutschland geboren","1990","(noch) kein Abschluss","250","0.581393405620874","0.548982499622867","0.613804311618881"
"in Deutschland geboren","1990","AkademikerIn","1564","0.92610308489662","0.913634444292517","0.938571725500722"
"in Deutschland geboren","1990","Hauptschule","5563","0.900100314092493","0.893085647190648","0.907114980994339"
"in Deutschland geboren","1990","Realschule","3038","0.948967663131675","0.941342984620469","0.956592341642882"
"nicht in Deutschland geboren","1990","(Fach-)Abitur","203","0.119208335745404","0.0977627355790218","0.140653935911786"
"nicht in Deutschland geboren","1990","(noch) kein Abschluss","640","0.418606594379126","0.386195688381119","0.451017500377133"
"nicht in Deutschland geboren","1990","AkademikerIn","127","0.0738969151033803","0.0614282744992778","0.0863655557074828"
"nicht in Deutschland geboren","1990","Hauptschule","1457","0.0998996859075066","0.0928850190056608","0.106914352809352"
"nicht in Deutschland geboren","1990","Realschule","162","0.0510323368683246","0.043407658357118","0.0586570153795313"
"in Deutschland geboren","1991","(Fach-)Abitur","686","0.874290679762986","0.852510334946193","0.896071024579778"
"in Deutschland geboren","1991","(noch) kein Abschluss","263","0.56143570908714","0.528632200071427","0.594239218102854"
"in Deutschland geboren","1991","AkademikerIn","1552","0.923400464612956","0.910675393300013","0.936125535925899"
"in Deutschland geboren","1991","Hauptschule","5327","0.893663432825457","0.886312139935958","0.901014725714957"
"in Deutschland geboren","1991","Realschule","2985","0.945761567658234","0.93785228294341","0.953670852373058"
"nicht in Deutschland geboren","1991","(Fach-)Abitur","204","0.125709320237014","0.103928975420222","0.147489665053807"
"nicht in Deutschland geboren","1991","(noch) kein Abschluss","616","0.43856429091286","0.405760781897146","0.471367799928573"
"nicht in Deutschland geboren","1991","AkademikerIn","126","0.0765995353870441","0.0638744640741006","0.0893246066999875"
"nicht in Deutschland geboren","1991","Hauptschule","1428","0.106336567174543","0.0989852742850432","0.113687860064042"
"nicht in Deutschland geboren","1991","Realschule","165","0.054238432341766","0.0463291476269419","0.06214771705659"
"in Deutschland geboren","1992","(Fach-)Abitur","690","0.863139968659541","0.840647827480258","0.885632109838824"
"in Deutschland geboren","1992","(noch) kein Abschluss","286","0.548651809759001","0.515622909820675","0.581680709697327"
"in Deutschland geboren","1992","AkademikerIn","1524","0.919301957766698","0.906179666181545","0.93242424935185"
"in Deutschland geboren","1992","Hauptschule","5154","0.887026587628462","0.879353876202093","0.894699299054831"
"in Deutschland geboren","1992","Realschule","2947","0.94736621449514","0.939510630363628","0.955221798626653"
"nicht in Deutschland geboren","1992","(Fach-)Abitur","207","0.136860031340459","0.114367890161176","0.159352172519742"
"nicht in Deutschland geboren","1992","(noch) kein Abschluss","586","0.451348190240999","0.418319290302673","0.484377090179325"
"nicht in Deutschland geboren","1992","AkademikerIn","131","0.0806980422333024","0.06757575064815","0.0938203338184549"
"nicht in Deutschland geboren","1992","Hauptschule","1385","0.112973412371538","0.105300700945168","0.120646123797907"
"nicht in Deutschland geboren","1992","Realschule","157","0.0526337855048598","0.0447782013733473","0.0604893696363724"
"in Deutschland geboren","1993","(Fach-)Abitur","709","0.852937067724492","0.829925961363911","0.875948174085072"
"in Deutschland geboren","1993","(noch) kein Abschluss","281","0.535402836413255","0.501874095955647","0.568931576870862"
"in Deutschland geboren","1993","AkademikerIn","1505","0.91051822045685","0.896686759090464","0.924349681823235"
"in Deutschland geboren","1993","Hauptschule","4999","0.880507802234443","0.872527851307059","0.888487753161827"
"in Deutschland geboren","1993","Realschule","2948","0.948447021744548","0.940658033766716","0.95623600972238"
"nicht in Deutschland geboren","1993","(Fach-)Abitur","201","0.147062932275508","0.124051825914928","0.170074038636089"
"nicht in Deutschland geboren","1993","(noch) kein Abschluss","569","0.464597163586745","0.431068423129138","0.498125904044353"
"nicht in Deutschland geboren","1993","AkademikerIn","131","0.0894817795431504","0.0756503181767649","0.103313240909536"
"nicht in Deutschland geboren","1993","Hauptschule","1348","0.119492197765557","0.111512246838172","0.127472148692941"
"nicht in Deutschland geboren","1993","Realschule","148","0.0515529782554519","0.04376399027762","0.0593419662332838"
"in Deutschland geboren","1994","(Fach-)Abitur","729","0.847552627859977","0.824338007569065","0.870767248150888"
"in Deutschland geboren","1994","(noch) kein Abschluss","315","0.561494007476964","0.528096773894866","0.594891241059062"
"in Deutschland geboren","1994","AkademikerIn","1529","0.907710625983746","0.893757830641656","0.921663421325836"
"in Deutschland geboren","1994","Hauptschule","4838","0.876854345361334","0.868610123299347","0.88509856742332"
"in Deutschland geboren","1994","Realschule","2910","0.948106342533655","0.940231782903273","0.955980902164038"
"nicht in Deutschland geboren","1994","(Fach-)Abitur","192","0.152447372140023","0.129232751849112","0.175661992430935"
"nicht in Deutschland geboren","1994","(noch) kein Abschluss","533","0.438505992523036","0.405108758940938","0.471903226105134"
"nicht in Deutschland geboren","1994","AkademikerIn","124","0.0922893740162537","0.0783365786741638","0.106242169358344"
"nicht in Deutschland geboren","1994","Hauptschule","1265","0.123145654638666","0.11490143257668","0.131389876700653"
"nicht in Deutschland geboren","1994","Realschule","138","0.0518936574663449","0.0440190978359625","0.0597682170967273"
"in Deutschland geboren","1995","(Fach-)Abitur","748","0.773035168938382","0.747831178347316","0.798239159529447"
"in Deutschland geboren","1995","(noch) kein Abschluss","326","0.546068758048853","0.513192768098998","0.578944747998707"
"in Deutschland geboren","1995","AkademikerIn","1561","0.870984098662368","0.855291897510973","0.886676299813764"
"in Deutschland geboren","1995","Hauptschule","4702","0.862316429612601","0.853687251472363","0.870945607752838"
"in Deutschland geboren","1995","Realschule","2956","0.942903639598054","0.934756836213923","0.951050442982186"
"nicht in Deutschland geboren","1995","(Fach-)Abitur","313","0.226964831061618","0.201760840470553","0.252168821652684"
"nicht in Deutschland geboren","1995","(noch) kein Abschluss","555","0.453931241951147","0.421055252001293","0.486807231901002"
"nicht in Deutschland geboren","1995","AkademikerIn","192","0.129015901337632","0.113323700186237","0.144708102489027"
"nicht in Deutschland geboren","1995","Hauptschule","1423","0.137683570387399","0.129054392247162","0.146312748527637"
"nicht in Deutschland geboren","1995","Realschule","160","0.0570963604019457","0.0489495570178144","0.0652431637860769"
"in Deutschland geboren","1996","(Fach-)Abitur","741","0.782654644466472","0.757454637019755","0.807854651913189"
"in Deutschland geboren","1996","(noch) kein Abschluss","339","0.578928475998023","0.545559683972052","0.612297268023994"
"in Deutschland geboren","1996","AkademikerIn","1579","0.871514647098528","0.855898893173575","0.887130401023482"
"in Deutschland geboren","1996","Hauptschule","4597","0.861807505100194","0.853035820585794","0.870579189614594"
"in Deutschland geboren","1996","Realschule","2967","0.942258267572089","0.934068355298455","0.950448179845722"
"nicht in Deutschland geboren","1996","(Fach-)Abitur","288","0.217345355533528","0.192145348086811","0.242545362980245"
"nicht in Deutschland geboren","1996","(noch) kein Abschluss","502","0.421071524001977","0.387702731976006","0.454440316027949"
"nicht in Deutschland geboren","1996","AkademikerIn","185","0.128485352901472","0.112869598976518","0.144101106826425"
"nicht in Deutschland geboren","1996","Hauptschule","1349","0.138192494899806","0.129420810385406","0.146964179414206"
"nicht in Deutschland geboren","1996","Realschule","149","0.0577417324279115","0.0495518201542782","0.0659316447015447"
"in Deutschland geboren","1997","(Fach-)Abitur","755","0.797601930028251","0.772932604232041","0.822271255824461"
"in Deutschland geboren","1997","(noch) kein Abschluss","364","0.58108906453712","0.547564076779299","0.614614052294941"
"in Deutschland geboren","1997","AkademikerIn","1586","0.875014326995581","0.859594925574567","0.890433728416595"
"in Deutschland geboren","1997","Hauptschule","4487","0.858373845158994","0.849378974973579","0.867368715344408"
"in Deutschland geboren","1997","Realschule","2927","0.941951753353405","0.933693625253097","0.950209881453712"
"nicht in Deutschland geboren","1997","(Fach-)Abitur","264","0.202398069971749","0.177728744175539","0.227067395767959"
"nicht in Deutschland geboren","1997","(noch) kein Abschluss","468","0.41891093546288","0.385385947705059","0.452435923220701"
"nicht in Deutschland geboren","1997","AkademikerIn","181","0.124985673004419","0.109566271583405","0.140405074425433"
"nicht in Deutschland geboren","1997","Hauptschule","1285","0.141626154841006","0.132631284655592","0.150621025026421"
"nicht in Deutschland geboren","1997","Realschule","153","0.0580482466465955","0.049790118546288","0.066306374746903"
"in Deutschland geboren","1998","(Fach-)Abitur","887","0.804180388526496","0.781215136637314","0.827145640415677"
"in Deutschland geboren","1998","(noch) kein Abschluss","392","0.581071804830834","0.547384273849781","0.614759335811887"
"in Deutschland geboren","1998","AkademikerIn","1779","0.883467249493875","0.869294814982356","0.897639684005393"
"in Deutschland geboren","1998","Hauptschule","4971","0.859670074334906","0.851021720725391","0.868318427944422"
"in Deutschland geboren","1998","Realschule","3253","0.95145682359836","0.944227680198286","0.958685966998435"
"nicht in Deutschland geboren","1998","(Fach-)Abitur","260","0.195819611473504","0.172854359584323","0.218784863362686"
"nicht in Deutschland geboren","1998","(noch) kein Abschluss","432","0.418928195169166","0.385240664188113","0.45261572615022"
"nicht in Deutschland geboren","1998","AkademikerIn","190","0.116532750506125","0.102360315994607","0.130705185017644"
"nicht in Deutschland geboren","1998","Hauptschule","1225","0.140329925665094","0.131681572055578","0.148978279274609"
"nicht in Deutschland geboren","1998","Realschule","142","0.0485431764016398","0.0413140330015651","0.0557723198017145"
"in Deutschland geboren","1999","(Fach-)Abitur","899","0.808496818763489","0.785615235088613","0.831378402438364"
"in Deutschland geboren","1999","(noch) kein Abschluss","385","0.588080307412472","0.553781071525345","0.622379543299599"
"in Deutschland geboren","1999","AkademikerIn","1780","0.887087631546963","0.873072896436363","0.901102366657563"
"in Deutschland geboren","1999","Hauptschule","4884","0.862532494253822","0.853837739746152","0.871227248761491"
"in Deutschland geboren","1999","Realschule","3248","0.954565336770872","0.947545581167931","0.961585092373814"
"nicht in Deutschland geboren","1999","(Fach-)Abitur","237","0.191503181236511","0.168621597561636","0.214384764911387"
"nicht in Deutschland geboren","1999","(noch) kein Abschluss","406","0.411919692587528","0.377620456700401","0.446218928474655"
"nicht in Deutschland geboren","1999","AkademikerIn","179","0.112912368453037","0.0988976333424366","0.126927103563637"
"nicht in Deutschland geboren","1999","Hauptschule","1141","0.137467505746179","0.128772751238509","0.146162260253848"
"nicht in Deutschland geboren","1999","Realschule","133","0.0454346632291277","0.0384149076261862","0.0524544188320693"
"in Deutschland geboren","2000","(Fach-)Abitur","1854","0.794641117095713","0.778315421465441","0.810966812725985"
"in Deutschland geboren","2000","(noch) kein Abschluss","536","0.587957950252704","0.556118126615476","0.619797773889931"
"in Deutschland geboren","2000","AkademikerIn","3418","0.877644944929641","0.867247795296335","0.888042094562947"
"in Deutschland geboren","2000","Hauptschule","8932","0.863801588351962","0.857296161194798","0.870307015509126"
"in Deutschland geboren","2000","Realschule","6034","0.95424380465116","0.949079499205962","0.959408110096358"
"nicht in Deutschland geboren","2000","(Fach-)Abitur","498","0.205358882904287","0.189033187274015","0.221684578534559"
"nicht in Deutschland geboren","2000","(noch) kein Abschluss","382","0.412042049747296","0.380202226110069","0.443881873384524"
"nicht in Deutschland geboren","2000","AkademikerIn","398","0.122355055070359","0.111957905437053","0.132752204703665"
"nicht in Deutschland geboren","2000","Hauptschule","1747","0.136198411648038","0.129692984490874","0.142703838805202"
"nicht in Deutschland geboren","2000","Realschule","255","0.0457561953488401","0.0405918899036424","0.0509205007940378"
"in Deutschland geboren","2001","(Fach-)Abitur","1764","0.79898358261159","0.782320292491458","0.815646872731722"
"in Deutschland geboren","2001","(noch) kein Abschluss","595","0.676976313599012","0.645920498319261","0.708032128878763"
"in Deutschland geboren","2001","AkademikerIn","3189","0.877780572479164","0.86700607511241","0.888555069845919"
"in Deutschland geboren","2001","Hauptschule","7831","0.861727465912875","0.85474676777222","0.86870816405353"
"in Deutschland geboren","2001","Realschule","5547","0.955183851478095","0.94984856604922","0.960519136906971"
"nicht in Deutschland geboren","2001","(Fach-)Abitur","458","0.20101641738841","0.184353127268278","0.217679707508542"
"nicht in Deutschland geboren","2001","(noch) kein Abschluss","276","0.323023686400988","0.291967871121237","0.354079501680739"
"nicht in Deutschland geboren","2001","AkademikerIn","361","0.122219427520836","0.111444930154081","0.13299392488759"
"nicht in Deutschland geboren","2001","Hauptschule","1562","0.138272534087125","0.131291835946469","0.14525323222778"
"nicht in Deutschland geboren","2001","Realschule","230","0.0448161485219047","0.0394808630930291","0.0501514339507804"
"in Deutschland geboren","2002","(Fach-)Abitur","2015","0.78765486019611","0.771480651185201","0.803829069207019"
"in Deutschland geboren","2002","(noch) kein Abschluss","650","0.658834382878604","0.628014079779263","0.689654685977945"
"in Deutschland geboren","2002","AkademikerIn","4166","0.877647098390163","0.868134911112594","0.887159285667733"
"in Deutschland geboren","2002","Hauptschule","7479","0.860287987867106","0.853093020770101","0.867482954964111"
"in Deutschland geboren","2002","Realschule","5763","0.954596770727896","0.949324617406048","0.959868924049743"
"nicht in Deutschland geboren","2002","(Fach-)Abitur","441","0.21234513980389","0.196170930792981","0.228519348814799"
"nicht in Deutschland geboren","2002","(noch) kein Abschluss","259","0.341165617121396","0.310345314022055","0.371985920220738"
"nicht in Deutschland geboren","2002","AkademikerIn","393","0.122352901609837","0.112840714332267","0.131865088887406"
"nicht in Deutschland geboren","2002","Hauptschule","1440","0.139712012132894","0.132517045035889","0.146906979229899"
"nicht in Deutschland geboren","2002","Realschule","227","0.0454032292721046","0.0401310759502575","0.0506753825939516"
"in Deutschland geboren","2003","(Fach-)Abitur","2004","0.794689276189472","0.778562629807325","0.81081592257162"
"in Deutschland geboren","2003","(noch) kein Abschluss","664","0.676249783500547","0.645646464732072","0.706853102269022"
"in Deutschland geboren","2003","AkademikerIn","3984","0.875155809121882","0.865337634813926","0.884973983429838"
"in Deutschland geboren","2003","Hauptschule","7098","0.856773059118015","0.849307548635732","0.864238569600298"
"in Deutschland geboren","2003","Realschule","5574","0.956726167693904","0.951482436095994","0.961969899291814"
"nicht in Deutschland geboren","2003","(Fach-)Abitur","406","0.205310723810528","0.18918407742838","0.221437370192675"
"nicht in Deutschland geboren","2003","(noch) kein Abschluss","234","0.323750216499453","0.293146897730978","0.354353535267928"
"nicht in Deutschland geboren","2003","AkademikerIn","370","0.124844190878118","0.115026016570162","0.134662365186074"
"nicht in Deutschland geboren","2003","Hauptschule","1360","0.143226940881985","0.135761430399702","0.150692451364268"
"nicht in Deutschland geboren","2003","Realschule","210","0.0432738323060961","0.0380301007081861","0.048517563904006"
"in Deutschland geboren","2004","(Fach-)Abitur","2003","0.797109246638428","0.781013410113624","0.813205083163232"
"in Deutschland geboren","2004","(noch) kein Abschluss","671","0.676099805328436","0.645678548025566","0.706521062631306"
"in Deutschland geboren","2004","AkademikerIn","3937","0.878644578673927","0.868878893598735","0.888410263749119"
"in Deutschland geboren","2004","Hauptschule","6774","0.853014960898316","0.845290903275427","0.860739018521204"
"in Deutschland geboren","2004","Realschule","5419","0.954793936051184","0.949363718578253","0.960224153524116"
"nicht in Deutschland geboren","2004","(Fach-)Abitur","395","0.202890753361572","0.186794916836768","0.218986589886376"
"nicht in Deutschland geboren","2004","(noch) kein Abschluss","238","0.323900194671564","0.293478937368694","0.354321451974434"
"nicht in Deutschland geboren","2004","AkademikerIn","358","0.121355421326073","0.111589736250881","0.131121106401265"
"nicht in Deutschland geboren","2004","Hauptschule","1299","0.146985039101684","0.139260981478796","0.154709096724573"
"nicht in Deutschland geboren","2004","Realschule","204","0.0452060639488157","0.0397758464758843","0.050636281421747"
"in Deutschland geboren","2005","(Fach-)Abitur","1924","0.799916774131082","0.783552758279603","0.816280789982561"
"in Deutschland geboren","2005","(noch) kein Abschluss","685","0.709553341429302","0.67997665489944","0.739130027959165"
"in Deutschland geboren","2005","AkademikerIn","3827","0.879104733918643","0.869205230378431","0.889004237458854"
"in Deutschland geboren","2005","Hauptschule","6382","0.850888786971441","0.84286530243721","0.858912271505673"
"in Deutschland geboren","2005","Realschule","5189","0.952953781994382","0.947299034799426","0.958608529189339"
"nicht in Deutschland geboren","2005","(Fach-)Abitur","372","0.200083225868918","0.183719210017439","0.216447241720397"
"nicht in Deutschland geboren","2005","(noch) kein Abschluss","220","0.290446658570697","0.260869972040835","0.32002334510056"
"nicht in Deutschland geboren","2005","AkademikerIn","339","0.120895266081358","0.110995762541146","0.130794769621569"
"nicht in Deutschland geboren","2005","Hauptschule","1189","0.149111213028559","0.141087728494327","0.15713469756279"
"nicht in Deutschland geboren","2005","Realschule","197","0.0470462180056177","0.0413914708106608","0.0527009652005745"
"in Deutschland geboren","2006","(Fach-)Abitur","2055","0.795488190467686","0.779536380260594","0.811440000674777"
"in Deutschland geboren","2006","(noch) kein Abschluss","704","0.72417055822249","0.694857366808533","0.753483749636446"
"in Deutschland geboren","2006","AkademikerIn","4211","0.879972082326322","0.870556802808946","0.889387361843699"
"in Deutschland geboren","2006","Hauptschule","6961","0.849525699197822","0.841755799103567","0.857295599292077"
"in Deutschland geboren","2006","Realschule","5583","0.95606479233333","0.950782054581504","0.961347530085157"
"nicht in Deutschland geboren","2006","(Fach-)Abitur","401","0.204511809532314","0.188559999325223","0.220463619739406"
"nicht in Deutschland geboren","2006","(noch) kein Abschluss","189","0.27582944177751","0.246516250363554","0.305142633191466"
"nicht in Deutschland geboren","2006","AkademikerIn","366","0.120027917673678","0.110612638156301","0.129443197191055"
"nicht in Deutschland geboren","2006","Hauptschule","1173","0.150474300802178","0.142704400707923","0.158244200896433"
"nicht in Deutschland geboren","2006","Realschule","199","0.0439352076666697","0.0386524699148431","0.0492179454184962"
"in Deutschland geboren","2007","(Fach-)Abitur","1990","0.80664375110268","0.790716965372234","0.822570536833126"
"in Deutschland geboren","2007","(noch) kein Abschluss","686","0.74146432609023","0.711908733402721","0.771019918777739"
"in Deutschland geboren","2007","AkademikerIn","4045","0.884286960436163","0.874823432640938","0.893750488231388"
"in Deutschland geboren","2007","Hauptschule","6333","0.846720573182181","0.838490727874104","0.854950418490258"
"in Deutschland geboren","2007","Realschule","5255","0.958453068246345","0.953147850409486","0.963758286083204"
"nicht in Deutschland geboren","2007","(Fach-)Abitur","372","0.19335624889732","0.177429463166874","0.209283034627766"
"nicht in Deutschland geboren","2007","(noch) kein Abschluss","157","0.25853567390977","0.228980081222261","0.288091266597279"
"nicht in Deutschland geboren","2007","AkademikerIn","344","0.115713039563837","0.106249511768612","0.125176567359063"
"nicht in Deutschland geboren","2007","Hauptschule","1028","0.153279426817819","0.145049581509742","0.161509272125896"
"nicht in Deutschland geboren","2007","Realschule","180","0.0415469317536551","0.0362417139167959","0.0468521495905143"
"in Deutschland geboren","2008","(Fach-)Abitur","1834","0.799190638426184","0.782350894122234","0.816030382730134"
"in Deutschland geboren","2008","(noch) kein Abschluss","622","0.765687588929974","0.735292590339825","0.796082587520123"
"in Deutschland geboren","2008","AkademikerIn","3879","0.888291538244391","0.878755713683797","0.897827362804984"
"in Deutschland geboren","2008","Hauptschule","5921","0.847211884116881","0.83868433263347","0.855739435600291"
"in Deutschland geboren","2008","Realschule","4981","0.958478073236195","0.9530274891964","0.963928657275991"
"nicht in Deutschland geboren","2008","(Fach-)Abitur","340","0.200809361573816","0.183969617269866","0.217649105877766"
"nicht in Deutschland geboren","2008","(noch) kein Abschluss","124","0.234312411070026","0.203917412479877","0.264707409660175"
"nicht in Deutschland geboren","2008","AkademikerIn","313","0.111708461755609","0.102172637195016","0.121244286316203"
"nicht in Deutschland geboren","2008","Hauptschule","917","0.152788115883119","0.144260564399709","0.16131566736653"
"nicht in Deutschland geboren","2008","Realschule","165","0.0415219267638046","0.0360713427240093","0.0469725108035999"
"in Deutschland geboren","2009","(Fach-)Abitur","1710","0.819164494068284","0.802317659342301","0.836011328794267"
"in Deutschland geboren","2009","(noch) kein Abschluss","557","0.739380639155715","0.706313918120513","0.772447360190916"
"in Deutschland geboren","2009","AkademikerIn","3743","0.887808996085106","0.878071100594356","0.897546891575856"
"in Deutschland geboren","2009","Hauptschule","5457","0.852440025955655","0.843636714564563","0.861243337346748"
"in Deutschland geboren","2009","Realschule","4689","0.962334412019075","0.956965763698257","0.967703060339894"
"nicht in Deutschland geboren","2009","(Fach-)Abitur","295","0.180835505931716","0.163988671205733","0.197682340657699"
"nicht in Deutschland geboren","2009","(noch) kein Abschluss","120","0.260619360844285","0.227552639809084","0.293686081879487"
"nicht in Deutschland geboren","2009","AkademikerIn","292","0.112191003914894","0.102453108424144","0.121928899405644"
"nicht in Deutschland geboren","2009","Hauptschule","778","0.147559974044345","0.138756662653252","0.156363285435437"
"nicht in Deutschland geboren","2009","Realschule","142","0.0376655879809246","0.0322969396601059","0.0430342363017433"
"in Deutschland geboren","2010","(Fach-)Abitur","2491","0.813514287826211","0.799718361323948","0.827310214328473"
"in Deutschland geboren","2010","(noch) kein Abschluss","832","0.726868981081681","0.700134025821211","0.753603936342151"
"in Deutschland geboren","2010","AkademikerIn","4835","0.872693200410666","0.863783254711406","0.881603146109926"
"in Deutschland geboren","2010","Hauptschule","6277","0.831602564151682","0.82315079912846","0.840054329174903"
"in Deutschland geboren","2010","Realschule","6573","0.959708042281525","0.955043127645815","0.964372956917235"
"nicht in Deutschland geboren","2010","(Fach-)Abitur","571","0.186485712173789","0.172689785671527","0.200281638676052"
"nicht in Deutschland geboren","2010","(noch) kein Abschluss","235","0.273131018918319","0.246396063657849","0.299865974178789"
