year,bula_h,regtyp,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,North Rhine-Westphalia,Rural regions,Born in Germany or immigrated <1950,0.80842,70,70,0.71556,0.90128
1988,Hesse,Urban regions,Born in Germany or immigrated <1950,0.69828,523,860,0.66758,0.72897
1988,Hesse,Urban regions,Not born in Germany,0.12649,337,860,0.10426,0.14872
1988,Hesse,Rural regions,Born in Germany or immigrated <1950,0.78589,100,142,0.71818,0.85360
1988,Hesse,Rural regions,Not born in Germany,0.10509,42,142,0.05447,0.15571
1988,"Rhineland-Palatinate, Saarland",Urban regions,Born in Germany or immigrated <1950,0.80253,481,606,0.77081,0.83425
1988,"Rhineland-Palatinate, Saarland",Urban regions,Not born in Germany,0.06229,125,606,0.04303,0.08155
1988,"Rhineland-Palatinate, Saarland",Rural regions,Born in Germany or immigrated <1950,0.84811,128,128,0.78568,0.91053
1988,Baden-Wuerttemberg,Urban regions,Born in Germany or immigrated <1950,0.69766,996,1635,0.67539,0.71993
1988,Baden-Wuerttemberg,Urban regions,Not born in Germany,0.12673,639,1635,0.11060,0.14286
1988,Baden-Wuerttemberg,Rural regions,Born in Germany or immigrated <1950,0.69260,166,251,0.63540,0.74980
1988,Baden-Wuerttemberg,Rural regions,Not born in Germany,0.10678,85,251,0.06850,0.14507
1988,Bavaria,Urban regions,Born in Germany or immigrated <1950,0.76608,661,890,0.73826,0.79391
1988,Bavaria,Urban regions,Not born in Germany,0.09750,229,890,0.07800,0.11700
1988,Bavaria,Rural regions,Born in Germany or immigrated <1950,0.74359,626,757,0.71246,0.77471
1988,Bavaria,Rural regions,Not born in Germany,0.05221,131,757,0.03635,0.06807
1988,Berlin,Urban regions,Born in Germany or immigrated <1950,0.76229,232,333,0.71650,0.80808
1988,Berlin,Urban regions,Not born in Germany,0.09826,101,333,0.06624,0.13028
1989,Schleswig-Holstein,Urban regions,Born in Germany or immigrated <1950,0.74167,125,125,0.66462,0.81871
1989,Schleswig-Holstein,Rural regions,Born in Germany or immigrated <1950,0.75175,138,138,0.67941,0.82409
1989,Hamburg,Urban regions,Born in Germany or immigrated <1950,0.83048,146,196,0.77781,0.88314
1989,Hamburg,Urban regions,Not born in Germany,0.07360,50,196,0.03695,0.11025
1989,Lower Saxony,Urban regions,Born in Germany or immigrated <1950,0.79671,386,494,0.76119,0.83224
1989,Lower Saxony,Urban regions,Not born in Germany,0.08171,108,494,0.05753,0.10589
1989,Lower Saxony,Rural regions,Born in Germany or immigrated <1950,0.78683,450,502,0.75097,0.82269
1989,Lower Saxony,Rural regions,Not born in Germany,0.04297,52,502,0.02521,0.06073
1989,Bremen,Urban regions,Born in Germany or immigrated <1950,0.78271,87,87,0.69555,0.86987
1989,North Rhine-Westphalia,Urban regions,Born in Germany or immigrated <1950,0.74150,1873,2547,0.72450,0.75851
1989,North Rhine-Westphalia,Urban regions,Not born in Germany,0.09165,674,2547,0.08044,0.10285
1989,North Rhine-Westphalia,Rural regions,Born in Germany or immigrated <1950,0.76367,67,67,0.66117,0.86616
1989,Hesse,Urban regions,Born in Germany or immigrated <1950,0.69572,535,863,0.66500,0.72643
1989,Hesse,Urban regions,Not born in Germany,0.13417,328,863,0.11142,0.15693
1989,Hesse,Rural regions,Born in Germany or immigrated <1950,0.80474,100,133,0.73711,0.87236
1989,Hesse,Rural regions,Not born in Germany,0.10415,33,133,0.05204,0.15626
1989,"Rhineland-Palatinate, Saarland",Urban regions,Born in Germany or immigrated <1950,0.80476,464,581,0.77250,0.83702
1989,"Rhineland-Palatinate, Saarland",Urban regions,Not born in Germany,0.06143,117,581,0.04189,0.08097
1989,"Rhineland-Palatinate, Saarland",Rural regions,Born in Germany or immigrated <1950,0.85435,110,110,0.78812,0.92057
1989,Baden-Wuerttemberg,Urban regions,Born in Germany or immigrated <1950,0.68928,954,1573,0.66640,0.71216
1989,Baden-Wuerttemberg,Urban regions,Not born in Germany,0.13426,619,1573,0.11741,0.15112
1989,Baden-Wuerttemberg,Rural regions,Born in Germany or immigrated <1950,0.69805,160,240,0.63984,0.75625
1989,Baden-Wuerttemberg,Rural regions,Not born in Germany,0.11444,80,240,0.07408,0.15480
1989,Bavaria,Urban regions,Born in Germany or immigrated <1950,0.75567,635,861,0.72695,0.78439
1989,Bavaria,Urban regions,Not born in Germany,0.10796,226,861,0.08722,0.12870
1989,Bavaria,Rural regions,Born in Germany or immigrated <1950,0.74093,617,753,0.70961,0.77224
1989,Bavaria,Rural regions,Not born in Germany,0.06216,136,753,0.04490,0.07942
1989,Berlin,Urban regions,Born in Germany or immigrated <1950,0.76862,229,330,0.72305,0.81419
1989,Berlin,Urban regions,Not born in Germany,0.09487,101,330,0.06320,0.12653
1990,Schleswig-Holstein,Urban regions,Born in Germany or immigrated <1950,0.73970,115,115,0.65915,0.82025
1990,Schleswig-Holstein,Rural regions,Born in Germany or immigrated <1950,0.79637,135,135,0.72818,0.86455
1990,Hamburg,Urban regions,Born in Germany or immigrated <1950,0.81130,125,167,0.75177,0.87082
1990,Hamburg,Urban regions,Not born in Germany,0.08105,42,167,0.03953,0.12257
1990,Lower Saxony,Urban regions,Born in Germany or immigrated <1950,0.79003,377,479,0.75352,0.82654
1990,Lower Saxony,Urban regions,Not born in Germany,0.08306,102,479,0.05832,0.10780
1990,Lower Saxony,Rural regions,Born in Germany or immigrated <1950,0.79108,446,499,0.75538,0.82679
1990,Lower Saxony,Rural regions,Not born in Germany,0.04604,53,499,0.02764,0.06445
1990,Bremen,Urban regions,Born in Germany or immigrated <1950,0.76992,86,86,0.68045,0.85940
1990,North Rhine-Westphalia,Urban regions,Born in Germany or immigrated <1950,0.72772,1819,2486,0.71022,0.74522
1990,North Rhine-Westphalia,Urban regions,Not born in Germany,0.09581,667,2486,0.08424,0.10738
1990,North Rhine-Westphalia,Rural regions,Born in Germany or immigrated <1950,0.72930,67,67,0.62210,0.83650
1990,Hesse,Urban regions,Born in Germany or immigrated <1950,0.69227,534,851,0.66124,0.72330
1990,Hesse,Urban regions,Not born in Germany,0.13801,317,851,0.11483,0.16120
1990,Hesse,Rural regions,Born in Germany or immigrated <1950,0.81891,102,134,0.75347,0.88436
1990,Hesse,Rural regions,Not born in Germany,0.10157,32,134,0.05023,0.15291
1990,"Rhineland-Palatinate, Saarland",Urban regions,Born in Germany or immigrated <1950,0.78595,447,562,0.75201,0.81989
1990,"Rhineland-Palatinate, Saarland",Urban regions,Not born in Germany,0.06926,115,562,0.04825,0.09027
1990,"Rhineland-Palatinate, Saarland",Rural regions,Born in Germany or immigrated <1950,0.84601,106,106,0.77697,0.91505
1990,Baden-Wuerttemberg,Urban regions,Born in Germany or immigrated <1950,0.67289,948,1554,0.64956,0.69623
1990,Baden-Wuerttemberg,Urban regions,Not born in Germany,0.14013,606,1554,0.12286,0.15739
1990,Baden-Wuerttemberg,Rural regions,Born in Germany or immigrated <1950,0.70181,159,238,0.64357,0.76005
1990,Baden-Wuerttemberg,Rural regions,Not born in Germany,0.11674,79,238,0.07586,0.15763
1990,Bavaria,Urban regions,Born in Germany or immigrated <1950,0.75134,616,838,0.72206,0.78062
1990,Bavaria,Urban regions,Not born in Germany,0.11493,222,838,0.09332,0.13654
1990,Bavaria,Rural regions,Born in Germany or immigrated <1950,0.74123,623,761,0.71010,0.77237
1990,Bavaria,Rural regions,Not born in Germany,0.06427,138,761,0.04684,0.08171
1990,Berlin,Urban regions,Born in Germany or immigrated <1950,0.73518,495,608,0.70008,0.77028
1990,Berlin,Urban regions,Not born in Germany,0.08578,113,608,0.06350,0.10805
1990,Brandenburg,Urban regions,Born in Germany or immigrated <1950,0.76064,63,63,0.65443,0.86685
1990,Brandenburg,Rural regions,Born in Germany or immigrated <1950,0.74598,636,636,0.71213,0.77984
1990,Mecklenburg-Western Pomerania,Urban regions,Born in Germany or immigrated <1950,0.71783,51,51,0.59308,0.84258
1990,Mecklenburg-Western Pomerania,Rural regions,Born in Germany or immigrated <1950,0.77425,437,437,0.73501,0.81350
1990,Saxony,Urban regions,Born in Germany or immigrated <1950,0.77050,675,675,0.73875,0.80224
1990,Saxony,Rural regions,Born in Germany or immigrated <1950,0.75863,599,599,0.72433,0.79293
1990,Saxony-Anhalt,Urban regions,Born in Germany or immigrated <1950,0.79820,164,164,0.73658,0.85981
1990,Saxony-Anhalt,Rural regions,Born in Germany or immigrated <1950,0.75662,609,609,0.72250,0.79073
1990,Thuringa,Urban regions,Born in Germany or immigrated <1950,0.73859,198,198,0.67723,0.79995
1990,Thuringa,Rural regions,Born in Germany or immigrated <1950,0.74433,498,498,0.70597,0.78268
1991,Schleswig-Holstein,Urban regions,Born in Germany or immigrated <1950,0.70761,121,121,0.62623,0.78900
1991,Schleswig-Holstein,Rural regions,Born in Germany or immigrated <1950,0.75951,143,143,0.68922,0.82981
1991,Hamburg,Urban regions,Born in Germany or immigrated <1950,0.79915,123,161,0.73707,0.86123
1991,Hamburg,Urban regions,Not born in Germany,0.08983,38,161,0.04553,0.13414
1991,Lower Saxony,Urban regions,Born in Germany or immigrated <1950,0.77539,375,473,0.73774,0.81304
1991,Lower Saxony,Urban regions,Not born in Germany,0.08833,98,473,0.06273,0.11393
1991,Lower Saxony,Rural regions,Born in Germany or immigrated <1950,0.78488,450,500,0.74882,0.82093
1991,Lower Saxony,Rural regions,Not born in Germany,0.04463,50,500,0.02652,0.06275
1991,Bremen,Urban regions,Born in Germany or immigrated <1950,0.77934,81,81,0.68847,0.87021
1991,North Rhine-Westphalia,Urban regions,Born in Germany or immigrated <1950,0.72380,1830,2480,0.70620,0.74140
1991,North Rhine-Westphalia,Urban regions,Not born in Germany,0.09928,650,2480,0.08751,0.11105
1991,North Rhine-Westphalia,Rural regions,Born in Germany or immigrated <1950,0.73157,65,65,0.62300,0.84014
1991,Hesse,Urban regions,Born in Germany or immigrated <1950,0.68435,524,828,0.65267,0.71602
1991,Hesse,Urban regions,Not born in Germany,0.14563,304,828,0.12159,0.16967
1991,Hesse,Rural regions,Born in Germany or immigrated <1950,0.80251,103,137,0.73560,0.86942
1991,Hesse,Rural regions,Not born in Germany,0.11024,34,137,0.05760,0.16288
1991,"Rhineland-Palatinate, Saarland",Urban regions,Born in Germany or immigrated <1950,0.76556,440,551,0.73015,0.80096
1991,"Rhineland-Palatinate, Saarland",Urban regions,Not born in Germany,0.06988,111,551,0.04857,0.09118
1991,"Rhineland-Palatinate, Saarland",Rural regions,Born in Germany or immigrated <1950,0.87516,115,115,0.81448,0.93583
1991,Baden-Wuerttemberg,Urban regions,Born in Germany or immigrated <1950,0.66233,953,1555,0.63882,0.68584
1991,Baden-Wuerttemberg,Urban regions,Not born in Germany,0.14676,602,1555,0.12917,0.16436
1991,Baden-Wuerttemberg,Rural regions,Born in Germany or immigrated <1950,0.69899,160,241,0.64096,0.75703
1991,Baden-Wuerttemberg,Rural regions,Not born in Germany,0.12710,81,241,0.08496,0.16924
1991,Bavaria,Urban regions,Born in Germany or immigrated <1950,0.72929,602,825,0.69896,0.75963
1991,Bavaria,Urban regions,Not born in Germany,0.12438,223,825,0.10185,0.14691
1991,Bavaria,Rural regions,Born in Germany or immigrated <1950,0.73015,642,778,0.69894,0.76136
1991,Bavaria,Rural regions,Not born in Germany,0.06901,136,778,0.05119,0.08683
1991,Berlin,Urban regions,Born in Germany or immigrated <1950,0.74425,480,593,0.70911,0.77940
1991,Berlin,Urban regions,Not born in Germany,0.09548,113,593,0.07181,0.11916
1991,Brandenburg,Urban regions,Born in Germany or immigrated <1950,0.77024,39,39,0.63648,0.90400
1991,Brandenburg,Rural regions,Born in Germany or immigrated <1950,0.78004,611,611,0.74717,0.81291
1991,Mecklenburg-Western Pomerania,Urban regions,Born in Germany or immigrated <1950,0.72036,51,51,0.59595,0.84477
1991,Mecklenburg-Western Pomerania,Rural regions,Born in Germany or immigrated <1950,0.77792,401,401,0.73718,0.81865
1991,Saxony,Urban regions,Born in Germany or immigrated <1950,0.78019,599,599,0.74700,0.81339
1991,Saxony,Rural regions,Born in Germany or immigrated <1950,0.79028,565,565,0.75668,0.82388
1991,Saxony-Anhalt,Urban regions,Born in Germany or immigrated <1950,0.82012,164,164,0.76116,0.87909
1991,Saxony-Anhalt,Rural regions,Born in Germany or immigrated <1950,0.78046,590,590,0.74703,0.81389
1991,Thuringa,Urban regions,Born in Germany or immigrated <1950,0.76188,183,183,0.70000,0.82376
1991,Thuringa,Rural regions,Born in Germany or immigrated <1950,0.75356,465,465,0.71435,0.79277
1992,Schleswig-Holstein,Urban regions,Born in Germany or immigrated <1950,0.68157,117,117,0.59679,0.76635
1992,Schleswig-Holstein,Rural regions,Born in Germany or immigrated <1950,0.78201,123,123,0.70874,0.85527
1992,Hamburg,Urban regions,Born in Germany or immigrated <1950,0.77486,114,152,0.70824,0.84148
1992,Hamburg,Urban regions,Not born in Germany,0.10239,38,152,0.05403,0.15074
1992,Lower Saxony,Urban regions,Born in Germany or immigrated <1950,0.76047,372,470,0.72185,0.79910
1992,Lower Saxony,Urban regions,Not born in Germany,0.09510,98,470,0.06855,0.12165
1992,Lower Saxony,Rural regions,Born in Germany or immigrated <1950,0.77940,456,497,0.74290,0.81589
1992,Lower Saxony,Rural regions,Not born in Germany,0.03686,41,497,0.02028,0.05344
1992,Bremen,Urban regions,Born in Germany or immigrated <1950,0.81768,83,83,0.73410,0.90125
1992,North Rhine-Westphalia,Urban regions,Born in Germany or immigrated <1950,0.71781,1825,2458,0.70001,0.73560
1992,North Rhine-Westphalia,Urban regions,Not born in Germany,0.10377,633,2458,0.09171,0.11583
1992,North Rhine-Westphalia,Rural regions,Born in Germany or immigrated <1950,0.72598,63,63,0.61496,0.83700
1992,Hesse,Urban regions,Born in Germany or immigrated <1950,0.69530,525,812,0.66362,0.72697
1992,Hesse,Urban regions,Not born in Germany,0.14674,287,812,0.12238,0.17109
1992,Hesse,Rural regions,Born in Germany or immigrated <1950,0.77830,103,136,0.70822,0.84837
1992,Hesse,Rural regions,Not born in Germany,0.11967,33,136,0.06491,0.17442
1992,"Rhineland-Palatinate, Saarland",Urban regions,Born in Germany or immigrated <1950,0.75893,439,550,0.72315,0.79471
1992,"Rhineland-Palatinate, Saarland",Urban regions,Not born in Germany,0.07236,111,550,0.05069,0.09404
1992,"Rhineland-Palatinate, Saarland",Rural regions,Born in Germany or immigrated <1950,0.87848,109,109,0.81685,0.94010
1992,Baden-Wuerttemberg,Urban regions,Born in Germany or immigrated <1950,0.65227,935,1520,0.62832,0.67622
1992,Baden-Wuerttemberg,Urban regions,Not born in Germany,0.15519,585,1520,0.13698,0.17340
1992,Baden-Wuerttemberg,Rural regions,Born in Germany or immigrated <1950,0.66661,151,239,0.60672,0.72650
1992,Baden-Wuerttemberg,Rural regions,Not born in Germany,0.14639,88,239,0.10148,0.19130
1992,Bavaria,Urban regions,Born in Germany or immigrated <1950,0.71916,619,840,0.68875,0.74957
1992,Bavaria,Urban regions,Not born in Germany,0.13228,221,840,0.10935,0.15520
1992,Bavaria,Rural regions,Born in Germany or immigrated <1950,0.72624,659,798,0.69528,0.75720
1992,Bavaria,Rural regions,Not born in Germany,0.07499,139,798,0.05670,0.09327
1992,Berlin,Urban regions,Born in Germany or immigrated <1950,0.74965,481,584,0.71448,0.78481
1992,Berlin,Urban regions,Not born in Germany,0.09562,103,584,0.07175,0.11949
1992,Brandenburg,Urban regions,Born in Germany or immigrated <1950,0.78226,64,64,0.68035,0.88417
1992,Brandenburg,Rural regions,Born in Germany or immigrated <1950,0.78632,563,563,0.75243,0.82021
1992,Mecklenburg-Western Pomerania,Urban regions,Born in Germany or immigrated <1950,0.72508,49,49,0.59877,0.85139
1992,Mecklenburg-Western Pomerania,Rural regions,Born in Germany or immigrated <1950,0.78777,347,347,0.74468,0.83085
1992,Saxony,Urban regions,Born in Germany or immigrated <1950,0.79760,569,569,0.76456,0.83065
1992,Saxony,Rural regions,Born in Germany or immigrated <1950,0.76974,525,525,0.73370,0.80579
1992,Saxony-Anhalt,Urban regions,Born in Germany or immigrated <1950,0.82738,166,166,0.76972,0.88505
1992,Saxony-Anhalt,Rural regions,Born in Germany or immigrated <1950,0.79221,560,560,0.75858,0.82584
1992,Thuringa,Urban regions,Born in Germany or immigrated <1950,0.76385,172,172,0.70020,0.82751
1992,Thuringa,Rural regions,Born in Germany or immigrated <1950,0.75341,458,458,0.71390,0.79293
1993,Schleswig-Holstein,Urban regions,Born in Germany or immigrated <1950,0.69778,123,123,0.61629,0.77927
1993,Schleswig-Holstein,Rural regions,Born in Germany or immigrated <1950,0.80391,132,132,0.73592,0.87190
1993,Hamburg,Urban regions,Born in Germany or immigrated <1950,0.80672,110,143,0.74177,0.87167
1993,Hamburg,Urban regions,Not born in Germany,0.09719,33,143,0.04847,0.14591
1993,Lower Saxony,Urban regions,Born in Germany or immigrated <1950,0.75682,373,471,0.71804,0.79561
1993,Lower Saxony,Urban regions,Not born in Germany,0.10013,98,471,0.07299,0.12727
1993,Lower Saxony,Rural regions,Born in Germany or immigrated <1950,0.76511,463,508,0.72821,0.80201
1993,Lower Saxony,Rural regions,Not born in Germany,0.03888,45,508,0.02206,0.05571
1993,Bremen,Urban regions,Born in Germany or immigrated <1950,0.80209,79,79,0.71366,0.89051
1993,North Rhine-Westphalia,Urban regions,Born in Germany or immigrated <1950,0.70333,1815,2438,0.68519,0.72146
1993,North Rhine-Westphalia,Urban regions,Not born in Germany,0.11223,623,2438,0.09970,0.12477
1993,North Rhine-Westphalia,Rural regions,Born in Germany or immigrated <1950,0.71425,61,61,0.59994,0.82857
1993,Hesse,Urban regions,Born in Germany or immigrated <1950,0.67875,520,798,0.64633,0.71117
1993,Hesse,Urban regions,Not born in Germany,0.16154,278,798,0.13599,0.18709
1993,Hesse,Rural regions,Born in Germany or immigrated <1950,0.75529,102,134,0.68222,0.82836
1993,Hesse,Rural regions,Not born in Germany,0.12594,32,134,0.06955,0.18233
1993,"Rhineland-Palatinate, Saarland",Urban regions,Born in Germany or immigrated <1950,0.75111,434,532,0.71433,0.78788
