year,age_gr,bula_h,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,46-65 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.03925,40,285,0.01667,0.06184
1984,46-65 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.83594,381,647,0.80738,0.86449
1984,46-65 y.,Baden-Wuerttemberg,Not born in Germany,0.16406,266,647,0.13551,0.19262
1984,46-65 y.,Bavaria,Born in Germany or immigrated <1950,0.91734,483,614,0.89554,0.93914
1984,46-65 y.,Bavaria,Not born in Germany,0.08266,131,614,0.06086,0.10446
1984,46-65 y.,Berlin,Born in Germany or immigrated <1950,0.93002,94,125,0.88511,0.97492
1984,46-65 y.,Berlin,Not born in Germany,0.06998,31,125,0.02508,0.11489
1984,66 and older,Lower Saxony,Born in Germany or immigrated <1950,0.98625,151,151,0.96761,1.00489
1984,66 and older,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.97626,272,272,0.95813,0.99438
1984,66 and older,Hesse,Born in Germany or immigrated <1950,0.95254,96,96,0.90978,0.99529
1984,66 and older,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.97426,109,109,0.94440,1.00413
1984,66 and older,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.97703,207,207,0.95658,0.99749
1984,66 and older,Bavaria,Born in Germany or immigrated <1950,0.98125,228,228,0.96361,0.99890
1984,66 and older,Berlin,Born in Germany or immigrated <1950,0.97354,46,46,0.92665,1.02043
1985,17-29 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.96869,74,74,0.92874,1.00864
1985,17-29 y.,Hamburg,Born in Germany or immigrated <1950,0.94133,51,51,0.87619,1.00647
1985,17-29 y.,Lower Saxony,Born in Germany or immigrated <1950,0.95565,266,302,0.93239,0.97890
1985,17-29 y.,Lower Saxony,Not born in Germany,0.04435,36,302,0.02110,0.06761
1985,17-29 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.90836,626,863,0.88910,0.92762
1985,17-29 y.,North Rhine-Westphalia,Not born in Germany,0.09164,237,863,0.07238,0.11090
1985,17-29 y.,Hesse,Born in Germany or immigrated <1950,0.85929,196,334,0.82194,0.89664
1985,17-29 y.,Hesse,Not born in Germany,0.14071,138,334,0.10336,0.17806
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.91815,197,241,0.88346,0.95283
1985,17-29 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.08185,44,241,0.04717,0.11654
1985,17-29 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.86682,385,614,0.83993,0.89372
1985,17-29 y.,Baden-Wuerttemberg,Not born in Germany,0.13318,229,614,0.10628,0.16007
1985,17-29 y.,Bavaria,Born in Germany or immigrated <1950,0.93955,441,523,0.91910,0.95999
1985,17-29 y.,Bavaria,Not born in Germany,0.06045,82,523,0.04001,0.08090
1985,17-29 y.,Berlin,Born in Germany or immigrated <1950,0.87285,62,95,0.80551,0.94020
1985,17-29 y.,Berlin,Not born in Germany,0.12715,33,95,0.05980,0.19449
1985,30-45 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.94511,110,110,0.90235,0.98787
1985,30-45 y.,Hamburg,Born in Germany or immigrated <1950,0.82063,60,100,0.74505,0.89621
1985,30-45 y.,Hamburg,Not born in Germany,0.17937,40,100,0.10379,0.25495
1985,30-45 y.,Lower Saxony,Born in Germany or immigrated <1950,0.92450,280,351,0.89682,0.95218
1985,30-45 y.,Lower Saxony,Not born in Germany,0.07550,71,351,0.04782,0.10318
1985,30-45 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.86187,671,991,0.84037,0.88336
1985,30-45 y.,North Rhine-Westphalia,Not born in Germany,0.13813,320,991,0.11664,0.15963
1985,30-45 y.,Hesse,Born in Germany or immigrated <1950,0.83050,184,337,0.79039,0.87062
1985,30-45 y.,Hesse,Not born in Germany,0.16950,153,337,0.12938,0.20961
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.90389,126,169,0.85931,0.94846
1985,30-45 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.09611,43,169,0.05154,0.14069
1985,30-45 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.82684,346,644,0.79760,0.85609
1985,30-45 y.,Baden-Wuerttemberg,Not born in Germany,0.17316,298,644,0.14391,0.20240
1985,30-45 y.,Bavaria,Born in Germany or immigrated <1950,0.86204,423,606,0.83456,0.88952
1985,30-45 y.,Bavaria,Not born in Germany,0.13796,183,606,0.11048,0.16544
1985,30-45 y.,Berlin,Born in Germany or immigrated <1950,0.81236,77,120,0.74222,0.88251
1985,30-45 y.,Berlin,Not born in Germany,0.18764,43,120,0.11749,0.25778
1985,46-65 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.96040,91,91,0.92011,1.00069
1985,46-65 y.,Hamburg,Born in Germany or immigrated <1950,0.92898,56,56,0.86109,0.99686
1985,46-65 y.,Lower Saxony,Born in Germany or immigrated <1950,0.92904,282,327,0.90117,0.95692
1985,46-65 y.,Lower Saxony,Not born in Germany,0.07096,45,327,0.04308,0.09883
1985,46-65 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.89426,626,860,0.87369,0.91482
1985,46-65 y.,North Rhine-Westphalia,Not born in Germany,0.10574,234,860,0.08518,0.12631
1985,46-65 y.,Hesse,Born in Germany or immigrated <1950,0.86603,247,369,0.83123,0.90083
1985,46-65 y.,Hesse,Not born in Germany,0.13397,122,369,0.09917,0.16877
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.95691,226,265,0.93241,0.98140
1985,46-65 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.04309,39,265,0.01860,0.06759
1985,46-65 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.82456,352,602,0.79415,0.85497
1985,46-65 y.,Baden-Wuerttemberg,Not born in Germany,0.17544,250,602,0.14503,0.20585
1985,46-65 y.,Bavaria,Born in Germany or immigrated <1950,0.91814,450,561,0.89543,0.94085
1985,46-65 y.,Bavaria,Not born in Germany,0.08186,111,561,0.05915,0.10457
1985,46-65 y.,Berlin,Born in Germany or immigrated <1950,0.93067,87,87,0.87699,0.98436
1985,66 and older,Lower Saxony,Born in Germany or immigrated <1950,0.98323,125,125,0.96062,1.00583
1985,66 and older,Bremen,Born in Germany or immigrated <1950,0.97609,32,32,0.92232,1.02987
1985,66 and older,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.97212,238,238,0.95115,0.99308
1985,66 and older,Hesse,Born in Germany or immigrated <1950,0.94007,87,87,0.88990,0.99024
1985,66 and older,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.96655,94,94,0.93000,1.00309
1985,66 and older,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.96743,173,173,0.94090,0.99396
1985,66 and older,Bavaria,Born in Germany or immigrated <1950,0.97374,201,201,0.95157,0.99590
1985,66 and older,Berlin,Born in Germany or immigrated <1950,0.96918,37,37,0.91273,1.02564
1986,17-29 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.97332,73,73,0.93609,1.01054
1986,17-29 y.,Hamburg,Born in Germany or immigrated <1950,0.94048,46,46,0.87134,1.00961
1986,17-29 y.,Lower Saxony,Born in Germany or immigrated <1950,0.94829,276,326,0.92422,0.97237
1986,17-29 y.,Lower Saxony,Not born in Germany,0.05171,50,326,0.02763,0.07578
1986,17-29 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.90782,606,831,0.88814,0.92750
1986,17-29 y.,North Rhine-Westphalia,Not born in Germany,0.09218,225,831,0.07250,0.11186
1986,17-29 y.,Hesse,Born in Germany or immigrated <1950,0.87491,197,310,0.83803,0.91180
1986,17-29 y.,Hesse,Not born in Germany,0.12509,113,310,0.08820,0.16197
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.92788,191,233,0.89459,0.96116
1986,17-29 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.07212,42,233,0.03884,0.10541
1986,17-29 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.86377,390,616,0.83666,0.89089
1986,17-29 y.,Baden-Wuerttemberg,Not born in Germany,0.13623,226,616,0.10911,0.16334
1986,17-29 y.,Bavaria,Born in Germany or immigrated <1950,0.93630,404,489,0.91463,0.95797
1986,17-29 y.,Bavaria,Not born in Germany,0.06370,85,489,0.04203,0.08537
1986,17-29 y.,Berlin,Born in Germany or immigrated <1950,0.85431,57,90,0.78102,0.92761
1986,17-29 y.,Berlin,Not born in Germany,0.14569,33,90,0.07239,0.21898
1986,30-45 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.94083,97,97,0.89363,0.98803
1986,30-45 y.,Hamburg,Born in Germany or immigrated <1950,0.81127,50,89,0.72952,0.89303
1986,30-45 y.,Hamburg,Not born in Germany,0.18873,39,89,0.10697,0.27048
1986,30-45 y.,Lower Saxony,Born in Germany or immigrated <1950,0.91331,255,323,0.88258,0.94404
1986,30-45 y.,Lower Saxony,Not born in Germany,0.08669,68,323,0.05596,0.11742
1986,30-45 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.86215,645,935,0.84004,0.88426
1986,30-45 y.,North Rhine-Westphalia,Not born in Germany,0.13785,290,935,0.11574,0.15996
1986,30-45 y.,Hesse,Born in Germany or immigrated <1950,0.82533,177,321,0.78373,0.86693
1986,30-45 y.,Hesse,Not born in Germany,0.17467,144,321,0.13307,0.21627
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.88586,133,179,0.83915,0.93258
1986,30-45 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.11414,46,179,0.06742,0.16085
1986,30-45 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.81530,325,603,0.78430,0.84630
1986,30-45 y.,Baden-Wuerttemberg,Not born in Germany,0.18470,278,603,0.15370,0.21570
1986,30-45 y.,Bavaria,Born in Germany or immigrated <1950,0.86232,402,569,0.83398,0.89066
1986,30-45 y.,Bavaria,Not born in Germany,0.13768,167,569,0.10934,0.16602
1986,30-45 y.,Berlin,Born in Germany or immigrated <1950,0.78897,66,107,0.71129,0.86665
1986,30-45 y.,Berlin,Not born in Germany,0.21103,41,107,0.13335,0.28871
1986,46-65 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.95600,83,83,0.91161,1.00039
1986,46-65 y.,Hamburg,Born in Germany or immigrated <1950,0.91759,50,50,0.84059,0.99459
1986,46-65 y.,Lower Saxony,Born in Germany or immigrated <1950,0.92450,287,338,0.89629,0.95270
1986,46-65 y.,Lower Saxony,Not born in Germany,0.07550,51,338,0.04730,0.10371
1986,46-65 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.88879,610,857,0.86773,0.90985
1986,46-65 y.,North Rhine-Westphalia,Not born in Germany,0.11121,247,857,0.09015,0.13227
1986,46-65 y.,Hesse,Born in Germany or immigrated <1950,0.84887,214,327,0.80999,0.88775
1986,46-65 y.,Hesse,Not born in Germany,0.15113,113,327,0.11225,0.19001
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.95895,228,261,0.93484,0.98307
1986,46-65 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.04105,33,261,0.01693,0.06516
1986,46-65 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.82625,358,610,0.79616,0.85635
1986,46-65 y.,Baden-Wuerttemberg,Not born in Germany,0.17375,252,610,0.14365,0.20384
1986,46-65 y.,Bavaria,Born in Germany or immigrated <1950,0.91217,416,528,0.88800,0.93633
1986,46-65 y.,Bavaria,Not born in Germany,0.08783,112,528,0.06367,0.11200
1986,46-65 y.,Berlin,Born in Germany or immigrated <1950,0.92239,88,119,0.87412,0.97067
1986,46-65 y.,Berlin,Not born in Germany,0.07761,31,119,0.02933,0.12588
1986,66 and older,Hamburg,Born in Germany or immigrated <1950,0.99575,40,40,0.97532,1.01617
1986,66 and older,Lower Saxony,Born in Germany or immigrated <1950,0.97239,118,118,0.94270,1.00208
1986,66 and older,Bremen,Born in Germany or immigrated <1950,0.97398,32,32,0.91794,1.03002
1986,66 and older,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.95811,223,223,0.93176,0.98447
1986,66 and older,Hesse,Born in Germany or immigrated <1950,0.92586,83,83,0.86915,0.98257
1986,66 and older,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.96258,91,91,0.92337,1.00179
1986,66 and older,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.94449,149,149,0.90760,0.98138
1986,66 and older,Bavaria,Born in Germany or immigrated <1950,0.95789,178,178,0.92831,0.98748
1986,66 and older,Berlin,Born in Germany or immigrated <1950,0.96827,35,35,0.90934,1.02719
1987,17-29 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.96527,73,73,0.92298,1.00756
1987,17-29 y.,Hamburg,Born in Germany or immigrated <1950,0.92192,32,32,0.82747,1.01637
1987,17-29 y.,Lower Saxony,Born in Germany or immigrated <1950,0.94588,278,326,0.92128,0.97048
1987,17-29 y.,Lower Saxony,Not born in Germany,0.05412,48,326,0.02952,0.07872
1987,17-29 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.90442,593,816,0.88424,0.92461
1987,17-29 y.,North Rhine-Westphalia,Not born in Germany,0.09558,223,816,0.07539,0.11576
1987,17-29 y.,Hesse,Born in Germany or immigrated <1950,0.85322,185,310,0.81376,0.89268
1987,17-29 y.,Hesse,Not born in Germany,0.14678,125,310,0.10732,0.18624
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.92569,184,225,0.89135,0.96004
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.07431,41,225,0.03996,0.10865
1987,17-29 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.87161,384,594,0.84469,0.89854
1987,17-29 y.,Baden-Wuerttemberg,Not born in Germany,0.12839,210,594,0.10146,0.15531
1987,17-29 y.,Bavaria,Born in Germany or immigrated <1950,0.92811,409,495,0.90533,0.95089
1987,17-29 y.,Bavaria,Not born in Germany,0.07189,86,495,0.04911,0.09467
1987,17-29 y.,Berlin,Born in Germany or immigrated <1950,0.86728,58,94,0.79832,0.93623
1987,17-29 y.,Berlin,Not born in Germany,0.13272,36,94,0.06377,0.20168
1987,30-45 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.94204,94,94,0.89454,0.98953
1987,30-45 y.,Hamburg,Born in Germany or immigrated <1950,0.82496,46,79,0.74063,0.90929
1987,30-45 y.,Hamburg,Not born in Germany,0.17504,33,79,0.09071,0.25937
1987,30-45 y.,Lower Saxony,Born in Germany or immigrated <1950,0.91278,242,302,0.88091,0.94466
1987,30-45 y.,Lower Saxony,Not born in Germany,0.08722,60,302,0.05534,0.11909
1987,30-45 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.86201,646,925,0.83977,0.88424
1987,30-45 y.,North Rhine-Westphalia,Not born in Germany,0.13799,279,925,0.11576,0.16023
1987,30-45 y.,Hesse,Born in Germany or immigrated <1950,0.82671,181,318,0.78504,0.86837
1987,30-45 y.,Hesse,Not born in Germany,0.17329,137,318,0.13163,0.21496
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.87903,129,175,0.83058,0.92749
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.12097,46,175,0.07251,0.16942
1987,30-45 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.79527,312,593,0.76276,0.82777
1987,30-45 y.,Baden-Wuerttemberg,Not born in Germany,0.20473,281,593,0.17223,0.23724
1987,30-45 y.,Bavaria,Born in Germany or immigrated <1950,0.86716,384,532,0.83830,0.89603
1987,30-45 y.,Bavaria,Not born in Germany,0.13284,148,532,0.10397,0.16170
1987,30-45 y.,Berlin,Born in Germany or immigrated <1950,0.79453,70,111,0.71903,0.87004
1987,30-45 y.,Berlin,Not born in Germany,0.20547,41,111,0.12996,0.28097
1987,46-65 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.94610,84,84,0.89752,0.99468
1987,46-65 y.,Hamburg,Born in Germany or immigrated <1950,0.91189,49,49,0.83171,0.99208
1987,46-65 y.,Lower Saxony,Born in Germany or immigrated <1950,0.92190,293,350,0.89375,0.95005
1987,46-65 y.,Lower Saxony,Not born in Germany,0.07810,57,350,0.04995,0.10625
1987,46-65 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.88309,597,843,0.86139,0.90480
1987,46-65 y.,North Rhine-Westphalia,Not born in Germany,0.11691,246,843,0.09520,0.13861
1987,46-65 y.,Hesse,Born in Germany or immigrated <1950,0.81465,195,320,0.77201,0.85730
1987,46-65 y.,Hesse,Not born in Germany,0.18535,125,320,0.14270,0.22799
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.95359,227,265,0.92821,0.97897
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.04641,38,265,0.02103,0.07179
1987,46-65 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.81656,359,615,0.78594,0.84717
1987,46-65 y.,Baden-Wuerttemberg,Not born in Germany,0.18344,256,615,0.15283,0.21406
1987,46-65 y.,Bavaria,Born in Germany or immigrated <1950,0.90234,393,508,0.87650,0.92818
1987,46-65 y.,Bavaria,Not born in Germany,0.09766,115,508,0.07182,0.12350
1987,46-65 y.,Berlin,Born in Germany or immigrated <1950,0.90924,84,119,0.85741,0.96108
1987,46-65 y.,Berlin,Not born in Germany,0.09076,35,119,0.03892,0.14259
1987,66 and older,Hamburg,Born in Germany or immigrated <1950,0.99499,36,36,0.97159,1.01839
1987,66 and older,Lower Saxony,Born in Germany or immigrated <1950,0.97379,124,124,0.94555,1.00202
1987,66 and older,Bremen,Born in Germany or immigrated <1950,0.97354,32,32,0.91705,1.03004
1987,66 and older,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.94896,227,227,0.92027,0.97765
1987,66 and older,Hesse,Born in Germany or immigrated <1950,0.93407,101,101,0.88543,0.98271
1987,66 and older,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.97386,96,96,0.94177,1.00594
1987,66 and older,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.94142,148,148,0.90345,0.97938
1987,66 and older,Bavaria,Born in Germany or immigrated <1950,0.95631,179,179,0.92628,0.98634
1987,66 and older,Berlin,Born in Germany or immigrated <1950,0.97003,37,37,0.91432,1.02573
1988,17-29 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.95604,66,66,0.90620,1.00588
1988,17-29 y.,Hamburg,Born in Germany or immigrated <1950,0.95400,31,31,0.87904,1.02896
1988,17-29 y.,Lower Saxony,Born in Germany or immigrated <1950,0.94600,259,311,0.92084,0.97116
1988,17-29 y.,Lower Saxony,Not born in Germany,0.05400,52,311,0.02884,0.07916
1988,17-29 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.90780,588,794,0.88766,0.92793
1988,17-29 y.,North Rhine-Westphalia,Not born in Germany,0.09220,206,794,0.07207,0.11234
1988,17-29 y.,Hesse,Born in Germany or immigrated <1950,0.85898,162,275,0.81777,0.90019
1988,17-29 y.,Hesse,Not born in Germany,0.14102,113,275,0.09981,0.18223
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.91667,172,217,0.87981,0.95353
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.08333,45,217,0.04647,0.12019
1988,17-29 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.87703,380,581,0.85031,0.90376
1988,17-29 y.,Baden-Wuerttemberg,Not born in Germany,0.12297,201,581,0.09624,0.14969
1988,17-29 y.,Bavaria,Born in Germany or immigrated <1950,0.93044,376,463,0.90724,0.95364
1988,17-29 y.,Bavaria,Not born in Germany,0.06956,87,463,0.04636,0.09276
1988,17-29 y.,Berlin,Born in Germany or immigrated <1950,0.82052,52,90,0.74079,0.90025
1988,17-29 y.,Berlin,Not born in Germany,0.17948,38,90,0.09975,0.25921
1988,30-45 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.95967,94,94,0.91969,0.99965
1988,30-45 y.,Hamburg,Born in Germany or immigrated <1950,0.86616,43,43,0.76319,0.96913
1988,30-45 y.,Lower Saxony,Born in Germany or immigrated <1950,0.90901,218,270,0.87465,0.94338
1988,30-45 y.,Lower Saxony,Not born in Germany,0.09099,52,270,0.05662,0.12535
1988,30-45 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.88002,625,858,0.85827,0.90178
1988,30-45 y.,North Rhine-Westphalia,Not born in Germany,0.11998,233,858,0.09822,0.14173
1988,30-45 y.,Hesse,Born in Germany or immigrated <1950,0.84478,174,304,0.80401,0.88556
1988,30-45 y.,Hesse,Not born in Germany,0.15522,130,304,0.11444,0.19599
1988,30-45 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.87884,126,166,0.82905,0.92863
1988,30-45 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.12116,40,166,0.07137,0.17095
1988,30-45 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.80178,297,554,0.76856,0.83501
1988,30-45 y.,Baden-Wuerttemberg,Not born in Germany,0.19822,257,554,0.16499,0.23144
1988,30-45 y.,Bavaria,Born in Germany or immigrated <1950,0.87486,364,505,0.84597,0.90374
1988,30-45 y.,Bavaria,Not born in Germany,0.12514,141,505,0.09626,0.15403
1988,30-45 y.,Berlin,Born in Germany or immigrated <1950,0.81711,64,98,0.74018,0.89404
1988,30-45 y.,Berlin,Not born in Germany,0.18289,34,98,0.10596,0.25982
1988,46-65 y.,Schleswig-Holstein,Born in Germany or immigrated <1950,0.93580,86,86,0.88369,0.98791
1988,46-65 y.,Hamburg,Born in Germany or immigrated <1950,0.90047,42,42,0.80884,0.99211
1988,46-65 y.,Lower Saxony,Born in Germany or immigrated <1950,0.92274,285,345,0.89453,0.95096
1988,46-65 y.,Lower Saxony,Not born in Germany,0.07726,60,345,0.04904,0.10547
1988,46-65 y.,North Rhine-Westphalia,Born in Germany or immigrated <1950,0.87953,569,808,0.85707,0.90199
1988,46-65 y.,North Rhine-Westphalia,Not born in Germany,0.12047,239,808,0.09801,0.14293
1988,46-65 y.,Hesse,Born in Germany or immigrated <1950,0.81780,193,318,0.77530,0.86029
1988,46-65 y.,Hesse,Not born in Germany,0.18220,125,318,0.13971,0.22470
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Born in Germany or immigrated <1950,0.95209,215,256,0.92587,0.97830
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Not born in Germany,0.04791,41,256,0.02170,0.07413
1988,46-65 y.,Baden-Wuerttemberg,Born in Germany or immigrated <1950,0.82485,340,590,0.79416,0.85555
1988,46-65 y.,Baden-Wuerttemberg,Not born in Germany,0.17515,250,590,0.14445,0.20584
1988,46-65 y.,Bavaria,Born in Germany or immigrated <1950,0.89759,375,496,0.87088,0.92430
1988,46-65 y.,Bavaria,Not born in Germany,0.10241,121,496,0.07570,0.12912
1988,46-65 y.,Berlin,Born in Germany or immigrated <1950,0.92590,84,84,0.86955,0.98225
