year,bula_h,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,Upper Secondary Level,Born in Germany or immigrated <1950,0.98759,185,185,0.97160,1.00359
1985,Hamburg,Lower Secondary Level,Born in Germany or immigrated <1950,0.93543,42,42,0.86021,1.01066
1985,Hamburg,Upper Secondary Level,Born in Germany or immigrated <1950,0.93812,121,121,0.89501,0.98123
1985,Lower Saxony,Primary Level,Not born in Germany,0.40582,38,38,0.24760,0.56405
1985,Lower Saxony,Lower Secondary Level,Born in Germany or immigrated <1950,0.94571,268,309,0.92041,0.97102
1985,Lower Saxony,Lower Secondary Level,Not born in Germany,0.05429,41,309,0.02898,0.07959
1985,Lower Saxony,Upper Secondary Level,Born in Germany or immigrated <1950,0.95457,488,542,0.93702,0.97212
1985,Lower Saxony,Upper Secondary Level,Not born in Germany,0.04543,54,542,0.02788,0.06298
1985,Lower Saxony,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93399,67,67,0.87408,0.99389
1985,Lower Saxony,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95705,69,69,0.90886,1.00524
1985,Bremen,Lower Secondary Level,Born in Germany or immigrated <1950,0.94245,31,31,0.85912,1.02579
1985,Bremen,Upper Secondary Level,Born in Germany or immigrated <1950,0.88681,49,49,0.79718,0.97644
1985,North Rhine-Westphalia,Pre-primary Level,Born in Germany or immigrated <1950,0.93173,51,51,0.86182,1.00164
1985,North Rhine-Westphalia,Primary Level,Not born in Germany,0.65773,231,231,0.59641,0.71905
1985,North Rhine-Westphalia,Lower Secondary Level,Born in Germany or immigrated <1950,0.89383,512,756,0.87186,0.91581
1985,North Rhine-Westphalia,Lower Secondary Level,Not born in Germany,0.10617,244,756,0.08419,0.12814
1985,North Rhine-Westphalia,Upper Secondary Level,Born in Germany or immigrated <1950,0.93156,1178,1396,0.91831,0.94481
1985,North Rhine-Westphalia,Upper Secondary Level,Not born in Germany,0.06838,218,1396,0.05513,0.08162
1985,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88023,57,57,0.79519,0.96527
1985,North Rhine-Westphalia,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89641,133,133,0.84442,0.94839
1985,North Rhine-Westphalia,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92098,194,194,0.88292,0.95904
1985,Hesse,Primary Level,Not born in Germany,0.62919,83,83,0.52464,0.73374
1985,Hesse,Lower Secondary Level,Born in Germany or immigrated <1950,0.84432,184,326,0.80491,0.88374
1985,Hesse,Lower Secondary Level,Not born in Germany,0.15568,142,326,0.11626,0.19509
1985,Hesse,Upper Secondary Level,Born in Germany or immigrated <1950,0.89894,373,516,0.87291,0.92497
1985,Hesse,Upper Secondary Level,Not born in Germany,0.10106,143,516,0.07503,0.12709
1985,Hesse,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96012,50,50,0.90532,1.01491
1985,Hesse,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84567,69,69,0.75980,0.93153
1985,"Rhineland-Palatinate, Saarland",Primary Level,Not born in Germany,0.61655,46,46,0.47448,0.75861
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Born in Germany or immigrated <1950,0.94669,225,265,0.91960,0.97379
1985,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not born in Germany,0.05331,40,265,0.02621,0.08040
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Born in Germany or immigrated <1950,0.95168,316,355,0.92934,0.97402
1985,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not born in Germany,0.04832,39,355,0.02598,0.07066
1985,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.99760,34,34,0.98089,1.01430
1985,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.97279,35,35,0.91809,1.02748
1985,Baden-Wuerttemberg,Pre-primary Level,Born in Germany or immigrated <1950,0.95170,35,35,0.87964,1.02377
1985,Baden-Wuerttemberg,Primary Level,Not born in Germany,0.72654,230,230,0.66880,0.78427
1985,Baden-Wuerttemberg,Lower Secondary Level,Born in Germany or immigrated <1950,0.83909,353,605,0.80979,0.86840
1985,Baden-Wuerttemberg,Lower Secondary Level,Not born in Germany,0.16091,252,605,0.13160,0.19021
1985,Baden-Wuerttemberg,Upper Secondary Level,Born in Germany or immigrated <1950,0.89393,631,861,0.87335,0.91451
1985,Baden-Wuerttemberg,Upper Secondary Level,Not born in Germany,0.10607,230,861,0.08549,0.12665
1985,Baden-Wuerttemberg,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94374,102,102,0.89880,0.98868
1985,Baden-Wuerttemberg,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88916,91,91,0.82430,0.95402
1985,Bavaria,Primary Level,Not born in Germany,0.48547,67,67,0.36490,0.60605
1985,Bavaria,Lower Secondary Level,Born in Germany or immigrated <1950,0.91101,400,534,0.88684,0.93519
1985,Bavaria,Lower Secondary Level,Not born in Germany,0.08870,134,534,0.06456,0.11284
1985,Bavaria,Upper Secondary Level,Born in Germany or immigrated <1950,0.93323,809,940,0.91726,0.94920
1985,Bavaria,Upper Secondary Level,Not born in Germany,0.06677,131,940,0.05080,0.08274
1985,Bavaria,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96296,115,115,0.92829,0.99763
1985,Bavaria,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92103,123,123,0.87317,0.96889
1985,Berlin,Lower Secondary Level,Born in Germany or immigrated <1950,0.92456,61,61,0.85773,0.99139
1985,Berlin,Upper Secondary Level,Born in Germany or immigrated <1950,0.90608,126,162,0.86102,0.95114
1985,Berlin,Upper Secondary Level,Not born in Germany,0.09392,36,162,0.04886,0.13898
1985,Berlin,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89759,32,32,0.79086,1.00432
1986,Schleswig-Holstein,Lower Secondary Level,Born in Germany or immigrated <1950,0.94038,63,63,0.88144,0.99932
1986,Schleswig-Holstein,Upper Secondary Level,Born in Germany or immigrated <1950,0.98623,170,170,0.96866,1.00380
1986,Hamburg,Lower Secondary Level,Born in Germany or immigrated <1950,0.90163,36,36,0.80296,1.00029
1986,Hamburg,Upper Secondary Level,Born in Germany or immigrated <1950,0.93539,106,106,0.88836,0.98241
1986,Lower Saxony,Primary Level,Not born in Germany,0.36446,39,39,0.21143,0.51748
1986,Lower Saxony,Lower Secondary Level,Born in Germany or immigrated <1950,0.94121,267,315,0.91520,0.96723
1986,Lower Saxony,Lower Secondary Level,Not born in Germany,0.05879,48,315,0.03277,0.08480
1986,Lower Saxony,Upper Secondary Level,Born in Germany or immigrated <1950,0.94798,474,533,0.92910,0.96685
1986,Lower Saxony,Upper Secondary Level,Not born in Germany,0.05202,59,533,0.03315,0.07090
1986,Lower Saxony,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91143,64,64,0.84127,0.98159
1986,Lower Saxony,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94403,74,74,0.89129,0.99676
1986,Bremen,Upper Secondary Level,Born in Germany or immigrated <1950,0.89857,46,46,0.81036,0.98678
1986,North Rhine-Westphalia,Pre-primary Level,Born in Germany or immigrated <1950,0.93252,58,58,0.86740,0.99765
1986,North Rhine-Westphalia,Primary Level,Not born in Germany,0.64328,222,222,0.58012,0.70644
1986,North Rhine-Westphalia,Lower Secondary Level,Born in Germany or immigrated <1950,0.88242,467,704,0.85861,0.90623
1986,North Rhine-Westphalia,Lower Secondary Level,Not born in Germany,0.11657,237,704,0.09285,0.14030
1986,North Rhine-Westphalia,Upper Secondary Level,Born in Germany or immigrated <1950,0.93067,1146,1352,0.91712,0.94421
1986,North Rhine-Westphalia,Upper Secondary Level,Not born in Germany,0.06933,206,1352,0.05579,0.08288
1986,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.89283,58,58,0.81252,0.97313
1986,North Rhine-Westphalia,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89098,129,129,0.83699,0.94497
1986,North Rhine-Westphalia,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91897,190,190,0.88007,0.95788
1986,Hesse,Primary Level,Not born in Germany,0.69034,72,72,0.58279,0.79789
1986,Hesse,Lower Secondary Level,Born in Germany or immigrated <1950,0.82595,166,295,0.78261,0.86929
1986,Hesse,Lower Secondary Level,Not born in Germany,0.17195,129,295,0.12882,0.21508
1986,Hesse,Upper Secondary Level,Born in Germany or immigrated <1950,0.89427,344,470,0.86644,0.92210
1986,Hesse,Upper Secondary Level,Not born in Germany,0.10573,126,470,0.07790,0.13356
1986,Hesse,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95240,47,47,0.89087,1.01393
1986,Hesse,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85843,73,73,0.77791,0.93896
1986,"Rhineland-Palatinate, Saarland",Primary Level,Not born in Germany,0.59570,40,40,0.44167,0.74972
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Born in Germany or immigrated <1950,0.94357,219,259,0.91541,0.97173
1986,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not born in Germany,0.05643,40,259,0.02827,0.08459
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Born in Germany or immigrated <1950,0.95220,327,368,0.93037,0.97403
1986,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not born in Germany,0.04780,41,368,0.02597,0.06963
1986,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.99716,32,32,0.97843,1.01589
1986,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96838,34,34,0.90868,1.02808
1986,Baden-Wuerttemberg,Primary Level,Not born in Germany,0.68561,203,203,0.62159,0.74964
1986,Baden-Wuerttemberg,Lower Secondary Level,Born in Germany or immigrated <1950,0.81966,338,597,0.78879,0.85052
1986,Baden-Wuerttemberg,Lower Secondary Level,Not born in Germany,0.18034,259,597,0.14948,0.21121
1986,Baden-Wuerttemberg,Upper Secondary Level,Born in Germany or immigrated <1950,0.88958,623,851,0.86851,0.91065
1986,Baden-Wuerttemberg,Upper Secondary Level,Not born in Germany,0.11042,228,851,0.08935,0.13149
1986,Baden-Wuerttemberg,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93544,95,95,0.88577,0.98512
1986,Baden-Wuerttemberg,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87635,90,90,0.80796,0.94474
1986,Bavaria,Primary Level,Not born in Germany,0.46573,60,60,0.33845,0.59302
1986,Bavaria,Lower Secondary Level,Born in Germany or immigrated <1950,0.89592,352,491,0.86889,0.92296
1986,Bavaria,Lower Secondary Level,Not born in Germany,0.10363,139,491,0.07665,0.13062
1986,Bavaria,Upper Secondary Level,Born in Germany or immigrated <1950,0.92853,758,882,0.91151,0.94554
1986,Bavaria,Upper Secondary Level,Not born in Germany,0.07147,124,882,0.05446,0.08849
1986,Bavaria,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96453,103,103,0.92863,1.00043
1986,Bavaria,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92540,121,121,0.87838,0.97241
1986,Berlin,Lower Secondary Level,Born in Germany or immigrated <1950,0.92302,54,54,0.85125,0.99478
1986,Berlin,Upper Secondary Level,Born in Germany or immigrated <1950,0.91074,127,164,0.86696,0.95451
1986,Berlin,Upper Secondary Level,Not born in Germany,0.08926,37,164,0.04549,0.13304
1987,Schleswig-Holstein,Lower Secondary Level,Born in Germany or immigrated <1950,0.93726,58,58,0.87431,1.00021
1987,Schleswig-Holstein,Upper Secondary Level,Born in Germany or immigrated <1950,0.98565,173,173,0.96787,1.00342
1987,Hamburg,Upper Secondary Level,Born in Germany or immigrated <1950,0.93836,96,96,0.88999,0.98672
1987,Lower Saxony,Primary Level,Not born in Germany,0.40213,38,38,0.24413,0.56012
1987,Lower Saxony,Lower Secondary Level,Born in Germany or immigrated <1950,0.93174,246,297,0.90301,0.96047
1987,Lower Saxony,Lower Secondary Level,Not born in Germany,0.06826,51,297,0.03953,0.09699
1987,Lower Saxony,Upper Secondary Level,Born in Germany or immigrated <1950,0.95187,499,555,0.93405,0.96970
1987,Lower Saxony,Upper Secondary Level,Not born in Germany,0.04813,56,555,0.03030,0.06595
1987,Lower Saxony,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91690,64,64,0.84874,0.98506
1987,Lower Saxony,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95059,72,72,0.90017,1.00100
1987,Bremen,Upper Secondary Level,Born in Germany or immigrated <1950,0.90024,45,45,0.81169,0.98879
1987,North Rhine-Westphalia,Pre-primary Level,Born in Germany or immigrated <1950,0.94333,65,65,0.88668,0.99997
1987,North Rhine-Westphalia,Primary Level,Not born in Germany,0.66166,206,206,0.59689,0.72643
1987,North Rhine-Westphalia,Lower Secondary Level,Born in Germany or immigrated <1950,0.87441,450,688,0.84963,0.89919
1987,North Rhine-Westphalia,Lower Secondary Level,Not born in Germany,0.12559,238,688,0.10081,0.15037
1987,North Rhine-Westphalia,Upper Secondary Level,Born in Germany or immigrated <1950,0.92628,1131,1338,0.91228,0.94029
1987,North Rhine-Westphalia,Upper Secondary Level,Not born in Germany,0.07372,207,1338,0.05971,0.08772
1987,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88391,56,56,0.79925,0.96857
1987,North Rhine-Westphalia,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88859,126,126,0.83344,0.94375
1987,North Rhine-Westphalia,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92411,194,194,0.88675,0.96148
1987,Hesse,Primary Level,Not born in Germany,0.72904,78,78,0.62976,0.82831
1987,Hesse,Lower Secondary Level,Born in Germany or immigrated <1950,0.79656,154,290,0.75015,0.84297
1987,Hesse,Lower Secondary Level,Not born in Germany,0.20344,136,290,0.15703,0.24985
1987,Hesse,Upper Secondary Level,Born in Germany or immigrated <1950,0.88988,347,480,0.86184,0.91791
1987,Hesse,Upper Secondary Level,Not born in Germany,0.11012,133,480,0.08209,0.13816
1987,Hesse,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94770,43,43,0.88038,1.01503
1987,Hesse,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85643,75,75,0.77654,0.93633
1987,"Rhineland-Palatinate, Saarland",Primary Level,Not born in Germany,0.63457,40,40,0.48343,0.78570
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Born in Germany or immigrated <1950,0.94416,214,257,0.91604,0.97229
1987,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not born in Germany,0.05584,43,257,0.02771,0.08396
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Born in Germany or immigrated <1950,0.94754,325,367,0.92470,0.97038
1987,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not born in Germany,0.05246,42,367,0.02962,0.07530
1987,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.96825,37,37,0.91098,1.02553
1987,Baden-Wuerttemberg,Primary Level,Not born in Germany,0.69912,203,203,0.63587,0.76237
1987,Baden-Wuerttemberg,Lower Secondary Level,Born in Germany or immigrated <1950,0.80614,338,600,0.77448,0.83780
1987,Baden-Wuerttemberg,Lower Secondary Level,Not born in Germany,0.19386,262,600,0.16220,0.22552
1987,Baden-Wuerttemberg,Upper Secondary Level,Born in Germany or immigrated <1950,0.88602,608,830,0.86439,0.90766
1987,Baden-Wuerttemberg,Upper Secondary Level,Not born in Germany,0.11398,222,830,0.09234,0.13561
1987,Baden-Wuerttemberg,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93693,97,97,0.88831,0.98556
1987,Baden-Wuerttemberg,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89135,87,87,0.82558,0.95712
1987,Bavaria,Primary Level,Not born in Germany,0.63355,56,56,0.50621,0.76090
1987,Bavaria,Lower Secondary Level,Born in Germany or immigrated <1950,0.87902,325,466,0.84938,0.90866
1987,Bavaria,Lower Secondary Level,Not born in Germany,0.12074,141,466,0.09112,0.15036
1987,Bavaria,Upper Secondary Level,Born in Germany or immigrated <1950,0.93353,761,874,0.91700,0.95005
1987,Bavaria,Upper Secondary Level,Not born in Germany,0.06647,113,874,0.04995,0.08300
1987,Bavaria,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.95947,93,93,0.91917,0.99976
1987,Bavaria,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91378,118,118,0.86292,0.96464
1987,Berlin,Lower Secondary Level,Born in Germany or immigrated <1950,0.91880,60,60,0.84910,0.98850
1987,Berlin,Upper Secondary Level,Born in Germany or immigrated <1950,0.90451,123,166,0.85967,0.94935
1987,Berlin,Upper Secondary Level,Not born in Germany,0.09549,43,166,0.05065,0.14033
1987,Berlin,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90181,31,31,0.79533,1.00829
1988,Schleswig-Holstein,Lower Secondary Level,Born in Germany or immigrated <1950,0.93652,56,56,0.87208,1.00096
1988,Schleswig-Holstein,Upper Secondary Level,Born in Germany or immigrated <1950,0.98559,173,173,0.96778,1.00340
1988,Hamburg,Upper Secondary Level,Born in Germany or immigrated <1950,0.94860,87,87,0.90192,0.99527
1988,Lower Saxony,Primary Level,Not born in Germany,0.37157,35,35,0.20914,0.53400
1988,Lower Saxony,Lower Secondary Level,Born in Germany or immigrated <1950,0.93081,227,277,0.90087,0.96075
1988,Lower Saxony,Lower Secondary Level,Not born in Germany,0.06919,50,277,0.03925,0.09913
1988,Lower Saxony,Upper Secondary Level,Born in Germany or immigrated <1950,0.95010,465,523,0.93142,0.96878
1988,Lower Saxony,Upper Secondary Level,Not born in Germany,0.04990,58,523,0.03122,0.06858
1988,Lower Saxony,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91758,64,64,0.84967,0.98549
1988,Lower Saxony,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94553,72,72,0.89273,0.99832
1988,Bremen,Upper Secondary Level,Born in Germany or immigrated <1950,0.90333,42,42,0.81288,0.99379
1988,North Rhine-Westphalia,Pre-primary Level,Born in Germany or immigrated <1950,0.92365,58,58,0.85470,0.99259
1988,North Rhine-Westphalia,Primary Level,Not born in Germany,0.64164,177,177,0.57079,0.71248
1988,North Rhine-Westphalia,Lower Secondary Level,Born in Germany or immigrated <1950,0.87949,430,658,0.85459,0.90438
1988,North Rhine-Westphalia,Lower Secondary Level,Not born in Germany,0.12051,228,658,0.09562,0.14541
1988,North Rhine-Westphalia,Upper Secondary Level,Born in Germany or immigrated <1950,0.92549,1080,1276,0.91107,0.93990
1988,North Rhine-Westphalia,Upper Secondary Level,Not born in Germany,0.07451,196,1276,0.06010,0.08893
1988,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.91563,62,62,0.84588,0.98538
1988,North Rhine-Westphalia,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88830,127,127,0.83329,0.94330
1988,North Rhine-Westphalia,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93034,188,188,0.89386,0.96683
1988,Hesse,Primary Level,Not born in Germany,0.76931,76,76,0.67397,0.86465
1988,Hesse,Lower Secondary Level,Born in Germany or immigrated <1950,0.79212,149,284,0.74484,0.83940
1988,Hesse,Lower Secondary Level,Not born in Germany,0.20788,135,284,0.16060,0.25516
1988,Hesse,Upper Secondary Level,Born in Germany or immigrated <1950,0.89147,332,458,0.86296,0.91999
1988,Hesse,Upper Secondary Level,Not born in Germany,0.10853,126,458,0.08001,0.13704
1988,Hesse,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91209,39,39,0.82206,1.00212
1988,Hesse,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88950,69,69,0.81499,0.96402
1988,"Rhineland-Palatinate, Saarland",Primary Level,Not born in Germany,0.59017,39,39,0.43380,0.74654
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Born in Germany or immigrated <1950,0.95578,201,239,0.92966,0.98190
1988,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not born in Germany,0.04422,38,239,0.01810,0.07034
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Born in Germany or immigrated <1950,0.94546,317,362,0.92203,0.96888
1988,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not born in Germany,0.05454,45,362,0.03112,0.07797
1988,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93178,35,35,0.84703,1.01653
1988,Baden-Wuerttemberg,Primary Level,Not born in Germany,0.67733,189,189,0.61051,0.74416
1988,Baden-Wuerttemberg,Lower Secondary Level,Born in Germany or immigrated <1950,0.80778,324,577,0.77560,0.83996
1988,Baden-Wuerttemberg,Lower Secondary Level,Not born in Germany,0.19222,253,577,0.16004,0.22440
1988,Baden-Wuerttemberg,Upper Secondary Level,Born in Germany or immigrated <1950,0.88368,590,807,0.86155,0.90582
