year,age_gr,regtyp,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,30-45 y.,Urban regions,Not born in Germany,0.14387,747,2271,0.12944,0.15831
1989,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.90816,442,571,0.88445,0.93187
1989,30-45 y.,Rural regions,Not born in Germany,0.09184,129,571,0.06813,0.11555
1989,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.86040,1592,2396,0.84652,0.87428
1989,46-65 y.,Urban regions,Not born in Germany,0.13960,804,2396,0.12572,0.15348
1989,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.92024,486,586,0.89829,0.94220
1989,46-65 y.,Rural regions,Not born in Germany,0.07976,100,586,0.05780,0.10171
1989,66 and older,Urban regions,Born in Germany or immigrated <1950,0.93831,702,764,0.92124,0.95538
1989,66 and older,Urban regions,Not born in Germany,0.06169,62,764,0.04462,0.07876
1989,66 and older,Rural regions,Born in Germany or immigrated <1950,0.96584,240,240,0.94281,0.98887
1990,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.89553,1909,2522,0.88359,0.90747
1990,17-29 y.,Urban regions,Not born in Germany,0.10447,613,2522,0.09253,0.11641
1990,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.95916,1227,1318,0.94847,0.96985
1990,17-29 y.,Rural regions,Not born in Germany,0.04084,91,1318,0.03015,0.05153
1990,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.86769,2001,2740,0.85500,0.88038
1990,30-45 y.,Urban regions,Not born in Germany,0.13231,739,2740,0.11962,0.14500
1990,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93939,1393,1529,0.92743,0.95136
1990,30-45 y.,Rural regions,Not born in Germany,0.06061,136,1529,0.04864,0.07257
1990,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.85647,1966,2790,0.84346,0.86949
1990,46-65 y.,Urban regions,Not born in Germany,0.14353,824,2790,0.13051,0.15654
1990,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.92023,1281,1447,0.90626,0.93419
1990,46-65 y.,Rural regions,Not born in Germany,0.07977,166,1447,0.06581,0.09374
1990,66 and older,Urban regions,Born in Germany or immigrated <1950,0.93658,837,917,0.92080,0.95236
1990,66 and older,Urban regions,Not born in Germany,0.06342,80,917,0.04764,0.07920
1990,66 and older,Rural regions,Born in Germany or immigrated <1950,0.95526,516,516,0.93740,0.97311
1991,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.89042,1840,2420,0.87798,0.90287
1991,17-29 y.,Urban regions,Not born in Germany,0.10958,580,2420,0.09713,0.12202
1991,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.95822,1166,1252,0.94713,0.96931
1991,17-29 y.,Rural regions,Not born in Germany,0.04178,86,1252,0.03069,0.05287
1991,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.86536,2035,2745,0.85259,0.87813
1991,30-45 y.,Urban regions,Not born in Germany,0.13464,710,2745,0.12187,0.14741
1991,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.94111,1404,1530,0.92931,0.95291
1991,30-45 y.,Rural regions,Not born in Germany,0.05889,126,1530,0.04709,0.07069
1991,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.84291,1864,2693,0.82916,0.85666
1991,46-65 y.,Urban regions,Not born in Germany,0.15709,829,2693,0.14334,0.17084
1991,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.91591,1249,1420,0.90147,0.93035
1991,46-65 y.,Rural regions,Not born in Germany,0.08409,171,1420,0.06965,0.09853
1991,66 and older,Urban regions,Born in Germany or immigrated <1950,0.92743,826,918,0.91064,0.94422
1991,66 and older,Urban regions,Not born in Germany,0.07257,92,918,0.05578,0.08936
1991,66 and older,Rural regions,Born in Germany or immigrated <1950,0.94260,491,491,0.92201,0.96320
1992,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.88624,1812,2359,0.87343,0.89906
1992,17-29 y.,Urban regions,Not born in Germany,0.11376,547,2359,0.10094,0.12657
1992,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.95357,1097,1179,0.94155,0.96558
1992,17-29 y.,Rural regions,Not born in Germany,0.04643,82,1179,0.03442,0.05845
1992,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.86276,2053,2725,0.84983,0.87568
1992,30-45 y.,Urban regions,Not born in Germany,0.13724,672,2725,0.12432,0.15017
1992,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93924,1365,1485,0.92709,0.95140
1992,30-45 y.,Rural regions,Not born in Germany,0.06076,120,1485,0.04860,0.07291
1992,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83480,1835,2654,0.82067,0.84893
1992,46-65 y.,Urban regions,Not born in Germany,0.16520,819,2654,0.15107,0.17933
1992,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90962,1179,1354,0.89434,0.92490
1992,46-65 y.,Rural regions,Not born in Germany,0.09038,175,1354,0.07510,0.10566
1992,66 and older,Urban regions,Born in Germany or immigrated <1950,0.92376,830,933,0.90672,0.94080
1992,66 and older,Urban regions,Not born in Germany,0.07624,103,933,0.05920,0.09328
1992,66 and older,Rural regions,Born in Germany or immigrated <1950,0.93584,476,509,0.91453,0.95715
1992,66 and older,Rural regions,Not born in Germany,0.06416,33,509,0.04285,0.08547
1993,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.87895,1820,2321,0.86568,0.89222
1993,17-29 y.,Urban regions,Not born in Germany,0.12105,501,2321,0.10778,0.13432
1993,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.95471,1081,1163,0.94276,0.96667
1993,17-29 y.,Rural regions,Not born in Germany,0.04529,82,1163,0.03333,0.05724
1993,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.86620,2084,2721,0.85340,0.87899
1993,30-45 y.,Urban regions,Not born in Germany,0.13380,637,2721,0.12101,0.14660
1993,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93549,1361,1477,0.92296,0.94802
1993,30-45 y.,Rural regions,Not born in Germany,0.06451,116,1477,0.05198,0.07704
1993,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.82217,1809,2620,0.80752,0.83681
1993,46-65 y.,Urban regions,Not born in Germany,0.17783,811,2620,0.16319,0.19248
1993,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90877,1154,1330,0.89329,0.92425
1993,46-65 y.,Rural regions,Not born in Germany,0.09123,176,1330,0.07575,0.10671
1993,66 and older,Urban regions,Born in Germany or immigrated <1950,0.91526,830,947,0.89751,0.93300
1993,66 and older,Urban regions,Not born in Germany,0.08474,117,947,0.06700,0.10249
1993,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92861,487,524,0.90654,0.95068
1993,66 and older,Rural regions,Not born in Germany,0.07139,37,524,0.04932,0.09346
1994,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.87661,1791,2238,0.86298,0.89024
1994,17-29 y.,Urban regions,Not born in Germany,0.12339,447,2238,0.10976,0.13702
1994,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.95332,1032,1107,0.94088,0.96575
1994,17-29 y.,Rural regions,Not born in Germany,0.04668,75,1107,0.03425,0.05912
1994,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.86186,2091,2702,0.84884,0.87487
1994,30-45 y.,Urban regions,Not born in Germany,0.13814,611,2702,0.12513,0.15116
1994,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93727,1344,1446,0.92477,0.94977
1994,30-45 y.,Rural regions,Not born in Germany,0.06273,102,1446,0.05023,0.07523
1994,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.82014,1782,2565,0.80527,0.83501
1994,46-65 y.,Urban regions,Not born in Germany,0.17986,783,2565,0.16499,0.19473
1994,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90497,1155,1324,0.88917,0.92077
1994,46-65 y.,Rural regions,Not born in Germany,0.09503,169,1324,0.07923,0.11083
1994,66 and older,Urban regions,Born in Germany or immigrated <1950,0.90339,842,975,0.88484,0.92195
1994,66 and older,Urban regions,Not born in Germany,0.09661,133,975,0.07805,0.11516
1994,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92419,479,517,0.90135,0.94703
1994,66 and older,Rural regions,Not born in Germany,0.07581,38,517,0.05297,0.09865
1995,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.83171,1714,2233,0.81619,0.84723
1995,17-29 y.,Urban regions,Not born in Germany,0.16829,519,2233,0.15277,0.18381
1995,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.94239,1039,1124,0.92877,0.95602
1995,17-29 y.,Rural regions,Not born in Germany,0.05761,85,1124,0.04398,0.07123
1995,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.82531,2116,2894,0.81148,0.83915
1995,30-45 y.,Urban regions,Not born in Germany,0.17469,778,2894,0.16085,0.18852
1995,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.91278,1401,1546,0.89871,0.92685
1995,30-45 y.,Rural regions,Not born in Germany,0.08722,145,1546,0.07315,0.10129
1995,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81143,1751,2599,0.79639,0.82647
1995,46-65 y.,Urban regions,Not born in Germany,0.18857,848,2599,0.17353,0.20361
1995,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89736,1174,1368,0.88127,0.91345
1995,46-65 y.,Rural regions,Not born in Germany,0.10264,194,1368,0.08655,0.11873
1995,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88660,848,1012,0.86706,0.90615
1995,66 and older,Urban regions,Not born in Germany,0.11340,164,1012,0.09385,0.13294
1995,66 and older,Rural regions,Born in Germany or immigrated <1950,0.91729,462,510,0.89337,0.94122
1995,66 and older,Rural regions,Not born in Germany,0.08271,48,510,0.05878,0.10663
1996,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.82787,1619,2075,0.81162,0.84412
1996,17-29 y.,Urban regions,Not born in Germany,0.17213,456,2075,0.15588,0.18838
1996,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.93931,1009,1088,0.92512,0.95351
1996,17-29 y.,Rural regions,Not born in Germany,0.06069,79,1088,0.04649,0.07488
1996,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.83806,2200,2912,0.82468,0.85144
1996,30-45 y.,Urban regions,Not born in Germany,0.16194,712,2912,0.14856,0.17532
1996,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.91795,1382,1523,0.90417,0.93174
1996,30-45 y.,Rural regions,Not born in Germany,0.08205,141,1523,0.06826,0.09583
1996,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81232,1725,2521,0.79707,0.82756
1996,46-65 y.,Urban regions,Not born in Germany,0.18768,796,2521,0.17244,0.20293
1996,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89614,1194,1381,0.88005,0.91224
1996,46-65 y.,Rural regions,Not born in Germany,0.10386,187,1381,0.08776,0.11995
1996,66 and older,Urban regions,Born in Germany or immigrated <1950,0.87977,859,1035,0.85995,0.89959
1996,66 and older,Urban regions,Not born in Germany,0.12023,176,1035,0.10041,0.14005
1996,66 and older,Rural regions,Born in Germany or immigrated <1950,0.91294,462,513,0.88852,0.93736
1996,66 and older,Rural regions,Not born in Germany,0.08706,51,513,0.06264,0.11148
1997,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.82749,1568,1975,0.81082,0.84415
1997,17-29 y.,Urban regions,Not born in Germany,0.17251,407,1975,0.15585,0.18918
1997,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.94237,983,1054,0.92829,0.95645
1997,17-29 y.,Rural regions,Not born in Germany,0.05763,71,1054,0.04355,0.07171
1997,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.84285,2194,2884,0.82957,0.85614
1997,30-45 y.,Urban regions,Not born in Germany,0.15715,690,2884,0.14386,0.17043
1997,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.92220,1350,1481,0.90855,0.93584
1997,30-45 y.,Rural regions,Not born in Germany,0.07780,131,1481,0.06416,0.09145
1997,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.80617,1708,2474,0.79059,0.82175
1997,46-65 y.,Urban regions,Not born in Germany,0.19383,766,2474,0.17825,0.20941
1997,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.89778,1205,1379,0.88178,0.91377
1997,46-65 y.,Rural regions,Not born in Germany,0.10222,174,1379,0.08623,0.11822
1997,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88348,877,1057,0.86413,0.90283
1997,66 and older,Urban regions,Not born in Germany,0.11652,180,1057,0.09717,0.13587
1997,66 and older,Rural regions,Born in Germany or immigrated <1950,0.90925,472,525,0.88466,0.93385
1997,66 and older,Rural regions,Not born in Germany,0.09075,53,525,0.06615,0.11534
1998,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.84111,1688,2058,0.82531,0.85691
1998,17-29 y.,Urban regions,Not born in Germany,0.15889,370,2058,0.14309,0.17469
1998,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.94505,1042,1107,0.93162,0.95848
1998,17-29 y.,Rural regions,Not born in Germany,0.05495,65,1107,0.04152,0.06838
1998,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.84121,2516,3181,0.82851,0.85391
1998,30-45 y.,Urban regions,Not born in Germany,0.15879,665,3181,0.14609,0.17149
1998,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93282,1526,1646,0.92073,0.94492
1998,30-45 y.,Rural regions,Not born in Germany,0.06718,120,1646,0.05508,0.07927
1998,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.80893,2045,2810,0.79439,0.82347
1998,46-65 y.,Urban regions,Not born in Germany,0.19107,765,2810,0.17653,0.20561
1998,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.90772,1417,1583,0.89345,0.92198
1998,46-65 y.,Rural regions,Not born in Germany,0.09228,166,1583,0.07802,0.10655
1998,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89020,1056,1241,0.87280,0.90760
1998,66 and older,Urban regions,Not born in Germany,0.10980,185,1241,0.09240,0.12720
1998,66 and older,Rural regions,Born in Germany or immigrated <1950,0.90739,551,614,0.88444,0.93033
1998,66 and older,Rural regions,Not born in Germany,0.09261,63,614,0.06967,0.11556
1999,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.85173,1609,1927,0.83586,0.86760
1999,17-29 y.,Urban regions,Not born in Germany,0.14827,318,1927,0.13240,0.16414
1999,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.95136,996,1046,0.93831,0.96440
1999,17-29 y.,Rural regions,Not born in Germany,0.04864,50,1046,0.03560,0.06169
1999,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.84264,2466,3099,0.82981,0.85546
1999,30-45 y.,Urban regions,Not born in Germany,0.15736,633,3099,0.14454,0.17019
1999,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93449,1507,1614,0.92242,0.94657
1999,30-45 y.,Rural regions,Not born in Germany,0.06551,107,1614,0.05343,0.07758
1999,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.81180,1976,2680,0.79700,0.82660
1999,46-65 y.,Urban regions,Not born in Germany,0.18820,704,2680,0.17340,0.20300
1999,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.91561,1365,1509,0.90158,0.92964
1999,46-65 y.,Rural regions,Not born in Germany,0.08439,144,1509,0.07036,0.09842
1999,66 and older,Urban regions,Born in Germany or immigrated <1950,0.88089,1000,1188,0.86246,0.89932
1999,66 and older,Urban regions,Not born in Germany,0.11911,188,1188,0.10068,0.13754
1999,66 and older,Rural regions,Born in Germany or immigrated <1950,0.90932,551,611,0.88653,0.93211
1999,66 and older,Rural regions,Not born in Germany,0.09068,60,611,0.06789,0.11347
2000,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.82545,2430,2918,0.81168,0.83923
2000,17-29 y.,Urban regions,Not born in Germany,0.17455,488,2918,0.16077,0.18832
2000,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.93000,1561,1665,0.91774,0.94226
2000,17-29 y.,Rural regions,Not born in Germany,0.07000,104,1665,0.05774,0.08226
2000,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.83584,4411,5397,0.82595,0.84572
2000,30-45 y.,Urban regions,Not born in Germany,0.16416,986,5397,0.15428,0.17405
2000,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.92871,2579,2768,0.91912,0.93830
2000,30-45 y.,Rural regions,Not born in Germany,0.07129,189,2768,0.06170,0.08088
2000,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.82742,4091,5089,0.81704,0.83781
2000,46-65 y.,Urban regions,Not born in Germany,0.17258,998,5089,0.16219,0.18296
2000,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.93335,2493,2678,0.92391,0.94280
2000,46-65 y.,Rural regions,Not born in Germany,0.06665,185,2678,0.05720,0.07609
2000,66 and older,Urban regions,Born in Germany or immigrated <1950,0.90498,2089,2346,0.89311,0.91685
2000,66 and older,Urban regions,Not born in Germany,0.09502,257,2346,0.08315,0.10689
2000,66 and older,Rural regions,Born in Germany or immigrated <1950,0.91786,1153,1251,0.90264,0.93308
2000,66 and older,Rural regions,Not born in Germany,0.08214,98,1251,0.06692,0.09736
2001,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.82560,2219,2624,0.81108,0.84012
2001,17-29 y.,Urban regions,Not born in Germany,0.17440,405,2624,0.15988,0.18892
2001,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.92548,1383,1475,0.91207,0.93889
2001,17-29 y.,Rural regions,Not born in Germany,0.07452,92,1475,0.06111,0.08793
2001,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.83821,3989,4865,0.82787,0.84856
2001,30-45 y.,Urban regions,Not born in Germany,0.16179,876,4865,0.15144,0.17213
2001,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.92612,2300,2463,0.91578,0.93645
2001,30-45 y.,Rural regions,Not born in Germany,0.07388,163,2463,0.06355,0.08422
2001,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83487,3756,4633,0.82418,0.84556
2001,46-65 y.,Urban regions,Not born in Germany,0.16513,877,4633,0.15444,0.17582
2001,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.93420,2294,2462,0.92441,0.94400
2001,46-65 y.,Rural regions,Not born in Germany,0.06580,168,2462,0.05600,0.07559
2001,66 and older,Urban regions,Born in Germany or immigrated <1950,0.90888,1968,2214,0.89689,0.92087
2001,66 and older,Urban regions,Not born in Germany,0.09112,246,2214,0.07913,0.10311
2001,66 and older,Rural regions,Born in Germany or immigrated <1950,0.91994,1096,1185,0.90448,0.93540
2001,66 and older,Rural regions,Not born in Germany,0.08006,89,1185,0.06460,0.09552
2002,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.82108,2307,2669,0.80654,0.83563
2002,17-29 y.,Urban regions,Not born in Germany,0.17892,362,2669,0.16437,0.19346
2002,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.92982,1394,1473,0.91677,0.94287
2002,17-29 y.,Rural regions,Not born in Germany,0.07018,79,1473,0.05713,0.08323
2002,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.83269,4192,5020,0.82237,0.84302
2002,30-45 y.,Urban regions,Not born in Germany,0.16731,828,5020,0.15698,0.17763
2002,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.93080,2279,2420,0.92068,0.94091
2002,30-45 y.,Rural regions,Not born in Germany,0.06920,141,2420,0.05909,0.07932
2002,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.83050,4386,5253,0.82035,0.84064
2002,46-65 y.,Urban regions,Not born in Germany,0.16950,867,5253,0.15936,0.17965
2002,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.93081,2429,2601,0.92106,0.94057
2002,46-65 y.,Rural regions,Not born in Germany,0.06919,172,2601,0.05943,0.07894
2002,66 and older,Urban regions,Born in Germany or immigrated <1950,0.90229,2105,2362,0.89032,0.91427
2002,66 and older,Urban regions,Not born in Germany,0.09771,257,2362,0.08573,0.10968
2002,66 and older,Rural regions,Born in Germany or immigrated <1950,0.92205,1138,1229,0.90706,0.93705
2002,66 and older,Rural regions,Not born in Germany,0.07795,91,1229,0.06295,0.09294
2003,17-29 y.,Urban regions,Born in Germany or immigrated <1950,0.83613,2304,2621,0.82196,0.85030
2003,17-29 y.,Urban regions,Not born in Germany,0.16387,317,2621,0.14970,0.17804
2003,17-29 y.,Rural regions,Born in Germany or immigrated <1950,0.94113,1323,1386,0.92873,0.95353
2003,17-29 y.,Rural regions,Not born in Germany,0.05887,63,1386,0.04647,0.07127
2003,30-45 y.,Urban regions,Born in Germany or immigrated <1950,0.83045,3920,4682,0.81970,0.84120
2003,30-45 y.,Urban regions,Not born in Germany,0.16955,762,4682,0.15880,0.18030
2003,30-45 y.,Rural regions,Born in Germany or immigrated <1950,0.92529,2123,2255,0.91443,0.93614
2003,30-45 y.,Rural regions,Not born in Germany,0.07471,132,2255,0.06386,0.08557
2003,46-65 y.,Urban regions,Born in Germany or immigrated <1950,0.82949,4238,5056,0.81913,0.83986
2003,46-65 y.,Urban regions,Not born in Germany,0.17051,818,5056,0.16014,0.18087
2003,46-65 y.,Rural regions,Born in Germany or immigrated <1950,0.92283,2346,2516,0.91240,0.93326
2003,46-65 y.,Rural regions,Not born in Germany,0.07717,170,2516,0.06674,0.08760
2003,66 and older,Urban regions,Born in Germany or immigrated <1950,0.89913,2141,2405,0.88709,0.91117
