year,age_gr,sampreg,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,30-45 y.,East,Born in Germany or immigrated <1950,0.97863,1486,1486,0.97127,0.98598
1990,46-65 y.,West,Born in Germany or immigrated <1950,0.86115,2005,2914,0.84859,0.87371
1990,46-65 y.,West,Not born in Germany,0.13885,909,2914,0.12629,0.15141
1990,46-65 y.,East,Born in Germany or immigrated <1950,0.94044,1266,1348,0.92780,0.95308
1990,46-65 y.,East,Not born in Germany,0.05956,82,1348,0.04692,0.07220
1990,66 and older,West,Born in Germany or immigrated <1950,0.94163,958,1040,0.92738,0.95589
1990,66 and older,West,Not born in Germany,0.05837,82,1040,0.04411,0.07262
1990,66 and older,East,Born in Germany or immigrated <1950,0.94738,399,399,0.92545,0.96932
1991,17-29 y.,West,Born in Germany or immigrated <1950,0.89505,2057,2713,0.88352,0.90659
1991,17-29 y.,West,Not born in Germany,0.10495,656,2713,0.09341,0.11648
1991,17-29 y.,East,Born in Germany or immigrated <1950,0.98540,974,974,0.97786,0.99293
1991,30-45 y.,West,Born in Germany or immigrated <1950,0.86509,2014,2826,0.85249,0.87769
1991,30-45 y.,West,Not born in Germany,0.13491,812,2826,0.12231,0.14751
1991,30-45 y.,East,Born in Germany or immigrated <1950,0.98076,1465,1465,0.97372,0.98779
1991,46-65 y.,West,Born in Germany or immigrated <1950,0.84877,1938,2856,0.83563,0.86192
1991,46-65 y.,West,Not born in Germany,0.15123,918,2856,0.13808,0.16437
1991,46-65 y.,East,Born in Germany or immigrated <1950,0.93330,1193,1276,0.91960,0.94699
1991,46-65 y.,East,Not born in Germany,0.06670,83,1276,0.05301,0.08040
1991,66 and older,West,Born in Germany or immigrated <1950,0.93109,956,1053,0.91578,0.94639
1991,66 and older,West,Not born in Germany,0.06891,97,1053,0.05361,0.08422
1991,66 and older,East,Born in Germany or immigrated <1950,0.93885,367,367,0.91430,0.96340
1992,17-29 y.,West,Born in Germany or immigrated <1950,0.88918,2040,2661,0.87725,0.90111
1992,17-29 y.,West,Not born in Germany,0.11082,621,2661,0.09889,0.12275
1992,17-29 y.,East,Born in Germany or immigrated <1950,0.98710,906,906,0.97975,0.99445
1992,30-45 y.,West,Born in Germany or immigrated <1950,0.86324,2059,2825,0.85057,0.87591
1992,30-45 y.,West,Not born in Germany,0.13676,766,2825,0.12409,0.14943
1992,30-45 y.,East,Born in Germany or immigrated <1950,0.97863,1410,1410,0.97108,0.98618
1992,46-65 y.,West,Born in Germany or immigrated <1950,0.84027,1887,2797,0.82669,0.85385
1992,46-65 y.,West,Not born in Germany,0.15973,910,2797,0.14615,0.17331
1992,46-65 y.,East,Born in Germany or immigrated <1950,0.92719,1150,1235,0.91269,0.94169
1992,46-65 y.,East,Not born in Germany,0.07281,85,1235,0.05831,0.08731
1992,66 and older,West,Born in Germany or immigrated <1950,0.92621,948,1058,0.91045,0.94197
1992,66 and older,West,Not born in Germany,0.07379,110,1058,0.05803,0.08955
1992,66 and older,East,Born in Germany or immigrated <1950,0.93525,365,365,0.90997,0.96053
1993,17-29 y.,West,Born in Germany or immigrated <1950,0.88230,2038,2616,0.86995,0.89466
1993,17-29 y.,West,Not born in Germany,0.11770,578,2616,0.10534,0.13005
1993,17-29 y.,East,Born in Germany or immigrated <1950,0.98762,863,863,0.98024,0.99500
1993,30-45 y.,West,Born in Germany or immigrated <1950,0.86292,2086,2815,0.85022,0.87563
1993,30-45 y.,West,Not born in Germany,0.13708,729,2815,0.12437,0.14978
1993,30-45 y.,East,Born in Germany or immigrated <1950,0.98136,1359,1359,0.97417,0.98855
1993,46-65 y.,West,Born in Germany or immigrated <1950,0.82747,1850,2760,0.81337,0.84157
1993,46-65 y.,West,Not born in Germany,0.17253,910,2760,0.15843,0.18663
1993,46-65 y.,East,Born in Germany or immigrated <1950,0.93122,1113,1190,0.91684,0.94561
1993,46-65 y.,East,Not born in Germany,0.06878,77,1190,0.05439,0.08316
1993,66 and older,West,Born in Germany or immigrated <1950,0.91879,958,1083,0.90251,0.93507
1993,66 and older,West,Not born in Germany,0.08121,125,1083,0.06493,0.09749
1993,66 and older,East,Born in Germany or immigrated <1950,0.92343,359,359,0.89588,0.95097
1994,17-29 y.,West,Born in Germany or immigrated <1950,0.88275,1988,2500,0.87014,0.89536
1994,17-29 y.,West,Not born in Germany,0.11725,512,2500,0.10464,0.12986
1994,17-29 y.,East,Born in Germany or immigrated <1950,0.97313,835,835,0.96215,0.98410
1994,30-45 y.,West,Born in Germany or immigrated <1950,0.86022,2113,2805,0.84739,0.87306
1994,30-45 y.,West,Not born in Germany,0.13978,692,2805,0.12694,0.15261
1994,30-45 y.,East,Born in Germany or immigrated <1950,0.98223,1322,1322,0.97510,0.98935
1994,46-65 y.,West,Born in Germany or immigrated <1950,0.82648,1828,2699,0.81219,0.84077
1994,46-65 y.,West,Not born in Germany,0.17352,871,2699,0.15923,0.18781
1994,46-65 y.,East,Born in Germany or immigrated <1950,0.92286,1109,1190,0.90769,0.93802
1994,46-65 y.,East,Not born in Germany,0.07714,81,1190,0.06198,0.09231
1994,66 and older,West,Born in Germany or immigrated <1950,0.90722,954,1094,0.89002,0.92442
1994,66 and older,West,Not born in Germany,0.09278,140,1094,0.07558,0.10998
1994,66 and older,East,Born in Germany or immigrated <1950,0.92263,367,398,0.89635,0.94892
1994,66 and older,East,Not born in Germany,0.07737,31,398,0.05108,0.10365
1995,17-29 y.,West,Born in Germany or immigrated <1950,0.83992,1930,2524,0.82561,0.85422
1995,17-29 y.,West,Not born in Germany,0.16008,594,2524,0.14578,0.17439
1995,17-29 y.,East,Born in Germany or immigrated <1950,0.97767,823,823,0.96757,0.98777
1995,30-45 y.,West,Born in Germany or immigrated <1950,0.82293,2256,3159,0.80962,0.83624
1995,30-45 y.,West,Not born in Germany,0.17707,903,3159,0.16376,0.19038
1995,30-45 y.,East,Born in Germany or immigrated <1950,0.98148,1261,1261,0.97403,0.98892
1995,46-65 y.,West,Born in Germany or immigrated <1950,0.81702,1830,2793,0.80268,0.83136
1995,46-65 y.,West,Not born in Germany,0.18298,963,2793,0.16864,0.19732
1995,46-65 y.,East,Born in Germany or immigrated <1950,0.92296,1095,1174,0.90770,0.93822
1995,46-65 y.,East,Not born in Germany,0.07704,79,1174,0.06178,0.09230
1995,66 and older,West,Born in Germany or immigrated <1950,0.89105,939,1117,0.87277,0.90933
1995,66 and older,West,Not born in Germany,0.10895,178,1117,0.09067,0.12723
1995,66 and older,East,Born in Germany or immigrated <1950,0.91890,371,405,0.89228,0.94552
1995,66 and older,East,Not born in Germany,0.08110,34,405,0.05448,0.10772
1996,17-29 y.,West,Born in Germany or immigrated <1950,0.83345,1803,2329,0.81832,0.84859
1996,17-29 y.,West,Not born in Germany,0.16655,526,2329,0.15141,0.18168
1996,17-29 y.,East,Born in Germany or immigrated <1950,0.98439,825,825,0.97593,0.99286
1996,30-45 y.,West,Born in Germany or immigrated <1950,0.83456,2339,3175,0.82163,0.84748
1996,30-45 y.,West,Not born in Germany,0.16544,836,3175,0.15252,0.17837
1996,30-45 y.,East,Born in Germany or immigrated <1950,0.98290,1243,1243,0.97569,0.99011
1996,46-65 y.,West,Born in Germany or immigrated <1950,0.81900,1825,2730,0.80455,0.83344
1996,46-65 y.,West,Not born in Germany,0.18100,905,2730,0.16656,0.19545
1996,46-65 y.,East,Born in Germany or immigrated <1950,0.91977,1094,1172,0.90421,0.93533
1996,46-65 y.,East,Not born in Germany,0.08023,78,1172,0.06467,0.09579
1996,66 and older,West,Born in Germany or immigrated <1950,0.88470,939,1130,0.86607,0.90333
1996,66 and older,West,Not born in Germany,0.11530,191,1130,0.09667,0.13393
1996,66 and older,East,Born in Germany or immigrated <1950,0.91344,382,418,0.88645,0.94043
1996,66 and older,East,Not born in Germany,0.08656,36,418,0.05957,0.11355
1997,17-29 y.,West,Born in Germany or immigrated <1950,0.83325,1726,2196,0.81765,0.84884
1997,17-29 y.,West,Not born in Germany,0.16675,470,2196,0.15116,0.18235
1997,17-29 y.,East,Born in Germany or immigrated <1950,0.98434,826,826,0.97586,0.99281
1997,30-45 y.,West,Born in Germany or immigrated <1950,0.84052,2370,3176,0.82779,0.85326
1997,30-45 y.,West,Not born in Germany,0.15948,806,3176,0.14674,0.17221
1997,30-45 y.,East,Born in Germany or immigrated <1950,0.98381,1174,1174,0.97659,0.99103
1997,46-65 y.,West,Born in Germany or immigrated <1950,0.81332,1805,2677,0.79855,0.82808
1997,46-65 y.,West,Not born in Germany,0.18668,872,2677,0.17192,0.20145
1997,46-65 y.,East,Born in Germany or immigrated <1950,0.92415,1108,1176,0.90901,0.93929
1997,46-65 y.,East,Not born in Germany,0.07585,68,1176,0.06071,0.09099
1997,66 and older,West,Born in Germany or immigrated <1950,0.88696,952,1146,0.86861,0.90530
1997,66 and older,West,Not born in Germany,0.11304,194,1146,0.09470,0.13139
1997,66 and older,East,Born in Germany or immigrated <1950,0.91135,397,436,0.88464,0.93806
1997,66 and older,East,Not born in Germany,0.08865,39,436,0.06194,0.11536
1998,17-29 y.,West,Born in Germany or immigrated <1950,0.84538,1869,2295,0.83058,0.86017
1998,17-29 y.,West,Not born in Germany,0.15462,426,2295,0.13983,0.16942
1998,17-29 y.,East,Born in Germany or immigrated <1950,0.98252,861,861,0.97376,0.99128
1998,30-45 y.,West,Born in Germany or immigrated <1950,0.84189,2802,3579,0.82994,0.85385
1998,30-45 y.,West,Not born in Germany,0.15811,777,3579,0.14615,0.17006
1998,30-45 y.,East,Born in Germany or immigrated <1950,0.99282,1240,1240,0.98812,0.99752
1998,46-65 y.,West,Born in Germany or immigrated <1950,0.81700,2253,3121,0.80343,0.83057
1998,46-65 y.,West,Not born in Germany,0.18300,868,3121,0.16943,0.19657
1998,46-65 y.,East,Born in Germany or immigrated <1950,0.93400,1209,1272,0.92035,0.94765
1998,46-65 y.,East,Not born in Germany,0.06600,63,1272,0.05235,0.07965
1998,66 and older,West,Born in Germany or immigrated <1950,0.88961,1170,1380,0.87307,0.90615
1998,66 and older,West,Not born in Germany,0.11039,210,1380,0.09385,0.12693
1998,66 and older,East,Born in Germany or immigrated <1950,0.92207,437,475,0.89793,0.94620
1998,66 and older,East,Not born in Germany,0.07793,38,475,0.05380,0.10207
1999,17-29 y.,West,Born in Germany or immigrated <1950,0.85755,1779,2139,0.84274,0.87237
1999,17-29 y.,West,Not born in Germany,0.14245,360,2139,0.12763,0.15726
1999,17-29 y.,East,Born in Germany or immigrated <1950,0.98278,826,826,0.97390,0.99166
1999,30-45 y.,West,Born in Germany or immigrated <1950,0.84387,2755,3488,0.83182,0.85591
1999,30-45 y.,West,Not born in Germany,0.15613,733,3488,0.14409,0.16818
1999,30-45 y.,East,Born in Germany or immigrated <1950,0.99303,1218,1218,0.98836,0.99770
1999,46-65 y.,West,Born in Germany or immigrated <1950,0.82006,2157,2949,0.80620,0.83393
1999,46-65 y.,West,Not born in Germany,0.17994,792,2949,0.16607,0.19380
1999,46-65 y.,East,Born in Germany or immigrated <1950,0.94452,1184,1240,0.93177,0.95726
1999,46-65 y.,East,Not born in Germany,0.05548,56,1240,0.04274,0.06823
1999,66 and older,West,Born in Germany or immigrated <1950,0.88278,1105,1315,0.86538,0.90017
1999,66 and older,West,Not born in Germany,0.11722,210,1315,0.09983,0.13462
1999,66 and older,East,Born in Germany or immigrated <1950,0.92046,446,484,0.89633,0.94459
1999,66 and older,East,Not born in Germany,0.07954,38,484,0.05541,0.10367
2000,17-29 y.,West,Born in Germany or immigrated <1950,0.83027,2806,3380,0.81761,0.84293
2000,17-29 y.,West,Not born in Germany,0.16973,574,3380,0.15707,0.18239
2000,17-29 y.,East,Born in Germany or immigrated <1950,0.98025,1185,1185,0.97233,0.98818
2000,30-45 y.,West,Born in Germany or immigrated <1950,0.83802,5190,6343,0.82896,0.84709
2000,30-45 y.,West,Not born in Germany,0.16198,1153,6343,0.15291,0.17104
2000,30-45 y.,East,Born in Germany or immigrated <1950,0.98810,1800,1800,0.98309,0.99311
2000,46-65 y.,West,Born in Germany or immigrated <1950,0.83509,4693,5816,0.82555,0.84463
2000,46-65 y.,West,Not born in Germany,0.16491,1123,5816,0.15537,0.17445
2000,46-65 y.,East,Born in Germany or immigrated <1950,0.96597,1891,1951,0.95792,0.97401
2000,46-65 y.,East,Not born in Germany,0.03403,60,1951,0.02599,0.04208
2000,66 and older,West,Born in Germany or immigrated <1950,0.90185,2415,2721,0.89067,0.91303
2000,66 and older,West,Not born in Germany,0.09815,306,2721,0.08697,0.10933
2000,66 and older,East,Born in Germany or immigrated <1950,0.93809,827,876,0.92212,0.95406
2000,66 and older,East,Not born in Germany,0.06191,49,876,0.04594,0.07788
2001,17-29 y.,West,Born in Germany or immigrated <1950,0.82827,2511,2994,0.81475,0.84178
2001,17-29 y.,West,Not born in Germany,0.17173,483,2994,0.15822,0.18525
2001,17-29 y.,East,Born in Germany or immigrated <1950,0.97965,1091,1091,0.97127,0.98804
2001,30-45 y.,West,Born in Germany or immigrated <1950,0.83823,4652,5681,0.82866,0.84781
2001,30-45 y.,West,Not born in Germany,0.16177,1029,5681,0.15219,0.17134
2001,30-45 y.,East,Born in Germany or immigrated <1950,0.99290,1637,1637,0.98883,0.99697
2001,46-65 y.,West,Born in Germany or immigrated <1950,0.84130,4259,5252,0.83142,0.85118
2001,46-65 y.,West,Not born in Germany,0.15870,993,5252,0.14882,0.16858
2001,46-65 y.,East,Born in Germany or immigrated <1950,0.96907,1791,1843,0.96116,0.97698
2001,46-65 y.,East,Not born in Germany,0.03093,52,1843,0.02302,0.03884
2001,66 and older,West,Born in Germany or immigrated <1950,0.90564,2270,2559,0.89431,0.91697
2001,66 and older,West,Not born in Germany,0.09436,289,2559,0.08303,0.10569
2001,66 and older,East,Born in Germany or immigrated <1950,0.94008,794,840,0.92402,0.95614
2001,66 and older,East,Not born in Germany,0.05992,46,840,0.04386,0.07598
2002,17-29 y.,West,Born in Germany or immigrated <1950,0.82637,2636,3066,0.81296,0.83978
2002,17-29 y.,West,Not born in Germany,0.17363,430,3066,0.16022,0.18704
2002,17-29 y.,East,Born in Germany or immigrated <1950,0.98019,1065,1065,0.97181,0.98856
2002,30-45 y.,West,Born in Germany or immigrated <1950,0.83711,4897,5856,0.82765,0.84657
2002,30-45 y.,West,Not born in Germany,0.16289,959,5856,0.15343,0.17235
2002,30-45 y.,East,Born in Germany or immigrated <1950,0.98948,1574,1574,0.98443,0.99452
2002,46-65 y.,West,Born in Germany or immigrated <1950,0.83621,4980,5973,0.82682,0.84559
2002,46-65 y.,West,Not born in Germany,0.16379,993,5973,0.15441,0.17318
2002,46-65 y.,East,Born in Germany or immigrated <1950,0.97194,1835,1881,0.96447,0.97941
2002,46-65 y.,East,Not born in Germany,0.02806,46,1881,0.02059,0.03553
2002,66 and older,West,Born in Germany or immigrated <1950,0.90016,2403,2703,0.88886,0.91147
2002,66 and older,West,Not born in Germany,0.09984,300,2703,0.08853,0.11114
2002,66 and older,East,Born in Germany or immigrated <1950,0.94190,840,888,0.92651,0.95730
2002,66 and older,East,Not born in Germany,0.05810,48,888,0.04270,0.07349
2003,17-29 y.,West,Born in Germany or immigrated <1950,0.83919,2563,2937,0.82590,0.85248
2003,17-29 y.,West,Not born in Germany,0.16081,374,2937,0.14752,0.17410
2003,17-29 y.,East,Born in Germany or immigrated <1950,0.99333,1064,1064,0.98844,0.99823
2003,30-45 y.,West,Born in Germany or immigrated <1950,0.83348,4566,5449,0.82359,0.84337
2003,30-45 y.,West,Not born in Germany,0.16652,883,5449,0.15663,0.17641
2003,30-45 y.,East,Born in Germany or immigrated <1950,0.98772,1477,1477,0.98211,0.99334
2003,46-65 y.,West,Born in Germany or immigrated <1950,0.83159,4750,5695,0.82187,0.84131
2003,46-65 y.,West,Not born in Germany,0.16841,945,5695,0.15869,0.17813
2003,46-65 y.,East,Born in Germany or immigrated <1950,0.97362,1834,1877,0.96637,0.98088
2003,46-65 y.,East,Not born in Germany,0.02638,43,1877,0.01912,0.03363
2003,66 and older,West,Born in Germany or immigrated <1950,0.89582,2428,2741,0.88438,0.90726
2003,66 and older,West,Not born in Germany,0.10418,313,2741,0.09274,0.11562
2003,66 and older,East,Born in Germany or immigrated <1950,0.94933,865,909,0.93507,0.96360
2003,66 and older,East,Not born in Germany,0.05067,44,909,0.03640,0.06493
2004,17-29 y.,West,Born in Germany or immigrated <1950,0.83870,2519,2886,0.82528,0.85213
2004,17-29 y.,West,Not born in Germany,0.16130,367,2886,0.14787,0.17472
2004,17-29 y.,East,Born in Germany or immigrated <1950,0.99340,1067,1067,0.98854,0.99826
2004,30-45 y.,West,Born in Germany or immigrated <1950,0.83043,4317,5155,0.82019,0.84068
2004,30-45 y.,West,Not born in Germany,0.16957,838,5155,0.15932,0.17981
2004,30-45 y.,East,Born in Germany or immigrated <1950,0.98881,1364,1364,0.98322,0.99439
2004,46-65 y.,West,Born in Germany or immigrated <1950,0.82553,4627,5541,0.81553,0.83552
2004,46-65 y.,West,Not born in Germany,0.17447,914,5541,0.16448,0.18447
2004,46-65 y.,East,Born in Germany or immigrated <1950,0.97647,1785,1824,0.96951,0.98342
2004,46-65 y.,East,Not born in Germany,0.02353,39,1824,0.01658,0.03049
2004,66 and older,West,Born in Germany or immigrated <1950,0.89701,2491,2809,0.88576,0.90825
2004,66 and older,West,Not born in Germany,0.10299,318,2809,0.09175,0.11424
2004,66 and older,East,Born in Germany or immigrated <1950,0.94811,906,951,0.93400,0.96221
2004,66 and older,East,Not born in Germany,0.05189,45,951,0.03779,0.06600
2005,17-29 y.,West,Born in Germany or immigrated <1950,0.86469,2504,2813,0.85204,0.87733
2005,17-29 y.,West,Not born in Germany,0.13531,309,2813,0.12267,0.14796
2005,17-29 y.,East,Born in Germany or immigrated <1950,0.97923,1009,1009,0.97042,0.98803
2005,30-45 y.,West,Born in Germany or immigrated <1950,0.82742,4009,4793,0.81672,0.83812
2005,30-45 y.,West,Not born in Germany,0.17258,784,4793,0.16188,0.18328
2005,30-45 y.,East,Born in Germany or immigrated <1950,0.98330,1283,1283,0.97628,0.99031
2005,46-65 y.,West,Born in Germany or immigrated <1950,0.82084,4394,5248,0.81047,0.83122
2005,46-65 y.,West,Not born in Germany,0.17916,854,5248,0.16878,0.18953
2005,46-65 y.,East,Born in Germany or immigrated <1950,0.97776,1732,1768,0.97088,0.98464
2005,46-65 y.,East,Not born in Germany,0.02224,36,1768,0.01536,0.02912
2005,66 and older,West,Born in Germany or immigrated <1950,0.88970,2486,2808,0.87811,0.90129
2005,66 and older,West,Not born in Germany,0.11030,322,2808,0.09871,0.12189
2005,66 and older,East,Born in Germany or immigrated <1950,0.95086,914,958,0.93716,0.96455
2005,66 and older,East,Not born in Germany,0.04914,44,958,0.03545,0.06284
2006,17-29 y.,West,Born in Germany or immigrated <1950,0.86120,2616,2930,0.84868,0.87372
2006,17-29 y.,West,Not born in Germany,0.13880,314,2930,0.12628,0.15132
2006,17-29 y.,East,Born in Germany or immigrated <1950,0.96960,1038,1038,0.95915,0.98005
2006,30-45 y.,West,Born in Germany or immigrated <1950,0.83034,4195,4962,0.81990,0.84078
2006,30-45 y.,West,Not born in Germany,0.16966,767,4962,0.15922,0.18010
2006,30-45 y.,East,Born in Germany or immigrated <1950,0.97605,1301,1301,0.96774,0.98436
2006,46-65 y.,West,Born in Germany or immigrated <1950,0.81899,4858,5708,0.80900,0.82898
2006,46-65 y.,West,Not born in Germany,0.18101,850,5708,0.17102,0.19100
2006,46-65 y.,East,Born in Germany or immigrated <1950,0.98327,1838,1869,0.97745,0.98908
2006,46-65 y.,East,Not born in Germany,0.01673,31,1869,0.01092,0.02255
2006,66 and older,West,Born in Germany or immigrated <1950,0.89232,2961,3305,0.88175,0.90289
2006,66 and older,West,Not born in Germany,0.10768,344,3305,0.09711,0.11825
2006,66 and older,East,Born in Germany or immigrated <1950,0.95738,1079,1125,0.94557,0.96919
2006,66 and older,East,Not born in Germany,0.04262,46,1125,0.03081,0.05443
2007,17-29 y.,West,Born in Germany or immigrated <1950,0.87612,2487,2759,0.86382,0.88841
2007,17-29 y.,West,Not born in Germany,0.12388,272,2759,0.11159,0.13618
2007,17-29 y.,East,Born in Germany or immigrated <1950,0.97453,970,970,0.96461,0.98445
2007,30-45 y.,West,Born in Germany or immigrated <1950,0.83465,3814,4488,0.82378,0.84552
2007,30-45 y.,West,Not born in Germany,0.16535,674,4488,0.15448,0.17622
2007,30-45 y.,East,Born in Germany or immigrated <1950,0.98076,1209,1209,0.97301,0.98850
2007,46-65 y.,West,Born in Germany or immigrated <1950,0.81610,4531,5291,0.80566,0.82654
2007,46-65 y.,West,Not born in Germany,0.18390,760,5291,0.17346,0.19434
2007,46-65 y.,East,Born in Germany or immigrated <1950,0.97980,1740,1740,0.97318,0.98641
2007,66 and older,West,Born in Germany or immigrated <1950,0.88780,2886,3222,0.87690,0.89870
2007,66 and older,West,Not born in Germany,0.11220,336,3222,0.10130,0.12310
2007,66 and older,East,Born in Germany or immigrated <1950,0.96392,1080,1120,0.95299,0.97484
2007,66 and older,East,Not born in Germany,0.03608,40,1120,0.02516,0.04701
2008,17-29 y.,West,Born in Germany or immigrated <1950,0.88104,2329,2551,0.86848,0.89361
2008,17-29 y.,West,Not born in Germany,0.11896,222,2551,0.10639,0.13152
2008,17-29 y.,East,Born in Germany or immigrated <1950,0.98702,854,854,0.97943,0.99462
2008,30-45 y.,West,Born in Germany or immigrated <1950,0.83513,3427,4021,0.82366,0.84660
2008,30-45 y.,West,Not born in Germany,0.16487,594,4021,0.15340,0.17634
2008,30-45 y.,East,Born in Germany or immigrated <1950,0.98973,1138,1138,0.98387,0.99559
2008,46-65 y.,West,Born in Germany or immigrated <1950,0.82095,4331,5012,0.81033,0.83156
2008,46-65 y.,West,Not born in Germany,0.17905,681,5012,0.16844,0.18967
2008,46-65 y.,East,Born in Germany or immigrated <1950,0.97411,1655,1655,0.96646,0.98177
2008,66 and older,West,Born in Germany or immigrated <1950,0.88356,2845,3179,0.87241,0.89471
2008,66 and older,West,Not born in Germany,0.11644,334,3179,0.10529,0.12759
2008,66 and older,East,Born in Germany or immigrated <1950,0.97059,1082,1117,0.96068,0.98050
2008,66 and older,East,Not born in Germany,0.02941,35,1117,0.01950,0.03932
2009,17-29 y.,West,Born in Germany or immigrated <1950,0.89041,2161,2338,0.87775,0.90308
2009,17-29 y.,West,Not born in Germany,0.10959,177,2338,0.09692,0.12225
2009,17-29 y.,East,Born in Germany or immigrated <1950,0.99390,748,748,0.98832,0.99949
2009,30-45 y.,West,Born in Germany or immigrated <1950,0.83376,3090,3610,0.82162,0.84591
2009,30-45 y.,West,Not born in Germany,0.16624,520,3610,0.15409,0.17838
2009,30-45 y.,East,Born in Germany or immigrated <1950,0.98690,1055,1055,0.98004,0.99377
2009,46-65 y.,West,Born in Germany or immigrated <1950,0.82992,4093,4689,0.81917,0.84068
2009,46-65 y.,West,Not born in Germany,0.17008,596,4689,0.15932,0.18083
2009,46-65 y.,East,Born in Germany or immigrated <1950,0.97529,1613,1613,0.96771,0.98287
