year,bula_h,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,North Rhine-Westphalia,3rd Quintile,Not born in Germany,0.09952,147,582,0.07518,0.12386
1984,North Rhine-Westphalia,4th Quintile,Born in Germany or immigrated <1950,0.91566,501,653,0.89433,0.93699
1984,North Rhine-Westphalia,4th Quintile,Not born in Germany,0.08434,152,653,0.06301,0.10567
1984,North Rhine-Westphalia,5th Quintile,Born in Germany or immigrated <1950,0.94024,535,610,0.92141,0.95907
1984,North Rhine-Westphalia,5th Quintile,Not born in Germany,0.05976,75,610,0.04093,0.07859
1984,Hesse,1st Quintile,Born in Germany or immigrated <1950,0.80261,120,268,0.75486,0.85035
1984,Hesse,1st Quintile,Not born in Germany,0.19739,148,268,0.14965,0.24514
1984,Hesse,2nd Quintile,Born in Germany or immigrated <1950,0.86250,130,229,0.81780,0.90720
1984,Hesse,2nd Quintile,Not born in Germany,0.13750,99,229,0.09280,0.18220
1984,Hesse,3rd Quintile,Born in Germany or immigrated <1950,0.82782,124,201,0.77549,0.88014
1984,Hesse,3rd Quintile,Not born in Germany,0.17218,77,201,0.11986,0.22451
1984,Hesse,4th Quintile,Born in Germany or immigrated <1950,0.90081,159,238,0.86275,0.93886
1984,Hesse,4th Quintile,Not born in Germany,0.09919,79,238,0.06114,0.13725
1984,Hesse,5th Quintile,Born in Germany or immigrated <1950,0.92091,242,308,0.89072,0.95110
1984,Hesse,5th Quintile,Not born in Germany,0.07909,66,308,0.04890,0.10928
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Born in Germany or immigrated <1950,0.93251,140,140,0.89080,0.97421
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Born in Germany or immigrated <1950,0.90328,149,204,0.86262,0.94394
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Not born in Germany,0.09672,55,204,0.05606,0.13738
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Born in Germany or immigrated <1950,0.93517,155,187,0.89978,0.97056
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Not born in Germany,0.06483,32,187,0.02944,0.10022
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Born in Germany or immigrated <1950,0.95013,138,138,0.91368,0.98658
1984,"Rhineland-Palatinate, Saarland",5th Quintile,Born in Germany or immigrated <1950,0.98035,119,119,0.95531,1.00539
1984,Baden-Wuerttemberg,1st Quintile,Born in Germany or immigrated <1950,0.86143,192,387,0.82696,0.89589
1984,Baden-Wuerttemberg,1st Quintile,Not born in Germany,0.13857,195,387,0.10411,0.17304
1984,Baden-Wuerttemberg,2nd Quintile,Born in Germany or immigrated <1950,0.81674,257,473,0.78183,0.85164
1984,Baden-Wuerttemberg,2nd Quintile,Not born in Germany,0.18326,216,473,0.14836,0.21817
1984,Baden-Wuerttemberg,3rd Quintile,Born in Germany or immigrated <1950,0.85562,276,458,0.82340,0.88785
1984,Baden-Wuerttemberg,3rd Quintile,Not born in Germany,0.14438,182,458,0.11215,0.17660
1984,Baden-Wuerttemberg,4th Quintile,Born in Germany or immigrated <1950,0.88241,321,494,0.85397,0.91084
1984,Baden-Wuerttemberg,4th Quintile,Not born in Germany,0.11759,173,494,0.08916,0.14603
1984,Baden-Wuerttemberg,5th Quintile,Born in Germany or immigrated <1950,0.91627,328,441,0.89039,0.94215
1984,Baden-Wuerttemberg,5th Quintile,Not born in Germany,0.08373,113,441,0.05785,0.10961
1984,Bavaria,1st Quintile,Born in Germany or immigrated <1950,0.89726,256,386,0.86693,0.92759
1984,Bavaria,1st Quintile,Not born in Germany,0.10274,130,386,0.07241,0.13307
1984,Bavaria,2nd Quintile,Born in Germany or immigrated <1950,0.90567,329,417,0.87759,0.93376
1984,Bavaria,2nd Quintile,Not born in Germany,0.09433,88,417,0.06624,0.12241
1984,Bavaria,3rd Quintile,Born in Germany or immigrated <1950,0.92196,338,435,0.89673,0.94720
1984,Bavaria,3rd Quintile,Not born in Germany,0.07804,97,435,0.05280,0.10327
1984,Bavaria,4th Quintile,Born in Germany or immigrated <1950,0.94383,340,416,0.92168,0.96599
1984,Bavaria,4th Quintile,Not born in Germany,0.05617,76,416,0.03401,0.07832
1984,Bavaria,5th Quintile,Born in Germany or immigrated <1950,0.92495,378,431,0.90005,0.94986
1984,Bavaria,5th Quintile,Not born in Germany,0.07505,53,431,0.05014,0.09995
1984,Berlin,1st Quintile,Born in Germany or immigrated <1950,0.84701,32,32,0.72028,0.97373
1984,Berlin,3rd Quintile,Born in Germany or immigrated <1950,0.91987,86,86,0.86215,0.97758
1984,Berlin,4th Quintile,Born in Germany or immigrated <1950,0.91211,61,61,0.84047,0.98375
1984,Berlin,5th Quintile,Born in Germany or immigrated <1950,0.90392,82,82,0.83975,0.96810
1985,Schleswig-Holstein,1st Quintile,Born in Germany or immigrated <1950,0.96975,69,69,0.92905,1.01046
1985,Schleswig-Holstein,2nd Quintile,Born in Germany or immigrated <1950,0.94479,63,63,0.88794,1.00164
1985,Schleswig-Holstein,3rd Quintile,Born in Germany or immigrated <1950,0.95597,52,52,0.89967,1.01228
1985,Schleswig-Holstein,4th Quintile,Born in Germany or immigrated <1950,0.96569,67,67,0.92178,1.00961
1985,Schleswig-Holstein,5th Quintile,Born in Germany or immigrated <1950,0.98339,62,62,0.95132,1.01546
1985,Hamburg,1st Quintile,Born in Germany or immigrated <1950,0.88696,34,34,0.77892,0.99499
1985,Hamburg,3rd Quintile,Born in Germany or immigrated <1950,0.88026,38,38,0.77565,0.98487
1985,Hamburg,4th Quintile,Born in Germany or immigrated <1950,0.96038,50,50,0.90576,1.01500
1985,Hamburg,5th Quintile,Born in Germany or immigrated <1950,0.95686,63,63,0.90629,1.00743
1985,Lower Saxony,1st Quintile,Born in Germany or immigrated <1950,0.92868,175,238,0.89592,0.96145
1985,Lower Saxony,1st Quintile,Not born in Germany,0.07132,63,238,0.03855,0.10408
1985,Lower Saxony,2nd Quintile,Born in Germany or immigrated <1950,0.93814,165,165,0.90127,0.97501
1985,Lower Saxony,3rd Quintile,Born in Germany or immigrated <1950,0.95829,219,219,0.93175,0.98483
1985,Lower Saxony,4th Quintile,Born in Germany or immigrated <1950,0.93813,170,170,0.90180,0.97445
1985,Lower Saxony,5th Quintile,Born in Germany or immigrated <1950,0.95278,223,223,0.92488,0.98068
1985,North Rhine-Westphalia,1st Quintile,Born in Germany or immigrated <1950,0.84001,375,679,0.81242,0.86761
1985,North Rhine-Westphalia,1st Quintile,Not born in Germany,0.15999,304,679,0.13239,0.18758
1985,North Rhine-Westphalia,2nd Quintile,Born in Germany or immigrated <1950,0.89659,436,622,0.87264,0.92054
1985,North Rhine-Westphalia,2nd Quintile,Not born in Germany,0.10341,186,622,0.07946,0.12736
1985,North Rhine-Westphalia,3rd Quintile,Born in Germany or immigrated <1950,0.92211,396,522,0.89909,0.94512
1985,North Rhine-Westphalia,3rd Quintile,Not born in Germany,0.07789,126,522,0.05488,0.10091
1985,North Rhine-Westphalia,4th Quintile,Born in Germany or immigrated <1950,0.91292,487,599,0.89032,0.93552
1985,North Rhine-Westphalia,4th Quintile,Not born in Germany,0.08708,112,599,0.06448,0.10968
1985,North Rhine-Westphalia,5th Quintile,Born in Germany or immigrated <1950,0.93109,467,539,0.90968,0.95249
1985,North Rhine-Westphalia,5th Quintile,Not born in Germany,0.06891,72,539,0.04751,0.09032
1985,Hesse,1st Quintile,Born in Germany or immigrated <1950,0.77362,111,259,0.72255,0.82468
1985,Hesse,1st Quintile,Not born in Germany,0.22638,148,259,0.17532,0.27745
1985,Hesse,2nd Quintile,Born in Germany or immigrated <1950,0.86513,128,204,0.81814,0.91212
1985,Hesse,2nd Quintile,Not born in Germany,0.13487,76,204,0.08788,0.18186
1985,Hesse,3rd Quintile,Born in Germany or immigrated <1950,0.84984,119,201,0.80034,0.89935
1985,Hesse,3rd Quintile,Not born in Germany,0.15016,82,201,0.10065,0.19966
1985,Hesse,4th Quintile,Born in Germany or immigrated <1950,0.89508,158,237,0.85598,0.93417
1985,Hesse,4th Quintile,Not born in Germany,0.10492,79,237,0.06583,0.14402
1985,Hesse,5th Quintile,Born in Germany or immigrated <1950,0.93051,197,232,0.89772,0.96330
1985,Hesse,5th Quintile,Not born in Germany,0.06949,35,232,0.03670,0.10228
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Born in Germany or immigrated <1950,0.94097,145,145,0.90247,0.97946
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Born in Germany or immigrated <1950,0.94370,101,101,0.89853,0.98888
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Born in Germany or immigrated <1950,0.95266,153,185,0.92198,0.98335
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Not born in Germany,0.04734,32,185,0.01665,0.07802
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Born in Germany or immigrated <1950,0.88800,127,158,0.83867,0.93733
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Not born in Germany,0.11200,31,158,0.06267,0.16133
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Born in Germany or immigrated <1950,0.96713,117,117,0.93469,0.99958
1985,Baden-Wuerttemberg,1st Quintile,Born in Germany or immigrated <1950,0.84263,188,388,0.80634,0.87891
1985,Baden-Wuerttemberg,1st Quintile,Not born in Germany,0.15737,200,388,0.12109,0.19366
1985,Baden-Wuerttemberg,2nd Quintile,Born in Germany or immigrated <1950,0.79947,218,406,0.76047,0.83846
1985,Baden-Wuerttemberg,2nd Quintile,Not born in Germany,0.20053,188,406,0.16154,0.23953
1985,Baden-Wuerttemberg,3rd Quintile,Born in Germany or immigrated <1950,0.86358,295,470,0.83252,0.89465
1985,Baden-Wuerttemberg,3rd Quintile,Not born in Germany,0.13642,175,470,0.10535,0.16748
1985,Baden-Wuerttemberg,4th Quintile,Born in Germany or immigrated <1950,0.88480,288,420,0.85422,0.91537
1985,Baden-Wuerttemberg,4th Quintile,Not born in Germany,0.11520,132,420,0.08463,0.14578
1985,Baden-Wuerttemberg,5th Quintile,Born in Germany or immigrated <1950,0.90833,265,354,0.87822,0.93843
1985,Baden-Wuerttemberg,5th Quintile,Not born in Germany,0.09167,89,354,0.06157,0.12178
1985,Bavaria,1st Quintile,Born in Germany or immigrated <1950,0.89842,201,297,0.86401,0.93284
1985,Bavaria,1st Quintile,Not born in Germany,0.10158,96,297,0.06716,0.13599
1985,Bavaria,2nd Quintile,Born in Germany or immigrated <1950,0.90172,317,406,0.87273,0.93071
1985,Bavaria,2nd Quintile,Not born in Germany,0.09828,89,406,0.06929,0.12727
1985,Bavaria,3rd Quintile,Born in Germany or immigrated <1950,0.93111,299,370,0.90527,0.95696
1985,Bavaria,3rd Quintile,Not born in Germany,0.06889,71,370,0.04304,0.09473
1985,Bavaria,4th Quintile,Born in Germany or immigrated <1950,0.92547,312,380,0.89903,0.95191
1985,Bavaria,4th Quintile,Not born in Germany,0.07453,68,380,0.04809,0.10097
1985,Bavaria,5th Quintile,Born in Germany or immigrated <1950,0.93385,386,442,0.91065,0.95704
1985,Bavaria,5th Quintile,Not born in Germany,0.06615,56,442,0.04296,0.08935
1985,Berlin,1st Quintile,Born in Germany or immigrated <1950,0.84023,34,34,0.71522,0.96524
1985,Berlin,2nd Quintile,Born in Germany or immigrated <1950,0.86502,37,37,0.75340,0.97665
1985,Berlin,3rd Quintile,Born in Germany or immigrated <1950,0.91060,54,54,0.83378,0.98742
1985,Berlin,4th Quintile,Born in Germany or immigrated <1950,0.86891,52,52,0.77628,0.96154
1985,Berlin,5th Quintile,Born in Germany or immigrated <1950,0.94352,86,86,0.89445,0.99260
1986,Schleswig-Holstein,1st Quintile,Born in Germany or immigrated <1950,0.96917,51,51,0.92125,1.01708
1986,Schleswig-Holstein,2nd Quintile,Born in Germany or immigrated <1950,0.93860,70,70,0.88195,0.99524
1986,Schleswig-Holstein,3rd Quintile,Born in Germany or immigrated <1950,0.94189,46,46,0.87354,1.01025
1986,Schleswig-Holstein,4th Quintile,Born in Germany or immigrated <1950,0.96872,60,60,0.92430,1.01314
1986,Schleswig-Holstein,5th Quintile,Born in Germany or immigrated <1950,0.99242,58,58,0.96989,1.01494
1986,Hamburg,2nd Quintile,Born in Germany or immigrated <1950,0.92370,33,33,0.83172,1.01568
1986,Hamburg,3rd Quintile,Born in Germany or immigrated <1950,0.92277,34,34,0.83168,1.01385
1986,Hamburg,4th Quintile,Born in Germany or immigrated <1950,0.92731,44,44,0.84971,1.00491
1986,Hamburg,5th Quintile,Born in Germany or immigrated <1950,0.96901,57,57,0.92363,1.01440
1986,Lower Saxony,1st Quintile,Born in Germany or immigrated <1950,0.92874,182,237,0.89591,0.96156
1986,Lower Saxony,1st Quintile,Not born in Germany,0.07126,55,237,0.03844,0.10409
1986,Lower Saxony,2nd Quintile,Born in Germany or immigrated <1950,0.93340,168,215,0.89999,0.96680
1986,Lower Saxony,2nd Quintile,Not born in Germany,0.06660,47,215,0.03320,0.10001
1986,Lower Saxony,3rd Quintile,Born in Germany or immigrated <1950,0.93670,202,202,0.90303,0.97036
1986,Lower Saxony,4th Quintile,Born in Germany or immigrated <1950,0.92793,180,180,0.89005,0.96582
1986,Lower Saxony,5th Quintile,Born in Germany or immigrated <1950,0.95550,204,204,0.92714,0.98387
1986,North Rhine-Westphalia,1st Quintile,Born in Germany or immigrated <1950,0.84873,355,627,0.82066,0.87680
1986,North Rhine-Westphalia,1st Quintile,Not born in Germany,0.15127,272,627,0.12320,0.17934
1986,North Rhine-Westphalia,2nd Quintile,Born in Germany or immigrated <1950,0.86758,352,543,0.83904,0.89611
1986,North Rhine-Westphalia,2nd Quintile,Not born in Germany,0.13242,191,543,0.10389,0.16096
1986,North Rhine-Westphalia,3rd Quintile,Born in Germany or immigrated <1950,0.91891,441,560,0.89628,0.94154
1986,North Rhine-Westphalia,3rd Quintile,Not born in Germany,0.08109,119,560,0.05846,0.10372
1986,North Rhine-Westphalia,4th Quintile,Born in Germany or immigrated <1950,0.91924,469,586,0.89716,0.94132
1986,North Rhine-Westphalia,4th Quintile,Not born in Germany,0.08076,117,586,0.05868,0.10284
1986,North Rhine-Westphalia,5th Quintile,Born in Germany or immigrated <1950,0.92239,465,539,0.89978,0.94500
1986,North Rhine-Westphalia,5th Quintile,Not born in Germany,0.07761,74,539,0.05500,0.10022
1986,Hesse,1st Quintile,Born in Germany or immigrated <1950,0.79323,114,237,0.74156,0.84490
1986,Hesse,1st Quintile,Not born in Germany,0.20677,123,237,0.15510,0.25844
1986,Hesse,2nd Quintile,Born in Germany or immigrated <1950,0.83878,114,196,0.78716,0.89039
1986,Hesse,2nd Quintile,Not born in Germany,0.16122,82,196,0.10961,0.21284
1986,Hesse,3rd Quintile,Born in Germany or immigrated <1950,0.82876,83,141,0.76635,0.89116
1986,Hesse,3rd Quintile,Not born in Germany,0.17124,58,141,0.10884,0.23365
1986,Hesse,4th Quintile,Born in Germany or immigrated <1950,0.87900,169,249,0.83841,0.91959
1986,Hesse,4th Quintile,Not born in Germany,0.12100,80,249,0.08041,0.16159
1986,Hesse,5th Quintile,Born in Germany or immigrated <1950,0.93649,190,225,0.90455,0.96843
1986,Hesse,5th Quintile,Not born in Germany,0.06351,35,225,0.03157,0.09545
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Born in Germany or immigrated <1950,0.93814,127,127,0.89608,0.98020
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Born in Germany or immigrated <1950,0.94769,149,149,0.91182,0.98356
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Born in Germany or immigrated <1950,0.90851,114,159,0.86356,0.95347
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Not born in Germany,0.09149,45,159,0.04653,0.13644
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Born in Germany or immigrated <1950,0.95305,140,140,0.91789,0.98822
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Born in Germany or immigrated <1950,0.93333,113,113,0.88714,0.97953
1986,Baden-Wuerttemberg,1st Quintile,Born in Germany or immigrated <1950,0.85180,180,334,0.81363,0.88996
1986,Baden-Wuerttemberg,1st Quintile,Not born in Germany,0.14820,154,334,0.11004,0.18637
1986,Baden-Wuerttemberg,2nd Quintile,Born in Germany or immigrated <1950,0.78264,225,428,0.74352,0.82176
1986,Baden-Wuerttemberg,2nd Quintile,Not born in Germany,0.21736,203,428,0.17824,0.25648
1986,Baden-Wuerttemberg,3rd Quintile,Born in Germany or immigrated <1950,0.84368,261,429,0.80928,0.87809
1986,Baden-Wuerttemberg,3rd Quintile,Not born in Germany,0.15632,168,429,0.12191,0.19072
1986,Baden-Wuerttemberg,4th Quintile,Born in Germany or immigrated <1950,0.86292,253,412,0.82967,0.89617
1986,Baden-Wuerttemberg,4th Quintile,Not born in Germany,0.13708,159,412,0.10383,0.17033
1986,Baden-Wuerttemberg,5th Quintile,Born in Germany or immigrated <1950,0.91118,303,385,0.88272,0.93963
1986,Baden-Wuerttemberg,5th Quintile,Not born in Germany,0.08882,82,385,0.06037,0.11728
1986,Bavaria,1st Quintile,Born in Germany or immigrated <1950,0.87017,188,281,0.83080,0.90954
1986,Bavaria,1st Quintile,Not born in Germany,0.12983,93,281,0.09046,0.16920
1986,Bavaria,2nd Quintile,Born in Germany or immigrated <1950,0.90924,250,329,0.87815,0.94033
1986,Bavaria,2nd Quintile,Not born in Germany,0.09076,79,329,0.05967,0.12185
1986,Bavaria,3rd Quintile,Born in Germany or immigrated <1950,0.90183,305,399,0.87260,0.93106
1986,Bavaria,3rd Quintile,Not born in Germany,0.09817,94,399,0.06894,0.12740
1986,Bavaria,4th Quintile,Born in Germany or immigrated <1950,0.94051,312,379,0.91666,0.96435
1986,Bavaria,4th Quintile,Not born in Germany,0.05949,67,379,0.03565,0.08334
1986,Bavaria,5th Quintile,Born in Germany or immigrated <1950,0.92966,345,385,0.90408,0.95524
1986,Bavaria,5th Quintile,Not born in Germany,0.07034,40,385,0.04476,0.09592
1986,Berlin,1st Quintile,Not born in Germany,0.28799,36,36,0.13796,0.43801
1986,Berlin,2nd Quintile,Born in Germany or immigrated <1950,0.80352,33,33,0.66585,0.94119
1986,Berlin,3rd Quintile,Born in Germany or immigrated <1950,0.97004,54,54,0.92414,1.01594
1986,Berlin,4th Quintile,Born in Germany or immigrated <1950,0.93118,67,67,0.87011,0.99226
1986,Berlin,5th Quintile,Born in Germany or immigrated <1950,0.91440,65,65,0.84585,0.98294
1987,Schleswig-Holstein,1st Quintile,Born in Germany or immigrated <1950,0.93597,52,52,0.86879,1.00316
1987,Schleswig-Holstein,2nd Quintile,Born in Germany or immigrated <1950,0.97102,64,64,0.92960,1.01244
1987,Schleswig-Holstein,3rd Quintile,Born in Germany or immigrated <1950,0.93549,54,54,0.86935,1.00163
1987,Schleswig-Holstein,4th Quintile,Born in Germany or immigrated <1950,0.95419,48,48,0.89442,1.01396
1987,Schleswig-Holstein,5th Quintile,Born in Germany or immigrated <1950,0.98736,65,65,0.95999,1.01473
1987,Hamburg,4th Quintile,Born in Germany or immigrated <1950,0.95919,40,40,0.89709,1.02128
1987,Hamburg,5th Quintile,Born in Germany or immigrated <1950,0.96252,54,54,0.91138,1.01365
1987,Lower Saxony,1st Quintile,Born in Germany or immigrated <1950,0.92416,183,244,0.89087,0.95744
1987,Lower Saxony,1st Quintile,Not born in Germany,0.07584,61,244,0.04256,0.10913
1987,Lower Saxony,2nd Quintile,Born in Germany or immigrated <1950,0.95099,166,200,0.92100,0.98099
1987,Lower Saxony,2nd Quintile,Not born in Germany,0.04901,34,200,0.01901,0.07900
1987,Lower Saxony,3rd Quintile,Born in Germany or immigrated <1950,0.93085,194,194,0.89505,0.96664
1987,Lower Saxony,4th Quintile,Born in Germany or immigrated <1950,0.92200,198,198,0.88455,0.95945
1987,Lower Saxony,5th Quintile,Born in Germany or immigrated <1950,0.95318,195,195,0.92345,0.98290
1987,North Rhine-Westphalia,1st Quintile,Born in Germany or immigrated <1950,0.84307,358,628,0.81460,0.87154
1987,North Rhine-Westphalia,1st Quintile,Not born in Germany,0.15693,270,628,0.12846,0.18540
1987,North Rhine-Westphalia,2nd Quintile,Born in Germany or immigrated <1950,0.87691,385,589,0.85035,0.90346
1987,North Rhine-Westphalia,2nd Quintile,Not born in Germany,0.12309,204,589,0.09654,0.14965
1987,North Rhine-Westphalia,3rd Quintile,Born in Germany or immigrated <1950,0.89868,419,541,0.87323,0.92413
1987,North Rhine-Westphalia,3rd Quintile,Not born in Germany,0.10132,122,541,0.07587,0.12677
1987,North Rhine-Westphalia,4th Quintile,Born in Germany or immigrated <1950,0.92862,420,509,0.90623,0.95101
1987,North Rhine-Westphalia,4th Quintile,Not born in Germany,0.07138,89,509,0.04899,0.09377
1987,North Rhine-Westphalia,5th Quintile,Born in Germany or immigrated <1950,0.91610,481,560,0.89312,0.93909
1987,North Rhine-Westphalia,5th Quintile,Not born in Germany,0.08390,79,560,0.06091,0.10688
1987,Hesse,1st Quintile,Born in Germany or immigrated <1950,0.78644,102,226,0.73289,0.83999
1987,Hesse,1st Quintile,Not born in Germany,0.21356,124,226,0.16001,0.26711
1987,Hesse,2nd Quintile,Born in Germany or immigrated <1950,0.75594,98,187,0.69421,0.81767
1987,Hesse,2nd Quintile,Not born in Germany,0.24406,89,187,0.18233,0.30579
1987,Hesse,3rd Quintile,Born in Germany or immigrated <1950,0.81581,100,178,0.75870,0.87292
1987,Hesse,3rd Quintile,Not born in Germany,0.18419,78,178,0.12708,0.24130
1987,Hesse,4th Quintile,Born in Germany or immigrated <1950,0.91093,184,250,0.87555,0.94631
1987,Hesse,4th Quintile,Not born in Germany,0.08907,66,250,0.05369,0.12445
1987,Hesse,5th Quintile,Born in Germany or immigrated <1950,0.92563,178,215,0.89047,0.96078
1987,Hesse,5th Quintile,Not born in Germany,0.07437,37,215,0.03922,0.10953
1987,"Rhineland-Palatinate, Saarland",1st Quintile,Born in Germany or immigrated <1950,0.95320,131,131,0.91689,0.98951
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Born in Germany or immigrated <1950,0.94561,125,158,0.91014,0.98109
1987,"Rhineland-Palatinate, Saarland",2nd Quintile,Not born in Germany,0.05439,33,158,0.01891,0.08986
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Born in Germany or immigrated <1950,0.94113,139,171,0.90575,0.97651
1987,"Rhineland-Palatinate, Saarland",3rd Quintile,Not born in Germany,0.05887,32,171,0.02349,0.09425
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Born in Germany or immigrated <1950,0.89978,123,154,0.85220,0.94737
1987,"Rhineland-Palatinate, Saarland",4th Quintile,Not born in Germany,0.10022,31,154,0.05263,0.14780
1987,"Rhineland-Palatinate, Saarland",5th Quintile,Born in Germany or immigrated <1950,0.94198,118,118,0.89962,0.98434
1987,Baden-Wuerttemberg,1st Quintile,Born in Germany or immigrated <1950,0.81294,141,298,0.76859,0.85729
1987,Baden-Wuerttemberg,1st Quintile,Not born in Germany,0.18706,157,298,0.14271,0.23141
1987,Baden-Wuerttemberg,2nd Quintile,Born in Germany or immigrated <1950,0.80052,237,421,0.76230,0.83874
1987,Baden-Wuerttemberg,2nd Quintile,Not born in Germany,0.19948,184,421,0.16126,0.23770
1987,Baden-Wuerttemberg,3rd Quintile,Born in Germany or immigrated <1950,0.85353,250,415,0.81947,0.88759
1987,Baden-Wuerttemberg,3rd Quintile,Not born in Germany,0.14647,165,415,0.11241,0.18053
1987,Baden-Wuerttemberg,4th Quintile,Born in Germany or immigrated <1950,0.82784,280,456,0.79315,0.86253
1987,Baden-Wuerttemberg,4th Quintile,Not born in Germany,0.17216,176,456,0.13747,0.20685
1987,Baden-Wuerttemberg,5th Quintile,Born in Germany or immigrated <1950,0.91656,295,371,0.88838,0.94474
1987,Baden-Wuerttemberg,5th Quintile,Not born in Germany,0.08344,76,371,0.05526,0.11162
1987,Bavaria,1st Quintile,Born in Germany or immigrated <1950,0.87098,201,286,0.83206,0.90990
1987,Bavaria,1st Quintile,Not born in Germany,0.12902,85,286,0.09010,0.16794
1987,Bavaria,2nd Quintile,Born in Germany or immigrated <1950,0.91304,265,337,0.88292,0.94317
1987,Bavaria,2nd Quintile,Not born in Germany,0.08696,72,337,0.05683,0.11708
1987,Bavaria,3rd Quintile,Born in Germany or immigrated <1950,0.90249,282,372,0.87230,0.93267
1987,Bavaria,3rd Quintile,Not born in Germany,0.09751,90,372,0.06733,0.12770
1987,Bavaria,4th Quintile,Born in Germany or immigrated <1950,0.93161,288,351,0.90517,0.95806
1987,Bavaria,4th Quintile,Not born in Germany,0.06839,63,351,0.04194,0.09483
1987,Bavaria,5th Quintile,Born in Germany or immigrated <1950,0.92376,329,377,0.89694,0.95059
1987,Bavaria,5th Quintile,Not born in Germany,0.07624,48,377,0.04941,0.10306
1987,Berlin,2nd Quintile,Not born in Germany,0.20569,31,31,0.06105,0.35033
1987,Berlin,3rd Quintile,Born in Germany or immigrated <1950,0.86756,58,58,0.77956,0.95556
1987,Berlin,4th Quintile,Born in Germany or immigrated <1950,0.94485,72,72,0.89175,0.99795
1987,Berlin,5th Quintile,Born in Germany or immigrated <1950,0.94130,70,70,0.88583,0.99676
1988,Schleswig-Holstein,1st Quintile,Born in Germany or immigrated <1950,0.93991,49,49,0.87267,1.00714
1988,Schleswig-Holstein,2nd Quintile,Born in Germany or immigrated <1950,0.97957,63,63,0.94435,1.01478
