year,bula_h,migback,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.22076,35,35,0.08134,0.36017
1987,Berlin,No migration background,Born in Germany or immigrated <1950,0.89979,244,244,0.86203,0.93755
1987,Berlin,Direct migration background,Not born in Germany,0.89593,113,113,0.83938,0.95248
1988,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.80665,277,277,0.76005,0.85324
1988,Schleswig-Holstein,Direct migration background,Not born in Germany,0.95627,45,45,0.89585,1.01669
1988,Hamburg,No migration background,Born in Germany or immigrated <1950,0.94338,147,147,0.90589,0.98087
1988,Hamburg,Direct migration background,Not born in Germany,0.91635,51,51,0.83960,0.99309
1988,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.85909,866,866,0.83591,0.88228
1988,Lower Saxony,Direct migration background,Not born in Germany,0.93431,167,167,0.89662,0.97200
1988,Bremen,No migration background,Born in Germany or immigrated <1950,0.90523,79,79,0.84022,0.97023
1988,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.84625,1935,1935,0.83018,0.86233
1988,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.94153,694,694,0.92406,0.95900
1988,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.12658,63,63,0.04381,0.20934
1988,Hesse,No migration background,Born in Germany or immigrated <1950,0.85367,602,602,0.82541,0.88193
1988,Hesse,Direct migration background,Not born in Germany,0.91746,379,379,0.88972,0.94521
1988,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.87758,601,601,0.85135,0.90380
1988,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.94993,129,129,0.91214,0.98771
1988,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.84105,1104,1104,0.81947,0.86263
1988,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.94368,724,724,0.92688,0.96049
1988,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.19272,58,58,0.09032,0.29512
1988,Bavaria,No migration background,Born in Germany or immigrated <1950,0.84410,1246,1246,0.82395,0.86425
1988,Bavaria,Direct migration background,Not born in Germany,0.92868,360,360,0.90206,0.95530
1988,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.23429,41,41,0.10303,0.36555
1988,Berlin,No migration background,Born in Germany or immigrated <1950,0.89321,226,226,0.85286,0.93357
1988,Berlin,Direct migration background,Not born in Germany,0.89911,101,101,0.84007,0.95814
1989,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.78944,260,260,0.73978,0.83909
1989,Schleswig-Holstein,Direct migration background,Not born in Germany,0.98723,40,40,0.95198,1.02247
1989,Hamburg,No migration background,Born in Germany or immigrated <1950,0.94459,142,142,0.90682,0.98235
1989,Hamburg,Direct migration background,Not born in Germany,0.92094,50,50,0.84538,0.99649
1989,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.86474,820,820,0.84132,0.88816
1989,Lower Saxony,Direct migration background,Not born in Germany,0.93810,160,160,0.90065,0.97556
1989,Bremen,No migration background,Born in Germany or immigrated <1950,0.86543,85,85,0.79245,0.93841
1989,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.84898,1865,1865,0.83272,0.86523
1989,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.94672,675,675,0.92976,0.96368
1989,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.16805,75,75,0.08286,0.25325
1989,Hesse,No migration background,Born in Germany or immigrated <1950,0.86283,611,611,0.83553,0.89014
1989,Hesse,Direct migration background,Not born in Germany,0.91794,361,361,0.88958,0.94629
1989,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.88144,565,565,0.85476,0.90812
1989,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.95056,120,120,0.91160,0.98951
1989,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.84274,1051,1051,0.82072,0.86476
1989,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.95086,699,699,0.93482,0.96689
1989,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.19548,63,63,0.09676,0.29419
1989,Bavaria,No migration background,Born in Germany or immigrated <1950,0.84508,1200,1200,0.82460,0.86556
1989,Bavaria,Direct migration background,Not born in Germany,0.95719,362,362,0.93630,0.97807
1989,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.26178,52,52,0.14113,0.38243
1989,Berlin,No migration background,Born in Germany or immigrated <1950,0.89625,220,220,0.85587,0.93664
1989,Berlin,Direct migration background,Not born in Germany,0.93964,101,101,0.89297,0.98632
1990,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.81491,246,246,0.76628,0.86354
1990,Schleswig-Holstein,Direct migration background,Not born in Germany,0.98781,33,33,0.94978,1.02583
1990,Hamburg,No migration background,Born in Germany or immigrated <1950,0.93590,121,121,0.89207,0.97972
1990,Hamburg,Direct migration background,Not born in Germany,0.91660,42,42,0.83197,1.00123
1990,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.86774,804,804,0.84431,0.89117
1990,Lower Saxony,Direct migration background,Not born in Germany,0.94281,155,155,0.90614,0.97949
1990,Bremen,No migration background,Born in Germany or immigrated <1950,0.85427,84,84,0.77836,0.93018
1990,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.83751,1803,1803,0.82048,0.85454
1990,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.96674,671,671,0.95317,0.98032
1990,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.18380,83,83,0.09997,0.26764
1990,Hesse,No migration background,Born in Germany or immigrated <1950,0.86508,606,606,0.83786,0.89231
1990,Hesse,Direct migration background,Not born in Germany,0.92273,349,349,0.89468,0.95079
1990,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.87458,541,541,0.84664,0.90251
1990,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.93598,120,120,0.89200,0.97996
1990,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.83261,1034,1034,0.80984,0.85537
1990,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.96367,685,685,0.94965,0.97769
1990,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.20123,73,73,0.10862,0.29384
1990,Bavaria,No migration background,Born in Germany or immigrated <1950,0.84612,1187,1187,0.82559,0.86666
1990,Bavaria,Direct migration background,Not born in Germany,0.96932,360,360,0.95148,0.98716
1990,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.25156,52,52,0.13247,0.37065
1990,Berlin,No migration background,Born in Germany or immigrated <1950,0.83965,496,496,0.80732,0.87197
1990,Berlin,Direct migration background,Not born in Germany,0.93528,113,113,0.88972,0.98085
1990,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.77136,709,709,0.74043,0.80230
1990,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.79272,494,494,0.75693,0.82850
1990,Saxony,No migration background,Born in Germany or immigrated <1950,0.78879,1299,1299,0.76659,0.81100
1990,Saxony,Direct migration background,Not born in Germany,0.98240,39,39,0.94058,1.02421
1990,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.79992,780,780,0.77182,0.82801
1990,Saxony-Anhalt,Direct migration background,Not born in Germany,0.98800,32,32,0.94967,1.02633
1990,Thuringa,No migration background,Born in Germany or immigrated <1950,0.76769,717,717,0.73676,0.79862
1991,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.78218,259,259,0.73181,0.83254
1991,Schleswig-Holstein,Direct migration background,Not born in Germany,0.98890,35,35,0.95369,1.02411
1991,Hamburg,No migration background,Born in Germany or immigrated <1950,0.92679,118,118,0.87959,0.97399
1991,Hamburg,Direct migration background,Not born in Germany,0.98829,38,38,0.95364,1.02295
1991,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.86237,799,799,0.83846,0.88627
1991,Lower Saxony,Direct migration background,Not born in Germany,0.95029,148,148,0.91515,0.98543
1991,Bremen,No migration background,Born in Germany or immigrated <1950,0.87533,79,79,0.80202,0.94864
1991,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.83597,1796,1796,0.81884,0.85310
1991,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.97579,652,652,0.96398,0.98760
1991,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.22578,99,99,0.14300,0.30855
1991,Hesse,No migration background,Born in Germany or immigrated <1950,0.86406,591,591,0.83640,0.89171
1991,Hesse,Direct migration background,Not born in Germany,0.92566,338,338,0.89765,0.95367
1991,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.22629,38,38,0.09147,0.36112
1991,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.86195,538,538,0.83277,0.89112
1991,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.92518,114,114,0.87667,0.97369
1991,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.83246,1030,1030,0.80965,0.85528
1991,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.97657,683,683,0.96522,0.98792
1991,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.20498,84,84,0.11813,0.29183
1991,Bavaria,No migration background,Born in Germany or immigrated <1950,0.83744,1195,1195,0.81651,0.85836
1991,Bavaria,Direct migration background,Not born in Germany,0.97810,359,359,0.96294,0.99326
1991,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.22629,49,49,0.10791,0.34466
1991,Berlin,No migration background,Born in Germany or immigrated <1950,0.86115,473,473,0.82996,0.89235
1991,Berlin,Direct migration background,Not born in Germany,0.95908,113,113,0.92238,0.99577
1991,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.80463,659,659,0.77434,0.83493
1991,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.79847,460,460,0.76177,0.83517
1991,Saxony,No migration background,Born in Germany or immigrated <1950,0.81586,1188,1188,0.79381,0.83791
1991,Saxony,Direct migration background,Not born in Germany,0.98730,40,40,0.95216,1.02244
1991,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.82164,763,763,0.79446,0.84882
1991,Thuringa,No migration background,Born in Germany or immigrated <1950,0.79072,669,669,0.75987,0.82156
1992,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.77822,236,236,0.72510,0.83134
1992,Hamburg,No migration background,Born in Germany or immigrated <1950,0.91325,108,108,0.85992,0.96658
1992,Hamburg,Direct migration background,Not born in Germany,0.97008,38,38,0.91518,1.02498
1992,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.84750,801,801,0.82259,0.87241
1992,Lower Saxony,Direct migration background,Not born in Germany,0.96766,139,139,0.93815,0.99718
1992,Bremen,No migration background,Born in Germany or immigrated <1950,0.89684,81,81,0.83018,0.96349
1992,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.83124,1776,1776,0.81382,0.84867
1992,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.99202,635,635,0.98509,0.99894
1992,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.26843,112,112,0.18599,0.35087
1992,Hesse,No migration background,Born in Germany or immigrated <1950,0.86680,588,588,0.83931,0.89429
1992,Hesse,Direct migration background,Not born in Germany,0.95451,320,320,0.93164,0.97738
1992,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.30154,45,45,0.16594,0.43715
1992,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.85486,531,531,0.82487,0.88485
1992,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.96466,112,112,0.93031,0.99901
1992,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82387,990,990,0.80013,0.84761
1992,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.98254,673,673,0.97264,0.99245
1992,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.24204,97,97,0.15636,0.32772
1992,Bavaria,No migration background,Born in Germany or immigrated <1950,0.83493,1221,1221,0.81410,0.85576
1992,Bavaria,Direct migration background,Not born in Germany,0.98655,360,360,0.97463,0.99846
1992,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.26438,59,59,0.15088,0.37788
1992,Berlin,No migration background,Born in Germany or immigrated <1950,0.86301,473,473,0.83199,0.89403
1992,Berlin,Direct migration background,Not born in Germany,0.97076,103,103,0.93807,1.00346
1992,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.81212,640,640,0.78184,0.84241
1992,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.80894,402,402,0.77046,0.84742
1992,Saxony,No migration background,Born in Germany or immigrated <1950,0.81762,1119,1119,0.79498,0.84025
1992,Saxony,Direct migration background,Not born in Germany,0.98838,41,41,0.95518,1.02159
1992,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.83793,738,738,0.81133,0.86454
1992,Saxony-Anhalt,Direct migration background,Not born in Germany,0.99070,32,32,0.95690,1.02449
1992,Thuringa,No migration background,Born in Germany or immigrated <1950,0.78945,656,656,0.75823,0.82067
1993,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.80374,247,247,0.75411,0.85337
1993,Schleswig-Holstein,Direct migration background,Not born in Germany,0.98913,32,32,0.95264,1.02563
1993,Hamburg,No migration background,Born in Germany or immigrated <1950,0.92961,106,106,0.88068,0.97854
1993,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.83605,802,802,0.81041,0.86169
1993,Lower Saxony,Direct migration background,Not born in Germany,0.96792,143,143,0.93894,0.99691
1993,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.32833,34,34,0.16810,0.48855
1993,Bremen,No migration background,Born in Germany or immigrated <1950,0.93028,77,77,0.87303,0.98754
1993,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.82431,1738,1738,0.80641,0.84221
1993,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.98982,625,625,0.98194,0.99770
1993,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.33052,138,138,0.25175,0.40929
1993,Hesse,No migration background,Born in Germany or immigrated <1950,0.85851,571,571,0.82990,0.88712
1993,Hesse,Direct migration background,Not born in Germany,0.97523,310,310,0.95790,0.99256
1993,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.32562,51,51,0.19573,0.45551
1993,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.84700,525,525,0.81617,0.87782
1993,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.96461,99,99,0.92803,1.00119
1993,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82618,997,997,0.80265,0.84972
1993,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.98730,666,666,0.97878,0.99581
1993,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.28715,117,117,0.20481,0.36948
1993,Bavaria,No migration background,Born in Germany or immigrated <1950,0.83842,1210,1210,0.81767,0.85917
1993,Bavaria,Direct migration background,Not born in Germany,0.98931,342,342,0.97839,1.00022
1993,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.35336,67,67,0.23803,0.46868
1993,Berlin,No migration background,Born in Germany or immigrated <1950,0.84383,464,464,0.81076,0.87690
1993,Berlin,Direct migration background,Not born in Germany,0.98042,92,92,0.95195,1.00889
1993,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.82047,609,609,0.78996,0.85098
1993,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.78845,392,392,0.74797,0.82893
1993,Saxony,No migration background,Born in Germany or immigrated <1950,0.82137,1077,1077,0.79848,0.84426
1993,Saxony,Direct migration background,Not born in Germany,0.98727,38,38,0.95116,1.02339
1993,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.82694,706,706,0.79902,0.85487
1993,Saxony-Anhalt,Direct migration background,Not born in Germany,0.99019,31,31,0.95491,1.02546
1993,Thuringa,No migration background,Born in Germany or immigrated <1950,0.79960,638,638,0.76852,0.83069
1994,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.81142,255,255,0.76331,0.85953
1994,Hamburg,No migration background,Born in Germany or immigrated <1950,0.89571,103,103,0.83640,0.95503
1994,Hamburg,Direct migration background,Not born in Germany,0.97172,33,33,0.91428,1.02916
1994,Lower Saxony,No migration background,Born in Germany or immigrated <1950,0.83431,798,798,0.80850,0.86012
1994,Lower Saxony,Direct migration background,Not born in Germany,0.99815,133,133,0.99082,1.00548
1994,Lower Saxony,Indirect migration background,Born in Germany or immigrated <1950,0.33134,36,36,0.17540,0.48728
1994,Bremen,No migration background,Born in Germany or immigrated <1950,0.93133,73,73,0.87292,0.98975
1994,North Rhine-Westphalia,No migration background,Born in Germany or immigrated <1950,0.82382,1727,1727,0.80584,0.84179
1994,North Rhine-Westphalia,Direct migration background,Not born in Germany,0.99270,577,577,0.98576,0.99965
1994,North Rhine-Westphalia,Indirect migration background,Born in Germany or immigrated <1950,0.34330,144,144,0.26548,0.42113
1994,Hesse,No migration background,Born in Germany or immigrated <1950,0.86377,566,566,0.83548,0.89205
1994,Hesse,Direct migration background,Not born in Germany,0.98246,298,298,0.96753,0.99739
1994,Hesse,Indirect migration background,Born in Germany or immigrated <1950,0.38598,56,56,0.25732,0.51465
1994,"Rhineland-Palatinate, Saarland",No migration background,Born in Germany or immigrated <1950,0.84043,519,519,0.80889,0.87196
1994,"Rhineland-Palatinate, Saarland",Direct migration background,Not born in Germany,0.96603,102,102,0.93070,1.00136
1994,Baden-Wuerttemberg,No migration background,Born in Germany or immigrated <1950,0.82781,975,975,0.80410,0.85152
1994,Baden-Wuerttemberg,Direct migration background,Not born in Germany,0.98905,632,632,0.98093,0.99717
1994,Baden-Wuerttemberg,Indirect migration background,Born in Germany or immigrated <1950,0.29141,125,125,0.21142,0.37139
1994,Bavaria,No migration background,Born in Germany or immigrated <1950,0.82389,1191,1191,0.80224,0.84553
1994,Bavaria,Direct migration background,Not born in Germany,0.99112,328,328,0.98096,1.00129
1994,Bavaria,Indirect migration background,Born in Germany or immigrated <1950,0.37732,68,68,0.26125,0.49339
1994,Berlin,No migration background,Born in Germany or immigrated <1950,0.84780,446,446,0.81443,0.88118
1994,Berlin,Direct migration background,Not born in Germany,0.98058,87,87,0.95141,1.00974
1994,Brandenburg,No migration background,Born in Germany or immigrated <1950,0.82428,586,586,0.79344,0.85512
1994,Mecklenburg-Western Pomerania,No migration background,Born in Germany or immigrated <1950,0.78890,398,398,0.74875,0.82904
1994,Saxony,No migration background,Born in Germany or immigrated <1950,0.82487,1082,1082,0.80222,0.84753
1994,Saxony,Direct migration background,Not born in Germany,0.98945,41,41,0.95779,1.02111
1994,Saxony-Anhalt,No migration background,Born in Germany or immigrated <1950,0.83444,669,669,0.80625,0.86263
1994,Saxony-Anhalt,Direct migration background,Not born in Germany,0.98714,32,32,0.94747,1.02680
1994,Thuringa,No migration background,Born in Germany or immigrated <1950,0.80009,638,638,0.76903,0.83114
1995,Schleswig-Holstein,No migration background,Born in Germany or immigrated <1950,0.78813,243,243,0.73664,0.83961
