year,pgisced97,sex,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Secondary Level,female,Very often,0.02501,58,1853,0.01790,0.03212
2017,Lower Secondary Level,female,Often,0.06849,143,1853,0.05699,0.08000
2017,Lower Secondary Level,female,Sometimes,0.20274,426,1853,0.18443,0.22105
2017,Lower Secondary Level,female,Seldom,0.38906,664,1853,0.36685,0.41126
2017,Lower Secondary Level,female,Never,0.31470,562,1853,0.29355,0.33585
2017,Upper Secondary Level,male,Very often,0.00945,60,5607,0.00692,0.01198
2017,Upper Secondary Level,male,Often,0.05092,290,5607,0.04517,0.05667
2017,Upper Secondary Level,male,Sometimes,0.18796,1068,5607,0.17774,0.19819
2017,Upper Secondary Level,male,Seldom,0.44475,2343,5607,0.43174,0.45776
2017,Upper Secondary Level,male,Never,0.30691,1846,5607,0.29484,0.31899
2017,Upper Secondary Level,female,Very often,0.01265,88,6725,0.00998,0.01532
2017,Upper Secondary Level,female,Often,0.05563,397,6725,0.05015,0.06111
2017,Upper Secondary Level,female,Sometimes,0.21763,1408,6725,0.20776,0.22749
2017,Upper Secondary Level,female,Seldom,0.41405,2827,6725,0.40228,0.42582
2017,Upper Secondary Level,female,Never,0.30005,2005,6725,0.28909,0.31100
2017,Post-secondary Non-tertiary Level,male,Often,0.06171,42,830,0.04533,0.07809
2017,Post-secondary Non-tertiary Level,male,Sometimes,0.16971,133,830,0.14416,0.19526
2017,Post-secondary Non-tertiary Level,male,Seldom,0.44920,367,830,0.41534,0.48306
2017,Post-secondary Non-tertiary Level,male,Never,0.30528,288,830,0.27393,0.33663
2017,Post-secondary Non-tertiary Level,female,Often,0.06024,79,1394,0.04775,0.07274
2017,Post-secondary Non-tertiary Level,female,Sometimes,0.22314,304,1394,0.20127,0.24500
2017,Post-secondary Non-tertiary Level,female,Seldom,0.40762,615,1394,0.38181,0.43343
2017,Post-secondary Non-tertiary Level,female,Never,0.29635,396,1394,0.27237,0.32033
2017,First Stage of Tertiary Education,male,Sometimes,0.18219,171,909,0.15708,0.20729
2017,First Stage of Tertiary Education,male,Seldom,0.50913,463,909,0.47662,0.54165
2017,First Stage of Tertiary Education,male,Never,0.28076,275,909,0.25153,0.30999
2017,First Stage of Tertiary Education,female,Sometimes,0.19419,126,559,0.16137,0.22702
2017,First Stage of Tertiary Education,female,Seldom,0.44577,281,559,0.40453,0.48701
2017,First Stage of Tertiary Education,female,Never,0.29803,152,559,0.26008,0.33598
2017,Second Stage of Tertiary Education,male,Often,0.02978,122,3412,0.02407,0.03548
2017,Second Stage of Tertiary Education,male,Sometimes,0.17777,593,3412,0.16494,0.19060
2017,Second Stage of Tertiary Education,male,Seldom,0.47130,1592,3412,0.45455,0.48805
2017,Second Stage of Tertiary Education,male,Never,0.31422,1105,3412,0.29864,0.32979
2017,Second Stage of Tertiary Education,female,Very often,0.00719,37,3367,0.00433,0.01004
2017,Second Stage of Tertiary Education,female,Often,0.05572,197,3367,0.04797,0.06347
2017,Second Stage of Tertiary Education,female,Sometimes,0.19884,670,3367,0.18535,0.21232
2017,Second Stage of Tertiary Education,female,Seldom,0.44653,1448,3367,0.42973,0.46332
2017,Second Stage of Tertiary Education,female,Never,0.29172,1015,3367,0.27637,0.30708
2021,No answer / don't know,male,Often,0.03961,32,404,0.02057,0.05866
2021,No answer / don't know,male,Sometimes,0.18068,97,404,0.14312,0.21825
2021,No answer / don't know,male,Seldom,0.52130,141,404,0.47253,0.57007
2021,No answer / don't know,male,Never,0.24566,134,404,0.20363,0.28769
2021,No answer / don't know,female,Often,0.11600,39,348,0.08231,0.14969
2021,No answer / don't know,female,Sometimes,0.22856,100,348,0.18437,0.27274
2021,No answer / don't know,female,Seldom,0.44540,119,348,0.39311,0.49770
2021,No answer / don't know,female,Never,0.15172,90,348,0.11397,0.18946
2021,Pre-primary Level,male,Seldom,0.56392,45,45,0.41740,0.71045
2021,Pre-primary Level,female,Seldom,0.61899,37,37,0.46035,0.77763
2021,Primary Level,male,Very often,0.06334,40,491,0.04178,0.08491
2021,Primary Level,male,Often,0.06863,54,491,0.04625,0.09102
2021,Primary Level,male,Sometimes,0.31888,143,491,0.27762,0.36015
2021,Primary Level,male,Seldom,0.27189,73,491,0.23250,0.31129
2021,Primary Level,male,Never,0.27725,181,491,0.23761,0.31688
2021,Primary Level,female,Very often,0.04162,33,419,0.02247,0.06076
2021,Primary Level,female,Often,0.07639,52,419,0.05092,0.10185
2021,Primary Level,female,Sometimes,0.31370,126,419,0.26921,0.35818
2021,Primary Level,female,Seldom,0.32524,70,419,0.28033,0.37015
2021,Primary Level,female,Never,0.24305,138,419,0.20193,0.28417
2021,Lower Secondary Level,male,Often,0.08670,73,760,0.06668,0.10672
2021,Lower Secondary Level,male,Sometimes,0.20255,186,760,0.17396,0.23114
2021,Lower Secondary Level,male,Seldom,0.44204,263,760,0.40671,0.47738
2021,Lower Secondary Level,male,Never,0.24918,238,760,0.21841,0.27996
2021,Lower Secondary Level,female,Very often,0.03252,38,948,0.02123,0.04382
2021,Lower Secondary Level,female,Often,0.09770,101,948,0.07879,0.11661
2021,Lower Secondary Level,female,Sometimes,0.20347,213,948,0.17783,0.22912
2021,Lower Secondary Level,female,Seldom,0.42575,322,948,0.39426,0.45725
2021,Lower Secondary Level,female,Never,0.24055,274,948,0.21333,0.26778
2021,Upper Secondary Level,male,Very often,0.01373,41,3337,0.00978,0.01767
2021,Upper Secondary Level,male,Often,0.05993,215,3337,0.05188,0.06799
2021,Upper Secondary Level,male,Sometimes,0.19216,660,3337,0.17879,0.20553
2021,Upper Secondary Level,male,Seldom,0.45767,1363,3337,0.44076,0.47458
2021,Upper Secondary Level,male,Never,0.27651,1058,3337,0.26133,0.29169
2021,Upper Secondary Level,female,Very often,0.01910,84,3963,0.01484,0.02336
2021,Upper Secondary Level,female,Often,0.05783,242,3963,0.05057,0.06510
2021,Upper Secondary Level,female,Sometimes,0.22920,860,3963,0.21612,0.24229
2021,Upper Secondary Level,female,Seldom,0.41695,1674,3963,0.40159,0.43230
2021,Upper Secondary Level,female,Never,0.27691,1103,3963,0.26298,0.29085
2021,Post-secondary Non-tertiary Level,male,Sometimes,0.22913,135,579,0.19487,0.26340
2021,Post-secondary Non-tertiary Level,male,Seldom,0.49387,273,579,0.45311,0.53463
2021,Post-secondary Non-tertiary Level,male,Never,0.22770,171,579,0.19351,0.26188
2021,Post-secondary Non-tertiary Level,female,Often,0.07612,67,955,0.05929,0.09294
2021,Post-secondary Non-tertiary Level,female,Sometimes,0.20803,209,955,0.18227,0.23379
2021,Post-secondary Non-tertiary Level,female,Seldom,0.45130,408,955,0.41972,0.48288
2021,Post-secondary Non-tertiary Level,female,Never,0.25815,271,955,0.23038,0.28592
2021,First Stage of Tertiary Education,male,Sometimes,0.19381,100,587,0.16180,0.22581
2021,First Stage of Tertiary Education,male,Seldom,0.49200,301,587,0.45152,0.53248
2021,First Stage of Tertiary Education,male,Never,0.28604,186,587,0.24945,0.32263
2021,First Stage of Tertiary Education,female,Sometimes,0.17324,94,368,0.13452,0.21196
2021,First Stage of Tertiary Education,female,Seldom,0.48213,174,368,0.43101,0.53325
2021,First Stage of Tertiary Education,female,Never,0.28920,100,368,0.24282,0.33559
2021,Second Stage of Tertiary Education,male,Very often,0.00712,31,2932,0.00408,0.01017
2021,Second Stage of Tertiary Education,male,Often,0.05112,125,2932,0.04314,0.05909
2021,Second Stage of Tertiary Education,male,Sometimes,0.15517,518,2932,0.14206,0.16827
2021,Second Stage of Tertiary Education,male,Seldom,0.51737,1380,2932,0.49928,0.53546
2021,Second Stage of Tertiary Education,male,Never,0.26922,878,2932,0.25316,0.28528
2021,Second Stage of Tertiary Education,female,Very often,0.01221,47,2713,0.00807,0.01634
2021,Second Stage of Tertiary Education,female,Often,0.05272,175,2713,0.04431,0.06113
2021,Second Stage of Tertiary Education,female,Sometimes,0.24009,598,2713,0.22402,0.25617
2021,Second Stage of Tertiary Education,female,Seldom,0.45246,1185,2713,0.43373,0.47119
2021,Second Stage of Tertiary Education,female,Never,0.24252,708,2713,0.22639,0.25865
