year,migback,pgisced97,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,No migration background,Lower Secondary Level,Sometimes,0.20612,351,1675,0.18674,0.22550
2017,No migration background,Lower Secondary Level,Seldom,0.39977,678,1675,0.37631,0.42324
2017,No migration background,Lower Secondary Level,Never,0.31019,500,1675,0.28803,0.33235
2017,No migration background,Upper Secondary Level,Very often,0.00996,96,9741,0.00799,0.01194
2017,No migration background,Upper Secondary Level,Often,0.05251,507,9741,0.04808,0.05694
2017,No migration background,Upper Secondary Level,Sometimes,0.19540,1852,9741,0.18752,0.20327
2017,No migration background,Upper Secondary Level,Seldom,0.43804,4278,9741,0.42819,0.44789
2017,No migration background,Upper Secondary Level,Never,0.30409,3008,9741,0.29495,0.31322
2017,No migration background,Post-secondary Non-tertiary Level,Often,0.05733,64,1419,0.04523,0.06943
2017,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.17435,234,1419,0.15460,0.19410
2017,No migration background,Post-secondary Non-tertiary Level,Seldom,0.44612,698,1419,0.42024,0.47199
2017,No migration background,Post-secondary Non-tertiary Level,Never,0.31104,423,1419,0.28694,0.33513
2017,No migration background,First Stage of Tertiary Education,Often,0.02780,39,1364,0.01908,0.03653
2017,No migration background,First Stage of Tertiary Education,Sometimes,0.18422,259,1364,0.16364,0.20480
2017,No migration background,First Stage of Tertiary Education,Seldom,0.49933,687,1364,0.47279,0.52588
2017,No migration background,First Stage of Tertiary Education,Never,0.28444,379,1364,0.26049,0.30840
2017,No migration background,Second Stage of Tertiary Education,Often,0.03768,192,5005,0.03241,0.04296
2017,No migration background,Second Stage of Tertiary Education,Sometimes,0.17226,821,5005,0.16180,0.18273
2017,No migration background,Second Stage of Tertiary Education,Seldom,0.47951,2382,5005,0.46566,0.49335
2017,No migration background,Second Stage of Tertiary Education,Never,0.30475,1610,5005,0.29200,0.31750
2017,Direct migration background,No answer / don't know,Sometimes,0.21700,54,173,0.15540,0.27860
2017,Direct migration background,No answer / don't know,Seldom,0.38880,48,173,0.31594,0.46165
2017,Direct migration background,No answer / don't know,Never,0.24779,71,173,0.18327,0.31231
2017,Direct migration background,Primary Level,Very often,0.04361,61,928,0.03046,0.05676
2017,Direct migration background,Primary Level,Often,0.11249,109,928,0.09215,0.13283
2017,Direct migration background,Primary Level,Sometimes,0.36481,249,928,0.33382,0.39580
2017,Direct migration background,Primary Level,Seldom,0.23601,197,928,0.20868,0.26335
2017,Direct migration background,Primary Level,Never,0.24308,312,928,0.21547,0.27069
2017,Direct migration background,Lower Secondary Level,Very often,0.02274,44,1154,0.01413,0.03134
2017,Direct migration background,Lower Secondary Level,Often,0.07997,95,1154,0.06431,0.09562
2017,Direct migration background,Lower Secondary Level,Sometimes,0.21242,308,1154,0.18881,0.23602
2017,Direct migration background,Lower Secondary Level,Seldom,0.37353,347,1154,0.34561,0.40145
2017,Direct migration background,Lower Secondary Level,Never,0.31135,360,1154,0.28463,0.33808
2017,Direct migration background,Upper Secondary Level,Very often,0.02134,41,1909,0.01485,0.02782
2017,Direct migration background,Upper Secondary Level,Often,0.06593,140,1909,0.05480,0.07707
2017,Direct migration background,Upper Secondary Level,Sometimes,0.25028,483,1909,0.23084,0.26971
2017,Direct migration background,Upper Secondary Level,Seldom,0.35547,616,1909,0.33400,0.37695
2017,Direct migration background,Upper Secondary Level,Never,0.30698,629,1909,0.28628,0.32767
2017,Direct migration background,Post-secondary Non-tertiary Level,Often,0.07670,53,690,0.05683,0.09657
2017,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.26023,181,690,0.22747,0.29299
2017,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.37878,234,690,0.34256,0.41500
2017,Direct migration background,Post-secondary Non-tertiary Level,Never,0.26204,222,690,0.22921,0.29488
2017,Direct migration background,First Stage of Tertiary Education,Seldom,0.34163,40,40,0.19279,0.49048
2017,Direct migration background,Second Stage of Tertiary Education,Very often,0.01218,41,1526,0.00667,0.01768
2017,Direct migration background,Second Stage of Tertiary Education,Often,0.06350,120,1526,0.05126,0.07574
2017,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.25958,398,1526,0.23758,0.28159
2017,Direct migration background,Second Stage of Tertiary Education,Seldom,0.36666,540,1526,0.34247,0.39084
2017,Direct migration background,Second Stage of Tertiary Education,Never,0.29808,427,1526,0.27513,0.32104
2017,Indirect migration background,No answer / don't know,Seldom,0.41162,41,80,0.30309,0.52014
2017,Indirect migration background,No answer / don't know,Never,0.31820,39,80,0.21549,0.42091
2017,Indirect migration background,Pre-primary Level,Seldom,0.47399,35,74,0.35944,0.58853
2017,Indirect migration background,Pre-primary Level,Never,0.40030,39,74,0.28790,0.51270
2017,Indirect migration background,Lower Secondary Level,Sometimes,0.23960,61,248,0.18636,0.29283
2017,Indirect migration background,Lower Secondary Level,Seldom,0.36979,97,248,0.30958,0.42999
2017,Indirect migration background,Lower Secondary Level,Never,0.29186,90,248,0.23516,0.34856
2017,Indirect migration background,Upper Secondary Level,Often,0.04057,40,671,0.02563,0.05550
2017,Indirect migration background,Upper Secondary Level,Sometimes,0.23663,141,671,0.20444,0.26881
2017,Indirect migration background,Upper Secondary Level,Seldom,0.43117,276,671,0.39367,0.46867
2017,Indirect migration background,Upper Secondary Level,Never,0.28320,214,671,0.24908,0.31732
2017,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.38151,50,89,0.28002,0.48301
2017,Indirect migration background,Post-secondary Non-tertiary Level,Never,0.33311,39,89,0.23463,0.43159
2017,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.21919,44,245,0.16728,0.27110
2017,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.42030,118,245,0.35837,0.48224
2017,Indirect migration background,Second Stage of Tertiary Education,Never,0.30202,83,245,0.24441,0.35963
2021,No migration background,No answer / don't know,Sometimes,0.18783,67,291,0.14287,0.23278
2021,No migration background,No answer / don't know,Seldom,0.53097,144,291,0.47354,0.58841
2021,No migration background,No answer / don't know,Never,0.20965,80,291,0.16280,0.25650
2021,No migration background,Pre-primary Level,Seldom,0.61341,52,52,0.47976,0.74706
2021,No migration background,Lower Secondary Level,Often,0.07460,78,852,0.05695,0.09226
2021,No migration background,Lower Secondary Level,Sometimes,0.18647,172,852,0.16030,0.21263
2021,No migration background,Lower Secondary Level,Seldom,0.44896,364,852,0.41554,0.48238
2021,No migration background,Lower Secondary Level,Never,0.25951,238,852,0.23006,0.28897
2021,No migration background,Upper Secondary Level,Very often,0.01501,74,5706,0.01186,0.01817
2021,No migration background,Upper Secondary Level,Often,0.05823,341,5706,0.05215,0.06431
2021,No migration background,Upper Secondary Level,Sometimes,0.20566,1132,5706,0.19517,0.21615
2021,No migration background,Upper Secondary Level,Seldom,0.43950,2498,5706,0.42662,0.45238
2021,No migration background,Upper Secondary Level,Never,0.28160,1661,5706,0.26993,0.29327
2021,No migration background,Post-secondary Non-tertiary Level,Often,0.07007,59,1031,0.05448,0.08566
2021,No migration background,Post-secondary Non-tertiary Level,Sometimes,0.20461,203,1031,0.17998,0.22925
2021,No migration background,Post-secondary Non-tertiary Level,Seldom,0.45883,484,1031,0.42840,0.48926
2021,No migration background,Post-secondary Non-tertiary Level,Never,0.26088,285,1031,0.23406,0.28770
2021,No migration background,First Stage of Tertiary Education,Sometimes,0.17910,172,865,0.15353,0.20466
2021,No migration background,First Stage of Tertiary Education,Seldom,0.49793,436,865,0.46459,0.53127
2021,No migration background,First Stage of Tertiary Education,Never,0.28255,257,865,0.25252,0.31257
2021,No migration background,Second Stage of Tertiary Education,Very often,0.00712,33,4077,0.00454,0.00970
2021,No migration background,Second Stage of Tertiary Education,Often,0.04397,163,4077,0.03767,0.05026
2021,No migration background,Second Stage of Tertiary Education,Sometimes,0.19110,729,4077,0.17903,0.20317
2021,No migration background,Second Stage of Tertiary Education,Seldom,0.49415,1976,4077,0.47880,0.50950
2021,No migration background,Second Stage of Tertiary Education,Never,0.26366,1176,4077,0.25013,0.27719
2021,Direct migration background,No answer / don't know,Often,0.15457,52,414,0.11971,0.18944
2021,Direct migration background,No answer / don't know,Sometimes,0.22742,123,414,0.18699,0.26785
2021,Direct migration background,No answer / don't know,Seldom,0.40901,103,414,0.36159,0.45643
2021,Direct migration background,No answer / don't know,Never,0.18865,136,414,0.15091,0.22638
2021,Direct migration background,Primary Level,Very often,0.04530,65,805,0.03093,0.05968
2021,Direct migration background,Primary Level,Often,0.07964,97,805,0.06093,0.09836
2021,Direct migration background,Primary Level,Sometimes,0.35531,249,805,0.32222,0.38839
2021,Direct migration background,Primary Level,Seldom,0.29080,109,805,0.25941,0.32220
2021,Direct migration background,Primary Level,Never,0.22894,285,805,0.19990,0.25798
2021,Direct migration background,Lower Secondary Level,Very often,0.02734,39,738,0.01556,0.03911
2021,Direct migration background,Lower Secondary Level,Often,0.12926,87,738,0.10504,0.15348
2021,Direct migration background,Lower Secondary Level,Sometimes,0.22951,197,738,0.19915,0.25987
2021,Direct migration background,Lower Secondary Level,Seldom,0.40985,171,738,0.37434,0.44535
2021,Direct migration background,Lower Secondary Level,Never,0.20405,244,738,0.17495,0.23314
2021,Direct migration background,Upper Secondary Level,Very often,0.02556,42,1216,0.01669,0.03444
2021,Direct migration background,Upper Secondary Level,Often,0.07216,100,1216,0.05761,0.08671
2021,Direct migration background,Upper Secondary Level,Sometimes,0.27311,305,1216,0.24805,0.29816
2021,Direct migration background,Upper Secondary Level,Seldom,0.38586,368,1216,0.35848,0.41323
2021,Direct migration background,Upper Secondary Level,Never,0.24331,401,1216,0.21918,0.26744
2021,Direct migration background,Post-secondary Non-tertiary Level,Often,0.06288,34,443,0.04025,0.08551
2021,Direct migration background,Post-secondary Non-tertiary Level,Sometimes,0.26812,125,443,0.22683,0.30942
2021,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.46402,150,443,0.41753,0.51052
2021,Direct migration background,Post-secondary Non-tertiary Level,Never,0.20382,134,443,0.16627,0.24138
2021,Direct migration background,Second Stage of Tertiary Education,Very often,0.02488,45,1362,0.01660,0.03315
2021,Direct migration background,Second Stage of Tertiary Education,Often,0.09924,134,1362,0.08336,0.11513
2021,Direct migration background,Second Stage of Tertiary Education,Sometimes,0.21541,349,1362,0.19357,0.23725
2021,Direct migration background,Second Stage of Tertiary Education,Seldom,0.44047,482,1362,0.41409,0.46684
2021,Direct migration background,Second Stage of Tertiary Education,Never,0.22001,352,1362,0.19800,0.24202
2021,Indirect migration background,Lower Secondary Level,Seldom,0.38150,50,50,0.24549,0.51752
2021,Indirect migration background,Upper Secondary Level,Sometimes,0.19541,85,355,0.15411,0.23672
2021,Indirect migration background,Upper Secondary Level,Seldom,0.47652,171,355,0.42449,0.52855
2021,Indirect migration background,Upper Secondary Level,Never,0.26097,99,355,0.21522,0.30672
2021,Indirect migration background,Post-secondary Non-tertiary Level,Seldom,0.56909,47,47,0.42599,0.71220
2021,Indirect migration background,Second Stage of Tertiary Education,Sometimes,0.19432,38,204,0.13989,0.24875
2021,Indirect migration background,Second Stage of Tertiary Education,Seldom,0.51781,108,204,0.44907,0.58655
2021,Indirect migration background,Second Stage of Tertiary Education,Never,0.25496,58,204,0.19500,0.31491
