year,age_gr,migback,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,46-65 y.,No migration background,Seldom,0.45611,3652,7927,0.44514,0.46707
2013,46-65 y.,No migration background,Never,0.26972,2259,7927,0.25995,0.27950
2013,46-65 y.,Direct migration background,Often,0.06664,64,860,0.04997,0.08332
2013,46-65 y.,Direct migration background,Sometimes,0.26146,212,860,0.23207,0.29085
2013,46-65 y.,Direct migration background,Seldom,0.37769,320,860,0.34527,0.41011
2013,46-65 y.,Direct migration background,Never,0.26974,264,860,0.24006,0.29942
2013,46-65 y.,Indirect migration background,Seldom,0.49492,60,101,0.39692,0.59291
2013,46-65 y.,Indirect migration background,Never,0.30071,41,101,0.21083,0.39059
2013,66 and older,No migration background,Very often,0.01156,49,4521,0.00844,0.01467
2013,66 and older,No migration background,Often,0.04832,200,4521,0.04207,0.05457
2013,66 and older,No migration background,Sometimes,0.19597,809,4521,0.18440,0.20754
2013,66 and older,No migration background,Seldom,0.38719,1784,4521,0.37299,0.40139
2013,66 and older,No migration background,Never,0.35696,1679,4521,0.34299,0.37093
2013,66 and older,Direct migration background,Often,0.09392,34,370,0.06416,0.12369
2013,66 and older,Direct migration background,Sometimes,0.24370,89,370,0.19989,0.28750
2013,66 and older,Direct migration background,Seldom,0.25919,110,370,0.21448,0.30390
2013,66 and older,Direct migration background,Never,0.39060,137,370,0.34082,0.44038
2019,17-29 y.,Direct migration background,Never,0.52678,57,57,0.39601,0.65755
2019,30-45 y.,Direct migration background,Never,0.42860,37,37,0.26694,0.59026
2021,17-29 y.,No migration background,Very often,0.01743,31,1758,0.01131,0.02354
2021,17-29 y.,No migration background,Often,0.07716,145,1758,0.06468,0.08964
2021,17-29 y.,No migration background,Sometimes,0.23089,437,1758,0.21118,0.25059
2021,17-29 y.,No migration background,Seldom,0.45219,790,1758,0.42892,0.47546
2021,17-29 y.,No migration background,Never,0.22234,355,1758,0.20289,0.24178
2021,17-29 y.,Direct migration background,Very often,0.04668,35,1009,0.03366,0.05970
2021,17-29 y.,Direct migration background,Often,0.08494,111,1009,0.06773,0.10216
2021,17-29 y.,Direct migration background,Sometimes,0.32699,307,1009,0.29803,0.35595
2021,17-29 y.,Direct migration background,Seldom,0.31107,235,1009,0.28249,0.33964
2021,17-29 y.,Direct migration background,Never,0.23032,321,1009,0.20433,0.25631
2021,17-29 y.,Indirect migration background,Sometimes,0.22629,104,381,0.18422,0.26836
2021,17-29 y.,Indirect migration background,Seldom,0.44022,183,381,0.39031,0.49013
2021,17-29 y.,Indirect migration background,Never,0.24137,94,381,0.19834,0.28439
2021,30-45 y.,No migration background,Very often,0.01778,36,2602,0.01270,0.02285
2021,30-45 y.,No migration background,Often,0.04861,156,2602,0.04034,0.05687
2021,30-45 y.,No migration background,Sometimes,0.20705,540,2602,0.19148,0.22262
2021,30-45 y.,No migration background,Seldom,0.48335,1180,2602,0.46414,0.50255
2021,30-45 y.,No migration background,Never,0.24322,690,2602,0.22673,0.25971
2021,30-45 y.,Direct migration background,Very often,0.02801,125,2294,0.02126,0.03477
2021,30-45 y.,Direct migration background,Often,0.10650,226,2294,0.09387,0.11912
2021,30-45 y.,Direct migration background,Sometimes,0.24925,617,2294,0.23155,0.26696
2021,30-45 y.,Direct migration background,Seldom,0.38797,619,2294,0.36802,0.40791
2021,30-45 y.,Direct migration background,Never,0.22827,707,2294,0.21109,0.24545
2021,30-45 y.,Indirect migration background,Sometimes,0.17920,51,285,0.13459,0.22380
2021,30-45 y.,Indirect migration background,Seldom,0.51147,150,285,0.45333,0.56961
2021,30-45 y.,Indirect migration background,Never,0.27406,84,285,0.22218,0.32594
2021,46-65 y.,No migration background,Very often,0.01445,69,5555,0.01131,0.01759
2021,46-65 y.,No migration background,Often,0.04856,259,5555,0.04290,0.05421
2021,46-65 y.,No migration background,Sometimes,0.18775,964,5555,0.17748,0.19802
2021,46-65 y.,No migration background,Seldom,0.46862,2603,5555,0.45549,0.48174
2021,46-65 y.,No migration background,Never,0.28062,1660,5555,0.26880,0.29244
2021,46-65 y.,Direct migration background,Very often,0.01540,58,1484,0.00913,0.02166
2021,46-65 y.,Direct migration background,Often,0.09168,150,1484,0.07699,0.10637
2021,46-65 y.,Direct migration background,Sometimes,0.25236,368,1484,0.23025,0.27447
2021,46-65 y.,Direct migration background,Seldom,0.42747,457,1484,0.40229,0.45265
2021,46-65 y.,Direct migration background,Never,0.21309,451,1484,0.19225,0.23393
2021,46-65 y.,Indirect migration background,Sometimes,0.17832,32,175,0.12144,0.23519
2021,46-65 y.,Indirect migration background,Seldom,0.52394,84,175,0.44974,0.59815
2021,46-65 y.,Indirect migration background,Never,0.26897,59,175,0.20309,0.33486
2021,66 and older,No migration background,Very often,0.01100,33,3195,0.00739,0.01462
2021,66 and older,No migration background,Often,0.05293,147,3195,0.04517,0.06070
2021,66 and older,No migration background,Sometimes,0.18749,571,3195,0.17395,0.20103
2021,66 and older,No migration background,Seldom,0.44396,1409,3195,0.42673,0.46119
2021,66 and older,No migration background,Never,0.30461,1035,3195,0.28865,0.32057
2021,66 and older,Direct migration background,Sometimes,0.19911,83,301,0.15392,0.24430
2021,66 and older,Direct migration background,Seldom,0.49531,112,301,0.43873,0.55189
2021,66 and older,Direct migration background,Never,0.23420,106,301,0.18627,0.28212
2022,17-29 y.,Direct migration background,Often,0.12342,38,377,0.09017,0.15667
2022,17-29 y.,Direct migration background,Sometimes,0.30669,105,377,0.26008,0.35330
2022,17-29 y.,Direct migration background,Seldom,0.16965,64,377,0.13171,0.20758
2022,17-29 y.,Direct migration background,Never,0.36579,170,377,0.31710,0.41447
2022,30-45 y.,Direct migration background,Very often,0.06236,52,894,0.04650,0.07821
2022,30-45 y.,Direct migration background,Often,0.11073,84,894,0.09015,0.13131
2022,30-45 y.,Direct migration background,Sometimes,0.29603,240,894,0.26609,0.32598
2022,30-45 y.,Direct migration background,Seldom,0.17108,122,894,0.14638,0.19578
2022,30-45 y.,Direct migration background,Never,0.35980,396,894,0.32832,0.39128
2022,46-65 y.,Direct migration background,Very often,0.11926,33,432,0.08866,0.14986
2022,46-65 y.,Direct migration background,Often,0.10831,35,432,0.07897,0.13765
2022,46-65 y.,Direct migration background,Sometimes,0.30937,137,432,0.26574,0.35301
2022,46-65 y.,Direct migration background,Seldom,0.16404,54,432,0.12908,0.19900
2022,46-65 y.,Direct migration background,Never,0.29901,173,432,0.25579,0.34224
