year,pgisced97,sampreg,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Secondary Level,West,Sometimes,0.20752,634,2687,0.19218,0.22286
2017,Lower Secondary Level,West,Seldom,0.39517,976,2687,0.37668,0.41366
2017,Lower Secondary Level,West,Never,0.31207,827,2687,0.29455,0.32960
2017,Lower Secondary Level,East,Often,0.10899,45,400,0.07841,0.13957
2017,Lower Secondary Level,East,Sometimes,0.23385,86,400,0.19231,0.27538
2017,Lower Secondary Level,East,Seldom,0.35237,146,400,0.30550,0.39924
2017,Lower Secondary Level,East,Never,0.28435,123,400,0.24009,0.32861
2017,Upper Secondary Level,West,Very often,0.01038,112,9453,0.00833,0.01242
2017,Upper Secondary Level,West,Often,0.05120,510,9453,0.04675,0.05564
2017,Upper Secondary Level,West,Sometimes,0.20299,1913,9453,0.19488,0.21110
2017,Upper Secondary Level,West,Seldom,0.42839,3946,9453,0.41841,0.43837
2017,Upper Secondary Level,West,Never,0.30705,2972,9453,0.29775,0.31635
2017,Upper Secondary Level,East,Very often,0.01419,36,2879,0.00987,0.01851
2017,Upper Secondary Level,East,Often,0.06245,177,2879,0.05361,0.07129
2017,Upper Secondary Level,East,Sometimes,0.20467,563,2879,0.18993,0.21941
2017,Upper Secondary Level,East,Seldom,0.43085,1224,2879,0.41276,0.44894
2017,Upper Secondary Level,East,Never,0.28784,879,2879,0.27130,0.30438
2017,Post-secondary Non-tertiary Level,West,Often,0.06166,105,1896,0.05083,0.07249
2017,Post-secondary Non-tertiary Level,West,Sometimes,0.20473,376,1896,0.18656,0.22290
2017,Post-secondary Non-tertiary Level,West,Seldom,0.42064,835,1896,0.39841,0.44286
2017,Post-secondary Non-tertiary Level,West,Never,0.29894,580,1896,0.27833,0.31955
2017,Post-secondary Non-tertiary Level,East,Sometimes,0.16363,61,312,0.12251,0.20474
2017,Post-secondary Non-tertiary Level,East,Seldom,0.46325,147,312,0.40783,0.51867
2017,Post-secondary Non-tertiary Level,East,Never,0.30976,104,312,0.25837,0.36115
2017,First Stage of Tertiary Education,West,Often,0.03604,37,1127,0.02516,0.04693
2017,First Stage of Tertiary Education,West,Sometimes,0.19196,225,1127,0.16895,0.21496
2017,First Stage of Tertiary Education,West,Seldom,0.47064,549,1127,0.44149,0.49980
2017,First Stage of Tertiary Education,West,Never,0.29705,316,1127,0.27036,0.32374
2017,First Stage of Tertiary Education,East,Sometimes,0.16735,72,378,0.12967,0.20504
2017,First Stage of Tertiary Education,East,Seldom,0.54244,195,378,0.49215,0.59273
2017,First Stage of Tertiary Education,East,Never,0.25175,111,378,0.20794,0.29556
2017,Second Stage of Tertiary Education,West,Very often,0.00707,59,5344,0.00482,0.00931
2017,Second Stage of Tertiary Education,West,Often,0.03985,243,5344,0.03461,0.04510
2017,Second Stage of Tertiary Education,West,Sometimes,0.19094,1009,5344,0.18040,0.20148
2017,Second Stage of Tertiary Education,West,Seldom,0.45519,2373,5344,0.44184,0.46855
2017,Second Stage of Tertiary Education,West,Never,0.30695,1660,5344,0.29458,0.31931
2017,Second Stage of Tertiary Education,East,Often,0.05190,76,1457,0.04051,0.06330
2017,Second Stage of Tertiary Education,East,Sometimes,0.17286,254,1457,0.15344,0.19228
2017,Second Stage of Tertiary Education,East,Seldom,0.47992,667,1457,0.45426,0.50559
2017,Second Stage of Tertiary Education,East,Never,0.28832,460,1457,0.26505,0.31159
2021,No answer / don't know,West,Often,0.06238,58,639,0.04361,0.08115
2021,No answer / don't know,West,Sometimes,0.21317,170,639,0.18139,0.24495
2021,No answer / don't know,West,Seldom,0.47765,221,639,0.43889,0.51641
2021,No answer / don't know,West,Never,0.21684,190,639,0.18486,0.24882
2021,No answer / don't know,East,Seldom,0.57049,39,73,0.45615,0.68483
2021,No answer / don't know,East,Never,0.14382,34,73,0.06276,0.22488
2021,Pre-primary Level,West,Seldom,0.58898,66,102,0.49302,0.68494
2021,Pre-primary Level,West,Never,0.16884,36,102,0.09578,0.24190
2021,Primary Level,West,Very often,0.05270,64,791,0.03712,0.06828
2021,Primary Level,West,Often,0.06364,87,791,0.04662,0.08066
2021,Primary Level,West,Sometimes,0.33840,233,791,0.30541,0.37140
2021,Primary Level,West,Seldom,0.29621,130,791,0.26437,0.32804
2021,Primary Level,West,Never,0.24905,277,791,0.21889,0.27921
2021,Primary Level,East,Sometimes,0.17005,36,78,0.08614,0.25396
2021,Primary Level,East,Never,0.35124,42,78,0.24462,0.45787
2021,Lower Secondary Level,West,Very often,0.02159,48,1481,0.01419,0.02900
2021,Lower Secondary Level,West,Often,0.08917,141,1481,0.07465,0.10369
2021,Lower Secondary Level,West,Sometimes,0.20770,351,1481,0.18704,0.22837
2021,Lower Secondary Level,West,Seldom,0.43517,494,1481,0.40991,0.46043
2021,Lower Secondary Level,West,Never,0.24636,447,1481,0.22441,0.26831
2021,Lower Secondary Level,East,Often,0.12517,33,237,0.08295,0.16739
2021,Lower Secondary Level,East,Sometimes,0.16469,48,237,0.11737,0.21201
2021,Lower Secondary Level,East,Seldom,0.41053,91,237,0.34777,0.47329
2021,Lower Secondary Level,East,Never,0.22575,65,237,0.17241,0.27909
2021,Upper Secondary Level,West,Very often,0.01654,104,5633,0.01321,0.01987
2021,Upper Secondary Level,West,Often,0.05072,342,5633,0.04499,0.05645
2021,Upper Secondary Level,West,Sometimes,0.21102,1211,5633,0.20036,0.22167
2021,Upper Secondary Level,West,Seldom,0.44303,2317,5633,0.43005,0.45600
2021,Upper Secondary Level,West,Never,0.27870,1659,5633,0.26699,0.29041
2021,Upper Secondary Level,East,Often,0.09377,115,1648,0.07970,0.10785
2021,Upper Secondary Level,East,Sometimes,0.21578,311,1648,0.19591,0.23564
2021,Upper Secondary Level,East,Seldom,0.40563,720,1648,0.38192,0.42934
2021,Upper Secondary Level,East,Never,0.26806,502,1648,0.24667,0.28946
2021,Post-secondary Non-tertiary Level,West,Often,0.06011,84,1343,0.04739,0.07283
2021,Post-secondary Non-tertiary Level,West,Sometimes,0.21926,302,1343,0.19712,0.24139
2021,Post-secondary Non-tertiary Level,West,Seldom,0.46585,577,1343,0.43916,0.49254
2021,Post-secondary Non-tertiary Level,West,Never,0.24993,380,1343,0.22676,0.27309
2021,Post-secondary Non-tertiary Level,East,Sometimes,0.19708,43,209,0.14302,0.25114
2021,Post-secondary Non-tertiary Level,East,Seldom,0.48534,104,209,0.41742,0.55326
2021,Post-secondary Non-tertiary Level,East,Never,0.21672,62,209,0.16073,0.27271
2021,First Stage of Tertiary Education,West,Sometimes,0.20327,155,700,0.17344,0.23311
2021,First Stage of Tertiary Education,West,Seldom,0.46283,339,700,0.42587,0.49980
2021,First Stage of Tertiary Education,West,Never,0.29989,206,700,0.26592,0.33386
2021,First Stage of Tertiary Education,East,Sometimes,0.13242,39,255,0.09074,0.17410
2021,First Stage of Tertiary Education,East,Seldom,0.57186,136,255,0.51100,0.63271
2021,First Stage of Tertiary Education,East,Never,0.24583,80,255,0.19288,0.29878
2021,Second Stage of Tertiary Education,West,Very often,0.00856,58,4465,0.00585,0.01126
2021,Second Stage of Tertiary Education,West,Often,0.05381,245,4465,0.04719,0.06043
2021,Second Stage of Tertiary Education,West,Sometimes,0.19141,892,4465,0.17987,0.20295
2021,Second Stage of Tertiary Education,West,Seldom,0.49185,2034,4465,0.47718,0.50652
2021,Second Stage of Tertiary Education,West,Never,0.25438,1236,4465,0.24160,0.26715
2021,Second Stage of Tertiary Education,East,Often,0.04281,56,1162,0.03117,0.05446
2021,Second Stage of Tertiary Education,East,Sometimes,0.21218,224,1162,0.18866,0.23570
2021,Second Stage of Tertiary Education,East,Seldom,0.46383,532,1162,0.43515,0.49252
2021,Second Stage of Tertiary Education,East,Never,0.26708,350,1162,0.24163,0.29253
