syear,regtyp,sex,plj0588,proportion,n,lower_confidence,upper_confidence
2018,Urban regions,female,2.0,0.040214477211796246,29779,0.03798306745584873,0.04244588696774376
2018,Rural regions,male,4.0,0.03485254691689008,29779,0.03276942297113555,0.03693567086264461
2018,Urban regions,male,1.0,0.029490616621983913,29779,0.027569105898399202,0.03141212734556863
2018,Urban regions,female,1.0,0.02680965147453083,29779,0.024975034120836206,0.028644268828225457
2018,Rural regions,female,2.0,0.021447721179624665,29779,0.01980227526999772,0.02309316708925161
2018,Urban regions,male,2.0,0.021447721179624665,29779,0.01980227526999772,0.02309316708925161
2018,Rural regions,male,2.0,0.01876675603217158,29779,0.017225475306634472,0.02030803675770869
2018,Rural regions,male,1.0,0.013404825737265416,29779,0.012098651552289223,0.014710999922241608
2018,Rural regions,female,1.0,0.010723860589812333,29779,0.00955399662563526,0.011893724553989406
2019,Urban regions,female,5.0,0.16141732283464566,29565,0.15722345110698893,0.1656111945623024
2019,Urban regions,male,5.0,0.16141732283464566,29565,0.15722345110698893,0.1656111945623024
2019,Rural regions,female,5.0,0.08661417322834646,29565,0.08340798698830956,0.08982035946838335
2019,Urban regions,female,4.0,0.07480314960629922,29565,0.07180437278967124,0.0778019264229272
2019,Rural regions,male,5.0,0.06299212598425197,29565,0.060222750247424836,0.0657615017210791
2019,Urban regions,male,4.0,0.06299212598425197,29565,0.060222750247424836,0.0657615017210791
2019,Rural regions,female,3.0,0.05905511811023622,29565,0.05636805421809254,0.0617421820023799
2019,Urban regions,male,3.0,0.05511811023622047,29565,0.05251673469990599,0.057719485772534954
2019,Rural regions,male,4.0,0.04330708661417323,29565,0.040986846705719816,0.04562732652262664
2019,Rural regions,female,4.0,0.04330708661417323,29565,0.040986846705719816,0.04562732652262664
2019,Rural regions,male,3.0,0.03937007874015748,29565,0.03715326948354492,0.04158688799677004
2019,Urban regions,female,3.0,0.03937007874015748,29565,0.03715326948354492,0.04158688799677004
2019,Urban regions,male,2.0,0.027559055118110236,29565,0.02569297231906352,0.02942513791715695
2019,Urban regions,female,2.0,0.027559055118110236,29565,0.02569297231906352,0.02942513791715695
2019,Rural regions,male,2.0,0.01968503937007874,29565,0.018101539293229253,0.021268539446928227
2019,Rural regions,female,1.0,0.011811023622047244,29565,0.010579533589275244,0.013042513654819244
2019,Rural regions,female,2.0,0.007874015748031496,29565,0.00686650733509376,0.008881524160969233
2019,Urban regions,male,1.0,0.007874015748031496,29565,0.00686650733509376,0.008881524160969233
2019,Rural regions,male,1.0,0.003937007874015748,29565,0.0032231797187841204,0.0046508360292473756
2019,Urban regions,female,1.0,0.003937007874015748,29565,0.0032231797187841204,0.0046508360292473756
2021,Urban regions,female,4.0,0.13740856844305122,19931,0.13262886442116265,0.14218827246493979
2021,Urban regions,male,4.0,0.13437826541274817,19931,0.12964326394009346,0.13911326688540288
2021,Urban regions,male,5.0,0.10303030303030303,19931,0.09880981278382024,0.10725079327678581
2021,Urban regions,female,5.0,0.09498432601880878,19931,0.09091384672449997,0.0990548053131176
2021,Urban regions,female,3.0,0.08119122257053292,19931,0.07739930720901252,0.08498313793205332
2021,Rural regions,female,4.0,0.07084639498432602,19931,0.06728439295170231,0.07440839701694972
2021,Urban regions,male,3.0,0.06666666666666667,19931,0.06320357262163949,0.07012976071169384
2021,Rural regions,male,4.0,0.06630094043887147,19931,0.06284668196390292,0.06975519891384002
2021,Rural regions,male,5.0,0.046865203761755486,19931,0.04393097517477265,0.04979943234873832
2021,Rural regions,female,5.0,0.0461337513061651,19931,0.043221394019819254,0.04904610859251095
2021,Rural regions,female,3.0,0.03474399164054336,19931,0.03220154036014347,0.037286442920943255
2021,Rural regions,male,3.0,0.030407523510971788,19931,0.028023685881933966,0.032791361140009606
2021,Urban regions,female,2.0,0.025182863113897596,19931,0.023007630746929027,0.027358095480866165
2021,Urban regions,male,2.0,0.01974921630094044,19931,0.017817536853425853,0.021680895748455026
2021,Rural regions,female,2.0,0.011755485893416929,19931,0.010259098553535607,0.01325187323329825
2021,Rural regions,male,2.0,0.009247648902821317,19931,0.007918756712826002,0.010576541092816631
2021,Urban regions,female,1.0,0.009143155694879833,19931,0.00782172302042175,0.010464588369337915
2021,Urban regions,male,1.0,0.006269592476489028,19931,0.005173756705974515,0.007365428247003541
2021,Rural regions,female,1.0,0.0034482758620689655,19931,0.002634429455482626,0.004262122268655305
2021,Rural regions,male,1.0,0.0022466039707419016,19931,0.0015892997891086896,0.0029039081523751136
