year,pgisced97,regtyp,plj0588,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Upper Secondary Level,Rural regions,Seldom,0.41658,2244,5103,0.40306,0.43011
2013,Upper Secondary Level,Rural regions,Never,0.27730,1457,5103,0.26501,0.28958
2013,Post-secondary Non-tertiary Level,Urban regions,Often,0.04709,81,1257,0.03538,0.05881
2013,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.18062,253,1257,0.15934,0.20189
2013,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.39267,596,1257,0.36566,0.41968
2013,Post-secondary Non-tertiary Level,Urban regions,Never,0.19623,327,1257,0.17426,0.21819
2013,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.23211,110,471,0.19394,0.27027
2013,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.36013,216,471,0.31673,0.40353
2013,Post-secondary Non-tertiary Level,Rural regions,Never,0.23756,145,471,0.19908,0.27604
2013,First Stage of Tertiary Education,Urban regions,Often,0.05195,47,980,0.03805,0.06585
2013,First Stage of Tertiary Education,Urban regions,Sometimes,0.18417,174,980,0.15989,0.20845
2013,First Stage of Tertiary Education,Urban regions,Seldom,0.45795,466,980,0.42674,0.48916
2013,First Stage of Tertiary Education,Urban regions,Never,0.27228,293,980,0.24439,0.30016
2013,First Stage of Tertiary Education,Rural regions,Sometimes,0.24821,156,646,0.21487,0.28155
2013,First Stage of Tertiary Education,Rural regions,Seldom,0.45528,319,646,0.41685,0.49372
2013,First Stage of Tertiary Education,Rural regions,Never,0.24779,171,646,0.21447,0.28110
2013,Second Stage of Tertiary Education,Urban regions,Often,0.03475,148,4144,0.02917,0.04032
2013,Second Stage of Tertiary Education,Urban regions,Sometimes,0.15536,715,4144,0.14433,0.16639
2013,Second Stage of Tertiary Education,Urban regions,Seldom,0.44965,1995,4144,0.43450,0.46480
2013,Second Stage of Tertiary Education,Urban regions,Never,0.25987,1286,4144,0.24652,0.27323
2013,Second Stage of Tertiary Education,Rural regions,Often,0.04955,55,1638,0.03904,0.06006
2013,Second Stage of Tertiary Education,Rural regions,Sometimes,0.17823,283,1638,0.15969,0.19677
2013,Second Stage of Tertiary Education,Rural regions,Seldom,0.49165,865,1638,0.46743,0.51587
2013,Second Stage of Tertiary Education,Rural regions,Never,0.21188,435,1638,0.19208,0.23168
2019,Primary Level,Urban regions,Never,0.00497,31,31,-0.02020,0.03015
2021,Pre-primary Level,Urban regions,Seldom,0.31007,60,91,0.21451,0.40563
2021,Pre-primary Level,Urban regions,Never,0.07161,31,91,0.01834,0.12489
2021,Primary Level,Urban regions,Very often,0.03856,53,706,0.02434,0.05277
2021,Primary Level,Urban regions,Often,0.06767,85,706,0.04913,0.08621
2021,Primary Level,Urban regions,Sometimes,0.26111,212,706,0.22869,0.29354
2021,Primary Level,Urban regions,Seldom,0.28842,107,706,0.25498,0.32186
2021,Primary Level,Urban regions,Never,0.24598,249,706,0.21419,0.27777
2021,Primary Level,Rural regions,Sometimes,0.37840,57,163,0.30372,0.45309
2021,Primary Level,Rural regions,Seldom,0.21233,36,163,0.14935,0.27530
2021,Primary Level,Rural regions,Never,0.22064,70,163,0.15678,0.28449
2021,Lower Secondary Level,Urban regions,Very often,0.02902,49,1122,0.01919,0.03885
2021,Lower Secondary Level,Urban regions,Often,0.08717,112,1122,0.07066,0.10368
2021,Lower Secondary Level,Urban regions,Sometimes,0.20001,274,1122,0.17659,0.22343
2021,Lower Secondary Level,Urban regions,Seldom,0.40995,342,1122,0.38116,0.43874
2021,Lower Secondary Level,Urban regions,Never,0.23649,345,1122,0.21162,0.26137
2021,Lower Secondary Level,Rural regions,Often,0.09099,62,597,0.06790,0.11408
2021,Lower Secondary Level,Rural regions,Sometimes,0.18174,125,597,0.15078,0.21270
2021,Lower Secondary Level,Rural regions,Seldom,0.41455,243,597,0.37500,0.45411
2021,Lower Secondary Level,Rural regions,Never,0.22530,167,597,0.19176,0.25885
2021,Upper Secondary Level,Urban regions,Very often,0.01852,84,4513,0.01459,0.02245
2021,Upper Secondary Level,Urban regions,Often,0.05235,277,4513,0.04585,0.05884
2021,Upper Secondary Level,Urban regions,Sometimes,0.21319,982,4513,0.20124,0.22514
2021,Upper Secondary Level,Urban regions,Seldom,0.42765,1839,4513,0.41322,0.44209
2021,Upper Secondary Level,Urban regions,Never,0.27960,1331,4513,0.26650,0.29270
2021,Upper Secondary Level,Rural regions,Very often,0.01283,41,2789,0.00865,0.01701
2021,Upper Secondary Level,Rural regions,Often,0.06866,180,2789,0.05928,0.07805
2021,Upper Secondary Level,Rural regions,Sometimes,0.20481,540,2789,0.18983,0.21979
2021,Upper Secondary Level,Rural regions,Seldom,0.44040,1198,2789,0.42197,0.45883
2021,Upper Secondary Level,Rural regions,Never,0.26528,830,2789,0.24889,0.28167
2021,Post-secondary Non-tertiary Level,Urban regions,Often,0.06188,71,1146,0.04793,0.07584
2021,Post-secondary Non-tertiary Level,Urban regions,Sometimes,0.20661,248,1146,0.18316,0.23006
2021,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.45895,497,1146,0.43009,0.48782
2021,Post-secondary Non-tertiary Level,Urban regions,Never,0.25089,330,1146,0.22578,0.27601
2021,Post-secondary Non-tertiary Level,Rural regions,Sometimes,0.23688,97,392,0.19474,0.27902
2021,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.45831,183,392,0.40892,0.50770
2021,Post-secondary Non-tertiary Level,Rural regions,Never,0.21503,112,392,0.17431,0.25575
2021,First Stage of Tertiary Education,Urban regions,Sometimes,0.17331,121,565,0.14207,0.20455
2021,First Stage of Tertiary Education,Urban regions,Seldom,0.49722,276,565,0.45595,0.53848
2021,First Stage of Tertiary Education,Urban regions,Never,0.29230,168,565,0.25476,0.32983
2021,First Stage of Tertiary Education,Rural regions,Sometimes,0.20385,73,390,0.16382,0.24389
2021,First Stage of Tertiary Education,Rural regions,Seldom,0.46445,199,390,0.41489,0.51402
2021,First Stage of Tertiary Education,Rural regions,Never,0.27294,118,390,0.22868,0.31721
2021,Second Stage of Tertiary Education,Urban regions,Very often,0.01029,63,4168,0.00723,0.01335
2021,Second Stage of Tertiary Education,Urban regions,Often,0.05122,228,4168,0.04452,0.05791
2021,Second Stage of Tertiary Education,Urban regions,Sometimes,0.19040,817,4168,0.17848,0.20232
2021,Second Stage of Tertiary Education,Urban regions,Seldom,0.49133,1893,4168,0.47615,0.50651
2021,Second Stage of Tertiary Education,Urban regions,Never,0.25348,1167,4168,0.24028,0.26669
2021,Second Stage of Tertiary Education,Rural regions,Often,0.05280,73,1464,0.04134,0.06426
2021,Second Stage of Tertiary Education,Rural regions,Sometimes,0.20422,299,1464,0.18356,0.22488
2021,Second Stage of Tertiary Education,Rural regions,Seldom,0.46183,673,1464,0.43628,0.48737
2021,Second Stage of Tertiary Education,Rural regions,Never,0.25965,419,1464,0.23719,0.28212
2022,Primary Level,Urban regions,Often,0.02047,35,387,0.00634,0.03459
2022,Primary Level,Urban regions,Sometimes,0.07159,125,387,0.04587,0.09731
2022,Primary Level,Urban regions,Seldom,0.03298,59,387,0.01516,0.05079
2022,Primary Level,Urban regions,Never,0.08069,168,387,0.05352,0.10786
2022,Primary Level,Rural regions,Sometimes,0.05728,38,79,0.00571,0.10885
2022,Primary Level,Rural regions,Never,0.05307,41,79,0.00332,0.10281
2022,Lower Secondary Level,Urban regions,Sometimes,0.00798,59,192,-0.00464,0.02059
2022,Lower Secondary Level,Urban regions,Seldom,0.00555,37,192,-0.00499,0.01609
2022,Lower Secondary Level,Urban regions,Never,0.01031,96,192,-0.00402,0.02464
2022,Upper Secondary Level,Urban regions,Sometimes,0.00184,74,240,-0.00359,0.00727
2022,Upper Secondary Level,Urban regions,Seldom,0.00098,33,240,-0.00299,0.00496
2022,Upper Secondary Level,Urban regions,Never,0.00310,133,240,-0.00395,0.01014
2022,Upper Secondary Level,Rural regions,Never,0.00120,41,41,-0.00955,0.01196
2022,Second Stage of Tertiary Education,Urban regions,Sometimes,0.00160,64,181,-0.00424,0.00743
2022,Second Stage of Tertiary Education,Urban regions,Never,0.00223,117,181,-0.00466,0.00911
2022,Second Stage of Tertiary Education,Rural regions,Never,0.00119,31,31,-0.01115,0.01354
