,Unnamed: 0,year,hhtyp,regtyp,hgeqpsol,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
162,162,2015,Other Combinations,Rural regions,No,1.0,60,15723,0.77968,1.29299
163,163,2016,Single-person household,Urban regions,Yes,0.02821,73,14270,0.02296,0.03381
164,164,2016,Single-person household,Urban regions,No,0.97179,2237,14270,0.93504,1.00214
165,165,2016,Single-person household,Rural regions,Yes,0.04712,56,14270,0.03874,0.05611
166,166,2016,Single-person household,Rural regions,No,0.95288,1013,14270,0.91069,0.99679
167,167,2016,Couple without children,Urban regions,Yes,0.09385,244,14270,0.08268,0.10657
168,168,2016,Couple without children,Urban regions,No,0.90615,2320,14270,0.86561,0.94227
169,169,2016,Couple without children,Rural regions,Yes,0.15101,207,14270,0.12654,0.16763
170,170,2016,Couple without children,Rural regions,No,0.84899,1321,14270,0.80758,0.89559
171,171,2016,Single parent,Urban regions,Yes,0.04312,48,14270,0.03582,0.05115
172,172,2016,Single parent,Urban regions,No,0.95688,943,14270,0.88547,1.02835
173,173,2016,Single parent,Rural regions,Yes,0.10559,33,14270,0.0646,0.15911
174,174,2016,Single parent,Rural regions,No,0.89441,500,14270,0.81302,0.9993
175,175,2016,Couple with children,Urban regions,Yes,0.14522,412,14270,0.12787,0.16509
176,176,2016,Couple with children,Urban regions,No,0.85478,2877,14270,0.80903,0.89895
177,177,2016,Couple with children,Rural regions,Yes,0.2042,333,14270,0.17499,0.23516
178,178,2016,Couple with children,Rural regions,No,0.7958,1367,14270,0.73707,0.85212
179,179,2016,Multi-generational household,Urban regions,No,1.0,59,14270,0.73333,1.37157
180,180,2016,Multi-generational household,Rural regions,No,1.0,39,14270,0.63817,1.58178
181,181,2016,Other Combinations,Urban regions,No,1.0,133,14270,0.85977,1.15954
182,182,2016,Other Combinations,Rural regions,No,1.0,55,14270,0.72212,1.33337
183,183,2017,Single-person household,Urban regions,Yes,0.03947,100,15623,0.03291,0.04633
184,184,2017,Single-person household,Urban regions,No,0.96053,2486,15623,0.92969,0.98756
185,185,2017,Single-person household,Rural regions,Yes,0.06265,81,15623,0.05303,0.07257
186,186,2017,Single-person household,Rural regions,No,0.93735,1159,15623,0.88738,0.97912
187,187,2017,Couple without children,Urban regions,Yes,0.09731,296,15623,0.08834,0.10999
188,188,2017,Couple without children,Urban regions,No,0.90269,2588,15623,0.86845,0.93153
189,189,2017,Couple without children,Rural regions,Yes,0.15368,233,15623,0.13545,0.17244
190,190,2017,Couple without children,Rural regions,No,0.84632,1487,15623,0.80563,0.88538
191,191,2017,Single parent,Urban regions,Yes,0.04459,54,15623,0.03624,0.05255
192,192,2017,Single parent,Urban regions,No,0.95541,938,15623,0.89267,1.0294
193,193,2017,Single parent,Rural regions,Yes,0.12436,43,15623,0.08092,0.17786
194,194,2017,Single parent,Rural regions,No,0.87564,502,15623,0.78673,0.97155
195,195,2017,Couple with children,Urban regions,Yes,0.14177,468,15623,0.12866,0.16031
196,196,2017,Couple with children,Urban regions,No,0.85823,3029,15623,0.82684,0.89569
197,197,2017,Couple with children,Rural regions,Yes,0.21326,378,15623,0.18997,0.23926
198,198,2017,Couple with children,Rural regions,No,0.78674,1441,15623,0.73734,0.83872
199,199,2017,Multi-generational household,Urban regions,No,1.0,66,15623,0.75119,1.25087
200,200,2017,Multi-generational household,Rural regions,No,1.0,40,15623,0.57416,1.50518
201,201,2017,Other Combinations,Urban regions,No,1.0,171,15623,0.87181,1.12804
202,202,2017,Other Combinations,Rural regions,No,1.0,63,15623,0.75255,1.3197
203,203,2018,Single-person household,Urban regions,Yes,0.03851,96,15392,0.03179,0.04397
204,204,2018,Single-person household,Urban regions,No,0.96149,2656,15392,0.93596,0.99374
205,205,2018,Single-person household,Rural regions,Yes,0.06366,85,15392,0.05183,0.07755
206,206,2018,Single-person household,Rural regions,No,0.93634,1180,15392,0.88856,0.97772
207,207,2018,Couple without children,Urban regions,Yes,0.09631,284,15392,0.08488,0.10833
208,208,2018,Couple without children,Urban regions,No,0.90369,2573,15392,0.87685,0.93497
209,209,2018,Couple without children,Rural regions,Yes,0.15442,236,15392,0.13741,0.17458
210,210,2018,Couple without children,Rural regions,No,0.84558,1444,15392,0.80456,0.90089
211,211,2018,Single parent,Urban regions,Yes,0.05327,53,15392,0.0384,0.07067
212,212,2018,Single parent,Urban regions,No,0.94673,953,15392,0.87622,1.00778
213,213,2018,Single parent,Rural regions,Yes,0.0962,46,15392,0.06943,0.13289
214,214,2018,Single parent,Rural regions,No,0.9038,458,15392,0.79966,1.01333
215,215,2018,Couple with children,Urban regions,Yes,0.15374,451,15392,0.13635,0.17224
216,216,2018,Couple with children,Urban regions,No,0.84626,2839,15392,0.80783,0.88599
217,217,2018,Couple with children,Rural regions,Yes,0.2057,355,15392,0.18005,0.23137
218,218,2018,Couple with children,Rural regions,No,0.7943,1370,15392,0.74017,0.85041
219,219,2018,Multi-generational household,Urban regions,No,1.0,70,15392,0.72591,1.31247
220,220,2018,Multi-generational household,Rural regions,No,1.0,36,15392,0.6351,1.55284
221,221,2018,Other Combinations,Urban regions,No,1.0,150,15392,0.87373,1.15692
222,222,2018,Other Combinations,Rural regions,No,1.0,57,15392,0.77215,1.25238
223,223,2019,Single-person household,Urban regions,Yes,0.04064,78,12556,0.03456,0.04807
224,224,2019,Single-person household,Urban regions,No,0.95936,2134,12556,0.92318,0.9932
225,225,2019,Single-person household,Rural regions,Yes,0.0693,80,12556,0.05527,0.08494
226,226,2019,Single-person household,Rural regions,No,0.9307,969,12556,0.88289,0.97367
227,227,2019,Couple without children,Urban regions,Yes,0.1088,265,12556,0.09445,0.12058
228,228,2019,Couple without children,Urban regions,No,0.8912,2141,12556,0.85753,0.92881
229,229,2019,Couple without children,Rural regions,Yes,0.15116,204,12556,0.13068,0.17651
230,230,2019,Couple without children,Rural regions,No,0.84884,1248,12556,0.79787,0.90295
231,231,2019,Single parent,Urban regions,Yes,0.04866,41,12556,0.03192,0.06939
232,232,2019,Single parent,Urban regions,No,0.95134,792,12556,0.87011,1.02892
233,233,2019,Single parent,Rural regions,Yes,0.13891,41,12556,0.09479,0.19752
234,234,2019,Single parent,Rural regions,No,0.86109,359,12556,0.75734,0.97015
235,235,2019,Couple with children,Urban regions,Yes,0.15082,378,12556,0.13128,0.16622
236,236,2019,Couple with children,Urban regions,No,0.84918,2230,12556,0.80873,0.89221
237,237,2019,Couple with children,Rural regions,Yes,0.22659,313,12556,0.19668,0.25843
238,238,2019,Couple with children,Rural regions,No,0.77341,1088,12556,0.72372,0.84844
239,239,2019,Multi-generational household,Urban regions,No,1.0,49,12556,0.69494,1.33932
240,240,2019,Other Combinations,Urban regions,No,1.0,102,12556,0.83202,1.188
241,241,2019,Other Combinations,Rural regions,No,1.0,44,12556,0.74608,1.23866
242,242,2020,Single-person household,Urban regions,Yes,0.04048,133,16207,0.03272,0.04833
243,243,2020,Single-person household,Urban regions,No,0.95952,3116,16207,0.92646,0.99366
244,244,2020,Single-person household,Rural regions,Yes,0.08687,121,16207,0.07119,0.1004
245,245,2020,Single-person household,Rural regions,No,0.91313,1218,16207,0.8592,0.95629
246,246,2020,Couple without children,Urban regions,Yes,0.1153,395,16207,0.10153,0.1288
247,247,2020,Couple without children,Urban regions,No,0.8847,2896,16207,0.84753,0.92745
248,248,2020,Couple without children,Rural regions,Yes,0.15599,275,16207,0.1353,0.17648
249,249,2020,Couple without children,Rural regions,No,0.84401,1447,16207,0.78924,0.89307
250,250,2020,Single parent,Urban regions,Yes,0.05494,50,16207,0.0332,0.0922
251,251,2020,Single parent,Urban regions,No,0.94506,843,16207,0.875,1.02479
252,252,2020,Single parent,Rural regions,Yes,0.13243,53,16207,0.09219,0.19253
253,253,2020,Single parent,Rural regions,No,0.86757,391,16207,0.76686,0.98898
254,254,2020,Couple with children,Urban regions,Yes,0.17077,495,16207,0.15142,0.1921
255,255,2020,Couple with children,Urban regions,No,0.82923,2748,16207,0.79383,0.8756
256,256,2020,Couple with children,Rural regions,Yes,0.22651,376,16207,0.19578,0.26097
257,257,2020,Couple with children,Rural regions,No,0.77349,1277,16207,0.71533,0.83173
258,258,2020,Multi-generational household,Urban regions,No,1.0,60,16207,0.71192,1.36819
259,259,2020,Multi-generational household,Rural regions,No,1.0,42,16207,0.59942,1.55436
260,260,2020,Other Combinations,Urban regions,No,1.0,190,16207,0.81069,1.17962
261,261,2020,Other Combinations,Rural regions,No,1.0,81,16207,0.70884,1.38614
262,262,2021,Single-person household,Urban regions,Yes,0.04172,86,9838,0.03155,0.05302
263,263,2021,Single-person household,Urban regions,No,0.95828,1872,9838,0.90946,1.00085
264,264,2021,Single-person household,Rural regions,Yes,0.0847,85,9838,0.06433,0.0997
265,265,2021,Single-person household,Rural regions,No,0.9153,762,9838,0.85801,0.96773
266,266,2021,Couple without children,Urban regions,Yes,0.11388,258,9838,0.10002,0.12973
267,267,2021,Couple without children,Urban regions,No,0.88612,1750,9838,0.8405,0.93118
268,268,2021,Couple without children,Rural regions,Yes,0.15578,181,9838,0.12881,0.18496
269,269,2021,Couple without children,Rural regions,No,0.84422,924,9838,0.77897,0.90262
270,270,2021,Single parent,Urban regions,Yes,0.06217,36,9838,0.03909,0.09176
271,271,2021,Single parent,Urban regions,No,0.93783,491,9838,0.83521,1.03396
272,272,2021,Single parent,Rural regions,Yes,0.14835,33,9838,0.09503,0.21783
273,273,2021,Single parent,Rural regions,No,0.85165,263,9838,0.72283,0.98872
274,274,2021,Couple with children,Urban regions,Yes,0.17623,309,9838,0.15292,0.2002
275,275,2021,Couple with children,Urban regions,No,0.82377,1587,9838,0.76804,0.8773
276,276,2021,Couple with children,Rural regions,Yes,0.23821,229,9838,0.19955,0.28684
277,277,2021,Couple with children,Rural regions,No,0.76179,745,9838,0.68638,0.83629
278,278,2021,Multi-generational household,Urban regions,No,1.0,38,9838,0.60826,1.55313
279,279,2021,Other Combinations,Urban regions,No,1.0,132,9838,0.82089,1.24119
280,280,2021,Other Combinations,Rural regions,No,1.0,57,9838,0.71305,1.33161
