year,hhtyp,quintil_oecd_hh,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Couple without children,4th Quintile,Yes,0.06218,45,718,0.04450,0.07986
2008,Couple without children,4th Quintile,No,0.93782,673,718,0.92014,0.95550
2008,Couple without children,5th Quintile,Yes,0.07539,103,1273,0.06088,0.08990
2008,Couple without children,5th Quintile,No,0.92461,1170,1273,0.91010,0.93912
2008,Single parent,1st Quintile,No,0.98580,274,274,0.97177,0.99984
2008,Single parent,2nd Quintile,No,0.99118,146,146,0.97596,1.00640
2008,Single parent,3rd Quintile,No,0.96814,105,105,0.93439,1.00189
2008,Single parent,4th Quintile,No,0.97054,73,73,0.93148,1.00960
2008,Couple with children,1st Quintile,No,0.98169,364,364,0.96790,0.99548
2008,Couple with children,2nd Quintile,Yes,0.06763,45,612,0.04772,0.08754
2008,Couple with children,2nd Quintile,No,0.93237,567,612,0.91246,0.95228
2008,Couple with children,3rd Quintile,Yes,0.08307,63,736,0.06312,0.10303
2008,Couple with children,3rd Quintile,No,0.91693,673,736,0.89697,0.93688
2008,Couple with children,4th Quintile,Yes,0.09739,67,732,0.07590,0.11889
2008,Couple with children,4th Quintile,No,0.90261,665,732,0.88111,0.92410
2008,Couple with children,5th Quintile,Yes,0.11641,101,762,0.09363,0.13920
2008,Couple with children,5th Quintile,No,0.88359,661,762,0.86080,0.90637
2009,Single-person household,1st Quintile,No,0.98647,760,760,0.97825,0.99469
2009,Single-person household,2nd Quintile,No,0.98833,548,548,0.97933,0.99733
2009,Single-person household,3rd Quintile,No,0.98744,532,532,0.97797,0.99691
2009,Single-person household,4th Quintile,No,0.98138,463,463,0.96905,0.99371
2009,Single-person household,5th Quintile,No,0.96776,468,468,0.95174,0.98378
2009,Couple without children,1st Quintile,No,0.97943,368,368,0.96491,0.99396
2009,Couple without children,2nd Quintile,No,0.95750,581,581,0.94108,0.97391
2009,Couple without children,3rd Quintile,No,0.95947,587,587,0.94350,0.97544
2009,Couple without children,4th Quintile,Yes,0.09024,62,748,0.06970,0.11079
2009,Couple without children,4th Quintile,No,0.90976,686,748,0.88921,0.93030
2009,Couple without children,5th Quintile,Yes,0.08879,120,1192,0.07263,0.10494
2009,Couple without children,5th Quintile,No,0.91121,1072,1192,0.89506,0.92737
2009,Single parent,1st Quintile,No,0.98605,251,251,0.97151,1.00059
2009,Single parent,2nd Quintile,No,0.98818,139,139,0.97015,1.00621
2009,Single parent,3rd Quintile,No,0.95730,101,101,0.91767,0.99693
2009,Single parent,4th Quintile,No,0.98438,76,76,0.95632,1.01244
2009,Single parent,5th Quintile,No,0.88455,45,45,0.79013,0.97898
2009,Couple with children,1st Quintile,No,0.98444,356,356,0.97156,0.99731
2009,Couple with children,2nd Quintile,Yes,0.06283,35,549,0.04252,0.08315
2009,Couple with children,2nd Quintile,No,0.93717,514,549,0.91685,0.95748
2009,Couple with children,3rd Quintile,Yes,0.10822,75,653,0.08437,0.13206
2009,Couple with children,3rd Quintile,No,0.89178,578,653,0.86794,0.91563
2009,Couple with children,4th Quintile,Yes,0.10766,77,720,0.08500,0.13032
2009,Couple with children,4th Quintile,No,0.89234,643,720,0.86968,0.91500
2009,Couple with children,5th Quintile,Yes,0.13101,111,705,0.10609,0.15594
2009,Couple with children,5th Quintile,No,0.86899,594,705,0.84406,0.89391
2010,Single-person household,1st Quintile,No,0.98085,708,708,0.97075,0.99096
2010,Single-person household,2nd Quintile,No,0.97943,538,538,0.96742,0.99143
2010,Single-person household,3rd Quintile,No,0.98184,487,487,0.96996,0.99371
2010,Single-person household,4th Quintile,No,0.97221,442,442,0.95687,0.98755
2010,Single-person household,5th Quintile,No,0.97155,432,432,0.95585,0.98725
2010,Couple without children,1st Quintile,No,0.97286,323,323,0.95511,0.99061
2010,Couple without children,2nd Quintile,No,0.96088,553,553,0.94470,0.97705
2010,Couple without children,3rd Quintile,No,0.94165,569,569,0.92237,0.96092
2010,Couple without children,4th Quintile,Yes,0.09830,67,724,0.07660,0.12001
2010,Couple without children,4th Quintile,No,0.90170,657,724,0.87999,0.92340
2010,Couple without children,5th Quintile,Yes,0.09575,127,1126,0.07856,0.11295
2010,Couple without children,5th Quintile,No,0.90425,999,1126,0.88705,0.92144
2010,Single parent,1st Quintile,No,0.98877,874,874,0.98179,0.99576
2010,Single parent,2nd Quintile,No,0.97190,408,408,0.95584,0.98795
2010,Single parent,3rd Quintile,No,0.96378,262,262,0.94111,0.98645
2010,Single parent,4th Quintile,No,0.95723,156,156,0.92538,0.98909
2010,Single parent,5th Quintile,No,0.90449,88,88,0.84273,0.96625
2010,Couple with children,1st Quintile,Yes,0.04369,48,1158,0.03191,0.05546
2010,Couple with children,1st Quintile,No,0.95631,1110,1158,0.94454,0.96809
2010,Couple with children,2nd Quintile,Yes,0.07609,115,1332,0.06184,0.09033
2010,Couple with children,2nd Quintile,No,0.92391,1217,1332,0.90967,0.93816
2010,Couple with children,3rd Quintile,Yes,0.12234,143,1135,0.10327,0.14141
2010,Couple with children,3rd Quintile,No,0.87766,992,1135,0.85859,0.89673
2010,Couple with children,4th Quintile,Yes,0.11712,148,1074,0.09788,0.13636
2010,Couple with children,4th Quintile,No,0.88288,926,1074,0.86364,0.90212
2010,Couple with children,5th Quintile,Yes,0.15503,177,1001,0.13260,0.17746
2010,Couple with children,5th Quintile,No,0.84497,824,1001,0.82254,0.86740
2011,Single-person household,1st Quintile,No,0.97419,996,996,0.96434,0.98404
2011,Single-person household,2nd Quintile,No,0.97682,707,707,0.96572,0.98792
2011,Single-person household,3rd Quintile,No,0.97220,640,640,0.95945,0.98494
2011,Single-person household,4th Quintile,No,0.96051,526,526,0.94385,0.97717
2011,Single-person household,5th Quintile,Yes,0.04536,34,560,0.02811,0.06261
2011,Single-person household,5th Quintile,No,0.95464,526,560,0.93739,0.97189
2011,Couple without children,1st Quintile,No,0.97500,462,462,0.96075,0.98925
2011,Couple without children,2nd Quintile,Yes,0.06521,41,719,0.04715,0.08327
2011,Couple without children,2nd Quintile,No,0.93479,678,719,0.91673,0.95285
2011,Couple without children,3rd Quintile,Yes,0.06750,62,803,0.05013,0.08486
2011,Couple without children,3rd Quintile,No,0.93250,741,803,0.91514,0.94987
2011,Couple without children,4th Quintile,Yes,0.08766,90,956,0.06972,0.10559
2011,Couple without children,4th Quintile,No,0.91234,866,956,0.89441,0.93028
2011,Couple without children,5th Quintile,Yes,0.10467,168,1409,0.08868,0.12066
2011,Couple without children,5th Quintile,No,0.89533,1241,1409,0.87934,0.91132
2011,Single parent,1st Quintile,No,0.97847,1009,1009,0.96951,0.98743
2011,Single parent,2nd Quintile,No,0.97220,530,530,0.95819,0.98621
2011,Single parent,3rd Quintile,No,0.95351,354,354,0.93154,0.97547
2011,Single parent,4th Quintile,No,0.96808,209,209,0.94420,0.99197
2011,Single parent,5th Quintile,No,0.82254,112,112,0.75147,0.89362
2011,Couple with children,1st Quintile,Yes,0.03378,46,1110,0.02314,0.04441
2011,Couple with children,1st Quintile,No,0.96622,1064,1110,0.95559,0.97686
2011,Couple with children,2nd Quintile,Yes,0.10255,143,1361,0.08643,0.11868
2011,Couple with children,2nd Quintile,No,0.89745,1218,1361,0.88132,0.91357
2011,Couple with children,3rd Quintile,Yes,0.12142,187,1339,0.10392,0.13892
2011,Couple with children,3rd Quintile,No,0.87858,1152,1339,0.86108,0.89608
2011,Couple with children,4th Quintile,Yes,0.15399,229,1278,0.13419,0.17378
2011,Couple with children,4th Quintile,No,0.84601,1049,1278,0.82622,0.86581
2011,Couple with children,5th Quintile,Yes,0.17334,210,1071,0.15066,0.19602
2011,Couple with children,5th Quintile,No,0.82666,861,1071,0.80398,0.84934
2012,Single-person household,1st Quintile,No,0.98302,1070,1070,0.97528,0.99077
2012,Single-person household,2nd Quintile,No,0.96591,708,708,0.95254,0.97929
2012,Single-person household,3rd Quintile,No,0.97411,645,645,0.96184,0.98637
2012,Single-person household,4th Quintile,No,0.96792,593,593,0.95373,0.98212
2012,Single-person household,5th Quintile,Yes,0.05365,41,570,0.03513,0.07216
2012,Single-person household,5th Quintile,No,0.94635,529,570,0.92784,0.96487
2012,Couple without children,1st Quintile,No,0.97602,449,449,0.96185,0.99019
2012,Couple without children,2nd Quintile,Yes,0.06588,53,741,0.04801,0.08376
2012,Couple without children,2nd Quintile,No,0.93412,688,741,0.91624,0.95199
2012,Couple without children,3rd Quintile,Yes,0.07338,63,846,0.05580,0.09096
2012,Couple without children,3rd Quintile,No,0.92662,783,846,0.90904,0.94420
2012,Couple without children,4th Quintile,Yes,0.11123,112,959,0.09132,0.13114
2012,Couple without children,4th Quintile,No,0.88877,847,959,0.86886,0.90868
2012,Couple without children,5th Quintile,Yes,0.11269,186,1434,0.09632,0.12907
2012,Couple without children,5th Quintile,No,0.88731,1248,1434,0.87093,0.90368
2012,Single parent,1st Quintile,No,0.96714,944,944,0.95577,0.97852
2012,Single parent,2nd Quintile,No,0.97149,526,526,0.95726,0.98573
2012,Single parent,3rd Quintile,No,0.94830,321,321,0.92405,0.97256
2012,Single parent,4th Quintile,No,0.92168,179,179,0.88221,0.96115
2012,Single parent,5th Quintile,No,0.90933,109,109,0.85517,0.96348
2012,Couple with children,1st Quintile,Yes,0.03422,46,1016,0.02304,0.04541
2012,Couple with children,1st Quintile,No,0.96578,970,1016,0.95459,0.97696
2012,Couple with children,2nd Quintile,Yes,0.10445,143,1236,0.08740,0.12151
2012,Couple with children,2nd Quintile,No,0.89555,1093,1236,0.87849,0.91260
2012,Couple with children,3rd Quintile,Yes,0.13948,214,1297,0.12061,0.15834
2012,Couple with children,3rd Quintile,No,0.86052,1083,1297,0.84166,0.87939
2012,Couple with children,4th Quintile,Yes,0.17777,240,1213,0.15625,0.19929
2012,Couple with children,4th Quintile,No,0.82223,973,1213,0.80071,0.84375
2012,Couple with children,5th Quintile,Yes,0.18774,208,1011,0.16366,0.21183
2012,Couple with children,5th Quintile,No,0.81226,803,1011,0.78817,0.83634
2013,Single-person household,1st Quintile,No,0.98140,1088,1088,0.97337,0.98944
2013,Single-person household,2nd Quintile,No,0.96803,809,809,0.95590,0.98016
2013,Single-person household,3rd Quintile,No,0.95507,653,653,0.93917,0.97097
2013,Single-person household,4th Quintile,No,0.96633,590,590,0.95176,0.98090
2013,Single-person household,5th Quintile,Yes,0.06689,47,602,0.04692,0.08687
2013,Single-person household,5th Quintile,No,0.93311,555,602,0.91313,0.95308
2013,Couple without children,1st Quintile,No,0.97811,564,564,0.96603,0.99020
2013,Couple without children,2nd Quintile,Yes,0.08662,54,767,0.06670,0.10654
2013,Couple without children,2nd Quintile,No,0.91338,713,767,0.89346,0.93330
2013,Couple without children,3rd Quintile,Yes,0.10228,83,884,0.08229,0.12226
2013,Couple without children,3rd Quintile,No,0.89772,801,884,0.87774,0.91771
2013,Couple without children,4th Quintile,Yes,0.10772,103,969,0.08819,0.12725
2013,Couple without children,4th Quintile,No,0.89228,866,969,0.87275,0.91181
2013,Couple without children,5th Quintile,Yes,0.11931,192,1437,0.10254,0.13607
2013,Couple without children,5th Quintile,No,0.88069,1245,1437,0.86393,0.89746
2013,Single parent,1st Quintile,No,0.98334,990,990,0.97536,0.99132
2013,Single parent,2nd Quintile,No,0.93391,561,561,0.91333,0.95448
2013,Single parent,3rd Quintile,No,0.96535,317,317,0.94518,0.98551
2013,Single parent,4th Quintile,No,0.92563,172,172,0.88630,0.96496
2013,Single parent,5th Quintile,No,0.84687,105,105,0.77766,0.91608
2013,Couple with children,1st Quintile,Yes,0.03687,46,1357,0.02684,0.04690
2013,Couple with children,1st Quintile,No,0.96313,1311,1357,0.95310,0.97316
2013,Couple with children,2nd Quintile,Yes,0.09147,144,1548,0.07711,0.10584
2013,Couple with children,2nd Quintile,No,0.90853,1404,1548,0.89416,0.92289
2013,Couple with children,3rd Quintile,Yes,0.17538,220,1400,0.15545,0.19531
2013,Couple with children,3rd Quintile,No,0.82462,1180,1400,0.80469,0.84455
2013,Couple with children,4th Quintile,Yes,0.15870,212,1270,0.13860,0.17881
2013,Couple with children,4th Quintile,No,0.84130,1058,1270,0.82119,0.86140
2013,Couple with children,5th Quintile,Yes,0.21860,228,1064,0.19375,0.24345
2013,Couple with children,5th Quintile,No,0.78140,836,1064,0.75655,0.80625
2013,Multi-generational household,2nd Quintile,No,0.99374,33,33,0.96641,1.02107
2013,Other Combinations,2nd Quintile,No,0.94935,82,82,0.90160,0.99711
2013,Other Combinations,3rd Quintile,No,0.91512,51,51,0.83786,0.99237
2013,Other Combinations,4th Quintile,No,0.85988,45,45,0.75732,0.96244
2014,Single-person household,1st Quintile,No,0.97148,1005,1005,0.96118,0.98178
2014,Single-person household,2nd Quintile,No,0.96307,704,704,0.94913,0.97701
2014,Single-person household,3rd Quintile,No,0.95777,620,620,0.94193,0.97362
2014,Single-person household,4th Quintile,No,0.95728,555,555,0.94044,0.97412
2014,Single-person household,5th Quintile,Yes,0.06396,37,565,0.04376,0.08415
2014,Single-person household,5th Quintile,No,0.93604,528,565,0.91585,0.95624
2014,Couple without children,1st Quintile,No,0.94804,472,472,0.92800,0.96808
2014,Couple without children,2nd Quintile,Yes,0.07649,48,748,0.05743,0.09555
2014,Couple without children,2nd Quintile,No,0.92351,700,748,0.90445,0.94257
2014,Couple without children,3rd Quintile,Yes,0.10445,78,840,0.08375,0.12514
2014,Couple without children,3rd Quintile,No,0.89555,762,840,0.87486,0.91625
2014,Couple without children,4th Quintile,Yes,0.11691,102,932,0.09627,0.13755
2014,Couple without children,4th Quintile,No,0.88309,830,932,0.86245,0.90373
2014,Couple without children,5th Quintile,Yes,0.14397,199,1346,0.12521,0.16273
2014,Couple without children,5th Quintile,No,0.85603,1147,1346,0.83727,0.87479
2014,Single parent,1st Quintile,Yes,0.02957,36,808,0.01788,0.04126
2014,Single parent,1st Quintile,No,0.97043,772,808,0.95874,0.98212
2014,Single parent,2nd Quintile,No,0.95070,418,418,0.92992,0.97148
2014,Single parent,3rd Quintile,No,0.96599,292,292,0.94517,0.98682
2014,Single parent,4th Quintile,No,0.93088,154,154,0.89069,0.97108
2014,Single parent,5th Quintile,No,0.84932,75,75,0.76781,0.93083
2014,Couple with children,1st Quintile,Yes,0.04348,39,1010,0.03090,0.05607
2014,Couple with children,1st Quintile,No,0.95652,971,1010,0.94393,0.96910
2014,Couple with children,2nd Quintile,Yes,0.09928,126,1292,0.08297,0.11559
2014,Couple with children,2nd Quintile,No,0.90072,1166,1292,0.88441,0.91703
2014,Couple with children,3rd Quintile,Yes,0.16619,200,1231,0.14538,0.18699
2014,Couple with children,3rd Quintile,No,0.83381,1031,1231,0.81301,0.85462
2014,Couple with children,4th Quintile,Yes,0.17588,226,1177,0.15412,0.19764
2014,Couple with children,4th Quintile,No,0.82412,951,1177,0.80236,0.84588
2014,Couple with children,5th Quintile,Yes,0.25693,235,988,0.22967,0.28419
2014,Couple with children,5th Quintile,No,0.74307,753,988,0.71581,0.77033
2014,Multi-generational household,3rd Quintile,No,0.99351,31,31,0.96477,1.02225
2014,Other Combinations,2nd Quintile,No,0.99590,70,70,0.98081,1.01098
2014,Other Combinations,3rd Quintile,No,0.94873,45,45,0.88356,1.01390
2014,Other Combinations,4th Quintile,No,0.89542,38,38,0.79682,0.99402
2015,Single-person household,1st Quintile,No,0.97354,1019,1019,0.96368,0.98340
2015,Single-person household,2nd Quintile,No,0.96496,786,786,0.95210,0.97782
2015,Single-person household,3rd Quintile,Yes,0.04961,35,648,0.03288,0.06634
2015,Single-person household,3rd Quintile,No,0.95039,613,648,0.93366,0.96712
2015,Single-person household,4th Quintile,No,0.95736,546,546,0.94040,0.97432
2015,Single-person household,5th Quintile,Yes,0.07712,51,535,0.05449,0.09975
2015,Single-person household,5th Quintile,No,0.92288,484,535,0.90025,0.94551
2015,Couple without children,1st Quintile,No,0.97319,488,488,0.95885,0.98754
2015,Couple without children,2nd Quintile,Yes,0.09250,61,788,0.07226,0.11274
2015,Couple without children,2nd Quintile,No,0.90750,727,788,0.88726,0.92774
2015,Couple without children,3rd Quintile,Yes,0.09439,71,811,0.07426,0.11452
2015,Couple without children,3rd Quintile,No,0.90561,740,811,0.88548,0.92574
2015,Couple without children,4th Quintile,Yes,0.11987,101,942,0.09912,0.14062
2015,Couple without children,4th Quintile,No,0.88013,841,942,0.85938,0.90088
2015,Couple without children,5th Quintile,Yes,0.14089,197,1325,0.12215,0.15963
2015,Couple without children,5th Quintile,No,0.85911,1128,1325,0.84037,0.87785
2015,Single parent,1st Quintile,No,0.97534,716,716,0.96397,0.98670
2015,Single parent,2nd Quintile,No,0.94335,416,416,0.92110,0.96559
2015,Single parent,3rd Quintile,No,0.94731,251,251,0.91962,0.97501
2015,Single parent,4th Quintile,No,0.88681,153,153,0.83644,0.93718
2015,Single parent,5th Quintile,No,0.86163,79,79,0.78500,0.93826
2015,Couple with children,1st Quintile,Yes,0.02626,43,1124,0.01691,0.03562
2015,Couple with children,1st Quintile,No,0.97374,1081,1124,0.96438,0.98309
2015,Couple with children,2nd Quintile,Yes,0.10582,116,1243,0.08872,0.12293
2015,Couple with children,2nd Quintile,No,0.89418,1127,1243,0.87707,0.91128
2015,Couple with children,3rd Quintile,Yes,0.17083,193,1215,0.14966,0.19201
2015,Couple with children,3rd Quintile,No,0.82917,1022,1215,0.80799,0.85034
2015,Couple with children,4th Quintile,Yes,0.21334,245,1089,0.18900,0.23768
2015,Couple with children,4th Quintile,No,0.78666,844,1089,0.76232,0.81100
2015,Couple with children,5th Quintile,Yes,0.28037,245,986,0.25232,0.30842
2015,Couple with children,5th Quintile,No,0.71963,741,986,0.69158,0.74768
2015,Multi-generational household,1st Quintile,No,0.98436,45,45,0.94769,1.02102
2015,Multi-generational household,2nd Quintile,No,0.91432,35,35,0.82023,1.00840
2015,Other Combinations,1st Quintile,No,0.99495,83,83,0.97962,1.01029
2015,Other Combinations,2nd Quintile,No,0.95913,56,56,0.90681,1.01146
2015,Other Combinations,3rd Quintile,No,0.95174,43,43,0.88693,1.01656
2015,Other Combinations,4th Quintile,No,0.90400,32,32,0.80030,1.00771
2016,Single-person household,1st Quintile,No,0.98057,966,966,0.97186,0.98928
2016,Single-person household,2nd Quintile,Yes,0.04183,32,726,0.02726,0.05640
2016,Single-person household,2nd Quintile,No,0.95817,694,726,0.94360,0.97274
2016,Single-person household,3rd Quintile,No,0.96573,607,607,0.95125,0.98022
2016,Single-person household,4th Quintile,No,0.98454,539,539,0.97412,0.99497
2016,Single-person household,5th Quintile,Yes,0.07061,39,479,0.04765,0.09358
2016,Single-person household,5th Quintile,No,0.92939,440,479,0.90642,0.95235
2016,Couple without children,1st Quintile,No,0.93623,406,406,0.91243,0.96003
2016,Couple without children,2nd Quintile,Yes,0.06837,47,709,0.04978,0.08696
2016,Couple without children,2nd Quintile,No,0.93163,662,709,0.91304,0.95022
2016,Couple without children,3rd Quintile,Yes,0.10064,62,759,0.07922,0.12206
2016,Couple without children,3rd Quintile,No,0.89936,697,759,0.87794,0.92078
2016,Couple without children,4th Quintile,Yes,0.12611,116,927,0.10473,0.14750
2016,Couple without children,4th Quintile,No,0.87389,811,927,0.85250,0.89527
2016,Couple without children,5th Quintile,Yes,0.15701,199,1264,0.13695,0.17707
2016,Couple without children,5th Quintile,No,0.84299,1065,1264,0.82293,0.86305
2016,Single parent,1st Quintile,No,0.96579,638,638,0.95167,0.97991
2016,Single parent,2nd Quintile,No,0.95058,387,387,0.92896,0.97220
2016,Single parent,3rd Quintile,No,0.91743,208,208,0.87994,0.95493
2016,Single parent,4th Quintile,No,0.88085,141,141,0.82718,0.93451
2016,Single parent,5th Quintile,No,0.79976,69,69,0.70465,0.89488
2016,Couple with children,1st Quintile,Yes,0.03239,32,926,0.02098,0.04380
2016,Couple with children,1st Quintile,No,0.96761,894,926,0.95620,0.97902
2016,Couple with children,2nd Quintile,Yes,0.09211,104,1112,0.07511,0.10912
2016,Couple with children,2nd Quintile,No,0.90789,1008,1112,0.89088,0.92489
2016,Couple with children,3rd Quintile,Yes,0.18305,179,1056,0.15972,0.20639
2016,Couple with children,3rd Quintile,No,0.81695,877,1056,0.79361,0.84028
2016,Couple with children,4th Quintile,Yes,0.17500,204,993,0.15136,0.19865
2016,Couple with children,4th Quintile,No,0.82500,789,993,0.80135,0.84864
2016,Couple with children,5th Quintile,Yes,0.28706,226,901,0.25750,0.31661
2016,Couple with children,5th Quintile,No,0.71294,675,901,0.68339,0.74250
2016,Multi-generational household,2nd Quintile,No,0.92155,35,35,0.83117,1.01193
2017,Single-person household,1st Quintile,Yes,0.03577,33,1127,0.02493,0.04662
2017,Single-person household,1st Quintile,No,0.96423,1094,1127,0.95338,0.97507
2017,Single-person household,2nd Quintile,No,0.96807,798,798,0.95586,0.98027
2017,Single-person household,3rd Quintile,Yes,0.04503,39,708,0.02975,0.06032
2017,Single-person household,3rd Quintile,No,0.95497,669,708,0.93968,0.97025
2017,Single-person household,4th Quintile,Yes,0.05106,33,604,0.03349,0.06863
2017,Single-person household,4th Quintile,No,0.94894,571,604,0.93137,0.96651
2017,Single-person household,5th Quintile,Yes,0.08313,50,560,0.06024,0.10602
2017,Single-person household,5th Quintile,No,0.91687,510,560,0.89398,0.93976
2017,Couple without children,1st Quintile,No,0.96094,435,435,0.94271,0.97916
2017,Couple without children,2nd Quintile,Yes,0.08991,55,763,0.06960,0.11022
2017,Couple without children,2nd Quintile,No,0.91009,708,763,0.88978,0.93040
2017,Couple without children,3rd Quintile,Yes,0.10699,92,890,0.08667,0.12731
2017,Couple without children,3rd Quintile,No,0.89301,798,890,0.87269,0.91333
2017,Couple without children,4th Quintile,Yes,0.11409,134,1073,0.09505,0.13312
2017,Couple without children,4th Quintile,No,0.88591,939,1073,0.86688,0.90495
2017,Couple without children,5th Quintile,Yes,0.16423,232,1427,0.14500,0.18346
2017,Couple without children,5th Quintile,No,0.83577,1195,1427,0.81654,0.85500
2017,Single parent,1st Quintile,No,0.97760,628,628,0.96602,0.98918
2017,Single parent,2nd Quintile,No,0.93084,369,369,0.90492,0.95676
2017,Single parent,3rd Quintile,No,0.88351,213,213,0.84032,0.92670
2017,Single parent,4th Quintile,No,0.87441,146,146,0.82047,0.92835
2017,Single parent,5th Quintile,No,0.85191,84,84,0.77549,0.92832
2017,Couple with children,1st Quintile,Yes,0.03700,31,867,0.02443,0.04957
2017,Couple with children,1st Quintile,No,0.96300,836,867,0.95043,0.97557
2017,Couple with children,2nd Quintile,Yes,0.10954,111,1172,0.09165,0.12743
2017,Couple with children,2nd Quintile,No,0.89046,1061,1172,0.87257,0.90835
2017,Couple with children,3rd Quintile,Yes,0.16296,211,1188,0.14195,0.18397
2017,Couple with children,3rd Quintile,No,0.83704,977,1188,0.81603,0.85805
2017,Couple with children,4th Quintile,Yes,0.19724,248,1123,0.17395,0.22052
2017,Couple with children,4th Quintile,No,0.80276,875,1123,0.77948,0.82605
2017,Couple with children,5th Quintile,Yes,0.26555,245,965,0.23767,0.29343
2017,Couple with children,5th Quintile,No,0.73445,720,965,0.70657,0.76233
2017,Other Combinations,1st Quintile,No,0.98994,68,68,0.96605,1.01384
2017,Other Combinations,2nd Quintile,No,0.98118,56,56,0.94527,1.01709
2017,Other Combinations,3rd Quintile,No,0.93659,39,39,0.85910,1.01407
2017,Other Combinations,4th Quintile,No,0.79549,43,43,0.67351,0.91748
2018,Single-person household,1st Quintile,Yes,0.02892,33,1239,0.01958,0.03825
2018,Single-person household,1st Quintile,No,0.97108,1206,1239,0.96175,0.98042
2018,Single-person household,2nd Quintile,No,0.97273,857,857,0.96182,0.98364
2018,Single-person household,3rd Quintile,No,0.95441,662,662,0.93851,0.97031
2018,Single-person household,4th Quintile,Yes,0.06413,45,638,0.04510,0.08315
2018,Single-person household,4th Quintile,No,0.93587,593,638,0.91685,0.95490
2018,Single-person household,5th Quintile,Yes,0.08401,48,564,0.06110,0.10693
2018,Single-person household,5th Quintile,No,0.91599,516,564,0.89307,0.93890
2018,Couple without children,1st Quintile,No,0.96063,483,483,0.94327,0.97799
2018,Couple without children,2nd Quintile,Yes,0.06592,54,793,0.04863,0.08320
2018,Couple without children,2nd Quintile,No,0.93408,739,793,0.91680,0.95137
2018,Couple without children,3rd Quintile,Yes,0.11405,90,863,0.09283,0.13527
2018,Couple without children,3rd Quintile,No,0.88595,773,863,0.86473,0.90717
2018,Couple without children,4th Quintile,Yes,0.12519,119,976,0.10441,0.14596
2018,Couple without children,4th Quintile,No,0.87481,857,976,0.85404,0.89559
2018,Couple without children,5th Quintile,Yes,0.16546,238,1402,0.14600,0.18492
2018,Couple without children,5th Quintile,No,0.83454,1164,1402,0.81508,0.85400
2018,Single parent,1st Quintile,No,0.97138,608,608,0.95812,0.98464
2018,Single parent,2nd Quintile,No,0.95655,375,375,0.93588,0.97721
2018,Single parent,3rd Quintile,No,0.86427,211,211,0.81795,0.91060
2018,Single parent,4th Quintile,No,0.87682,144,144,0.82295,0.93069
2018,Single parent,5th Quintile,No,0.88528,72,72,0.81115,0.95941
2018,Couple with children,1st Quintile,No,0.97022,800,800,0.95843,0.98200
