year,hhtyp,rentown,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Single parent,Owner,Yes,0.11258,57,498,0.08479,0.14037
2013,Single parent,Owner,No,0.88742,441,498,0.85963,0.91521
2013,Single parent,Tenant,Yes,0.02256,41,1745,0.01559,0.02953
2013,Single parent,Tenant,No,0.97744,1704,1745,0.97047,0.98441
2013,Couple with children,Owner,Yes,0.21865,751,3447,0.20484,0.23245
2013,Couple with children,Owner,No,0.78135,2696,3447,0.76755,0.79516
2013,Couple with children,Tenant,Yes,0.03316,99,3192,0.02695,0.03937
2013,Couple with children,Tenant,No,0.96684,3093,3192,0.96063,0.97305
2013,Multi-generational household,Owner,No,0.95308,75,75,0.90489,1.00126
2013,Other Combinations,Owner,No,0.87283,84,84,0.80115,0.94451
2013,Other Combinations,Tenant,No,0.98307,250,250,0.96704,0.99909
2014,Single-person household,Owner,Yes,0.05246,59,1012,0.03871,0.06620
2014,Single-person household,Owner,No,0.94754,953,1012,0.93380,0.96129
2014,Single-person household,Tenant,Yes,0.03547,85,2547,0.02828,0.04265
2014,Single-person household,Tenant,No,0.96453,2462,2547,0.95735,0.97172
2014,Couple without children,Owner,Yes,0.13892,347,2398,0.12507,0.15276
2014,Couple without children,Owner,No,0.86108,2051,2398,0.84724,0.87493
2014,Couple without children,Tenant,Yes,0.06773,101,1963,0.05661,0.07885
2014,Couple without children,Tenant,No,0.93227,1862,1963,0.92115,0.94339
2014,Single parent,Owner,Yes,0.10454,58,429,0.07556,0.13353
2014,Single parent,Owner,No,0.89546,371,429,0.86647,0.92444
2014,Single parent,Tenant,Yes,0.02617,45,1385,0.01776,0.03458
2014,Single parent,Tenant,No,0.97383,1340,1385,0.96542,0.98224
2014,Couple with children,Owner,Yes,0.23340,722,3064,0.21842,0.24838
2014,Couple with children,Owner,No,0.76660,2342,3064,0.75162,0.78158
2014,Couple with children,Tenant,Yes,0.04051,104,2634,0.03298,0.04804
2014,Couple with children,Tenant,No,0.95949,2530,2634,0.95196,0.96702
2014,Multi-generational household,Owner,No,0.92242,64,64,0.85636,0.98848
2014,Multi-generational household,Tenant,No,0.96287,50,50,0.90992,1.01581
2014,Other Combinations,Owner,No,0.92436,68,68,0.86105,0.98768
2014,Other Combinations,Tenant,No,0.98971,182,182,0.97500,1.00441
2015,Single-person household,Owner,Yes,0.05437,66,985,0.04021,0.06854
2015,Single-person household,Owner,No,0.94563,919,985,0.93146,0.95979
2015,Single-person household,Tenant,Yes,0.03767,98,2632,0.03040,0.04495
2015,Single-person household,Tenant,No,0.96233,2534,2632,0.95505,0.96960
2015,Couple without children,Owner,Yes,0.14081,346,2302,0.12660,0.15502
2015,Couple without children,Owner,No,0.85919,1956,2302,0.84498,0.87340
2015,Couple without children,Tenant,Yes,0.06001,100,2068,0.04977,0.07024
2015,Couple without children,Tenant,No,0.93999,1968,2068,0.92976,0.95023
2015,Single parent,Owner,Yes,0.12552,59,406,0.09325,0.15779
2015,Single parent,Owner,No,0.87448,347,406,0.84221,0.90675
2015,Single parent,Tenant,Yes,0.02787,35,1304,0.01893,0.03680
2015,Single parent,Tenant,No,0.97213,1269,1304,0.96320,0.98107
2015,Couple with children,Owner,Yes,0.25308,717,2909,0.23728,0.26888
2015,Couple with children,Owner,No,0.74692,2192,2909,0.73112,0.76272
2015,Couple with children,Tenant,Yes,0.04792,125,2748,0.03993,0.05591
2015,Couple with children,Tenant,No,0.95208,2623,2748,0.94409,0.96007
2015,Multi-generational household,Owner,No,0.86197,54,54,0.76911,0.95484
2015,Multi-generational household,Tenant,No,0.98370,76,76,0.95504,1.01236
2015,Other Combinations,Owner,No,0.88721,63,63,0.80847,0.96595
2015,Other Combinations,Tenant,No,0.98877,176,176,0.97316,1.00438
2016,Single-person household,Owner,Yes,0.04497,54,930,0.03164,0.05829
2016,Single-person household,Owner,No,0.95503,876,930,0.94171,0.96836
2016,Single-person household,Tenant,Yes,0.02833,75,2448,0.02175,0.03490
2016,Single-person household,Tenant,No,0.97167,2373,2448,0.96510,0.97825
2016,Couple without children,Owner,Yes,0.15633,363,2222,0.14123,0.17144
2016,Couple without children,Owner,No,0.84367,1859,2222,0.82856,0.85877
2016,Couple without children,Tenant,Yes,0.05604,88,1870,0.04561,0.06647
2016,Couple without children,Tenant,No,0.94396,1782,1870,0.93353,0.95439
2016,Single parent,Owner,Yes,0.15203,54,382,0.11597,0.18808
2016,Single parent,Owner,No,0.84797,328,382,0.81192,0.88403
2016,Single parent,Tenant,No,0.96968,1115,1115,0.95961,0.97975
2016,Couple with children,Owner,Yes,0.24465,644,2662,0.22832,0.26098
2016,Couple with children,Owner,No,0.75535,2018,2662,0.73902,0.77168
2016,Couple with children,Tenant,Yes,0.04535,101,2327,0.03689,0.05380
2016,Couple with children,Tenant,No,0.95465,2226,2327,0.94620,0.96311
2016,Multi-generational household,Owner,No,0.79002,42,42,0.66534,0.91469
2016,Other Combinations,Owner,No,0.92568,46,46,0.84905,1.00232
2016,Other Combinations,Tenant,No,0.99761,142,142,0.98956,1.00567
2017,Single-person household,Owner,Yes,0.06677,83,1017,0.05142,0.08212
2017,Single-person household,Owner,No,0.93323,934,1017,0.91788,0.94858
2017,Single-person household,Tenant,Yes,0.03654,98,2809,0.02960,0.04348
2017,Single-person household,Tenant,No,0.96346,2711,2809,0.95652,0.97040
2017,Couple without children,Owner,Yes,0.16253,429,2527,0.14814,0.17692
2017,Couple without children,Owner,No,0.83747,2098,2527,0.82308,0.85186
2017,Couple without children,Tenant,Yes,0.04948,100,2077,0.04015,0.05880
2017,Couple without children,Tenant,No,0.95052,1977,2077,0.94120,0.95985
2017,Single parent,Owner,Yes,0.16478,66,410,0.12883,0.20074
2017,Single parent,Owner,No,0.83522,344,410,0.79926,0.87117
2017,Single parent,Tenant,Yes,0.02892,31,1127,0.01913,0.03871
2017,Single parent,Tenant,No,0.97108,1096,1127,0.96129,0.98087
2017,Couple with children,Owner,Yes,0.24328,746,2956,0.22781,0.25875
2017,Couple with children,Owner,No,0.75672,2210,2956,0.74125,0.77219
2017,Couple with children,Tenant,Yes,0.04602,100,2360,0.03756,0.05447
2017,Couple with children,Tenant,No,0.95398,2260,2360,0.94553,0.96244
2017,Multi-generational household,Owner,No,0.84907,49,49,0.74780,0.95034
2017,Other Combinations,Owner,No,0.81490,73,73,0.72519,0.90461
2017,Other Combinations,Tenant,No,0.97280,161,161,0.94760,0.99801
2018,Single-person household,Owner,Yes,0.06642,83,1007,0.05103,0.08181
2018,Single-person household,Owner,No,0.93358,924,1007,0.91819,0.94897
2018,Single-person household,Tenant,Yes,0.03588,98,3010,0.02923,0.04252
2018,Single-person household,Tenant,No,0.96412,2912,3010,0.95748,0.97077
2018,Couple without children,Owner,Yes,0.15981,418,2460,0.14533,0.17430
2018,Couple without children,Owner,No,0.84019,2042,2460,0.82570,0.85467
2018,Couple without children,Tenant,Yes,0.05362,102,2077,0.04393,0.06331
2018,Couple without children,Tenant,No,0.94638,1975,2077,0.93669,0.95607
2018,Single parent,Owner,Yes,0.15738,61,383,0.12086,0.19390
2018,Single parent,Owner,No,0.84262,322,383,0.80610,0.87914
2018,Single parent,Tenant,Yes,0.02673,38,1127,0.01731,0.03615
2018,Single parent,Tenant,No,0.97327,1089,1127,0.96385,0.98269
2018,Couple with children,Owner,Yes,0.24857,708,2757,0.23243,0.26470
2018,Couple with children,Owner,No,0.75143,2049,2757,0.73530,0.76757
2018,Couple with children,Tenant,Yes,0.05031,98,2258,0.04130,0.05933
2018,Couple with children,Tenant,No,0.94969,2160,2258,0.94067,0.95870
2018,Multi-generational household,Owner,No,0.81125,45,45,0.69563,0.92687
2018,Multi-generational household,Tenant,No,0.99564,61,61,0.97897,1.01231
2018,Other Combinations,Owner,No,0.74234,67,67,0.63683,0.84786
2018,Other Combinations,Tenant,No,0.98366,140,140,0.96259,1.00474
2019,Single-person household,Owner,Yes,0.07154,80,932,0.05499,0.08810
2019,Single-person household,Owner,No,0.92846,852,932,0.91190,0.94501
2019,Single-person household,Tenant,Yes,0.03723,78,2329,0.02954,0.04492
2019,Single-person household,Tenant,No,0.96277,2251,2329,0.95508,0.97046
2019,Couple without children,Owner,Yes,0.16418,385,2204,0.14871,0.17964
2019,Couple without children,Owner,No,0.83582,1819,2204,0.82036,0.85129
2019,Couple without children,Tenant,Yes,0.05813,84,1654,0.04685,0.06942
2019,Couple without children,Tenant,No,0.94187,1570,1654,0.93058,0.95315
2019,Single parent,Owner,Yes,0.21916,60,339,0.17506,0.26326
2019,Single parent,Owner,No,0.78084,279,339,0.73674,0.82494
2019,Single parent,Tenant,No,0.98279,872,872,0.97415,0.99142
2019,Couple with children,Owner,Yes,0.24600,608,2352,0.22859,0.26341
2019,Couple with children,Owner,No,0.75400,1744,2352,0.73659,0.77141
2019,Couple with children,Tenant,Yes,0.05665,83,1657,0.04552,0.06779
2019,Couple with children,Tenant,No,0.94335,1574,1657,0.93221,0.95448
2019,Multi-generational household,Owner,No,0.79090,34,34,0.65215,0.92965
2019,Multi-generational household,Tenant,No,0.99398,43,43,0.97058,1.01738
2019,Other Combinations,Owner,No,0.80369,53,53,0.69573,0.91165
2019,Other Combinations,Tenant,No,0.97210,93,93,0.93845,1.00575
2020,Single-person household,Owner,Yes,0.09097,116,1101,0.07398,0.10796
2020,Single-person household,Owner,No,0.90903,985,1101,0.89204,0.92602
2020,Single-person household,Tenant,Yes,0.03661,138,3487,0.03037,0.04284
2020,Single-person household,Tenant,No,0.96339,3349,3487,0.95716,0.96963
2020,Couple without children,Owner,Yes,0.18120,541,2635,0.16649,0.19591
2020,Couple without children,Owner,No,0.81880,2094,2635,0.80409,0.83351
2020,Couple without children,Tenant,Yes,0.05484,129,2378,0.04568,0.06399
2020,Couple without children,Tenant,No,0.94516,2249,2378,0.93601,0.95432
2020,Single parent,Owner,Yes,0.22006,76,369,0.17773,0.26239
2020,Single parent,Owner,No,0.77994,293,369,0.73761,0.82227
2020,Single parent,Tenant,No,0.97895,941,941,0.96978,0.98813
2020,Couple with children,Owner,Yes,0.26068,757,2692,0.24410,0.27727
2020,Couple with children,Owner,No,0.73932,1935,2692,0.72273,0.75590
2020,Couple with children,Tenant,Yes,0.07758,114,2204,0.06641,0.08875
2020,Couple with children,Tenant,No,0.92242,2090,2204,0.91125,0.93359
2020,Multi-generational household,Owner,No,0.76411,41,41,0.63254,0.89568
2020,Multi-generational household,Tenant,No,0.91172,61,61,0.83993,0.98350
2020,Other Combinations,Owner,No,0.80342,76,76,0.71347,0.89336
2020,Other Combinations,Tenant,No,0.94670,195,195,0.91508,0.97831
2021,Single-person household,Owner,Yes,0.08500,86,794,0.06559,0.10441
2021,Single-person household,Owner,No,0.91500,708,794,0.89559,0.93441
2021,Single-person household,Tenant,Yes,0.03847,85,2003,0.03004,0.04689
2021,Single-person household,Tenant,No,0.96153,1918,2003,0.95311,0.96996
2021,Couple without children,Owner,Yes,0.17808,361,1773,0.16027,0.19590
2021,Couple without children,Owner,No,0.82192,1412,1773,0.80410,0.83973
2021,Couple without children,Tenant,Yes,0.04717,80,1347,0.03584,0.05849
2021,Couple without children,Tenant,No,0.95283,1267,1347,0.94151,0.96416
2021,Single parent,Owner,Yes,0.26413,51,232,0.20728,0.32099
2021,Single parent,Owner,No,0.73587,181,232,0.67901,0.79272
2021,Single parent,Tenant,No,0.98383,573,573,0.97349,0.99417
2021,Couple with children,Owner,Yes,0.27211,488,1709,0.25101,0.29322
2021,Couple with children,Owner,No,0.72789,1221,1709,0.70678,0.74899
2021,Couple with children,Tenant,Yes,0.07033,51,1171,0.05568,0.08499
2021,Couple with children,Tenant,No,0.92967,1120,1171,0.91501,0.94432
2021,Other Combinations,Owner,No,0.87339,75,75,0.79763,0.94916
2021,Other Combinations,Tenant,No,0.92646,122,122,0.87995,0.97297
2022,No answer / don't know,Owner,Yes,0.23466,45,152,0.16707,0.30226
2022,No answer / don't know,Owner,No,0.76534,107,152,0.69774,0.83293
2022,No answer / don't know,Tenant,No,0.86452,263,263,0.82308,0.90596
2022,Single-person household,Owner,Yes,0.14720,218,1217,0.12729,0.16712
2022,Single-person household,Owner,No,0.85280,999,1217,0.83288,0.87271
2022,Single-person household,Tenant,Yes,0.05308,217,4341,0.04641,0.05975
2022,Single-person household,Tenant,No,0.94692,4124,4341,0.94025,0.95359
2022,Couple without children,Owner,Yes,0.22999,714,2778,0.21434,0.24564
2022,Couple without children,Owner,No,0.77001,2064,2778,0.75436,0.78566
2022,Couple without children,Tenant,Yes,0.06578,204,2939,0.05682,0.07474
2022,Couple without children,Tenant,No,0.93422,2735,2939,0.92526,0.94318
2022,Single parent,Owner,Yes,0.25931,65,312,0.21060,0.30802
2022,Single parent,Owner,No,0.74069,247,312,0.69198,0.78940
2022,Single parent,Tenant,Yes,0.03927,42,829,0.02604,0.05250
2022,Single parent,Tenant,No,0.96073,787,829,0.94750,0.97396
2022,Couple with children,Owner,Yes,0.32025,1071,2920,0.30333,0.33718
2022,Couple with children,Owner,No,0.67975,1849,2920,0.66282,0.69667
2022,Couple with children,Tenant,Yes,0.07910,171,2223,0.06788,0.09032
2022,Couple with children,Tenant,No,0.92090,2052,2223,0.90968,0.93212
2022,Multi-generational household,Owner,No,0.79838,33,33,0.65936,0.93739
2022,Multi-generational household,Tenant,No,0.98163,37,37,0.93777,1.02550
2022,Other Combinations,Owner,Yes,0.22534,118,414,0.18504,0.26563
2022,Other Combinations,Owner,No,0.77466,296,414,0.73437,0.81496
2022,Other Combinations,Tenant,Yes,0.06518,58,699,0.04687,0.08350
2022,Other Combinations,Tenant,No,0.93482,641,699,0.91650,0.95313
