,Unnamed: 0,year,hhtyp,sampreg,hgeqpsol,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
52,52,2010,Single parent,West,No,0.97254,1389,13685,0.91892,1.04382
53,53,2010,Single parent,East,No,1.0,401,13685,0.88712,1.13587
54,54,2010,Couple with children,West,Yes,0.11326,570,13685,0.10035,0.12687
55,55,2010,Couple with children,West,No,0.88674,3997,13685,0.84509,0.92834
56,56,2010,Couple with children,East,Yes,0.07417,61,13685,0.04976,0.1082
57,57,2010,Couple with children,East,No,0.92583,1072,13685,0.85023,1.01735
58,58,2010,Multi-generational household,West,No,1.0,73,13685,0.69845,1.3273
59,59,2010,Other Combinations,West,No,1.0,50,13685,0.7934,1.27599
60,60,2011,Single-person household,West,Yes,0.03247,107,16476,0.02867,0.03618
61,61,2011,Single-person household,West,No,0.96753,2530,16476,0.94332,0.98783
62,62,2011,Single-person household,East,No,1.0,868,16476,0.95524,1.0453
63,63,2011,Couple without children,West,Yes,0.08206,301,16476,0.07372,0.09209
64,64,2011,Couple without children,West,No,0.91794,2973,16476,0.89374,0.94637
65,65,2011,Couple without children,East,Yes,0.05926,74,16476,0.04975,0.06987
66,66,2011,Couple without children,East,No,0.94074,1015,16476,0.88684,0.99065
67,67,2011,Single parent,West,Yes,0.0431,80,16476,0.03235,0.05519
68,68,2011,Single parent,West,No,0.9569,1698,16476,0.91148,1.00369
69,69,2011,Single parent,East,No,1.0,516,16476,0.92299,1.07549
70,70,2011,Couple with children,West,Yes,0.13285,739,16476,0.11948,0.14409
71,71,2011,Couple with children,West,No,0.86715,4234,16476,0.8362,0.90532
72,72,2011,Couple with children,East,Yes,0.08449,76,16476,0.05917,0.1149
73,73,2011,Couple with children,East,No,0.91551,1110,16476,0.84536,0.99416
74,74,2011,Multi-generational household,West,No,1.0,84,16476,0.76596,1.23038
75,75,2011,Other Combinations,West,No,1.0,71,16476,0.80347,1.21677
76,76,2012,Single-person household,West,Yes,0.02979,100,16185,0.02557,0.03397
77,77,2012,Single-person household,West,No,0.97021,2641,16185,0.94779,0.99374
78,78,2012,Single-person household,East,No,1.0,909,16185,0.95887,1.04564
79,79,2012,Couple without children,West,Yes,0.09088,346,16185,0.08267,0.09962
80,80,2012,Couple without children,West,No,0.90912,2979,16185,0.8821,0.93733
81,81,2012,Couple without children,East,Yes,0.07149,83,16185,0.06026,0.08867
82,82,2012,Couple without children,East,No,0.92851,1037,16185,0.87895,0.97701
83,83,2012,Single parent,West,Yes,0.04326,83,16185,0.0328,0.05461
84,84,2012,Single parent,West,No,0.95674,1592,16185,0.90676,1.00282
85,85,2012,Single parent,East,No,1.0,487,16185,0.91015,1.1128
86,86,2012,Couple with children,West,Yes,0.146,763,16185,0.13297,0.1606
87,87,2012,Couple with children,West,No,0.854,3909,16185,0.81801,0.88346
88,88,2012,Couple with children,East,Yes,0.09325,88,16185,0.06761,0.12123
89,89,2012,Couple with children,East,No,0.90675,1013,16185,0.84441,0.98084
90,90,2012,Multi-generational household,West,No,1.0,83,16185,0.80494,1.26615
91,91,2012,Other Combinations,West,No,1.0,72,16185,0.81512,1.26436
92,92,2013,Single-person household,West,Yes,0.03677,116,17795,0.03198,0.04212
93,93,2013,Single-person household,West,No,0.96323,2823,17795,0.94285,0.98543
94,94,2013,Single-person household,East,No,1.0,877,17795,0.95387,1.04774
95,95,2013,Couple without children,West,Yes,0.09946,366,17795,0.09034,0.10854
96,96,2013,Couple without children,West,No,0.90054,3161,17795,0.87047,0.92523
97,97,2013,Couple without children,East,Yes,0.08021,81,17795,0.06296,0.09673
98,98,2013,Couple without children,East,No,0.91979,1030,17795,0.86973,0.98188
99,99,2013,Single parent,West,Yes,0.04727,82,17795,0.0358,0.06086
100,100,2013,Single parent,West,No,0.95273,1684,17795,0.90633,1.00716
101,101,2013,Single parent,East,No,1.0,461,17795,0.90861,1.0887
102,102,2013,Couple with children,West,Yes,0.15437,765,17795,0.14052,0.16977
103,103,2013,Couple with children,West,No,0.84563,4777,17795,0.81669,0.88046
104,104,2013,Couple with children,East,Yes,0.08677,85,17795,0.0613,0.11877
105,105,2013,Couple with children,East,No,0.91323,1012,17795,0.83716,0.98144
106,106,2013,Multi-generational household,West,No,1.0,108,17795,0.76215,1.20678
107,107,2013,Multi-generational household,East,No,1.0,33,17795,0.64191,1.46008
108,108,2013,Other Combinations,West,No,1.0,301,17795,0.86477,1.12699
109,109,2013,Other Combinations,East,No,1.0,33,17795,0.64721,1.41729
110,110,2014,Single-person household,West,Yes,0.04227,116,15702,0.03645,0.04815
111,111,2014,Single-person household,West,No,0.95773,2563,15702,0.93167,0.9776
112,112,2014,Single-person household,East,No,1.0,852,15702,0.95418,1.05904
113,113,2014,Couple without children,West,Yes,0.11211,371,15702,0.10345,0.12618
114,114,2014,Couple without children,West,No,0.88789,2908,15702,0.8604,0.91556
115,115,2014,Couple without children,East,Yes,0.08679,77,15702,0.07112,0.1131
116,116,2014,Couple without children,East,No,0.91321,1005,15702,0.86755,0.96812
117,117,2014,Single parent,West,Yes,0.04491,88,15702,0.03738,0.05387
118,118,2014,Single parent,West,No,0.95509,1335,15702,0.89236,1.02158
119,119,2014,Single parent,East,No,1.0,376,15702,0.89903,1.11673
120,120,2014,Couple with children,West,Yes,0.16403,726,15702,0.15145,0.17957
121,121,2014,Couple with children,West,No,0.83597,3999,15702,0.80073,0.86633
122,122,2014,Couple with children,East,Yes,0.11431,100,15702,0.08519,0.15167
123,123,2014,Couple with children,East,No,0.88569,873,15702,0.79998,0.95971
124,124,2014,Multi-generational household,West,No,1.0,91,15702,0.75042,1.24517
125,125,2014,Other Combinations,West,No,1.0,222,15702,0.87047,1.1379
126,126,2015,Single-person household,West,Yes,0.04157,126,15686,0.03649,0.04686
127,127,2015,Single-person household,West,No,0.95843,2620,15686,0.93173,0.98313
128,128,2015,Single-person household,East,Yes,0.04888,38,15686,0.03655,0.06486
129,129,2015,Single-person household,East,No,0.95112,833,15686,0.90429,1.00563
130,130,2015,Couple without children,West,Yes,0.1079,361,15686,0.09907,0.11978
131,131,2015,Couple without children,West,No,0.8921,2945,15686,0.86113,0.92469
132,132,2015,Couple without children,East,Yes,0.09522,85,15686,0.0739,0.12311
133,133,2015,Couple without children,East,No,0.90478,979,15686,0.84725,0.95242
134,134,2015,Single parent,West,Yes,0.05542,83,15686,0.0428,0.07545
135,135,2015,Single parent,West,No,0.94458,1265,15686,0.87782,1.00336
136,136,2015,Single parent,East,No,1.0,351,15686,0.89466,1.12584
137,137,2015,Couple with children,West,Yes,0.17882,742,15686,0.16367,0.19675
138,138,2015,Couple with children,West,No,0.82118,3997,15686,0.78758,0.85926
139,139,2015,Couple with children,East,Yes,0.1309,100,15686,0.09594,0.1735
140,140,2015,Couple with children,East,No,0.8691,818,15686,0.78996,0.95981
141,141,2015,Multi-generational household,West,No,1.0,104,15686,0.73274,1.26877
142,142,2015,Other Combinations,West,No,1.0,204,15686,0.8793,1.1605
143,143,2015,Other Combinations,East,No,1.0,35,15686,0.77885,1.25881
144,144,2016,Single-person household,West,Yes,0.03268,98,14208,0.02685,0.03893
145,145,2016,Single-person household,West,No,0.96732,2432,14208,0.94146,0.99557
146,146,2016,Single-person household,East,Yes,0.03825,31,14208,0.02837,0.05098
147,147,2016,Single-person household,East,No,0.96175,818,14208,0.913,1.019
148,148,2016,Couple without children,West,Yes,0.11587,365,14208,0.10641,0.12618
149,149,2016,Couple without children,West,No,0.88413,2717,14208,0.85146,0.91677
150,150,2016,Couple without children,East,Yes,0.10405,86,14208,0.08316,0.12948
151,151,2016,Couple without children,East,No,0.89595,924,14208,0.83993,0.96108
152,152,2016,Single parent,West,Yes,0.0606,70,14208,0.04576,0.07803
153,153,2016,Single parent,West,No,0.9394,1118,14208,0.88428,1.00203
154,154,2016,Single parent,East,No,1.0,325,14208,0.88666,1.10524
155,155,2016,Couple with children,West,Yes,0.16879,656,14208,0.15058,0.18553
156,156,2016,Couple with children,West,No,0.83121,3512,14208,0.8014,0.86418
157,157,2016,Couple with children,East,Yes,0.13264,89,14208,0.09557,0.18178
158,158,2016,Couple with children,East,No,0.86736,732,14208,0.77851,0.96355
159,159,2016,Multi-generational household,West,No,1.0,74,14208,0.78503,1.32783
160,160,2016,Other Combinations,West,No,1.0,161,14208,0.85274,1.16017
161,161,2017,Single-person household,West,Yes,0.04468,140,15585,0.03763,0.05008
162,162,2017,Single-person household,West,No,0.95532,2717,15585,0.92791,0.98149
163,163,2017,Single-person household,East,Yes,0.0528,41,15585,0.04003,0.06831
164,164,2017,Single-person household,East,No,0.9472,928,15585,0.89615,0.98433
165,165,2017,Couple without children,West,Yes,0.12057,439,15585,0.11123,0.1316
166,166,2017,Couple without children,West,No,0.87943,3035,15585,0.84913,0.91403
167,167,2017,Couple without children,East,Yes,0.09492,90,15585,0.07157,0.11883
168,168,2017,Couple without children,East,No,0.90508,1040,15585,0.85459,0.95082
169,169,2017,Single parent,West,Yes,0.06469,84,15585,0.05018,0.08595
170,170,2017,Single parent,West,No,0.93531,1112,15585,0.87675,1.00006
171,171,2017,Single parent,East,No,1.0,328,15585,0.90097,1.11905
172,172,2017,Couple with children,West,Yes,0.16993,739,15585,0.15618,0.18446
173,173,2017,Couple with children,West,No,0.83007,3667,15585,0.79702,0.86578
174,174,2017,Couple with children,East,Yes,0.12683,107,15585,0.09884,0.16163
175,175,2017,Couple with children,East,No,0.87317,803,15585,0.80239,0.94428
176,176,2017,Multi-generational household,West,No,1.0,81,15585,0.75774,1.31601
177,177,2017,Other Combinations,West,No,1.0,201,15585,0.86655,1.12474
178,178,2017,Other Combinations,East,No,1.0,33,15585,0.77261,1.31354
179,179,2018,Single-person household,West,Yes,0.04749,142,15324,0.04151,0.05315
180,180,2018,Single-person household,West,No,0.95251,2855,15324,0.92621,0.97861
181,181,2018,Single-person household,East,Yes,0.03944,39,15324,0.02786,0.05146
182,182,2018,Single-person household,East,No,0.96056,981,15324,0.90491,1.0184
183,183,2018,Couple without children,West,Yes,0.12017,428,15324,0.11106,0.13087
184,184,2018,Couple without children,West,No,0.87983,2980,15324,0.8539,0.90827
185,185,2018,Couple without children,East,Yes,0.09505,92,15324,0.07297,0.11992
186,186,2018,Couple without children,East,No,0.90495,1037,15324,0.84122,0.95357
187,187,2018,Single parent,West,Yes,0.06456,82,15324,0.04976,0.08294
188,188,2018,Single parent,West,No,0.93544,1091,15324,0.86099,0.99772
189,189,2018,Single parent,East,No,1.0,320,15324,0.86051,1.12975
190,190,2018,Couple with children,West,Yes,0.17393,697,15324,0.15974,0.18852
191,191,2018,Couple with children,West,No,0.82607,3436,15324,0.78803,0.85888
192,192,2018,Couple with children,East,Yes,0.14616,109,15324,0.11139,0.18672
193,193,2018,Couple with children,East,No,0.85384,773,15324,0.76162,0.93945
194,194,2018,Multi-generational household,West,No,1.0,82,15324,0.76424,1.24548
195,195,2018,Other Combinations,West,No,1.0,180,15324,0.86976,1.16359
196,196,2019,Single-person household,West,Yes,0.05101,122,12531,0.04457,0.0573
197,197,2019,Single-person household,West,No,0.94899,2308,12531,0.91721,0.98111
198,198,2019,Single-person household,East,Yes,0.0425,36,12531,0.02931,0.05891
199,199,2019,Single-person household,East,No,0.9575,795,12531,0.89626,1.01416
200,200,2019,Couple without children,West,Yes,0.1286,392,12531,0.11625,0.13976
201,201,2019,Couple without children,West,No,0.8714,2486,12531,0.84199,0.90695
202,202,2019,Couple without children,East,Yes,0.09841,77,12531,0.07364,0.12682
203,203,2019,Couple without children,East,No,0.90159,903,12531,0.83684,0.96998
204,204,2019,Single parent,West,Yes,0.07831,70,12531,0.05588,0.10392
205,205,2019,Single parent,West,No,0.92169,884,12531,0.84861,0.99444
206,206,2019,Single parent,East,No,1.0,267,12531,0.87094,1.1195
207,207,2019,Couple with children,West,Yes,0.17693,593,12531,0.15855,0.19568
208,208,2019,Couple with children,West,No,0.82307,2706,12531,0.78632,0.8575
209,209,2019,Couple with children,East,Yes,0.15533,98,12531,0.11626,0.20903
210,210,2019,Couple with children,East,No,0.84467,612,12531,0.74653,0.94844
211,211,2019,Multi-generational household,West,No,1.0,60,12531,0.71404,1.32662
212,212,2019,Other Combinations,West,No,1.0,122,12531,0.81084,1.17525
213,213,2020,Single-person household,West,Yes,0.05759,204,16168,0.04969,0.06544
214,214,2020,Single-person household,West,No,0.94241,3348,16168,0.9088,0.96883
215,215,2020,Single-person household,East,Yes,0.04052,50,16168,0.02783,0.05296
216,216,2020,Single-person household,East,No,0.95948,986,16168,0.89472,1.01528
217,217,2020,Couple without children,West,Yes,0.13396,554,16168,0.12078,0.1483
218,218,2020,Couple without children,West,No,0.86604,3293,16168,0.83032,0.899
219,219,2020,Couple without children,East,Yes,0.10471,116,16168,0.07887,0.13679
220,220,2020,Couple without children,East,No,0.89529,1050,16168,0.83611,0.96232
221,221,2020,Single parent,West,Yes,0.08729,86,16168,0.0621,0.11805
222,222,2020,Single parent,West,No,0.91271,949,16168,0.84475,0.98541
223,223,2020,Single parent,East,No,1.0,285,16168,0.8692,1.15298
224,224,2020,Couple with children,West,Yes,0.19345,740,16168,0.17604,0.2126
225,225,2020,Couple with children,West,No,0.80655,3301,16168,0.76719,0.84075
226,226,2020,Couple with children,East,Yes,0.15835,131,16168,0.11972,0.19869
227,227,2020,Couple with children,East,No,0.84165,724,16168,0.74705,0.92485
228,228,2020,Multi-generational household,West,No,1.0,80,16168,0.71505,1.36459
229,229,2020,Other Combinations,West,No,1.0,231,16168,0.80671,1.19616
230,230,2020,Other Combinations,East,No,1.0,40,16168,0.68709,1.35871
231,231,2021,Single-person household,West,Yes,0.05672,137,9832,0.04722,0.06624
232,232,2021,Single-person household,West,No,0.94328,2040,9832,0.9057,0.99336
233,233,2021,Single-person household,East,Yes,0.0467,34,9832,0.03282,0.06244
234,234,2021,Single-person household,East,No,0.9533,594,9832,0.87738,1.03498
235,235,2021,Couple without children,West,Yes,0.12988,362,9832,0.11654,0.14346
236,236,2021,Couple without children,West,No,0.87012,1996,9832,0.81876,0.90397
237,237,2021,Couple without children,East,Yes,0.11769,77,9832,0.08236,0.15781
238,238,2021,Couple without children,East,No,0.88231,678,9832,0.80016,0.96703
239,239,2021,Single parent,West,Yes,0.09677,56,9832,0.06172,0.14155
240,240,2021,Single parent,West,No,0.90323,543,9832,0.81397,0.99493
241,241,2021,Single parent,East,No,1.0,211,9832,0.85395,1.15821
242,242,2021,Couple with children,West,Yes,0.20241,467,9832,0.17497,0.22648
243,243,2021,Couple with children,West,No,0.79759,1898,9832,0.75689,0.84422
244,244,2021,Couple with children,East,Yes,0.16014,71,9832,0.11505,0.21537
245,245,2021,Couple with children,East,No,0.83986,434,9832,0.72352,0.95433
246,246,2021,Multi-generational household,West,No,1.0,45,9832,0.65686,1.54464
247,247,2021,Other Combinations,West,No,1.0,154,9832,0.84452,1.1925
248,248,2021,Other Combinations,East,No,1.0,35,9832,0.70551,1.4495
