year,quintil_oecd_hh,regtyp,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,4th Quintile,Urban regions,No,0.92933,1265,1365,0.91573,0.94293
2009,4th Quintile,Rural regions,Yes,0.07375,60,692,0.05427,0.09324
2009,4th Quintile,Rural regions,No,0.92219,632,692,0.90222,0.94216
2009,5th Quintile,Urban regions,Yes,0.06047,158,1841,0.04958,0.07136
2009,5th Quintile,Urban regions,No,0.93035,1683,1841,0.91872,0.94198
2009,5th Quintile,Rural regions,Yes,0.13073,100,625,0.10428,0.15717
2009,5th Quintile,Rural regions,No,0.85312,525,625,0.82534,0.88089
2010,1st Quintile,Urban regions,Yes,0.01694,40,1997,0.01128,0.02260
2010,1st Quintile,Urban regions,No,0.97670,1957,1997,0.97008,0.98332
2010,1st Quintile,Rural regions,Yes,0.03531,44,1142,0.02460,0.04602
2010,1st Quintile,Rural regions,No,0.96469,1098,1142,0.95398,0.97540
2010,2nd Quintile,Urban regions,Yes,0.03548,77,1752,0.02682,0.04415
2010,2nd Quintile,Urban regions,No,0.96192,1675,1752,0.95296,0.97089
2010,2nd Quintile,Rural regions,Yes,0.04651,87,1161,0.03439,0.05863
2010,2nd Quintile,Rural regions,No,0.94825,1074,1161,0.93550,0.96100
2010,3rd Quintile,Urban regions,Yes,0.04960,104,1546,0.03878,0.06043
2010,3rd Quintile,Urban regions,No,0.94541,1442,1546,0.93408,0.95674
2010,3rd Quintile,Rural regions,Yes,0.07459,97,1002,0.05831,0.09087
2010,3rd Quintile,Rural regions,No,0.91775,905,1002,0.90073,0.93477
2010,4th Quintile,Urban regions,Yes,0.06705,132,1661,0.05502,0.07908
2010,4th Quintile,Urban regions,No,0.92225,1529,1661,0.90936,0.93513
2010,4th Quintile,Rural regions,Yes,0.09464,108,788,0.07419,0.11509
2010,4th Quintile,Rural regions,No,0.90183,680,788,0.88104,0.92262
2010,5th Quintile,Urban regions,Yes,0.06865,217,2090,0.05780,0.07949
2010,5th Quintile,Urban regions,No,0.92035,1873,2090,0.90874,0.93196
2010,5th Quintile,Rural regions,Yes,0.14592,119,608,0.11784,0.17401
2010,5th Quintile,Rural regions,No,0.84323,489,608,0.81431,0.87216
2011,1st Quintile,Urban regions,Yes,0.01474,53,2279,0.00979,0.01969
2011,1st Quintile,Urban regions,No,0.98411,2226,2279,0.97898,0.98925
2011,1st Quintile,Rural regions,Yes,0.04640,63,1420,0.03546,0.05735
2011,1st Quintile,Rural regions,No,0.94929,1357,1420,0.93788,0.96071
2011,2nd Quintile,Urban regions,Yes,0.04869,120,2022,0.03930,0.05807
2011,2nd Quintile,Urban regions,No,0.94813,1902,2022,0.93846,0.95780
2011,2nd Quintile,Rural regions,Yes,0.06076,112,1384,0.04817,0.07335
2011,2nd Quintile,Rural regions,No,0.93616,1272,1384,0.92328,0.94905
2011,3rd Quintile,Urban regions,Yes,0.05436,146,1980,0.04437,0.06435
2011,3rd Quintile,Urban regions,No,0.94290,1834,1980,0.93268,0.95313
2011,3rd Quintile,Rural regions,Yes,0.08695,146,1239,0.07126,0.10265
2011,3rd Quintile,Rural regions,No,0.91095,1093,1239,0.89508,0.92681
2011,4th Quintile,Urban regions,Yes,0.08059,214,2069,0.06886,0.09233
2011,4th Quintile,Urban regions,No,0.91815,1855,2069,0.90633,0.92996
2011,4th Quintile,Rural regions,Yes,0.10744,147,989,0.08813,0.12674
2011,4th Quintile,Rural regions,No,0.89057,842,989,0.87111,0.91004
2011,5th Quintile,Urban regions,Yes,0.08204,258,2384,0.07102,0.09306
2011,5th Quintile,Urban regions,No,0.91664,2126,2384,0.90554,0.92774
2011,5th Quintile,Rural regions,Yes,0.16729,164,803,0.14146,0.19312
2011,5th Quintile,Rural regions,No,0.82441,639,803,0.79808,0.85075
2012,1st Quintile,Urban regions,Yes,0.01623,46,2192,0.01094,0.02152
2012,1st Quintile,Urban regions,No,0.97996,2146,2192,0.97409,0.98583
2012,1st Quintile,Rural regions,Yes,0.03308,60,1402,0.02371,0.04244
2012,1st Quintile,Rural regions,No,0.96692,1342,1402,0.95756,0.97629
2012,2nd Quintile,Urban regions,Yes,0.04868,126,2022,0.03930,0.05807
2012,2nd Quintile,Urban regions,No,0.94929,1896,2022,0.93972,0.95885
2012,2nd Quintile,Rural regions,Yes,0.07633,120,1286,0.06182,0.09085
2012,2nd Quintile,Rural regions,No,0.92141,1166,1286,0.90669,0.93612
2012,3rd Quintile,Urban regions,Yes,0.06583,172,1949,0.05482,0.07685
2012,3rd Quintile,Urban regions,No,0.92992,1777,1949,0.91859,0.94126
2012,3rd Quintile,Rural regions,Yes,0.08826,155,1251,0.07253,0.10398
2012,3rd Quintile,Rural regions,No,0.91174,1096,1251,0.89602,0.92747
2012,4th Quintile,Urban regions,Yes,0.08526,223,1957,0.07289,0.09764
2012,4th Quintile,Urban regions,No,0.91474,1734,1957,0.90236,0.92711
2012,4th Quintile,Rural regions,Yes,0.13310,172,1071,0.11274,0.15345
2012,4th Quintile,Rural regions,No,0.86606,899,1071,0.84565,0.88647
2012,5th Quintile,Urban regions,Yes,0.09262,275,2316,0.08081,0.10443
2012,5th Quintile,Urban regions,No,0.90664,2041,2316,0.89479,0.91849
2012,5th Quintile,Rural regions,Yes,0.16331,169,839,0.13828,0.18834
2012,5th Quintile,Rural regions,No,0.83102,670,839,0.80565,0.85640
2013,1st Quintile,Urban regions,Yes,0.01815,57,2764,0.01317,0.02312
2013,1st Quintile,Urban regions,No,0.98114,2707,2764,0.97606,0.98621
2013,1st Quintile,Rural regions,Yes,0.02668,52,1472,0.01845,0.03492
2013,1st Quintile,Rural regions,No,0.97282,1420,1472,0.96451,0.98113
2013,2nd Quintile,Urban regions,Yes,0.04268,113,2389,0.03457,0.05079
2013,2nd Quintile,Urban regions,No,0.95699,2276,2389,0.94886,0.96513
2013,2nd Quintile,Rural regions,Yes,0.09404,141,1467,0.07909,0.10898
2013,2nd Quintile,Rural regions,No,0.90408,1326,1467,0.88901,0.91915
2013,3rd Quintile,Urban regions,Yes,0.08453,194,2161,0.07280,0.09626
2013,3rd Quintile,Urban regions,No,0.91515,1967,2161,0.90340,0.92690
2013,3rd Quintile,Rural regions,Yes,0.11497,165,1226,0.09710,0.13283
2013,3rd Quintile,Rural regions,No,0.88503,1061,1226,0.86717,0.90290
2013,4th Quintile,Urban regions,Yes,0.08500,206,2050,0.07292,0.09707
2013,4th Quintile,Urban regions,No,0.91500,1844,2050,0.90293,0.92708
2013,4th Quintile,Rural regions,Yes,0.11105,150,1064,0.09216,0.12994
2013,4th Quintile,Rural regions,No,0.88895,914,1064,0.87006,0.90784
2013,5th Quintile,Urban regions,Yes,0.10087,305,2474,0.08900,0.11274
2013,5th Quintile,Urban regions,No,0.89913,2169,2474,0.88726,0.91100
2013,5th Quintile,Rural regions,Yes,0.20515,180,788,0.17694,0.23336
2013,5th Quintile,Rural regions,No,0.79485,608,788,0.76664,0.82306
2014,1st Quintile,Urban regions,Yes,0.02674,61,2225,0.02004,0.03345
2014,1st Quintile,Urban regions,No,0.96954,2164,2225,0.96239,0.97668
2014,1st Quintile,Rural regions,Yes,0.04868,63,1224,0.03662,0.06074
2014,1st Quintile,Rural regions,No,0.95085,1161,1224,0.93874,0.96297
2014,2nd Quintile,Urban regions,Yes,0.04671,111,2028,0.03752,0.05589
2014,2nd Quintile,Urban regions,No,0.95150,1917,2028,0.94215,0.96085
2014,2nd Quintile,Rural regions,Yes,0.08610,114,1284,0.07075,0.10145
2014,2nd Quintile,Rural regions,No,0.91390,1170,1284,0.89855,0.92925
2014,3rd Quintile,Urban regions,Yes,0.08087,160,1940,0.06874,0.09301
2014,3rd Quintile,Urban regions,No,0.91748,1780,1940,0.90523,0.92973
2014,3rd Quintile,Rural regions,Yes,0.10945,166,1167,0.09153,0.12737
2014,3rd Quintile,Rural regions,No,0.89055,1001,1167,0.87263,0.90847
2014,4th Quintile,Urban regions,Yes,0.08931,210,1937,0.07661,0.10202
2014,4th Quintile,Urban regions,No,0.91069,1727,1937,0.89798,0.92339
2014,4th Quintile,Rural regions,Yes,0.13748,167,988,0.11600,0.15897
2014,4th Quintile,Rural regions,No,0.85902,821,988,0.83731,0.88073
2014,5th Quintile,Urban regions,Yes,0.12743,321,2259,0.11367,0.14118
2014,5th Quintile,Urban regions,No,0.87044,1938,2259,0.85659,0.88429
2014,5th Quintile,Rural regions,Yes,0.18874,168,759,0.16089,0.21660
2014,5th Quintile,Rural regions,No,0.81126,591,759,0.78340,0.83911
2015,1st Quintile,Urban regions,Yes,0.01474,53,2308,0.00982,0.01966
2015,1st Quintile,Urban regions,No,0.98059,2255,2308,0.97496,0.98622
2015,1st Quintile,Rural regions,Yes,0.04772,60,1237,0.03584,0.05961
2015,1st Quintile,Rural regions,No,0.95069,1177,1237,0.93862,0.96276
2015,2nd Quintile,Urban regions,Yes,0.05416,113,2058,0.04438,0.06394
2015,2nd Quintile,Urban regions,No,0.94441,1945,2058,0.93451,0.95431
2015,2nd Quintile,Rural regions,Yes,0.08616,119,1321,0.07102,0.10130
2015,2nd Quintile,Rural regions,No,0.91369,1202,1321,0.89854,0.92884
2015,3rd Quintile,Urban regions,Yes,0.07664,159,1908,0.06470,0.08858
2015,3rd Quintile,Urban regions,No,0.91934,1749,1908,0.90712,0.93156
2015,3rd Quintile,Rural regions,Yes,0.12214,158,1105,0.10282,0.14145
2015,3rd Quintile,Rural regions,No,0.87602,947,1105,0.85658,0.89546
2015,4th Quintile,Urban regions,Yes,0.10507,223,1857,0.09112,0.11902
2015,4th Quintile,Urban regions,No,0.89326,1634,1857,0.87921,0.90730
2015,4th Quintile,Rural regions,Yes,0.13550,174,972,0.11397,0.15703
2015,4th Quintile,Rural regions,No,0.86450,798,972,0.84297,0.88603
2015,5th Quintile,Urban regions,Yes,0.12144,311,2234,0.10789,0.13499
2015,5th Quintile,Urban regions,No,0.87850,1923,2234,0.86495,0.89205
2015,5th Quintile,Rural regions,Yes,0.25509,198,739,0.22364,0.28654
2015,5th Quintile,Rural regions,No,0.73993,541,739,0.70828,0.77158
2016,1st Quintile,Urban regions,Yes,0.01912,49,1983,0.01309,0.02515
2016,1st Quintile,Urban regions,No,0.94914,1934,1983,0.93947,0.95882
2016,1st Quintile,Rural regions,Yes,0.04729,43,1107,0.03478,0.05980
2016,1st Quintile,Rural regions,No,0.92772,1064,1107,0.91246,0.94298
2016,2nd Quintile,Urban regions,Yes,0.04665,92,1846,0.03703,0.05628
2016,2nd Quintile,Urban regions,No,0.95298,1754,1846,0.94332,0.96264
2016,2nd Quintile,Rural regions,Yes,0.08332,111,1191,0.06761,0.09902
2016,2nd Quintile,Rural regions,No,0.91569,1080,1191,0.89990,0.93148
2016,3rd Quintile,Urban regions,Yes,0.08012,155,1724,0.06730,0.09294
2016,3rd Quintile,Urban regions,No,0.91712,1569,1724,0.90411,0.93014
2016,3rd Quintile,Rural regions,Yes,0.11313,137,1016,0.09364,0.13261
2016,3rd Quintile,Rural regions,No,0.87644,879,1016,0.85620,0.89669
2016,4th Quintile,Urban regions,Yes,0.07480,187,1760,0.06251,0.08709
2016,4th Quintile,Urban regions,No,0.92477,1573,1760,0.91244,0.93709
2016,4th Quintile,Rural regions,Yes,0.15356,168,901,0.13001,0.17711
2016,4th Quintile,Rural regions,No,0.84644,733,901,0.82289,0.86999
2016,5th Quintile,Urban regions,Yes,0.13948,305,2049,0.12447,0.15448
2016,5th Quintile,Urban regions,No,0.86028,1744,2049,0.84527,0.87530
2016,5th Quintile,Rural regions,Yes,0.22938,176,705,0.19832,0.26044
2016,5th Quintile,Rural regions,No,0.77062,529,705,0.73956,0.80168
2017,1st Quintile,Urban regions,Yes,0.02006,40,2020,0.01395,0.02618
2017,1st Quintile,Urban regions,No,0.94723,1980,2020,0.93748,0.95699
2017,1st Quintile,Rural regions,Yes,0.06066,58,1176,0.04701,0.07431
2017,1st Quintile,Rural regions,No,0.90450,1118,1176,0.88770,0.92131
2017,2nd Quintile,Urban regions,Yes,0.05075,105,1972,0.04106,0.06044
2017,2nd Quintile,Urban regions,No,0.94574,1867,1972,0.93573,0.95574
2017,2nd Quintile,Rural regions,Yes,0.09090,113,1261,0.07502,0.10677
2017,2nd Quintile,Rural regions,No,0.90367,1148,1261,0.88738,0.91996
2017,3rd Quintile,Urban regions,Yes,0.08042,185,1901,0.06819,0.09265
2017,3rd Quintile,Urban regions,No,0.91692,1716,1901,0.90451,0.92933
2017,3rd Quintile,Rural regions,Yes,0.12659,180,1185,0.10765,0.14553
2017,3rd Quintile,Rural regions,No,0.87326,1005,1185,0.85431,0.89221
2017,4th Quintile,Urban regions,Yes,0.09692,253,2012,0.08399,0.10985
2017,4th Quintile,Urban regions,No,0.90210,1759,2012,0.88911,0.91509
2017,4th Quintile,Rural regions,Yes,0.15284,198,1030,0.13085,0.17482
2017,4th Quintile,Rural regions,No,0.84522,832,1030,0.82312,0.86732
2017,5th Quintile,Urban regions,Yes,0.13468,354,2321,0.12079,0.14857
2017,5th Quintile,Urban regions,No,0.86532,1967,2321,0.85143,0.87921
2017,5th Quintile,Rural regions,Yes,0.25140,198,772,0.22078,0.28203
2017,5th Quintile,Rural regions,No,0.74574,574,772,0.71500,0.77647
2018,1st Quintile,Urban regions,Yes,0.01608,48,2128,0.01073,0.02142
2018,1st Quintile,Urban regions,No,0.95042,2080,2128,0.94120,0.95965
2018,1st Quintile,Rural regions,Yes,0.05695,57,1178,0.04371,0.07019
2018,1st Quintile,Rural regions,No,0.91514,1121,1178,0.89922,0.93106
2018,2nd Quintile,Urban regions,Yes,0.05371,115,2030,0.04390,0.06352
2018,2nd Quintile,Urban regions,No,0.94267,1915,2030,0.93255,0.95278
2018,2nd Quintile,Rural regions,Yes,0.07499,121,1263,0.06046,0.08952
2018,2nd Quintile,Rural regions,No,0.92342,1142,1263,0.90875,0.93809
2018,3rd Quintile,Urban regions,Yes,0.08576,167,1851,0.07300,0.09851
2018,3rd Quintile,Urban regions,No,0.91121,1684,1851,0.89825,0.92418
2018,3rd Quintile,Rural regions,Yes,0.11542,156,1086,0.09640,0.13443
2018,3rd Quintile,Rural regions,No,0.87582,930,1086,0.85619,0.89544
2018,4th Quintile,Urban regions,Yes,0.09657,223,1913,0.08333,0.10981
2018,4th Quintile,Urban regions,No,0.89910,1690,1913,0.88560,0.91260
2018,4th Quintile,Rural regions,Yes,0.17720,194,963,0.15307,0.20133
2018,4th Quintile,Rural regions,No,0.82018,769,963,0.79592,0.84445
2018,5th Quintile,Urban regions,Yes,0.14345,353,2235,0.12891,0.15798
2018,5th Quintile,Urban regions,No,0.85409,1882,2235,0.83946,0.86873
2018,5th Quintile,Rural regions,Yes,0.24122,203,772,0.21102,0.27142
2018,5th Quintile,Rural regions,No,0.75771,569,772,0.72747,0.78796
2019,1st Quintile,Urban regions,Yes,0.02593,47,1560,0.01804,0.03381
2019,1st Quintile,Urban regions,No,0.82611,1513,1560,0.80730,0.84493
2019,1st Quintile,Rural regions,Yes,0.04539,38,863,0.03149,0.05928
2019,1st Quintile,Rural regions,No,0.80344,825,863,0.77691,0.82997
2019,2nd Quintile,Urban regions,Yes,0.04998,92,1593,0.03928,0.06069
2019,2nd Quintile,Urban regions,No,0.88297,1501,1593,0.86718,0.89876
2019,2nd Quintile,Rural regions,Yes,0.09232,104,1024,0.07458,0.11006
2019,2nd Quintile,Rural regions,No,0.81491,920,1024,0.79112,0.83871
2019,3rd Quintile,Urban regions,Yes,0.07305,131,1584,0.06023,0.08587
2019,3rd Quintile,Urban regions,No,0.85826,1453,1584,0.84107,0.87544
2019,3rd Quintile,Rural regions,Yes,0.10148,132,925,0.08201,0.12095
2019,3rd Quintile,Rural regions,No,0.82810,793,925,0.80377,0.85243
2019,4th Quintile,Urban regions,Yes,0.09707,197,1605,0.08258,0.11155
2019,4th Quintile,Urban regions,No,0.82634,1408,1605,0.80780,0.84488
2019,4th Quintile,Rural regions,Yes,0.18365,188,856,0.15769,0.20960
2019,4th Quintile,Rural regions,No,0.76345,668,856,0.73497,0.79194
2019,5th Quintile,Urban regions,Yes,0.13179,310,1891,0.11654,0.14704
2019,5th Quintile,Urban regions,No,0.75617,1581,1891,0.73681,0.77553
2019,5th Quintile,Rural regions,Yes,0.20996,184,703,0.17983,0.24009
2019,5th Quintile,Rural regions,No,0.71349,519,703,0.68004,0.74693
2020,1st Quintile,Urban regions,Yes,0.02155,59,2312,0.01563,0.02747
2020,1st Quintile,Urban regions,No,0.92888,2253,2312,0.91840,0.93936
2020,1st Quintile,Rural regions,Yes,0.06135,65,1122,0.04730,0.07539
2020,1st Quintile,Rural regions,No,0.90298,1057,1122,0.88566,0.92031
2020,2nd Quintile,Urban regions,Yes,0.04891,110,2087,0.03965,0.05817
2020,2nd Quintile,Urban regions,No,0.94352,1977,2087,0.93361,0.95343
2020,2nd Quintile,Rural regions,Yes,0.08815,127,1239,0.07236,0.10394
2020,2nd Quintile,Rural regions,No,0.90914,1112,1239,0.89313,0.92515
2020,3rd Quintile,Urban regions,Yes,0.10909,193,1868,0.09495,0.12323
2020,3rd Quintile,Urban regions,No,0.88969,1675,1868,0.87548,0.90390
2020,3rd Quintile,Rural regions,Yes,0.16106,158,1011,0.13839,0.18373
2020,3rd Quintile,Rural regions,No,0.83273,853,1011,0.80972,0.85575
2020,4th Quintile,Urban regions,Yes,0.11811,238,1918,0.10366,0.13256
2020,4th Quintile,Urban regions,No,0.87393,1680,1918,0.85907,0.88879
2020,4th Quintile,Rural regions,Yes,0.19675,206,935,0.17126,0.22225
2020,4th Quintile,Rural regions,No,0.80233,729,935,0.77679,0.82787
2020,5th Quintile,Urban regions,Yes,0.15264,501,2765,0.13923,0.16605
2020,5th Quintile,Urban regions,No,0.84386,2264,2765,0.83033,0.85740
2020,5th Quintile,Rural regions,Yes,0.23600,281,963,0.20917,0.26283
2020,5th Quintile,Rural regions,No,0.76217,682,963,0.73526,0.78907
2021,1st Quintile,Urban regions,Yes,0.02571,41,1152,0.01656,0.03485
2021,1st Quintile,Urban regions,No,0.79326,1111,1152,0.76987,0.81666
2021,1st Quintile,Rural regions,Yes,0.07255,41,625,0.05220,0.09290
2021,1st Quintile,Rural regions,No,0.80746,584,625,0.77652,0.83839
2021,2nd Quintile,Urban regions,Yes,0.03970,82,1192,0.02861,0.05079
2021,2nd Quintile,Urban regions,No,0.84916,1110,1192,0.82883,0.86948
2021,2nd Quintile,Rural regions,Yes,0.10424,84,785,0.08285,0.12563
2021,2nd Quintile,Rural regions,No,0.79362,701,785,0.76529,0.82195
2021,3rd Quintile,Urban regions,Yes,0.07950,112,1185,0.06409,0.09490
2021,3rd Quintile,Urban regions,No,0.82643,1073,1185,0.80486,0.84801
2021,3rd Quintile,Rural regions,Yes,0.10214,96,662,0.07905,0.12522
2021,3rd Quintile,Rural regions,No,0.80670,566,662,0.77660,0.83681
2021,4th Quintile,Urban regions,Yes,0.11478,170,1258,0.09716,0.13240
2021,4th Quintile,Urban regions,No,0.75811,1088,1258,0.73443,0.78178
2021,4th Quintile,Rural regions,Yes,0.18099,148,638,0.15110,0.21089
2021,4th Quintile,Rural regions,No,0.76520,490,638,0.73229,0.79812
2021,5th Quintile,Urban regions,Yes,0.13327,314,1815,0.11763,0.14891
2021,5th Quintile,Urban regions,No,0.76736,1501,1815,0.74791,0.78680
2021,5th Quintile,Rural regions,Yes,0.21355,177,616,0.18116,0.24594
2021,5th Quintile,Rural regions,No,0.69115,439,616,0.65463,0.72766
2022,1st Quintile,Urban regions,Yes,0.06594,231,3059,0.05714,0.07473
2022,1st Quintile,Urban regions,No,0.90076,2828,3059,0.89016,0.91136
2022,1st Quintile,Rural regions,Yes,0.14505,227,1458,0.12696,0.16313
2022,1st Quintile,Rural regions,No,0.83586,1231,1458,0.81684,0.85488
2022,2nd Quintile,Urban regions,Yes,0.09066,236,2537,0.07948,0.10183
2022,2nd Quintile,Urban regions,No,0.89075,2301,2537,0.87861,0.90289
2022,2nd Quintile,Rural regions,Yes,0.12891,208,1328,0.11088,0.14694
2022,2nd Quintile,Rural regions,No,0.86204,1120,1328,0.84348,0.88059
2022,3rd Quintile,Urban regions,Yes,0.11564,270,2256,0.10244,0.12884
2022,3rd Quintile,Urban regions,No,0.87793,1986,2256,0.86442,0.89144
2022,3rd Quintile,Rural regions,Yes,0.16310,232,1136,0.14161,0.18460
2022,3rd Quintile,Rural regions,No,0.83454,904,1136,0.81292,0.85616
2022,4th Quintile,Urban regions,Yes,0.13367,351,2340,0.11988,0.14746
2022,4th Quintile,Urban regions,No,0.85942,1989,2340,0.84533,0.87351
2022,4th Quintile,Rural regions,Yes,0.23272,269,1071,0.20740,0.25804
2022,4th Quintile,Rural regions,No,0.76608,802,1071,0.74071,0.79144
2022,5th Quintile,Urban regions,Yes,0.17207,575,2795,0.15807,0.18606
2022,5th Quintile,Urban regions,No,0.82539,2220,2795,0.81131,0.83946
2022,5th Quintile,Rural regions,Yes,0.27531,352,1031,0.24803,0.30258
2022,5th Quintile,Rural regions,No,0.72189,679,1031,0.69453,0.74926
