year,pgisced97,sampreg,plh0110,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,Post-secondary Non-tertiary Level,West,Important,0.009043084582895001,77,10409,0.009018727547972293,0.00906744161781771
1992,Post-secondary Non-tertiary Level,West,Less important,0.005567395925225476,48,10409,0.005548251053226483,0.00558654079722447
1992,Post-secondary Non-tertiary Level,East,Very important,0.0020548141392206926,42,10409,0.0020431627327741936,0.0020664655456671915
1992,First Stage of Tertiary Education,West,Very important,0.029618475590351016,269,10409,0.0295748550193018,0.029662096161400232
1992,First Stage of Tertiary Education,West,Important,0.018621195352626657,150,10409,0.018586412848036294,0.01865597785721702
1992,First Stage of Tertiary Education,West,Less important,0.008269950012742468,64,10409,0.008246648349870376,0.00829325167561456
1992,First Stage of Tertiary Education,East,Very important,0.007265314776035669,131,10409,0.007243463210776325,0.007287166341295013
1992,First Stage of Tertiary Education,East,Important,0.004994377995068944,77,10409,0.004976239877713859,0.005012516112424029
1992,Second Stage of Tertiary Education,West,Very important,0.034142302914800644,305,10409,0.03409557873202973,0.03418902709757156
1992,Second Stage of Tertiary Education,West,Important,0.026097593445015378,216,10409,0.026056573347722975,0.02613861354230778
1992,Second Stage of Tertiary Education,West,Less important,0.014336805778707235,115,10409,0.014306219319336917,0.014367392238077554
1992,Second Stage of Tertiary Education,West,Unimportant,0.007362052693803684,51,10409,0.007340057204194792,0.007384048183412576
1992,Second Stage of Tertiary Education,East,Very important,0.02976656509897893,618,10409,0.029722838951480538,0.029810291246477324
1992,Second Stage of Tertiary Education,East,Important,0.013215955688458042,222,10409,0.0131865724890687,0.013245338887847385
1992,Second Stage of Tertiary Education,East,Less important,0.0032626483418238695,44,10409,0.003247975499993986,0.003277321183653753
1995,Pre-primary Level,West,Important,0.004761969075078488,53,10666,0.004744482642283571,0.004779455507873405
1995,Pre-primary Level,West,Less important,0.005438792954608621,53,10666,0.005420111466103729,0.005457474443113512
1995,Pre-primary Level,East,Less important,0.001136531343875708,32,10666,0.0011279730296125925,0.0011450896581388233
1995,Primary Level,West,Very important,0.0028305453783018532,37,10666,0.0028170506544971568,0.0028440401021065497
1995,Primary Level,West,Important,0.003200031951107169,33,10666,0.003185686123055273,0.003214377779159065
1995,Lower Secondary Level,West,Very important,0.06745746779927396,624,10666,0.0673937598247421,0.06752117577380581
1995,Lower Secondary Level,West,Important,0.06187764089160641,524,10666,0.06181644234990666,0.061938839433306164
1995,Lower Secondary Level,West,Less important,0.02098081203966474,179,10666,0.02094440786373598,0.021017216215593503
1995,Lower Secondary Level,West,Unimportant,0.013123139767761922,92,10666,0.013094233313968645,0.0131520462215552
1995,Lower Secondary Level,East,Very important,0.007475068230119203,115,10666,0.007453189467862555,0.007496946992375851
1995,Lower Secondary Level,East,Important,0.008191799755143624,133,10666,0.00816890436927805,0.008214695141009198
1995,Lower Secondary Level,East,Less important,0.003474173851982104,68,10666,0.003459228212260754,0.0034891194917034537
1995,Lower Secondary Level,East,Unimportant,0.003599267621462731,52,10666,0.0035840562439417873,0.0036144789989836744
1995,Upper Secondary Level,West,Very important,0.18785864951192116,1828,10666,0.1877594348479684,0.18795786417587393
1995,Upper Secondary Level,West,Important,0.16045827824737577,1433,10666,0.16036505018419034,0.1605515063105612
1995,Upper Secondary Level,West,Less important,0.05905718184328716,507,10666,0.05899730451258517,0.059117059173989156
1995,Upper Secondary Level,West,Unimportant,0.030498492083590675,233,10666,0.030454814572342708,0.03054216959483864
1995,Upper Secondary Level,East,Very important,0.05884954697464529,1030,10666,0.05878976840132713,0.05890932554796345
1995,Upper Secondary Level,East,Important,0.04163731773499891,698,10666,0.04158657769846497,0.041688057771532845
1995,Upper Secondary Level,East,Less important,0.011477417212358794,193,10666,0.011450361446109994,0.011504472978607594
1995,Upper Secondary Level,East,Unimportant,0.007153608449110773,96,10666,0.007132201830591557,0.00717501506762999
1995,Post-secondary Non-tertiary Level,West,Very important,0.01480272230220897,160,10666,0.014772047847325276,0.014833396757092665
1995,Post-secondary Non-tertiary Level,West,Important,0.010121176492585173,96,10666,0.010095752077406654,0.010146600907763693
1995,Post-secondary Non-tertiary Level,West,Less important,0.005366510836742454,54,10666,0.00534795322858732,0.005385068444897587
1995,First Stage of Tertiary Education,West,Very important,0.026953393475520067,262,10666,0.026912257859729904,0.02699452909131023
1995,First Stage of Tertiary Education,West,Important,0.02067838202739446,165,10666,0.020642235597943585,0.020714528456845335
1995,First Stage of Tertiary Education,West,Less important,0.006699043407466296,51,10666,0.00667832333457408,0.006719763480358512
1995,First Stage of Tertiary Education,East,Very important,0.006717762638970232,126,10666,0.006697013832590449,0.0067385114453500155
1995,First Stage of Tertiary Education,East,Important,0.004755707609872493,74,10666,0.00473823262225539,0.004773182597489597
1995,Second Stage of Tertiary Education,West,Very important,0.04230895938797477,412,10666,0.042257829676707326,0.042360089099242215
1995,Second Stage of Tertiary Education,West,Important,0.028929717598158027,247,10666,0.02888714385017125,0.028972291346144805
1995,Second Stage of Tertiary Education,West,Less important,0.018001515967200486,140,10666,0.01796774415195025,0.018035287782450723
1995,Second Stage of Tertiary Education,West,Unimportant,0.009696811322929356,63,10666,0.0096719202843752,0.009721702361483514
1995,Second Stage of Tertiary Education,East,Very important,0.026814867501108237,522,10666,0.0267738348085206,0.026855900193695874
1995,Second Stage of Tertiary Education,East,Important,0.01490153763500738,245,10666,0.01487076251049658,0.014932312759518179
1995,Second Stage of Tertiary Education,East,Less important,0.0027141590795864744,36,10666,0.002700943934609534,0.0027273742245634146
2004,Pre-primary Level,West,Very important,0.003661314899667473,96,20736,0.0036466511511217925,0.0036759786482131536
2004,Pre-primary Level,West,Important,0.006808147021771081,177,20736,0.006788182725610702,0.00682811131793146
2004,Pre-primary Level,West,Less important,0.005950057727487192,135,20736,0.0059313858642142045,0.005968729590760179
2004,Pre-primary Level,West,Unimportant,0.0013928563088158395,38,20736,0.0013838016214732995,0.0014019109961583794
2004,Pre-primary Level,East,Important,0.0018308266155643627,65,20736,0.0018204477795050436,0.0018412054516236819
2004,Pre-primary Level,East,Less important,0.0012323598423895916,47,20736,0.001223842110473913,0.0012408775743052703
2004,Primary Level,West,Very important,0.005595160453136217,109,20736,0.005577050769898567,0.005613270136373867
2004,Primary Level,West,Important,0.004638829982871064,78,20736,0.004622332505485648,0.0046553274602564795
2004,Lower Secondary Level,West,Very important,0.05283894511435147,940,20736,0.05278463109379652,0.052893259134906424
2004,Lower Secondary Level,West,Important,0.047699547827182956,787,20736,0.0476478029818673,0.04775129267249861
2004,Lower Secondary Level,West,Less important,0.017224833684965107,305,20736,0.017193245289080904,0.01725642208084931
2004,Lower Secondary Level,West,Unimportant,0.008916239568755225,127,20736,0.008893416764200409,0.00893906237331004
2004,Lower Secondary Level,East,Very important,0.005378152505752747,109,20736,0.005360395549671652,0.005395909461833841
2004,Lower Secondary Level,East,Important,0.005987017946256556,134,20736,0.005968288528575289,0.006005747363937822
2004,Lower Secondary Level,East,Less important,0.003082924454558294,72,20736,0.0030694647996414768,0.0030963841094751115
2004,Lower Secondary Level,East,Unimportant,0.0019208227842574673,44,20736,0.001910192396323341,0.0019314531721915937
2004,Upper Secondary Level,West,Very important,0.18057450149297705,3583,20736,0.18048111030153152,0.18066789268442257
2004,Upper Secondary Level,West,Important,0.1622615237073195,2864,20736,0.1621720109422313,0.1623510364724077
2004,Upper Secondary Level,West,Less important,0.054890117881050325,972,20736,0.05483481965487012,0.05494541610723053
2004,Upper Secondary Level,West,Unimportant,0.030461637976476625,462,20736,0.030419914345878495,0.030503361607074755
2004,Upper Secondary Level,East,Very important,0.04454145870387537,1191,20736,0.044491373308303786,0.04459154409944695
2004,Upper Secondary Level,East,Important,0.038231959473213416,985,20736,0.03818540392811619,0.038278515018310644
2004,Upper Secondary Level,East,Less important,0.015065294348576131,356,20736,0.015035719978861646,0.015094868718290617
2004,Upper Secondary Level,East,Unimportant,0.007361426214293338,155,20736,0.007340672323732693,0.0073821801048539835
2004,Post-secondary Non-tertiary Level,West,Very important,0.02406009509638735,484,20736,0.024022891649884307,0.024097298542890392
2004,Post-secondary Non-tertiary Level,West,Important,0.01492009660173066,293,20736,0.014890662925132622,0.0149495302783287
2004,Post-secondary Non-tertiary Level,West,Less important,0.009153448589545784,153,20736,0.009130326954545223,0.009176570224546344
2004,Post-secondary Non-tertiary Level,West,Unimportant,0.004008893780650699,65,20736,0.003993552452076979,0.004024235109224419
2004,Post-secondary Non-tertiary Level,East,Very important,0.0019241439563566986,51,20736,0.0019135043999309177,0.0019347835127824795
2004,Post-secondary Non-tertiary Level,East,Important,0.002163258374011578,69,20736,0.002151978430908134,0.0021745383171150223
2004,First Stage of Tertiary Education,West,Very important,0.028852700641074338,606,20736,0.028812060167974475,0.0288933411141742
2004,First Stage of Tertiary Education,West,Important,0.020990894777529853,380,20736,0.020956090565321415,0.02102569898973829
2004,First Stage of Tertiary Education,West,Less important,0.008548199383000612,148,20736,0.00852584842763484,0.008570550338366383
2004,First Stage of Tertiary Education,West,Unimportant,0.0031241668295274895,49,20736,0.00311061772450693,0.003137715934548049
2004,First Stage of Tertiary Education,East,Very important,0.007684440236491691,222,20736,0.007663239351701959,0.0077056411212814225
2004,First Stage of Tertiary Education,East,Important,0.006578695381337227,158,20736,0.006559068125198082,0.006598322637476372
2004,Second Stage of Tertiary Education,West,Very important,0.0508115881206353,1440,20736,0.0507582692962776,0.050864906944992995
2004,Second Stage of Tertiary Education,West,Important,0.03992983548051473,944,20736,0.03988229941709171,0.03997737154393775
2004,Second Stage of Tertiary Education,West,Less important,0.01784743507591915,379,20736,0.017815291044074002,0.0178795791077643
2004,Second Stage of Tertiary Education,West,Unimportant,0.011873177826249916,205,20736,0.011846880427181296,0.011899475225318536
2004,Second Stage of Tertiary Education,East,Very important,0.020509910036834354,695,20736,0.02047549843671159,0.02054432163695712
2004,Second Stage of Tertiary Education,East,Important,0.014825832853476648,438,20736,0.014796490899998427,0.014855174806954868
2004,Second Stage of Tertiary Education,East,Less important,0.0028461430663221632,86,20736,0.0028332090794196086,0.002859077053224718
2004,Second Stage of Tertiary Education,East,Unimportant,0.0018010873568394402,40,20736,0.0017907930075063041,0.0018113817061725763
2008,Pre-primary Level,West,Very important,0.002988821073046065,62,18447,0.002975534568839007,0.003002107577253123
2008,Pre-primary Level,West,Important,0.004013883710698334,91,18447,0.003998494377865507,0.00402927304353116
2008,Pre-primary Level,West,Less important,0.003917950677375727,85,18447,0.0039027456293515843,0.0039331557253998685
2008,Primary Level,West,Very important,0.006194055952658481,85,18447,0.006174959657694889,0.0062131522476220735
2008,Primary Level,West,Important,0.0035389467424313853,50,18447,0.0035244930790791214,0.0035534004057836493
2008,Lower Secondary Level,West,Very important,0.051262028655294736,772,18447,0.05120835245151167,0.051315704859077806
2008,Lower Secondary Level,West,Important,0.040945811229676235,624,18447,0.04089757902982674,0.04099404342952573
2008,Lower Secondary Level,West,Less important,0.01340380635375411,194,18447,0.013375816891969405,0.013431795815538815
2008,Lower Secondary Level,West,Unimportant,0.007876337389372559,89,18447,0.007854821672698901,0.007897853106046217
2008,Lower Secondary Level,East,Very important,0.005074324177631048,99,18447,0.005057030188525345,0.00509161816673675
2008,Lower Secondary Level,East,Important,0.005593242442577631,119,18447,0.005575090437144537,0.0056113944480107245
2008,Lower Secondary Level,East,Less important,0.0023049209000552107,55,18447,0.00229324910413956,0.0023165926959708614
2008,Upper Secondary Level,West,Very important,0.18492017580397238,3313,18447,0.18482568207721964,0.18501466953072512
2008,Upper Secondary Level,West,Important,0.1562889057380214,2569,18447,0.15620052213288577,0.15637728934315703
2008,Upper Secondary Level,West,Less important,0.058506183981872316,830,18447,0.05844905974921141,0.05856330821453322
2008,Upper Secondary Level,West,Unimportant,0.031041607074156513,409,18447,0.03099939512365313,0.031083819024659898
2008,Upper Secondary Level,East,Very important,0.04588731977449252,1169,18447,0.04583639173748082,0.045938247811504226
2008,Upper Secondary Level,East,Important,0.03862481390009237,895,18447,0.038577912002796,0.03867171579738874
2008,Upper Secondary Level,East,Less important,0.013363291981024011,246,18447,0.013335344277938853,0.01339123968410917
2008,Upper Secondary Level,East,Unimportant,0.00720934251861869,133,18447,0.007188751045003319,0.007229933992234061
2008,Post-secondary Non-tertiary Level,West,Very important,0.02589051571335267,456,18447,0.02585186255431113,0.02592916887239421
2008,Post-secondary Non-tertiary Level,West,Important,0.016601722942739663,291,18447,0.016570623539205874,0.016632822346273453
2008,Post-secondary Non-tertiary Level,West,Less important,0.007866242259516121,115,18447,0.007844740226255332,0.00788774429277691
2008,Post-secondary Non-tertiary Level,West,Unimportant,0.0047957769933858665,57,18447,0.004778962013496767,0.004812591973274966
2008,Post-secondary Non-tertiary Level,East,Very important,0.0027175252527755775,68,18447,0.0027048543766534493,0.0027301961288977057
2008,Post-secondary Non-tertiary Level,East,Important,0.0029006819105238104,68,18447,0.002887592200670936,0.002913771620376685
2008,First Stage of Tertiary Education,West,Very important,0.027261571562914963,517,18447,0.027221936072342252,0.027301207053487674
2008,First Stage of Tertiary Education,West,Important,0.019527397177374027,348,18447,0.019493718838046757,0.019561075516701297
2008,First Stage of Tertiary Education,West,Less important,0.0067474136858752375,99,18447,0.006727488183575289,0.006767339188175186
2008,First Stage of Tertiary Education,West,Unimportant,0.004745716320188902,62,18447,0.004728988911337956,0.0047624437290398475
2008,First Stage of Tertiary Education,East,Very important,0.007242118998370413,183,18447,0.007221481110089318,0.007262756886651508
2008,First Stage of Tertiary Education,East,Important,0.00599747387016838,142,18447,0.005978681191693126,0.006016266548643633
2008,Second Stage of Tertiary Education,West,Very important,0.06201876239439287,1464,18447,0.06196005816647573,0.062077466622310014
2008,Second Stage of Tertiary Education,West,Important,0.04302268141296671,866,18447,0.04297329467782752,0.0430720681481059
2008,Second Stage of Tertiary Education,West,Less important,0.024381551791264496,388,18447,0.02434401290091096,0.024419090681618034
2008,Second Stage of Tertiary Education,West,Unimportant,0.013325581434076783,206,18447,0.013297672659026864,0.013353490209126701
2008,Second Stage of Tertiary Education,East,Very important,0.022461737488211227,710,18447,0.022425671377331716,0.02249780359909074
2008,Second Stage of Tertiary Education,East,Important,0.014639318769694626,405,18447,0.01461008607806568,0.014668551461323572
2008,Second Stage of Tertiary Education,East,Less important,0.0028901863002164796,69,18447,0.002877120224470242,0.0029032523759627174
2008,Second Stage of Tertiary Education,East,Unimportant,0.0020102536451694786,44,18447,0.001999351819676908,0.0020211554706620494
2012,Pre-primary Level,West,Very important,0.0022660262133722318,93,26662,0.002254364576932796,0.0022776878498116677
2012,Pre-primary Level,West,Important,0.004778175513466299,169,26662,0.004761262902948614,0.004795088123983984
2012,Pre-primary Level,West,Less important,0.003662162644759088,109,26662,0.003647347981688977,0.0036769773078291993
2012,Pre-primary Level,West,Unimportant,0.0008176918042371207,39,26662,0.0008106815003726502,0.0008247021081015913
2012,Primary Level,West,Very important,0.006529465031374937,190,26662,0.006509711900167727,0.006549218162582147
2012,Primary Level,West,Important,0.004536169924482249,106,26662,0.004519689171408183,0.004552650677556315
2012,Lower Secondary Level,West,Very important,0.05106884750910604,1280,26662,0.05101485729701893,0.05112283772119316
2012,Lower Secondary Level,West,Important,0.0369566512849136,866,26662,0.03691038241664072,0.03700292015318648
2012,Lower Secondary Level,West,Less important,0.011419631879953755,204,26662,0.011393573242973952,0.011445690516933558
2012,Lower Secondary Level,West,Unimportant,0.0073769366297803205,126,26662,0.00735594965406335,0.007397923605497291
2012,Lower Secondary Level,East,Very important,0.004532459995920089,159,26662,0.0045159859529585265,0.004548934038881652
2012,Lower Secondary Level,East,Important,0.005494011662746815,152,26662,0.0054758829009509576,0.005512140424542672
2012,Lower Secondary Level,East,Less important,0.0017270598983728938,39,26662,0.0017168763764574921,0.0017372434202882956
2012,Upper Secondary Level,West,Very important,0.18113627514443834,5189,26662,0.18104181944126968,0.181230730847607
2012,Upper Secondary Level,West,Important,0.15358567752902072,3532,26662,0.15349725019870683,0.1536741048593346
2012,Upper Secondary Level,West,Less important,0.052163346894462524,888,26662,0.052108812671848304,0.052217881117076745
2012,Upper Secondary Level,West,Unimportant,0.031806951807031685,486,26662,0.03176391285795396,0.031849990756109406
2012,Upper Secondary Level,East,Very important,0.042608948848831346,1670,26662,0.0425594135548395,0.042658484142823194
2012,Upper Secondary Level,East,Important,0.03888761523912947,1166,26662,0.03884020060593928,0.03893502987231965
2012,Upper Secondary Level,East,Less important,0.011734449553415658,272,26662,0.011708038371152337,0.01176086073567898
2012,Upper Secondary Level,East,Unimportant,0.007987061735778662,166,26662,0.00796523082565576,0.008008892645901565
2012,Post-secondary Non-tertiary Level,West,Very important,0.02575342250981656,944,26662,0.02571457424963976,0.025792270769993356
2012,Post-secondary Non-tertiary Level,West,Important,0.018278808474580827,468,26662,0.01824595451815042,0.018311662431011233
2012,Post-secondary Non-tertiary Level,West,Less important,0.010026510019960806,170,26662,0.010002075358215594,0.010050944681706019
2012,Post-secondary Non-tertiary Level,West,Unimportant,0.00506941555281209,72,26662,0.0050519976850133584,0.005086833420610822
2012,Post-secondary Non-tertiary Level,East,Very important,0.003759281227937202,174,26662,0.0037442721433552156,0.003774290312519188
2012,Post-secondary Non-tertiary Level,East,Important,0.0028548892982157943,90,26662,0.002841803703323426,0.0028679748931081626
2012,First Stage of Tertiary Education,West,Very important,0.022459912682345366,686,26662,0.022423572176132136,0.022496253188558597
2012,First Stage of Tertiary Education,West,Important,0.018084201317459327,446,26662,0.01805151948169693,0.018116883153221724
2012,First Stage of Tertiary Education,West,Less important,0.008078000236220706,126,26662,0.008056046403798395,0.008099954068643018
2012,First Stage of Tertiary Education,West,Unimportant,0.004523225571305822,57,26662,0.004506768242659017,0.004539682899952626
2012,First Stage of Tertiary Education,East,Very important,0.006586790113485811,258,26662,0.0065669510333973315,0.006606629193574291
2012,First Stage of Tertiary Education,East,Important,0.0066192050936801205,164,26662,0.006599317581830801,0.00663909260552944
2012,First Stage of Tertiary Education,East,Less important,0.0020203462387391492,32,26662,0.0020093335491489757,0.0020313589283293227
2012,Second Stage of Tertiary Education,West,Very important,0.07251498486829602,2545,26662,0.07245138049409636,0.07257858924249569
2012,Second Stage of Tertiary Education,West,Important,0.054381390801421334,1374,26662,0.05432577440920638,0.05443700719363629
2012,Second Stage of Tertiary Education,West,Less important,0.023495313128045574,419,26662,0.0234581641015402,0.02353246215455095
2012,Second Stage of Tertiary Education,West,Unimportant,0.014053128286724713,225,26662,0.014024259208660125,0.014081997364789302
2012,Second Stage of Tertiary Education,East,Very important,0.02102353603653819,919,26662,0.02098835094704151,0.021058721126034873
2012,Second Stage of Tertiary Education,East,Important,0.01406769383515448,463,26662,0.014038810013452887,0.014096577656856072
2012,Second Stage of Tertiary Education,East,Less important,0.003858204670849256,96,26662,0.0038430001455648215,0.0038734091961336904
2012,Second Stage of Tertiary Education,East,Unimportant,0.0014161232918169701,33,26662,0.0014069004988321871,0.0014253460848017532
2016,Pre-primary Level,West,Very important,0.0022443597738035287,77,23149,0.00223283146093791,0.0022558880866691473
2016,Pre-primary Level,West,Important,0.0036391591950690255,122,23149,0.003624489662598391,0.00365382872753966
2016,Pre-primary Level,West,Less important,0.0020257047350277957,67,23149,0.002014751178099599,0.0020366582919559926
2016,Primary Level,West,Very important,0.007127843397646707,232,23149,0.007107349094256111,0.007148337701037303
2016,Primary Level,West,Important,0.004090268084310914,88,23149,0.004074719412558118,0.004105816756063711
2016,Lower Secondary Level,West,Very important,0.04970686264703938,1159,23149,0.04965391527698006,0.0497598100170987
2016,Lower Secondary Level,West,Important,0.0338814765927234,739,23149,0.033837400428814036,0.03392555275663276
2016,Lower Secondary Level,West,Less important,0.012502486421717786,225,23149,0.012475417333864963,0.01252955550957061
2016,Lower Secondary Level,West,Unimportant,0.005709550401820939,109,23149,0.005691194952925931,0.0057279058507159475
2016,Lower Secondary Level,East,Very important,0.004678147239267398,143,23149,0.004661523598957099,0.004694770879577697
2016,Lower Secondary Level,East,Important,0.004351368859855237,113,23149,0.004335333695316566,0.004367404024393908
2016,Lower Secondary Level,East,Less important,0.001733685555775195,38,23149,0.001723550741508444,0.001743820370041946
2016,Upper Secondary Level,West,Very important,0.18332062678208955,4479,23149,0.1832263642979885,0.1834148892661906
2016,Upper Secondary Level,West,Important,0.13904806240156906,2739,23149,0.13896377176279504,0.13913235304034308
2016,Upper Secondary Level,West,Less important,0.04682482004689089,733,23149,0.046773352692860544,0.046876287400921236
2016,Upper Secondary Level,West,Unimportant,0.029141198858977223,395,23149,0.029100221952959335,0.02918217576499511
2016,Upper Secondary Level,East,Very important,0.04763955306881462,1372,23149,0.04758766208140722,0.04769144405622203
2016,Upper Secondary Level,East,Important,0.03177522528417837,844,23149,0.03173249460112182,0.031817955967234926
2016,Upper Secondary Level,East,Less important,0.010845995760966983,185,23149,0.01082076245857103,0.010871229063362936
2016,Upper Secondary Level,East,Unimportant,0.007057013215715108,118,23149,0.007036620266291531,0.007077406165138685
2016,Post-secondary Non-tertiary Level,West,Very important,0.03299098265963194,1028,23149,0.032947469531245395,0.03303449578801849
2016,Post-secondary Non-tertiary Level,West,Important,0.020967228087032524,477,23149,0.020932323978935786,0.021002132195129263
2016,Post-secondary Non-tertiary Level,West,Less important,0.011639602162291682,151,23149,0.011613472478361295,0.01166573184622207
2016,Post-secondary Non-tertiary Level,West,Unimportant,0.005319138795655289,82,23149,0.005301418540841467,0.005336859050469112
2016,Post-secondary Non-tertiary Level,East,Very important,0.004545465109818192,158,23149,0.004529077813778384,0.004561852405858
2016,Post-secondary Non-tertiary Level,East,Important,0.0031246832667686537,83,23149,0.0031110866504433393,0.003138279883093968
2016,First Stage of Tertiary Education,West,Very important,0.0216264342664204,532,23149,0.02159099765100919,0.021661870881831607
2016,First Stage of Tertiary Education,West,Important,0.018122686899223722,352,23149,0.018090189595691846,0.0181551842027556
2016,First Stage of Tertiary Education,West,Less important,0.0069677074757766395,91,23149,0.006947443061240862,0.006987971890312417
2016,First Stage of Tertiary Education,West,Unimportant,0.004525479403976911,50,23149,0.004509128009684963,0.004541830798268858
2016,First Stage of Tertiary Education,East,Very important,0.007145526417710813,213,23149,0.007125006891279266,0.00716604594414236
2016,First Stage of Tertiary Education,East,Important,0.006432538273647098,118,23149,0.0064130623846738325,0.006452014162620363
2016,Second Stage of Tertiary Education,West,Very important,0.09113610446339487,2642,23149,0.0910659908940576,0.09120621803273214
2016,Second Stage of Tertiary Education,West,Important,0.05131304846815875,1209,23149,0.05125929793303686,0.05136679900328064
2016,Second Stage of Tertiary Education,West,Less important,0.025723124070939286,414,23149,0.02568455754903355,0.02576169059284502
2016,Second Stage of Tertiary Education,West,Unimportant,0.017604669268713232,246,23149,0.017572631334849893,0.01763670720257657
2016,Second Stage of Tertiary Education,East,Very important,0.024849888926100856,844,23149,0.02481196569054416,0.024887812161657554
2016,Second Stage of Tertiary Education,East,Important,0.01261914738892946,365,23149,0.012591953909632383,0.012646340868226538
2016,Second Stage of Tertiary Education,East,Less important,0.004419565900130602,84,23149,0.004403406121621218,0.004435725678639987
2016,Second Stage of Tertiary Education,East,Unimportant,0.0015835703724200495,33,23149,0.0015738835360473277,0.0015932572087927713
2021,Pre-primary Level,West,Very important,0.0011086310379540454,35,16145,0.00110050114502762,0.0011167609308804709
2021,Pre-primary Level,West,Important,0.002355321124949093,61,16145,0.002343478576017937,0.0023671636738802487
2021,Pre-primary Level,West,Less important,0.001984831585632899,43,16145,0.0019739582553246963,0.001995704915941102
2021,Primary Level,West,Very important,0.00723632397784711,97,16145,0.0072156171239420655,0.007257030831752154
2021,Primary Level,West,Important,0.001660662152778108,44,16145,0.0016507146993402872,0.0016706096062159286
