,Unnamed: 0,year,quintil_oecd,sex,plh0110,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
57,57,1992,3rd Quintile,male,Unimportant,0.06766,55,10830,0.05829,0.07938
58,58,1992,3rd Quintile,female,Very important,0.43839,544,10830,0.4131,0.46125
59,59,1992,3rd Quintile,female,Important,0.38159,380,10830,0.36048,0.40562
60,60,1992,3rd Quintile,female,Less important,0.10819,95,10830,0.09697,0.12133
61,61,1992,3rd Quintile,female,Unimportant,0.07183,57,10830,0.0619,0.08256
62,62,1992,4th Quintile,male,Very important,0.35282,408,10830,0.33682,0.37085
63,63,1992,4th Quintile,male,Important,0.3972,396,10830,0.37722,0.42032
64,64,1992,4th Quintile,male,Less important,0.17943,175,10830,0.16303,0.19563
65,65,1992,4th Quintile,male,Unimportant,0.07055,68,10830,0.06001,0.0821
66,66,1992,4th Quintile,female,Very important,0.48898,546,10830,0.47373,0.50892
67,67,1992,4th Quintile,female,Important,0.32758,337,10830,0.31056,0.34447
68,68,1992,4th Quintile,female,Less important,0.12132,114,10830,0.10867,0.13563
69,69,1992,4th Quintile,female,Unimportant,0.06211,48,10830,0.05458,0.07246
70,70,1992,5th Quintile,male,Very important,0.31861,374,10830,0.30486,0.33532
71,71,1992,5th Quintile,male,Important,0.3967,438,10830,0.38003,0.41163
72,72,1992,5th Quintile,male,Less important,0.19591,223,10830,0.18412,0.21087
73,73,1992,5th Quintile,male,Unimportant,0.08878,91,10830,0.07838,0.10085
74,74,1992,5th Quintile,female,Very important,0.43712,473,10830,0.42013,0.45549
75,75,1992,5th Quintile,female,Important,0.32376,338,10830,0.30274,0.34251
76,76,1992,5th Quintile,female,Less important,0.15871,159,10830,0.14848,0.17049
77,77,1992,5th Quintile,female,Unimportant,0.08041,70,10830,0.07108,0.09089
78,78,1995,1st Quintile,male,Very important,0.3882,341,11067,0.35864,0.42341
79,79,1995,1st Quintile,male,Important,0.35184,279,11067,0.32129,0.38105
80,80,1995,1st Quintile,male,Less important,0.1642,116,11067,0.14174,0.18958
81,81,1995,1st Quintile,male,Unimportant,0.09575,58,11067,0.08091,0.11057
82,82,1995,1st Quintile,female,Very important,0.47537,573,11067,0.44952,0.50598
83,83,1995,1st Quintile,female,Important,0.34603,350,11067,0.32153,0.37605
84,84,1995,1st Quintile,female,Less important,0.09083,95,11067,0.0776,0.10424
85,85,1995,1st Quintile,female,Unimportant,0.08777,82,11067,0.07728,0.09833
86,86,1995,2nd Quintile,male,Very important,0.39928,457,11067,0.37856,0.42358
87,87,1995,2nd Quintile,male,Important,0.41014,399,11067,0.38487,0.43548
88,88,1995,2nd Quintile,male,Less important,0.12452,114,11067,0.10892,0.14211
89,89,1995,2nd Quintile,male,Unimportant,0.06607,56,11067,0.05592,0.07796
90,90,1995,2nd Quintile,female,Very important,0.51227,678,11067,0.48276,0.54122
91,91,1995,2nd Quintile,female,Important,0.35101,409,11067,0.32791,0.37184
92,92,1995,2nd Quintile,female,Less important,0.06337,75,11067,0.05188,0.07681
93,93,1995,2nd Quintile,female,Unimportant,0.07335,65,11067,0.06315,0.08514
94,94,1995,3rd Quintile,male,Very important,0.42292,508,11067,0.40129,0.4461
95,95,1995,3rd Quintile,male,Important,0.37778,423,11067,0.35396,0.40145
96,96,1995,3rd Quintile,male,Less important,0.14869,151,11067,0.13075,0.16759
97,97,1995,3rd Quintile,male,Unimportant,0.05062,50,11067,0.04255,0.06315
98,98,1995,3rd Quintile,female,Very important,0.50273,655,11067,0.47734,0.52875
99,99,1995,3rd Quintile,female,Important,0.32944,365,11067,0.30601,0.35388
100,100,1995,3rd Quintile,female,Less important,0.11513,113,11067,0.09713,0.13025
101,101,1995,3rd Quintile,female,Unimportant,0.0527,52,11067,0.04502,0.06185
102,102,1995,4th Quintile,male,Very important,0.3787,469,11067,0.35613,0.39982
103,103,1995,4th Quintile,male,Important,0.38625,449,11067,0.3631,0.41082
104,104,1995,4th Quintile,male,Less important,0.16455,194,11067,0.14924,0.17866
105,105,1995,4th Quintile,male,Unimportant,0.0705,68,11067,0.0602,0.08214
106,106,1995,4th Quintile,female,Very important,0.50292,614,11067,0.47737,0.52784
107,107,1995,4th Quintile,female,Important,0.30665,350,11067,0.28836,0.32691
108,108,1995,4th Quintile,female,Less important,0.11762,131,11067,0.10431,0.13478
109,109,1995,4th Quintile,female,Unimportant,0.07281,65,11067,0.06128,0.08812
110,110,1995,5th Quintile,male,Very important,0.33962,408,11067,0.32078,0.36068
111,111,1995,5th Quintile,male,Important,0.35221,411,11067,0.33101,0.37304
112,112,1995,5th Quintile,male,Less important,0.21876,242,11067,0.20155,0.23479
113,113,1995,5th Quintile,male,Unimportant,0.08941,86,11067,0.07917,0.10022
114,114,1995,5th Quintile,female,Very important,0.44097,529,11067,0.42076,0.46459
115,115,1995,5th Quintile,female,Important,0.33936,364,11067,0.31785,0.36625
116,116,1995,5th Quintile,female,Less important,0.14032,153,11067,0.12584,0.1535
117,117,1995,5th Quintile,female,Unimportant,0.07936,70,11067,0.06821,0.09206
118,118,2004,1st Quintile,male,Very important,0.34991,504,21172,0.32537,0.37615
119,119,2004,1st Quintile,male,Important,0.36468,488,21172,0.34444,0.38973
120,120,2004,1st Quintile,male,Less important,0.17869,235,21172,0.16457,0.19497
121,121,2004,1st Quintile,male,Unimportant,0.10671,119,21172,0.09317,0.12043
122,122,2004,1st Quintile,female,Very important,0.46109,898,21172,0.43986,0.48312
123,123,2004,1st Quintile,female,Important,0.37214,681,21172,0.35477,0.39267
124,124,2004,1st Quintile,female,Less important,0.10106,184,21172,0.09166,0.10964
125,125,2004,1st Quintile,female,Unimportant,0.06571,109,21172,0.05845,0.07429
126,126,2004,2nd Quintile,male,Very important,0.3824,712,21172,0.36161,0.40203
127,127,2004,2nd Quintile,male,Important,0.39712,654,21172,0.37958,0.41946
128,128,2004,2nd Quintile,male,Less important,0.14978,249,21172,0.13751,0.16361
129,129,2004,2nd Quintile,male,Unimportant,0.0707,108,21172,0.06347,0.07944
130,130,2004,2nd Quintile,female,Very important,0.50613,1048,21172,0.48262,0.53456
131,131,2004,2nd Quintile,female,Important,0.35641,700,21172,0.33707,0.37325
132,132,2004,2nd Quintile,female,Less important,0.08392,170,21172,0.07447,0.09249
133,133,2004,2nd Quintile,female,Unimportant,0.05354,85,21172,0.04678,0.06002
134,134,2004,3rd Quintile,male,Very important,0.36282,745,21172,0.34485,0.37966
135,135,2004,3rd Quintile,male,Important,0.4124,732,21172,0.39129,0.43086
136,136,2004,3rd Quintile,male,Less important,0.1562,285,21172,0.14232,0.17098
137,137,2004,3rd Quintile,male,Unimportant,0.06858,107,21172,0.06049,0.07715
138,138,2004,3rd Quintile,female,Very important,0.49115,1059,21172,0.47228,0.51142
139,139,2004,3rd Quintile,female,Important,0.34936,653,21172,0.33013,0.3672
140,140,2004,3rd Quintile,female,Less important,0.09367,183,21172,0.08382,0.10263
141,141,2004,3rd Quintile,female,Unimportant,0.06581,93,21172,0.05819,0.07396
142,142,2004,4th Quintile,male,Very important,0.37344,842,21172,0.35384,0.39211
143,143,2004,4th Quintile,male,Important,0.37787,802,21172,0.35888,0.40182
144,144,2004,4th Quintile,male,Less important,0.17494,337,21172,0.1595,0.19006
145,145,2004,4th Quintile,male,Unimportant,0.07375,133,21172,0.06387,0.0836
146,146,2004,4th Quintile,female,Very important,0.49762,1131,21172,0.4792,0.52592
147,147,2004,4th Quintile,female,Important,0.32521,695,21172,0.30631,0.3443
148,148,2004,4th Quintile,female,Less important,0.11782,224,21172,0.10608,0.1306
149,149,2004,4th Quintile,female,Unimportant,0.05935,99,21172,0.05207,0.06687
150,150,2004,5th Quintile,male,Very important,0.33704,1193,21172,0.32213,0.35668
151,151,2004,5th Quintile,male,Important,0.37001,1162,21172,0.34699,0.38911
152,152,2004,5th Quintile,male,Less important,0.20197,564,21172,0.18729,0.22229
153,153,2004,5th Quintile,male,Unimportant,0.09098,224,21172,0.07994,0.10208
154,154,2004,5th Quintile,female,Very important,0.43535,1478,21172,0.41391,0.4573
155,155,2004,5th Quintile,female,Important,0.31777,886,21172,0.3001,0.33877
156,156,2004,5th Quintile,female,Less important,0.15437,395,21172,0.14051,0.16787
157,157,2004,5th Quintile,female,Unimportant,0.09251,206,21172,0.08213,0.10494
158,158,2008,1st Quintile,male,Very important,0.36867,476,19029,0.34516,0.39874
159,159,2008,1st Quintile,male,Important,0.35368,471,19029,0.32784,0.37972
160,160,2008,1st Quintile,male,Less important,0.18408,190,19029,0.16482,0.20174
161,161,2008,1st Quintile,male,Unimportant,0.09357,100,19029,0.08139,0.10707
162,162,2008,1st Quintile,female,Very important,0.47679,853,19029,0.45268,0.49751
163,163,2008,1st Quintile,female,Important,0.35394,624,19029,0.33442,0.37277
164,164,2008,1st Quintile,female,Less important,0.10229,151,19029,0.0893,0.11661
165,165,2008,1st Quintile,female,Unimportant,0.06697,103,19029,0.05923,0.07661
166,166,2008,2nd Quintile,male,Very important,0.39463,640,19029,0.3639,0.42164
167,167,2008,2nd Quintile,male,Important,0.39008,591,19029,0.36431,0.41728
168,168,2008,2nd Quintile,male,Less important,0.13808,199,19029,0.12037,0.15431
169,169,2008,2nd Quintile,male,Unimportant,0.07722,84,19029,0.06554,0.08966
170,170,2008,2nd Quintile,female,Very important,0.52723,986,19029,0.5024,0.55292
171,171,2008,2nd Quintile,female,Important,0.34184,584,19029,0.32194,0.36256
172,172,2008,2nd Quintile,female,Less important,0.07581,135,19029,0.06702,0.08553
173,173,2008,2nd Quintile,female,Unimportant,0.05512,69,19029,0.04791,0.0624
174,174,2008,3rd Quintile,male,Very important,0.41228,794,19029,0.38761,0.43668
175,175,2008,3rd Quintile,male,Important,0.36045,649,19029,0.33805,0.38748
176,176,2008,3rd Quintile,male,Less important,0.15888,245,19029,0.14009,0.17693
177,177,2008,3rd Quintile,male,Unimportant,0.06839,97,19029,0.05781,0.07929
178,178,2008,3rd Quintile,female,Very important,0.5284,1077,19029,0.50518,0.55298
179,179,2008,3rd Quintile,female,Important,0.31971,613,19029,0.30158,0.34072
180,180,2008,3rd Quintile,female,Less important,0.10481,159,19029,0.09344,0.11909
181,181,2008,3rd Quintile,female,Unimportant,0.04708,78,19029,0.03973,0.05495
182,182,2008,4th Quintile,male,Very important,0.37667,790,19029,0.35209,0.40125
183,183,2008,4th Quintile,male,Important,0.36118,728,19029,0.34037,0.38297
184,184,2008,4th Quintile,male,Less important,0.18661,296,19029,0.16874,0.20606
185,185,2008,4th Quintile,male,Unimportant,0.07554,120,19029,0.06359,0.08757
186,186,2008,4th Quintile,female,Very important,0.48127,1036,19029,0.45756,0.50473
187,187,2008,4th Quintile,female,Important,0.33871,645,19029,0.31502,0.3628
188,188,2008,4th Quintile,female,Less important,0.10811,179,19029,0.09805,0.11885
189,189,2008,4th Quintile,female,Unimportant,0.07191,97,19029,0.06179,0.08457
190,190,2008,5th Quintile,male,Very important,0.34462,1072,19029,0.32444,0.3684
191,191,2008,5th Quintile,male,Important,0.36593,952,19029,0.3459,0.39475
192,192,2008,5th Quintile,male,Less important,0.18309,394,19029,0.16498,0.20307
193,193,2008,5th Quintile,male,Unimportant,0.10636,194,19029,0.09564,0.12192
194,194,2008,5th Quintile,female,Very important,0.4434,1298,19029,0.41925,0.46831
195,195,2008,5th Quintile,female,Important,0.3127,777,19029,0.2924,0.3353
196,196,2008,5th Quintile,female,Less important,0.15638,312,19029,0.13885,0.17457
197,197,2008,5th Quintile,female,Unimportant,0.08751,171,19029,0.07521,0.09852
198,198,2012,1st Quintile,male,Very important,0.35225,984,24859,0.32468,0.37944
199,199,2012,1st Quintile,male,Important,0.3483,718,24859,0.32099,0.37959
200,200,2012,1st Quintile,male,Less important,0.19377,262,24859,0.1724,0.21704
201,201,2012,1st Quintile,male,Unimportant,0.10567,127,24859,0.09225,0.11951
202,202,2012,1st Quintile,female,Very important,0.47039,1843,24859,0.44516,0.49733
203,203,2012,1st Quintile,female,Important,0.35515,1059,24859,0.33006,0.38417
204,204,2012,1st Quintile,female,Less important,0.09515,197,24859,0.08132,0.10815
205,205,2012,1st Quintile,female,Unimportant,0.07931,132,24859,0.06879,0.09055
206,206,2012,2nd Quintile,male,Very important,0.38648,1019,24859,0.35914,0.41209
207,207,2012,2nd Quintile,male,Important,0.39377,810,24859,0.35795,0.42798
208,208,2012,2nd Quintile,male,Less important,0.1352,191,24859,0.11696,0.1556
209,209,2012,2nd Quintile,male,Unimportant,0.08455,104,24859,0.07167,0.09623
210,210,2012,2nd Quintile,female,Very important,0.49615,1634,24859,0.46537,0.52668
211,211,2012,2nd Quintile,female,Important,0.37183,893,24859,0.35158,0.39844
212,212,2012,2nd Quintile,female,Less important,0.07794,148,24859,0.06575,0.08978
213,213,2012,2nd Quintile,female,Unimportant,0.05408,85,24859,0.04595,0.0626
214,214,2012,3rd Quintile,male,Very important,0.39348,1048,24859,0.36753,0.42083
215,215,2012,3rd Quintile,male,Important,0.40718,854,24859,0.38325,0.43599
216,216,2012,3rd Quintile,male,Less important,0.13737,218,24859,0.12132,0.1574
217,217,2012,3rd Quintile,male,Unimportant,0.06196,97,24859,0.05064,0.07425
218,218,2012,3rd Quintile,female,Very important,0.46946,1461,24859,0.44396,0.49869
219,219,2012,3rd Quintile,female,Important,0.37485,834,24859,0.34959,0.40178
220,220,2012,3rd Quintile,female,Less important,0.10226,160,24859,0.08735,0.11666
221,221,2012,3rd Quintile,female,Unimportant,0.05343,90,24859,0.0453,0.06136
222,222,2012,4th Quintile,male,Very important,0.3836,1026,24859,0.35946,0.41122
223,223,2012,4th Quintile,male,Important,0.37979,849,24859,0.35266,0.41008
224,224,2012,4th Quintile,male,Less important,0.16503,289,24859,0.14516,0.18232
225,225,2012,4th Quintile,male,Unimportant,0.07158,106,24859,0.05867,0.08279
226,226,2012,4th Quintile,female,Very important,0.50026,1431,24859,0.47229,0.5276
227,227,2012,4th Quintile,female,Important,0.322,724,24859,0.29928,0.34706
228,228,2012,4th Quintile,female,Less important,0.11289,199,24859,0.09975,0.12343
229,229,2012,4th Quintile,female,Unimportant,0.06484,97,24859,0.05603,0.07794
230,230,2012,5th Quintile,male,Very important,0.36535,1168,24859,0.34,0.38747
231,231,2012,5th Quintile,male,Important,0.34409,887,24859,0.32158,0.36562
232,232,2012,5th Quintile,male,Less important,0.1891,372,24859,0.17044,0.20926
233,233,2012,5th Quintile,male,Unimportant,0.10146,154,24859,0.08511,0.11613
234,234,2012,5th Quintile,female,Very important,0.45704,1410,24859,0.43035,0.48288
235,235,2012,5th Quintile,female,Important,0.29941,747,24859,0.27276,0.32175
236,236,2012,5th Quintile,female,Less important,0.14315,266,24859,0.12889,0.15745
237,237,2012,5th Quintile,female,Unimportant,0.10039,166,24859,0.0868,0.11606
238,238,2016,1st Quintile,male,Very important,0.36341,964,23971,0.33245,0.39291
239,239,2016,1st Quintile,male,Important,0.3479,692,23971,0.31271,0.37226
240,240,2016,1st Quintile,male,Less important,0.17778,271,23971,0.15297,0.20289
241,241,2016,1st Quintile,male,Unimportant,0.1109,142,23971,0.0923,0.13118
242,242,2016,1st Quintile,female,Very important,0.49315,1698,23971,0.46121,0.5237
243,243,2016,1st Quintile,female,Important,0.34273,873,23971,0.31694,0.36932
244,244,2016,1st Quintile,female,Less important,0.09401,203,23971,0.08113,0.11004
245,245,2016,1st Quintile,female,Unimportant,0.0701,130,23971,0.05909,0.08267
246,246,2016,2nd Quintile,male,Very important,0.43644,1142,23971,0.40285,0.46794
247,247,2016,2nd Quintile,male,Important,0.3585,772,23971,0.32933,0.38543
248,248,2016,2nd Quintile,male,Less important,0.1356,212,23971,0.11699,0.15635
249,249,2016,2nd Quintile,male,Unimportant,0.06945,108,23971,0.05616,0.08229
250,250,2016,2nd Quintile,female,Very important,0.54281,1740,23971,0.50934,0.57493
251,251,2016,2nd Quintile,female,Important,0.32633,850,23971,0.30243,0.34914
252,252,2016,2nd Quintile,female,Less important,0.07268,172,23971,0.06126,0.08614
253,253,2016,2nd Quintile,female,Unimportant,0.05818,97,23971,0.04747,0.0735
254,254,2016,3rd Quintile,male,Very important,0.43363,1043,23971,0.40363,0.46327
255,255,2016,3rd Quintile,male,Important,0.34935,776,23971,0.32431,0.38296
256,256,2016,3rd Quintile,male,Less important,0.14539,214,23971,0.12297,0.17005
257,257,2016,3rd Quintile,male,Unimportant,0.07163,100,23971,0.05668,0.08417
258,258,2016,3rd Quintile,female,Very important,0.57131,1541,23971,0.54138,0.60667
259,259,2016,3rd Quintile,female,Important,0.29229,696,23971,0.27076,0.31974
260,260,2016,3rd Quintile,female,Less important,0.08254,146,23971,0.0704,0.09543
261,261,2016,3rd Quintile,female,Unimportant,0.05386,90,23971,0.04532,0.06421
262,262,2016,4th Quintile,male,Very important,0.42792,1092,23971,0.39949,0.45541
263,263,2016,4th Quintile,male,Important,0.35137,722,23971,0.32299,0.37561
264,264,2016,4th Quintile,male,Less important,0.15946,261,23971,0.13719,0.18324
265,265,2016,4th Quintile,male,Unimportant,0.06124,95,23971,0.04939,0.07256
266,266,2016,4th Quintile,female,Very important,0.51298,1380,23971,0.48178,0.54033
267,267,2016,4th Quintile,female,Important,0.31734,716,23971,0.28746,0.3408
268,268,2016,4th Quintile,female,Less important,0.1066,173,23971,0.0917,0.1211
269,269,2016,4th Quintile,female,Unimportant,0.06309,99,23971,0.05178,0.07387
270,270,2016,5th Quintile,male,Very important,0.40253,1141,23971,0.3745,0.43217
271,271,2016,5th Quintile,male,Important,0.34297,777,23971,0.3154,0.36128
272,272,2016,5th Quintile,male,Less important,0.16991,299,23971,0.15173,0.18808
273,273,2016,5th Quintile,male,Unimportant,0.08459,145,23971,0.07402,0.10005
274,274,2016,5th Quintile,female,Very important,0.50148,1383,23971,0.46993,0.53321
275,275,2016,5th Quintile,female,Important,0.26102,615,23971,0.24127,0.28325
276,276,2016,5th Quintile,female,Less important,0.13044,233,23971,0.11408,0.1475
277,277,2016,5th Quintile,female,Unimportant,0.10706,168,23971,0.09339,0.12433
278,278,2021,1st Quintile,male,Very important,0.34571,508,16875,0.30046,0.39402
279,279,2021,1st Quintile,male,Important,0.35608,484,16875,0.31274,0.4012
280,280,2021,1st Quintile,male,Less important,0.16595,210,16875,0.13432,0.20248
281,281,2021,1st Quintile,male,Unimportant,0.13226,127,16875,0.1076,0.16495
282,282,2021,1st Quintile,female,Very important,0.47123,900,16875,0.42477,0.51614
283,283,2021,1st Quintile,female,Important,0.32055,593,16875,0.28983,0.35628
284,284,2021,1st Quintile,female,Less important,0.12151,192,16875,0.10051,0.1418
285,285,2021,1st Quintile,female,Unimportant,0.08672,120,16875,0.07138,0.10364
286,286,2021,2nd Quintile,male,Very important,0.36652,636,16875,0.33082,0.40363
287,287,2021,2nd Quintile,male,Important,0.37115,522,16875,0.32964,0.40757
288,288,2021,2nd Quintile,male,Less important,0.19666,239,16875,0.16609,0.22544
289,289,2021,2nd Quintile,male,Unimportant,0.06567,95,16875,0.04971,0.08073
290,290,2021,2nd Quintile,female,Very important,0.51248,994,16875,0.47366,0.56254
291,291,2021,2nd Quintile,female,Important,0.35173,613,16875,0.31821,0.38487
292,292,2021,2nd Quintile,female,Less important,0.08672,146,16875,0.06949,0.10128
293,293,2021,2nd Quintile,female,Unimportant,0.04907,94,16875,0.03841,0.05829
294,294,2021,3rd Quintile,male,Very important,0.3782,585,16875,0.34413,0.41632
295,295,2021,3rd Quintile,male,Important,0.3876,493,16875,0.34305,0.43227
296,296,2021,3rd Quintile,male,Less important,0.17408,199,16875,0.14309,0.20615
297,297,2021,3rd Quintile,male,Unimportant,0.06012,80,16875,0.04924,0.07355
298,298,2021,3rd Quintile,female,Very important,0.5014,865,16875,0.45592,0.54756
299,299,2021,3rd Quintile,female,Important,0.34395,527,16875,0.31034,0.38552
300,300,2021,3rd Quintile,female,Less important,0.094,131,16875,0.07847,0.11414
301,301,2021,3rd Quintile,female,Unimportant,0.06065,83,16875,0.04816,0.07255
302,302,2021,4th Quintile,male,Very important,0.37072,670,16875,0.33424,0.42405
303,303,2021,4th Quintile,male,Important,0.37347,550,16875,0.33362,0.41201
304,304,2021,4th Quintile,male,Less important,0.18706,214,16875,0.1624,0.22176
305,305,2021,4th Quintile,male,Unimportant,0.06875,86,16875,0.05007,0.0921
306,306,2021,4th Quintile,female,Very important,0.49453,911,16875,0.45998,0.53391
307,307,2021,4th Quintile,female,Important,0.31249,519,16875,0.28202,0.34444
308,308,2021,4th Quintile,female,Less important,0.09222,142,16875,0.07485,0.11
309,309,2021,4th Quintile,female,Unimportant,0.10076,107,16875,0.08447,0.12597
310,310,2021,5th Quintile,male,Very important,0.39854,1053,16875,0.36783,0.43211
311,311,2021,5th Quintile,male,Important,0.34107,727,16875,0.30388,0.38177
312,312,2021,5th Quintile,male,Less important,0.1673,285,16875,0.14184,0.19041
313,313,2021,5th Quintile,male,Unimportant,0.09309,167,16875,0.07628,0.11975
314,314,2021,5th Quintile,female,Very important,0.48763,1082,16875,0.4414,0.53336
315,315,2021,5th Quintile,female,Important,0.27632,567,16875,0.24418,0.30686
316,316,2021,5th Quintile,female,Less important,0.12257,207,16875,0.10215,0.14533
317,317,2021,5th Quintile,female,Unimportant,0.11348,152,16875,0.0913,0.13938
