year,regtyp,sex,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Urban regions,female,Very important,0.48087,3762,7325,0.46943,0.49232
2004,Urban regions,female,Important,0.33277,2342,7325,0.32198,0.34356
2004,Urban regions,female,Less important,0.11478,803,7325,0.10748,0.12208
2004,Urban regions,female,Unimportant,0.07158,418,7325,0.06568,0.07748
2004,Rural regions,male,Very important,0.35082,1287,3437,0.33487,0.36678
2004,Rural regions,male,Important,0.40627,1354,3437,0.38985,0.42269
2004,Rural regions,male,Less important,0.16801,578,3437,0.15551,0.18051
2004,Rural regions,male,Unimportant,0.07490,218,3437,0.06610,0.08370
2004,Rural regions,female,Very important,0.47170,1852,3653,0.45551,0.48790
2004,Rural regions,female,Important,0.37076,1274,3653,0.35510,0.38643
2004,Rural regions,female,Less important,0.09932,353,3653,0.08962,0.10902
2004,Rural regions,female,Unimportant,0.05821,174,3653,0.05062,0.06580
2008,Urban regions,male,Very important,0.38494,2511,5938,0.37257,0.39732
2008,Urban regions,male,Important,0.34980,2117,5938,0.33767,0.36193
2008,Urban regions,male,Less important,0.17032,889,5938,0.16076,0.17988
2008,Urban regions,male,Unimportant,0.09494,421,5938,0.08748,0.10240
2008,Urban regions,female,Very important,0.50109,3487,6578,0.48900,0.51317
2008,Urban regions,female,Important,0.31338,2039,6578,0.30217,0.32459
2008,Urban regions,female,Less important,0.11452,677,6578,0.10683,0.12222
2008,Urban regions,female,Unimportant,0.07101,375,6578,0.06480,0.07721
2008,Rural regions,male,Very important,0.36433,1261,3144,0.34751,0.38116
2008,Rural regions,male,Important,0.40111,1274,3144,0.38397,0.41824
2008,Rural regions,male,Less important,0.17222,435,3144,0.15902,0.18542
2008,Rural regions,male,Unimportant,0.06235,174,3144,0.05389,0.07080
2008,Rural regions,female,Very important,0.47032,1763,3371,0.45347,0.48717
2008,Rural regions,female,Important,0.37684,1205,3371,0.36048,0.39320
2008,Rural regions,female,Less important,0.09751,259,3371,0.08749,0.10752
2008,Rural regions,female,Unimportant,0.05533,144,3371,0.04761,0.06305
2012,Urban regions,male,Very important,0.37959,3625,7805,0.36882,0.39036
2012,Urban regions,male,Important,0.36033,2754,7805,0.34968,0.37098
2012,Urban regions,male,Less important,0.16779,959,7805,0.15950,0.17608
2012,Urban regions,male,Unimportant,0.09228,467,7805,0.08586,0.09871
2012,Urban regions,female,Very important,0.47251,5343,9498,0.46247,0.48255
2012,Urban regions,female,Important,0.33463,2947,9498,0.32514,0.34412
2012,Urban regions,female,Less important,0.11251,745,9498,0.10616,0.11887
2012,Urban regions,female,Unimportant,0.08035,463,9498,0.07488,0.08582
2012,Rural regions,male,Very important,0.38650,2131,4586,0.37240,0.40059
2012,Rural regions,male,Important,0.39935,1759,4586,0.38518,0.41353
2012,Rural regions,male,Less important,0.14677,496,4586,0.13653,0.15702
2012,Rural regions,male,Unimportant,0.06738,200,4586,0.06012,0.07463
2012,Rural regions,female,Very important,0.50926,3160,5384,0.49590,0.52261
2012,Rural regions,female,Important,0.35707,1722,5384,0.34427,0.36986
2012,Rural regions,female,Less important,0.08484,315,5384,0.07739,0.09228
2012,Rural regions,female,Unimportant,0.04884,187,5384,0.04308,0.05460
2016,Urban regions,male,Very important,0.41160,3442,7096,0.40015,0.42305
2016,Urban regions,male,Important,0.34569,2410,7096,0.33462,0.35675
2016,Urban regions,male,Less important,0.16250,849,7096,0.15392,0.17109
2016,Urban regions,male,Unimportant,0.08021,395,7096,0.07389,0.08653
2016,Urban regions,female,Very important,0.51300,5014,8497,0.50237,0.52363
2016,Urban regions,female,Important,0.30030,2369,8497,0.29056,0.31005
2016,Urban regions,female,Less important,0.10576,678,8497,0.09922,0.11230
2016,Urban regions,female,Unimportant,0.08093,436,8497,0.07513,0.08673
2016,Rural regions,male,Very important,0.41602,1940,3876,0.40050,0.43154
2016,Rural regions,male,Important,0.35995,1330,3876,0.34484,0.37507
2016,Rural regions,male,Less important,0.14823,409,3876,0.13705,0.15942
2016,Rural regions,male,Unimportant,0.07579,197,3876,0.06746,0.08412
2016,Rural regions,female,Very important,0.54931,2728,4507,0.53479,0.56384
2016,Rural regions,female,Important,0.32401,1381,4507,0.31034,0.33767
2016,Rural regions,female,Less important,0.07889,249,4507,0.07102,0.08676
2016,Rural regions,female,Unimportant,0.04779,149,4507,0.04156,0.05402
2021,Urban regions,male,Very important,0.37788,2238,5269,0.36479,0.39097
2021,Urban regions,male,Important,0.35513,1812,5269,0.34220,0.36805
2021,Urban regions,male,Less important,0.18262,816,5269,0.17218,0.19305
2021,Urban regions,male,Unimportant,0.08438,403,5269,0.07687,0.09188
2021,Urban regions,female,Very important,0.48589,3094,5961,0.47320,0.49858
2021,Urban regions,female,Important,0.31385,1864,5961,0.30207,0.32564
2021,Urban regions,female,Less important,0.10802,577,5961,0.10014,0.11590
2021,Urban regions,female,Unimportant,0.09223,426,5961,0.08489,0.09958
2021,Rural regions,male,Very important,0.36616,1231,2695,0.34797,0.38435
2021,Rural regions,male,Important,0.38188,975,2695,0.36353,0.40022
2021,Rural regions,male,Less important,0.16944,336,2695,0.15527,0.18360
2021,Rural regions,male,Unimportant,0.08253,153,2695,0.07214,0.09292
2021,Rural regions,female,Very important,0.50733,1665,3007,0.48945,0.52520
2021,Rural regions,female,Important,0.33975,965,3007,0.32282,0.35668
2021,Rural regions,female,Less important,0.09260,242,3007,0.08224,0.10296
2021,Rural regions,female,Unimportant,0.06033,135,3007,0.05181,0.06884
