year,migback,regtyp,plh0110,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,No migration background,Rural regions,Very important,0.40506,2858,6546,0.39317,0.41696
2004,No migration background,Rural regions,Important,0.39109,2443,6546,0.37926,0.40291
2004,No migration background,Rural regions,Less important,0.13560,873,6546,0.12730,0.14389
2004,No migration background,Rural regions,Unimportant,0.06825,372,6546,0.06214,0.07436
2004,Direct migration background,Urban regions,Very important,0.53260,1160,2066,0.51108,0.55412
2004,Direct migration background,Urban regions,Important,0.32388,653,2066,0.30370,0.34407
2004,Direct migration background,Urban regions,Less important,0.09610,177,2066,0.08338,0.10881
2004,Direct migration background,Urban regions,Unimportant,0.04742,76,2066,0.03826,0.05659
2004,Direct migration background,Rural regions,Very important,0.54026,241,418,0.49242,0.58809
2004,Direct migration background,Rural regions,Important,0.32455,140,418,0.27961,0.36949
2004,Direct migration background,Rural regions,Less important,0.08807,37,418,0.06087,0.11527
2004,Indirect migration background,Urban regions,Very important,0.39031,265,668,0.35329,0.42734
2004,Indirect migration background,Urban regions,Important,0.35100,227,668,0.31477,0.38722
2004,Indirect migration background,Urban regions,Less important,0.18611,130,668,0.15657,0.21564
2004,Indirect migration background,Urban regions,Unimportant,0.07258,46,668,0.05289,0.09227
2004,Indirect migration background,Rural regions,Very important,0.25524,40,85,0.16200,0.34848
2004,Indirect migration background,Rural regions,Important,0.50506,45,85,0.39814,0.61198
2008,No migration background,Urban regions,Very important,0.41889,4781,10336,0.40938,0.42841
2008,No migration background,Urban regions,Important,0.33950,3493,10336,0.33037,0.34863
2008,No migration background,Urban regions,Less important,0.15018,1346,10336,0.14329,0.15707
2008,No migration background,Urban regions,Unimportant,0.09142,716,10336,0.08587,0.09698
2008,No migration background,Rural regions,Very important,0.41154,2792,6061,0.39915,0.42393
2008,No migration background,Rural regions,Important,0.39385,2321,6061,0.38155,0.40616
2008,No migration background,Rural regions,Less important,0.13388,648,6061,0.12530,0.14245
2008,No migration background,Rural regions,Unimportant,0.06073,300,6061,0.05471,0.06674
2008,Direct migration background,Urban regions,Very important,0.58390,925,1532,0.55921,0.60859
2008,Direct migration background,Urban regions,Important,0.28390,446,1532,0.26132,0.30649
2008,Direct migration background,Urban regions,Less important,0.08044,107,1532,0.06682,0.09407
2008,Direct migration background,Urban regions,Unimportant,0.05176,54,1532,0.04066,0.06285
2008,Direct migration background,Rural regions,Very important,0.52288,189,305,0.46673,0.57903
2008,Direct migration background,Rural regions,Important,0.34313,116,305,0.28976,0.39650
2008,Indirect migration background,Urban regions,Very important,0.42991,292,622,0.39097,0.46885
2008,Indirect migration background,Urban regions,Important,0.34020,217,622,0.30293,0.37746
2008,Indirect migration background,Urban regions,Less important,0.18707,113,622,0.15640,0.21774
2008,Indirect migration background,Rural regions,Very important,0.35258,43,85,0.25040,0.45475
2008,Indirect migration background,Rural regions,Important,0.34271,42,85,0.24121,0.44421
2012,No migration background,Urban regions,Very important,0.39855,6918,14000,0.39044,0.40666
2012,No migration background,Urban regions,Important,0.35665,4775,14000,0.34872,0.36459
2012,No migration background,Urban regions,Less important,0.15041,1486,14000,0.14448,0.15633
2012,No migration background,Urban regions,Unimportant,0.09439,821,14000,0.08955,0.09923
2012,No migration background,Rural regions,Very important,0.44127,4674,8932,0.43098,0.45157
2012,No migration background,Rural regions,Important,0.38084,3154,8932,0.37077,0.39092
2012,No migration background,Rural regions,Less important,0.11489,742,8932,0.10828,0.12151
2012,No migration background,Rural regions,Unimportant,0.06299,362,8932,0.05795,0.06803
2012,Direct migration background,Urban regions,Very important,0.57438,1550,2349,0.55438,0.59437
2012,Direct migration background,Urban regions,Important,0.29719,630,2349,0.27870,0.31567
2012,Direct migration background,Urban regions,Less important,0.07267,106,2349,0.06217,0.08317
2012,Direct migration background,Urban regions,Unimportant,0.05577,63,2349,0.04648,0.06505
2012,Direct migration background,Rural regions,Very important,0.55289,513,791,0.51822,0.58756
2012,Direct migration background,Rural regions,Important,0.35912,239,791,0.32567,0.39258
2012,Direct migration background,Rural regions,Less important,0.07282,39,791,0.05470,0.09094
2012,Indirect migration background,Urban regions,Very important,0.42271,500,954,0.39135,0.45407
2012,Indirect migration background,Urban regions,Important,0.35248,296,954,0.32215,0.38281
2012,Indirect migration background,Urban regions,Less important,0.17257,112,954,0.14858,0.19656
2012,Indirect migration background,Urban regions,Unimportant,0.05224,46,954,0.03811,0.06637
2012,Indirect migration background,Rural regions,Very important,0.29325,104,192,0.22869,0.35782
2012,Indirect migration background,Rural regions,Important,0.34527,88,192,0.27784,0.41269
2016,No migration background,Urban regions,Very important,0.43875,5463,10714,0.42936,0.44815
2016,No migration background,Urban regions,Important,0.32916,3441,10714,0.32026,0.33806
2016,No migration background,Urban regions,Less important,0.14154,1155,10714,0.13494,0.14815
2016,No migration background,Urban regions,Unimportant,0.09054,655,10714,0.08511,0.09597
2016,No migration background,Rural regions,Very important,0.47283,3648,6798,0.46096,0.48470
2016,No migration background,Rural regions,Important,0.34789,2308,6798,0.33657,0.35922
2016,No migration background,Rural regions,Less important,0.11281,538,6798,0.10529,0.12033
2016,No migration background,Rural regions,Unimportant,0.06647,304,6798,0.06054,0.07239
2016,Direct migration background,Urban regions,Very important,0.58501,2398,3706,0.56914,0.60087
2016,Direct migration background,Urban regions,Important,0.29399,978,3706,0.27932,0.30866
2016,Direct migration background,Urban regions,Less important,0.07969,223,3706,0.07097,0.08841
2016,Direct migration background,Urban regions,Unimportant,0.04131,107,3706,0.03490,0.04772
2016,Direct migration background,Rural regions,Very important,0.60256,874,1263,0.57556,0.62956
2016,Direct migration background,Rural regions,Important,0.28696,318,1263,0.26201,0.31192
2016,Direct migration background,Rural regions,Less important,0.09448,71,1263,0.07834,0.11062
2016,Indirect migration background,Urban regions,Very important,0.42713,595,1173,0.39881,0.45545
2016,Indirect migration background,Urban regions,Important,0.32077,360,1173,0.29404,0.34749
2016,Indirect migration background,Urban regions,Less important,0.18275,149,1173,0.16063,0.20488
2016,Indirect migration background,Urban regions,Unimportant,0.06934,69,1173,0.05480,0.08389
2016,Indirect migration background,Rural regions,Very important,0.40911,146,280,0.35142,0.46681
2016,Indirect migration background,Rural regions,Important,0.34168,85,280,0.28603,0.39733
2016,Indirect migration background,Rural regions,Less important,0.17986,49,280,0.13479,0.22493
2021,No migration background,Urban regions,Very important,0.41976,3790,8162,0.40905,0.43046
2021,No migration background,Urban regions,Important,0.33865,2745,8162,0.32838,0.34892
2021,No migration background,Urban regions,Less important,0.14662,1007,8162,0.13895,0.15430
2021,No migration background,Urban regions,Unimportant,0.09497,620,8162,0.08861,0.10133
2021,No migration background,Rural regions,Very important,0.43541,2398,4777,0.42135,0.44947
2021,No migration background,Rural regions,Important,0.35943,1640,4777,0.34582,0.37304
2021,No migration background,Rural regions,Less important,0.13307,490,4777,0.12343,0.14270
2021,No migration background,Rural regions,Unimportant,0.07209,249,4777,0.06476,0.07943
2021,Direct migration background,Urban regions,Very important,0.52897,1257,2344,0.50876,0.54918
2021,Direct migration background,Urban regions,Important,0.29751,702,2344,0.27900,0.31602
2021,Direct migration background,Urban regions,Less important,0.12686,257,2344,0.11338,0.14034
2021,Direct migration background,Urban regions,Unimportant,0.04666,128,2344,0.03812,0.05520
2021,Direct migration background,Rural regions,Very important,0.47700,431,713,0.44031,0.51369
2021,Direct migration background,Rural regions,Important,0.36736,225,713,0.33195,0.40277
2021,Direct migration background,Rural regions,Less important,0.09734,57,713,0.07557,0.11911
2021,Indirect migration background,Urban regions,Very important,0.34940,286,731,0.31482,0.38399
2021,Indirect migration background,Urban regions,Important,0.36894,230,731,0.33393,0.40394
2021,Indirect migration background,Urban regions,Less important,0.16013,131,731,0.13352,0.18673
2021,Indirect migration background,Urban regions,Unimportant,0.12153,84,731,0.09783,0.14524
2021,Indirect migration background,Rural regions,Very important,0.30762,67,173,0.23865,0.37660
2021,Indirect migration background,Rural regions,Important,0.38651,75,173,0.31374,0.45928
2021,Indirect migration background,Rural regions,Less important,0.20269,31,173,0.14261,0.26277
