year,bula_h,hhtyp,pet_other,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Berlin,Single-person household,No,0.99361,179,179,0.98191,1.00532
2006,Berlin,Couple without children,No,0.96360,143,143,0.93280,0.99440
2006,Berlin,Couple with children,No,0.83437,92,92,0.75799,0.91075
2006,Brandenburg,Single-person household,No,0.94532,135,135,0.90682,0.98381
2006,Brandenburg,Couple without children,No,0.89282,171,171,0.84632,0.93932
2006,Brandenburg,Single parent,No,0.84323,36,36,0.72277,0.96369
2006,Brandenburg,Couple with children,Yes,0.23894,36,153,0.17114,0.30673
2006,Brandenburg,Couple with children,No,0.76106,117,153,0.69327,0.82886
2006,Mecklenburg-Western Pomerania,Single-person household,No,0.95189,83,83,0.90558,0.99821
2006,Mecklenburg-Western Pomerania,Couple without children,No,0.91857,94,94,0.86299,0.97416
2006,Mecklenburg-Western Pomerania,Couple with children,No,0.85268,73,73,0.77081,0.93454
2006,Saxony,Single-person household,No,0.98522,239,239,0.96989,1.00055
2006,Saxony,Couple without children,No,0.93556,300,300,0.90773,0.96339
2006,Saxony,Single parent,No,0.81077,49,49,0.69996,0.92158
2006,Saxony,Couple with children,Yes,0.19197,50,244,0.14245,0.24149
2006,Saxony,Couple with children,No,0.80803,194,244,0.75851,0.85755
2006,Saxony-Anhalt,Single-person household,No,0.99217,129,129,0.97690,1.00744
2006,Saxony-Anhalt,Couple without children,No,0.83157,149,149,0.77127,0.89186
2006,Saxony-Anhalt,Couple with children,Yes,0.25893,32,153,0.18929,0.32857
2006,Saxony-Anhalt,Couple with children,No,0.74107,121,153,0.67143,0.81071
2006,Thuringa,Single-person household,No,0.93167,132,132,0.88846,0.97488
2006,Thuringa,Couple without children,No,0.88789,145,145,0.83635,0.93942
2006,Thuringa,Couple with children,Yes,0.22891,34,160,0.16360,0.29421
2006,Thuringa,Couple with children,No,0.77109,126,160,0.70579,0.83640
2011,Schleswig-Holstein,Single-person household,No,0.96724,114,114,0.93442,1.00006
2011,Schleswig-Holstein,Couple without children,No,0.91419,153,153,0.86966,0.95872
2011,Schleswig-Holstein,Couple with children,No,0.60038,78,78,0.49097,0.70979
2011,Hamburg,Single-person household,No,0.98420,72,72,0.95519,1.01321
2011,Hamburg,Couple with children,No,0.65130,36,36,0.49342,0.80919
2011,Lower Saxony,Single-person household,No,0.96601,264,264,0.94410,0.98791
2011,Lower Saxony,Couple without children,No,0.92628,407,407,0.90086,0.95170
2011,Lower Saxony,Single parent,No,0.39712,50,50,0.26012,0.53413
2011,Lower Saxony,Couple with children,Yes,0.13226,50,307,0.09430,0.17021
2011,Lower Saxony,Couple with children,No,0.66655,257,307,0.61372,0.71937
2011,North Rhine-Westphalia,Single-person household,No,0.97823,620,620,0.96673,0.98972
2011,North Rhine-Westphalia,Couple without children,Yes,0.04395,35,847,0.03014,0.05777
2011,North Rhine-Westphalia,Couple without children,No,0.95605,812,847,0.94223,0.96986
2011,North Rhine-Westphalia,Single parent,No,0.44548,133,133,0.36069,0.53027
2011,North Rhine-Westphalia,Couple with children,Yes,0.09105,102,682,0.06945,0.11266
2011,North Rhine-Westphalia,Couple with children,No,0.72584,580,682,0.69233,0.75934
2011,Hesse,Single-person household,No,0.98931,229,229,0.97595,1.00266
2011,Hesse,Couple without children,No,0.96837,269,269,0.94741,0.98932
2011,Hesse,Single parent,No,0.50152,55,55,0.36816,0.63488
2011,Hesse,Couple with children,Yes,0.16469,43,246,0.11825,0.21114
2011,Hesse,Couple with children,No,0.63837,203,246,0.57820,0.69853
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96719,219,219,0.94354,0.99084
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.97218,223,223,0.95055,0.99381
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.62196,48,48,0.48333,0.76059
2011,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.12761,31,188,0.07978,0.17543
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.65495,157,188,0.58682,0.72309
2011,Baden-Wuerttemberg,Single-person household,No,0.98506,392,392,0.97303,0.99708
2011,Baden-Wuerttemberg,Couple without children,No,0.95986,468,468,0.94206,0.97767
2011,Baden-Wuerttemberg,Single parent,No,0.54460,78,78,0.43337,0.65584
2011,Baden-Wuerttemberg,Couple with children,Yes,0.15073,73,407,0.11593,0.18554
2011,Baden-Wuerttemberg,Couple with children,No,0.62885,334,407,0.58186,0.67585
2011,Bavaria,Single-person household,No,0.98472,502,502,0.97397,0.99546
2011,Bavaria,Couple without children,No,0.96439,629,629,0.94990,0.97888
2011,Bavaria,Single parent,No,0.46429,94,94,0.36293,0.56565
2011,Bavaria,Couple with children,Yes,0.11527,91,531,0.08809,0.14246
2011,Bavaria,Couple with children,No,0.67569,440,531,0.63584,0.71555
2011,Berlin,Single-person household,No,0.96499,204,204,0.93971,0.99028
2011,Berlin,Couple without children,No,0.98967,164,164,0.97415,1.00519
2011,Berlin,Couple with children,No,0.66125,78,78,0.55553,0.76696
2011,Brandenburg,Single-person household,No,0.91764,144,144,0.87259,0.96270
2011,Brandenburg,Couple without children,No,0.95234,193,193,0.92221,0.98248
2011,Brandenburg,Single parent,No,0.45944,31,31,0.28111,0.63778
2011,Brandenburg,Couple with children,No,0.64818,91,91,0.54952,0.74684
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.95957,94,94,0.91953,0.99960
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.89058,112,112,0.83251,0.94865
2011,Mecklenburg-Western Pomerania,Couple with children,No,0.65376,47,47,0.51627,0.79125
2011,Saxony,Single-person household,No,0.89312,221,221,0.85229,0.93394
2011,Saxony,Couple without children,No,0.94240,285,285,0.91530,0.96950
2011,Saxony,Single parent,No,0.57499,48,48,0.43366,0.71632
2011,Saxony,Couple with children,Yes,0.18700,49,202,0.13309,0.24090
2011,Saxony,Couple with children,No,0.61357,153,202,0.54625,0.68089
2011,Saxony-Anhalt,Single-person household,No,0.95893,144,144,0.92640,0.99146
2011,Saxony-Anhalt,Couple without children,No,0.90412,167,167,0.85933,0.94891
2011,Saxony-Anhalt,Couple with children,Yes,0.28748,37,130,0.20938,0.36558
2011,Saxony-Anhalt,Couple with children,No,0.51956,93,130,0.43334,0.60577
2011,Thuringa,Single-person household,No,0.95308,156,156,0.91979,0.98637
2011,Thuringa,Couple without children,No,0.84722,170,170,0.79297,0.90146
2011,Thuringa,Couple with children,Yes,0.13959,31,121,0.07758,0.20160
2011,Thuringa,Couple with children,No,0.58772,90,121,0.49965,0.67579
2016,Schleswig-Holstein,Single-person household,No,0.97960,126,126,0.95482,1.00438
2016,Schleswig-Holstein,Couple without children,No,0.96668,129,129,0.93559,0.99777
2016,Schleswig-Holstein,Single parent,No,0.98439,58,58,0.95222,1.01657
2016,Schleswig-Holstein,Couple with children,No,0.97719,172,172,0.95482,0.99957
2016,Hamburg,Single-person household,No,0.99315,71,71,0.97382,1.01247
2016,Hamburg,Couple without children,No,0.99901,68,68,0.99147,1.00654
2016,Hamburg,Couple with children,No,0.98821,89,89,0.96567,1.01076
2016,Lower Saxony,Single-person household,No,0.97477,279,279,0.95634,0.99321
2016,Lower Saxony,Couple without children,No,0.98640,385,385,0.97482,0.99799
2016,Lower Saxony,Single parent,No,0.95796,149,149,0.92563,0.99029
2016,Lower Saxony,Couple with children,No,0.93375,451,451,0.91076,0.95673
2016,Bremen,Couple with children,No,0.96041,35,35,0.89486,1.02595
2016,North Rhine-Westphalia,Single-person household,No,0.98285,601,601,0.97247,0.99324
2016,North Rhine-Westphalia,Couple without children,No,0.98645,776,776,0.97831,0.99459
2016,North Rhine-Westphalia,Single parent,No,0.94603,300,300,0.92042,0.97165
2016,North Rhine-Westphalia,Couple with children,Yes,0.01904,34,1139,0.01110,0.02698
2016,North Rhine-Westphalia,Couple with children,No,0.97249,1105,1139,0.96298,0.98199
2016,North Rhine-Westphalia,Other Combinations,No,0.95856,44,44,0.89899,1.01813
2016,Hesse,Single-person household,No,0.98835,206,206,0.97366,1.00304
2016,Hesse,Couple without children,No,0.99860,280,280,0.99422,1.00298
2016,Hesse,Single parent,No,0.91723,101,101,0.86322,0.97123
2016,Hesse,Couple with children,No,0.96477,335,335,0.94500,0.98454
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98698,204,204,0.97139,1.00258
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99391,237,237,0.98399,1.00384
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.94879,79,79,0.89987,0.99771
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.94373,287,287,0.91703,0.97044
2016,Baden-Wuerttemberg,Single-person household,No,0.98469,343,343,0.97168,0.99770
2016,Baden-Wuerttemberg,Couple without children,No,0.97007,419,419,0.95373,0.98640
2016,Baden-Wuerttemberg,Single parent,No,0.90116,140,140,0.85155,0.95078
2016,Baden-Wuerttemberg,Couple with children,Yes,0.05271,37,670,0.03578,0.06964
2016,Baden-Wuerttemberg,Couple with children,No,0.94175,633,670,0.92400,0.95950
2016,Bavaria,Single-person household,No,0.99238,514,514,0.98485,0.99990
2016,Bavaria,Couple without children,No,0.98541,626,626,0.97601,0.99481
2016,Bavaria,Single parent,No,0.98053,231,231,0.96267,0.99839
2016,Bavaria,Couple with children,Yes,0.04167,41,866,0.02835,0.05499
2016,Bavaria,Couple with children,No,0.95346,825,866,0.93942,0.96750
2016,Berlin,Single-person household,No,0.99781,227,227,0.99172,1.00390
2016,Berlin,Couple without children,No,0.99979,167,167,0.99756,1.00201
2016,Berlin,Single parent,No,0.94228,65,65,0.88515,0.99942
2016,Berlin,Couple with children,No,0.91360,130,130,0.86512,0.96209
2016,Brandenburg,Single-person household,No,0.94307,130,130,0.90308,0.98305
2016,Brandenburg,Couple without children,No,0.92519,205,205,0.88909,0.96129
2016,Brandenburg,Single parent,No,0.97500,51,51,0.93172,1.01828
2016,Brandenburg,Couple with children,No,0.91204,138,138,0.86461,0.95947
2016,Mecklenburg-Western Pomerania,Single-person household,No,0.96301,100,100,0.92582,1.00019
2016,Mecklenburg-Western Pomerania,Couple without children,No,0.95636,102,102,0.91652,0.99620
2016,Mecklenburg-Western Pomerania,Single parent,No,0.90005,37,37,0.80207,0.99803
2016,Mecklenburg-Western Pomerania,Couple with children,No,0.89895,71,71,0.82834,0.96955
2016,Saxony,Single-person household,No,0.97462,221,221,0.95384,0.99540
2016,Saxony,Couple without children,No,0.93734,273,273,0.90854,0.96614
2016,Saxony,Single parent,No,0.89973,84,84,0.83511,0.96435
2016,Saxony,Couple with children,No,0.90208,230,230,0.86358,0.94057
2016,Saxony-Anhalt,Single-person household,No,0.98602,146,146,0.96691,1.00513
2016,Saxony-Anhalt,Couple without children,No,0.97348,149,149,0.94759,0.99937
2016,Saxony-Anhalt,Single parent,No,0.85813,63,63,0.77128,0.94498
2016,Saxony-Anhalt,Couple with children,No,0.83263,118,118,0.76498,0.90027
2016,Thuringa,Single-person household,No,0.97652,148,148,0.95204,1.00100
2016,Thuringa,Couple without children,No,0.95427,175,175,0.92322,0.98531
2016,Thuringa,Single parent,No,0.98195,52,52,0.94541,1.01849
2016,Thuringa,Couple with children,No,0.88859,134,134,0.83512,0.94206
2021,Schleswig-Holstein,Single-person household,No,0.98723,100,100,0.96511,1.00935
2021,Schleswig-Holstein,Couple without children,No,0.94998,124,124,0.91146,0.98850
2021,Schleswig-Holstein,Couple with children,No,0.92867,148,148,0.88707,0.97028
2021,Hamburg,Single-person household,No,0.98601,82,82,0.96042,1.01159
2021,Hamburg,Couple without children,No,0.99516,89,89,0.98065,1.00966
2021,Hamburg,Couple with children,No,0.95691,63,63,0.90636,1.00745
2021,Lower Saxony,Single-person household,No,0.98264,285,285,0.96745,0.99783
2021,Lower Saxony,Couple without children,No,0.94919,315,315,0.92489,0.97348
2021,Lower Saxony,Single parent,No,0.95638,87,87,0.91321,0.99955
2021,Lower Saxony,Couple with children,No,0.93272,293,293,0.90399,0.96145
2021,North Rhine-Westphalia,Single-person household,No,0.98258,625,625,0.97232,0.99285
2021,North Rhine-Westphalia,Couple without children,No,0.98023,666,666,0.96965,0.99081
2021,North Rhine-Westphalia,Single parent,No,0.96826,161,161,0.94110,0.99543
2021,North Rhine-Westphalia,Couple with children,Yes,0.04348,31,714,0.02851,0.05845
2021,North Rhine-Westphalia,Couple with children,No,0.93210,683,714,0.91363,0.95057
2021,North Rhine-Westphalia,Other Combinations,No,0.89588,65,65,0.82105,0.97070
2021,Hesse,Single-person household,No,0.96006,205,205,0.93318,0.98693
2021,Hesse,Couple without children,No,0.98599,208,208,0.96997,1.00200
2021,Hesse,Single parent,No,0.91988,54,54,0.84680,0.99297
2021,Hesse,Couple with children,No,0.88021,169,169,0.83110,0.92931
2021,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98954,149,149,0.97314,1.00593
2021,"Rhineland-Palatinate, Saarland",Couple without children,No,0.93356,157,157,0.89448,0.97264
2021,"Rhineland-Palatinate, Saarland",Single parent,No,0.90908,36,36,0.81383,1.00433
2021,"Rhineland-Palatinate, Saarland",Couple with children,No,0.90986,146,146,0.86324,0.95647
2021,Baden-Wuerttemberg,Single-person household,No,0.98481,310,310,0.97117,0.99845
2021,Baden-Wuerttemberg,Couple without children,No,0.98631,355,355,0.97421,0.99842
2021,Baden-Wuerttemberg,Single parent,No,0.90167,82,82,0.83682,0.96651
2021,Baden-Wuerttemberg,Couple with children,No,0.92585,391,391,0.89985,0.95186
2021,Bavaria,Single-person household,No,0.98297,512,512,0.97175,0.99419
2021,Bavaria,Couple without children,No,0.98112,493,493,0.96909,0.99315
2021,Bavaria,Single parent,No,0.91845,119,119,0.86907,0.96783
2021,Bavaria,Couple with children,No,0.94999,501,501,0.93088,0.96909
2021,Bavaria,Other Combinations,No,0.87204,42,42,0.76979,0.97429
2021,Berlin,Single-person household,No,0.98558,236,236,0.97034,1.00082
2021,Berlin,Couple without children,No,0.99341,151,151,0.98046,1.00636
2021,Berlin,Single parent,No,0.97337,38,38,0.92149,1.02525
2021,Berlin,Couple with children,No,0.86873,112,112,0.80591,0.93155
2021,Brandenburg,Single-person household,No,0.98725,117,117,0.96684,1.00767
2021,Brandenburg,Couple without children,No,0.97887,162,162,0.95666,1.00109
2021,Brandenburg,Single parent,No,0.90836,38,38,0.81540,1.00133
2021,Brandenburg,Couple with children,No,0.93255,101,101,0.88340,0.98171
2021,Mecklenburg-Western Pomerania,Single-person household,No,0.98669,81,81,0.96159,1.01180
2021,Mecklenburg-Western Pomerania,Couple without children,No,0.92519,81,81,0.86754,0.98284
2021,Mecklenburg-Western Pomerania,Couple with children,No,0.96316,55,55,0.91293,1.01340
2021,Saxony,Single-person household,No,0.94510,191,191,0.91272,0.97749
2021,Saxony,Couple without children,No,0.97695,260,260,0.95868,0.99523
2021,Saxony,Single parent,No,0.93029,68,68,0.86931,0.99127
2021,Saxony,Couple with children,No,0.89991,151,151,0.85188,0.94794
2021,Saxony-Anhalt,Single-person household,No,0.96834,112,112,0.93577,1.00091
2021,Saxony-Anhalt,Couple without children,No,0.94357,111,111,0.90045,0.98669
2021,Saxony-Anhalt,Single parent,No,0.96433,37,37,0.90375,1.02492
2021,Saxony-Anhalt,Couple with children,No,0.61483,62,62,0.49270,0.73695
2021,Thuringa,Single-person household,No,0.92195,114,114,0.87249,0.97141
2021,Thuringa,Couple without children,No,0.96994,121,121,0.93938,1.00049
2021,Thuringa,Single parent,No,0.89532,36,36,0.79389,0.99674
2021,Thuringa,Couple with children,No,0.84752,80,80,0.76825,0.92680
