year,bula_h,sampreg,pet_fish,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Hesse,West,No,0.95340,734,779,0.93859,0.96821
2001,"Rhineland-Palatinate, Saarland",West,Yes,0.06545,56,720,0.04738,0.08353
2001,"Rhineland-Palatinate, Saarland",West,No,0.93455,664,720,0.91647,0.95262
2001,Baden-Wuerttemberg,West,Yes,0.03702,64,1362,0.02699,0.04705
2001,Baden-Wuerttemberg,West,No,0.96298,1298,1362,0.95295,0.97301
2001,Bavaria,West,Yes,0.04468,86,1616,0.03460,0.05476
2001,Bavaria,West,No,0.95532,1530,1616,0.94524,0.96540
2001,Berlin,West,No,0.95965,258,258,0.93559,0.98371
2001,Berlin,East,No,0.92388,195,195,0.88657,0.96120
2001,Brandenburg,East,Yes,0.06704,39,500,0.04510,0.08898
2001,Brandenburg,East,No,0.93296,461,500,0.91102,0.95490
2001,Mecklenburg-Western Pomerania,East,No,0.94953,267,267,0.92322,0.97584
2001,Saxony,East,Yes,0.07069,68,849,0.05344,0.08794
2001,Saxony,East,No,0.92931,781,849,0.91206,0.94656
2001,Saxony-Anhalt,East,Yes,0.08485,50,505,0.06052,0.10918
2001,Saxony-Anhalt,East,No,0.91515,455,505,0.89082,0.93948
2001,Thuringa,East,Yes,0.08168,48,494,0.05750,0.10585
2001,Thuringa,East,No,0.91832,446,494,0.89415,0.94250
2006,Schleswig-Holstein,West,No,0.96188,373,373,0.94242,0.98134
2006,Hamburg,West,No,0.98799,188,188,0.97238,1.00360
2006,Lower Saxony,West,Yes,0.06087,73,1074,0.04656,0.07517
2006,Lower Saxony,West,No,0.93913,1001,1074,0.92483,0.95344
2006,Bremen,West,No,0.93273,84,84,0.87885,0.98662
2006,North Rhine-Westphalia,West,Yes,0.05095,157,2538,0.04240,0.05951
2006,North Rhine-Westphalia,West,No,0.94905,2381,2538,0.94049,0.95760
2006,Hesse,West,Yes,0.04110,51,846,0.02771,0.05448
2006,Hesse,West,No,0.95890,795,846,0.94552,0.97229
2006,"Rhineland-Palatinate, Saarland",West,Yes,0.05612,47,727,0.03938,0.07286
2006,"Rhineland-Palatinate, Saarland",West,No,0.94388,680,727,0.92714,0.96062
2006,Baden-Wuerttemberg,West,Yes,0.04500,81,1473,0.03441,0.05559
2006,Baden-Wuerttemberg,West,No,0.95500,1392,1473,0.94441,0.96559
2006,Bavaria,West,Yes,0.05124,97,1730,0.04085,0.06164
2006,Bavaria,West,No,0.94876,1633,1730,0.93836,0.95915
2006,Berlin,West,No,0.97854,270,270,0.96123,0.99586
2006,Berlin,East,No,0.94411,196,196,0.91187,0.97635
2006,Brandenburg,East,Yes,0.09018,41,532,0.06582,0.11454
2006,Brandenburg,East,No,0.90982,491,532,0.88546,0.93418
2006,Mecklenburg-Western Pomerania,East,No,0.94195,280,280,0.91451,0.96939
2006,Saxony,East,Yes,0.07317,66,877,0.05592,0.09041
2006,Saxony,East,No,0.92683,811,877,0.90959,0.94408
2006,Saxony-Anhalt,East,Yes,0.11181,57,492,0.08394,0.13969
2006,Saxony-Anhalt,East,No,0.88819,435,492,0.86031,0.91606
2006,Thuringa,East,Yes,0.07882,46,515,0.05552,0.10212
2006,Thuringa,East,No,0.92118,469,515,0.89788,0.94448
2011,Schleswig-Holstein,West,No,0.96498,391,391,0.94673,0.98322
2011,Hamburg,West,No,0.98717,191,191,0.97116,1.00317
2011,Lower Saxony,West,Yes,0.05206,70,1087,0.03885,0.06527
2011,Lower Saxony,West,No,0.94794,1017,1087,0.93473,0.96115
2011,Bremen,West,No,0.97177,76,76,0.93429,1.00926
2011,North Rhine-Westphalia,West,Yes,0.05231,147,2353,0.04331,0.06131
2011,North Rhine-Westphalia,West,No,0.94769,2206,2353,0.93869,0.95669
2011,Hesse,West,Yes,0.04875,45,830,0.03409,0.06341
2011,Hesse,West,No,0.95125,785,830,0.93659,0.96591
2011,"Rhineland-Palatinate, Saarland",West,Yes,0.04229,40,710,0.02747,0.05710
2011,"Rhineland-Palatinate, Saarland",West,No,0.95771,670,710,0.94290,0.97253
2011,Baden-Wuerttemberg,West,Yes,0.04469,78,1401,0.03386,0.05551
2011,Baden-Wuerttemberg,West,No,0.95531,1323,1401,0.94449,0.96614
2011,Bavaria,West,Yes,0.04340,103,1839,0.03409,0.05272
2011,Bavaria,West,No,0.95660,1736,1839,0.94728,0.96591
2011,Berlin,West,No,0.97272,282,282,0.95367,0.99177
2011,Berlin,East,No,0.96218,214,214,0.93657,0.98780
2011,Brandenburg,East,No,0.94966,493,493,0.93034,0.96898
2011,Mecklenburg-Western Pomerania,East,No,0.95847,294,294,0.93562,0.98131
2011,Saxony,East,Yes,0.08306,68,808,0.06402,0.10210
2011,Saxony,East,No,0.91694,740,808,0.89790,0.93598
2011,Saxony-Anhalt,East,Yes,0.06715,42,509,0.04539,0.08892
2011,Saxony-Anhalt,East,No,0.93285,467,509,0.91108,0.95461
2011,Thuringa,East,Yes,0.06547,45,519,0.04417,0.08677
2011,Thuringa,East,No,0.93453,474,519,0.91323,0.95583
2016,Schleswig-Holstein,West,No,0.95183,474,474,0.93253,0.97112
2016,Hamburg,West,No,0.97749,258,258,0.95936,0.99563
2016,Lower Saxony,West,Yes,0.05520,84,1348,0.04301,0.06740
2016,Lower Saxony,West,No,0.94480,1264,1348,0.93260,0.95699
2016,Bremen,West,No,0.99369,101,101,0.97816,1.00921
2016,North Rhine-Westphalia,West,Yes,0.03006,112,2907,0.02385,0.03627
2016,North Rhine-Westphalia,West,No,0.96994,2795,2907,0.96373,0.97615
2016,Hesse,West,Yes,0.02735,36,978,0.01712,0.03758
2016,Hesse,West,No,0.97265,942,978,0.96242,0.98288
2016,"Rhineland-Palatinate, Saarland",West,Yes,0.02769,31,848,0.01664,0.03874
2016,"Rhineland-Palatinate, Saarland",West,No,0.97231,817,848,0.96126,0.98336
2016,Baden-Wuerttemberg,West,Yes,0.01783,60,1627,0.01140,0.02426
2016,Baden-Wuerttemberg,West,No,0.98217,1567,1627,0.97574,0.98860
2016,Bavaria,West,Yes,0.03322,104,2300,0.02590,0.04055
2016,Bavaria,West,No,0.96678,2196,2300,0.95945,0.97410
2016,Berlin,West,No,0.97919,336,336,0.96390,0.99447
2016,Berlin,East,No,0.97581,253,253,0.95685,0.99478
2016,Brandenburg,East,Yes,0.06697,39,562,0.04628,0.08765
2016,Brandenburg,East,No,0.93303,523,562,0.91235,0.95372
2016,Mecklenburg-Western Pomerania,East,No,0.97336,316,316,0.95558,0.99114
2016,Saxony,East,Yes,0.06899,65,865,0.05209,0.08589
2016,Saxony,East,No,0.93101,800,865,0.91411,0.94791
2016,Saxony-Anhalt,East,Yes,0.06451,46,513,0.04323,0.08579
2016,Saxony-Anhalt,East,No,0.93549,467,513,0.91421,0.95677
2016,Thuringa,East,Yes,0.05605,38,544,0.03670,0.07539
2016,Thuringa,East,No,0.94395,506,544,0.92461,0.96330
2021,Schleswig-Holstein,West,No,0.93979,402,402,0.91651,0.96307
2021,Hamburg,West,No,0.97694,259,259,0.95863,0.99526
2021,Lower Saxony,West,Yes,0.03605,48,1062,0.02483,0.04727
2021,Lower Saxony,West,No,0.96395,1014,1062,0.95273,0.97517
2021,Bremen,West,No,0.99884,78,78,0.99124,1.00644
2021,North Rhine-Westphalia,West,Yes,0.02718,84,2283,0.02051,0.03386
2021,North Rhine-Westphalia,West,No,0.97282,2199,2283,0.96614,0.97949
2021,Hesse,West,No,0.98173,671,671,0.97159,0.99187
2021,"Rhineland-Palatinate, Saarland",West,No,0.96671,513,513,0.95118,0.98225
2021,Baden-Wuerttemberg,West,Yes,0.01926,37,1215,0.01153,0.02700
2021,Baden-Wuerttemberg,West,No,0.98074,1178,1215,0.97300,0.98847
2021,Bavaria,West,Yes,0.04043,73,1747,0.03119,0.04967
2021,Bavaria,West,No,0.95957,1674,1747,0.95033,0.96881
2021,Berlin,West,No,0.99391,350,350,0.98575,1.00207
2021,Berlin,East,No,0.97653,195,195,0.95523,0.99783
2021,Brandenburg,East,No,0.96448,422,422,0.94680,0.98216
2021,Mecklenburg-Western Pomerania,East,No,0.95690,245,245,0.93141,0.98238
2021,Saxony,East,Yes,0.05625,38,733,0.03956,0.07294
2021,Saxony,East,No,0.94375,695,733,0.92706,0.96044
2021,Saxony-Anhalt,East,Yes,0.08304,36,369,0.05484,0.11123
2021,Saxony-Anhalt,East,No,0.91696,333,369,0.88877,0.94516
2021,Thuringa,East,No,0.95955,358,358,0.93912,0.97999
