,Unnamed: 0,year,bula_h,hhtyp,pet_fish,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
36,36,1996,Saxony,Single-person household,No,1.0,92,5788,0.9242,1.07001
37,37,1996,Saxony,Couple without children,No,1.0,160,5788,0.91868,1.0737
38,38,1996,Saxony,Couple with children,No,1.0,203,5788,0.92545,1.06012
39,39,1996,Saxony-Anhalt,Single-person household,No,1.0,57,5788,0.88325,1.10808
40,40,1996,Saxony-Anhalt,Couple without children,No,1.0,96,5788,0.9087,1.08297
41,41,1996,Saxony-Anhalt,Couple with children,No,1.0,127,5788,0.9013,1.1101
42,42,1996,Thuringa,Single-person household,No,1.0,58,5788,0.90383,1.09786
43,43,1996,Thuringa,Couple without children,No,1.0,83,5788,0.91102,1.07854
44,44,1996,Thuringa,Couple with children,No,1.0,121,5788,0.90026,1.1067
45,45,2001,Schleswig-Holstein,Single-person household,No,1.0,94,10910,0.91527,1.07717
46,46,2001,Schleswig-Holstein,Couple without children,No,1.0,126,10910,0.89977,1.095
47,47,2001,Schleswig-Holstein,Couple with children,No,1.0,103,10910,0.89985,1.12641
48,48,2001,Hamburg,Single-person household,No,1.0,88,10910,0.91508,1.06965
49,49,2001,Hamburg,Couple without children,No,1.0,42,10910,0.84807,1.14166
50,50,2001,Hamburg,Couple with children,No,1.0,36,10910,0.84358,1.191
51,51,2001,Lower Saxony,Single-person household,No,1.0,201,10910,0.95003,1.06008
52,52,2001,Lower Saxony,Couple without children,No,1.0,290,10910,0.94708,1.05472
53,53,2001,Lower Saxony,Single parent,No,1.0,48,10910,0.82589,1.14349
54,54,2001,Lower Saxony,Couple with children,Yes,0.11731,34,10910,0.09429,0.14761
55,55,2001,Lower Saxony,Couple with children,No,0.88269,332,10910,0.83151,0.93342
56,56,2001,Bremen,Single-person household,No,1.0,42,10910,0.88363,1.11315
57,57,2001,North Rhine-Westphalia,Single-person household,No,1.0,588,10910,0.96428,1.03227
58,58,2001,North Rhine-Westphalia,Couple without children,Yes,0.04563,34,10910,0.03779,0.0542
59,59,2001,North Rhine-Westphalia,Couple without children,No,0.95437,761,10910,0.90822,0.99778
60,60,2001,North Rhine-Westphalia,Single parent,No,1.0,125,10910,0.91075,1.1344
61,61,2001,North Rhine-Westphalia,Couple with children,Yes,0.09963,86,10910,0.08818,0.11192
62,62,2001,North Rhine-Westphalia,Couple with children,No,0.90037,809,10910,0.86553,0.93652
63,63,2001,North Rhine-Westphalia,Other Combinations,No,1.0,32,10910,0.80074,1.20255
64,64,2001,Hesse,Single-person household,No,1.0,177,10910,0.93794,1.05807
65,65,2001,Hesse,Couple without children,No,1.0,243,10910,0.93647,1.06975
66,66,2001,Hesse,Single parent,No,1.0,35,10910,0.84578,1.19908
67,67,2001,Hesse,Couple with children,No,1.0,261,10910,0.9364,1.07098
68,68,2001,"Rhineland-Palatinate, Saarland",Single-person household,No,1.0,160,10910,0.93748,1.07554
69,69,2001,"Rhineland-Palatinate, Saarland",Couple without children,No,1.0,192,10910,0.93667,1.07032
70,70,2001,"Rhineland-Palatinate, Saarland",Single parent,No,1.0,45,10910,0.85036,1.15356
71,71,2001,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.13631,37,10910,0.11691,0.15757
72,72,2001,"Rhineland-Palatinate, Saarland",Couple with children,No,0.86369,244,10910,0.80399,0.91577
73,73,2001,Baden-Wuerttemberg,Single-person household,No,1.0,318,10910,0.94033,1.05936
74,74,2001,Baden-Wuerttemberg,Couple without children,No,1.0,358,10910,0.93512,1.05489
75,75,2001,Baden-Wuerttemberg,Single parent,No,1.0,77,10910,0.86112,1.13038
76,76,2001,Baden-Wuerttemberg,Couple with children,Yes,0.07409,40,10910,0.05972,0.08999
77,77,2001,Baden-Wuerttemberg,Couple with children,No,0.92591,511,10910,0.87506,0.98141
78,78,2001,Bavaria,Single-person household,No,1.0,408,10910,0.95374,1.04167
79,79,2001,Bavaria,Couple without children,No,1.0,452,10910,0.95524,1.04802
80,80,2001,Bavaria,Single parent,No,1.0,102,10910,0.88667,1.12229
81,81,2001,Bavaria,Couple with children,Yes,0.095,57,10910,0.08376,0.11315
82,82,2001,Bavaria,Couple with children,No,0.905,527,10910,0.85405,0.9548
83,83,2001,Berlin,Single-person household,No,1.0,174,10910,0.94316,1.05347
84,84,2001,Berlin,Couple without children,No,1.0,107,10910,0.90944,1.08737
85,85,2001,Berlin,Single parent,No,1.0,42,10910,0.87884,1.10191
86,86,2001,Berlin,Couple with children,No,1.0,118,10910,0.88367,1.12275
87,87,2001,Brandenburg,Single-person household,No,1.0,117,10910,0.92516,1.06554
88,88,2001,Brandenburg,Couple without children,No,1.0,161,10910,0.93059,1.06959
89,89,2001,Brandenburg,Single parent,No,1.0,34,10910,0.81387,1.20821
90,90,2001,Brandenburg,Couple with children,No,1.0,140,10910,0.9338,1.1027
91,91,2001,Mecklenburg-Western Pomerania,Single-person household,No,1.0,87,10910,0.93063,1.07182
92,92,2001,Mecklenburg-Western Pomerania,Couple without children,No,1.0,79,10910,0.89546,1.14783
93,93,2001,Mecklenburg-Western Pomerania,Couple with children,No,1.0,78,10910,0.86213,1.12291
94,94,2001,Saxony,Single-person household,No,1.0,194,10910,0.945,1.05743
95,95,2001,Saxony,Couple without children,No,1.0,267,10910,0.94613,1.05598
96,96,2001,Saxony,Single parent,No,1.0,41,10910,0.87786,1.1462
97,97,2001,Saxony,Couple with children,Yes,0.12363,37,10910,0.10436,0.14813
98,98,2001,Saxony,Couple with children,No,0.87637,262,10910,0.81934,0.94977
99,99,2001,Saxony-Anhalt,Single-person household,No,1.0,106,10910,0.93957,1.06938
100,100,2001,Saxony-Anhalt,Couple without children,No,1.0,168,10910,0.94749,1.07475
101,101,2001,Saxony-Anhalt,Couple with children,No,1.0,144,10910,0.91345,1.08531
102,102,2001,Thuringa,Single-person household,No,1.0,116,10910,0.93374,1.07498
103,103,2001,Thuringa,Couple without children,No,1.0,141,10910,0.91792,1.09452
104,104,2001,Thuringa,Single parent,No,1.0,35,10910,0.8137,1.19832
105,105,2001,Thuringa,Couple with children,No,1.0,147,10910,0.91743,1.09347
106,106,2006,Schleswig-Holstein,Single-person household,No,1.0,97,11441,0.9248,1.08808
107,107,2006,Schleswig-Holstein,Couple without children,No,1.0,142,11441,0.83544,1.10997
108,108,2006,Schleswig-Holstein,Couple with children,No,1.0,107,11441,0.86768,1.15336
109,109,2006,Hamburg,Single-person household,No,1.0,79,11441,0.87806,1.09552
110,110,2006,Hamburg,Couple without children,No,1.0,54,11441,0.83449,1.14827
111,111,2006,Hamburg,Couple with children,No,1.0,42,11441,0.77176,1.20044
112,112,2006,Lower Saxony,Single-person household,No,1.0,243,11441,0.93713,1.05782
113,113,2006,Lower Saxony,Couple without children,No,1.0,343,11441,0.9353,1.09195
114,114,2006,Lower Saxony,Single parent,No,1.0,66,11441,0.85936,1.14293
115,115,2006,Lower Saxony,Couple with children,Yes,0.10503,34,11441,0.08332,0.13143
116,116,2006,Lower Saxony,Couple with children,No,0.89497,322,11441,0.82039,0.97836
117,117,2006,Bremen,Single-person household,No,1.0,33,11441,0.78055,1.22091
118,118,2006,North Rhine-Westphalia,Single-person household,No,1.0,634,11441,0.95694,1.04006
119,119,2006,North Rhine-Westphalia,Couple without children,Yes,0.05204,51,11441,0.04247,0.06344
120,120,2006,North Rhine-Westphalia,Couple without children,No,0.94796,845,11441,0.90629,1.00153
121,121,2006,North Rhine-Westphalia,Single parent,No,1.0,147,11441,0.89447,1.11975
122,122,2006,North Rhine-Westphalia,Couple with children,Yes,0.10549,86,11441,0.08751,0.12805
123,123,2006,North Rhine-Westphalia,Couple with children,No,0.89451,717,11441,0.84339,0.9597
124,124,2006,Hesse,Single-person household,No,1.0,218,11441,0.90886,1.07238
125,125,2006,Hesse,Couple without children,No,1.0,286,11441,0.9135,1.10586
126,126,2006,Hesse,Single parent,No,1.0,44,11441,0.81808,1.18969
127,127,2006,Hesse,Couple with children,No,1.0,237,11441,0.90678,1.101
128,128,2006,"Rhineland-Palatinate, Saarland",Single-person household,No,1.0,201,11441,0.92691,1.07702
129,129,2006,"Rhineland-Palatinate, Saarland",Couple without children,No,1.0,200,11441,0.91314,1.1207
130,130,2006,"Rhineland-Palatinate, Saarland",Single parent,No,1.0,49,11441,0.85787,1.21603
131,131,2006,"Rhineland-Palatinate, Saarland",Couple with children,No,1.0,213,11441,0.88809,1.09833
132,132,2006,Baden-Wuerttemberg,Single-person household,No,1.0,381,11441,0.94432,1.05159
133,133,2006,Baden-Wuerttemberg,Couple without children,No,1.0,444,11441,0.93583,1.08035
134,134,2006,Baden-Wuerttemberg,Single parent,No,1.0,87,11441,0.87625,1.12606
135,135,2006,Baden-Wuerttemberg,Couple with children,Yes,0.10915,49,11441,0.08323,0.13424
136,136,2006,Baden-Wuerttemberg,Couple with children,No,0.89085,457,11441,0.80826,0.96581
137,137,2006,Bavaria,Single-person household,No,1.0,424,11441,0.94227,1.05286
138,138,2006,Bavaria,Couple without children,No,1.0,548,11441,0.94263,1.06617
139,139,2006,Bavaria,Single parent,No,1.0,102,11441,0.87122,1.14513
140,140,2006,Bavaria,Couple with children,Yes,0.10492,58,11441,0.08533,0.12864
141,141,2006,Bavaria,Couple with children,No,0.89508,525,11441,0.83861,0.95278
142,142,2006,Berlin,Single-person household,No,1.0,178,11441,0.92972,1.09242
143,143,2006,Berlin,Couple without children,No,1.0,145,11441,0.89306,1.11012
144,144,2006,Berlin,Single parent,No,1.0,36,11441,0.84059,1.1907
145,145,2006,Berlin,Couple with children,No,1.0,101,11441,0.84817,1.14394
146,146,2006,Brandenburg,Single-person household,No,1.0,137,11441,0.91399,1.10584
147,147,2006,Brandenburg,Couple without children,No,1.0,174,11441,0.90628,1.09644
148,148,2006,Brandenburg,Single parent,No,1.0,39,11441,0.79563,1.21701
149,149,2006,Brandenburg,Couple with children,No,1.0,134,11441,0.89305,1.11619
150,150,2006,Mecklenburg-Western Pomerania,Single-person household,No,1.0,81,11441,0.88877,1.11408
151,151,2006,Mecklenburg-Western Pomerania,Couple without children,No,1.0,96,11441,0.85563,1.14201
152,152,2006,Mecklenburg-Western Pomerania,Couple with children,No,1.0,80,11441,0.82967,1.18953
153,153,2006,Saxony,Single-person household,No,1.0,237,11441,0.93064,1.06196
154,154,2006,Saxony,Couple without children,No,1.0,299,11441,0.92776,1.08815
155,155,2006,Saxony,Single parent,No,1.0,52,11441,0.84688,1.1931
156,156,2006,Saxony,Couple with children,No,1.0,214,11441,0.89158,1.12988
157,157,2006,Saxony-Anhalt,Single-person household,No,1.0,122,11441,0.88993,1.10592
158,158,2006,Saxony-Anhalt,Couple without children,No,1.0,169,11441,0.89725,1.09394
159,159,2006,Saxony-Anhalt,Couple with children,Yes,0.26024,34,11441,0.19106,0.32276
160,160,2006,Saxony-Anhalt,Couple with children,No,0.73976,119,11441,0.60303,0.89403
161,161,2006,Thuringa,Single-person household,No,1.0,138,11441,0.92229,1.08951
162,162,2006,Thuringa,Couple without children,No,1.0,158,11441,0.88204,1.12787
163,163,2006,Thuringa,Couple with children,No,1.0,133,11441,0.85289,1.19764
164,164,2011,Schleswig-Holstein,Single-person household,No,1.0,119,11262,0.87144,1.11959
165,165,2011,Schleswig-Holstein,Couple without children,No,1.0,162,11262,0.86554,1.13551
166,166,2011,Schleswig-Holstein,Couple with children,No,1.0,88,11262,0.81644,1.16224
167,167,2011,Hamburg,Single-person household,No,1.0,74,11262,0.87076,1.10597
168,168,2011,Hamburg,Couple without children,No,1.0,67,11262,0.83511,1.18142
169,169,2011,Hamburg,Couple with children,No,1.0,41,11262,0.71507,1.26179
170,170,2011,Lower Saxony,Single-person household,No,1.0,265,11262,0.93149,1.06951
171,171,2011,Lower Saxony,Couple without children,No,1.0,399,11262,0.92084,1.08023
172,172,2011,Lower Saxony,Single parent,No,1.0,57,11262,0.8102,1.23769
173,173,2011,Lower Saxony,Couple with children,No,1.0,277,11262,0.88254,1.12513
174,174,2011,North Rhine-Westphalia,Single-person household,No,1.0,618,11262,0.95572,1.04911
175,175,2011,North Rhine-Westphalia,Couple without children,Yes,0.04751,47,11262,0.03759,0.06039
176,176,2011,North Rhine-Westphalia,Couple without children,No,0.95249,800,11262,0.9057,1.00045
177,177,2011,North Rhine-Westphalia,Single parent,No,1.0,152,11262,0.84109,1.16819
178,178,2011,North Rhine-Westphalia,Couple with children,Yes,0.12167,82,11262,0.09615,0.14839
179,179,2011,North Rhine-Westphalia,Couple with children,No,0.87833,600,11262,0.81534,0.95484
180,180,2011,Hesse,Single-person household,No,1.0,227,11262,0.92891,1.07059
181,181,2011,Hesse,Couple without children,No,1.0,270,11262,0.89497,1.09636
182,182,2011,Hesse,Single parent,No,1.0,59,11262,0.80176,1.23651
183,183,2011,Hesse,Couple with children,No,1.0,221,11262,0.88398,1.12795
184,184,2011,"Rhineland-Palatinate, Saarland",Single-person household,No,1.0,218,11262,0.91899,1.09154
185,185,2011,"Rhineland-Palatinate, Saarland",Couple without children,No,1.0,224,11262,0.88763,1.10027
186,186,2011,"Rhineland-Palatinate, Saarland",Single parent,No,1.0,49,11262,0.74744,1.31181
187,187,2011,"Rhineland-Palatinate, Saarland",Couple with children,No,1.0,168,11262,0.8556,1.16071
188,188,2011,Baden-Wuerttemberg,Single-person household,No,1.0,389,11262,0.93939,1.05157
189,189,2011,Baden-Wuerttemberg,Couple without children,No,1.0,464,11262,0.90475,1.08733
190,190,2011,Baden-Wuerttemberg,Single parent,No,1.0,83,11262,0.79771,1.19691
191,191,2011,Baden-Wuerttemberg,Couple with children,Yes,0.1072,43,11262,0.07078,0.15351
192,192,2011,Baden-Wuerttemberg,Couple with children,No,0.8928,364,11262,0.80048,0.97555
193,193,2011,Bavaria,Single-person household,No,1.0,499,11262,0.94623,1.05695
194,194,2011,Bavaria,Couple without children,No,1.0,626,11262,0.92655,1.07367
195,195,2011,Bavaria,Single parent,No,1.0,107,11262,0.766,1.2246
196,196,2011,Bavaria,Couple with children,Yes,0.0879,55,11262,0.06821,0.10779
197,197,2011,Bavaria,Couple with children,No,0.9121,476,11262,0.81941,0.98619
198,198,2011,Berlin,Single-person household,No,1.0,205,11262,0.90613,1.08589
199,199,2011,Berlin,Couple without children,No,1.0,162,11262,0.88949,1.13037
200,200,2011,Berlin,Single parent,No,1.0,34,11262,0.73325,1.3217
201,201,2011,Berlin,Couple with children,No,1.0,91,11262,0.81935,1.22227
202,202,2011,Brandenburg,Single-person household,No,1.0,152,11262,0.89518,1.11383
203,203,2011,Brandenburg,Couple without children,No,1.0,194,11262,0.88647,1.16194
204,204,2011,Brandenburg,Single parent,No,1.0,34,11262,0.83767,1.27219
205,205,2011,Brandenburg,Couple with children,No,1.0,106,11262,0.79402,1.22689
206,206,2011,Mecklenburg-Western Pomerania,Single-person household,No,1.0,96,11262,0.88012,1.15244
207,207,2011,Mecklenburg-Western Pomerania,Couple without children,No,1.0,117,11262,0.83113,1.17215
208,208,2011,Mecklenburg-Western Pomerania,Couple with children,No,1.0,50,11262,0.71691,1.28887
209,209,2011,Saxony,Single-person household,No,1.0,230,11262,0.92101,1.0829
210,210,2011,Saxony,Couple without children,No,1.0,279,11262,0.91015,1.09428
211,211,2011,Saxony,Single parent,No,1.0,53,11262,0.79425,1.17767
212,212,2011,Saxony,Couple with children,Yes,0.18715,32,11262,0.12194,0.26988
213,213,2011,Saxony,Couple with children,No,0.81285,170,11262,0.69776,0.96238
214,214,2011,Saxony-Anhalt,Single-person household,No,1.0,147,11262,0.88678,1.11181
215,215,2011,Saxony-Anhalt,Couple without children,No,1.0,171,11262,0.88571,1.11746
216,216,2011,Saxony-Anhalt,Couple with children,No,1.0,112,11262,0.78969,1.242
217,217,2011,Thuringa,Single-person household,No,1.0,161,11262,0.89983,1.11811
218,218,2011,Thuringa,Couple without children,No,1.0,178,11262,0.86962,1.16377
219,219,2011,Thuringa,Couple with children,No,1.0,98,11262,0.80565,1.24061
220,220,2016,Schleswig-Holstein,Single-person household,No,1.0,125,13504,0.87475,1.11928
221,221,2016,Schleswig-Holstein,Couple without children,No,1.0,128,13504,0.85726,1.16808
222,222,2016,Schleswig-Holstein,Single parent,No,1.0,54,13504,0.78157,1.21892
223,223,2016,Schleswig-Holstein,Couple with children,No,1.0,157,13504,0.81547,1.16014
224,224,2016,Hamburg,Single-person household,No,1.0,71,13504,0.85655,1.15139
225,225,2016,Hamburg,Couple without children,No,1.0,66,13504,0.7511,1.2144
226,226,2016,Hamburg,Couple with children,No,1.0,88,13504,0.76027,1.26191
227,227,2016,Lower Saxony,Single-person household,No,1.0,281,13504,0.92578,1.08231
228,228,2016,Lower Saxony,Couple without children,No,1.0,372,13504,0.91548,1.09986
229,229,2016,Lower Saxony,Single parent,No,1.0,146,13504,0.83382,1.182
230,230,2016,Lower Saxony,Couple with children,Yes,0.08854,45,13504,0.05648,0.11856
231,231,2016,Lower Saxony,Couple with children,No,0.91146,433,13504,0.81188,1.02934
232,232,2016,Bremen,Couple with children,No,1.0,33,13504,0.67541,1.52734
233,233,2016,North Rhine-Westphalia,Single-person household,No,1.0,603,13504,0.93533,1.05953
234,234,2016,North Rhine-Westphalia,Couple without children,No,1.0,758,13504,0.93051,1.07005
235,235,2016,North Rhine-Westphalia,Single parent,No,1.0,306,13504,0.86926,1.15659
236,236,2016,North Rhine-Westphalia,Couple with children,Yes,0.06516,72,13504,0.04994,0.0874
237,237,2016,North Rhine-Westphalia,Couple with children,No,0.93484,1067,13504,0.86291,1.00425
238,238,2016,North Rhine-Westphalia,Other Combinations,No,1.0,44,13504,0.74541,1.31249
239,239,2016,Hesse,Single-person household,No,1.0,206,13504,0.91545,1.09625
240,240,2016,Hesse,Couple without children,No,1.0,272,13504,0.9059,1.12842
241,241,2016,Hesse,Single parent,No,1.0,104,13504,0.7927,1.23428
242,242,2016,Hesse,Couple with children,No,1.0,328,13504,0.87241,1.13159
243,243,2016,"Rhineland-Palatinate, Saarland",Single-person household,No,1.0,203,13504,0.89462,1.09393
244,244,2016,"Rhineland-Palatinate, Saarland",Couple without children,No,1.0,234,13504,0.89073,1.12842
245,245,2016,"Rhineland-Palatinate, Saarland",Single parent,No,1.0,80,13504,0.83898,1.22963
246,246,2016,"Rhineland-Palatinate, Saarland",Couple with children,No,1.0,275,13504,0.82913,1.15011
247,247,2016,Baden-Wuerttemberg,Single-person household,No,1.0,347,13504,0.93234,1.0797
248,248,2016,Baden-Wuerttemberg,Couple without children,No,1.0,420,13504,0.90586,1.10895
249,249,2016,Baden-Wuerttemberg,Single parent,No,1.0,142,13504,0.84021,1.16558
250,250,2016,Baden-Wuerttemberg,Couple with children,Yes,0.06079,45,13504,0.0414,0.08082
251,251,2016,Baden-Wuerttemberg,Couple with children,No,0.93921,625,13504,0.85245,1.03281
252,252,2016,Bavaria,Single-person household,No,1.0,513,13504,0.93497,1.07834
253,253,2016,Bavaria,Couple without children,No,1.0,620,13504,0.9277,1.08817
254,254,2016,Bavaria,Single parent,No,1.0,227,13504,0.83779,1.19984
255,255,2016,Bavaria,Couple with children,Yes,0.07673,71,13504,0.05731,0.10261
256,256,2016,Bavaria,Couple with children,No,0.92327,795,13504,0.84742,1.00363
257,257,2016,Berlin,Single-person household,No,1.0,224,13504,0.89546,1.0753
258,258,2016,Berlin,Couple without children,No,1.0,160,13504,0.8694,1.16027
259,259,2016,Berlin,Single parent,No,1.0,67,13504,0.80509,1.20912
260,260,2016,Berlin,Couple with children,No,1.0,127,13504,0.81379,1.23685
261,261,2016,Brandenburg,Single-person household,No,1.0,132,13504,0.85607,1.14353
262,262,2016,Brandenburg,Couple without children,No,1.0,202,13504,0.86006,1.15994
263,263,2016,Brandenburg,Single parent,No,1.0,49,13504,0.77094,1.24592
264,264,2016,Brandenburg,Couple with children,No,1.0,129,13504,0.77509,1.3001
265,265,2016,Mecklenburg-Western Pomerania,Single-person household,No,1.0,101,13504,0.85761,1.15588
266,266,2016,Mecklenburg-Western Pomerania,Couple without children,No,1.0,104,13504,0.80566,1.17394
267,267,2016,Mecklenburg-Western Pomerania,Single parent,No,1.0,39,13504,0.74395,1.22941
268,268,2016,Mecklenburg-Western Pomerania,Couple with children,No,1.0,68,13504,0.69261,1.42069
269,269,2016,Saxony,Single-person household,No,1.0,221,13504,0.90607,1.10482
270,270,2016,Saxony,Couple without children,No,1.0,266,13504,0.89679,1.11838
271,271,2016,Saxony,Single parent,No,1.0,80,13504,0.743,1.25791
272,272,2016,Saxony,Couple with children,No,1.0,221,13504,0.79891,1.22282
273,273,2016,Saxony-Anhalt,Single-person household,No,1.0,143,13504,0.88837,1.14127
274,274,2016,Saxony-Anhalt,Couple without children,No,1.0,139,13504,0.83019,1.21333
275,275,2016,Saxony-Anhalt,Single parent,No,1.0,62,13504,0.72382,1.30091
276,276,2016,Saxony-Anhalt,Couple with children,No,1.0,115,13504,0.81535,1.18917
277,277,2016,Thuringa,Single-person household,No,1.0,149,13504,0.86489,1.13736
278,278,2016,Thuringa,Couple without children,No,1.0,174,13504,0.84414,1.19016
279,279,2016,Thuringa,Single parent,No,1.0,47,13504,0.66491,1.32406
280,280,2016,Thuringa,Couple with children,No,1.0,129,13504,0.8242,1.24836
281,281,2021,Schleswig-Holstein,Single-person household,No,1.0,100,10232,0.82526,1.16806
282,282,2021,Schleswig-Holstein,Couple without children,No,1.0,119,10232,0.77751,1.18019
283,283,2021,Schleswig-Holstein,Single parent,No,1.0,31,10232,0.64836,1.40927
284,284,2021,Schleswig-Holstein,Couple with children,No,1.0,139,10232,0.83029,1.2061
285,285,2021,Hamburg,Single-person household,No,1.0,82,10232,0.75463,1.24418
286,286,2021,Hamburg,Couple without children,No,1.0,89,10232,0.73722,1.23591
287,287,2021,Hamburg,Couple with children,No,1.0,61,10232,0.64469,1.31944
288,288,2021,Lower Saxony,Single-person household,No,1.0,284,10232,0.89883,1.094
289,289,2021,Lower Saxony,Couple without children,No,1.0,316,10232,0.87837,1.11888
290,290,2021,Lower Saxony,Single parent,No,1.0,85,10232,0.76407,1.27279
291,291,2021,Lower Saxony,Couple with children,No,1.0,295,10232,0.8544,1.16118
292,292,2021,North Rhine-Westphalia,Single-person household,No,1.0,626,10232,0.92497,1.08643
293,293,2021,North Rhine-Westphalia,Couple without children,No,1.0,655,10232,0.92388,1.08248
294,294,2021,North Rhine-Westphalia,Single parent,No,1.0,155,10232,0.81809,1.22472
295,295,2021,North Rhine-Westphalia,Couple with children,Yes,0.05927,42,10232,0.04322,0.0787
296,296,2021,North Rhine-Westphalia,Couple with children,No,0.94073,667,10232,0.84227,1.03616
297,297,2021,North Rhine-Westphalia,Other Combinations,No,1.0,60,10232,0.66855,1.35845
298,298,2021,Hesse,Single-person household,No,1.0,206,10232,0.87215,1.15037
299,299,2021,Hesse,Couple without children,No,1.0,206,10232,0.82468,1.17587
300,300,2021,Hesse,Single parent,No,1.0,59,10232,0.69043,1.38195
301,301,2021,Hesse,Couple with children,No,1.0,172,10232,0.82738,1.20599
302,302,2021,"Rhineland-Palatinate, Saarland",Single-person household,No,1.0,146,10232,0.86913,1.13906
303,303,2021,"Rhineland-Palatinate, Saarland",Couple without children,No,1.0,156,10232,0.81976,1.18522
304,304,2021,"Rhineland-Palatinate, Saarland",Single parent,No,1.0,37,10232,0.67047,1.43925
305,305,2021,"Rhineland-Palatinate, Saarland",Couple with children,No,1.0,140,10232,0.81761,1.24115
306,306,2021,Baden-Wuerttemberg,Single-person household,No,1.0,311,10232,0.88327,1.08815
307,307,2021,Baden-Wuerttemberg,Couple without children,No,1.0,353,10232,0.87088,1.12515
308,308,2021,Baden-Wuerttemberg,Single parent,No,1.0,85,10232,0.72062,1.32707
309,309,2021,Baden-Wuerttemberg,Couple with children,No,1.0,386,10232,0.8853,1.13124
310,310,2021,Bavaria,Single-person household,No,1.0,511,10232,0.91805,1.08651
311,311,2021,Bavaria,Couple without children,No,1.0,484,10232,0.89381,1.12171
312,312,2021,Bavaria,Single parent,No,1.0,116,10232,0.76854,1.3067
313,313,2021,Bavaria,Couple with children,Yes,0.07721,32,10232,0.04896,0.1163
314,314,2021,Bavaria,Couple with children,No,0.92279,494,10232,0.81384,1.04245
315,315,2021,Bavaria,Other Combinations,No,1.0,43,10232,0.74477,1.2439
316,316,2021,Berlin,Single-person household,No,1.0,234,10232,0.8446,1.15303
317,317,2021,Berlin,Couple without children,No,1.0,148,10232,0.81737,1.19948
318,318,2021,Berlin,Single parent,No,1.0,39,10232,0.73848,1.29302
