,Unnamed: 0,year,age_gr,regtyp,plb0111,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
40,40,1996,46-65 y.,Rural regions,Earn money,0.48707,66,2082,0.41094,0.5531
41,41,1996,46-65 y.,Rural regions,Both equally,0.51293,74,2082,0.40065,0.63914
42,42,1997,17-29 y.,Urban regions,Earn money,0.35146,242,2018,0.31621,0.38063
43,43,1997,17-29 y.,Urban regions,Both equally,0.64854,398,2018,0.59202,0.69285
44,44,1997,17-29 y.,Rural regions,Earn money,0.48392,145,2018,0.43246,0.53564
45,45,1997,17-29 y.,Rural regions,Both equally,0.51608,168,2018,0.46803,0.57051
46,46,1997,30-45 y.,Urban regions,Earn money,0.35609,165,2018,0.30779,0.40461
47,47,1997,30-45 y.,Urban regions,Both equally,0.64391,283,2018,0.59218,0.70252
48,48,1997,30-45 y.,Rural regions,Earn money,0.45664,120,2018,0.3839,0.53212
49,49,1997,30-45 y.,Rural regions,Both equally,0.54336,142,2018,0.47146,0.61185
50,50,1997,46-65 y.,Urban regions,Earn money,0.39517,105,2018,0.34242,0.44534
51,51,1997,46-65 y.,Urban regions,Both equally,0.60483,99,2018,0.51136,0.70837
52,52,1997,46-65 y.,Rural regions,Earn money,0.46844,69,2018,0.38291,0.58068
53,53,1997,46-65 y.,Rural regions,Both equally,0.53156,82,2018,0.42049,0.65573
54,54,1998,17-29 y.,Urban regions,Earn money,0.37356,256,2167,0.34111,0.40898
55,55,1998,17-29 y.,Urban regions,Other reasons,0.05376,36,2167,0.04115,0.06756
56,56,1998,17-29 y.,Urban regions,Both equally,0.57268,401,2167,0.53288,0.60915
57,57,1998,17-29 y.,Rural regions,Earn money,0.459,142,2167,0.40488,0.52392
58,58,1998,17-29 y.,Rural regions,Both equally,0.541,180,2167,0.4967,0.59488
59,59,1998,30-45 y.,Urban regions,Earn money,0.38809,201,2167,0.34912,0.4266
60,60,1998,30-45 y.,Urban regions,Other reasons,0.08935,41,2167,0.07204,0.10438
61,61,1998,30-45 y.,Urban regions,Both equally,0.52256,251,2167,0.47748,0.57038
62,62,1998,30-45 y.,Rural regions,Earn money,0.47438,143,2167,0.40578,0.55568
63,63,1998,30-45 y.,Rural regions,Both equally,0.52562,158,2167,0.46988,0.58645
64,64,1998,46-65 y.,Urban regions,Earn money,0.53425,104,2167,0.45677,0.6201
65,65,1998,46-65 y.,Urban regions,Both equally,0.46575,90,2167,0.39479,0.53021
66,66,1998,46-65 y.,Rural regions,Earn money,0.44591,72,2167,0.36842,0.53321
67,67,1998,46-65 y.,Rural regions,Both equally,0.55409,92,2167,0.45834,0.65761
68,68,1999,17-29 y.,Urban regions,Earn money,0.38153,237,1834,0.34813,0.41807
69,69,1999,17-29 y.,Urban regions,Both equally,0.61847,362,1834,0.56934,0.66255
70,70,1999,17-29 y.,Rural regions,Earn money,0.43584,134,1834,0.38135,0.49911
71,71,1999,17-29 y.,Rural regions,Both equally,0.56416,174,1834,0.49444,0.63751
72,72,1999,30-45 y.,Urban regions,Earn money,0.4204,161,1834,0.36729,0.46953
73,73,1999,30-45 y.,Urban regions,Both equally,0.5796,229,1834,0.5208,0.63208
74,74,1999,30-45 y.,Rural regions,Earn money,0.38696,101,1834,0.32652,0.44375
75,75,1999,30-45 y.,Rural regions,Both equally,0.61304,156,1834,0.53288,0.68743
76,76,1999,46-65 y.,Urban regions,Earn money,0.39508,65,1834,0.34899,0.45602
77,77,1999,46-65 y.,Urban regions,Both equally,0.60492,91,1834,0.50655,0.70235
78,78,1999,46-65 y.,Rural regions,Earn money,0.3134,48,1834,0.25649,0.37134
79,79,1999,46-65 y.,Rural regions,Both equally,0.6866,76,1834,0.57042,0.79337
80,80,2000,17-29 y.,Urban regions,Earn money,0.3695,368,3291,0.34911,0.39345
81,81,2000,17-29 y.,Urban regions,Other reasons,0.04362,42,3291,0.03696,0.04951
82,82,2000,17-29 y.,Urban regions,Both equally,0.58688,585,3291,0.55984,0.61713
83,83,2000,17-29 y.,Rural regions,Earn money,0.4535,229,3291,0.41959,0.4855
84,84,2000,17-29 y.,Rural regions,Both equally,0.5465,285,3291,0.50633,0.59314
85,85,2000,30-45 y.,Urban regions,Earn money,0.33652,291,3291,0.31656,0.35253
86,86,2000,30-45 y.,Urban regions,Other reasons,0.10162,79,3291,0.08758,0.11526
87,87,2000,30-45 y.,Urban regions,Both equally,0.56186,437,3291,0.52984,0.59392
88,88,2000,30-45 y.,Rural regions,Earn money,0.451,197,3291,0.41691,0.4844
89,89,2000,30-45 y.,Rural regions,Both equally,0.549,241,3291,0.51425,0.58818
90,90,2000,46-65 y.,Urban regions,Earn money,0.38755,123,3291,0.35208,0.41683
91,91,2000,46-65 y.,Urban regions,Other reasons,0.14605,45,3291,0.12458,0.16731
92,92,2000,46-65 y.,Urban regions,Both equally,0.4664,160,3291,0.4265,0.50351
93,93,2000,46-65 y.,Rural regions,Earn money,0.4826,105,3291,0.44278,0.53296
94,94,2000,46-65 y.,Rural regions,Both equally,0.5174,104,3291,0.48028,0.56742
95,95,2001,17-29 y.,Urban regions,Earn money,0.38768,313,2924,0.3619,0.41368
96,96,2001,17-29 y.,Urban regions,Other reasons,0.04268,35,2924,0.03453,0.05082
97,97,2001,17-29 y.,Urban regions,Both equally,0.56964,543,2924,0.53965,0.59723
98,98,2001,17-29 y.,Rural regions,Earn money,0.47704,221,2924,0.43099,0.51653
99,99,2001,17-29 y.,Rural regions,Both equally,0.52296,274,2924,0.48272,0.5636
100,100,2001,30-45 y.,Urban regions,Earn money,0.35276,243,2924,0.32124,0.37799
101,101,2001,30-45 y.,Urban regions,Other reasons,0.06552,48,2924,0.05439,0.07777
102,102,2001,30-45 y.,Urban regions,Both equally,0.58171,397,2924,0.54525,0.62089
103,103,2001,30-45 y.,Rural regions,Earn money,0.42106,159,2924,0.38872,0.46176
104,104,2001,30-45 y.,Rural regions,Both equally,0.57894,219,2924,0.52852,0.62253
105,105,2001,46-65 y.,Urban regions,Earn money,0.42961,111,2924,0.36987,0.48147
106,106,2001,46-65 y.,Urban regions,Both equally,0.57039,148,2924,0.50972,0.6392
107,107,2001,46-65 y.,Rural regions,Earn money,0.40957,99,2924,0.36976,0.45157
108,108,2001,46-65 y.,Rural regions,Both equally,0.59043,114,2924,0.52859,0.67256
109,109,2003,17-29 y.,Urban regions,Earn money,0.37865,348,3020,0.34603,0.41075
110,110,2003,17-29 y.,Urban regions,Other reasons,0.03927,39,3020,0.02785,0.05434
111,111,2003,17-29 y.,Urban regions,Both equally,0.58209,575,3020,0.54479,0.62285
112,112,2003,17-29 y.,Rural regions,Earn money,0.5379,234,3020,0.48115,0.59167
113,113,2003,17-29 y.,Rural regions,Both equally,0.4621,240,3020,0.40437,0.51492
114,114,2003,30-45 y.,Urban regions,Earn money,0.43034,286,3020,0.3969,0.46305
115,115,2003,30-45 y.,Urban regions,Other reasons,0.04242,38,3020,0.03213,0.05467
116,116,2003,30-45 y.,Urban regions,Both equally,0.52725,368,3020,0.48806,0.56631
117,117,2003,30-45 y.,Rural regions,Earn money,0.48966,171,3020,0.43888,0.5339
118,118,2003,30-45 y.,Rural regions,Both equally,0.51034,180,3020,0.46019,0.56597
119,119,2003,46-65 y.,Urban regions,Earn money,0.49464,137,3020,0.4375,0.55497
120,120,2003,46-65 y.,Urban regions,Both equally,0.50536,174,3020,0.45579,0.55783
121,121,2003,46-65 y.,Rural regions,Earn money,0.45084,113,3020,0.39097,0.51387
122,122,2003,46-65 y.,Rural regions,Both equally,0.54916,117,3020,0.47921,0.62731
123,123,2005,17-29 y.,Urban regions,Earn money,0.36773,286,2465,0.3311,0.40596
124,124,2005,17-29 y.,Urban regions,Both equally,0.63227,500,2465,0.56771,0.68251
125,125,2005,17-29 y.,Rural regions,Earn money,0.44833,180,2465,0.38365,0.50567
126,126,2005,17-29 y.,Rural regions,Both equally,0.55167,238,2465,0.48949,0.62771
127,127,2005,30-45 y.,Urban regions,Earn money,0.44619,215,2465,0.40001,0.49871
128,128,2005,30-45 y.,Urban regions,Both equally,0.55381,272,2465,0.4994,0.61218
129,129,2005,30-45 y.,Rural regions,Earn money,0.44825,129,2465,0.38536,0.51321
130,130,2005,30-45 y.,Rural regions,Both equally,0.55175,161,2465,0.48165,0.62972
131,131,2005,46-65 y.,Urban regions,Earn money,0.47547,133,2465,0.40585,0.52841
132,132,2005,46-65 y.,Urban regions,Both equally,0.52453,154,2465,0.45919,0.60971
133,133,2005,46-65 y.,Rural regions,Earn money,0.42334,87,2465,0.35015,0.50273
134,134,2005,46-65 y.,Rural regions,Both equally,0.57666,110,2465,0.47183,0.6907
135,135,2007,17-29 y.,Urban regions,Earn money,0.39081,306,2428,0.35114,0.43227
136,136,2007,17-29 y.,Urban regions,Both equally,0.60919,478,2428,0.55688,0.66577
137,137,2007,17-29 y.,Rural regions,Earn money,0.42134,159,2428,0.36286,0.4948
138,138,2007,17-29 y.,Rural regions,Both equally,0.57866,241,2428,0.51403,0.65639
139,139,2007,30-45 y.,Urban regions,Earn money,0.40285,187,2428,0.36502,0.44262
140,140,2007,30-45 y.,Urban regions,Both equally,0.59715,291,2428,0.55247,0.65212
141,141,2007,30-45 y.,Rural regions,Earn money,0.45951,103,2428,0.39553,0.52945
142,142,2007,30-45 y.,Rural regions,Both equally,0.54049,150,2428,0.46139,0.62774
143,143,2007,46-65 y.,Urban regions,Earn money,0.4279,112,2428,0.37026,0.48119
144,144,2007,46-65 y.,Urban regions,Both equally,0.5721,176,2428,0.49786,0.65141
145,145,2007,46-65 y.,Rural regions,Earn money,0.47696,109,2428,0.41652,0.54874
146,146,2007,46-65 y.,Rural regions,Both equally,0.52304,116,2428,0.43703,0.60602
147,147,2009,17-29 y.,Urban regions,Earn money,0.42547,244,1944,0.36511,0.47329
148,148,2009,17-29 y.,Urban regions,Both equally,0.57453,378,1944,0.51458,0.62264
149,149,2009,17-29 y.,Rural regions,Earn money,0.48258,156,1944,0.41108,0.55722
150,150,2009,17-29 y.,Rural regions,Both equally,0.51742,174,1944,0.44734,0.59498
151,151,2009,30-45 y.,Urban regions,Earn money,0.48191,154,1944,0.40928,0.55054
152,152,2009,30-45 y.,Urban regions,Both equally,0.51809,195,1944,0.44408,0.59534
153,153,2009,30-45 y.,Rural regions,Earn money,0.53503,114,1944,0.44991,0.61749
154,154,2009,30-45 y.,Rural regions,Both equally,0.46497,98,1944,0.35843,0.55628
155,155,2009,46-65 y.,Urban regions,Earn money,0.46946,109,1944,0.40409,0.53891
156,156,2009,46-65 y.,Urban regions,Both equally,0.53054,139,1944,0.47058,0.62111
157,157,2009,46-65 y.,Rural regions,Earn money,0.50813,98,1944,0.42409,0.60604
158,158,2009,46-65 y.,Rural regions,Both equally,0.49187,85,1944,0.3759,0.60348
159,159,2011,17-29 y.,Urban regions,Earn money,0.38901,185,1516,0.33663,0.46109
160,160,2011,17-29 y.,Urban regions,Both equally,0.61099,329,1516,0.53713,0.69496
161,161,2011,17-29 y.,Rural regions,Earn money,0.40939,76,1516,0.29895,0.54367
162,162,2011,17-29 y.,Rural regions,Both equally,0.59061,120,1516,0.46952,0.72078
163,163,2011,30-45 y.,Urban regions,Earn money,0.55106,120,1516,0.42884,0.68845
164,164,2011,30-45 y.,Urban regions,Both equally,0.44894,155,1516,0.34778,0.5639
165,165,2011,30-45 y.,Rural regions,Earn money,0.39017,59,1516,0.26133,0.51696
166,166,2011,30-45 y.,Rural regions,Both equally,0.60983,88,1516,0.41822,0.83062
167,167,2011,46-65 y.,Urban regions,Earn money,0.50283,98,1516,0.41588,0.59812
168,168,2011,46-65 y.,Urban regions,Both equally,0.49717,116,1516,0.41302,0.58166
169,169,2011,46-65 y.,Rural regions,Earn money,0.45388,78,1516,0.37764,0.53431
170,170,2011,46-65 y.,Rural regions,Both equally,0.54612,92,1516,0.44276,0.67155
171,171,2013,17-29 y.,Urban regions,Earn money,0.37084,222,1834,0.31741,0.4251
172,172,2013,17-29 y.,Urban regions,Other reasons,0.0945,45,1834,0.06845,0.12427
173,173,2013,17-29 y.,Urban regions,Both equally,0.53466,310,1834,0.46672,0.59914
174,174,2013,17-29 y.,Rural regions,Earn money,0.4062,111,1834,0.32428,0.49358
175,175,2013,17-29 y.,Rural regions,Both equally,0.5938,152,1834,0.52159,0.67558
176,176,2013,30-45 y.,Urban regions,Earn money,0.41552,140,1834,0.35645,0.48087
177,177,2013,30-45 y.,Urban regions,Both equally,0.58448,202,1834,0.49321,0.67789
178,178,2013,30-45 y.,Rural regions,Earn money,0.48133,79,1834,0.34228,0.65549
179,179,2013,30-45 y.,Rural regions,Both equally,0.51867,93,1834,0.4125,0.63691
180,180,2013,46-65 y.,Urban regions,Earn money,0.5195,119,1834,0.43123,0.58723
181,181,2013,46-65 y.,Urban regions,Both equally,0.4805,146,1834,0.40338,0.56452
182,182,2013,46-65 y.,Rural regions,Earn money,0.52794,106,1834,0.44909,0.62236
183,183,2013,46-65 y.,Rural regions,Both equally,0.47206,109,1834,0.3912,0.55321
184,184,2017,17-29 y.,Urban regions,Earn money,0.36515,383,3283,0.32055,0.42371
185,185,2017,17-29 y.,Urban regions,Other reasons,0.06839,76,3283,0.05406,0.08987
186,186,2017,17-29 y.,Urban regions,Both equally,0.56646,585,3283,0.51717,0.61488
187,187,2017,17-29 y.,Rural regions,Earn money,0.36475,177,3283,0.30868,0.43218
188,188,2017,17-29 y.,Rural regions,Both equally,0.63525,238,3283,0.53391,0.72895
189,189,2017,30-45 y.,Urban regions,Earn money,0.35596,293,3283,0.29832,0.42448
190,190,2017,30-45 y.,Urban regions,Other reasons,0.07647,69,3283,0.06009,0.09577
191,191,2017,30-45 y.,Urban regions,Both equally,0.56757,466,3283,0.50365,0.63552
192,192,2017,30-45 y.,Rural regions,Earn money,0.454,156,3283,0.33303,0.58918
193,193,2017,30-45 y.,Rural regions,Both equally,0.546,166,3283,0.40695,0.69826
194,194,2017,46-65 y.,Urban regions,Earn money,0.38813,165,3283,0.3148,0.46227
195,195,2017,46-65 y.,Urban regions,Other reasons,0.13915,61,3283,0.09424,0.17877
196,196,2017,46-65 y.,Urban regions,Both equally,0.47273,214,3283,0.40463,0.546
197,197,2017,46-65 y.,Rural regions,Earn money,0.43688,100,3283,0.34851,0.56278
198,198,2017,46-65 y.,Rural regions,Both equally,0.56312,134,3283,0.46606,0.65847
