year,migback,pgisced97,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,No migration background,Post-secondary Non-tertiary Level,Earn money,0.33765,42,111,0.24927,0.42603
2000,No migration background,Post-secondary Non-tertiary Level,Both equally,0.54429,69,111,0.45122,0.63736
2000,No migration background,First Stage of Tertiary Education,Earn money,0.31560,43,129,0.23509,0.39612
2000,No migration background,First Stage of Tertiary Education,Both equally,0.57224,86,129,0.48653,0.65796
2000,No migration background,Second Stage of Tertiary Education,Earn money,0.18385,45,242,0.13494,0.23275
2000,No migration background,Second Stage of Tertiary Education,Other reasons,0.15486,36,242,0.10918,0.20053
2000,No migration background,Second Stage of Tertiary Education,Both equally,0.66130,161,242,0.60154,0.72105
2000,Direct migration background,Lower Secondary Level,Earn money,0.54943,70,124,0.46150,0.63736
2000,Direct migration background,Lower Secondary Level,Both equally,0.41370,54,124,0.32666,0.50074
2000,Direct migration background,Upper Secondary Level,Earn money,0.52588,102,194,0.45543,0.59632
2000,Direct migration background,Upper Secondary Level,Both equally,0.41776,92,194,0.34818,0.48734
2000,Direct migration background,Post-secondary Non-tertiary Level,Both equally,0.62684,32,32,0.45659,0.79710
2000,Direct migration background,Second Stage of Tertiary Education,Both equally,0.60162,36,36,0.43942,0.76381
2000,Indirect migration background,Pre-primary Level,Both equally,0.72057,33,33,0.56510,0.87605
2000,Indirect migration background,Lower Secondary Level,Earn money,0.43797,38,81,0.32925,0.54669
2000,Indirect migration background,Lower Secondary Level,Both equally,0.52481,43,81,0.41538,0.63424
2000,Indirect migration background,Upper Secondary Level,Earn money,0.39981,32,87,0.29628,0.50334
2000,Indirect migration background,Upper Secondary Level,Both equally,0.55419,55,87,0.44914,0.65925
2001,No migration background,Pre-primary Level,Earn money,0.40234,119,298,0.34657,0.45811
2001,No migration background,Pre-primary Level,Both equally,0.56821,179,298,0.51188,0.62454
2001,No migration background,Lower Secondary Level,Earn money,0.52345,139,278,0.46463,0.58227
2001,No migration background,Lower Secondary Level,Both equally,0.44430,139,278,0.38579,0.50282
2001,No migration background,Upper Secondary Level,Earn money,0.37135,459,1222,0.34425,0.39845
2001,No migration background,Upper Secondary Level,Other reasons,0.06262,72,1222,0.04903,0.07621
2001,No migration background,Upper Secondary Level,Both equally,0.56603,691,1222,0.53823,0.59383
2001,No migration background,Post-secondary Non-tertiary Level,Both equally,0.54598,78,78,0.43477,0.65719
2001,No migration background,First Stage of Tertiary Education,Earn money,0.32043,37,109,0.23242,0.40844
2001,No migration background,First Stage of Tertiary Education,Both equally,0.63354,72,109,0.54266,0.72441
2001,No migration background,Second Stage of Tertiary Education,Earn money,0.23019,47,184,0.16920,0.29118
2001,No migration background,Second Stage of Tertiary Education,Both equally,0.66725,137,184,0.59898,0.73552
2001,Direct migration background,Lower Secondary Level,Earn money,0.57143,59,103,0.47540,0.66747
2001,Direct migration background,Lower Secondary Level,Both equally,0.42857,44,103,0.33253,0.52460
2001,Direct migration background,Upper Secondary Level,Earn money,0.51795,75,155,0.43903,0.59687
2001,Direct migration background,Upper Secondary Level,Both equally,0.46874,80,155,0.38992,0.54756
2001,Direct migration background,Second Stage of Tertiary Education,Both equally,0.66657,38,38,0.51466,0.81848
2001,Indirect migration background,Pre-primary Level,Both equally,0.65168,39,39,0.50020,0.80317
2001,Indirect migration background,Lower Secondary Level,Earn money,0.43728,33,74,0.32348,0.55107
2001,Indirect migration background,Lower Secondary Level,Both equally,0.52726,41,74,0.41273,0.64179
2001,Indirect migration background,Upper Secondary Level,Both equally,0.64481,52,52,0.51346,0.77616
2003,No migration background,No answer / don't know,Both equally,0.77071,36,36,0.63143,0.90998
2003,No migration background,Pre-primary Level,Earn money,0.37520,129,337,0.32342,0.42697
2003,No migration background,Pre-primary Level,Both equally,0.56971,208,337,0.51677,0.62265
2003,No migration background,Lower Secondary Level,Earn money,0.50521,130,244,0.44235,0.56808
2003,No migration background,Lower Secondary Level,Both equally,0.48403,114,244,0.42120,0.54687
2003,No migration background,Upper Secondary Level,Earn money,0.44611,563,1274,0.41880,0.47342
2003,No migration background,Upper Secondary Level,Other reasons,0.04204,55,1274,0.03102,0.05306
2003,No migration background,Upper Secondary Level,Both equally,0.51185,656,1274,0.48439,0.53931
2003,No migration background,Post-secondary Non-tertiary Level,Earn money,0.27385,31,116,0.19234,0.35535
2003,No migration background,Post-secondary Non-tertiary Level,Both equally,0.65080,85,116,0.56367,0.73793
2003,No migration background,First Stage of Tertiary Education,Earn money,0.43438,49,122,0.34606,0.52270
2003,No migration background,First Stage of Tertiary Education,Both equally,0.52580,73,122,0.43683,0.61477
2003,No migration background,Second Stage of Tertiary Education,Earn money,0.28807,57,206,0.22607,0.35006
2003,No migration background,Second Stage of Tertiary Education,Both equally,0.61115,149,206,0.54442,0.67789
2003,Direct migration background,Lower Secondary Level,Earn money,0.45935,53,98,0.36018,0.55853
2003,Direct migration background,Lower Secondary Level,Both equally,0.52603,45,98,0.42666,0.62539
2003,Direct migration background,Upper Secondary Level,Earn money,0.57770,76,141,0.49588,0.65952
2003,Direct migration background,Upper Secondary Level,Both equally,0.41468,65,141,0.33307,0.49629
2003,Indirect migration background,Upper Secondary Level,Earn money,0.53950,37,89,0.43536,0.64364
2003,Indirect migration background,Upper Secondary Level,Both equally,0.44318,52,89,0.33938,0.54697
2005,No migration background,No answer / don't know,Both equally,0.51631,36,36,0.35075,0.68187
2005,No migration background,Pre-primary Level,Earn money,0.33720,103,273,0.28102,0.39339
2005,No migration background,Pre-primary Level,Both equally,0.59372,170,273,0.53535,0.65209
2005,No migration background,Lower Secondary Level,Earn money,0.51143,107,207,0.44316,0.57969
2005,No migration background,Lower Secondary Level,Both equally,0.46450,100,207,0.39640,0.53261
2005,No migration background,Upper Secondary Level,Earn money,0.43093,451,1061,0.40112,0.46075
2005,No migration background,Upper Secondary Level,Other reasons,0.02512,34,1061,0.01570,0.03454
2005,No migration background,Upper Secondary Level,Both equally,0.54395,576,1061,0.51396,0.57393
2005,No migration background,Post-secondary Non-tertiary Level,Earn money,0.38178,36,97,0.28460,0.47897
2005,No migration background,Post-secondary Non-tertiary Level,Both equally,0.60792,61,97,0.51025,0.70558
2005,No migration background,First Stage of Tertiary Education,Earn money,0.30153,31,84,0.20280,0.40026
2005,No migration background,First Stage of Tertiary Education,Both equally,0.65303,53,84,0.55062,0.75543
2005,No migration background,Second Stage of Tertiary Education,Earn money,0.16736,32,176,0.11205,0.22267
2005,No migration background,Second Stage of Tertiary Education,Both equally,0.72618,144,176,0.66011,0.79224
2005,Direct migration background,Lower Secondary Level,Earn money,0.56798,34,34,0.39897,0.73699
2005,Direct migration background,Upper Secondary Level,Earn money,0.44585,59,113,0.35379,0.53791
2005,Direct migration background,Upper Secondary Level,Both equally,0.54398,54,113,0.45174,0.63622
2005,Indirect migration background,Pre-primary Level,Both equally,0.56912,32,32,0.39479,0.74344
2005,Indirect migration background,Upper Secondary Level,Both equally,0.66695,48,48,0.53221,0.80170
2007,No migration background,No answer / don't know,Earn money,0.41901,36,90,0.31651,0.52152
2007,No migration background,No answer / don't know,Both equally,0.55622,54,90,0.45299,0.65944
2007,No migration background,Pre-primary Level,Earn money,0.40905,79,189,0.33876,0.47933
2007,No migration background,Pre-primary Level,Both equally,0.50442,110,189,0.43295,0.57589
2007,No migration background,Lower Secondary Level,Earn money,0.45153,97,224,0.38621,0.51684
2007,No migration background,Lower Secondary Level,Both equally,0.52802,127,224,0.46249,0.59354
2007,No migration background,Upper Secondary Level,Earn money,0.41396,422,1049,0.38414,0.44378
2007,No migration background,Upper Secondary Level,Other reasons,0.03210,35,1049,0.02143,0.04277
2007,No migration background,Upper Secondary Level,Both equally,0.55395,592,1049,0.52385,0.58404
2007,No migration background,Post-secondary Non-tertiary Level,Earn money,0.37919,33,118,0.29127,0.46711
2007,No migration background,Post-secondary Non-tertiary Level,Both equally,0.58140,85,118,0.49201,0.67079
2007,No migration background,First Stage of Tertiary Education,Both equally,0.58584,49,49,0.44649,0.72519
2007,No migration background,Second Stage of Tertiary Education,Earn money,0.14407,39,184,0.09319,0.19495
2007,No migration background,Second Stage of Tertiary Education,Both equally,0.75615,145,184,0.69393,0.81836
2007,Direct migration background,Lower Secondary Level,Earn money,0.44877,39,74,0.33467,0.56287
2007,Direct migration background,Lower Secondary Level,Both equally,0.52512,35,74,0.41056,0.63967
2007,Direct migration background,Upper Secondary Level,Earn money,0.42786,54,119,0.33859,0.51713
2007,Direct migration background,Upper Secondary Level,Both equally,0.51973,65,119,0.42958,0.60988
2007,Indirect migration background,Upper Secondary Level,Earn money,0.51129,31,68,0.39160,0.63099
2007,Indirect migration background,Upper Secondary Level,Both equally,0.44061,37,68,0.32173,0.55949
2009,No migration background,No answer / don't know,Both equally,0.61463,55,55,0.48482,0.74444
2009,No migration background,Pre-primary Level,Earn money,0.37631,61,166,0.30239,0.45023
2009,No migration background,Pre-primary Level,Both equally,0.59858,105,166,0.52378,0.67337
2009,No migration background,Lower Secondary Level,Earn money,0.54573,86,170,0.47067,0.62080
2009,No migration background,Lower Secondary Level,Both equally,0.42063,84,170,0.34620,0.49505
2009,No migration background,Upper Secondary Level,Earn money,0.46388,387,842,0.43017,0.49758
2009,No migration background,Upper Secondary Level,Other reasons,0.06855,38,842,0.05147,0.08563
2009,No migration background,Upper Secondary Level,Both equally,0.46757,417,842,0.43385,0.50130
2009,No migration background,Post-secondary Non-tertiary Level,Earn money,0.41671,35,89,0.31370,0.51972
2009,No migration background,Post-secondary Non-tertiary Level,Both equally,0.55077,54,89,0.44684,0.65470
2009,No migration background,First Stage of Tertiary Education,Both equally,0.63407,35,35,0.47216,0.79598
2009,No migration background,Second Stage of Tertiary Education,Earn money,0.28704,49,168,0.21843,0.35566
2009,No migration background,Second Stage of Tertiary Education,Both equally,0.63687,119,168,0.56394,0.70981
2009,Direct migration background,Upper Secondary Level,Earn money,0.53003,47,90,0.42634,0.63372
2009,Direct migration background,Upper Secondary Level,Both equally,0.46838,43,90,0.36471,0.57206
2009,Indirect migration background,Upper Secondary Level,Earn money,0.47788,32,32,0.30204,0.65373
2011,No migration background,No answer / don't know,Both equally,0.50356,33,33,0.33032,0.67680
2011,No migration background,Pre-primary Level,Earn money,0.41130,47,125,0.32469,0.49791
2011,No migration background,Pre-primary Level,Both equally,0.54072,78,125,0.45301,0.62844
2011,No migration background,Lower Secondary Level,Earn money,0.47782,54,128,0.39095,0.56470
2011,No migration background,Lower Secondary Level,Both equally,0.50117,74,128,0.41421,0.58813
2011,No migration background,Upper Secondary Level,Earn money,0.42936,289,658,0.39151,0.46721
2011,No migration background,Upper Secondary Level,Both equally,0.52130,369,658,0.48310,0.55949
2011,No migration background,Post-secondary Non-tertiary Level,Both equally,0.56643,41,41,0.41285,0.72000
2011,No migration background,Second Stage of Tertiary Education,Earn money,0.33392,48,141,0.25580,0.41205
2011,No migration background,Second Stage of Tertiary Education,Both equally,0.61546,93,141,0.53487,0.69605
2011,Direct migration background,Upper Secondary Level,Both equally,0.42703,32,32,0.25290,0.60116
2013,No migration background,No answer / don't know,Earn money,0.38465,35,71,0.27068,0.49862
2013,No migration background,No answer / don't know,Both equally,0.44371,36,71,0.32732,0.56009
2013,No migration background,Pre-primary Level,Earn money,0.32750,51,129,0.24620,0.40881
2013,No migration background,Pre-primary Level,Both equally,0.54439,78,129,0.45811,0.63067
2013,No migration background,Lower Secondary Level,Earn money,0.41947,74,169,0.34485,0.49409
2013,No migration background,Lower Secondary Level,Both equally,0.52299,95,169,0.44746,0.59852
2013,No migration background,Upper Secondary Level,Earn money,0.47232,355,805,0.43781,0.50683
2013,No migration background,Upper Secondary Level,Other reasons,0.08347,56,805,0.06435,0.10259
2013,No migration background,Upper Secondary Level,Both equally,0.44421,394,805,0.40986,0.47856
2013,No migration background,Post-secondary Non-tertiary Level,Earn money,0.44299,31,84,0.33613,0.54986
2013,No migration background,Post-secondary Non-tertiary Level,Both equally,0.49670,53,84,0.38913,0.60426
2013,No migration background,First Stage of Tertiary Education,Both equally,0.65694,34,34,0.49496,0.81891
2013,No migration background,Second Stage of Tertiary Education,Earn money,0.28971,49,163,0.21985,0.35956
2013,No migration background,Second Stage of Tertiary Education,Both equally,0.59799,114,163,0.52249,0.67350
2013,Direct migration background,Upper Secondary Level,Earn money,0.25474,35,85,0.16156,0.34792
2013,Direct migration background,Upper Secondary Level,Both equally,0.61956,50,85,0.51574,0.72338
2013,Indirect migration background,Upper Secondary Level,Both equally,0.49006,39,39,0.33112,0.64901
2017,No migration background,No answer / don't know,Earn money,0.26444,44,114,0.18313,0.34576
2017,No migration background,No answer / don't know,Both equally,0.65854,70,114,0.57110,0.74597
2017,No migration background,Pre-primary Level,Earn money,0.31613,70,190,0.24984,0.38242
2017,No migration background,Pre-primary Level,Both equally,0.62355,120,190,0.55448,0.69263
2017,No migration background,Lower Secondary Level,Earn money,0.44102,128,283,0.38307,0.49897
2017,No migration background,Lower Secondary Level,Both equally,0.48610,155,283,0.42776,0.54443
2017,No migration background,Upper Secondary Level,Earn money,0.40973,339,877,0.37717,0.44230
2017,No migration background,Upper Secondary Level,Other reasons,0.10154,88,877,0.08154,0.12154
2017,No migration background,Upper Secondary Level,Both equally,0.48872,450,877,0.45562,0.52183
2017,No migration background,Post-secondary Non-tertiary Level,Earn money,0.28720,47,131,0.20942,0.36498
2017,No migration background,Post-secondary Non-tertiary Level,Both equally,0.59108,84,131,0.50656,0.67559
2017,No migration background,Second Stage of Tertiary Education,Earn money,0.31515,66,262,0.25878,0.37151
2017,No migration background,Second Stage of Tertiary Education,Other reasons,0.12070,37,262,0.08118,0.16023
2017,No migration background,Second Stage of Tertiary Education,Both equally,0.56415,159,262,0.50399,0.62431
2017,Direct migration background,Primary Level,Earn money,0.53719,43,77,0.42509,0.64929
2017,Direct migration background,Primary Level,Both equally,0.39993,34,77,0.28979,0.51007
2017,Direct migration background,Lower Secondary Level,Earn money,0.42776,87,180,0.35528,0.50024
2017,Direct migration background,Lower Secondary Level,Both equally,0.54460,93,180,0.47164,0.61755
2017,Direct migration background,Upper Secondary Level,Earn money,0.39510,118,261,0.33568,0.45452
2017,Direct migration background,Upper Secondary Level,Both equally,0.57844,143,261,0.51842,0.63847
2017,Direct migration background,Post-secondary Non-tertiary Level,Earn money,0.25904,34,101,0.17317,0.34491
2017,Direct migration background,Post-secondary Non-tertiary Level,Both equally,0.66663,67,101,0.57423,0.75903
2017,Direct migration background,Second Stage of Tertiary Education,Earn money,0.30613,68,192,0.24077,0.37149
2017,Direct migration background,Second Stage of Tertiary Education,Both equally,0.63642,124,192,0.56820,0.70464
2017,Indirect migration background,Pre-primary Level,Both equally,0.63687,34,34,0.47279,0.80095
2017,Indirect migration background,Lower Secondary Level,Earn money,0.43847,41,95,0.33816,0.53878
2017,Indirect migration background,Lower Secondary Level,Both equally,0.52384,54,95,0.42288,0.62480
2017,Indirect migration background,Upper Secondary Level,Earn money,0.39739,75,162,0.32180,0.47298
2017,Indirect migration background,Upper Secondary Level,Both equally,0.52361,87,162,0.44646,0.60076
