year,regtyp,sex,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,male,Both equally,0.49409,413,774,0.45884,0.52933
2003,Urban regions,female,Earn money,0.37389,416,1198,0.34648,0.40130
2003,Urban regions,female,Other reasons,0.05178,76,1198,0.03922,0.06433
2003,Urban regions,female,Both equally,0.57433,706,1198,0.54632,0.60234
2003,Rural regions,male,Earn money,0.52154,254,460,0.47584,0.56724
2003,Rural regions,male,Both equally,0.45656,206,460,0.41099,0.50213
2003,Rural regions,female,Earn money,0.43620,260,627,0.39735,0.47505
2003,Rural regions,female,Other reasons,0.04735,32,627,0.03072,0.06399
2003,Rural regions,female,Both equally,0.51644,335,627,0.47730,0.55559
2005,Urban regions,male,Earn money,0.44903,281,635,0.41031,0.48775
2005,Urban regions,male,Both equally,0.52202,354,635,0.48313,0.56090
2005,Urban regions,female,Earn money,0.35917,353,983,0.32917,0.38918
2005,Urban regions,female,Other reasons,0.04286,53,983,0.03019,0.05552
2005,Urban regions,female,Both equally,0.59797,577,983,0.56730,0.62864
2005,Rural regions,male,Earn money,0.49431,206,395,0.44494,0.54368
2005,Rural regions,male,Both equally,0.49582,189,395,0.44645,0.54519
2005,Rural regions,female,Earn money,0.38078,191,511,0.33864,0.42293
2005,Rural regions,female,Both equally,0.57612,320,511,0.53323,0.61901
2007,Urban regions,male,Earn money,0.41181,241,573,0.37148,0.45215
2007,Urban regions,male,Both equally,0.54422,332,573,0.50340,0.58503
2007,Urban regions,female,Earn money,0.36935,375,1049,0.34013,0.39857
2007,Urban regions,female,Other reasons,0.05144,51,1049,0.03807,0.06482
2007,Urban regions,female,Both equally,0.57920,623,1049,0.54931,0.60909
2007,Rural regions,male,Earn money,0.50557,178,352,0.45326,0.55787
2007,Rural regions,male,Both equally,0.47447,174,352,0.42223,0.52671
2007,Rural regions,female,Earn money,0.36750,187,522,0.32610,0.40890
2007,Rural regions,female,Both equally,0.58883,335,522,0.54657,0.63108
2009,Urban regions,male,Earn money,0.43867,229,513,0.39569,0.48165
2009,Urban regions,male,Both equally,0.51311,284,513,0.46981,0.55640
2009,Urban regions,female,Earn money,0.42077,284,772,0.38592,0.45561
2009,Urban regions,female,Other reasons,0.05898,50,772,0.04235,0.07561
2009,Urban regions,female,Both equally,0.52026,438,772,0.48499,0.55552
2009,Rural regions,male,Earn money,0.53087,173,318,0.47594,0.58581
2009,Rural regions,male,Both equally,0.43533,145,318,0.38075,0.48991
2009,Rural regions,female,Earn money,0.44227,192,404,0.39378,0.49076
2009,Rural regions,female,Both equally,0.51540,212,404,0.46660,0.56419
2011,Urban regions,male,Earn money,0.46103,192,411,0.41278,0.50928
2011,Urban regions,male,Both equally,0.48706,219,411,0.43868,0.53544
2011,Urban regions,female,Earn money,0.40910,218,647,0.37119,0.44702
2011,Urban regions,female,Other reasons,0.06422,41,647,0.04531,0.08312
2011,Urban regions,female,Both equally,0.52668,388,647,0.48818,0.56519
2011,Rural regions,male,Earn money,0.48117,102,216,0.41438,0.54796
2011,Rural regions,male,Both equally,0.51023,114,216,0.44341,0.57705
2011,Rural regions,female,Earn money,0.33534,111,298,0.28165,0.38903
2011,Rural regions,female,Both equally,0.60354,187,298,0.54791,0.65918
2013,Urban regions,male,Earn money,0.43643,209,484,0.39220,0.48066
2013,Urban regions,male,Other reasons,0.06770,36,484,0.04529,0.09010
2013,Urban regions,male,Both equally,0.49588,239,484,0.45129,0.54047
2013,Urban regions,female,Earn money,0.36976,281,793,0.33614,0.40338
2013,Urban regions,female,Other reasons,0.12322,77,793,0.10033,0.14611
2013,Urban regions,female,Both equally,0.50702,435,793,0.47220,0.54184
2013,Rural regions,male,Earn money,0.43375,130,288,0.37641,0.49109
2013,Rural regions,male,Both equally,0.52259,158,288,0.46480,0.58038
2013,Rural regions,female,Earn money,0.42444,167,367,0.37381,0.47508
2013,Rural regions,female,Both equally,0.46729,200,367,0.41618,0.51841
2017,Urban regions,male,Earn money,0.37868,344,862,0.34628,0.41108
2017,Urban regions,male,Other reasons,0.07618,64,862,0.05846,0.09390
2017,Urban regions,male,Both equally,0.54514,454,862,0.51188,0.57840
2017,Urban regions,female,Earn money,0.35600,506,1489,0.33167,0.38033
2017,Urban regions,female,Other reasons,0.10146,149,1489,0.08612,0.11680
2017,Urban regions,female,Both equally,0.54254,834,1489,0.51723,0.56785
2017,Rural regions,male,Earn money,0.38409,167,396,0.33612,0.43206
2017,Rural regions,male,Other reasons,0.06182,34,396,0.03807,0.08558
2017,Rural regions,male,Both equally,0.55409,195,396,0.50507,0.60311
2017,Rural regions,female,Earn money,0.38923,269,662,0.35206,0.42640
2017,Rural regions,female,Other reasons,0.05483,46,662,0.03747,0.07218
2017,Rural regions,female,Both equally,0.55594,347,662,0.51806,0.59382
