year,migback,sampreg,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,No migration background,West,Earn money,0.42554,425,1062,0.39579,0.45529
2009,No migration background,West,Other reasons,0.06861,71,1062,0.05340,0.08382
2009,No migration background,West,Both equally,0.50585,566,1062,0.47577,0.53594
2009,No migration background,East,Earn money,0.45657,254,565,0.41546,0.49767
2009,No migration background,East,Both equally,0.51017,311,565,0.46891,0.55142
2009,Direct migration background,West,Earn money,0.51740,108,210,0.44965,0.58514
2009,Direct migration background,West,Both equally,0.46234,102,210,0.39474,0.52993
2009,Indirect migration background,West,Earn money,0.41328,74,168,0.33860,0.48797
2009,Indirect migration background,West,Both equally,0.55782,94,168,0.48249,0.63314
2011,No migration background,West,Earn money,0.38161,314,871,0.34933,0.41389
2011,No migration background,West,Other reasons,0.05441,46,871,0.03934,0.06948
2011,No migration background,West,Both equally,0.56398,511,871,0.53102,0.59693
2011,No migration background,East,Earn money,0.53844,191,404,0.48977,0.58711
2011,No migration background,East,Both equally,0.44222,213,404,0.39373,0.49071
2011,Direct migration background,West,Earn money,0.44097,65,156,0.36280,0.51913
2011,Direct migration background,West,Both equally,0.50305,91,156,0.42434,0.58176
2011,Indirect migration background,West,Earn money,0.41274,46,128,0.32712,0.49837
2011,Indirect migration background,West,Both equally,0.48018,82,128,0.39328,0.56707
2013,No migration background,West,Earn money,0.38473,413,1129,0.35634,0.41312
2013,No migration background,West,Other reasons,0.10862,104,1129,0.09046,0.12678
2013,No migration background,West,Both equally,0.50665,612,1129,0.47747,0.53582
2013,No migration background,East,Earn money,0.54417,209,415,0.49619,0.59214
2013,No migration background,East,Both equally,0.42058,206,415,0.37303,0.46814
2013,Direct migration background,West,Earn money,0.35679,101,222,0.29363,0.41995
2013,Direct migration background,West,Both equally,0.59082,121,222,0.52600,0.65565
2013,Indirect migration background,West,Earn money,0.36168,56,145,0.28320,0.44016
2013,Indirect migration background,West,Both equally,0.57950,89,145,0.49887,0.66013
2017,No migration background,West,Earn money,0.36284,523,1475,0.33829,0.38738
2017,No migration background,West,Other reasons,0.11211,174,1475,0.09601,0.12822
2017,No migration background,West,Both equally,0.52505,778,1475,0.49955,0.55054
2017,No migration background,East,Earn money,0.37844,212,551,0.33790,0.41897
2017,No migration background,East,Other reasons,0.04564,31,551,0.02820,0.06308
2017,No migration background,East,Both equally,0.57592,308,551,0.53462,0.61722
2017,Direct migration background,West,Earn money,0.36788,336,853,0.33550,0.40026
2017,Direct migration background,West,Other reasons,0.04972,57,853,0.03512,0.06431
2017,Direct migration background,West,Both equally,0.58240,460,853,0.54928,0.61551
2017,Direct migration background,East,Earn money,0.50344,38,83,0.39522,0.61166
2017,Direct migration background,East,Both equally,0.42741,45,83,0.32033,0.53449
2017,Indirect migration background,West,Earn money,0.36268,159,378,0.31415,0.41121
2017,Indirect migration background,West,Both equally,0.57140,219,378,0.52144,0.62135
