year,regtyp,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Urban regions,Both equally,0.50200,674,1277,0.47456,0.52943
2013,Rural regions,Earn money,0.42932,297,697,0.39255,0.46610
2013,Rural regions,Other reasons,0.07441,42,697,0.05491,0.09390
2013,Rural regions,Both equally,0.49627,358,697,0.45913,0.53342
2017,Urban regions,Earn money,0.36601,850,2351,0.34653,0.38549
2017,Urban regions,Other reasons,0.09030,213,2351,0.07871,0.10189
2017,Urban regions,Both equally,0.54369,1288,2351,0.52355,0.56382
2017,Rural regions,Earn money,0.38682,436,1058,0.35746,0.41618
2017,Rural regions,Other reasons,0.05811,80,1058,0.04400,0.07221
2017,Rural regions,Both equally,0.55507,542,1058,0.52511,0.58503
