year,pgisced97,regtyp,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Pre-primary Level,Rural regions,Both equally,0.61315,49,49,0.47537,0.75093
1999,Lower Secondary Level,Urban regions,Earn money,0.49789,114,232,0.43341,0.56237
1999,Lower Secondary Level,Urban regions,Both equally,0.47918,118,232,0.41476,0.54361
1999,Lower Secondary Level,Rural regions,Earn money,0.44611,61,107,0.35148,0.54075
1999,Lower Secondary Level,Rural regions,Both equally,0.45171,46,107,0.35697,0.54645
1999,Upper Secondary Level,Urban regions,Earn money,0.34107,186,524,0.30044,0.38169
1999,Upper Secondary Level,Urban regions,Other reasons,0.07103,31,524,0.04901,0.09305
1999,Upper Secondary Level,Urban regions,Both equally,0.58790,307,524,0.54572,0.63009
1999,Upper Secondary Level,Rural regions,Earn money,0.37480,157,392,0.32682,0.42278
1999,Upper Secondary Level,Rural regions,Both equally,0.59481,235,392,0.54615,0.64347
1999,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.69069,44,44,0.55254,0.82884
1999,Second Stage of Tertiary Education,Urban regions,Both equally,0.72106,61,61,0.60758,0.83454
1999,Second Stage of Tertiary Education,Rural regions,Both equally,0.68042,40,40,0.53407,0.82677
2000,Pre-primary Level,Urban regions,Earn money,0.32491,78,224,0.26344,0.38638
2000,Pre-primary Level,Urban regions,Both equally,0.63458,146,224,0.57138,0.69779
2000,Pre-primary Level,Rural regions,Earn money,0.44894,55,120,0.35957,0.53831
2000,Pre-primary Level,Rural regions,Both equally,0.51334,65,120,0.42354,0.60315
2000,Lower Secondary Level,Urban regions,Earn money,0.46064,188,378,0.41033,0.51096
2000,Lower Secondary Level,Urban regions,Both equally,0.51197,190,378,0.46151,0.56242
2000,Lower Secondary Level,Rural regions,Earn money,0.51792,71,141,0.43515,0.60070
2000,Lower Secondary Level,Rural regions,Both equally,0.42757,70,141,0.34562,0.50952
2000,Upper Secondary Level,Urban regions,Earn money,0.36399,361,991,0.33402,0.39396
2000,Upper Secondary Level,Urban regions,Other reasons,0.09431,90,991,0.07610,0.11251
2000,Upper Secondary Level,Urban regions,Both equally,0.54170,540,991,0.51066,0.57274
2000,Upper Secondary Level,Rural regions,Earn money,0.44257,331,699,0.40572,0.47942
2000,Upper Secondary Level,Rural regions,Both equally,0.51773,368,699,0.48066,0.55480
2000,Post-secondary Non-tertiary Level,Urban regions,Earn money,0.34252,49,133,0.26156,0.42347
2000,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.58801,84,133,0.50404,0.67197
2000,First Stage of Tertiary Education,Urban regions,Earn money,0.34353,40,102,0.25091,0.43614
2000,First Stage of Tertiary Education,Urban regions,Both equally,0.55448,62,102,0.45755,0.65142
2000,First Stage of Tertiary Education,Rural regions,Both equally,0.51472,38,38,0.35368,0.67576
2000,Second Stage of Tertiary Education,Urban regions,Earn money,0.18835,42,217,0.13620,0.24049
2000,Second Stage of Tertiary Education,Urban regions,Other reasons,0.16261,35,217,0.11340,0.21182
2000,Second Stage of Tertiary Education,Urban regions,Both equally,0.64905,140,217,0.58540,0.71269
2000,Second Stage of Tertiary Education,Rural regions,Both equally,0.63956,58,58,0.51491,0.76420
2001,Pre-primary Level,Urban regions,Earn money,0.39907,90,243,0.33737,0.46076
2001,Pre-primary Level,Urban regions,Both equally,0.57680,153,243,0.51455,0.63905
2001,Pre-primary Level,Rural regions,Earn money,0.40287,56,139,0.32104,0.48471
2001,Pre-primary Level,Rural regions,Both equally,0.56066,83,139,0.47785,0.64347
2001,Lower Secondary Level,Urban regions,Earn money,0.51261,156,320,0.45776,0.56746
2001,Lower Secondary Level,Urban regions,Both equally,0.45605,164,320,0.40139,0.51071
2001,Lower Secondary Level,Rural regions,Earn money,0.54991,75,135,0.46567,0.63414
2001,Lower Secondary Level,Rural regions,Both equally,0.43946,60,135,0.35542,0.52349
2001,Upper Secondary Level,Urban regions,Earn money,0.37786,297,835,0.34495,0.41077
2001,Upper Secondary Level,Urban regions,Other reasons,0.06098,52,835,0.04474,0.07722
2001,Upper Secondary Level,Urban regions,Both equally,0.56116,486,835,0.52748,0.59484
2001,Upper Secondary Level,Rural regions,Earn money,0.39650,264,601,0.35736,0.43564
2001,Upper Secondary Level,Rural regions,Both equally,0.55285,337,601,0.51307,0.59264
2001,Post-secondary Non-tertiary Level,Urban regions,Earn money,0.30499,39,118,0.22156,0.38841
2001,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.56976,79,118,0.48005,0.65948
2001,First Stage of Tertiary Education,Urban regions,Both equally,0.64416,53,53,0.51403,0.77429
2001,First Stage of Tertiary Education,Rural regions,Both equally,0.62045,34,34,0.45487,0.78602
2001,Second Stage of Tertiary Education,Urban regions,Earn money,0.19854,42,172,0.13875,0.25833
2001,Second Stage of Tertiary Education,Urban regions,Both equally,0.69776,130,172,0.62893,0.76659
2001,Second Stage of Tertiary Education,Rural regions,Both equally,0.60622,53,53,0.47342,0.73902
2003,No answer / don't know,Urban regions,Both equally,0.66651,31,31,0.49780,0.83522
2003,Pre-primary Level,Urban regions,Earn money,0.36019,104,288,0.30465,0.41573
2003,Pre-primary Level,Urban regions,Both equally,0.58773,184,288,0.53078,0.64468
2003,Pre-primary Level,Rural regions,Earn money,0.39282,54,128,0.30789,0.47776
2003,Pre-primary Level,Rural regions,Both equally,0.53567,74,128,0.44893,0.62241
2003,Lower Secondary Level,Urban regions,Earn money,0.43868,131,270,0.37938,0.49798
2003,Lower Secondary Level,Urban regions,Both equally,0.54537,139,270,0.48587,0.60488
2003,Lower Secondary Level,Rural regions,Earn money,0.63657,80,126,0.55225,0.72089
2003,Lower Secondary Level,Rural regions,Both equally,0.35953,46,126,0.27541,0.44366
2003,Upper Secondary Level,Urban regions,Earn money,0.45733,379,901,0.42478,0.48988
2003,Upper Secondary Level,Urban regions,Other reasons,0.03553,35,901,0.02343,0.04762
2003,Upper Secondary Level,Urban regions,Both equally,0.50714,487,901,0.47448,0.53981
2003,Upper Secondary Level,Rural regions,Earn money,0.48117,297,583,0.44058,0.52177
2003,Upper Secondary Level,Rural regions,Both equally,0.48031,286,583,0.43972,0.52090
2003,Post-secondary Non-tertiary Level,Urban regions,Earn money,0.35571,39,120,0.26970,0.44173
2003,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.57357,81,120,0.48471,0.66243
2003,First Stage of Tertiary Education,Urban regions,Earn money,0.40653,32,88,0.30331,0.50974
2003,First Stage of Tertiary Education,Urban regions,Both equally,0.55009,56,88,0.44555,0.65463
2003,First Stage of Tertiary Education,Rural regions,Both equally,0.58341,34,34,0.41520,0.75162
2003,Second Stage of Tertiary Education,Urban regions,Earn money,0.29875,49,181,0.23188,0.36561
2003,Second Stage of Tertiary Education,Urban regions,Both equally,0.60865,132,181,0.53735,0.67995
2003,Second Stage of Tertiary Education,Rural regions,Both equally,0.58217,52,52,0.44681,0.71754
2005,No answer / don't know,Urban regions,Both equally,0.61512,45,45,0.47135,0.75889
2005,Pre-primary Level,Urban regions,Earn money,0.36127,92,239,0.30024,0.42230
2005,Pre-primary Level,Urban regions,Both equally,0.56964,147,239,0.50674,0.63255
2005,Pre-primary Level,Rural regions,Earn money,0.28611,38,115,0.20315,0.36907
2005,Pre-primary Level,Rural regions,Both equally,0.66567,77,115,0.57907,0.75227
2005,Lower Secondary Level,Urban regions,Earn money,0.52245,117,221,0.45645,0.58846
2005,Lower Secondary Level,Urban regions,Both equally,0.46735,104,221,0.40142,0.53328
2005,Lower Secondary Level,Rural regions,Earn money,0.53147,48,92,0.42894,0.63400
2005,Lower Secondary Level,Rural regions,Both equally,0.43103,44,92,0.32928,0.53277
2005,Upper Secondary Level,Urban regions,Earn money,0.40079,278,680,0.36392,0.43765
2005,Upper Secondary Level,Urban regions,Both equally,0.57433,402,680,0.53714,0.61152
2005,Upper Secondary Level,Rural regions,Earn money,0.45824,254,530,0.41578,0.50070
2005,Upper Secondary Level,Rural regions,Both equally,0.51863,276,530,0.47605,0.56121
2005,Post-secondary Non-tertiary Level,Urban regions,Earn money,0.40675,38,97,0.30849,0.50502
2005,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.58373,59,97,0.48512,0.68234
2005,First Stage of Tertiary Education,Urban regions,Both equally,0.55059,37,37,0.38810,0.71309
2005,Second Stage of Tertiary Education,Urban regions,Earn money,0.24223,38,163,0.17625,0.30820
2005,Second Stage of Tertiary Education,Urban regions,Both equally,0.67633,125,163,0.60429,0.74838
2005,Second Stage of Tertiary Education,Rural regions,Both equally,0.72719,47,47,0.59847,0.85591
2007,No answer / don't know,Urban regions,Earn money,0.37955,39,94,0.28092,0.47818
2007,No answer / don't know,Urban regions,Both equally,0.56068,55,94,0.45981,0.66155
2007,Pre-primary Level,Urban regions,Earn money,0.38629,67,158,0.31013,0.46246
2007,Pre-primary Level,Urban regions,Both equally,0.53555,91,158,0.45753,0.61356
2007,Pre-primary Level,Rural regions,Both equally,0.63818,51,51,0.50498,0.77137
2007,Lower Secondary Level,Urban regions,Earn money,0.42121,103,234,0.35781,0.48461
2007,Lower Secondary Level,Urban regions,Both equally,0.54073,131,234,0.47674,0.60472
2007,Lower Secondary Level,Rural regions,Earn money,0.47643,55,114,0.38435,0.56852
2007,Lower Secondary Level,Rural regions,Both equally,0.50049,59,114,0.40830,0.59268
2007,Upper Secondary Level,Urban regions,Earn money,0.41653,288,702,0.38004,0.45303
2007,Upper Secondary Level,Urban regions,Both equally,0.53954,414,702,0.50264,0.57643
2007,Upper Secondary Level,Rural regions,Earn money,0.43514,219,499,0.39160,0.47869
2007,Upper Secondary Level,Rural regions,Both equally,0.54077,280,499,0.49700,0.58454
2007,Post-secondary Non-tertiary Level,Urban regions,Earn money,0.34279,32,120,0.25751,0.42807
2007,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.60935,88,120,0.52169,0.69701
2007,First Stage of Tertiary Education,Urban regions,Both equally,0.65044,40,40,0.50079,0.80010
2007,Second Stage of Tertiary Education,Urban regions,Earn money,0.21838,51,176,0.15716,0.27959
2007,Second Stage of Tertiary Education,Urban regions,Both equally,0.71302,125,176,0.64600,0.78004
2007,Second Stage of Tertiary Education,Rural regions,Both equally,0.64060,46,46,0.50040,0.78079
2009,No answer / don't know,Urban regions,Both equally,0.58832,48,48,0.44762,0.72902
2009,Pre-primary Level,Urban regions,Earn money,0.38059,49,144,0.30101,0.46017
2009,Pre-primary Level,Urban regions,Both equally,0.59381,95,144,0.51331,0.67431
2009,Pre-primary Level,Rural regions,Both equally,0.59617,38,38,0.43807,0.75427
2009,Lower Secondary Level,Urban regions,Earn money,0.48104,79,176,0.40701,0.55507
2009,Lower Secondary Level,Urban regions,Both equally,0.47424,97,176,0.40026,0.54822
2009,Lower Secondary Level,Rural regions,Earn money,0.57998,48,80,0.47114,0.68882
2009,Lower Secondary Level,Rural regions,Both equally,0.39936,32,80,0.29136,0.50736
2009,Upper Secondary Level,Urban regions,Earn money,0.46090,248,543,0.41893,0.50287
2009,Upper Secondary Level,Urban regions,Both equally,0.48110,295,543,0.43904,0.52317
2009,Upper Secondary Level,Rural regions,Earn money,0.49426,218,408,0.44569,0.54284
2009,Upper Secondary Level,Rural regions,Both equally,0.45197,190,408,0.40362,0.50032
2009,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.60539,51,51,0.46991,0.74087
2009,Second Stage of Tertiary Education,Urban regions,Earn money,0.35189,55,156,0.27671,0.42707
2009,Second Stage of Tertiary Education,Urban regions,Both equally,0.56640,101,156,0.48838,0.64442
2009,Second Stage of Tertiary Education,Rural regions,Both equally,0.56272,31,31,0.38521,0.74022
2011,No answer / don't know,Urban regions,Both equally,0.42420,36,36,0.26047,0.58794
2011,Pre-primary Level,Urban regions,Earn money,0.39645,34,109,0.30420,0.48871
2011,Pre-primary Level,Urban regions,Both equally,0.55555,75,109,0.46183,0.64926
2011,Lower Secondary Level,Urban regions,Earn money,0.41990,55,134,0.33602,0.50378
2011,Lower Secondary Level,Urban regions,Both equally,0.51644,79,134,0.43151,0.60137
2011,Upper Secondary Level,Urban regions,Earn money,0.45024,207,466,0.40502,0.49546
2011,Upper Secondary Level,Urban regions,Both equally,0.48747,259,466,0.44204,0.53291
2011,Upper Secondary Level,Rural regions,Earn money,0.43318,132,302,0.37720,0.48916
2011,Upper Secondary Level,Rural regions,Both equally,0.54900,170,302,0.49279,0.60522
2011,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.54535,37,37,0.38269,0.70801
2011,Second Stage of Tertiary Education,Urban regions,Earn money,0.32978,45,133,0.24958,0.40999
2011,Second Stage of Tertiary Education,Urban regions,Both equally,0.60243,88,133,0.51894,0.68591
2011,Second Stage of Tertiary Education,Rural regions,Both equally,0.67925,31,31,0.51222,0.84628
2013,No answer / don't know,Urban regions,Both equally,0.40120,31,31,0.22581,0.57660
2013,Pre-primary Level,Urban regions,Earn money,0.33190,44,116,0.24584,0.41797
2013,Pre-primary Level,Urban regions,Both equally,0.53425,72,116,0.44308,0.62542
2013,Pre-primary Level,Rural regions,Both equally,0.64686,35,35,0.48621,0.80752
2013,Lower Secondary Level,Urban regions,Earn money,0.43399,82,166,0.35836,0.50961
2013,Lower Secondary Level,Urban regions,Both equally,0.51419,84,166,0.43793,0.59045
2013,Lower Secondary Level,Rural regions,Earn money,0.44677,37,83,0.33916,0.55438
2013,Lower Secondary Level,Rural regions,Both equally,0.51679,46,83,0.40863,0.62496
2013,Upper Secondary Level,Urban regions,Earn money,0.42279,228,561,0.38188,0.46371
2013,Upper Secondary Level,Urban regions,Other reasons,0.09327,41,561,0.06918,0.11735
2013,Upper Secondary Level,Urban regions,Both equally,0.48394,292,561,0.44255,0.52533
2013,Upper Secondary Level,Rural regions,Earn money,0.49248,186,377,0.44195,0.54302
2013,Upper Secondary Level,Rural regions,Both equally,0.43338,191,377,0.38329,0.48347
2013,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.49517,46,46,0.34908,0.64125
2013,Second Stage of Tertiary Education,Urban regions,Earn money,0.30220,52,169,0.23276,0.37165
2013,Second Stage of Tertiary Education,Urban regions,Both equally,0.58434,117,169,0.50982,0.65887
2017,No answer / don't know,Urban regions,Earn money,0.22867,41,135,0.15756,0.29978
2017,No answer / don't know,Urban regions,Both equally,0.67512,94,135,0.59583,0.75442
2017,No answer / don't know,Rural regions,Earn money,0.35919,32,32,0.19030,0.52808
2017,Pre-primary Level,Urban regions,Earn money,0.33444,73,191,0.26735,0.40152
2017,Pre-primary Level,Urban regions,Both equally,0.59819,118,191,0.52848,0.66791
2017,Pre-primary Level,Rural regions,Both equally,0.75425,56,56,0.64046,0.86803
2017,Primary Level,Urban regions,Earn money,0.37111,53,104,0.27782,0.46441
2017,Primary Level,Urban regions,Both equally,0.55940,51,104,0.46353,0.65528
2017,Lower Secondary Level,Urban regions,Earn money,0.43253,163,381,0.38272,0.48234
2017,Lower Secondary Level,Urban regions,Both equally,0.51758,218,381,0.46733,0.56782
2017,Lower Secondary Level,Rural regions,Earn money,0.44838,93,177,0.37491,0.52186
2017,Lower Secondary Level,Rural regions,Both equally,0.48534,84,177,0.41151,0.55918
2017,Upper Secondary Level,Urban regions,Earn money,0.42239,345,858,0.38932,0.45546
2017,Upper Secondary Level,Urban regions,Other reasons,0.10006,82,858,0.07997,0.12015
2017,Upper Secondary Level,Urban regions,Both equally,0.47755,431,858,0.44411,0.51100
2017,Upper Secondary Level,Rural regions,Earn money,0.36876,187,471,0.32514,0.41238
2017,Upper Secondary Level,Rural regions,Other reasons,0.05468,35,471,0.03413,0.07524
2017,Upper Secondary Level,Rural regions,Both equally,0.57656,249,471,0.53189,0.62123
2017,Post-secondary Non-tertiary Level,Urban regions,Earn money,0.25646,58,178,0.19213,0.32080
2017,Post-secondary Non-tertiary Level,Urban regions,Both equally,0.63620,120,178,0.56533,0.70708
2017,Post-secondary Non-tertiary Level,Rural regions,Both equally,0.55741,42,42,0.40537,0.70945
2017,Second Stage of Tertiary Education,Urban regions,Earn money,0.29926,100,383,0.25334,0.34518
2017,Second Stage of Tertiary Education,Urban regions,Other reasons,0.10239,41,383,0.07199,0.13279
2017,Second Stage of Tertiary Education,Urban regions,Both equally,0.59835,242,383,0.54919,0.64752
2017,Second Stage of Tertiary Education,Rural regions,Earn money,0.44695,44,104,0.35093,0.54297
2017,Second Stage of Tertiary Education,Rural regions,Both equally,0.48600,60,104,0.38947,0.58252
