year,pgisced97,sex,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Post-secondary Non-tertiary Level,male,No,0.89167,155,155,0.84258,0.94076
1985,Post-secondary Non-tertiary Level,female,No,0.92968,99,99,0.87906,0.98030
1985,First Stage of Tertiary Education,male,Yes,0.18417,63,360,0.14407,0.22426
1985,First Stage of Tertiary Education,male,No,0.81583,297,360,0.77574,0.85593
1985,First Stage of Tertiary Education,female,No,0.86848,232,232,0.82490,0.91206
1985,Second Stage of Tertiary Education,male,Yes,0.11514,50,507,0.08733,0.14295
1985,Second Stage of Tertiary Education,male,No,0.88486,457,507,0.85705,0.91267
1985,Second Stage of Tertiary Education,female,No,0.91357,227,227,0.87694,0.95021
1987,No answer / don't know,male,No,0.92336,57,57,0.85368,0.99303
1987,No answer / don't know,female,No,0.86754,58,58,0.77954,0.95555
1987,Pre-primary Level,male,No,0.98525,98,98,0.96125,1.00924
1987,Pre-primary Level,female,No,0.98535,87,87,0.95995,1.01074
1987,Primary Level,male,Yes,0.17994,35,305,0.13675,0.22312
1987,Primary Level,male,No,0.82006,270,305,0.77688,0.86325
1987,Primary Level,female,No,0.88477,409,409,0.85379,0.91575
1987,Lower Secondary Level,male,Yes,0.14374,94,994,0.12192,0.16556
1987,Lower Secondary Level,male,No,0.85626,900,994,0.83444,0.87808
1987,Lower Secondary Level,female,Yes,0.10165,140,1820,0.08776,0.11554
1987,Lower Secondary Level,female,No,0.89835,1680,1820,0.88446,0.91224
1987,Upper Secondary Level,male,Yes,0.14595,326,2711,0.13266,0.15924
1987,Upper Secondary Level,male,No,0.85405,2385,2711,0.84076,0.86734
1987,Upper Secondary Level,female,Yes,0.10200,182,2228,0.08943,0.11457
1987,Upper Secondary Level,female,No,0.89800,2046,2228,0.88543,0.91057
1987,Post-secondary Non-tertiary Level,male,No,0.89740,144,144,0.84767,0.94714
1987,Post-secondary Non-tertiary Level,female,No,0.93770,109,109,0.89211,0.98328
1987,First Stage of Tertiary Education,male,Yes,0.19959,61,319,0.15566,0.24352
1987,First Stage of Tertiary Education,male,No,0.80041,258,319,0.75648,0.84434
1987,First Stage of Tertiary Education,female,No,0.89312,225,225,0.85266,0.93358
1987,Second Stage of Tertiary Education,male,Yes,0.11204,48,494,0.08420,0.13989
1987,Second Stage of Tertiary Education,male,No,0.88796,446,494,0.86011,0.91580
1987,Second Stage of Tertiary Education,female,No,0.94258,235,235,0.91277,0.97238
1988,No answer / don't know,male,No,0.91789,66,66,0.85116,0.98463
1988,No answer / don't know,female,No,0.87609,68,68,0.79720,0.95499
1988,Pre-primary Level,female,No,0.97522,72,72,0.93907,1.01138
1988,Primary Level,male,Yes,0.20616,38,273,0.15808,0.25423
1988,Primary Level,male,No,0.79384,235,273,0.74577,0.84192
1988,Primary Level,female,Yes,0.11020,31,415,0.08003,0.14036
1988,Primary Level,female,No,0.88980,384,415,0.85964,0.91997
1988,Lower Secondary Level,male,Yes,0.16036,99,971,0.13726,0.18345
1988,Lower Secondary Level,male,No,0.83964,872,971,0.81655,0.86274
1988,Lower Secondary Level,female,Yes,0.12150,158,1735,0.10612,0.13687
1988,Lower Secondary Level,female,No,0.87850,1577,1735,0.86313,0.89388
1988,Upper Secondary Level,male,Yes,0.16425,361,2576,0.14993,0.17856
1988,Upper Secondary Level,male,No,0.83575,2215,2576,0.82144,0.85007
1988,Upper Secondary Level,female,Yes,0.11026,184,2142,0.09699,0.12352
1988,Upper Secondary Level,female,No,0.88974,1958,2142,0.87648,0.90301
1988,Post-secondary Non-tertiary Level,male,No,0.82802,132,132,0.76340,0.89264
1988,Post-secondary Non-tertiary Level,female,No,0.91801,108,108,0.86603,0.96999
1988,First Stage of Tertiary Education,male,Yes,0.19180,56,311,0.14797,0.23563
1988,First Stage of Tertiary Education,male,No,0.80820,255,311,0.76437,0.85203
1988,First Stage of Tertiary Education,female,No,0.90001,209,209,0.85924,0.94078
1988,Second Stage of Tertiary Education,male,Yes,0.09675,40,471,0.07002,0.12348
1988,Second Stage of Tertiary Education,male,No,0.90325,431,471,0.87652,0.92998
1988,Second Stage of Tertiary Education,female,No,0.91344,211,211,0.87541,0.95147
1989,No answer / don't know,male,No,0.88885,65,65,0.81185,0.96586
1989,No answer / don't know,female,No,0.89218,67,67,0.81735,0.96701
1989,Pre-primary Level,male,No,0.98739,89,89,0.96407,1.01070
1989,Pre-primary Level,female,No,0.96373,83,83,0.92327,1.00420
1989,Primary Level,male,Yes,0.18601,35,256,0.13825,0.23377
1989,Primary Level,male,No,0.81399,221,256,0.76623,0.86175
1989,Primary Level,female,Yes,0.15460,36,392,0.11876,0.19043
1989,Primary Level,female,No,0.84540,356,392,0.80957,0.88124
1989,Lower Secondary Level,male,Yes,0.16933,94,905,0.14488,0.19378
1989,Lower Secondary Level,male,No,0.83067,811,905,0.80622,0.85512
1989,Lower Secondary Level,female,Yes,0.12679,153,1651,0.11074,0.14285
1989,Lower Secondary Level,female,No,0.87321,1498,1651,0.85715,0.88926
1989,Upper Secondary Level,male,Yes,0.16992,351,2509,0.15522,0.18462
1989,Upper Secondary Level,male,No,0.83008,2158,2509,0.81538,0.84478
1989,Upper Secondary Level,female,Yes,0.11524,185,2087,0.10154,0.12895
1989,Upper Secondary Level,female,No,0.88476,1902,2087,0.87105,0.89846
1989,Post-secondary Non-tertiary Level,male,No,0.86962,140,140,0.81364,0.92560
1989,Post-secondary Non-tertiary Level,female,No,0.93956,125,125,0.89761,0.98150
1989,First Stage of Tertiary Education,male,Yes,0.20732,55,294,0.16090,0.25373
1989,First Stage of Tertiary Education,male,No,0.79268,239,294,0.74627,0.83910
1989,First Stage of Tertiary Education,female,No,0.92691,207,207,0.89137,0.96246
1989,Second Stage of Tertiary Education,male,Yes,0.10313,44,469,0.07558,0.13068
1989,Second Stage of Tertiary Education,male,No,0.89687,425,469,0.86932,0.92442
1989,Second Stage of Tertiary Education,female,No,0.89977,209,209,0.85896,0.94058
1991,No answer / don't know,male,No,0.93907,68,68,0.88180,0.99635
1991,No answer / don't know,female,No,0.90735,87,87,0.84607,0.96863
1991,Pre-primary Level,male,No,0.96701,81,81,0.92786,1.00615
1991,Pre-primary Level,female,No,0.96258,65,65,0.91609,1.00908
1991,Primary Level,male,Yes,0.21809,41,247,0.16649,0.26969
1991,Primary Level,male,No,0.78191,206,247,0.73031,0.83351
1991,Primary Level,female,Yes,0.14636,34,371,0.11035,0.18238
1991,Primary Level,female,No,0.85364,337,371,0.81762,0.88965
1991,Lower Secondary Level,male,Yes,0.17238,97,853,0.14701,0.19774
1991,Lower Secondary Level,male,No,0.82762,756,853,0.80226,0.85299
1991,Lower Secondary Level,female,Yes,0.13637,150,1526,0.11915,0.15360
1991,Lower Secondary Level,female,No,0.86363,1376,1526,0.84640,0.88085
1991,Upper Secondary Level,male,Yes,0.18469,360,2408,0.16919,0.20019
1991,Upper Secondary Level,male,No,0.81531,2048,2408,0.79981,0.83081
1991,Upper Secondary Level,female,Yes,0.11181,187,2098,0.09832,0.12530
1991,Upper Secondary Level,female,No,0.88819,1911,2098,0.87470,0.90168
1991,Post-secondary Non-tertiary Level,male,No,0.85991,151,151,0.80436,0.91545
1991,Post-secondary Non-tertiary Level,female,No,0.91627,122,122,0.86692,0.96563
1991,First Stage of Tertiary Education,male,Yes,0.19833,51,290,0.15236,0.24431
1991,First Stage of Tertiary Education,male,No,0.80167,239,290,0.75569,0.84764
1991,First Stage of Tertiary Education,female,No,0.92711,215,215,0.89228,0.96194
1991,Second Stage of Tertiary Education,male,Yes,0.09355,43,480,0.06747,0.11963
1991,Second Stage of Tertiary Education,male,No,0.90645,437,480,0.88037,0.93253
1991,Second Stage of Tertiary Education,female,No,0.90380,219,219,0.86466,0.94295
1992,No answer / don't know,male,No,0.95093,86,86,0.90500,0.99685
1992,No answer / don't know,female,No,0.93317,95,95,0.88268,0.98365
1992,Pre-primary Level,male,No,0.99424,92,92,0.97870,1.00979
1992,Primary Level,male,Yes,0.23164,45,250,0.17924,0.28404
1992,Primary Level,male,No,0.76836,205,250,0.71596,0.82076
1992,Primary Level,female,Yes,0.17797,42,372,0.13905,0.21689
1992,Primary Level,female,No,0.82203,330,372,0.78311,0.86095
1992,Lower Secondary Level,male,Yes,0.17700,114,966,0.15292,0.20108
1992,Lower Secondary Level,male,No,0.82300,852,966,0.79892,0.84708
1992,Lower Secondary Level,female,Yes,0.13665,184,1778,0.12068,0.15262
1992,Lower Secondary Level,female,No,0.86335,1594,1778,0.84738,0.87932
1992,Upper Secondary Level,male,Yes,0.17361,466,3381,0.16084,0.18638
1992,Upper Secondary Level,male,No,0.82639,2915,3381,0.81362,0.83916
1992,Upper Secondary Level,female,Yes,0.10947,268,3237,0.09871,0.12022
1992,Upper Secondary Level,female,No,0.89053,2969,3237,0.87978,0.90129
1992,Post-secondary Non-tertiary Level,male,No,0.88616,198,198,0.84181,0.93051
1992,Post-secondary Non-tertiary Level,female,No,0.92615,155,155,0.88484,0.96745
1992,First Stage of Tertiary Education,male,Yes,0.15224,59,487,0.12030,0.18419
1992,First Stage of Tertiary Education,male,No,0.84776,428,487,0.81581,0.87970
1992,First Stage of Tertiary Education,female,No,0.89118,245,245,0.85210,0.93025
1992,Second Stage of Tertiary Education,male,Yes,0.10347,87,904,0.08361,0.12334
1992,Second Stage of Tertiary Education,male,No,0.89653,817,904,0.87666,0.91639
1992,Second Stage of Tertiary Education,female,Yes,0.06944,39,737,0.05107,0.08780
1992,Second Stage of Tertiary Education,female,No,0.93056,698,737,0.91220,0.94893
1994,No answer / don't know,male,No,0.94942,97,97,0.90559,0.99326
1994,No answer / don't know,female,No,0.89280,109,109,0.83445,0.95115
1994,Primary Level,male,Yes,0.20091,34,221,0.14796,0.25385
1994,Primary Level,male,No,0.79909,187,221,0.74615,0.85204
1994,Primary Level,female,Yes,0.12983,33,327,0.09334,0.16631
1994,Primary Level,female,No,0.87017,294,327,0.83369,0.90666
1994,Lower Secondary Level,male,Yes,0.16366,101,850,0.13877,0.18854
1994,Lower Secondary Level,male,No,0.83634,749,850,0.81146,0.86123
1994,Lower Secondary Level,female,Yes,0.14767,184,1613,0.13035,0.16499
1994,Lower Secondary Level,female,No,0.85233,1429,1613,0.83501,0.86965
1994,Upper Secondary Level,male,Yes,0.16076,427,3287,0.14821,0.17332
1994,Upper Secondary Level,male,No,0.83924,2860,3287,0.82668,0.85179
1994,Upper Secondary Level,female,Yes,0.10639,261,3204,0.09571,0.11706
1994,Upper Secondary Level,female,No,0.89361,2943,3204,0.88294,0.90429
1994,Post-secondary Non-tertiary Level,male,No,0.88860,196,196,0.84444,0.93276
1994,Post-secondary Non-tertiary Level,female,No,0.94966,169,169,0.91660,0.98272
1994,First Stage of Tertiary Education,male,Yes,0.16215,58,469,0.12876,0.19555
1994,First Stage of Tertiary Education,male,No,0.83785,411,469,0.80445,0.87124
1994,First Stage of Tertiary Education,female,No,0.87651,246,246,0.83532,0.91771
1994,Second Stage of Tertiary Education,male,Yes,0.09249,79,907,0.07363,0.11136
1994,Second Stage of Tertiary Education,male,No,0.90751,828,907,0.88864,0.92637
1994,Second Stage of Tertiary Education,female,Yes,0.07585,41,735,0.05670,0.09501
1994,Second Stage of Tertiary Education,female,No,0.92415,694,735,0.90499,0.94330
1995,No answer / don't know,male,No,0.94407,110,110,0.90093,0.98721
1995,No answer / don't know,female,No,0.87931,135,135,0.82415,0.93447
1995,Pre-primary Level,male,No,0.95859,138,138,0.92523,0.99196
1995,Primary Level,male,Yes,0.20937,32,210,0.15421,0.26453
1995,Primary Level,male,No,0.79063,178,210,0.73547,0.84579
1995,Primary Level,female,Yes,0.14111,40,320,0.10291,0.17932
1995,Primary Level,female,No,0.85889,280,320,0.82068,0.89709
1995,Lower Secondary Level,male,Yes,0.16256,97,859,0.13787,0.18725
1995,Lower Secondary Level,male,No,0.83744,762,859,0.81275,0.86213
1995,Lower Secondary Level,female,Yes,0.15187,178,1596,0.13426,0.16949
1995,Lower Secondary Level,female,No,0.84813,1418,1596,0.83051,0.86574
1995,Upper Secondary Level,male,Yes,0.16862,446,3356,0.15595,0.18129
1995,Upper Secondary Level,male,No,0.83138,2910,3356,0.81871,0.84405
1995,Upper Secondary Level,female,Yes,0.12373,297,3290,0.11248,0.13498
1995,Upper Secondary Level,female,No,0.87627,2993,3290,0.86502,0.88752
1995,Post-secondary Non-tertiary Level,male,No,0.91792,229,229,0.88229,0.95355
1995,Post-secondary Non-tertiary Level,female,No,0.95041,214,214,0.92126,0.97957
1995,First Stage of Tertiary Education,male,Yes,0.17854,65,471,0.14392,0.21317
1995,First Stage of Tertiary Education,male,No,0.82146,406,471,0.78683,0.85608
1995,First Stage of Tertiary Education,female,No,0.86576,251,251,0.82350,0.90802
1995,Second Stage of Tertiary Education,male,Yes,0.09808,81,945,0.07910,0.11705
1995,Second Stage of Tertiary Education,male,No,0.90192,864,945,0.88295,0.92090
1995,Second Stage of Tertiary Education,female,Yes,0.08686,50,793,0.06725,0.10647
1995,Second Stage of Tertiary Education,female,No,0.91314,743,793,0.89353,0.93275
1996,No answer / don't know,male,No,0.97703,116,116,0.94964,1.00441
1996,No answer / don't know,female,No,0.88497,131,131,0.83013,0.93982
1996,Primary Level,male,Yes,0.23280,36,201,0.17423,0.29137
1996,Primary Level,male,No,0.76720,165,201,0.70863,0.82577
1996,Primary Level,female,Yes,0.12828,32,291,0.08980,0.16677
1996,Primary Level,female,No,0.87172,259,291,0.83323,0.91020
1996,Lower Secondary Level,male,Yes,0.17094,96,819,0.14514,0.19674
1996,Lower Secondary Level,male,No,0.82906,723,819,0.80326,0.85486
1996,Lower Secondary Level,female,Yes,0.16199,195,1558,0.14369,0.18029
1996,Lower Secondary Level,female,No,0.83801,1363,1558,0.81971,0.85631
1996,Upper Secondary Level,male,Yes,0.18271,465,3323,0.16957,0.19585
1996,Upper Secondary Level,male,No,0.81729,2858,3323,0.80415,0.83043
1996,Upper Secondary Level,female,Yes,0.11125,285,3269,0.10047,0.12204
1996,Upper Secondary Level,female,No,0.88875,2984,3269,0.87796,0.89953
1996,Post-secondary Non-tertiary Level,male,No,0.92015,221,221,0.88433,0.95597
1996,Post-secondary Non-tertiary Level,female,No,0.93734,222,222,0.90538,0.96929
1996,First Stage of Tertiary Education,male,Yes,0.17486,59,472,0.14056,0.20917
1996,First Stage of Tertiary Education,male,No,0.82514,413,472,0.79083,0.85944
1996,First Stage of Tertiary Education,female,Yes,0.15753,31,289,0.11546,0.19961
1996,First Stage of Tertiary Education,female,No,0.84247,258,289,0.80039,0.88454
1996,Second Stage of Tertiary Education,male,Yes,0.09315,78,966,0.07481,0.11149
1996,Second Stage of Tertiary Education,male,No,0.90685,888,966,0.88851,0.92519
1996,Second Stage of Tertiary Education,female,Yes,0.07898,49,796,0.06024,0.09773
1996,Second Stage of Tertiary Education,female,No,0.92102,747,796,0.90227,0.93976
1997,No answer / don't know,male,No,0.95834,118,118,0.92213,0.99454
1997,No answer / don't know,female,No,0.92046,138,138,0.87515,0.96577
1997,Pre-primary Level,male,No,0.98002,154,154,0.95784,1.00219
1997,Pre-primary Level,female,No,0.99026,158,158,0.97490,1.00562
1997,Primary Level,male,Yes,0.22979,34,192,0.17012,0.28945
1997,Primary Level,male,No,0.77021,158,192,0.71055,0.82988
1997,Primary Level,female,Yes,0.12971,34,269,0.08948,0.16994
1997,Primary Level,female,No,0.87029,235,269,0.83006,0.91052
1997,Lower Secondary Level,male,Yes,0.17369,99,823,0.14779,0.19959
1997,Lower Secondary Level,male,No,0.82631,724,823,0.80041,0.85221
1997,Lower Secondary Level,female,Yes,0.15496,181,1482,0.13653,0.17339
1997,Lower Secondary Level,female,No,0.84504,1301,1482,0.82661,0.86347
1997,Upper Secondary Level,male,Yes,0.18915,459,3219,0.17561,0.20268
1997,Upper Secondary Level,male,No,0.81085,2760,3219,0.79732,0.82439
1997,Upper Secondary Level,female,Yes,0.11328,290,3222,0.10234,0.12423
1997,Upper Secondary Level,female,No,0.88672,2932,3222,0.87577,0.89766
1997,Post-secondary Non-tertiary Level,male,No,0.92961,216,216,0.89542,0.96380
1997,Post-secondary Non-tertiary Level,female,No,0.92972,208,208,0.89489,0.96454
1997,First Stage of Tertiary Education,male,Yes,0.16283,61,469,0.12938,0.19628
1997,First Stage of Tertiary Education,male,No,0.83717,408,469,0.80372,0.87062
1997,First Stage of Tertiary Education,female,No,0.86319,253,253,0.82076,0.90562
1997,Second Stage of Tertiary Education,male,Yes,0.08290,70,964,0.06548,0.10031
1997,Second Stage of Tertiary Education,male,No,0.91710,894,964,0.89969,0.93452
1997,Second Stage of Tertiary Education,female,Yes,0.08033,52,797,0.06145,0.09921
1997,Second Stage of Tertiary Education,female,No,0.91967,745,797,0.90079,0.93855
1998,No answer / don't know,male,Yes,0.13083,32,287,0.09175,0.16992
1998,No answer / don't know,male,No,0.86917,255,287,0.83008,0.90825
1998,No answer / don't know,female,No,0.88246,284,284,0.84494,0.91998
1998,Pre-primary Level,male,No,0.99271,160,160,0.97948,1.00593
1998,Pre-primary Level,female,No,0.96613,165,165,0.93845,0.99382
1998,Primary Level,male,Yes,0.24761,39,186,0.18541,0.30981
1998,Primary Level,male,No,0.75239,147,186,0.69019,0.81459
1998,Primary Level,female,Yes,0.13229,33,258,0.09087,0.17371
1998,Primary Level,female,No,0.86771,225,258,0.82629,0.90913
1998,Lower Secondary Level,male,Yes,0.15472,114,915,0.13127,0.17816
1998,Lower Secondary Level,male,No,0.84528,801,915,0.82184,0.86873
1998,Lower Secondary Level,female,Yes,0.15527,200,1599,0.13751,0.17302
1998,Lower Secondary Level,female,No,0.84473,1399,1599,0.82698,0.86249
1998,Upper Secondary Level,male,Yes,0.17392,488,3480,0.16133,0.18652
1998,Upper Secondary Level,male,No,0.82608,2992,3480,0.81348,0.83867
1998,Upper Secondary Level,female,Yes,0.11994,329,3468,0.10913,0.13076
1998,Upper Secondary Level,female,No,0.88006,3139,3468,0.86924,0.89087
1998,Post-secondary Non-tertiary Level,male,No,0.91143,220,220,0.87379,0.94906
1998,Post-secondary Non-tertiary Level,female,No,0.93838,251,251,0.90857,0.96819
1998,First Stage of Tertiary Education,male,Yes,0.17562,66,490,0.14189,0.20934
1998,First Stage of Tertiary Education,male,No,0.82438,424,490,0.79066,0.85811
1998,First Stage of Tertiary Education,female,No,0.88255,294,294,0.84569,0.91942
1998,Second Stage of Tertiary Education,male,Yes,0.09536,89,1075,0.07779,0.11293
1998,Second Stage of Tertiary Education,male,No,0.90464,986,1075,0.88707,0.92221
1998,Second Stage of Tertiary Education,female,Yes,0.08125,59,889,0.06328,0.09922
1998,Second Stage of Tertiary Education,female,No,0.91875,830,889,0.90078,0.93672
1999,No answer / don't know,male,No,0.94902,126,126,0.91046,0.98758
1999,No answer / don't know,female,No,0.90014,141,141,0.85048,0.94980
1999,Pre-primary Level,male,No,0.98254,155,155,0.96185,1.00323
1999,Pre-primary Level,female,No,0.98354,156,156,0.96352,1.00357
1999,Primary Level,male,Yes,0.24001,37,174,0.17637,0.30365
1999,Primary Level,male,No,0.75999,137,174,0.69635,0.82363
1999,Primary Level,female,Yes,0.15584,38,250,0.11079,0.20089
1999,Primary Level,female,No,0.84416,212,250,0.79911,0.88921
1999,Lower Secondary Level,male,Yes,0.14800,104,878,0.12450,0.17150
1999,Lower Secondary Level,male,No,0.85200,774,878,0.82850,0.87550
1999,Lower Secondary Level,female,Yes,0.16208,197,1555,0.14376,0.18041
1999,Lower Secondary Level,female,No,0.83792,1358,1555,0.81959,0.85624
1999,Upper Secondary Level,male,Yes,0.18085,498,3455,0.16801,0.19369
1999,Upper Secondary Level,male,No,0.81915,2957,3455,0.80631,0.83199
1999,Upper Secondary Level,female,Yes,0.12463,341,3457,0.11362,0.13565
1999,Upper Secondary Level,female,No,0.87537,3116,3457,0.86435,0.88638
1999,Post-secondary Non-tertiary Level,male,No,0.90082,215,215,0.86078,0.94087
1999,Post-secondary Non-tertiary Level,female,No,0.95338,257,257,0.92755,0.97920
1999,First Stage of Tertiary Education,male,Yes,0.14697,61,486,0.11546,0.17849
1999,First Stage of Tertiary Education,male,No,0.85303,425,486,0.82151,0.88454
1999,First Stage of Tertiary Education,female,No,0.86099,298,298,0.82164,0.90034
1999,Second Stage of Tertiary Education,male,Yes,0.08644,83,1076,0.06964,0.10324
1999,Second Stage of Tertiary Education,male,No,0.91356,993,1076,0.89676,0.93036
1999,Second Stage of Tertiary Education,female,Yes,0.08070,60,880,0.06269,0.09870
1999,Second Stage of Tertiary Education,female,No,0.91930,820,880,0.90130,0.93731
2000,Pre-primary Level,male,No,0.98251,231,231,0.96557,0.99945
2000,Pre-primary Level,female,No,0.97937,252,252,0.96178,0.99695
2000,Primary Level,male,Yes,0.19511,33,169,0.13519,0.25504
2000,Primary Level,male,No,0.80489,136,169,0.74496,0.86481
2000,Primary Level,female,Yes,0.13380,32,234,0.09009,0.17752
2000,Primary Level,female,No,0.86620,202,234,0.82248,0.90991
2000,Lower Secondary Level,male,Yes,0.13002,141,1150,0.11057,0.14946
2000,Lower Secondary Level,male,No,0.86998,1009,1150,0.85054,0.88943
2000,Lower Secondary Level,female,Yes,0.14102,296,2385,0.12705,0.15499
2000,Lower Secondary Level,female,No,0.85898,2089,2385,0.84501,0.87295
2000,Upper Secondary Level,male,Yes,0.16256,910,6254,0.15342,0.17171
2000,Upper Secondary Level,male,No,0.83744,5344,6254,0.82829,0.84658
2000,Upper Secondary Level,female,Yes,0.11187,636,6509,0.10421,0.11953
2000,Upper Secondary Level,female,No,0.88813,5873,6509,0.88047,0.89579
2000,Post-secondary Non-tertiary Level,male,Yes,0.08811,37,504,0.06334,0.11288
2000,Post-secondary Non-tertiary Level,male,No,0.91189,467,504,0.88712,0.93666
2000,Post-secondary Non-tertiary Level,female,No,0.95074,584,584,0.93317,0.96831
2000,First Stage of Tertiary Education,male,Yes,0.16698,152,1068,0.14460,0.18936
2000,First Stage of Tertiary Education,male,No,0.83302,916,1068,0.81064,0.85540
2000,First Stage of Tertiary Education,female,Yes,0.10093,62,803,0.08008,0.12178
2000,First Stage of Tertiary Education,female,No,0.89907,741,803,0.87822,0.91992
2000,Second Stage of Tertiary Education,male,Yes,0.08815,176,2153,0.07617,0.10013
2000,Second Stage of Tertiary Education,male,No,0.91185,1977,2153,0.89987,0.92383
2000,Second Stage of Tertiary Education,female,Yes,0.07096,101,1655,0.05858,0.08333
2000,Second Stage of Tertiary Education,female,No,0.92904,1554,1655,0.91667,0.94142
2001,No answer / don't know,male,No,0.89768,54,54,0.81609,0.97928
2001,No answer / don't know,female,No,0.82480,49,49,0.71726,0.93235
2001,Pre-primary Level,male,No,0.98815,253,253,0.97479,1.00151
2001,Pre-primary Level,female,No,0.99775,281,281,0.99220,1.00330
2001,Primary Level,male,Yes,0.23502,31,133,0.16269,0.30735
2001,Primary Level,male,No,0.76498,102,133,0.69265,0.83731
2001,Primary Level,female,No,0.87899,155,155,0.82747,0.93050
2001,Lower Secondary Level,male,Yes,0.14055,124,991,0.11890,0.16220
2001,Lower Secondary Level,male,No,0.85945,867,991,0.83780,0.88110
2001,Lower Secondary Level,female,Yes,0.14311,263,2068,0.12801,0.15821
2001,Lower Secondary Level,female,No,0.85689,1805,2068,0.84179,0.87199
2001,Upper Secondary Level,male,Yes,0.15966,796,5616,0.15008,0.16924
2001,Upper Secondary Level,male,No,0.84034,4820,5616,0.83076,0.84992
2001,Upper Secondary Level,female,Yes,0.10981,573,5917,0.10184,0.11778
2001,Upper Secondary Level,female,No,0.89019,5344,5917,0.88222,0.89816
2001,Post-secondary Non-tertiary Level,male,Yes,0.09889,40,478,0.07210,0.12568
2001,Post-secondary Non-tertiary Level,male,No,0.90111,438,478,0.87432,0.92790
2001,Post-secondary Non-tertiary Level,female,Yes,0.08134,36,587,0.05921,0.10348
2001,Post-secondary Non-tertiary Level,female,No,0.91866,551,587,0.89652,0.94079
2001,First Stage of Tertiary Education,male,Yes,0.15860,132,958,0.13546,0.18175
2001,First Stage of Tertiary Education,male,No,0.84140,826,958,0.81825,0.86454
2001,First Stage of Tertiary Education,female,Yes,0.12789,62,709,0.10329,0.15249
2001,First Stage of Tertiary Education,female,No,0.87211,647,709,0.84751,0.89671
2001,Second Stage of Tertiary Education,male,Yes,0.09637,176,1990,0.08340,0.10934
2001,Second Stage of Tertiary Education,male,No,0.90363,1814,1990,0.89066,0.91660
2001,Second Stage of Tertiary Education,female,Yes,0.07645,106,1548,0.06321,0.08969
2001,Second Stage of Tertiary Education,female,No,0.92355,1442,1548,0.91031,0.93679
2002,No answer / don't know,male,No,0.92907,94,94,0.87689,0.98124
2002,No answer / don't know,female,No,0.86734,78,78,0.79158,0.94311
2002,Pre-primary Level,male,No,0.96084,288,288,0.93839,0.98328
2002,Pre-primary Level,female,No,0.99666,313,313,0.99026,1.00306
2002,Primary Level,male,No,0.77098,90,90,0.68368,0.85828
2002,Primary Level,female,No,0.86994,145,145,0.81500,0.92488
