year,migback,sampreg,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Direct migration background,West,Yes,0.11354,207,1822,0.09897,0.12811
2008,Direct migration background,West,No,0.88646,1615,1822,0.87189,0.90103
2008,Direct migration background,East,No,0.91829,69,69,0.85319,0.98340
2008,Indirect migration background,West,No,0.96236,694,694,0.94819,0.97653
2008,Indirect migration background,East,No,0.87642,39,39,0.77178,0.98106
2009,No migration background,West,Yes,0.15319,1567,11160,0.14651,0.15987
2009,No migration background,West,No,0.84681,9593,11160,0.84013,0.85349
2009,No migration background,East,Yes,0.12274,519,4409,0.11306,0.13243
2009,No migration background,East,No,0.87726,3890,4409,0.86757,0.88694
2009,Direct migration background,West,Yes,0.11917,192,1580,0.10319,0.13515
2009,Direct migration background,West,No,0.88083,1388,1580,0.86485,0.89681
2009,Direct migration background,East,No,0.95029,69,69,0.89863,1.00195
2009,Indirect migration background,West,No,0.96653,642,642,0.95261,0.98046
2009,Indirect migration background,East,No,0.97864,39,39,0.93266,1.02461
2010,No migration background,West,Yes,0.15049,1632,14589,0.14469,0.15630
2010,No migration background,West,No,0.84951,12957,14589,0.84370,0.85531
2010,No migration background,East,Yes,0.13225,547,5244,0.12308,0.14142
2010,No migration background,East,No,0.86775,4697,5244,0.85858,0.87692
2010,Direct migration background,West,Yes,0.10830,208,2844,0.09688,0.11972
2010,Direct migration background,West,No,0.89170,2636,2844,0.88028,0.90312
2010,Direct migration background,East,No,0.83540,123,123,0.76959,0.90120
2010,Indirect migration background,West,Yes,0.04375,38,1017,0.03117,0.05633
2010,Indirect migration background,West,No,0.95625,979,1017,0.94367,0.96883
2010,Indirect migration background,East,No,0.85457,68,68,0.77015,0.93898
2011,No migration background,West,Yes,0.15217,2096,17632,0.14687,0.15747
2011,No migration background,West,No,0.84783,15536,17632,0.84253,0.85313
2011,No migration background,East,Yes,0.12960,671,6034,0.12113,0.13808
2011,No migration background,East,No,0.87040,5363,6034,0.86192,0.87887
2011,Direct migration background,West,Yes,0.09351,241,3168,0.08337,0.10365
2011,Direct migration background,West,No,0.90649,2927,3168,0.89635,0.91663
2011,Direct migration background,East,No,0.87235,147,147,0.81822,0.92648
2011,Indirect migration background,West,Yes,0.05370,54,1158,0.04071,0.06669
2011,Indirect migration background,West,No,0.94630,1104,1158,0.93331,0.95929
2011,Indirect migration background,East,No,0.99177,76,76,0.97133,1.01222
2012,No migration background,West,Yes,0.15613,2195,17249,0.15072,0.16155
2012,No migration background,West,No,0.84387,15054,17249,0.83845,0.84928
2012,No migration background,East,Yes,0.14491,725,5904,0.13593,0.15389
2012,No migration background,East,No,0.85509,5179,5904,0.84611,0.86407
2012,Direct migration background,West,Yes,0.10019,249,3009,0.08946,0.11092
2012,Direct migration background,West,No,0.89981,2760,3009,0.88908,0.91054
2012,Direct migration background,East,No,0.85067,153,153,0.79401,0.90734
2012,Indirect migration background,West,Yes,0.05990,56,1128,0.04604,0.07375
2012,Indirect migration background,West,No,0.94010,1072,1128,0.92625,0.95396
2012,Indirect migration background,East,No,0.86373,63,63,0.77834,0.94913
2013,No migration background,West,Yes,0.15395,2077,16405,0.14843,0.15947
2013,No migration background,West,No,0.84605,14328,16405,0.84053,0.85157
2013,No migration background,East,Yes,0.13780,659,5534,0.12872,0.14688
2013,No migration background,East,No,0.86220,4875,5534,0.85312,0.87128
2013,Direct migration background,West,Yes,0.10320,418,6091,0.09556,0.11084
2013,Direct migration background,West,No,0.89680,5673,6091,0.88916,0.90444
2013,Direct migration background,East,Yes,0.14397,31,455,0.11168,0.17626
2013,Direct migration background,East,No,0.85603,424,455,0.82374,0.88832
2013,Indirect migration background,West,Yes,0.04723,71,1945,0.03780,0.05666
2013,Indirect migration background,West,No,0.95277,1874,1945,0.94334,0.96220
2013,Indirect migration background,East,No,0.81145,87,87,0.72878,0.89412
2014,No migration background,West,Yes,0.16063,2030,14945,0.15474,0.16652
2014,No migration background,West,No,0.83937,12915,14945,0.83348,0.84526
2014,No migration background,East,Yes,0.14949,668,5110,0.13971,0.15927
2014,No migration background,East,No,0.85051,4442,5110,0.84073,0.86029
2014,Direct migration background,West,Yes,0.11007,380,4907,0.10131,0.11883
2014,Direct migration background,West,No,0.88993,4527,4907,0.88117,0.89869
2014,Direct migration background,East,Yes,0.11935,33,366,0.08609,0.15261
2014,Direct migration background,East,No,0.88065,333,366,0.84739,0.91391
2014,Indirect migration background,West,Yes,0.06199,64,1606,0.05019,0.07378
2014,Indirect migration background,West,No,0.93801,1542,1606,0.92622,0.94981
2014,Indirect migration background,East,No,0.95428,85,85,0.90961,0.99895
2015,No migration background,West,Yes,0.16113,1905,14189,0.15508,0.16718
2015,No migration background,West,No,0.83887,12284,14189,0.83282,0.84492
2015,No migration background,East,Yes,0.14198,604,4834,0.13214,0.15182
2015,No migration background,East,No,0.85802,4230,4834,0.84818,0.86786
2015,Direct migration background,West,Yes,0.09336,327,5592,0.08574,0.10099
2015,Direct migration background,West,No,0.90664,5265,5592,0.89901,0.91426
2015,Direct migration background,East,Yes,0.13547,31,443,0.10357,0.16738
2015,Direct migration background,East,No,0.86453,412,443,0.83262,0.89643
2015,Indirect migration background,West,Yes,0.05568,61,1505,0.04409,0.06727
2015,Indirect migration background,West,No,0.94432,1444,1505,0.93273,0.95591
2015,Indirect migration background,East,No,0.95561,91,91,0.91306,0.99816
2016,No migration background,West,Yes,0.15960,1781,13157,0.15334,0.16585
2016,No migration background,West,No,0.84040,11376,13157,0.83415,0.84666
2016,No migration background,East,Yes,0.13978,569,4537,0.12969,0.14987
2016,No migration background,East,No,0.86022,3968,4537,0.85013,0.87031
2016,Direct migration background,West,Yes,0.09622,313,4656,0.08774,0.10469
2016,Direct migration background,West,No,0.90378,4343,4656,0.89531,0.91226
2016,Direct migration background,East,No,0.88319,346,346,0.84929,0.91708
2016,Indirect migration background,West,Yes,0.05128,58,1379,0.03963,0.06293
2016,Indirect migration background,West,No,0.94872,1321,1379,0.93707,0.96037
2016,Indirect migration background,East,No,0.97556,96,96,0.94451,1.00661
2017,No migration background,West,Yes,0.15546,1965,14959,0.14965,0.16126
2017,No migration background,West,No,0.84454,12994,14959,0.83874,0.85035
2017,No migration background,East,Yes,0.13662,636,5098,0.12719,0.14605
2017,No migration background,East,No,0.86338,4462,5098,0.85395,0.87281
2017,Direct migration background,West,Yes,0.10237,334,4426,0.09344,0.11130
2017,Direct migration background,West,No,0.89763,4092,4426,0.88870,0.90656
2017,Direct migration background,East,No,0.91513,357,357,0.88618,0.94408
2017,Indirect migration background,West,Yes,0.05189,79,1521,0.04074,0.06304
2017,Indirect migration background,West,No,0.94811,1442,1521,0.93696,0.95926
2017,Indirect migration background,East,No,0.96285,95,95,0.92461,1.00108
2018,No migration background,West,Yes,0.15332,1968,14376,0.14743,0.15921
2018,No migration background,West,No,0.84668,12408,14376,0.84079,0.85257
2018,No migration background,East,Yes,0.14523,663,4988,0.13545,0.15501
2018,No migration background,East,No,0.85477,4325,4988,0.84499,0.86455
2018,Direct migration background,West,Yes,0.10440,352,4237,0.09519,0.11361
2018,Direct migration background,West,No,0.89560,3885,4237,0.88639,0.90481
2018,Direct migration background,East,No,0.97107,352,352,0.95354,0.98861
2018,Indirect migration background,West,Yes,0.07325,93,1497,0.06004,0.08645
2018,Indirect migration background,West,No,0.92675,1404,1497,0.91355,0.93996
2018,Indirect migration background,East,No,0.95293,106,106,0.91241,0.99344
2019,No migration background,Does not apply,No,0.84900,57,57,0.75522,0.94278
2019,No migration background,West,Yes,0.15218,1932,14898,0.14641,0.15795
2019,No migration background,West,No,0.84782,12966,14898,0.84205,0.85359
2019,No migration background,East,Yes,0.14882,668,5102,0.13906,0.15859
2019,No migration background,East,No,0.85118,4434,5102,0.84141,0.86094
2019,Direct migration background,West,Yes,0.10748,292,3703,0.09751,0.11746
2019,Direct migration background,West,No,0.89252,3411,3703,0.88254,0.90249
2019,Direct migration background,East,No,0.94130,294,294,0.91438,0.96822
2019,Indirect migration background,West,Yes,0.05673,79,1440,0.04478,0.06868
2019,Indirect migration background,West,No,0.94327,1361,1440,0.93132,0.95522
2019,Indirect migration background,East,No,0.95475,112,112,0.91609,0.99342
2020,No migration background,West,Yes,0.15026,1802,13764,0.14429,0.15623
2020,No migration background,West,No,0.84974,11962,13764,0.84377,0.85571
2020,No migration background,East,Yes,0.15218,644,4687,0.14189,0.16246
2020,No migration background,East,No,0.84782,4043,4687,0.83754,0.85811
2020,Direct migration background,West,Yes,0.10286,359,7447,0.09596,0.10976
2020,Direct migration background,West,No,0.89714,7088,7447,0.89024,0.90404
2020,Direct migration background,East,Yes,0.05989,34,891,0.04430,0.07548
2020,Direct migration background,East,No,0.94011,857,891,0.92452,0.95570
2020,Indirect migration background,West,Yes,0.06539,81,1414,0.05250,0.07828
2020,Indirect migration background,West,No,0.93461,1333,1414,0.92172,0.94750
2020,Indirect migration background,East,No,0.95729,107,107,0.91880,0.99579
2021,No migration background,West,Yes,0.15039,1303,9876,0.14334,0.15744
2021,No migration background,West,No,0.84961,8573,9876,0.84256,0.85666
2021,No migration background,East,Yes,0.16544,463,3261,0.15268,0.17819
2021,No migration background,East,No,0.83456,2798,3261,0.82181,0.84732
2021,Direct migration background,West,Yes,0.11789,316,4662,0.10863,0.12715
2021,Direct migration background,West,No,0.88211,4346,4662,0.87285,0.89137
2021,Direct migration background,East,No,0.94727,509,509,0.92784,0.96671
2021,Indirect migration background,West,Yes,0.07889,52,848,0.06073,0.09704
2021,Indirect migration background,West,No,0.92111,796,848,0.90296,0.93927
2021,Indirect migration background,East,No,0.91259,76,76,0.84867,0.97651
2022,No migration background,West,Yes,0.14759,1662,13626,0.14163,0.15354
2022,No migration background,West,No,0.85241,11964,13626,0.84646,0.85837
2022,No migration background,East,Yes,0.15142,580,4661,0.14113,0.16172
2022,No migration background,East,No,0.84858,4081,4661,0.83828,0.85887
2022,Direct migration background,West,Yes,0.09937,341,7087,0.09241,0.10634
2022,Direct migration background,West,No,0.90063,6746,7087,0.89366,0.90759
2022,Direct migration background,East,Yes,0.06942,33,1014,0.05377,0.08507
2022,Direct migration background,East,No,0.93058,981,1014,0.91493,0.94623
2022,Indirect migration background,West,Yes,0.08621,104,1292,0.07090,0.10152
2022,Indirect migration background,West,No,0.91379,1188,1292,0.89848,0.92910
2022,Indirect migration background,East,No,0.83055,142,142,0.76863,0.89247
