year,quintil_oecd,regtyp,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,4th Quintile,Rural regions,Yes,0.08972,31,400,0.06167,0.11776
1985,4th Quintile,Rural regions,No,0.91028,369,400,0.88224,0.93833
1985,5th Quintile,Urban regions,Yes,0.12124,177,1732,0.10586,0.13661
1985,5th Quintile,Urban regions,No,0.87876,1555,1732,0.86339,0.89414
1985,5th Quintile,Rural regions,Yes,0.09452,35,438,0.06709,0.12195
1985,5th Quintile,Rural regions,No,0.90548,403,438,0.87805,0.93291
1987,1st Quintile,Urban regions,Yes,0.14876,163,1543,0.13100,0.16652
1987,1st Quintile,Urban regions,No,0.85124,1380,1543,0.83348,0.86900
1987,1st Quintile,Rural regions,Yes,0.14392,54,470,0.11215,0.17569
1987,1st Quintile,Rural regions,No,0.85608,416,470,0.82431,0.88785
1987,2nd Quintile,Urban regions,Yes,0.13803,148,1591,0.12107,0.15498
1987,2nd Quintile,Urban regions,No,0.86197,1443,1591,0.84502,0.87893
1987,2nd Quintile,Rural regions,Yes,0.08699,32,458,0.06115,0.11283
1987,2nd Quintile,Rural regions,No,0.91301,426,458,0.88717,0.93885
1987,3rd Quintile,Urban regions,Yes,0.12210,149,1621,0.10615,0.13804
1987,3rd Quintile,Urban regions,No,0.87790,1472,1621,0.86196,0.89385
1987,3rd Quintile,Rural regions,Yes,0.11263,49,470,0.08401,0.14124
1987,3rd Quintile,Rural regions,No,0.88737,421,470,0.85876,0.91599
1987,4th Quintile,Urban regions,Yes,0.10981,161,1727,0.09506,0.12456
1987,4th Quintile,Urban regions,No,0.89019,1566,1727,0.87544,0.90494
1987,4th Quintile,Rural regions,Yes,0.10369,33,420,0.07450,0.13288
1987,4th Quintile,Rural regions,No,0.89631,387,420,0.86712,0.92550
1987,5th Quintile,Urban regions,Yes,0.10630,163,1705,0.09167,0.12094
1987,5th Quintile,Urban regions,No,0.89370,1542,1705,0.87906,0.90833
1987,5th Quintile,Rural regions,No,0.91851,351,351,0.88984,0.94717
1988,1st Quintile,Urban regions,Yes,0.18071,183,1532,0.16143,0.19998
1988,1st Quintile,Urban regions,No,0.81929,1349,1532,0.80002,0.83857
1988,1st Quintile,Rural regions,Yes,0.16112,60,434,0.12649,0.19575
1988,1st Quintile,Rural regions,No,0.83888,374,434,0.80425,0.87351
1988,2nd Quintile,Urban regions,Yes,0.15405,162,1557,0.13611,0.17199
1988,2nd Quintile,Urban regions,No,0.84595,1395,1557,0.82801,0.86389
1988,2nd Quintile,Rural regions,Yes,0.12280,39,414,0.09115,0.15445
1988,2nd Quintile,Rural regions,No,0.87720,375,414,0.84555,0.90885
1988,3rd Quintile,Urban regions,Yes,0.13929,173,1567,0.12214,0.15644
1988,3rd Quintile,Urban regions,No,0.86071,1394,1567,0.84356,0.87786
1988,3rd Quintile,Rural regions,Yes,0.09925,36,426,0.07082,0.12768
1988,3rd Quintile,Rural regions,No,0.90075,390,426,0.87232,0.92918
1988,4th Quintile,Urban regions,Yes,0.12693,174,1606,0.11064,0.14321
1988,4th Quintile,Urban regions,No,0.87307,1432,1606,0.85679,0.88936
1988,4th Quintile,Rural regions,Yes,0.08461,32,451,0.05889,0.11032
1988,4th Quintile,Rural regions,No,0.91539,419,451,0.88968,0.94111
1988,5th Quintile,Urban regions,Yes,0.10251,152,1604,0.08766,0.11736
1988,5th Quintile,Urban regions,No,0.89749,1452,1604,0.88264,0.91234
1988,5th Quintile,Rural regions,No,0.90558,301,301,0.87249,0.93867
1989,1st Quintile,Urban regions,Yes,0.17185,172,1534,0.15297,0.19074
1989,1st Quintile,Urban regions,No,0.82815,1362,1534,0.80926,0.84703
1989,1st Quintile,Rural regions,Yes,0.19067,56,380,0.15112,0.23022
1989,1st Quintile,Rural regions,No,0.80933,324,380,0.76978,0.84888
1989,2nd Quintile,Urban regions,Yes,0.15883,160,1539,0.14057,0.17710
1989,2nd Quintile,Urban regions,No,0.84117,1379,1539,0.82290,0.85943
1989,2nd Quintile,Rural regions,Yes,0.09918,35,417,0.07046,0.12791
1989,2nd Quintile,Rural regions,No,0.90082,382,417,0.87209,0.92954
1989,3rd Quintile,Urban regions,Yes,0.13174,157,1482,0.11452,0.14897
1989,3rd Quintile,Urban regions,No,0.86826,1325,1482,0.85103,0.88548
1989,3rd Quintile,Rural regions,Yes,0.13153,45,401,0.09841,0.16465
1989,3rd Quintile,Rural regions,No,0.86847,356,401,0.83535,0.90159
1989,4th Quintile,Urban regions,Yes,0.12193,165,1581,0.10580,0.13807
1989,4th Quintile,Urban regions,No,0.87807,1416,1581,0.86193,0.89420
1989,4th Quintile,Rural regions,Yes,0.14470,48,425,0.11121,0.17818
1989,4th Quintile,Rural regions,No,0.85530,377,425,0.82182,0.88879
1989,5th Quintile,Urban regions,Yes,0.11226,156,1525,0.09641,0.12811
1989,5th Quintile,Urban regions,No,0.88774,1369,1525,0.87189,0.90359
1989,5th Quintile,Rural regions,No,0.90517,304,304,0.87218,0.93816
1991,1st Quintile,Urban regions,Yes,0.21322,203,1410,0.19184,0.23461
1991,1st Quintile,Urban regions,No,0.78678,1207,1410,0.76539,0.80816
1991,1st Quintile,Rural regions,Yes,0.17103,57,420,0.13497,0.20708
1991,1st Quintile,Rural regions,No,0.82897,363,420,0.79292,0.86503
1991,2nd Quintile,Urban regions,Yes,0.14806,158,1479,0.12996,0.16617
1991,2nd Quintile,Urban regions,No,0.85194,1321,1479,0.83383,0.87004
1991,2nd Quintile,Rural regions,Yes,0.14519,44,402,0.11071,0.17968
1991,2nd Quintile,Rural regions,No,0.85481,358,402,0.82032,0.88929
1991,3rd Quintile,Urban regions,Yes,0.13483,157,1485,0.11745,0.15220
1991,3rd Quintile,Urban regions,No,0.86517,1328,1485,0.84780,0.88255
1991,3rd Quintile,Rural regions,Yes,0.12775,42,385,0.09436,0.16113
1991,3rd Quintile,Rural regions,No,0.87225,343,385,0.83887,0.90564
1991,4th Quintile,Urban regions,Yes,0.12410,152,1467,0.10722,0.14098
1991,4th Quintile,Urban regions,No,0.87590,1315,1467,0.85902,0.89278
1991,4th Quintile,Rural regions,Yes,0.11981,43,468,0.09036,0.14926
1991,4th Quintile,Rural regions,No,0.88019,425,468,0.85074,0.90964
1991,5th Quintile,Urban regions,Yes,0.10653,153,1537,0.09110,0.12196
1991,5th Quintile,Urban regions,No,0.89347,1384,1537,0.87804,0.90890
1991,5th Quintile,Rural regions,No,0.89403,274,274,0.85752,0.93055
1992,1st Quintile,No answer / don't know,No,0.82982,41,41,0.71337,0.94628
1992,1st Quintile,Urban regions,Yes,0.18785,185,1387,0.16729,0.20842
1992,1st Quintile,Urban regions,No,0.81215,1202,1387,0.79158,0.83271
1992,1st Quintile,Rural regions,Yes,0.15322,153,1290,0.13356,0.17288
1992,1st Quintile,Rural regions,No,0.84678,1137,1290,0.82712,0.86644
1992,2nd Quintile,Urban regions,Yes,0.15040,167,1649,0.13315,0.16766
1992,2nd Quintile,Urban regions,No,0.84960,1482,1649,0.83234,0.86685
1992,2nd Quintile,Rural regions,Yes,0.10555,96,1151,0.08779,0.12330
1992,2nd Quintile,Rural regions,No,0.89445,1055,1151,0.87670,0.91221
1992,3rd Quintile,Urban regions,Yes,0.14015,173,1726,0.12377,0.15653
1992,3rd Quintile,Urban regions,No,0.85985,1553,1726,0.84347,0.87623
1992,3rd Quintile,Rural regions,Yes,0.11134,75,891,0.09067,0.13201
1992,3rd Quintile,Rural regions,No,0.88866,816,891,0.86799,0.90933
1992,4th Quintile,Urban regions,Yes,0.13745,212,1864,0.12181,0.15308
1992,4th Quintile,Urban regions,No,0.86255,1652,1864,0.84692,0.87819
1992,4th Quintile,Rural regions,Yes,0.11574,60,697,0.09197,0.13951
1992,4th Quintile,Rural regions,No,0.88426,637,697,0.86049,0.90803
1992,5th Quintile,Urban regions,Yes,0.11094,199,1929,0.09692,0.12496
1992,5th Quintile,Urban regions,No,0.88906,1730,1929,0.87504,0.90308
1992,5th Quintile,Rural regions,Yes,0.09243,31,432,0.06509,0.11978
1992,5th Quintile,Rural regions,No,0.90757,401,432,0.88022,0.93491
1994,1st Quintile,Urban regions,Yes,0.18558,198,1513,0.16598,0.20518
1994,1st Quintile,Urban regions,No,0.81442,1315,1513,0.79482,0.83402
1994,1st Quintile,Rural regions,Yes,0.12852,98,967,0.10741,0.14962
1994,1st Quintile,Rural regions,No,0.87148,869,967,0.85038,0.89259
1994,2nd Quintile,Urban regions,Yes,0.12844,149,1609,0.11208,0.14479
1994,2nd Quintile,Urban regions,No,0.87156,1460,1609,0.85521,0.88792
1994,2nd Quintile,Rural regions,Yes,0.11135,98,1039,0.09221,0.13049
1994,2nd Quintile,Rural regions,No,0.88865,941,1039,0.86951,0.90779
1994,3rd Quintile,Urban regions,Yes,0.13895,178,1648,0.12224,0.15565
1994,3rd Quintile,Urban regions,No,0.86105,1470,1648,0.84435,0.87776
1994,3rd Quintile,Rural regions,Yes,0.11118,79,1029,0.09196,0.13040
1994,3rd Quintile,Rural regions,No,0.88882,950,1029,0.86960,0.90804
1994,4th Quintile,Urban regions,Yes,0.12909,181,1746,0.11335,0.14482
1994,4th Quintile,Urban regions,No,0.87091,1565,1746,0.85518,0.88665
1994,4th Quintile,Rural regions,Yes,0.10976,69,761,0.08753,0.13198
1994,4th Quintile,Rural regions,No,0.89024,692,761,0.86802,0.91247
1994,5th Quintile,Urban regions,Yes,0.11056,185,1857,0.09629,0.12483
1994,5th Quintile,Urban regions,No,0.88944,1672,1857,0.87517,0.90371
1994,5th Quintile,Rural regions,Yes,0.10089,44,551,0.07572,0.12607
1994,5th Quintile,Rural regions,No,0.89911,507,551,0.87393,0.92428
1995,1st Quintile,Urban regions,Yes,0.16013,186,1589,0.14209,0.17817
1995,1st Quintile,Urban regions,No,0.83987,1403,1589,0.82183,0.85791
1995,1st Quintile,Rural regions,Yes,0.11616,73,913,0.09536,0.13695
1995,1st Quintile,Rural regions,No,0.88384,840,913,0.86305,0.90464
1995,2nd Quintile,Urban regions,Yes,0.16356,200,1784,0.14639,0.18073
1995,2nd Quintile,Urban regions,No,0.83644,1584,1784,0.81927,0.85361
1995,2nd Quintile,Rural regions,Yes,0.12466,113,1061,0.10477,0.14454
1995,2nd Quintile,Rural regions,No,0.87534,948,1061,0.85546,0.89523
1995,3rd Quintile,Urban regions,Yes,0.14551,181,1668,0.12858,0.16244
1995,3rd Quintile,Urban regions,No,0.85449,1487,1668,0.83756,0.87142
1995,3rd Quintile,Rural regions,Yes,0.11939,91,1028,0.09956,0.13922
1995,3rd Quintile,Rural regions,No,0.88061,937,1028,0.86078,0.90044
1995,4th Quintile,Urban regions,Yes,0.13939,192,1756,0.12319,0.15560
1995,4th Quintile,Urban regions,No,0.86061,1564,1756,0.84440,0.87681
1995,4th Quintile,Rural regions,Yes,0.11722,68,891,0.09608,0.13835
1995,4th Quintile,Rural regions,No,0.88278,823,891,0.86165,0.90392
1995,5th Quintile,Urban regions,Yes,0.12332,200,1830,0.10825,0.13839
1995,5th Quintile,Urban regions,No,0.87668,1630,1830,0.86161,0.89175
1995,5th Quintile,Rural regions,Yes,0.11965,51,607,0.09381,0.14549
1995,5th Quintile,Rural regions,No,0.88035,556,607,0.85451,0.90619
1996,1st Quintile,Urban regions,Yes,0.15866,193,1667,0.14111,0.17620
1996,1st Quintile,Urban regions,No,0.84134,1474,1667,0.82380,0.85889
1996,1st Quintile,Rural regions,Yes,0.15540,99,897,0.13168,0.17912
1996,1st Quintile,Rural regions,No,0.84460,798,897,0.82088,0.86832
1996,2nd Quintile,Urban regions,Yes,0.15819,182,1683,0.14075,0.17562
1996,2nd Quintile,Urban regions,No,0.84181,1501,1683,0.82438,0.85925
1996,2nd Quintile,Rural regions,Yes,0.11853,89,934,0.09778,0.13927
1996,2nd Quintile,Rural regions,No,0.88147,845,934,0.86073,0.90222
1996,3rd Quintile,Urban regions,Yes,0.15834,189,1575,0.14031,0.17638
1996,3rd Quintile,Urban regions,No,0.84166,1386,1575,0.82362,0.85969
1996,3rd Quintile,Rural regions,Yes,0.14587,114,1098,0.12498,0.16676
1996,3rd Quintile,Rural regions,No,0.85413,984,1098,0.83324,0.87502
1996,4th Quintile,Urban regions,Yes,0.12699,183,1791,0.11156,0.14241
1996,4th Quintile,Urban regions,No,0.87301,1608,1791,0.85759,0.88844
1996,4th Quintile,Rural regions,Yes,0.11734,83,915,0.09647,0.13820
1996,4th Quintile,Rural regions,No,0.88266,832,915,0.86180,0.90353
1996,5th Quintile,Urban regions,Yes,0.11724,188,1803,0.10239,0.13210
1996,5th Quintile,Urban regions,No,0.88276,1615,1803,0.86790,0.89761
1996,5th Quintile,Rural regions,Yes,0.09909,45,638,0.07589,0.12230
1996,5th Quintile,Rural regions,No,0.90091,593,638,0.87770,0.92411
1997,1st Quintile,Urban regions,Yes,0.15375,174,1552,0.13580,0.17170
1997,1st Quintile,Urban regions,No,0.84625,1378,1552,0.82830,0.86420
1997,1st Quintile,Rural regions,Yes,0.15631,92,805,0.13121,0.18141
1997,1st Quintile,Rural regions,No,0.84369,713,805,0.81859,0.86879
1997,2nd Quintile,Urban regions,Yes,0.16082,191,1660,0.14314,0.17849
1997,2nd Quintile,Urban regions,No,0.83918,1469,1660,0.82151,0.85686
1997,2nd Quintile,Rural regions,Yes,0.11970,113,1064,0.10018,0.13921
1997,2nd Quintile,Rural regions,No,0.88030,951,1064,0.86079,0.89982
1997,3rd Quintile,Urban regions,Yes,0.16505,191,1608,0.14690,0.18320
1997,3rd Quintile,Urban regions,No,0.83495,1417,1608,0.81680,0.85310
1997,3rd Quintile,Rural regions,Yes,0.15266,102,1004,0.13040,0.17492
1997,3rd Quintile,Rural regions,No,0.84734,902,1004,0.82508,0.86960
1997,4th Quintile,Urban regions,Yes,0.12231,177,1767,0.10703,0.13759
1997,4th Quintile,Urban regions,No,0.87769,1590,1767,0.86241,0.89297
1997,4th Quintile,Rural regions,Yes,0.10069,68,881,0.08081,0.12058
1997,4th Quintile,Rural regions,No,0.89931,813,881,0.87942,0.91919
1997,5th Quintile,Urban regions,Yes,0.11272,180,1753,0.09791,0.12753
1997,5th Quintile,Urban regions,No,0.88728,1573,1753,0.87247,0.90209
1997,5th Quintile,Rural regions,Yes,0.11654,57,651,0.09188,0.14121
1997,5th Quintile,Rural regions,No,0.88346,594,651,0.85879,0.90812
1998,1st Quintile,Urban regions,Yes,0.16473,192,1552,0.14627,0.18319
1998,1st Quintile,Urban regions,No,0.83527,1360,1552,0.81681,0.85373
1998,1st Quintile,Rural regions,Yes,0.14752,88,765,0.12238,0.17267
1998,1st Quintile,Rural regions,No,0.85248,677,765,0.82733,0.87762
1998,2nd Quintile,Urban regions,Yes,0.14618,172,1525,0.12844,0.16392
1998,2nd Quintile,Urban regions,No,0.85382,1353,1525,0.83608,0.87156
1998,2nd Quintile,Rural regions,Yes,0.12342,102,951,0.10250,0.14433
1998,2nd Quintile,Rural regions,No,0.87658,849,951,0.85567,0.89750
1998,3rd Quintile,Urban regions,Yes,0.16240,189,1524,0.14387,0.18092
1998,3rd Quintile,Urban regions,No,0.83760,1335,1524,0.81908,0.85613
1998,3rd Quintile,Rural regions,Yes,0.14785,106,1028,0.12614,0.16955
1998,3rd Quintile,Rural regions,No,0.85215,922,1028,0.83045,0.87386
1998,4th Quintile,Urban regions,Yes,0.13718,179,1685,0.12075,0.15362
1998,4th Quintile,Urban regions,No,0.86282,1506,1685,0.84638,0.87925
1998,4th Quintile,Rural regions,Yes,0.11870,86,900,0.09756,0.13984
1998,4th Quintile,Rural regions,No,0.88130,814,900,0.86016,0.90244
1998,5th Quintile,Urban regions,Yes,0.11533,167,1650,0.09991,0.13074
1998,5th Quintile,Urban regions,No,0.88467,1483,1650,0.86926,0.90009
1998,5th Quintile,Rural regions,Yes,0.09058,44,637,0.06827,0.11288
1998,5th Quintile,Rural regions,No,0.90942,593,637,0.88712,0.93173
1999,1st Quintile,Urban regions,Yes,0.15012,194,1658,0.13292,0.16732
1999,1st Quintile,Urban regions,No,0.84988,1464,1658,0.83268,0.86708
1999,1st Quintile,Rural regions,Yes,0.12450,93,932,0.10329,0.14571
1999,1st Quintile,Rural regions,No,0.87550,839,932,0.85429,0.89671
1999,2nd Quintile,Urban regions,Yes,0.15211,200,1728,0.13517,0.16904
1999,2nd Quintile,Urban regions,No,0.84789,1528,1728,0.83096,0.86483
1999,2nd Quintile,Rural regions,Yes,0.14034,122,1133,0.12010,0.16057
1999,2nd Quintile,Rural regions,No,0.85966,1011,1133,0.83943,0.87990
1999,3rd Quintile,Urban regions,Yes,0.16138,219,1710,0.14394,0.17882
1999,3rd Quintile,Urban regions,No,0.83862,1491,1710,0.82118,0.85606
1999,3rd Quintile,Rural regions,Yes,0.12522,110,1108,0.10572,0.14471
1999,3rd Quintile,Rural regions,No,0.87478,998,1108,0.85529,0.89428
1999,4th Quintile,Urban regions,Yes,0.14085,204,1871,0.12508,0.15662
1999,4th Quintile,Urban regions,No,0.85915,1667,1871,0.84338,0.87492
1999,4th Quintile,Rural regions,Yes,0.11969,91,890,0.09835,0.14103
1999,4th Quintile,Rural regions,No,0.88031,799,890,0.85897,0.90165
1999,5th Quintile,Urban regions,Yes,0.11877,202,1897,0.10421,0.13334
1999,5th Quintile,Urban regions,No,0.88123,1695,1897,0.86666,0.89579
1999,5th Quintile,Rural regions,Yes,0.11101,63,711,0.08790,0.13412
1999,5th Quintile,Rural regions,No,0.88899,648,711,0.86588,0.91210
2000,1st Quintile,Urban regions,Yes,0.16411,204,1598,0.14594,0.18227
2000,1st Quintile,Urban regions,No,0.83589,1394,1598,0.81773,0.85406
2000,1st Quintile,Rural regions,Yes,0.14114,112,973,0.11925,0.16303
2000,1st Quintile,Rural regions,No,0.85886,861,973,0.83697,0.88075
2000,2nd Quintile,Urban regions,Yes,0.14504,209,1711,0.12835,0.16173
2000,2nd Quintile,Urban regions,No,0.85496,1502,1711,0.83827,0.87165
2000,2nd Quintile,Rural regions,Yes,0.14468,121,1022,0.12311,0.16626
2000,2nd Quintile,Rural regions,No,0.85532,901,1022,0.83374,0.87689
2000,3rd Quintile,Urban regions,Yes,0.12322,176,1620,0.10721,0.13923
2000,3rd Quintile,Urban regions,No,0.87678,1444,1620,0.86077,0.89279
2000,3rd Quintile,Rural regions,Yes,0.11639,106,1105,0.09747,0.13531
2000,3rd Quintile,Rural regions,No,0.88361,999,1105,0.86469,0.90253
2000,4th Quintile,Urban regions,Yes,0.14218,204,1805,0.12606,0.15830
2000,4th Quintile,Urban regions,No,0.85782,1601,1805,0.84170,0.87394
2000,4th Quintile,Rural regions,Yes,0.11098,77,878,0.09019,0.13177
2000,4th Quintile,Rural regions,No,0.88902,801,878,0.86823,0.90981
2000,5th Quintile,Urban regions,Yes,0.12842,206,1867,0.11324,0.14360
2000,5th Quintile,Urban regions,No,0.87158,1661,1867,0.85640,0.88676
2000,5th Quintile,Rural regions,Yes,0.11348,62,667,0.08939,0.13757
2000,5th Quintile,Rural regions,No,0.88652,605,667,0.86243,0.91061
2001,1st Quintile,Urban regions,Yes,0.14003,295,2438,0.12626,0.15381
2001,1st Quintile,Urban regions,No,0.85997,2143,2438,0.84619,0.87374
2001,1st Quintile,Rural regions,Yes,0.11554,148,1422,0.09892,0.13216
2001,1st Quintile,Rural regions,No,0.88446,1274,1422,0.86784,0.90108
2001,2nd Quintile,Urban regions,Yes,0.12388,291,2604,0.11122,0.13654
2001,2nd Quintile,Urban regions,No,0.87612,2313,2604,0.86346,0.88878
2001,2nd Quintile,Rural regions,Yes,0.12262,185,1724,0.10713,0.13810
2001,2nd Quintile,Rural regions,No,0.87738,1539,1724,0.86190,0.89287
2001,3rd Quintile,Urban regions,Yes,0.14390,367,2837,0.13098,0.15682
2001,3rd Quintile,Urban regions,No,0.85610,2470,2837,0.84318,0.86902
2001,3rd Quintile,Rural regions,Yes,0.11995,167,1687,0.10444,0.13545
2001,3rd Quintile,Rural regions,No,0.88005,1520,1687,0.86455,0.89556
2001,4th Quintile,Urban regions,Yes,0.12622,336,2986,0.11431,0.13814
2001,4th Quintile,Urban regions,No,0.87378,2650,2986,0.86186,0.88569
2001,4th Quintile,Rural regions,Yes,0.10113,145,1609,0.08639,0.11587
2001,4th Quintile,Rural regions,No,0.89887,1464,1609,0.88413,0.91361
2001,5th Quintile,Urban regions,Yes,0.11731,347,3409,0.10650,0.12811
2001,5th Quintile,Urban regions,No,0.88269,3062,3409,0.87189,0.89350
2001,5th Quintile,Rural regions,Yes,0.10914,99,1109,0.09078,0.12750
2001,5th Quintile,Rural regions,No,0.89086,1010,1109,0.87250,0.90922
2002,1st Quintile,Urban regions,Yes,0.14901,296,2157,0.13398,0.16405
2002,1st Quintile,Urban regions,No,0.85099,1861,2157,0.83595,0.86602
2002,1st Quintile,Rural regions,Yes,0.14114,170,1286,0.12210,0.16017
2002,1st Quintile,Rural regions,No,0.85886,1116,1286,0.83983,0.87790
2002,2nd Quintile,Urban regions,Yes,0.14561,303,2363,0.13139,0.15984
2002,2nd Quintile,Urban regions,No,0.85439,2060,2363,0.84016,0.86861
2002,2nd Quintile,Rural regions,Yes,0.14217,188,1539,0.12471,0.15962
2002,2nd Quintile,Rural regions,No,0.85783,1351,1539,0.84038,0.87529
2002,3rd Quintile,Urban regions,Yes,0.14821,339,2565,0.13446,0.16197
2002,3rd Quintile,Urban regions,No,0.85179,2226,2565,0.83803,0.86554
2002,3rd Quintile,Rural regions,Yes,0.11518,156,1453,0.09876,0.13160
2002,3rd Quintile,Rural regions,No,0.88482,1297,1453,0.86840,0.90124
2002,4th Quintile,Urban regions,Yes,0.13412,307,2740,0.12136,0.14688
2002,4th Quintile,Urban regions,No,0.86588,2433,2740,0.85312,0.87864
2002,4th Quintile,Rural regions,Yes,0.13526,176,1599,0.11849,0.15203
2002,4th Quintile,Rural regions,No,0.86474,1423,1599,0.84797,0.88151
2002,5th Quintile,Urban regions,Yes,0.12953,389,3665,0.11866,0.14040
2002,5th Quintile,Urban regions,No,0.87047,3276,3665,0.85960,0.88134
2002,5th Quintile,Rural regions,Yes,0.08585,91,1307,0.07066,0.10104
2002,5th Quintile,Rural regions,No,0.91415,1216,1307,0.89896,0.92934
2003,1st Quintile,Urban regions,Yes,0.14236,281,2173,0.12767,0.15706
2003,1st Quintile,Urban regions,No,0.85764,1892,2173,0.84294,0.87233
2003,1st Quintile,Rural regions,Yes,0.12008,136,1212,0.10177,0.13839
2003,1st Quintile,Rural regions,No,0.87992,1076,1212,0.86161,0.89823
2003,2nd Quintile,Urban regions,Yes,0.14371,303,2288,0.12933,0.15808
2003,2nd Quintile,Urban regions,No,0.85629,1985,2288,0.84192,0.87067
2003,2nd Quintile,Rural regions,Yes,0.14020,190,1550,0.12291,0.15749
2003,2nd Quintile,Rural regions,No,0.85980,1360,1550,0.84251,0.87709
2003,3rd Quintile,Urban regions,Yes,0.13687,310,2566,0.12357,0.15017
2003,3rd Quintile,Urban regions,No,0.86313,2256,2566,0.84983,0.87643
2003,3rd Quintile,Rural regions,Yes,0.12944,168,1488,0.11237,0.14650
2003,3rd Quintile,Rural regions,No,0.87056,1320,1488,0.85350,0.88763
2003,4th Quintile,Urban regions,Yes,0.13584,345,2898,0.12336,0.14831
2003,4th Quintile,Urban regions,No,0.86416,2553,2898,0.85169,0.87664
2003,4th Quintile,Rural regions,Yes,0.12269,175,1553,0.10637,0.13901
2003,4th Quintile,Rural regions,No,0.87731,1378,1553,0.86099,0.89363
2003,5th Quintile,Urban regions,Yes,0.12199,455,4754,0.11269,0.13130
2003,5th Quintile,Urban regions,No,0.87801,4299,4754,0.86870,0.88731
2003,5th Quintile,Rural regions,Yes,0.09851,117,1565,0.08374,0.11328
2003,5th Quintile,Rural regions,No,0.90149,1448,1565,0.88672,0.91626
2004,1st Quintile,Urban regions,Yes,0.14372,265,2057,0.12855,0.15888
2004,1st Quintile,Urban regions,No,0.85628,1792,2057,0.84112,0.87145
2004,1st Quintile,Rural regions,Yes,0.13523,147,1188,0.11578,0.15468
2004,1st Quintile,Rural regions,No,0.86477,1041,1188,0.84532,0.88422
2004,2nd Quintile,Urban regions,Yes,0.13838,303,2303,0.12427,0.15248
2004,2nd Quintile,Urban regions,No,0.86162,2000,2303,0.84752,0.87573
2004,2nd Quintile,Rural regions,Yes,0.15072,194,1464,0.13239,0.16906
2004,2nd Quintile,Rural regions,No,0.84928,1270,1464,0.83094,0.86761
2004,3rd Quintile,Urban regions,Yes,0.14363,308,2507,0.12990,0.15737
2004,3rd Quintile,Urban regions,No,0.85637,2199,2507,0.84263,0.87010
2004,3rd Quintile,Rural regions,Yes,0.14393,192,1485,0.12608,0.16179
2004,3rd Quintile,Rural regions,No,0.85607,1293,1485,0.83821,0.87392
2004,4th Quintile,Urban regions,Yes,0.15012,356,2837,0.13697,0.16326
2004,4th Quintile,Urban regions,No,0.84988,2481,2837,0.83674,0.86303
2004,4th Quintile,Rural regions,Yes,0.10715,133,1496,0.09147,0.12283
2004,4th Quintile,Rural regions,No,0.89285,1363,1496,0.87717,0.90853
2004,5th Quintile,Urban regions,Yes,0.12254,472,4605,0.11307,0.13202
2004,5th Quintile,Urban regions,No,0.87746,4133,4605,0.86798,0.88693
2004,5th Quintile,Rural regions,Yes,0.10414,129,1577,0.08906,0.11922
2004,5th Quintile,Rural regions,No,0.89586,1448,1577,0.88078,0.91094
2005,1st Quintile,Urban regions,Yes,0.14007,269,2041,0.12501,0.15513
2005,1st Quintile,Urban regions,No,0.85993,1772,2041,0.84487,0.87499
2005,1st Quintile,Rural regions,Yes,0.12558,121,1092,0.10592,0.14525
2005,1st Quintile,Rural regions,No,0.87442,971,1092,0.85475,0.89408
