year,migback,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Indirect migration background,Yes,0.04854,34,762,0.03327,0.06381
2001,Indirect migration background,No,0.95146,728,762,0.93619,0.96673
2002,No migration background,Yes,0.14145,2254,19349,0.13654,0.14637
2002,No migration background,No,0.85855,17095,19349,0.85363,0.86346
2002,Direct migration background,Yes,0.09899,261,2782,0.08789,0.11009
2002,Direct migration background,No,0.90101,2521,2782,0.88991,0.91211
2002,Indirect migration background,Yes,0.04199,31,764,0.02776,0.05622
2002,Indirect migration background,No,0.95801,733,764,0.94378,0.97224
2003,No migration background,Yes,0.14018,2200,18678,0.13520,0.14516
2003,No migration background,No,0.85982,16478,18678,0.85484,0.86480
2003,Direct migration background,Yes,0.09794,252,2602,0.08652,0.10937
2003,Direct migration background,No,0.90206,2350,2602,0.89063,0.91348
2003,Indirect migration background,No,0.96684,743,743,0.95396,0.97972
2004,No migration background,Yes,0.14428,2204,18201,0.13918,0.14939
2004,No migration background,No,0.85572,15997,18201,0.85061,0.86082
2004,Direct migration background,Yes,0.10815,265,2527,0.09604,0.12026
2004,Direct migration background,No,0.89185,2262,2527,0.87974,0.90396
2004,Indirect migration background,Yes,0.04011,31,794,0.02646,0.05377
2004,Indirect migration background,No,0.95989,763,794,0.94623,0.97354
2005,No migration background,Yes,0.14321,2172,17397,0.13800,0.14842
2005,No migration background,No,0.85679,15225,17397,0.85158,0.86200
2005,Direct migration background,Yes,0.10545,254,2351,0.09303,0.11786
2005,Direct migration background,No,0.89455,2097,2351,0.88214,0.90697
2005,Indirect migration background,No,0.96933,798,798,0.95736,0.98130
2006,No migration background,Yes,0.14674,2409,18719,0.14167,0.15181
2006,No migration background,No,0.85326,16310,18719,0.84819,0.85833
2006,Direct migration background,Yes,0.11689,274,2370,0.10395,0.12983
2006,Direct migration background,No,0.88311,2096,2370,0.87017,0.89605
2006,Indirect migration background,No,0.96736,785,785,0.95492,0.97980
2007,No migration background,Yes,0.14655,2286,17526,0.14131,0.15179
2007,No migration background,No,0.85345,15240,17526,0.84821,0.85869
2007,Direct migration background,Yes,0.11716,239,2108,0.10343,0.13090
2007,Direct migration background,No,0.88284,1869,2108,0.86910,0.89657
2007,Indirect migration background,No,0.96603,752,752,0.95307,0.97898
2008,No migration background,Yes,0.14531,2162,16566,0.13994,0.15068
2008,No migration background,No,0.85469,14404,16566,0.84932,0.86006
2008,Direct migration background,Yes,0.11258,216,1900,0.09837,0.12680
2008,Direct migration background,No,0.88742,1684,1900,0.87320,0.90163
2008,Indirect migration background,No,0.95884,733,733,0.94444,0.97323
2009,No migration background,Yes,0.14648,2086,15569,0.14092,0.15203
2009,No migration background,No,0.85352,13483,15569,0.84797,0.85908
2009,Direct migration background,Yes,0.11700,198,1655,0.10151,0.13249
2009,Direct migration background,No,0.88300,1457,1655,0.86751,0.89849
2009,Indirect migration background,No,0.96695,681,681,0.95351,0.98039
2010,No migration background,Yes,0.14658,2179,19833,0.14166,0.15150
2010,No migration background,No,0.85342,17654,19833,0.84850,0.85834
2010,Direct migration background,Yes,0.10997,221,2980,0.09874,0.12121
2010,Direct migration background,No,0.89003,2759,2980,0.87879,0.90126
2010,Indirect migration background,Yes,0.04887,41,1088,0.03605,0.06168
2010,Indirect migration background,No,0.95113,1047,1088,0.93832,0.96395
2011,No migration background,Yes,0.14735,2767,23666,0.14284,0.15187
2011,No migration background,No,0.85265,20899,23666,0.84813,0.85716
2011,Direct migration background,Yes,0.09456,260,3334,0.08463,0.10449
2011,Direct migration background,No,0.90544,3074,3334,0.89551,0.91537
2011,Indirect migration background,Yes,0.05195,55,1235,0.03957,0.06434
2011,Indirect migration background,No,0.94805,1180,1235,0.93566,0.96043
2012,No migration background,Yes,0.15377,2920,23153,0.14913,0.15842
2012,No migration background,No,0.84623,20233,23153,0.84158,0.85087
2012,Direct migration background,Yes,0.10183,271,3184,0.09132,0.11234
2012,Direct migration background,No,0.89817,2913,3184,0.88766,0.90868
2012,Indirect migration background,Yes,0.06323,60,1195,0.04943,0.07704
2012,Indirect migration background,No,0.93677,1135,1195,0.92296,0.95057
2013,No migration background,Yes,0.15054,2736,21939,0.14581,0.15527
2013,No migration background,No,0.84946,19203,21939,0.84473,0.85419
2013,Direct migration background,Yes,0.10511,449,6546,0.09768,0.11254
2013,Direct migration background,No,0.89489,6097,6546,0.88746,0.90232
2013,Indirect migration background,Yes,0.05252,77,2038,0.04284,0.06221
2013,Indirect migration background,No,0.94748,1961,2038,0.93779,0.95716
2014,No migration background,Yes,0.15830,2698,20055,0.15325,0.16335
2014,No migration background,No,0.84170,17357,20055,0.83665,0.84675
2014,Direct migration background,Yes,0.11051,413,5273,0.10205,0.11898
2014,Direct migration background,No,0.88949,4860,5273,0.88102,0.89795
2014,Indirect migration background,Yes,0.06139,68,1695,0.04996,0.07282
2014,Indirect migration background,No,0.93861,1627,1695,0.92718,0.95004
2015,No migration background,Yes,0.15714,2509,19023,0.15197,0.16232
2015,No migration background,No,0.84286,16514,19023,0.83768,0.84803
2015,Direct migration background,Yes,0.09563,358,6035,0.08821,0.10305
2015,Direct migration background,No,0.90437,5677,6035,0.89695,0.91179
2015,Indirect migration background,Yes,0.05525,64,1599,0.04405,0.06646
2015,Indirect migration background,No,0.94475,1535,1599,0.93354,0.95595
2016,No migration background,Yes,0.15548,2350,17694,0.15014,0.16082
2016,No migration background,No,0.84452,15344,17694,0.83918,0.84986
2016,Direct migration background,Yes,0.09733,343,5032,0.08914,0.10552
2016,Direct migration background,No,0.90267,4689,5032,0.89448,0.91086
2016,Indirect migration background,Yes,0.05002,61,1478,0.03891,0.06114
2016,Indirect migration background,No,0.94998,1417,1478,0.93886,0.96109
2017,No migration background,Yes,0.15159,2601,20057,0.14663,0.15656
2017,No migration background,No,0.84841,17456,20057,0.84344,0.85337
2017,Direct migration background,Yes,0.10147,361,4810,0.09293,0.11000
2017,Direct migration background,No,0.89853,4449,4810,0.89000,0.90707
2017,Indirect migration background,Yes,0.05121,83,1620,0.04047,0.06195
2017,Indirect migration background,No,0.94879,1537,1620,0.93805,0.95953
2018,No migration background,Yes,0.15167,2631,19364,0.14662,0.15672
2018,No migration background,No,0.84833,16733,19364,0.84328,0.85338
2018,Direct migration background,Yes,0.10062,371,4608,0.09194,0.10931
2018,Direct migration background,No,0.89938,4237,4608,0.89069,0.90806
2018,Indirect migration background,Yes,0.07190,102,1612,0.05928,0.08451
2018,Indirect migration background,No,0.92810,1510,1612,0.91549,0.94072
2019,No migration background,Yes,0.15149,2610,20067,0.14653,0.15645
2019,No migration background,No,0.84851,17457,20067,0.84355,0.85347
2019,Direct migration background,Yes,0.10513,311,4018,0.09565,0.11462
2019,Direct migration background,No,0.89487,3707,4018,0.88538,0.90435
2019,Indirect migration background,Yes,0.05655,85,1563,0.04509,0.06800
2019,Indirect migration background,No,0.94345,1478,1563,0.93200,0.95491
2020,No migration background,Yes,0.15065,2446,18451,0.14549,0.15581
2020,No migration background,No,0.84935,16005,18451,0.84419,0.85451
2020,Direct migration background,Yes,0.10055,393,8338,0.09409,0.10700
2020,Direct migration background,No,0.89945,7945,8338,0.89300,0.90591
2020,Indirect migration background,Yes,0.06397,89,1529,0.05170,0.07623
2020,Indirect migration background,No,0.93603,1440,1529,0.92377,0.94830
2021,No migration background,Yes,0.15339,1766,13137,0.14723,0.15955
2021,No migration background,No,0.84661,11371,13137,0.84045,0.85277
2021,Direct migration background,Yes,0.11384,342,5197,0.10521,0.12248
2021,Direct migration background,No,0.88616,4855,5197,0.87752,0.89479
2021,Indirect migration background,Yes,0.07937,58,930,0.06198,0.09675
2021,Indirect migration background,No,0.92063,872,930,0.90325,0.93802
2022,No migration background,Yes,0.14833,2242,18287,0.14318,0.15348
2022,No migration background,No,0.85167,16045,18287,0.84652,0.85682
2022,Direct migration background,Yes,0.09712,374,8101,0.09067,0.10356
2022,Direct migration background,No,0.90288,7727,8101,0.89644,0.90933
2022,Indirect migration background,Yes,0.09243,123,1453,0.07754,0.10733
2022,Indirect migration background,No,0.90757,1330,1453,0.89267,0.92246
