year,migback,sex,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Indirect migration background,male,At least once per month,0.21769,87,341,0.17382,0.26155
2001,Indirect migration background,female,At least once per week,0.69473,276,356,0.64683,0.74264
2001,Indirect migration background,female,At least once per month,0.22104,80,356,0.17787,0.26421
2005,No migration background,male,At least once per week,0.41064,3363,8349,0.40008,0.42119
2005,No migration background,male,At least once per month,0.34768,3033,8349,0.33746,0.35790
2005,No migration background,male,Seldom,0.21336,1754,8349,0.20457,0.22215
2005,No migration background,male,Never,0.02832,199,8349,0.02477,0.03188
2005,No migration background,female,At least once per week,0.42472,3874,9078,0.41455,0.43489
2005,No migration background,female,At least once per month,0.35630,3339,9078,0.34645,0.36615
2005,No migration background,female,Seldom,0.19055,1663,9078,0.18248,0.19863
2005,No migration background,female,Never,0.02843,202,9078,0.02501,0.03185
2005,Direct migration background,male,At least once per week,0.47414,559,1112,0.44478,0.50351
2005,Direct migration background,male,At least once per month,0.30632,333,1112,0.27921,0.33342
2005,Direct migration background,male,Seldom,0.18469,181,1112,0.16187,0.20751
2005,Direct migration background,male,Never,0.03485,39,1112,0.02407,0.04563
2005,Direct migration background,female,At least once per week,0.44627,617,1247,0.41867,0.47387
2005,Direct migration background,female,At least once per month,0.32085,378,1247,0.29493,0.34677
2005,Direct migration background,female,Seldom,0.19479,206,1247,0.17280,0.21678
2005,Direct migration background,female,Never,0.03808,46,1247,0.02746,0.04871
2005,Indirect migration background,male,At least once per week,0.69016,273,395,0.64449,0.73582
2005,Indirect migration background,male,At least once per month,0.19461,82,395,0.15552,0.23370
2005,Indirect migration background,male,Seldom,0.11270,40,395,0.08148,0.14393
2005,Indirect migration background,female,At least once per week,0.66150,284,419,0.61614,0.70686
2005,Indirect migration background,female,At least once per month,0.20326,89,419,0.16468,0.24184
2005,Indirect migration background,female,Seldom,0.12241,46,419,0.09099,0.15383
2007,No migration background,male,At least once per week,0.40022,3319,8387,0.38973,0.41070
2007,No migration background,male,At least once per month,0.37164,3207,8387,0.36130,0.38199
2007,No migration background,male,Seldom,0.19553,1616,8387,0.18705,0.20402
2007,No migration background,male,Never,0.03260,245,8387,0.02880,0.03641
2007,No migration background,female,At least once per week,0.42219,3877,9138,0.41207,0.43232
2007,No migration background,female,At least once per month,0.37017,3473,9138,0.36027,0.38008
2007,No migration background,female,Seldom,0.17993,1568,9138,0.17205,0.18781
2007,No migration background,female,Never,0.02770,220,9138,0.02434,0.03107
2007,Direct migration background,male,At least once per week,0.47714,488,973,0.44574,0.50854
2007,Direct migration background,male,At least once per month,0.31541,309,973,0.28620,0.34463
2007,Direct migration background,male,Seldom,0.16408,140,973,0.14080,0.18736
2007,Direct migration background,male,Never,0.04337,36,973,0.03057,0.05618
2007,Direct migration background,female,At least once per week,0.47838,571,1134,0.44930,0.50747
2007,Direct migration background,female,At least once per month,0.31579,344,1134,0.28873,0.34286
2007,Direct migration background,female,Seldom,0.16793,180,1134,0.14617,0.18970
2007,Direct migration background,female,Never,0.03789,39,1134,0.02677,0.04901
2007,Indirect migration background,male,At least once per week,0.59259,229,359,0.54169,0.64349
2007,Indirect migration background,male,At least once per month,0.24252,85,359,0.19812,0.28692
2007,Indirect migration background,male,Seldom,0.14884,45,359,0.11197,0.18571
2007,Indirect migration background,female,At least once per week,0.64851,285,405,0.60195,0.69507
2007,Indirect migration background,female,At least once per month,0.24748,88,405,0.20540,0.28956
2007,Indirect migration background,female,Seldom,0.09474,32,405,0.06618,0.12329
2009,No migration background,male,At least once per week,0.39665,2844,7456,0.38555,0.40776
2009,No migration background,male,At least once per month,0.37144,2902,7456,0.36047,0.38241
2009,No migration background,male,Seldom,0.20645,1545,7456,0.19726,0.21564
2009,No migration background,male,Never,0.02546,165,7456,0.02189,0.02904
2009,No migration background,female,At least once per week,0.39893,3197,8110,0.38827,0.40959
2009,No migration background,female,At least once per month,0.38926,3227,8110,0.37865,0.39987
2009,No migration background,female,Seldom,0.18698,1516,8110,0.17850,0.19547
2009,No migration background,female,Never,0.02483,170,8110,0.02144,0.02821
2009,Direct migration background,male,At least once per week,0.43858,337,734,0.40266,0.47451
2009,Direct migration background,male,At least once per month,0.34254,268,734,0.30819,0.37690
2009,Direct migration background,male,Seldom,0.19715,129,734,0.16835,0.22595
2009,Direct migration background,female,At least once per week,0.44081,420,868,0.40777,0.47386
2009,Direct migration background,female,At least once per month,0.30140,281,868,0.27085,0.33194
2009,Direct migration background,female,Seldom,0.22364,167,868,0.19590,0.25137
2009,Indirect migration background,male,At least once per week,0.68163,226,308,0.62952,0.73374
2009,Indirect migration background,male,At least once per month,0.22554,82,308,0.17879,0.27229
2009,Indirect migration background,female,At least once per week,0.65536,237,340,0.60476,0.70595
2009,Indirect migration background,female,At least once per month,0.26386,103,340,0.21694,0.31077
2011,No migration background,male,At least once per week,0.41590,4347,10792,0.40660,0.42520
2011,No migration background,male,At least once per month,0.34733,4019,10792,0.33835,0.35631
2011,No migration background,male,Seldom,0.20690,2097,10792,0.19925,0.21454
2011,No migration background,male,Never,0.02988,329,10792,0.02667,0.03309
2011,No migration background,female,At least once per week,0.42065,5758,12909,0.41213,0.42917
2011,No migration background,female,At least once per month,0.35936,4593,12909,0.35108,0.36763
2011,No migration background,female,Seldom,0.18484,2209,12909,0.17814,0.19153
2011,No migration background,female,Never,0.03515,349,12909,0.03198,0.03833
2011,Direct migration background,male,At least once per week,0.41827,638,1462,0.39298,0.44357
2011,Direct migration background,male,At least once per month,0.29612,476,1462,0.27271,0.31953
2011,Direct migration background,male,Seldom,0.24366,282,1462,0.22164,0.26567
2011,Direct migration background,male,Never,0.04195,66,1462,0.03167,0.05223
2011,Direct migration background,female,At least once per week,0.41980,861,1880,0.39749,0.44212
2011,Direct migration background,female,At least once per month,0.33388,624,1880,0.31256,0.35521
2011,Direct migration background,female,Seldom,0.20996,311,1880,0.19155,0.22838
2011,Direct migration background,female,Never,0.03635,84,1880,0.02789,0.04481
2011,Indirect migration background,male,At least once per week,0.58218,335,547,0.54081,0.62355
2011,Indirect migration background,male,At least once per month,0.30085,157,547,0.26238,0.33932
2011,Indirect migration background,male,Seldom,0.10788,55,547,0.08185,0.13390
2011,Indirect migration background,female,At least once per week,0.61389,417,668,0.57694,0.65084
2011,Indirect migration background,female,At least once per month,0.30015,188,668,0.26537,0.33494
2011,Indirect migration background,female,Seldom,0.07280,63,668,0.05308,0.09251
2015,No migration background,male,At least once per week,0.39899,3391,8784,0.38875,0.40923
2015,No migration background,male,At least once per month,0.36572,3360,8784,0.35565,0.37579
2015,No migration background,male,Seldom,0.20704,1774,8784,0.19857,0.21552
2015,No migration background,male,Never,0.02824,259,8784,0.02478,0.03171
2015,No migration background,female,At least once per week,0.42531,4423,10297,0.41576,0.43486
2015,No migration background,female,At least once per month,0.36880,3846,10297,0.35948,0.37812
2015,No migration background,female,Seldom,0.17609,1750,10297,0.16873,0.18345
2015,No migration background,female,Never,0.02980,278,10297,0.02652,0.03309
2015,Direct migration background,male,At least once per week,0.45969,1278,2757,0.44108,0.47829
2015,Direct migration background,male,At least once per month,0.32171,920,2757,0.30427,0.33915
2015,Direct migration background,male,Seldom,0.17346,438,2757,0.15933,0.18760
2015,Direct migration background,male,Never,0.04514,121,2757,0.03739,0.05289
2015,Direct migration background,female,At least once per week,0.44492,1536,3285,0.42792,0.46192
2015,Direct migration background,female,At least once per month,0.35105,1100,3285,0.33473,0.36737
2015,Direct migration background,female,Seldom,0.15869,512,3285,0.14619,0.17119
2015,Direct migration background,female,Never,0.04534,137,3285,0.03822,0.05246
2015,Indirect migration background,male,At least once per week,0.63386,474,726,0.59879,0.66893
2015,Indirect migration background,male,At least once per month,0.24748,183,726,0.21607,0.27890
2015,Indirect migration background,male,Seldom,0.09158,69,726,0.07059,0.11258
2015,Indirect migration background,female,At least once per week,0.64212,550,840,0.60968,0.67456
2015,Indirect migration background,female,At least once per month,0.22724,210,840,0.19889,0.25560
2015,Indirect migration background,female,Seldom,0.10534,80,840,0.08457,0.12612
2017,No migration background,male,At least once per week,0.43333,3874,9349,0.42328,0.44337
2017,No migration background,male,At least once per month,0.35640,3482,9349,0.34669,0.36611
2017,No migration background,male,Seldom,0.18493,1765,9349,0.17706,0.19280
2017,No migration background,male,Never,0.02535,228,9349,0.02216,0.02853
2017,No migration background,female,At least once per week,0.45171,4819,10729,0.44229,0.46112
2017,No migration background,female,At least once per month,0.35155,3901,10729,0.34251,0.36058
2017,No migration background,female,Seldom,0.16839,1759,10729,0.16130,0.17547
2017,No migration background,female,Never,0.02836,250,10729,0.02522,0.03150
2017,Direct migration background,male,At least once per week,0.46590,965,2130,0.44471,0.48709
2017,Direct migration background,male,At least once per month,0.32671,723,2130,0.30678,0.34663
2017,Direct migration background,male,Seldom,0.17677,374,2130,0.16056,0.19297
2017,Direct migration background,male,Never,0.03063,68,2130,0.02331,0.03795
2017,Direct migration background,female,At least once per week,0.44899,1229,2678,0.43014,0.46783
2017,Direct migration background,female,At least once per month,0.34756,909,2678,0.32952,0.36560
2017,Direct migration background,female,Seldom,0.17050,453,2678,0.15625,0.18475
2017,Direct migration background,female,Never,0.03295,87,2678,0.02619,0.03972
2017,Indirect migration background,male,At least once per week,0.60509,460,750,0.57008,0.64010
2017,Indirect migration background,male,At least once per month,0.27259,195,750,0.24070,0.30448
2017,Indirect migration background,male,Seldom,0.10098,95,750,0.07940,0.12256
2017,Indirect migration background,female,At least once per week,0.68182,549,846,0.65041,0.71322
2017,Indirect migration background,female,At least once per month,0.22841,222,846,0.20010,0.25671
2017,Indirect migration background,female,Seldom,0.07308,75,846,0.05553,0.09063
