year,migback,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Indirect migration background,Seldom,0.09321,32,395,0.06450,0.12191
1994,No migration background,At least once per week,0.35457,3315,9974,0.34518,0.36396
1994,No migration background,At least once per month,0.36320,3754,9974,0.35376,0.37264
1994,No migration background,Seldom,0.24587,2582,9974,0.23742,0.25433
1994,No migration background,Never,0.03636,323,9974,0.03268,0.04003
1994,Direct migration background,At least once per week,0.45342,1257,2344,0.43326,0.47358
1994,Direct migration background,At least once per month,0.31099,665,2344,0.29225,0.32974
1994,Direct migration background,Seldom,0.19775,347,2344,0.18162,0.21388
1994,Direct migration background,Never,0.03784,75,2344,0.03012,0.04557
1994,Indirect migration background,At least once per week,0.70078,347,481,0.65981,0.74174
1994,Indirect migration background,At least once per month,0.17640,93,481,0.14231,0.21050
1994,Indirect migration background,Seldom,0.11187,41,481,0.08367,0.14007
1996,No migration background,At least once per week,0.39496,3783,9876,0.38532,0.40461
1996,No migration background,At least once per month,0.37013,3760,9876,0.36060,0.37965
1996,No migration background,Seldom,0.21166,2144,9876,0.20361,0.21972
1996,No migration background,Never,0.02325,189,9876,0.02027,0.02622
1996,Direct migration background,At least once per week,0.51625,1481,2590,0.49700,0.53550
1996,Direct migration background,At least once per month,0.30573,744,2590,0.28799,0.32348
1996,Direct migration background,Seldom,0.14369,291,2590,0.13018,0.15721
1996,Direct migration background,Never,0.03432,74,2590,0.02731,0.04134
1996,Indirect migration background,At least once per week,0.71916,377,531,0.68090,0.75742
1996,Indirect migration background,At least once per month,0.17150,106,531,0.13941,0.20360
1996,Indirect migration background,Seldom,0.09627,48,531,0.07116,0.12138
1997,No migration background,At least once per week,0.42023,3958,9743,0.41043,0.43003
1997,No migration background,At least once per month,0.34733,3610,9743,0.33788,0.35678
1997,No migration background,Seldom,0.20717,1972,9743,0.19912,0.21521
1997,No migration background,Never,0.02527,203,9743,0.02215,0.02839
1997,Direct migration background,At least once per week,0.49627,1389,2456,0.47650,0.51605
1997,Direct migration background,At least once per month,0.30979,700,2456,0.29150,0.32808
1997,Direct migration background,Seldom,0.16073,291,2456,0.14620,0.17526
1997,Direct migration background,Never,0.03321,76,2456,0.02612,0.04030
1997,Indirect migration background,At least once per week,0.68854,403,557,0.65005,0.72703
1997,Indirect migration background,At least once per month,0.19410,105,557,0.16123,0.22698
1997,Indirect migration background,Seldom,0.10759,49,557,0.08183,0.13335
1999,No migration background,At least once per week,0.38819,4145,10822,0.37901,0.39738
1999,No migration background,At least once per month,0.35852,4020,10822,0.34948,0.36756
1999,No migration background,Seldom,0.22686,2425,10822,0.21897,0.23476
1999,No migration background,Never,0.02642,232,10822,0.02340,0.02944
1999,Direct migration background,At least once per week,0.43802,1069,2194,0.41725,0.45878
1999,Direct migration background,At least once per month,0.35898,738,2194,0.33890,0.37906
1999,Direct migration background,Seldom,0.17208,336,2194,0.15628,0.18787
1999,Direct migration background,Never,0.03093,51,2194,0.02368,0.03818
1999,Indirect migration background,At least once per week,0.68021,406,595,0.64270,0.71772
1999,Indirect migration background,At least once per month,0.22912,140,595,0.19532,0.26292
1999,Indirect migration background,Seldom,0.08336,49,595,0.06113,0.10559
2001,No migration background,At least once per week,0.42004,7531,18147,0.41286,0.42722
2001,No migration background,At least once per month,0.35310,6618,18147,0.34615,0.36006
2001,No migration background,Seldom,0.19349,3451,18147,0.18774,0.19923
2001,No migration background,Never,0.03337,547,18147,0.03076,0.03598
2001,Direct migration background,At least once per week,0.48128,1500,2901,0.46310,0.49947
2001,Direct migration background,At least once per month,0.30298,853,2901,0.28626,0.31971
2001,Direct migration background,Seldom,0.17039,426,2901,0.15671,0.18407
2001,Direct migration background,Never,0.04534,122,2901,0.03777,0.05292
2001,Indirect migration background,At least once per week,0.68129,530,749,0.64789,0.71468
2001,Indirect migration background,At least once per month,0.21938,167,749,0.18972,0.24904
2001,Indirect migration background,Seldom,0.08073,52,749,0.06121,0.10025
2005,No migration background,At least once per week,0.41787,7237,17427,0.41055,0.42519
2005,No migration background,At least once per month,0.35211,6372,17427,0.34502,0.35920
2005,No migration background,Seldom,0.20165,3417,17427,0.19569,0.20760
2005,No migration background,Never,0.02838,401,17427,0.02591,0.03084
2005,Direct migration background,At least once per week,0.45959,1176,2359,0.43947,0.47971
2005,Direct migration background,At least once per month,0.31391,711,2359,0.29518,0.33264
2005,Direct migration background,Seldom,0.18996,387,2359,0.17413,0.20580
2005,Direct migration background,Never,0.03654,85,2359,0.02897,0.04411
2005,Indirect migration background,At least once per week,0.67598,557,814,0.64381,0.70815
2005,Indirect migration background,At least once per month,0.19889,171,814,0.17145,0.22633
2005,Indirect migration background,Seldom,0.11750,86,814,0.09537,0.13964
2007,No migration background,At least once per week,0.41148,7196,17525,0.40419,0.41876
2007,No migration background,At least once per month,0.37089,6680,17525,0.36374,0.37804
2007,No migration background,Seldom,0.18754,3184,17525,0.18176,0.19332
2007,No migration background,Never,0.03009,465,17525,0.02756,0.03262
2007,Direct migration background,At least once per week,0.47779,1059,2107,0.45646,0.49913
2007,Direct migration background,At least once per month,0.31561,653,2107,0.29576,0.33546
2007,Direct migration background,Seldom,0.16611,320,2107,0.15021,0.18200
2007,Direct migration background,Never,0.04049,75,2107,0.03207,0.04890
2007,Indirect migration background,At least once per week,0.62085,514,764,0.58642,0.65527
2007,Indirect migration background,At least once per month,0.24503,173,764,0.21451,0.27554
2007,Indirect migration background,Seldom,0.12150,77,764,0.09832,0.14468
2009,No migration background,At least once per week,0.39782,6041,15566,0.39013,0.40550
2009,No migration background,At least once per month,0.38055,6129,15566,0.37292,0.38818
2009,No migration background,Seldom,0.19650,3061,15566,0.19025,0.20274
2009,No migration background,Never,0.02514,335,15566,0.02268,0.02760
2009,Direct migration background,At least once per week,0.43977,757,1649,0.41581,0.46374
2009,Direct migration background,At least once per month,0.32060,549,1649,0.29807,0.34313
2009,Direct migration background,Seldom,0.21128,296,1649,0.19157,0.23098
2009,Direct migration background,Never,0.02835,47,1649,0.02034,0.03636
2009,Indirect migration background,At least once per week,0.66838,463,699,0.63346,0.70331
2009,Indirect migration background,At least once per month,0.24486,185,699,0.21296,0.27676
2009,Indirect migration background,Seldom,0.06356,51,699,0.04546,0.08166
2011,No migration background,At least once per week,0.41834,10105,23701,0.41205,0.42462
2011,No migration background,At least once per month,0.35350,8612,23701,0.34741,0.35958
2011,No migration background,Seldom,0.19558,4306,23701,0.19053,0.20063
2011,No migration background,Never,0.03258,678,23701,0.03032,0.03484
2011,Direct migration background,At least once per week,0.41910,1499,3342,0.40237,0.43583
2011,Direct migration background,At least once per month,0.31660,1100,3342,0.30083,0.33237
2011,Direct migration background,Seldom,0.22538,593,3342,0.21121,0.23955
2011,Direct migration background,Never,0.03891,150,3342,0.03236,0.04547
2011,Indirect migration background,At least once per week,0.59735,752,1215,0.56976,0.62494
2011,Indirect migration background,At least once per month,0.30052,345,1215,0.27473,0.32631
2011,Indirect migration background,Seldom,0.09109,118,1215,0.07490,0.10728
2015,No migration background,At least once per week,0.41249,7814,19081,0.40551,0.41948
2015,No migration background,At least once per month,0.36730,7206,19081,0.36046,0.37414
2015,No migration background,Seldom,0.19116,3524,19081,0.18558,0.19674
2015,No migration background,Never,0.02904,537,19081,0.02666,0.03142
2015,Direct migration background,At least once per week,0.45214,2814,6042,0.43959,0.46470
2015,Direct migration background,At least once per month,0.33670,2020,6042,0.32478,0.34861
2015,Direct migration background,Seldom,0.16592,950,6042,0.15654,0.17530
2015,Direct migration background,Never,0.04524,258,6042,0.04000,0.05048
2015,Indirect migration background,At least once per week,0.63776,1024,1599,0.61419,0.66133
2015,Indirect migration background,At least once per month,0.23792,393,1599,0.21704,0.25880
2015,Indirect migration background,Seldom,0.09808,149,1599,0.08350,0.11267
2015,Indirect migration background,Never,0.02624,33,1599,0.01840,0.03407
2017,No migration background,At least once per week,0.44267,8693,20078,0.43580,0.44954
2017,No migration background,At least once per month,0.35393,7383,20078,0.34732,0.36055
2017,No migration background,Seldom,0.17652,3524,20078,0.17125,0.18179
2017,No migration background,Never,0.02688,478,20078,0.02464,0.02912
2017,Direct migration background,At least once per week,0.45691,2194,4808,0.44283,0.47099
2017,Direct migration background,At least once per month,0.33779,1632,4808,0.32442,0.35116
2017,Direct migration background,Seldom,0.17344,827,4808,0.16273,0.18414
2017,Direct migration background,Never,0.03186,155,4808,0.02690,0.03683
2017,Indirect migration background,At least once per week,0.64124,1009,1596,0.61770,0.66478
2017,Indirect migration background,At least once per month,0.25178,417,1596,0.23047,0.27308
2017,Indirect migration background,Seldom,0.08784,170,1596,0.07395,0.10173
