,Unnamed: 0,year,age_gr,quintil_oecd,pli0094_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
58,58,1985,66 and older,4th Quintile,At least once per month,0.29393,56,10628,0.27546,0.31779
59,59,1985,66 and older,4th Quintile,Seldom,0.26812,49,10628,0.25129,0.29099
60,60,1985,66 and older,5th Quintile,At least once per week,0.45516,68,10628,0.42279,0.48153
61,61,1985,66 and older,5th Quintile,At least once per month,0.30558,47,10628,0.27467,0.33483
62,62,1985,66 and older,5th Quintile,Seldom,0.23927,35,10628,0.22051,0.25999
63,63,1986,17-29 y.,1st Quintile,At least once per week,0.63402,418,10283,0.58361,0.69006
64,64,1986,17-29 y.,1st Quintile,At least once per month,0.25348,160,10283,0.22919,0.27712
65,65,1986,17-29 y.,1st Quintile,Seldom,0.1125,72,10283,0.09493,0.13001
66,66,1986,17-29 y.,2nd Quintile,At least once per week,0.63624,373,10283,0.58553,0.68227
67,67,1986,17-29 y.,2nd Quintile,At least once per month,0.24041,141,10283,0.21425,0.26752
68,68,1986,17-29 y.,2nd Quintile,Seldom,0.12335,75,10283,0.10695,0.14136
69,69,1986,17-29 y.,3rd Quintile,At least once per week,0.67901,416,10283,0.64186,0.71927
70,70,1986,17-29 y.,3rd Quintile,At least once per month,0.21613,124,10283,0.19846,0.24128
71,71,1986,17-29 y.,3rd Quintile,Seldom,0.10486,58,10283,0.08973,0.11768
72,72,1986,17-29 y.,4th Quintile,At least once per week,0.75382,494,10283,0.72182,0.79335
73,73,1986,17-29 y.,4th Quintile,At least once per month,0.18558,120,10283,0.16526,0.20235
74,74,1986,17-29 y.,4th Quintile,Seldom,0.0606,40,10283,0.04882,0.07383
75,75,1986,17-29 y.,5th Quintile,At least once per week,0.68771,340,10283,0.64905,0.71559
76,76,1986,17-29 y.,5th Quintile,At least once per month,0.22407,114,10283,0.20506,0.24162
77,77,1986,17-29 y.,5th Quintile,Seldom,0.08822,41,10283,0.07883,0.09847
78,78,1986,30-45 y.,1st Quintile,At least once per week,0.38859,244,10283,0.35313,0.42534
79,79,1986,30-45 y.,1st Quintile,At least once per month,0.34358,205,10283,0.31501,0.37798
80,80,1986,30-45 y.,1st Quintile,Seldom,0.26783,124,10283,0.24065,0.29186
81,81,1986,30-45 y.,2nd Quintile,At least once per week,0.34916,275,10283,0.31996,0.38306
82,82,1986,30-45 y.,2nd Quintile,At least once per month,0.43338,272,10283,0.40302,0.45981
83,83,1986,30-45 y.,2nd Quintile,Seldom,0.21746,126,10283,0.1977,0.23507
84,84,1986,30-45 y.,3rd Quintile,At least once per week,0.39755,283,10283,0.3665,0.42359
85,85,1986,30-45 y.,3rd Quintile,At least once per month,0.40949,247,10283,0.38416,0.43538
86,86,1986,30-45 y.,3rd Quintile,Seldom,0.19296,115,10283,0.17514,0.20697
87,87,1986,30-45 y.,4th Quintile,At least once per week,0.41387,274,10283,0.38416,0.44773
88,88,1986,30-45 y.,4th Quintile,At least once per month,0.37868,225,10283,0.35621,0.40393
89,89,1986,30-45 y.,4th Quintile,Seldom,0.20746,124,10283,0.18821,0.22734
90,90,1986,30-45 y.,5th Quintile,At least once per week,0.42519,290,10283,0.40037,0.45106
91,91,1986,30-45 y.,5th Quintile,At least once per month,0.43354,291,10283,0.41064,0.45628
92,92,1986,30-45 y.,5th Quintile,Seldom,0.14128,89,10283,0.13169,0.15312
93,93,1986,46-65 y.,1st Quintile,At least once per week,0.27374,185,10283,0.23857,0.30769
94,94,1986,46-65 y.,1st Quintile,At least once per month,0.36859,190,10283,0.33847,0.39858
95,95,1986,46-65 y.,1st Quintile,Seldom,0.28311,134,10283,0.25903,0.30657
96,96,1986,46-65 y.,1st Quintile,Never,0.07456,41,10283,0.05866,0.09036
97,97,1986,46-65 y.,2nd Quintile,At least once per week,0.23739,151,10283,0.20954,0.26649
98,98,1986,46-65 y.,2nd Quintile,At least once per month,0.44767,215,10283,0.41993,0.47532
99,99,1986,46-65 y.,2nd Quintile,Seldom,0.31494,139,10283,0.29128,0.34431
100,100,1986,46-65 y.,3rd Quintile,At least once per week,0.25409,194,10283,0.22865,0.28192
101,101,1986,46-65 y.,3rd Quintile,At least once per month,0.4083,240,10283,0.38293,0.43198
102,102,1986,46-65 y.,3rd Quintile,Seldom,0.28077,153,10283,0.26359,0.29573
103,103,1986,46-65 y.,3rd Quintile,Never,0.05684,32,10283,0.04268,0.06849
104,104,1986,46-65 y.,4th Quintile,At least once per week,0.28712,247,10283,0.2629,0.31026
105,105,1986,46-65 y.,4th Quintile,At least once per month,0.41507,282,10283,0.39474,0.4344
106,106,1986,46-65 y.,4th Quintile,Seldom,0.29781,191,10283,0.2806,0.3123
107,107,1986,46-65 y.,5th Quintile,At least once per week,0.3136,244,10283,0.29209,0.33505
108,108,1986,46-65 y.,5th Quintile,At least once per month,0.39755,294,10283,0.38117,0.41316
109,109,1986,46-65 y.,5th Quintile,Seldom,0.28885,208,10283,0.27595,0.30311
110,110,1986,66 and older,1st Quintile,At least once per week,0.32917,82,10283,0.30908,0.3507
111,111,1986,66 and older,1st Quintile,At least once per month,0.28988,74,10283,0.27439,0.30774
112,112,1986,66 and older,1st Quintile,Seldom,0.24122,62,10283,0.21922,0.25724
113,113,1986,66 and older,1st Quintile,Never,0.13973,35,10283,0.12953,0.14966
114,114,1986,66 and older,2nd Quintile,At least once per week,0.25463,62,10283,0.23471,0.27291
115,115,1986,66 and older,2nd Quintile,At least once per month,0.34322,81,10283,0.3215,0.36256
116,116,1986,66 and older,2nd Quintile,Seldom,0.28503,73,10283,0.26085,0.3063
117,117,1986,66 and older,2nd Quintile,Never,0.11712,31,10283,0.10346,0.12956
118,118,1986,66 and older,3rd Quintile,At least once per week,0.37367,66,10283,0.34704,0.40126
119,119,1986,66 and older,3rd Quintile,At least once per month,0.33403,74,10283,0.31144,0.35875
120,120,1986,66 and older,3rd Quintile,Seldom,0.2923,57,10283,0.26594,0.32263
121,121,1986,66 and older,4th Quintile,At least once per week,0.35892,46,10283,0.32166,0.40264
122,122,1986,66 and older,4th Quintile,At least once per month,0.40644,52,10283,0.37622,0.44158
123,123,1986,66 and older,4th Quintile,Seldom,0.23464,34,10283,0.20021,0.26061
124,124,1986,66 and older,5th Quintile,At least once per week,0.37183,48,10283,0.32885,0.41541
125,125,1986,66 and older,5th Quintile,At least once per month,0.34537,51,10283,0.31271,0.377
126,126,1986,66 and older,5th Quintile,Seldom,0.2828,45,10283,0.25545,0.31219
127,127,1988,17-29 y.,1st Quintile,At least once per week,0.67122,409,9686,0.59575,0.73349
128,128,1988,17-29 y.,1st Quintile,At least once per month,0.18903,120,9686,0.1655,0.21443
129,129,1988,17-29 y.,1st Quintile,Seldom,0.13974,81,9686,0.11652,0.16406
130,130,1988,17-29 y.,2nd Quintile,At least once per week,0.67691,388,9686,0.61273,0.73537
131,131,1988,17-29 y.,2nd Quintile,At least once per month,0.22201,120,9686,0.1938,0.25436
132,132,1988,17-29 y.,2nd Quintile,Seldom,0.10109,50,9686,0.08442,0.12051
133,133,1988,17-29 y.,3rd Quintile,At least once per week,0.70344,424,9686,0.66026,0.75102
134,134,1988,17-29 y.,3rd Quintile,At least once per month,0.21254,131,9686,0.18583,0.23655
135,135,1988,17-29 y.,3rd Quintile,Seldom,0.08402,41,9686,0.07234,0.0962
136,136,1988,17-29 y.,4th Quintile,At least once per week,0.71781,445,9686,0.66455,0.76664
137,137,1988,17-29 y.,4th Quintile,At least once per month,0.20693,127,9686,0.18517,0.23036
138,138,1988,17-29 y.,4th Quintile,Seldom,0.07526,44,9686,0.06163,0.0899
139,139,1988,17-29 y.,5th Quintile,At least once per week,0.71373,317,9686,0.67016,0.75958
140,140,1988,17-29 y.,5th Quintile,At least once per month,0.20337,84,9686,0.18199,0.22361
141,141,1988,17-29 y.,5th Quintile,Seldom,0.0829,33,9686,0.07427,0.09302
142,142,1988,30-45 y.,1st Quintile,At least once per week,0.42403,249,9686,0.38341,0.46647
143,143,1988,30-45 y.,1st Quintile,At least once per month,0.32726,174,9686,0.29734,0.35503
144,144,1988,30-45 y.,1st Quintile,Seldom,0.24872,96,9686,0.22141,0.27524
145,145,1988,30-45 y.,2nd Quintile,At least once per week,0.35484,271,9686,0.32157,0.38791
146,146,1988,30-45 y.,2nd Quintile,At least once per month,0.4907,271,9686,0.45803,0.52085
147,147,1988,30-45 y.,2nd Quintile,Seldom,0.15446,89,9686,0.13308,0.17229
148,148,1988,30-45 y.,3rd Quintile,At least once per week,0.48136,293,9686,0.44268,0.5161
149,149,1988,30-45 y.,3rd Quintile,At least once per month,0.35633,198,9686,0.33431,0.38095
150,150,1988,30-45 y.,3rd Quintile,Seldom,0.16231,91,9686,0.14494,0.17929
151,151,1988,30-45 y.,4th Quintile,At least once per week,0.45915,260,9686,0.42191,0.4966
152,152,1988,30-45 y.,4th Quintile,At least once per month,0.35137,190,9686,0.32406,0.37717
153,153,1988,30-45 y.,4th Quintile,Seldom,0.18948,99,9686,0.16881,0.20683
154,154,1988,30-45 y.,5th Quintile,At least once per week,0.48332,289,9686,0.4565,0.51159
155,155,1988,30-45 y.,5th Quintile,At least once per month,0.38424,228,9686,0.36385,0.40425
156,156,1988,30-45 y.,5th Quintile,Seldom,0.13244,84,9686,0.11976,0.143
157,157,1988,46-65 y.,1st Quintile,At least once per week,0.27852,196,9686,0.23891,0.31738
158,158,1988,46-65 y.,1st Quintile,At least once per month,0.3309,153,9686,0.29931,0.36041
159,159,1988,46-65 y.,1st Quintile,Seldom,0.28393,116,9686,0.25923,0.30893
160,160,1988,46-65 y.,1st Quintile,Never,0.10665,42,9686,0.09009,0.12822
161,161,1988,46-65 y.,2nd Quintile,At least once per week,0.30635,178,9686,0.26428,0.3445
162,162,1988,46-65 y.,2nd Quintile,At least once per month,0.41385,194,9686,0.37883,0.4513
163,163,1988,46-65 y.,2nd Quintile,Seldom,0.2798,118,9686,0.25337,0.30457
164,164,1988,46-65 y.,3rd Quintile,At least once per week,0.3017,216,9686,0.27969,0.32681
165,165,1988,46-65 y.,3rd Quintile,At least once per month,0.43763,241,9686,0.40853,0.46674
166,166,1988,46-65 y.,3rd Quintile,Seldom,0.26066,135,9686,0.24249,0.27988
167,167,1988,46-65 y.,4th Quintile,At least once per week,0.32525,269,9686,0.29785,0.34618
168,168,1988,46-65 y.,4th Quintile,At least once per month,0.40941,269,9686,0.38805,0.43394
169,169,1988,46-65 y.,4th Quintile,Seldom,0.26534,169,9686,0.25026,0.28273
170,170,1988,46-65 y.,5th Quintile,At least once per week,0.31675,247,9686,0.29781,0.3382
171,171,1988,46-65 y.,5th Quintile,At least once per month,0.4231,279,9686,0.40687,0.43835
172,172,1988,46-65 y.,5th Quintile,Seldom,0.26016,182,9686,0.24646,0.27361
173,173,1988,66 and older,1st Quintile,At least once per week,0.30483,81,9686,0.28747,0.3212
174,174,1988,66 and older,1st Quintile,At least once per month,0.27841,79,9686,0.26003,0.29551
175,175,1988,66 and older,1st Quintile,Seldom,0.26798,76,9686,0.25169,0.28923
176,176,1988,66 and older,1st Quintile,Never,0.14877,42,9686,0.13451,0.16277
177,177,1988,66 and older,2nd Quintile,At least once per week,0.34317,86,9686,0.31725,0.36792
178,178,1988,66 and older,2nd Quintile,At least once per month,0.28776,80,9686,0.26413,0.30841
179,179,1988,66 and older,2nd Quintile,Seldom,0.23097,61,9686,0.21541,0.2466
180,180,1988,66 and older,2nd Quintile,Never,0.1381,34,9686,0.1256,0.15541
181,181,1988,66 and older,3rd Quintile,At least once per week,0.26113,42,9686,0.22955,0.29447
182,182,1988,66 and older,3rd Quintile,At least once per month,0.40103,68,9686,0.36727,0.43491
183,183,1988,66 and older,3rd Quintile,Seldom,0.33785,51,9686,0.31752,0.35981
184,184,1988,66 and older,4th Quintile,At least once per week,0.32155,46,9686,0.28947,0.35242
185,185,1988,66 and older,4th Quintile,At least once per month,0.42714,58,9686,0.39271,0.46179
186,186,1988,66 and older,4th Quintile,Seldom,0.25131,32,9686,0.22512,0.28212
187,187,1988,66 and older,5th Quintile,At least once per week,0.37328,57,9686,0.33699,0.4135
188,188,1988,66 and older,5th Quintile,At least once per month,0.41064,61,9686,0.38177,0.43291
189,189,1988,66 and older,5th Quintile,Seldom,0.21608,32,9686,0.19591,0.23729
190,190,1992,17-29 y.,1st Quintile,At least once per week,0.56836,375,12902,0.51898,0.61473
191,191,1992,17-29 y.,1st Quintile,At least once per month,0.28557,203,12902,0.25873,0.31223
192,192,1992,17-29 y.,1st Quintile,Seldom,0.14608,102,12902,0.12742,0.16509
193,193,1992,17-29 y.,2nd Quintile,At least once per week,0.58659,481,12902,0.54463,0.63776
194,194,1992,17-29 y.,2nd Quintile,At least once per month,0.29977,229,12902,0.26757,0.33091
195,195,1992,17-29 y.,2nd Quintile,Seldom,0.11365,91,12902,0.10051,0.13073
196,196,1992,17-29 y.,3rd Quintile,At least once per week,0.67885,508,12902,0.63285,0.726
197,197,1992,17-29 y.,3rd Quintile,At least once per month,0.2264,165,12902,0.19864,0.25082
198,198,1992,17-29 y.,3rd Quintile,Seldom,0.09475,77,12902,0.08058,0.10944
199,199,1992,17-29 y.,4th Quintile,At least once per week,0.68936,489,12902,0.64357,0.73847
200,200,1992,17-29 y.,4th Quintile,At least once per month,0.22471,180,12902,0.19947,0.24824
201,201,1992,17-29 y.,4th Quintile,Seldom,0.08593,59,12902,0.06892,0.10133
202,202,1992,17-29 y.,5th Quintile,At least once per week,0.66502,374,12902,0.62581,0.71131
203,203,1992,17-29 y.,5th Quintile,At least once per month,0.27012,143,12902,0.23819,0.30536
204,204,1992,17-29 y.,5th Quintile,Seldom,0.06486,42,12902,0.05517,0.07962
205,205,1992,30-45 y.,1st Quintile,At least once per week,0.33028,232,12902,0.29299,0.366
206,206,1992,30-45 y.,1st Quintile,At least once per month,0.39393,316,12902,0.36632,0.42327
207,207,1992,30-45 y.,1st Quintile,Seldom,0.27579,245,12902,0.25225,0.30169
208,208,1992,30-45 y.,2nd Quintile,At least once per week,0.31382,294,12902,0.28678,0.3419
209,209,1992,30-45 y.,2nd Quintile,At least once per month,0.45578,442,12902,0.43057,0.48207
210,210,1992,30-45 y.,2nd Quintile,Seldom,0.2304,259,12902,0.21006,0.24848
211,211,1992,30-45 y.,3rd Quintile,At least once per week,0.37191,323,12902,0.34548,0.40222
212,212,1992,30-45 y.,3rd Quintile,At least once per month,0.42513,366,12902,0.39576,0.46204
213,213,1992,30-45 y.,3rd Quintile,Seldom,0.20296,182,12902,0.18544,0.2264
214,214,1992,30-45 y.,4th Quintile,At least once per week,0.43584,312,12902,0.40698,0.46896
215,215,1992,30-45 y.,4th Quintile,At least once per month,0.39752,313,12902,0.36543,0.42612
216,216,1992,30-45 y.,4th Quintile,Seldom,0.16664,131,12902,0.1482,0.18594
217,217,1992,30-45 y.,5th Quintile,At least once per week,0.42379,313,12902,0.39378,0.45431
218,218,1992,30-45 y.,5th Quintile,At least once per month,0.41187,302,12902,0.38833,0.43792
219,219,1992,30-45 y.,5th Quintile,Seldom,0.16435,116,12902,0.14721,0.18254
220,220,1992,46-65 y.,1st Quintile,At least once per week,0.2338,194,12902,0.20965,0.26231
221,221,1992,46-65 y.,1st Quintile,At least once per month,0.35732,265,12902,0.33398,0.37935
222,222,1992,46-65 y.,1st Quintile,Seldom,0.32018,234,12902,0.29648,0.34612
223,223,1992,46-65 y.,1st Quintile,Never,0.0887,55,12902,0.07254,0.10611
224,224,1992,46-65 y.,2nd Quintile,At least once per week,0.27316,202,12902,0.24418,0.30505
225,225,1992,46-65 y.,2nd Quintile,At least once per month,0.41857,268,12902,0.3869,0.4542
226,226,1992,46-65 y.,2nd Quintile,Seldom,0.30826,219,12902,0.28378,0.33514
227,227,1992,46-65 y.,3rd Quintile,At least once per week,0.25112,211,12902,0.2216,0.28113
228,228,1992,46-65 y.,3rd Quintile,At least once per month,0.4156,290,12902,0.3892,0.45012
229,229,1992,46-65 y.,3rd Quintile,Seldom,0.33328,237,12902,0.30407,0.3624
230,230,1992,46-65 y.,4th Quintile,At least once per week,0.30458,294,12902,0.28297,0.33129
231,231,1992,46-65 y.,4th Quintile,At least once per month,0.44055,358,12902,0.41629,0.466
232,232,1992,46-65 y.,4th Quintile,Seldom,0.25487,215,12902,0.2359,0.28035
233,233,1992,46-65 y.,5th Quintile,At least once per week,0.28203,255,12902,0.26224,0.30202
234,234,1992,46-65 y.,5th Quintile,At least once per month,0.45385,376,12902,0.43186,0.4752
235,235,1992,46-65 y.,5th Quintile,Seldom,0.26412,217,12902,0.24572,0.27945
236,236,1992,66 and older,1st Quintile,At least once per week,0.29753,137,12902,0.27421,0.32023
237,237,1992,66 and older,1st Quintile,At least once per month,0.27094,146,12902,0.25144,0.29211
238,238,1992,66 and older,1st Quintile,Seldom,0.25815,140,12902,0.23407,0.28597
239,239,1992,66 and older,1st Quintile,Never,0.17338,81,12902,0.15281,0.19142
240,240,1992,66 and older,2nd Quintile,At least once per week,0.34305,82,12902,0.30961,0.37734
241,241,1992,66 and older,2nd Quintile,At least once per month,0.37876,106,12902,0.34635,0.41104
242,242,1992,66 and older,2nd Quintile,Seldom,0.27819,75,12902,0.24451,0.30706
243,243,1992,66 and older,3rd Quintile,At least once per week,0.3928,78,12902,0.34293,0.43775
244,244,1992,66 and older,3rd Quintile,At least once per month,0.41989,84,12902,0.39127,0.45489
245,245,1992,66 and older,3rd Quintile,Seldom,0.1873,41,12902,0.15911,0.21436
246,246,1992,66 and older,4th Quintile,At least once per week,0.37905,80,12902,0.33394,0.4142
247,247,1992,66 and older,4th Quintile,At least once per month,0.36925,74,12902,0.33787,0.40644
248,248,1992,66 and older,4th Quintile,Seldom,0.2517,49,12902,0.22891,0.27279
249,249,1992,66 and older,5th Quintile,At least once per week,0.42072,68,12902,0.38013,0.47083
250,250,1992,66 and older,5th Quintile,At least once per month,0.35006,63,12902,0.31274,0.39102
251,251,1992,66 and older,5th Quintile,Seldom,0.22922,44,12902,0.20072,0.25631
252,252,1994,17-29 y.,1st Quintile,At least once per week,0.63279,418,12551,0.58145,0.68306
253,253,1994,17-29 y.,1st Quintile,At least once per month,0.2305,161,12551,0.20547,0.25892
254,254,1994,17-29 y.,1st Quintile,Seldom,0.1367,89,12551,0.1205,0.15591
255,255,1994,17-29 y.,2nd Quintile,At least once per week,0.64091,432,12551,0.59529,0.69697
256,256,1994,17-29 y.,2nd Quintile,At least once per month,0.24365,180,12551,0.2212,0.26857
257,257,1994,17-29 y.,2nd Quintile,Seldom,0.11544,78,12551,0.09245,0.14011
258,258,1994,17-29 y.,3rd Quintile,At least once per week,0.61749,422,12551,0.56389,0.66682
259,259,1994,17-29 y.,3rd Quintile,At least once per month,0.27423,203,12551,0.25269,0.29636
260,260,1994,17-29 y.,3rd Quintile,Seldom,0.10828,79,12551,0.08975,0.12682
261,261,1994,17-29 y.,4th Quintile,At least once per week,0.66343,455,12551,0.6194,0.71701
262,262,1994,17-29 y.,4th Quintile,At least once per month,0.26428,199,12551,0.24285,0.2911
263,263,1994,17-29 y.,4th Quintile,Seldom,0.07229,59,12551,0.06003,0.08489
264,264,1994,17-29 y.,5th Quintile,At least once per week,0.66926,329,12551,0.6189,0.72518
265,265,1994,17-29 y.,5th Quintile,At least once per month,0.25164,136,12551,0.21884,0.29004
266,266,1994,17-29 y.,5th Quintile,Seldom,0.0791,43,12551,0.06368,0.09541
267,267,1994,30-45 y.,1st Quintile,At least once per week,0.33374,216,12551,0.29502,0.37455
268,268,1994,30-45 y.,1st Quintile,At least once per month,0.37021,263,12551,0.33293,0.40437
269,269,1994,30-45 y.,1st Quintile,Seldom,0.25909,210,12551,0.22945,0.29853
270,270,1994,30-45 y.,1st Quintile,Never,0.03696,33,12551,0.0272,0.04791
271,271,1994,30-45 y.,2nd Quintile,At least once per week,0.32218,282,12551,0.29402,0.35147
272,272,1994,30-45 y.,2nd Quintile,At least once per month,0.4389,391,12551,0.41264,0.47688
273,273,1994,30-45 y.,2nd Quintile,Seldom,0.23892,248,12551,0.21662,0.26283
274,274,1994,30-45 y.,3rd Quintile,At least once per week,0.34592,300,12551,0.31825,0.37939
275,275,1994,30-45 y.,3rd Quintile,At least once per month,0.44145,417,12551,0.41903,0.4736
276,276,1994,30-45 y.,3rd Quintile,Seldom,0.21263,214,12551,0.19126,0.2355
277,277,1994,30-45 y.,4th Quintile,At least once per week,0.36356,272,12551,0.32376,0.39711
278,278,1994,30-45 y.,4th Quintile,At least once per month,0.39957,316,12551,0.37265,0.43111
279,279,1994,30-45 y.,4th Quintile,Seldom,0.23688,166,12551,0.2123,0.26382
280,280,1994,30-45 y.,5th Quintile,At least once per week,0.41897,314,12551,0.38558,0.45077
281,281,1994,30-45 y.,5th Quintile,At least once per month,0.44491,328,12551,0.41569,0.48952
282,282,1994,30-45 y.,5th Quintile,Seldom,0.13612,120,12551,0.1194,0.15217
283,283,1994,46-65 y.,1st Quintile,At least once per week,0.28666,211,12551,0.25754,0.32984
284,284,1994,46-65 y.,1st Quintile,At least once per month,0.33656,226,12551,0.30775,0.37149
285,285,1994,46-65 y.,1st Quintile,Seldom,0.30737,212,12551,0.28212,0.33494
286,286,1994,46-65 y.,1st Quintile,Never,0.06941,43,12551,0.05493,0.08886
287,287,1994,46-65 y.,2nd Quintile,At least once per week,0.21515,162,12551,0.19208,0.2364
288,288,1994,46-65 y.,2nd Quintile,At least once per month,0.40141,251,12551,0.36653,0.43031
289,289,1994,46-65 y.,2nd Quintile,Seldom,0.38344,223,12551,0.35175,0.41566
290,290,1994,46-65 y.,3rd Quintile,At least once per week,0.25424,208,12551,0.22878,0.28189
291,291,1994,46-65 y.,3rd Quintile,At least once per month,0.35155,264,12551,0.3232,0.37849
292,292,1994,46-65 y.,3rd Quintile,Seldom,0.35112,260,12551,0.31786,0.37737
293,293,1994,46-65 y.,3rd Quintile,Never,0.0431,32,12551,0.03104,0.0531
294,294,1994,46-65 y.,4th Quintile,At least once per week,0.2493,215,12551,0.22661,0.27488
295,295,1994,46-65 y.,4th Quintile,At least once per month,0.40397,327,12551,0.38035,0.43176
296,296,1994,46-65 y.,4th Quintile,Seldom,0.34673,260,12551,0.32384,0.37306
297,297,1994,46-65 y.,5th Quintile,At least once per week,0.28697,248,12551,0.26334,0.30912
