,Unnamed: 0,year,age_gr,sex,pli0094_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
132,132,1992,46-65 y.,male,Never,0.04198,78,13174,0.03417,0.05046
133,133,1992,46-65 y.,female,At least once per week,0.26786,556,13174,0.25041,0.28378
134,134,1992,46-65 y.,female,At least once per month,0.42155,784,13174,0.40473,0.43764
135,135,1992,46-65 y.,female,Seldom,0.26963,547,13174,0.25671,0.28337
136,136,1992,46-65 y.,female,Never,0.04095,78,13174,0.0344,0.04712
137,137,1992,66 and older,male,At least once per week,0.27923,150,13174,0.25853,0.29794
138,138,1992,66 and older,male,At least once per month,0.33598,186,13174,0.31382,0.3534
139,139,1992,66 and older,male,Seldom,0.27087,150,13174,0.25377,0.29045
140,140,1992,66 and older,male,Never,0.11392,59,13174,0.09961,0.12872
141,141,1992,66 and older,female,At least once per week,0.36262,295,13174,0.34706,0.38547
142,142,1992,66 and older,female,At least once per month,0.31888,287,13174,0.30336,0.33414
143,143,1992,66 and older,female,Seldom,0.21011,199,13174,0.1955,0.22761
144,144,1992,66 and older,female,Never,0.10839,100,13174,0.09837,0.11948
145,145,1994,17-29 y.,male,At least once per week,0.66674,1051,12763,0.63216,0.70245
146,146,1994,17-29 y.,male,At least once per month,0.23519,397,12763,0.2187,0.25076
147,147,1994,17-29 y.,male,Seldom,0.09807,167,12763,0.08789,0.11118
148,148,1994,17-29 y.,female,At least once per week,0.62173,1008,12763,0.59005,0.65037
149,149,1994,17-29 y.,female,At least once per month,0.27326,483,12763,0.25741,0.29457
150,150,1994,17-29 y.,female,Seldom,0.10501,181,12763,0.09311,0.1141
151,151,1994,30-45 y.,male,At least once per week,0.34162,672,12763,0.32044,0.36075
152,152,1994,30-45 y.,male,At least once per month,0.42534,836,12763,0.40417,0.44718
153,153,1994,30-45 y.,male,Seldom,0.21481,479,12763,0.20052,0.22841
154,154,1994,30-45 y.,male,Never,0.01823,40,12763,0.01457,0.02261
155,155,1994,30-45 y.,female,At least once per week,0.371,712,12763,0.34756,0.39654
156,156,1994,30-45 y.,female,At least once per month,0.40684,879,12763,0.38796,0.42698
157,157,1994,30-45 y.,female,Seldom,0.20484,479,12763,0.19188,0.22035
158,158,1994,30-45 y.,female,Never,0.01733,43,12763,0.01318,0.02234
159,159,1994,46-65 y.,male,At least once per week,0.26117,543,12763,0.24361,0.27763
160,160,1994,46-65 y.,male,At least once per month,0.37189,723,12763,0.35631,0.39047
161,161,1994,46-65 y.,male,Seldom,0.331,622,12763,0.3162,0.34818
162,162,1994,46-65 y.,male,Never,0.03594,70,12763,0.02975,0.04192
163,163,1994,46-65 y.,female,At least once per week,0.25331,502,12763,0.2356,0.27146
164,164,1994,46-65 y.,female,At least once per month,0.39336,725,12763,0.37686,0.41269
165,165,1994,46-65 y.,female,Seldom,0.3152,600,12763,0.29861,0.33291
166,166,1994,46-65 y.,female,Never,0.03813,75,12763,0.03176,0.04433
167,167,1994,66 and older,male,At least once per week,0.26112,149,12763,0.23798,0.28302
168,168,1994,66 and older,male,At least once per month,0.32033,181,12763,0.29946,0.34367
169,169,1994,66 and older,male,Seldom,0.33538,189,12763,0.31014,0.35796
170,170,1994,66 and older,male,Never,0.08318,44,12763,0.07294,0.09467
171,171,1994,66 and older,female,At least once per week,0.32836,282,12763,0.31044,0.3476
172,172,1994,66 and older,female,At least once per month,0.31317,288,12763,0.29808,0.33572
173,173,1994,66 and older,female,Seldom,0.26061,253,12763,0.24179,0.27881
174,174,1994,66 and older,female,Never,0.09786,90,12763,0.08813,0.11054
175,175,1996,17-29 y.,male,At least once per week,0.70758,1053,12915,0.67668,0.74911
176,176,1996,17-29 y.,male,At least once per month,0.22525,344,12915,0.20895,0.24435
177,177,1996,17-29 y.,male,Seldom,0.06717,115,12915,0.05922,0.07663
178,178,1996,17-29 y.,female,At least once per week,0.67367,1077,12915,0.63971,0.70527
179,179,1996,17-29 y.,female,At least once per month,0.24299,394,12915,0.22419,0.25929
180,180,1996,17-29 y.,female,Seldom,0.08333,138,12915,0.07115,0.09664
181,181,1996,30-45 y.,male,At least once per week,0.42114,862,12915,0.39888,0.44972
182,182,1996,30-45 y.,male,At least once per month,0.38071,876,12915,0.36195,0.3981
183,183,1996,30-45 y.,male,Seldom,0.19815,414,12915,0.18308,0.21538
184,184,1996,30-45 y.,female,At least once per week,0.42575,893,12915,0.40518,0.44885
185,185,1996,30-45 y.,female,At least once per month,0.39896,904,12915,0.38054,0.4209
186,186,1996,30-45 y.,female,Seldom,0.17529,427,12915,0.16107,0.18992
187,187,1996,46-65 y.,male,At least once per week,0.28939,609,12915,0.27387,0.30846
188,188,1996,46-65 y.,male,At least once per month,0.40561,781,12915,0.38659,0.42528
189,189,1996,46-65 y.,male,Seldom,0.28416,534,12915,0.26566,0.30146
190,190,1996,46-65 y.,male,Never,0.02084,40,12915,0.01683,0.02566
191,191,1996,46-65 y.,female,At least once per week,0.32085,622,12915,0.30333,0.34143
192,192,1996,46-65 y.,female,At least once per month,0.40924,765,12915,0.38475,0.4286
193,193,1996,46-65 y.,female,Seldom,0.23905,474,12915,0.22347,0.25473
194,194,1996,46-65 y.,female,Never,0.03086,56,12915,0.02398,0.03816
195,195,1996,66 and older,male,At least once per week,0.27325,180,12915,0.25172,0.29614
196,196,1996,66 and older,male,At least once per month,0.37558,221,12915,0.35108,0.4027
197,197,1996,66 and older,male,Seldom,0.29572,166,12915,0.26803,0.32203
198,198,1996,66 and older,male,Never,0.05545,32,12915,0.04596,0.06747
199,199,1996,66 and older,female,At least once per week,0.38184,345,12915,0.36539,0.40197
200,200,1996,66 and older,female,At least once per month,0.33909,325,12915,0.3179,0.36028
201,201,1996,66 and older,female,Seldom,0.21533,215,12915,0.19756,0.23359
202,202,1996,66 and older,female,Never,0.06373,53,12915,0.05278,0.07347
203,203,1997,17-29 y.,male,At least once per week,0.70091,1038,12718,0.66176,0.73491
204,204,1997,17-29 y.,male,At least once per month,0.22607,332,12718,0.2045,0.25129
205,205,1997,17-29 y.,male,Seldom,0.07302,102,12718,0.06008,0.08588
206,206,1997,17-29 y.,female,At least once per week,0.68264,1033,12718,0.64836,0.7144
207,207,1997,17-29 y.,female,At least once per month,0.23996,368,12718,0.22081,0.26095
208,208,1997,17-29 y.,female,Seldom,0.0774,125,12718,0.06819,0.08832
209,209,1997,30-45 y.,male,At least once per week,0.45705,944,12718,0.43146,0.48182
210,210,1997,30-45 y.,male,At least once per month,0.37638,817,12718,0.35888,0.39593
211,211,1997,30-45 y.,male,Seldom,0.16656,361,12718,0.15179,0.17988
212,212,1997,30-45 y.,female,At least once per week,0.43957,915,12718,0.41812,0.46343
213,213,1997,30-45 y.,female,At least once per month,0.3828,862,12718,0.36116,0.40541
214,214,1997,30-45 y.,female,Seldom,0.16472,393,12718,0.15098,0.17898
215,215,1997,30-45 y.,female,Never,0.01291,33,12718,0.00984,0.01624
216,216,1997,46-65 y.,male,At least once per week,0.30426,600,12718,0.28455,0.3222
217,217,1997,46-65 y.,male,At least once per month,0.3623,740,12718,0.34539,0.38389
218,218,1997,46-65 y.,male,Seldom,0.30432,517,12718,0.28432,0.32203
219,219,1997,46-65 y.,male,Never,0.02913,64,12718,0.0247,0.03454
220,220,1997,46-65 y.,female,At least once per week,0.31426,617,12718,0.29585,0.33227
221,221,1997,46-65 y.,female,At least once per month,0.41288,790,12718,0.39219,0.43498
222,222,1997,46-65 y.,female,Seldom,0.24215,443,12718,0.22527,0.26084
223,223,1997,46-65 y.,female,Never,0.03072,62,12718,0.02446,0.03671
224,224,1997,66 and older,male,At least once per week,0.34597,220,12718,0.31825,0.37463
225,225,1997,66 and older,male,At least once per month,0.32943,222,12718,0.30837,0.3514
226,226,1997,66 and older,male,Seldom,0.25875,154,12718,0.2388,0.28622
227,227,1997,66 and older,male,Never,0.06585,33,12718,0.05145,0.079
228,228,1997,66 and older,female,At least once per week,0.42153,383,12718,0.39865,0.44924
229,229,1997,66 and older,female,At least once per month,0.27863,284,12718,0.2601,0.29788
230,230,1997,66 and older,female,Seldom,0.23985,217,12718,0.22036,0.25676
231,231,1997,66 and older,female,Never,0.05999,49,12718,0.052,0.06887
232,232,1999,17-29 y.,male,At least once per week,0.74815,1034,13539,0.70382,0.78483
233,233,1999,17-29 y.,male,At least once per month,0.19605,310,13539,0.1813,0.20962
234,234,1999,17-29 y.,male,Seldom,0.0558,92,13539,0.04611,0.06724
235,235,1999,17-29 y.,female,At least once per week,0.67343,985,13539,0.64285,0.70644
236,236,1999,17-29 y.,female,At least once per month,0.23962,383,13539,0.22037,0.26049
237,237,1999,17-29 y.,female,Seldom,0.08696,139,13539,0.0778,0.0994
238,238,1999,30-45 y.,male,At least once per week,0.39245,886,13539,0.37288,0.4103
239,239,1999,30-45 y.,male,At least once per month,0.41285,958,13539,0.39402,0.43789
240,240,1999,30-45 y.,male,Seldom,0.1947,455,13539,0.18292,0.20911
241,241,1999,30-45 y.,female,At least once per week,0.42565,937,13539,0.39885,0.44462
242,242,1999,30-45 y.,female,At least once per month,0.38021,929,13539,0.36361,0.3992
243,243,1999,30-45 y.,female,Seldom,0.19414,482,13539,0.18182,0.2084
244,244,1999,46-65 y.,male,At least once per week,0.26039,586,13539,0.2466,0.27629
245,245,1999,46-65 y.,male,At least once per month,0.41065,838,13539,0.39142,0.42987
246,246,1999,46-65 y.,male,Seldom,0.29822,591,13539,0.28048,0.31548
247,247,1999,46-65 y.,male,Never,0.03074,56,13539,0.0257,0.03621
248,248,1999,46-65 y.,female,At least once per week,0.29913,627,13539,0.28068,0.31789
249,249,1999,46-65 y.,female,At least once per month,0.42595,898,13539,0.40744,0.44353
250,250,1999,46-65 y.,female,Seldom,0.26062,540,13539,0.24485,0.27517
251,251,1999,46-65 y.,female,Never,0.01429,31,13539,0.01108,0.0185
252,252,1999,66 and older,male,At least once per week,0.3065,214,13539,0.28201,0.32902
253,253,1999,66 and older,male,At least once per month,0.32184,252,13539,0.2979,0.34274
254,254,1999,66 and older,male,Seldom,0.31757,237,13539,0.29817,0.33893
255,255,1999,66 and older,male,Never,0.05409,40,13539,0.04599,0.06264
256,256,1999,66 and older,female,At least once per week,0.34725,351,13539,0.328,0.36601
257,257,1999,66 and older,female,At least once per month,0.31432,330,13539,0.29271,0.33363
258,258,1999,66 and older,female,Seldom,0.25178,274,13539,0.23196,0.26774
259,259,1999,66 and older,female,Never,0.08665,84,13539,0.07655,0.09925
260,260,2001,17-29 y.,male,At least once per week,0.74041,1467,21763,0.71287,0.76265
261,261,2001,17-29 y.,male,At least once per month,0.18826,353,21763,0.17625,0.20341
262,262,2001,17-29 y.,male,Seldom,0.07133,130,21763,0.0631,0.08033
263,263,2001,17-29 y.,female,At least once per week,0.71978,1520,21763,0.6952,0.74689
264,264,2001,17-29 y.,female,At least once per month,0.20755,424,21763,0.19176,0.2212
265,265,2001,17-29 y.,female,Seldom,0.07267,147,21763,0.06561,0.07955
266,266,2001,30-45 y.,male,At least once per week,0.45081,1533,21763,0.43706,0.46751
267,267,2001,30-45 y.,male,At least once per month,0.36249,1343,21763,0.34826,0.37333
268,268,2001,30-45 y.,male,Seldom,0.1671,582,21763,0.15644,0.17857
269,269,2001,30-45 y.,male,Never,0.0196,67,21763,0.01728,0.02201
270,270,2001,30-45 y.,female,At least once per week,0.45456,1658,21763,0.44212,0.46966
271,271,2001,30-45 y.,female,At least once per month,0.3701,1451,21763,0.36019,0.38288
272,272,2001,30-45 y.,female,Seldom,0.15436,588,21763,0.14572,0.16235
273,273,2001,30-45 y.,female,Never,0.02097,73,21763,0.0182,0.02392
274,274,2001,46-65 y.,male,At least once per week,0.30936,1048,21763,0.29762,0.32183
275,275,2001,46-65 y.,male,At least once per month,0.40348,1474,21763,0.39102,0.41522
276,276,2001,46-65 y.,male,Seldom,0.25253,860,21763,0.24368,0.26291
277,277,2001,46-65 y.,male,Never,0.03463,123,21763,0.03161,0.03783
278,278,2001,46-65 y.,female,At least once per week,0.33356,1157,21763,0.3235,0.34748
279,279,2001,46-65 y.,female,At least once per month,0.41135,1464,21763,0.39651,0.42274
280,280,2001,46-65 y.,female,Seldom,0.22478,811,21763,0.21452,0.2348
281,281,2001,46-65 y.,female,Never,0.03031,113,21763,0.02709,0.03304
282,282,2001,66 and older,male,At least once per week,0.32622,488,21763,0.31363,0.34346
283,283,2001,66 and older,male,At least once per month,0.34161,511,21763,0.33032,0.35649
284,284,2001,66 and older,male,Seldom,0.25727,362,21763,0.24555,0.26795
285,285,2001,66 and older,male,Never,0.0749,109,21763,0.06821,0.08145
286,286,2001,66 and older,female,At least once per week,0.37442,690,21763,0.36101,0.38875
287,287,2001,66 and older,female,At least once per month,0.31809,618,21763,0.30573,0.3313
288,288,2001,66 and older,female,Seldom,0.23173,449,21763,0.22032,0.24263
289,289,2001,66 and older,female,Never,0.07576,150,21763,0.07046,0.08184
290,290,2005,17-29 y.,male,At least once per week,0.73802,1361,20585,0.70295,0.7733
291,291,2005,17-29 y.,male,At least once per month,0.17862,315,20585,0.16167,0.1988
292,292,2005,17-29 y.,male,Seldom,0.08335,132,20585,0.07123,0.09915
293,293,2005,17-29 y.,female,At least once per week,0.72554,1447,20585,0.68714,0.75794
294,294,2005,17-29 y.,female,At least once per month,0.19766,406,20585,0.1816,0.21539
295,295,2005,17-29 y.,female,Seldom,0.07681,131,20585,0.06468,0.08968
296,296,2005,30-45 y.,male,At least once per week,0.4322,1258,20585,0.40995,0.45445
297,297,2005,30-45 y.,male,At least once per month,0.37456,1103,20585,0.35432,0.39393
298,298,2005,30-45 y.,male,Seldom,0.17718,494,20585,0.16507,0.19072
299,299,2005,30-45 y.,male,Never,0.01606,39,20585,0.01216,0.02014
300,300,2005,30-45 y.,female,At least once per week,0.42706,1395,20585,0.40847,0.44607
301,301,2005,30-45 y.,female,At least once per month,0.38038,1221,20585,0.36182,0.39901
302,302,2005,30-45 y.,female,Seldom,0.17549,515,20585,0.16241,0.18815
303,303,2005,30-45 y.,female,Never,0.01707,41,20585,0.01248,0.02176
304,304,2005,46-65 y.,male,At least once per week,0.3068,1005,20585,0.2899,0.32156
305,305,2005,46-65 y.,male,At least once per month,0.39117,1410,20585,0.37345,0.41356
306,306,2005,46-65 y.,male,Seldom,0.26991,912,20585,0.25446,0.28784
307,307,2005,46-65 y.,male,Never,0.03213,89,20585,0.0271,0.03833
308,308,2005,46-65 y.,female,At least once per week,0.34716,1228,20585,0.32861,0.3627
309,309,2005,46-65 y.,female,At least once per month,0.40657,1497,20585,0.38678,0.42483
310,310,2005,46-65 y.,female,Seldom,0.21925,769,20585,0.20544,0.23238
311,311,2005,46-65 y.,female,Never,0.02703,78,20585,0.02227,0.03233
312,312,2005,66 and older,male,At least once per week,0.32957,571,20585,0.30765,0.34964
313,313,2005,66 and older,male,At least once per month,0.34208,620,20585,0.32604,0.36212
314,314,2005,66 and older,male,Seldom,0.2681,437,20585,0.25033,0.28378
315,315,2005,66 and older,male,Never,0.06025,98,20585,0.05416,0.06796
316,316,2005,66 and older,female,At least once per week,0.35685,705,20585,0.34265,0.37442
317,317,2005,66 and older,female,At least once per month,0.33488,682,20585,0.31764,0.34828
318,318,2005,66 and older,female,Seldom,0.24433,500,20585,0.23143,0.25838
319,319,2005,66 and older,female,Never,0.06394,126,20585,0.05729,0.07121
320,320,2007,17-29 y.,male,At least once per week,0.73814,1197,20369,0.70148,0.78893
321,321,2007,17-29 y.,male,At least once per month,0.20545,324,20369,0.18651,0.22931
322,322,2007,17-29 y.,male,Seldom,0.05641,80,20369,0.04475,0.07038
323,323,2007,17-29 y.,female,At least once per week,0.73912,1321,20369,0.69276,0.77569
324,324,2007,17-29 y.,female,At least once per month,0.20559,340,20369,0.18285,0.22878
325,325,2007,17-29 y.,female,Seldom,0.05529,85,20369,0.0449,0.06558
326,326,2007,30-45 y.,male,At least once per week,0.43231,1153,20369,0.41572,0.45309
327,327,2007,30-45 y.,male,At least once per month,0.38707,1073,20369,0.36666,0.40934
328,328,2007,30-45 y.,male,Seldom,0.16257,430,20369,0.15099,0.17833
329,329,2007,30-45 y.,male,Never,0.01804,43,20369,0.01385,0.02335
330,330,2007,30-45 y.,female,At least once per week,0.43875,1338,20369,0.4218,0.45989
331,331,2007,30-45 y.,female,At least once per month,0.38386,1165,20369,0.3666,0.40084
332,332,2007,30-45 y.,female,Seldom,0.16626,451,20369,0.15357,0.17612
333,333,2007,30-45 y.,female,Never,0.01113,38,20369,0.00826,0.01442
334,334,2007,46-65 y.,male,At least once per week,0.31033,1057,20369,0.29348,0.32638
335,335,2007,46-65 y.,male,At least once per month,0.39767,1390,20369,0.379,0.41644
336,336,2007,46-65 y.,male,Seldom,0.25256,829,20369,0.23679,0.26935
337,337,2007,46-65 y.,male,Never,0.03944,105,20369,0.03387,0.04504
338,338,2007,46-65 y.,female,At least once per week,0.34779,1282,20369,0.33091,0.36412
339,339,2007,46-65 y.,female,At least once per month,0.4198,1545,20369,0.40234,0.43732
