year,sex,pli0094_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2015,male,Never,0.032163504600602556,38036,0.030390371523791627,0.033936637677413485
2015,female,At least once per week,0.4507305588255661,38036,0.44573009980479605,0.4557310178463362
2015,female,At least once per month,0.35710823350183507,38036,0.3522928873089904,0.36192357969467975
2015,female,Seldom,0.16217713454746902,38036,0.15847263481514384,0.1658816342797942
2015,female,Never,0.029984073125129837,38036,0.028270141869588525,0.03169800438067115
2017,male,At least once per week,0.43293579480477046,45410,0.42837848886273583,0.4374931007468051
2017,male,At least once per month,0.3593367096879595,45410,0.3549235866705123,0.3637498327054067
2017,male,Seldom,0.18248652181016173,45410,0.17893394744253352,0.18603909617778994
2017,male,Never,0.025240973697108315,45410,0.02379825385345329,0.026683693540763342
2017,female,At least once per week,0.46239046617595514,45410,0.4578046331591843,0.466976299192726
2017,female,At least once per month,0.3528215913073957,45410,0.34842647970305834,0.3572167029117331
2017,female,Seldom,0.16032246757798807,45410,0.15694777838217472,0.16369715677380142
2017,female,Never,0.02446547493866106,45410,0.02304452601323906,0.02588642386408306
