"corigin","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Spanien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Spanien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Spanien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"österreich","1984","kein Migrationshintergrund","männlich","","","",""
"österreich","1984","kein Migrationshintergrund","weiblich","","","",""
"österreich","1984","direkter Migrationshintergrund","männlich","14","","",""
"österreich","1984","direkter Migrationshintergrund","weiblich","21","","",""
"österreich","1984","indirekter Migrationshintergrund","männlich","","","",""
"österreich","1984","indirekter Migrationshintergrund","weiblich","","","",""
"österreich","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"österreich","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Frankreich","1984","kein Migrationshintergrund","männlich","","","",""
"Frankreich","1984","kein Migrationshintergrund","weiblich","","","",""
"Frankreich","1984","direkter Migrationshintergrund","männlich","9","","",""
"Frankreich","1984","direkter Migrationshintergrund","weiblich","5","","",""
"Frankreich","1984","indirekter Migrationshintergrund","männlich","","","",""
"Frankreich","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Frankreich","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Frankreich","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Benelux","1984","kein Migrationshintergrund","männlich","","","",""
"Benelux","1984","kein Migrationshintergrund","weiblich","","","",""
"Benelux","1984","direkter Migrationshintergrund","männlich","2","","",""
"Benelux","1984","direkter Migrationshintergrund","weiblich","3","","",""
"Benelux","1984","indirekter Migrationshintergrund","männlich","","","",""
"Benelux","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Benelux","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Benelux","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Dänemark","1984","kein Migrationshintergrund","männlich","","","",""
"Dänemark","1984","kein Migrationshintergrund","weiblich","","","",""
"Dänemark","1984","direkter Migrationshintergrund","männlich","","","",""
"Dänemark","1984","direkter Migrationshintergrund","weiblich","","","",""
"Dänemark","1984","indirekter Migrationshintergrund","männlich","","","",""
"Dänemark","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Dänemark","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Dänemark","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Grossbritannien","1984","kein Migrationshintergrund","männlich","","","",""
"Grossbritannien","1984","kein Migrationshintergrund","weiblich","","","",""
"Grossbritannien","1984","direkter Migrationshintergrund","männlich","1","","",""
"Grossbritannien","1984","direkter Migrationshintergrund","weiblich","2","","",""
"Grossbritannien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Grossbritannien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Grossbritannien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Grossbritannien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Schweden","1984","kein Migrationshintergrund","männlich","","","",""
"Schweden","1984","kein Migrationshintergrund","weiblich","","","",""
"Schweden","1984","direkter Migrationshintergrund","männlich","1","","",""
"Schweden","1984","direkter Migrationshintergrund","weiblich","","","",""
"Schweden","1984","indirekter Migrationshintergrund","männlich","","","",""
"Schweden","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Schweden","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Schweden","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Norwegen","1984","kein Migrationshintergrund","männlich","","","",""
"Norwegen","1984","kein Migrationshintergrund","weiblich","","","",""
"Norwegen","1984","direkter Migrationshintergrund","männlich","","","",""
"Norwegen","1984","direkter Migrationshintergrund","weiblich","","","",""
"Norwegen","1984","indirekter Migrationshintergrund","männlich","","","",""
"Norwegen","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Norwegen","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Norwegen","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Finnland","1984","kein Migrationshintergrund","männlich","","","",""
"Finnland","1984","kein Migrationshintergrund","weiblich","","","",""
"Finnland","1984","direkter Migrationshintergrund","männlich","","","",""
"Finnland","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Finnland","1984","indirekter Migrationshintergrund","männlich","","","",""
"Finnland","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Finnland","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Finnland","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"USA","1984","kein Migrationshintergrund","männlich","","","",""
"USA","1984","kein Migrationshintergrund","weiblich","","","",""
"USA","1984","direkter Migrationshintergrund","männlich","8","","",""
"USA","1984","direkter Migrationshintergrund","weiblich","9","","",""
"USA","1984","indirekter Migrationshintergrund","männlich","","","",""
"USA","1984","indirekter Migrationshintergrund","weiblich","","","",""
"USA","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"USA","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Schweiz","1984","kein Migrationshintergrund","männlich","","","",""
"Schweiz","1984","kein Migrationshintergrund","weiblich","","","",""
"Schweiz","1984","direkter Migrationshintergrund","männlich","4","","",""
"Schweiz","1984","direkter Migrationshintergrund","weiblich","7","","",""
"Schweiz","1984","indirekter Migrationshintergrund","männlich","","","",""
"Schweiz","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Schweiz","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Schweiz","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Chile","1984","kein Migrationshintergrund","männlich","","","",""
"Chile","1984","kein Migrationshintergrund","weiblich","","","",""
"Chile","1984","direkter Migrationshintergrund","männlich","2","","",""
"Chile","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Chile","1984","indirekter Migrationshintergrund","männlich","","","",""
"Chile","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Chile","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Chile","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Rumaenien","1984","kein Migrationshintergrund","männlich","","","",""
"Rumaenien","1984","kein Migrationshintergrund","weiblich","","","",""
"Rumaenien","1984","direkter Migrationshintergrund","männlich","4","","",""
"Rumaenien","1984","direkter Migrationshintergrund","weiblich","7","","",""
"Rumaenien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Rumaenien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Rumaenien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Rumaenien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Polen","1984","kein Migrationshintergrund","männlich","","","",""
"Polen","1984","kein Migrationshintergrund","weiblich","","","",""
"Polen","1984","direkter Migrationshintergrund","männlich","19","","",""
"Polen","1984","direkter Migrationshintergrund","weiblich","19","","",""
"Polen","1984","indirekter Migrationshintergrund","männlich","","","",""
"Polen","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Polen","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Polen","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Korea","1984","kein Migrationshintergrund","männlich","","","",""
"Korea","1984","kein Migrationshintergrund","weiblich","","","",""
"Korea","1984","direkter Migrationshintergrund","männlich","2","","",""
"Korea","1984","direkter Migrationshintergrund","weiblich","3","","",""
"Korea","1984","indirekter Migrationshintergrund","männlich","","","",""
"Korea","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Korea","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Korea","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Iran","1984","kein Migrationshintergrund","männlich","","","",""
"Iran","1984","kein Migrationshintergrund","weiblich","","","",""
"Iran","1984","direkter Migrationshintergrund","männlich","1","","",""
"Iran","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Iran","1984","indirekter Migrationshintergrund","männlich","","","",""
"Iran","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Iran","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Iran","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Indonesien","1984","kein Migrationshintergrund","männlich","","","",""
"Indonesien","1984","kein Migrationshintergrund","weiblich","","","",""
"Indonesien","1984","direkter Migrationshintergrund","männlich","1","","",""
"Indonesien","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Indonesien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Indonesien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Indonesien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Indonesien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ungarn","1984","kein Migrationshintergrund","männlich","","","",""
"Ungarn","1984","kein Migrationshintergrund","weiblich","","","",""
"Ungarn","1984","direkter Migrationshintergrund","männlich","5","","",""
"Ungarn","1984","direkter Migrationshintergrund","weiblich","10","","",""
"Ungarn","1984","indirekter Migrationshintergrund","männlich","","","",""
"Ungarn","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Ungarn","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ungarn","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Bolivien","1984","kein Migrationshintergrund","männlich","","","",""
"Bolivien","1984","kein Migrationshintergrund","weiblich","","","",""
"Bolivien","1984","direkter Migrationshintergrund","männlich","","","",""
"Bolivien","1984","direkter Migrationshintergrund","weiblich","","","",""
"Bolivien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Bolivien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Bolivien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Bolivien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Portugal","1984","kein Migrationshintergrund","männlich","","","",""
"Portugal","1984","kein Migrationshintergrund","weiblich","","","",""
"Portugal","1984","direkter Migrationshintergrund","männlich","2","","",""
"Portugal","1984","direkter Migrationshintergrund","weiblich","2","","",""
"Portugal","1984","indirekter Migrationshintergrund","männlich","","","",""
"Portugal","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Portugal","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Portugal","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Bulgarien","1984","kein Migrationshintergrund","männlich","","","",""
"Bulgarien","1984","kein Migrationshintergrund","weiblich","","","",""
"Bulgarien","1984","direkter Migrationshintergrund","männlich","4","","",""
"Bulgarien","1984","direkter Migrationshintergrund","weiblich","5","","",""
"Bulgarien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Bulgarien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Bulgarien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Bulgarien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Syrien","1984","kein Migrationshintergrund","männlich","","","",""
"Syrien","1984","kein Migrationshintergrund","weiblich","","","",""
"Syrien","1984","direkter Migrationshintergrund","männlich","","","",""
"Syrien","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Syrien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Syrien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Syrien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Syrien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Tschechien","1984","kein Migrationshintergrund","männlich","","","",""
"Tschechien","1984","kein Migrationshintergrund","weiblich","","","",""
"Tschechien","1984","direkter Migrationshintergrund","männlich","15","","",""
"Tschechien","1984","direkter Migrationshintergrund","weiblich","27","","",""
"Tschechien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Tschechien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Tschechien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Tschechien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Russland","1984","kein Migrationshintergrund","männlich","","","",""
"Russland","1984","kein Migrationshintergrund","weiblich","","","",""
"Russland","1984","direkter Migrationshintergrund","männlich","2","","",""
"Russland","1984","direkter Migrationshintergrund","weiblich","3","","",""
"Russland","1984","indirekter Migrationshintergrund","männlich","","","",""
"Russland","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Russland","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Russland","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mexiko","1984","kein Migrationshintergrund","männlich","","","",""
"Mexiko","1984","kein Migrationshintergrund","weiblich","","","",""
"Mexiko","1984","direkter Migrationshintergrund","männlich","1","","",""
"Mexiko","1984","direkter Migrationshintergrund","weiblich","3","","",""
"Mexiko","1984","indirekter Migrationshintergrund","männlich","","","",""
"Mexiko","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Mexiko","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Mexiko","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Argentinien","1984","kein Migrationshintergrund","männlich","","","",""
"Argentinien","1984","kein Migrationshintergrund","weiblich","","","",""
"Argentinien","1984","direkter Migrationshintergrund","männlich","2","","",""
"Argentinien","1984","direkter Migrationshintergrund","weiblich","","","",""
"Argentinien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Argentinien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Argentinien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Argentinien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Cap Verden","1984","kein Migrationshintergrund","männlich","","","",""
"Cap Verden","1984","kein Migrationshintergrund","weiblich","","","",""
"Cap Verden","1984","direkter Migrationshintergrund","männlich","","","",""
"Cap Verden","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Cap Verden","1984","indirekter Migrationshintergrund","männlich","","","",""
"Cap Verden","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Cap Verden","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Cap Verden","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Benin","1984","kein Migrationshintergrund","männlich","","","",""
"Benin","1984","kein Migrationshintergrund","weiblich","","","",""
"Benin","1984","direkter Migrationshintergrund","männlich","","","",""
"Benin","1984","direkter Migrationshintergrund","weiblich","","","",""
"Benin","1984","indirekter Migrationshintergrund","männlich","","","",""
"Benin","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Benin","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Benin","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Philippinen","1984","kein Migrationshintergrund","männlich","","","",""
"Philippinen","1984","kein Migrationshintergrund","weiblich","","","",""
"Philippinen","1984","direkter Migrationshintergrund","männlich","","","",""
"Philippinen","1984","direkter Migrationshintergrund","weiblich","2","","",""
"Philippinen","1984","indirekter Migrationshintergrund","männlich","","","",""
"Philippinen","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Philippinen","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Philippinen","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Israel","1984","kein Migrationshintergrund","männlich","","","",""
"Israel","1984","kein Migrationshintergrund","weiblich","","","",""
"Israel","1984","direkter Migrationshintergrund","männlich","1","","",""
"Israel","1984","direkter Migrationshintergrund","weiblich","","","",""
"Israel","1984","indirekter Migrationshintergrund","männlich","","","",""
"Israel","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Israel","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Israel","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Japan","1984","kein Migrationshintergrund","männlich","","","",""
"Japan","1984","kein Migrationshintergrund","weiblich","","","",""
"Japan","1984","direkter Migrationshintergrund","männlich","","","",""
"Japan","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Japan","1984","indirekter Migrationshintergrund","männlich","","","",""
"Japan","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Japan","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Japan","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Australien","1984","kein Migrationshintergrund","männlich","","","",""
"Australien","1984","kein Migrationshintergrund","weiblich","","","",""
"Australien","1984","direkter Migrationshintergrund","männlich","1","","",""
"Australien","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Australien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Australien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Australien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Australien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Indien","1984","kein Migrationshintergrund","männlich","","","",""
"Indien","1984","kein Migrationshintergrund","weiblich","","","",""
"Indien","1984","direkter Migrationshintergrund","männlich","1","","",""
"Indien","1984","direkter Migrationshintergrund","weiblich","","","",""
"Indien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Indien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Indien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Indien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Afghanistan","1984","kein Migrationshintergrund","männlich","","","",""
"Afghanistan","1984","kein Migrationshintergrund","weiblich","","","",""
"Afghanistan","1984","direkter Migrationshintergrund","männlich","1","","",""
"Afghanistan","1984","direkter Migrationshintergrund","weiblich","1","","",""
"Afghanistan","1984","indirekter Migrationshintergrund","männlich","","","",""
"Afghanistan","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Afghanistan","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Afghanistan","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Thailand","1984","kein Migrationshintergrund","männlich","","","",""
"Thailand","1984","kein Migrationshintergrund","weiblich","","","",""
"Thailand","1984","direkter Migrationshintergrund","männlich","","","",""
"Thailand","1984","direkter Migrationshintergrund","weiblich","","","",""
"Thailand","1984","indirekter Migrationshintergrund","männlich","","","",""
"Thailand","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Thailand","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Thailand","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Jamaika","1984","kein Migrationshintergrund","männlich","","","",""
"Jamaika","1984","kein Migrationshintergrund","weiblich","","","",""
"Jamaika","1984","direkter Migrationshintergrund","männlich","1","","",""
"Jamaika","1984","direkter Migrationshintergrund","weiblich","","","",""
"Jamaika","1984","indirekter Migrationshintergrund","männlich","","","",""
"Jamaika","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Jamaika","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Jamaika","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Saudi-Arabien","1984","kein Migrationshintergrund","männlich","","","",""
"Saudi-Arabien","1984","kein Migrationshintergrund","weiblich","","","",""
"Saudi-Arabien","1984","direkter Migrationshintergrund","männlich","","","",""
"Saudi-Arabien","1984","direkter Migrationshintergrund","weiblich","","","",""
"Saudi-Arabien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Saudi-Arabien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Saudi-Arabien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Saudi-Arabien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Aethiopien","1984","kein Migrationshintergrund","männlich","","","",""
"Aethiopien","1984","kein Migrationshintergrund","weiblich","","","",""
"Aethiopien","1984","direkter Migrationshintergrund","männlich","","","",""
"Aethiopien","1984","direkter Migrationshintergrund","weiblich","","","",""
"Aethiopien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Aethiopien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Aethiopien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Aethiopien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Kolumbien","1984","kein Migrationshintergrund","männlich","","","",""
"Kolumbien","1984","kein Migrationshintergrund","weiblich","","","",""
"Kolumbien","1984","direkter Migrationshintergrund","männlich","","","",""
"Kolumbien","1984","direkter Migrationshintergrund","weiblich","","","",""
"Kolumbien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Kolumbien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Kolumbien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Kolumbien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Ghana","1984","kein Migrationshintergrund","männlich","","","",""
"Ghana","1984","kein Migrationshintergrund","weiblich","","","",""
"Ghana","1984","direkter Migrationshintergrund","männlich","","","",""
"Ghana","1984","direkter Migrationshintergrund","weiblich","","","",""
"Ghana","1984","indirekter Migrationshintergrund","männlich","","","",""
"Ghana","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Ghana","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ghana","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Bangla Desh","1984","kein Migrationshintergrund","männlich","","","",""
"Bangla Desh","1984","kein Migrationshintergrund","weiblich","","","",""
"Bangla Desh","1984","direkter Migrationshintergrund","männlich","","","",""
"Bangla Desh","1984","direkter Migrationshintergrund","weiblich","","","",""
"Bangla Desh","1984","indirekter Migrationshintergrund","männlich","","","",""
"Bangla Desh","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Bangla Desh","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Bangla Desh","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Venezuela","1984","kein Migrationshintergrund","männlich","","","",""
"Venezuela","1984","kein Migrationshintergrund","weiblich","","","",""
"Venezuela","1984","direkter Migrationshintergrund","männlich","","","",""
"Venezuela","1984","direkter Migrationshintergrund","weiblich","","","",""
"Venezuela","1984","indirekter Migrationshintergrund","männlich","","","",""
"Venezuela","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Venezuela","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Venezuela","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Tunesien","1984","kein Migrationshintergrund","männlich","","","",""
"Tunesien","1984","kein Migrationshintergrund","weiblich","","","",""
"Tunesien","1984","direkter Migrationshintergrund","männlich","","","",""
"Tunesien","1984","direkter Migrationshintergrund","weiblich","","","",""
"Tunesien","1984","indirekter Migrationshintergrund","männlich","","","",""
"Tunesien","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Tunesien","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Tunesien","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mauritius","1984","kein Migrationshintergrund","männlich","","","",""
"Mauritius","1984","kein Migrationshintergrund","weiblich","","","",""
"Mauritius","1984","direkter Migrationshintergrund","männlich","1","","",""
"Mauritius","1984","direkter Migrationshintergrund","weiblich","","","",""
"Mauritius","1984","indirekter Migrationshintergrund","männlich","","","",""
"Mauritius","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Mauritius","1984","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Mauritius","1984","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nigeria","1984","kein Migrationshintergrund","männlich","","","",""
"Nigeria","1984","kein Migrationshintergrund","weiblich","","","",""
"Nigeria","1984","direkter Migrationshintergrund","männlich","","","",""
"Nigeria","1984","direkter Migrationshintergrund","weiblich","","","",""
"Nigeria","1984","indirekter Migrationshintergrund","männlich","","","",""
"Nigeria","1984","indirekter Migrationshintergrund","weiblich","","","",""
