"corigin","year","sampreg","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Argentinien","1984","Ostdeutschland","weiblich","","","",""
"Cap Verden","1984","Westdeutschland","männlich","","","",""
"Cap Verden","1984","Westdeutschland","weiblich","1","","",""
"Cap Verden","1984","Ostdeutschland","männlich","","","",""
"Cap Verden","1984","Ostdeutschland","weiblich","","","",""
"Benin","1984","Westdeutschland","männlich","","","",""
"Benin","1984","Westdeutschland","weiblich","","","",""
"Benin","1984","Ostdeutschland","männlich","","","",""
"Benin","1984","Ostdeutschland","weiblich","","","",""
"Philippinen","1984","Westdeutschland","männlich","","","",""
"Philippinen","1984","Westdeutschland","weiblich","2","","",""
"Philippinen","1984","Ostdeutschland","männlich","","","",""
"Philippinen","1984","Ostdeutschland","weiblich","","","",""
"Israel","1984","Westdeutschland","männlich","1","","",""
"Israel","1984","Westdeutschland","weiblich","","","",""
"Israel","1984","Ostdeutschland","männlich","","","",""
"Israel","1984","Ostdeutschland","weiblich","","","",""
"Japan","1984","Westdeutschland","männlich","","","",""
"Japan","1984","Westdeutschland","weiblich","1","","",""
"Japan","1984","Ostdeutschland","männlich","","","",""
"Japan","1984","Ostdeutschland","weiblich","","","",""
"Australien","1984","Westdeutschland","männlich","1","","",""
"Australien","1984","Westdeutschland","weiblich","1","","",""
"Australien","1984","Ostdeutschland","männlich","","","",""
"Australien","1984","Ostdeutschland","weiblich","","","",""
"Indien","1984","Westdeutschland","männlich","1","","",""
"Indien","1984","Westdeutschland","weiblich","","","",""
"Indien","1984","Ostdeutschland","männlich","","","",""
"Indien","1984","Ostdeutschland","weiblich","","","",""
"Afghanistan","1984","Westdeutschland","männlich","1","","",""
"Afghanistan","1984","Westdeutschland","weiblich","1","","",""
"Afghanistan","1984","Ostdeutschland","männlich","","","",""
"Afghanistan","1984","Ostdeutschland","weiblich","","","",""
"Thailand","1984","Westdeutschland","männlich","","","",""
"Thailand","1984","Westdeutschland","weiblich","","","",""
"Thailand","1984","Ostdeutschland","männlich","","","",""
"Thailand","1984","Ostdeutschland","weiblich","","","",""
"Jamaika","1984","Westdeutschland","männlich","1","","",""
"Jamaika","1984","Westdeutschland","weiblich","","","",""
"Jamaika","1984","Ostdeutschland","männlich","","","",""
"Jamaika","1984","Ostdeutschland","weiblich","","","",""
"Saudi-Arabien","1984","Westdeutschland","männlich","","","",""
"Saudi-Arabien","1984","Westdeutschland","weiblich","","","",""
"Saudi-Arabien","1984","Ostdeutschland","männlich","","","",""
"Saudi-Arabien","1984","Ostdeutschland","weiblich","","","",""
"Aethiopien","1984","Westdeutschland","männlich","","","",""
"Aethiopien","1984","Westdeutschland","weiblich","","","",""
"Aethiopien","1984","Ostdeutschland","männlich","","","",""
"Aethiopien","1984","Ostdeutschland","weiblich","","","",""
"Kolumbien","1984","Westdeutschland","männlich","","","",""
"Kolumbien","1984","Westdeutschland","weiblich","","","",""
"Kolumbien","1984","Ostdeutschland","männlich","","","",""
"Kolumbien","1984","Ostdeutschland","weiblich","","","",""
"Ghana","1984","Westdeutschland","männlich","","","",""
"Ghana","1984","Westdeutschland","weiblich","","","",""
"Ghana","1984","Ostdeutschland","männlich","","","",""
"Ghana","1984","Ostdeutschland","weiblich","","","",""
"Bangla Desh","1984","Westdeutschland","männlich","","","",""
"Bangla Desh","1984","Westdeutschland","weiblich","","","",""
"Bangla Desh","1984","Ostdeutschland","männlich","","","",""
"Bangla Desh","1984","Ostdeutschland","weiblich","","","",""
"Venezuela","1984","Westdeutschland","männlich","","","",""
"Venezuela","1984","Westdeutschland","weiblich","","","",""
"Venezuela","1984","Ostdeutschland","männlich","","","",""
"Venezuela","1984","Ostdeutschland","weiblich","","","",""
"Tunesien","1984","Westdeutschland","männlich","","","",""
"Tunesien","1984","Westdeutschland","weiblich","","","",""
"Tunesien","1984","Ostdeutschland","männlich","","","",""
"Tunesien","1984","Ostdeutschland","weiblich","","","",""
"Mauritius","1984","Westdeutschland","männlich","1","","",""
"Mauritius","1984","Westdeutschland","weiblich","","","",""
"Mauritius","1984","Ostdeutschland","männlich","","","",""
"Mauritius","1984","Ostdeutschland","weiblich","","","",""
"Nigeria","1984","Westdeutschland","männlich","","","",""
"Nigeria","1984","Westdeutschland","weiblich","","","",""
"Nigeria","1984","Ostdeutschland","männlich","","","",""
"Nigeria","1984","Ostdeutschland","weiblich","","","",""
"Kanada","1984","Westdeutschland","männlich","1","","",""
"Kanada","1984","Westdeutschland","weiblich","","","",""
"Kanada","1984","Ostdeutschland","männlich","","","",""
"Kanada","1984","Ostdeutschland","weiblich","","","",""
"Neuseeland","1984","Westdeutschland","männlich","","","",""
"Neuseeland","1984","Westdeutschland","weiblich","","","",""
"Neuseeland","1984","Ostdeutschland","männlich","","","",""
"Neuseeland","1984","Ostdeutschland","weiblich","","","",""
"Tansania","1984","Westdeutschland","männlich","","","",""
"Tansania","1984","Westdeutschland","weiblich","","","",""
"Tansania","1984","Ostdeutschland","männlich","","","",""
"Tansania","1984","Ostdeutschland","weiblich","","","",""
"Zypern","1984","Westdeutschland","männlich","","","",""
"Zypern","1984","Westdeutschland","weiblich","","","",""
"Zypern","1984","Ostdeutschland","männlich","","","",""
"Zypern","1984","Ostdeutschland","weiblich","","","",""
"Kuba","1984","Westdeutschland","männlich","","","",""
"Kuba","1984","Westdeutschland","weiblich","","","",""
"Kuba","1984","Ostdeutschland","männlich","","","",""
"Kuba","1984","Ostdeutschland","weiblich","","","",""
"Irak","1984","Westdeutschland","männlich","","","",""
"Irak","1984","Westdeutschland","weiblich","","","",""
"Irak","1984","Ostdeutschland","männlich","","","",""
"Irak","1984","Ostdeutschland","weiblich","","","",""
"Brasilien","1984","Westdeutschland","männlich","","","",""
"Brasilien","1984","Westdeutschland","weiblich","2","","",""
"Brasilien","1984","Ostdeutschland","männlich","","","",""
"Brasilien","1984","Ostdeutschland","weiblich","","","",""
"Hongkong","1984","Westdeutschland","männlich","","","",""
"Hongkong","1984","Westdeutschland","weiblich","","","",""
"Hongkong","1984","Ostdeutschland","männlich","","","",""
"Hongkong","1984","Ostdeutschland","weiblich","","","",""
"Peru","1984","Westdeutschland","männlich","","","",""
"Peru","1984","Westdeutschland","weiblich","","","",""
"Peru","1984","Ostdeutschland","männlich","","","",""
"Peru","1984","Ostdeutschland","weiblich","","","",""
"Sri Lanka","1984","Westdeutschland","männlich","","","",""
"Sri Lanka","1984","Westdeutschland","weiblich","","","",""
"Sri Lanka","1984","Ostdeutschland","männlich","","","",""
"Sri Lanka","1984","Ostdeutschland","weiblich","","","",""
"Nepal","1984","Westdeutschland","männlich","","","",""
"Nepal","1984","Westdeutschland","weiblich","","","",""
"Nepal","1984","Ostdeutschland","männlich","","","",""
"Nepal","1984","Ostdeutschland","weiblich","","","",""
"Marokko","1984","Westdeutschland","männlich","","","",""
"Marokko","1984","Westdeutschland","weiblich","","","",""
"Marokko","1984","Ostdeutschland","männlich","","","",""
"Marokko","1984","Ostdeutschland","weiblich","","","",""
"China","1984","Westdeutschland","männlich","","","",""
"China","1984","Westdeutschland","weiblich","","","",""
"China","1984","Ostdeutschland","männlich","","","",""
"China","1984","Ostdeutschland","weiblich","","","",""
"Irland","1984","Westdeutschland","männlich","","","",""
"Irland","1984","Westdeutschland","weiblich","","","",""
"Irland","1984","Ostdeutschland","männlich","","","",""
"Irland","1984","Ostdeutschland","weiblich","","","",""
"Moldawien","1984","Westdeutschland","männlich","","","",""
"Moldawien","1984","Westdeutschland","weiblich","","","",""
"Moldawien","1984","Ostdeutschland","männlich","","","",""
"Moldawien","1984","Ostdeutschland","weiblich","","","",""
"Kasachstan","1984","Westdeutschland","männlich","","","",""
"Kasachstan","1984","Westdeutschland","weiblich","","","",""
"Kasachstan","1984","Ostdeutschland","männlich","","","",""
"Kasachstan","1984","Ostdeutschland","weiblich","","","",""
"Albanien","1984","Westdeutschland","männlich","","","",""
"Albanien","1984","Westdeutschland","weiblich","","","",""
"Albanien","1984","Ostdeutschland","männlich","","","",""
"Albanien","1984","Ostdeutschland","weiblich","","","",""
"Libanon","1984","Westdeutschland","männlich","","","",""
"Libanon","1984","Westdeutschland","weiblich","","","",""
"Libanon","1984","Ostdeutschland","männlich","","","",""
"Libanon","1984","Ostdeutschland","weiblich","","","",""
"Kirgistan","1984","Westdeutschland","männlich","","","",""
"Kirgistan","1984","Westdeutschland","weiblich","","","",""
"Kirgistan","1984","Ostdeutschland","männlich","","","",""
"Kirgistan","1984","Ostdeutschland","weiblich","","","",""
"Ukraine","1984","Westdeutschland","männlich","","","",""
"Ukraine","1984","Westdeutschland","weiblich","","","",""
"Ukraine","1984","Ostdeutschland","männlich","","","",""
"Ukraine","1984","Ostdeutschland","weiblich","","","",""
"Algerien","1984","Westdeutschland","männlich","","","",""
"Algerien","1984","Westdeutschland","weiblich","","","",""
"Algerien","1984","Ostdeutschland","männlich","","","",""
"Algerien","1984","Ostdeutschland","weiblich","","","",""
"Mocambique","1984","Westdeutschland","männlich","","","",""
"Mocambique","1984","Westdeutschland","weiblich","","","",""
"Mocambique","1984","Ostdeutschland","männlich","","","",""
"Mocambique","1984","Ostdeutschland","weiblich","","","",""
"Aegypten","1984","Westdeutschland","männlich","","","",""
"Aegypten","1984","Westdeutschland","weiblich","","","",""
"Aegypten","1984","Ostdeutschland","männlich","","","",""
"Aegypten","1984","Ostdeutschland","weiblich","","","",""
"Tadschikistan","1984","Westdeutschland","männlich","","","",""
"Tadschikistan","1984","Westdeutschland","weiblich","2","","",""
"Tadschikistan","1984","Ostdeutschland","männlich","","","",""
"Tadschikistan","1984","Ostdeutschland","weiblich","","","",""
"Vietnam","1984","Westdeutschland","männlich","","","",""
"Vietnam","1984","Westdeutschland","weiblich","","","",""
"Vietnam","1984","Ostdeutschland","männlich","","","",""
"Vietnam","1984","Ostdeutschland","weiblich","","","",""
"Somalia","1984","Westdeutschland","männlich","","","",""
"Somalia","1984","Westdeutschland","weiblich","","","",""
"Somalia","1984","Ostdeutschland","männlich","","","",""
"Somalia","1984","Ostdeutschland","weiblich","","","",""
"Pakistan","1984","Westdeutschland","männlich","","","",""
"Pakistan","1984","Westdeutschland","weiblich","","","",""
"Pakistan","1984","Ostdeutschland","männlich","","","",""
"Pakistan","1984","Ostdeutschland","weiblich","","","",""
"Südafrika","1984","Westdeutschland","männlich","","","",""
"Südafrika","1984","Westdeutschland","weiblich","","","",""
"Südafrika","1984","Ostdeutschland","männlich","","","",""
"Südafrika","1984","Ostdeutschland","weiblich","","","",""
"Vereinigte Arabische Emirate","1984","Westdeutschland","männlich","","","",""
"Vereinigte Arabische Emirate","1984","Westdeutschland","weiblich","","","",""
"Vereinigte Arabische Emirate","1984","Ostdeutschland","männlich","","","",""
"Vereinigte Arabische Emirate","1984","Ostdeutschland","weiblich","","","",""
"El Salvador","1984","Westdeutschland","männlich","","","",""
"El Salvador","1984","Westdeutschland","weiblich","","","",""
"El Salvador","1984","Ostdeutschland","männlich","","","",""
"El Salvador","1984","Ostdeutschland","weiblich","","","",""
"Eritrea","1984","Westdeutschland","männlich","","","",""
"Eritrea","1984","Westdeutschland","weiblich","","","",""
"Eritrea","1984","Ostdeutschland","männlich","","","",""
"Eritrea","1984","Ostdeutschland","weiblich","","","",""
"Jordanien","1984","Westdeutschland","männlich","","","",""
"Jordanien","1984","Westdeutschland","weiblich","","","",""
"Jordanien","1984","Ostdeutschland","männlich","","","",""
"Jordanien","1984","Ostdeutschland","weiblich","","","",""
"Costa Rica","1984","Westdeutschland","männlich","","","",""
"Costa Rica","1984","Westdeutschland","weiblich","","","",""
"Costa Rica","1984","Ostdeutschland","männlich","","","",""
"Costa Rica","1984","Ostdeutschland","weiblich","","","",""
"Singapur","1984","Westdeutschland","männlich","","","",""
"Singapur","1984","Westdeutschland","weiblich","","","",""
"Singapur","1984","Ostdeutschland","männlich","","","",""
"Singapur","1984","Ostdeutschland","weiblich","","","",""
"Burkina Faso","1984","Westdeutschland","männlich","","","",""
"Burkina Faso","1984","Westdeutschland","weiblich","","","",""
"Burkina Faso","1984","Ostdeutschland","männlich","","","",""
"Burkina Faso","1984","Ostdeutschland","weiblich","","","",""
"Sambia","1984","Westdeutschland","männlich","","","",""
"Sambia","1984","Westdeutschland","weiblich","","","",""
"Sambia","1984","Ostdeutschland","männlich","","","",""
"Sambia","1984","Ostdeutschland","weiblich","","","",""
"Ecuador","1984","Westdeutschland","männlich","","","",""
"Ecuador","1984","Westdeutschland","weiblich","","","",""
"Ecuador","1984","Ostdeutschland","männlich","","","",""
"Ecuador","1984","Ostdeutschland","weiblich","","","",""
"Usbekistan","1984","Westdeutschland","männlich","","","",""
"Usbekistan","1984","Westdeutschland","weiblich","","","",""
"Usbekistan","1984","Ostdeutschland","männlich","","","",""
"Usbekistan","1984","Ostdeutschland","weiblich","","","",""
"Staatenlos","1984","Westdeutschland","männlich","1","","",""
"Staatenlos","1984","Westdeutschland","weiblich","3","","",""
"Staatenlos","1984","Ostdeutschland","männlich","","","",""
"Staatenlos","1984","Ostdeutschland","weiblich","","","",""
"Laos","1984","Westdeutschland","männlich","","","",""
"Laos","1984","Westdeutschland","weiblich","","","",""
"Laos","1984","Ostdeutschland","männlich","","","",""
"Laos","1984","Ostdeutschland","weiblich","","","",""
"Estland","1984","Westdeutschland","männlich","","","",""
"Estland","1984","Westdeutschland","weiblich","","","",""
"Estland","1984","Ostdeutschland","männlich","","","",""
"Estland","1984","Ostdeutschland","weiblich","","","",""
"Angola","1984","Westdeutschland","männlich","","","",""
"Angola","1984","Westdeutschland","weiblich","","","",""
"Angola","1984","Ostdeutschland","männlich","","","",""
"Angola","1984","Ostdeutschland","weiblich","","","",""
"Lettland","1984","Westdeutschland","männlich","","","",""
"Lettland","1984","Westdeutschland","weiblich","","","",""
"Lettland","1984","Ostdeutschland","männlich","","","",""
"Lettland","1984","Ostdeutschland","weiblich","","","",""
"Namibia","1984","Westdeutschland","männlich","","","",""
"Namibia","1984","Westdeutschland","weiblich","1","","",""
"Namibia","1984","Ostdeutschland","männlich","","","",""
"Namibia","1984","Ostdeutschland","weiblich","","","",""
"Dominikanische Republik","1984","Westdeutschland","männlich","","","",""
"Dominikanische Republik","1984","Westdeutschland","weiblich","","","",""
"Dominikanische Republik","1984","Ostdeutschland","männlich","","","",""
"Dominikanische Republik","1984","Ostdeutschland","weiblich","","","",""
"Nicaragua","1984","Westdeutschland","männlich","","","",""
"Nicaragua","1984","Westdeutschland","weiblich","","","",""
"Nicaragua","1984","Ostdeutschland","männlich","","","",""
"Nicaragua","1984","Ostdeutschland","weiblich","","","",""
"Kenia","1984","Westdeutschland","männlich","","","",""
"Kenia","1984","Westdeutschland","weiblich","","","",""
"Kenia","1984","Ostdeutschland","männlich","","","",""
"Kenia","1984","Ostdeutschland","weiblich","","","",""
"Libyen","1984","Westdeutschland","männlich","","","",""
"Libyen","1984","Westdeutschland","weiblich","","","",""
"Libyen","1984","Ostdeutschland","männlich","","","",""
"Libyen","1984","Ostdeutschland","weiblich","","","",""
"Botswana","1984","Westdeutschland","männlich","","","",""
"Botswana","1984","Westdeutschland","weiblich","","","",""
"Botswana","1984","Ostdeutschland","männlich","","","",""
"Botswana","1984","Ostdeutschland","weiblich","","","",""
"Haiti","1984","Westdeutschland","männlich","","","",""
"Haiti","1984","Westdeutschland","weiblich","","","",""
"Haiti","1984","Ostdeutschland","männlich","","","",""
"Haiti","1984","Ostdeutschland","weiblich","","","",""
"Luxemburg","1984","Westdeutschland","männlich","","","",""
"Luxemburg","1984","Westdeutschland","weiblich","","","",""
"Luxemburg","1984","Ostdeutschland","männlich","","","",""
"Luxemburg","1984","Ostdeutschland","weiblich","","","",""
"Belgien","1984","Westdeutschland","männlich","2","","",""
"Belgien","1984","Westdeutschland","weiblich","1","","",""
"Belgien","1984","Ostdeutschland","männlich","","","",""
"Belgien","1984","Ostdeutschland","weiblich","","","",""
"Niederlande","1984","Westdeutschland","männlich","3","","",""
"Niederlande","1984","Westdeutschland","weiblich","3","","",""
"Niederlande","1984","Ostdeutschland","männlich","","","",""
"Niederlande","1984","Ostdeutschland","weiblich","","","",""
"Kroatien","1984","Westdeutschland","männlich","47","0.00186000923458761","0.000761861653789949","0.00295815681538528"
"Kroatien","1984","Westdeutschland","weiblich","45","0.00149049469120026","0.000528905027723294","0.00245208435467722"
"Kroatien","1984","Ostdeutschland","männlich","","","",""
"Kroatien","1984","Ostdeutschland","weiblich","","","",""
"Bosnien/Herzegowina","1984","Westdeutschland","männlich","27","","",""
"Bosnien/Herzegowina","1984","Westdeutschland","weiblich","33","0.00121490850661896","0.00034663553959459","0.00208318147364333"
"Bosnien/Herzegowina","1984","Ostdeutschland","männlich","","","",""
"Bosnien/Herzegowina","1984","Ostdeutschland","weiblich","","","",""
"Makedonien","1984","Westdeutschland","männlich","4","","",""
"Makedonien","1984","Westdeutschland","weiblich","5","","",""
"Makedonien","1984","Ostdeutschland","männlich","","","",""
"Makedonien","1984","Ostdeutschland","weiblich","","","",""
"Slowenien","1984","Westdeutschland","männlich","10","","",""
"Slowenien","1984","Westdeutschland","weiblich","7","","",""
"Slowenien","1984","Ostdeutschland","männlich","","","",""
"Slowenien","1984","Ostdeutschland","weiblich","","","",""
"Slowakei","1984","Westdeutschland","männlich","1","","",""
"Slowakei","1984","Westdeutschland","weiblich","1","","",""
"Slowakei","1984","Ostdeutschland","männlich","","","",""
"Slowakei","1984","Ostdeutschland","weiblich","","","",""
"Paraguay","1984","Westdeutschland","männlich","2","","",""
"Paraguay","1984","Westdeutschland","weiblich","1","","",""
"Paraguay","1984","Ostdeutschland","männlich","","","",""
"Paraguay","1984","Ostdeutschland","weiblich","","","",""
"Guinea","1984","Westdeutschland","männlich","","","",""
"Guinea","1984","Westdeutschland","weiblich","","","",""
"Guinea","1984","Ostdeutschland","männlich","","","",""
"Guinea","1984","Ostdeutschland","weiblich","","","",""
"Kuwait","1984","Westdeutschland","männlich","","","",""
"Kuwait","1984","Westdeutschland","weiblich","","","",""
"Kuwait","1984","Ostdeutschland","männlich","","","",""
"Kuwait","1984","Ostdeutschland","weiblich","","","",""
"Elfenbeinkueste","1984","Westdeutschland","männlich","","","",""
"Elfenbeinkueste","1984","Westdeutschland","weiblich","","","",""
"Elfenbeinkueste","1984","Ostdeutschland","männlich","","","",""
"Elfenbeinkueste","1984","Ostdeutschland","weiblich","","","",""
"Malaysia_(128)","1984","Westdeutschland","männlich","","","",""
"Malaysia_(128)","1984","Westdeutschland","weiblich","","","",""
"Malaysia_(128)","1984","Ostdeutschland","männlich","","","",""
"Malaysia_(128)","1984","Ostdeutschland","weiblich","","","",""
"Samoa","1984","Westdeutschland","männlich","","","",""
"Samoa","1984","Westdeutschland","weiblich","","","",""
"Samoa","1984","Ostdeutschland","männlich","","","",""
"Samoa","1984","Ostdeutschland","weiblich","","","",""
"Aserbaidschan","1984","Westdeutschland","männlich","","","",""
"Aserbaidschan","1984","Westdeutschland","weiblich","","","",""
"Aserbaidschan","1984","Ostdeutschland","männlich","","","",""
"Aserbaidschan","1984","Ostdeutschland","weiblich","","","",""
"Weissrussland","1984","Westdeutschland","männlich","","","",""
"Weissrussland","1984","Westdeutschland","weiblich","1","","",""
"Weissrussland","1984","Ostdeutschland","männlich","","","",""
"Weissrussland","1984","Ostdeutschland","weiblich","","","",""
"Uruguay","1984","Westdeutschland","männlich","","","",""
"Uruguay","1984","Westdeutschland","weiblich","","","",""
"Uruguay","1984","Ostdeutschland","männlich","","","",""
"Uruguay","1984","Ostdeutschland","weiblich","","","",""
"Uganda","1984","Westdeutschland","männlich","","","",""
"Uganda","1984","Westdeutschland","weiblich","","","",""
"Uganda","1984","Ostdeutschland","männlich","","","",""
"Uganda","1984","Ostdeutschland","weiblich","","","",""
"Mali","1984","Westdeutschland","männlich","","","",""
"Mali","1984","Westdeutschland","weiblich","","","",""
"Mali","1984","Ostdeutschland","männlich","","","",""
"Mali","1984","Ostdeutschland","weiblich","","","",""
"Kamerun","1984","Westdeutschland","männlich","","","",""
"Kamerun","1984","Westdeutschland","weiblich","","","",""
"Kamerun","1984","Ostdeutschland","männlich","","","",""
"Kamerun","1984","Ostdeutschland","weiblich","","","",""
"Kosovo-Albaner","1984","Westdeutschland","männlich","5","","",""
"Kosovo-Albaner","1984","Westdeutschland","weiblich","2","","",""
