"corigin","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"österreich","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"österreich","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"österreich","1984","direkter Migrationshintergrund","Westdeutschland","35","0.0374641622451238","0.0309871305308625","0.043941193959385"
"österreich","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"österreich","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"österreich","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"österreich","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"österreich","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Frankreich","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Frankreich","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Frankreich","1984","direkter Migrationshintergrund","Westdeutschland","14","","",""
"Frankreich","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Frankreich","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Frankreich","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Frankreich","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Frankreich","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Benelux","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Benelux","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Benelux","1984","direkter Migrationshintergrund","Westdeutschland","5","","",""
"Benelux","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Benelux","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Benelux","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Benelux","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Benelux","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Dänemark","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Dänemark","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Dänemark","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Dänemark","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Dänemark","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Dänemark","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Dänemark","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Dänemark","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Grossbritannien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Grossbritannien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Grossbritannien","1984","direkter Migrationshintergrund","Westdeutschland","3","","",""
"Grossbritannien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Grossbritannien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Grossbritannien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Grossbritannien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Grossbritannien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Schweden","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Schweden","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Schweden","1984","direkter Migrationshintergrund","Westdeutschland","1","","",""
"Schweden","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Schweden","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Schweden","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Schweden","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Schweden","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Norwegen","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Norwegen","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Norwegen","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Norwegen","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Norwegen","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Norwegen","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Norwegen","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Norwegen","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Finnland","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Finnland","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Finnland","1984","direkter Migrationshintergrund","Westdeutschland","1","","",""
"Finnland","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Finnland","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Finnland","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Finnland","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Finnland","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"USA","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"USA","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"USA","1984","direkter Migrationshintergrund","Westdeutschland","17","","",""
"USA","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"USA","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"USA","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"USA","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"USA","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Schweiz","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Schweiz","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Schweiz","1984","direkter Migrationshintergrund","Westdeutschland","11","","",""
"Schweiz","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Schweiz","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Schweiz","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Schweiz","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Schweiz","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Chile","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Chile","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Chile","1984","direkter Migrationshintergrund","Westdeutschland","3","","",""
"Chile","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Chile","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Chile","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Chile","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Chile","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Rumaenien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Rumaenien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Rumaenien","1984","direkter Migrationshintergrund","Westdeutschland","11","","",""
"Rumaenien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Rumaenien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Rumaenien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Rumaenien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Rumaenien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Polen","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Polen","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Polen","1984","direkter Migrationshintergrund","Westdeutschland","38","0.0441214271971966","0.0371167891969702","0.0511260651974231"
"Polen","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Polen","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Polen","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Polen","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Polen","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Korea","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Korea","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Korea","1984","direkter Migrationshintergrund","Westdeutschland","5","","",""
"Korea","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Korea","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Korea","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Korea","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Korea","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Iran","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Iran","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Iran","1984","direkter Migrationshintergrund","Westdeutschland","2","","",""
"Iran","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Iran","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Iran","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Iran","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Iran","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Indonesien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Indonesien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Indonesien","1984","direkter Migrationshintergrund","Westdeutschland","2","","",""
"Indonesien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Indonesien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Indonesien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Indonesien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Indonesien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ungarn","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Ungarn","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ungarn","1984","direkter Migrationshintergrund","Westdeutschland","15","","",""
"Ungarn","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ungarn","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ungarn","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ungarn","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ungarn","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Bolivien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Bolivien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Bolivien","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Bolivien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Bolivien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Bolivien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Bolivien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Bolivien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Portugal","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Portugal","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Portugal","1984","direkter Migrationshintergrund","Westdeutschland","4","","",""
"Portugal","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Portugal","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Portugal","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Portugal","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Portugal","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Bulgarien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Bulgarien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Bulgarien","1984","direkter Migrationshintergrund","Westdeutschland","9","","",""
"Bulgarien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Bulgarien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Bulgarien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Bulgarien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Bulgarien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Syrien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Syrien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Syrien","1984","direkter Migrationshintergrund","Westdeutschland","1","","",""
"Syrien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Syrien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Syrien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Syrien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Syrien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Tschechien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Tschechien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Tschechien","1984","direkter Migrationshintergrund","Westdeutschland","42","0.0489969626839174","0.0416342968794984","0.0563596284883364"
"Tschechien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Tschechien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Tschechien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Tschechien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Tschechien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Russland","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Russland","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Russland","1984","direkter Migrationshintergrund","Westdeutschland","5","","",""
"Russland","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Russland","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Russland","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Russland","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Russland","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mexiko","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Mexiko","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mexiko","1984","direkter Migrationshintergrund","Westdeutschland","4","","",""
"Mexiko","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mexiko","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mexiko","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mexiko","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mexiko","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Argentinien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Argentinien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Argentinien","1984","direkter Migrationshintergrund","Westdeutschland","2","","",""
"Argentinien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Argentinien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Argentinien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Argentinien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Argentinien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Cap Verden","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Cap Verden","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Cap Verden","1984","direkter Migrationshintergrund","Westdeutschland","1","","",""
"Cap Verden","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Cap Verden","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Cap Verden","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Cap Verden","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Cap Verden","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Benin","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Benin","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Benin","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Benin","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Benin","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Benin","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Benin","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Benin","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Philippinen","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Philippinen","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Philippinen","1984","direkter Migrationshintergrund","Westdeutschland","2","","",""
"Philippinen","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Philippinen","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Philippinen","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Philippinen","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Philippinen","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Israel","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Israel","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Israel","1984","direkter Migrationshintergrund","Westdeutschland","1","","",""
"Israel","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Israel","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Israel","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Israel","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Israel","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Japan","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Japan","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Japan","1984","direkter Migrationshintergrund","Westdeutschland","1","","",""
"Japan","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Japan","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Japan","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Japan","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Japan","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Australien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Australien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Australien","1984","direkter Migrationshintergrund","Westdeutschland","2","","",""
"Australien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Australien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Australien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Australien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Australien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Indien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Indien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Indien","1984","direkter Migrationshintergrund","Westdeutschland","1","","",""
"Indien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Indien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Indien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Indien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Indien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Afghanistan","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Afghanistan","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Afghanistan","1984","direkter Migrationshintergrund","Westdeutschland","2","","",""
"Afghanistan","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Afghanistan","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Afghanistan","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Afghanistan","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Afghanistan","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Thailand","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Thailand","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Thailand","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Thailand","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Thailand","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Thailand","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Thailand","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Thailand","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Jamaika","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Jamaika","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Jamaika","1984","direkter Migrationshintergrund","Westdeutschland","1","","",""
"Jamaika","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Jamaika","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Jamaika","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Jamaika","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Jamaika","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Saudi-Arabien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Saudi-Arabien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Saudi-Arabien","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Saudi-Arabien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Saudi-Arabien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Saudi-Arabien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Saudi-Arabien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Saudi-Arabien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Aethiopien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Aethiopien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Aethiopien","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Aethiopien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Aethiopien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Aethiopien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Aethiopien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Aethiopien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Kolumbien","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Kolumbien","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Kolumbien","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Kolumbien","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Kolumbien","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Kolumbien","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Kolumbien","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Kolumbien","1984","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ghana","1984","kein Migrationshintergrund","Westdeutschland","","","",""
"Ghana","1984","kein Migrationshintergrund","Ostdeutschland","","","",""
"Ghana","1984","direkter Migrationshintergrund","Westdeutschland","","","",""
"Ghana","1984","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Ghana","1984","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Ghana","1984","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ghana","1984","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
