"corigin","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"österreich","1984","Hauptschule","21","","",""
"österreich","1984","Realschule","8","","",""
"österreich","1984","(Fach-)Abitur","3","","",""
"österreich","1984","AkademikerIn","3","","",""
"Frankreich","1984","(noch) kein Abschluss","","","",""
"Frankreich","1984","Hauptschule","5","","",""
"Frankreich","1984","Realschule","5","","",""
"Frankreich","1984","(Fach-)Abitur","1","","",""
"Frankreich","1984","AkademikerIn","3","","",""
"Benelux","1984","(noch) kein Abschluss","","","",""
"Benelux","1984","Hauptschule","4","","",""
"Benelux","1984","Realschule","","","",""
"Benelux","1984","(Fach-)Abitur","1","","",""
"Benelux","1984","AkademikerIn","","","",""
"Dänemark","1984","(noch) kein Abschluss","","","",""
"Dänemark","1984","Hauptschule","","","",""
"Dänemark","1984","Realschule","","","",""
"Dänemark","1984","(Fach-)Abitur","","","",""
"Dänemark","1984","AkademikerIn","","","",""
"Grossbritannien","1984","(noch) kein Abschluss","","","",""
"Grossbritannien","1984","Hauptschule","2","","",""
"Grossbritannien","1984","Realschule","","","",""
"Grossbritannien","1984","(Fach-)Abitur","","","",""
"Grossbritannien","1984","AkademikerIn","1","","",""
"Schweden","1984","(noch) kein Abschluss","","","",""
"Schweden","1984","Hauptschule","","","",""
"Schweden","1984","Realschule","","","",""
"Schweden","1984","(Fach-)Abitur","","","",""
"Schweden","1984","AkademikerIn","1","","",""
"Norwegen","1984","(noch) kein Abschluss","","","",""
"Norwegen","1984","Hauptschule","","","",""
"Norwegen","1984","Realschule","","","",""
"Norwegen","1984","(Fach-)Abitur","","","",""
"Norwegen","1984","AkademikerIn","","","",""
"Finnland","1984","(noch) kein Abschluss","","","",""
"Finnland","1984","Hauptschule","","","",""
"Finnland","1984","Realschule","","","",""
"Finnland","1984","(Fach-)Abitur","1","","",""
"Finnland","1984","AkademikerIn","","","",""
"USA","1984","(noch) kein Abschluss","2","","",""
"USA","1984","Hauptschule","5","","",""
"USA","1984","Realschule","4","","",""
"USA","1984","(Fach-)Abitur","4","","",""
"USA","1984","AkademikerIn","2","","",""
"Schweiz","1984","(noch) kein Abschluss","","","",""
"Schweiz","1984","Hauptschule","4","","",""
"Schweiz","1984","Realschule","4","","",""
"Schweiz","1984","(Fach-)Abitur","1","","",""
"Schweiz","1984","AkademikerIn","2","","",""
"Chile","1984","(noch) kein Abschluss","","","",""
"Chile","1984","Hauptschule","2","","",""
"Chile","1984","Realschule","","","",""
"Chile","1984","(Fach-)Abitur","1","","",""
"Chile","1984","AkademikerIn","","","",""
"Rumaenien","1984","(noch) kein Abschluss","","","",""
"Rumaenien","1984","Hauptschule","10","","",""
"Rumaenien","1984","Realschule","1","","",""
"Rumaenien","1984","(Fach-)Abitur","","","",""
"Rumaenien","1984","AkademikerIn","","","",""
"Polen","1984","(noch) kein Abschluss","","","",""
"Polen","1984","Hauptschule","25","","",""
"Polen","1984","Realschule","5","","",""
"Polen","1984","(Fach-)Abitur","7","","",""
"Polen","1984","AkademikerIn","1","","",""
"Korea","1984","(noch) kein Abschluss","","","",""
"Korea","1984","Hauptschule","","","",""
"Korea","1984","Realschule","","","",""
"Korea","1984","(Fach-)Abitur","","","",""
"Korea","1984","AkademikerIn","5","","",""
"Iran","1984","(noch) kein Abschluss","","","",""
"Iran","1984","Hauptschule","","","",""
"Iran","1984","Realschule","","","",""
"Iran","1984","(Fach-)Abitur","1","","",""
"Iran","1984","AkademikerIn","1","","",""
"Indonesien","1984","(noch) kein Abschluss","","","",""
"Indonesien","1984","Hauptschule","","","",""
"Indonesien","1984","Realschule","1","","",""
"Indonesien","1984","(Fach-)Abitur","","","",""
"Indonesien","1984","AkademikerIn","1","","",""
"Ungarn","1984","(noch) kein Abschluss","","","",""
"Ungarn","1984","Hauptschule","8","","",""
"Ungarn","1984","Realschule","2","","",""
"Ungarn","1984","(Fach-)Abitur","3","","",""
"Ungarn","1984","AkademikerIn","2","","",""
"Bolivien","1984","(noch) kein Abschluss","","","",""
"Bolivien","1984","Hauptschule","","","",""
"Bolivien","1984","Realschule","","","",""
"Bolivien","1984","(Fach-)Abitur","","","",""
"Bolivien","1984","AkademikerIn","","","",""
"Portugal","1984","(noch) kein Abschluss","","","",""
"Portugal","1984","Hauptschule","4","","",""
"Portugal","1984","Realschule","","","",""
"Portugal","1984","(Fach-)Abitur","","","",""
"Portugal","1984","AkademikerIn","","","",""
"Bulgarien","1984","(noch) kein Abschluss","4","","",""
"Bulgarien","1984","Hauptschule","3","","",""
"Bulgarien","1984","Realschule","","","",""
"Bulgarien","1984","(Fach-)Abitur","2","","",""
"Bulgarien","1984","AkademikerIn","","","",""
"Syrien","1984","(noch) kein Abschluss","1","","",""
"Syrien","1984","Hauptschule","","","",""
"Syrien","1984","Realschule","","","",""
"Syrien","1984","(Fach-)Abitur","","","",""
"Syrien","1984","AkademikerIn","","","",""
"Tschechien","1984","(noch) kein Abschluss","","","",""
"Tschechien","1984","Hauptschule","24","","",""
"Tschechien","1984","Realschule","11","","",""
"Tschechien","1984","(Fach-)Abitur","3","","",""
"Tschechien","1984","AkademikerIn","4","","",""
"Russland","1984","(noch) kein Abschluss","1","","",""
"Russland","1984","Hauptschule","1","","",""
"Russland","1984","Realschule","2","","",""
"Russland","1984","(Fach-)Abitur","1","","",""
"Russland","1984","AkademikerIn","","","",""
"Mexiko","1984","(noch) kein Abschluss","","","",""
"Mexiko","1984","Hauptschule","1","","",""
"Mexiko","1984","Realschule","1","","",""
"Mexiko","1984","(Fach-)Abitur","2","","",""
"Mexiko","1984","AkademikerIn","","","",""
"Argentinien","1984","(noch) kein Abschluss","","","",""
"Argentinien","1984","Hauptschule","","","",""
"Argentinien","1984","Realschule","","","",""
"Argentinien","1984","(Fach-)Abitur","1","","",""
"Argentinien","1984","AkademikerIn","1","","",""
"Cap Verden","1984","(noch) kein Abschluss","","","",""
"Cap Verden","1984","Hauptschule","1","","",""
"Cap Verden","1984","Realschule","","","",""
"Cap Verden","1984","(Fach-)Abitur","","","",""
"Cap Verden","1984","AkademikerIn","","","",""
"Benin","1984","(noch) kein Abschluss","","","",""
"Benin","1984","Hauptschule","","","",""
"Benin","1984","Realschule","","","",""
"Benin","1984","(Fach-)Abitur","","","",""
"Benin","1984","AkademikerIn","","","",""
"Philippinen","1984","(noch) kein Abschluss","","","",""
"Philippinen","1984","Hauptschule","1","","",""
"Philippinen","1984","Realschule","","","",""
"Philippinen","1984","(Fach-)Abitur","1","","",""
"Philippinen","1984","AkademikerIn","","","",""
"Israel","1984","(noch) kein Abschluss","","","",""
"Israel","1984","Hauptschule","","","",""
"Israel","1984","Realschule","1","","",""
"Israel","1984","(Fach-)Abitur","","","",""
"Israel","1984","AkademikerIn","","","",""
"Japan","1984","(noch) kein Abschluss","","","",""
"Japan","1984","Hauptschule","","","",""
"Japan","1984","Realschule","","","",""
"Japan","1984","(Fach-)Abitur","","","",""
"Japan","1984","AkademikerIn","1","","",""
"Australien","1984","(noch) kein Abschluss","","","",""
"Australien","1984","Hauptschule","2","","",""
"Australien","1984","Realschule","","","",""
"Australien","1984","(Fach-)Abitur","","","",""
"Australien","1984","AkademikerIn","","","",""
"Indien","1984","(noch) kein Abschluss","","","",""
"Indien","1984","Hauptschule","","","",""
"Indien","1984","Realschule","","","",""
"Indien","1984","(Fach-)Abitur","1","","",""
"Indien","1984","AkademikerIn","","","",""
"Afghanistan","1984","(noch) kein Abschluss","1","","",""
"Afghanistan","1984","Hauptschule","","","",""
"Afghanistan","1984","Realschule","","","",""
"Afghanistan","1984","(Fach-)Abitur","","","",""
"Afghanistan","1984","AkademikerIn","1","","",""
"Thailand","1984","(noch) kein Abschluss","","","",""
"Thailand","1984","Hauptschule","","","",""
"Thailand","1984","Realschule","","","",""
"Thailand","1984","(Fach-)Abitur","","","",""
"Thailand","1984","AkademikerIn","","","",""
"Jamaika","1984","(noch) kein Abschluss","","","",""
"Jamaika","1984","Hauptschule","","","",""
"Jamaika","1984","Realschule","1","","",""
"Jamaika","1984","(Fach-)Abitur","","","",""
"Jamaika","1984","AkademikerIn","","","",""
"Saudi-Arabien","1984","(noch) kein Abschluss","","","",""
"Saudi-Arabien","1984","Hauptschule","","","",""
"Saudi-Arabien","1984","Realschule","","","",""
"Saudi-Arabien","1984","(Fach-)Abitur","","","",""
"Saudi-Arabien","1984","AkademikerIn","","","",""
"Aethiopien","1984","(noch) kein Abschluss","","","",""
"Aethiopien","1984","Hauptschule","","","",""
"Aethiopien","1984","Realschule","","","",""
"Aethiopien","1984","(Fach-)Abitur","","","",""
"Aethiopien","1984","AkademikerIn","","","",""
"Kolumbien","1984","(noch) kein Abschluss","","","",""
"Kolumbien","1984","Hauptschule","","","",""
"Kolumbien","1984","Realschule","","","",""
"Kolumbien","1984","(Fach-)Abitur","","","",""
"Kolumbien","1984","AkademikerIn","","","",""
"Ghana","1984","(noch) kein Abschluss","","","",""
"Ghana","1984","Hauptschule","","","",""
"Ghana","1984","Realschule","","","",""
"Ghana","1984","(Fach-)Abitur","","","",""
"Ghana","1984","AkademikerIn","","","",""
"Bangla Desh","1984","(noch) kein Abschluss","","","",""
"Bangla Desh","1984","Hauptschule","","","",""
"Bangla Desh","1984","Realschule","","","",""
"Bangla Desh","1984","(Fach-)Abitur","","","",""
"Bangla Desh","1984","AkademikerIn","","","",""
"Venezuela","1984","(noch) kein Abschluss","","","",""
"Venezuela","1984","Hauptschule","","","",""
"Venezuela","1984","Realschule","","","",""
"Venezuela","1984","(Fach-)Abitur","","","",""
"Venezuela","1984","AkademikerIn","","","",""
"Tunesien","1984","(noch) kein Abschluss","","","",""
"Tunesien","1984","Hauptschule","","","",""
"Tunesien","1984","Realschule","","","",""
"Tunesien","1984","(Fach-)Abitur","","","",""
"Tunesien","1984","AkademikerIn","","","",""
"Mauritius","1984","(noch) kein Abschluss","","","",""
"Mauritius","1984","Hauptschule","","","",""
"Mauritius","1984","Realschule","","","",""
"Mauritius","1984","(Fach-)Abitur","","","",""
"Mauritius","1984","AkademikerIn","1","","",""
"Nigeria","1984","(noch) kein Abschluss","","","",""
"Nigeria","1984","Hauptschule","","","",""
"Nigeria","1984","Realschule","","","",""
"Nigeria","1984","(Fach-)Abitur","","","",""
"Nigeria","1984","AkademikerIn","","","",""
"Kanada","1984","(noch) kein Abschluss","","","",""
"Kanada","1984","Hauptschule","1","","",""
"Kanada","1984","Realschule","","","",""
"Kanada","1984","(Fach-)Abitur","","","",""
"Kanada","1984","AkademikerIn","","","",""
"Neuseeland","1984","(noch) kein Abschluss","","","",""
"Neuseeland","1984","Hauptschule","","","",""
"Neuseeland","1984","Realschule","","","",""
"Neuseeland","1984","(Fach-)Abitur","","","",""
"Neuseeland","1984","AkademikerIn","","","",""
"Tansania","1984","(noch) kein Abschluss","","","",""
"Tansania","1984","Hauptschule","","","",""
"Tansania","1984","Realschule","","","",""
"Tansania","1984","(Fach-)Abitur","","","",""
"Tansania","1984","AkademikerIn","","","",""
"Zypern","1984","(noch) kein Abschluss","","","",""
"Zypern","1984","Hauptschule","","","",""
"Zypern","1984","Realschule","","","",""
"Zypern","1984","(Fach-)Abitur","","","",""
"Zypern","1984","AkademikerIn","","","",""
"Kuba","1984","(noch) kein Abschluss","","","",""
"Kuba","1984","Hauptschule","","","",""
"Kuba","1984","Realschule","","","",""
"Kuba","1984","(Fach-)Abitur","","","",""
"Kuba","1984","AkademikerIn","","","",""
"Irak","1984","(noch) kein Abschluss","","","",""
"Irak","1984","Hauptschule","","","",""
"Irak","1984","Realschule","","","",""
"Irak","1984","(Fach-)Abitur","","","",""
"Irak","1984","AkademikerIn","","","",""
"Brasilien","1984","(noch) kein Abschluss","","","",""
"Brasilien","1984","Hauptschule","1","","",""
"Brasilien","1984","Realschule","","","",""
"Brasilien","1984","(Fach-)Abitur","1","","",""
"Brasilien","1984","AkademikerIn","","","",""
"Hongkong","1984","(noch) kein Abschluss","","","",""
"Hongkong","1984","Hauptschule","","","",""
"Hongkong","1984","Realschule","","","",""
"Hongkong","1984","(Fach-)Abitur","","","",""
"Hongkong","1984","AkademikerIn","","","",""
"Peru","1984","(noch) kein Abschluss","","","",""
"Peru","1984","Hauptschule","","","",""
"Peru","1984","Realschule","","","",""
"Peru","1984","(Fach-)Abitur","","","",""
"Peru","1984","AkademikerIn","","","",""
"Sri Lanka","1984","(noch) kein Abschluss","","","",""
"Sri Lanka","1984","Hauptschule","","","",""
"Sri Lanka","1984","Realschule","","","",""
"Sri Lanka","1984","(Fach-)Abitur","","","",""
"Sri Lanka","1984","AkademikerIn","","","",""
"Nepal","1984","(noch) kein Abschluss","","","",""
"Nepal","1984","Hauptschule","","","",""
"Nepal","1984","Realschule","","","",""
"Nepal","1984","(Fach-)Abitur","","","",""
"Nepal","1984","AkademikerIn","","","",""
"Marokko","1984","(noch) kein Abschluss","","","",""
"Marokko","1984","Hauptschule","","","",""
"Marokko","1984","Realschule","","","",""
"Marokko","1984","(Fach-)Abitur","","","",""
"Marokko","1984","AkademikerIn","","","",""
"China","1984","(noch) kein Abschluss","","","",""
"China","1984","Hauptschule","","","",""
"China","1984","Realschule","","","",""
"China","1984","(Fach-)Abitur","","","",""
"China","1984","AkademikerIn","","","",""
"Irland","1984","(noch) kein Abschluss","","","",""
"Irland","1984","Hauptschule","","","",""
"Irland","1984","Realschule","","","",""
"Irland","1984","(Fach-)Abitur","","","",""
"Irland","1984","AkademikerIn","","","",""
"Moldawien","1984","(noch) kein Abschluss","","","",""
"Moldawien","1984","Hauptschule","","","",""
"Moldawien","1984","Realschule","","","",""
"Moldawien","1984","(Fach-)Abitur","","","",""
"Moldawien","1984","AkademikerIn","","","",""
"Kasachstan","1984","(noch) kein Abschluss","","","",""
"Kasachstan","1984","Hauptschule","","","",""
"Kasachstan","1984","Realschule","","","",""
"Kasachstan","1984","(Fach-)Abitur","","","",""
"Kasachstan","1984","AkademikerIn","","","",""
"Albanien","1984","(noch) kein Abschluss","","","",""
"Albanien","1984","Hauptschule","","","",""
"Albanien","1984","Realschule","","","",""
"Albanien","1984","(Fach-)Abitur","","","",""
"Albanien","1984","AkademikerIn","","","",""
"Libanon","1984","(noch) kein Abschluss","","","",""
"Libanon","1984","Hauptschule","","","",""
"Libanon","1984","Realschule","","","",""
"Libanon","1984","(Fach-)Abitur","","","",""
"Libanon","1984","AkademikerIn","","","",""
"Kirgistan","1984","(noch) kein Abschluss","","","",""
"Kirgistan","1984","Hauptschule","","","",""
"Kirgistan","1984","Realschule","","","",""
"Kirgistan","1984","(Fach-)Abitur","","","",""
"Kirgistan","1984","AkademikerIn","","","",""
"Ukraine","1984","(noch) kein Abschluss","","","",""
"Ukraine","1984","Hauptschule","","","",""
"Ukraine","1984","Realschule","","","",""
"Ukraine","1984","(Fach-)Abitur","","","",""
"Ukraine","1984","AkademikerIn","","","",""
"Algerien","1984","(noch) kein Abschluss","","","",""
"Algerien","1984","Hauptschule","","","",""
"Algerien","1984","Realschule","","","",""
"Algerien","1984","(Fach-)Abitur","","","",""
"Algerien","1984","AkademikerIn","","","",""
"Mocambique","1984","(noch) kein Abschluss","","","",""
"Mocambique","1984","Hauptschule","","","",""
"Mocambique","1984","Realschule","","","",""
"Mocambique","1984","(Fach-)Abitur","","","",""
"Mocambique","1984","AkademikerIn","","","",""
"Aegypten","1984","(noch) kein Abschluss","","","",""
"Aegypten","1984","Hauptschule","","","",""
"Aegypten","1984","Realschule","","","",""
"Aegypten","1984","(Fach-)Abitur","","","",""
"Aegypten","1984","AkademikerIn","","","",""
"Tadschikistan","1984","(noch) kein Abschluss","","","",""
"Tadschikistan","1984","Hauptschule","","","",""
"Tadschikistan","1984","Realschule","1","","",""
"Tadschikistan","1984","(Fach-)Abitur","","","",""
"Tadschikistan","1984","AkademikerIn","1","","",""
"Vietnam","1984","(noch) kein Abschluss","","","",""
"Vietnam","1984","Hauptschule","","","",""
"Vietnam","1984","Realschule","","","",""
"Vietnam","1984","(Fach-)Abitur","","","",""
"Vietnam","1984","AkademikerIn","","","",""
"Somalia","1984","(noch) kein Abschluss","","","",""
"Somalia","1984","Hauptschule","","","",""
"Somalia","1984","Realschule","","","",""
"Somalia","1984","(Fach-)Abitur","","","",""
"Somalia","1984","AkademikerIn","","","",""
"Pakistan","1984","(noch) kein Abschluss","","","",""
"Pakistan","1984","Hauptschule","","","",""
"Pakistan","1984","Realschule","","","",""
"Pakistan","1984","(Fach-)Abitur","","","",""
"Pakistan","1984","AkademikerIn","","","",""
"Südafrika","1984","(noch) kein Abschluss","","","",""
"Südafrika","1984","Hauptschule","","","",""
"Südafrika","1984","Realschule","","","",""
"Südafrika","1984","(Fach-)Abitur","","","",""
"Südafrika","1984","AkademikerIn","","","",""
"Vereinigte Arabische Emirate","1984","(noch) kein Abschluss","","","",""
"Vereinigte Arabische Emirate","1984","Hauptschule","","","",""
"Vereinigte Arabische Emirate","1984","Realschule","","","",""
"Vereinigte Arabische Emirate","1984","(Fach-)Abitur","","","",""
"Vereinigte Arabische Emirate","1984","AkademikerIn","","","",""
"El Salvador","1984","(noch) kein Abschluss","","","",""
"El Salvador","1984","Hauptschule","","","",""
"El Salvador","1984","Realschule","","","",""
"El Salvador","1984","(Fach-)Abitur","","","",""
"El Salvador","1984","AkademikerIn","","","",""
"Eritrea","1984","(noch) kein Abschluss","","","",""
"Eritrea","1984","Hauptschule","","","",""
"Eritrea","1984","Realschule","","","",""
"Eritrea","1984","(Fach-)Abitur","","","",""
"Eritrea","1984","AkademikerIn","","","",""
"Jordanien","1984","(noch) kein Abschluss","","","",""
"Jordanien","1984","Hauptschule","","","",""
"Jordanien","1984","Realschule","","","",""
"Jordanien","1984","(Fach-)Abitur","","","",""
"Jordanien","1984","AkademikerIn","","","",""
"Costa Rica","1984","(noch) kein Abschluss","","","",""
"Costa Rica","1984","Hauptschule","","","",""
"Costa Rica","1984","Realschule","","","",""
"Costa Rica","1984","(Fach-)Abitur","","","",""
"Costa Rica","1984","AkademikerIn","","","",""
"Singapur","1984","(noch) kein Abschluss","","","",""
"Singapur","1984","Hauptschule","","","",""
"Singapur","1984","Realschule","","","",""
"Singapur","1984","(Fach-)Abitur","","","",""
"Singapur","1984","AkademikerIn","","","",""
"Burkina Faso","1984","(noch) kein Abschluss","","","",""
"Burkina Faso","1984","Hauptschule","","","",""
"Burkina Faso","1984","Realschule","","","",""
"Burkina Faso","1984","(Fach-)Abitur","","","",""
"Burkina Faso","1984","AkademikerIn","","","",""
"Sambia","1984","(noch) kein Abschluss","","","",""
"Sambia","1984","Hauptschule","","","",""
"Sambia","1984","Realschule","","","",""
"Sambia","1984","(Fach-)Abitur","","","",""
"Sambia","1984","AkademikerIn","","","",""
"Ecuador","1984","(noch) kein Abschluss","","","",""
"Ecuador","1984","Hauptschule","","","",""
"Ecuador","1984","Realschule","","","",""
"Ecuador","1984","(Fach-)Abitur","","","",""
"Ecuador","1984","AkademikerIn","","","",""
"Usbekistan","1984","(noch) kein Abschluss","","","",""
"Usbekistan","1984","Hauptschule","","","",""
"Usbekistan","1984","Realschule","","","",""
"Usbekistan","1984","(Fach-)Abitur","","","",""
"Usbekistan","1984","AkademikerIn","","","",""
"Staatenlos","1984","(noch) kein Abschluss","1","","",""
"Staatenlos","1984","Hauptschule","2","","",""
"Staatenlos","1984","Realschule","","","",""
"Staatenlos","1984","(Fach-)Abitur","","","",""
"Staatenlos","1984","AkademikerIn","1","","",""
"Laos","1984","(noch) kein Abschluss","","","",""
"Laos","1984","Hauptschule","","","",""
"Laos","1984","Realschule","","","",""
"Laos","1984","(Fach-)Abitur","","","",""
"Laos","1984","AkademikerIn","","","",""
"Estland","1984","(noch) kein Abschluss","","","",""
"Estland","1984","Hauptschule","","","",""
"Estland","1984","Realschule","","","",""
"Estland","1984","(Fach-)Abitur","","","",""
"Estland","1984","AkademikerIn","","","",""
"Angola","1984","(noch) kein Abschluss","","","",""
"Angola","1984","Hauptschule","","","",""
"Angola","1984","Realschule","","","",""
"Angola","1984","(Fach-)Abitur","","","",""
"Angola","1984","AkademikerIn","","","",""
"Lettland","1984","(noch) kein Abschluss","","","",""
"Lettland","1984","Hauptschule","","","",""
"Lettland","1984","Realschule","","","",""
"Lettland","1984","(Fach-)Abitur","","","",""
"Lettland","1984","AkademikerIn","","","",""
"Namibia","1984","(noch) kein Abschluss","","","",""
"Namibia","1984","Hauptschule","","","",""
"Namibia","1984","Realschule","","","",""
"Namibia","1984","(Fach-)Abitur","","","",""
"Namibia","1984","AkademikerIn","1","","",""
"Dominikanische Republik","1984","(noch) kein Abschluss","","","",""
"Dominikanische Republik","1984","Hauptschule","","","",""
"Dominikanische Republik","1984","Realschule","","","",""
"Dominikanische Republik","1984","(Fach-)Abitur","","","",""
"Dominikanische Republik","1984","AkademikerIn","","","",""
"Nicaragua","1984","(noch) kein Abschluss","","","",""
"Nicaragua","1984","Hauptschule","","","",""
"Nicaragua","1984","Realschule","","","",""
"Nicaragua","1984","(Fach-)Abitur","","","",""
"Nicaragua","1984","AkademikerIn","","","",""
"Kenia","1984","(noch) kein Abschluss","","","",""
"Kenia","1984","Hauptschule","","","",""
"Kenia","1984","Realschule","","","",""
"Kenia","1984","(Fach-)Abitur","","","",""
"Kenia","1984","AkademikerIn","","","",""
"Libyen","1984","(noch) kein Abschluss","","","",""
"Libyen","1984","Hauptschule","","","",""
"Libyen","1984","Realschule","","","",""
"Libyen","1984","(Fach-)Abitur","","","",""
"Libyen","1984","AkademikerIn","","","",""
"Botswana","1984","(noch) kein Abschluss","","","",""
"Botswana","1984","Hauptschule","","","",""
"Botswana","1984","Realschule","","","",""
"Botswana","1984","(Fach-)Abitur","","","",""
"Botswana","1984","AkademikerIn","","","",""
"Haiti","1984","(noch) kein Abschluss","","","",""
"Haiti","1984","Hauptschule","","","",""
"Haiti","1984","Realschule","","","",""
"Haiti","1984","(Fach-)Abitur","","","",""
"Haiti","1984","AkademikerIn","","","",""
"Luxemburg","1984","(noch) kein Abschluss","","","",""
"Luxemburg","1984","Hauptschule","","","",""
"Luxemburg","1984","Realschule","","","",""
"Luxemburg","1984","(Fach-)Abitur","","","",""
"Luxemburg","1984","AkademikerIn","","","",""
"Belgien","1984","(noch) kein Abschluss","","","",""
"Belgien","1984","Hauptschule","3","","",""
"Belgien","1984","Realschule","","","",""
"Belgien","1984","(Fach-)Abitur","","","",""
"Belgien","1984","AkademikerIn","","","",""
"Niederlande","1984","(noch) kein Abschluss","","","",""
"Niederlande","1984","Hauptschule","4","","",""
"Niederlande","1984","Realschule","2","","",""
"Niederlande","1984","(Fach-)Abitur","","","",""
"Niederlande","1984","AkademikerIn","","","",""
"Kroatien","1984","(noch) kein Abschluss","18","","",""
"Kroatien","1984","Hauptschule","63","0.001797095324534","0.000819531065075932","0.00277465958399206"
"Kroatien","1984","Realschule","3","","",""
"Kroatien","1984","(Fach-)Abitur","4","","",""
"Kroatien","1984","AkademikerIn","2","","",""
"Bosnien/Herzegowina","1984","(noch) kein Abschluss","17","","",""
"Bosnien/Herzegowina","1984","Hauptschule","39","0.0012502469592456","0.000434648138466257","0.00206584578002495"
"Bosnien/Herzegowina","1984","Realschule","","","",""
"Bosnien/Herzegowina","1984","(Fach-)Abitur","1","","",""
"Bosnien/Herzegowina","1984","AkademikerIn","1","","",""
"Makedonien","1984","(noch) kein Abschluss","6","","",""
"Makedonien","1984","Hauptschule","3","","",""
"Makedonien","1984","Realschule","","","",""
"Makedonien","1984","(Fach-)Abitur","","","",""
"Makedonien","1984","AkademikerIn","","","",""
"Slowenien","1984","(noch) kein Abschluss","3","","",""
"Slowenien","1984","Hauptschule","11","","",""
"Slowenien","1984","Realschule","","","",""
"Slowenien","1984","(Fach-)Abitur","2","","",""
"Slowenien","1984","AkademikerIn","1","","",""
"Slowakei","1984","(noch) kein Abschluss","","","",""
"Slowakei","1984","Hauptschule","","","",""
"Slowakei","1984","Realschule","","","",""
"Slowakei","1984","(Fach-)Abitur","","","",""
"Slowakei","1984","AkademikerIn","2","","",""
"Paraguay","1984","(noch) kein Abschluss","","","",""
"Paraguay","1984","Hauptschule","2","","",""
"Paraguay","1984","Realschule","","","",""
"Paraguay","1984","(Fach-)Abitur","","","",""
"Paraguay","1984","AkademikerIn","1","","",""
"Guinea","1984","(noch) kein Abschluss","","","",""
"Guinea","1984","Hauptschule","","","",""
"Guinea","1984","Realschule","","","",""
"Guinea","1984","(Fach-)Abitur","","","",""
"Guinea","1984","AkademikerIn","","","",""
"Kuwait","1984","(noch) kein Abschluss","","","",""
"Kuwait","1984","Hauptschule","","","",""
"Kuwait","1984","Realschule","","","",""
"Kuwait","1984","(Fach-)Abitur","","","",""
"Kuwait","1984","AkademikerIn","","","",""
"Elfenbeinkueste","1984","(noch) kein Abschluss","","","",""
"Elfenbeinkueste","1984","Hauptschule","","","",""
"Elfenbeinkueste","1984","Realschule","","","",""
"Elfenbeinkueste","1984","(Fach-)Abitur","","","",""
"Elfenbeinkueste","1984","AkademikerIn","","","",""
"Malaysia_(128)","1984","(noch) kein Abschluss","","","",""
"Malaysia_(128)","1984","Hauptschule","","","",""
"Malaysia_(128)","1984","Realschule","","","",""
"Malaysia_(128)","1984","(Fach-)Abitur","","","",""
"Malaysia_(128)","1984","AkademikerIn","","","",""
"Samoa","1984","(noch) kein Abschluss","","","",""
"Samoa","1984","Hauptschule","","","",""
