"corigin","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Russland","1995","2","Städtischer Raum","17","","",""
"Russland","1995","2","Ländlicher Raum","1","","",""
"Russland","1995","3","Städtischer Raum","3","","",""
"Russland","1995","3","Ländlicher Raum","","","",""
"Russland","1995","4","Städtischer Raum","2","","",""
"Russland","1995","4","Ländlicher Raum","","","",""
"Russland","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Russland","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Mexiko","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","2","","",""
"Mexiko","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Mexiko","1995","2","Städtischer Raum","","","",""
"Mexiko","1995","2","Ländlicher Raum","","","",""
"Mexiko","1995","3","Städtischer Raum","","","",""
"Mexiko","1995","3","Ländlicher Raum","","","",""
"Mexiko","1995","4","Städtischer Raum","","","",""
"Mexiko","1995","4","Ländlicher Raum","","","",""
"Mexiko","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Mexiko","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Argentinien","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"Argentinien","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Argentinien","1995","2","Städtischer Raum","","","",""
"Argentinien","1995","2","Ländlicher Raum","","","",""
"Argentinien","1995","3","Städtischer Raum","","","",""
"Argentinien","1995","3","Ländlicher Raum","","","",""
"Argentinien","1995","4","Städtischer Raum","1","","",""
"Argentinien","1995","4","Ländlicher Raum","","","",""
"Argentinien","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Argentinien","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Benin","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Benin","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Benin","1995","2","Städtischer Raum","","","",""
"Benin","1995","2","Ländlicher Raum","","","",""
"Benin","1995","3","Städtischer Raum","","","",""
"Benin","1995","3","Ländlicher Raum","","","",""
"Benin","1995","4","Städtischer Raum","","","",""
"Benin","1995","4","Ländlicher Raum","","","",""
"Benin","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Benin","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Philippinen","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","3","","",""
"Philippinen","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Philippinen","1995","2","Städtischer Raum","","","",""
"Philippinen","1995","2","Ländlicher Raum","","","",""
"Philippinen","1995","3","Städtischer Raum","1","","",""
"Philippinen","1995","3","Ländlicher Raum","","","",""
"Philippinen","1995","4","Städtischer Raum","1","","",""
"Philippinen","1995","4","Ländlicher Raum","","","",""
"Philippinen","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Philippinen","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Israel","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Israel","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Israel","1995","2","Städtischer Raum","","","",""
"Israel","1995","2","Ländlicher Raum","","","",""
"Israel","1995","3","Städtischer Raum","","","",""
"Israel","1995","3","Ländlicher Raum","","","",""
"Israel","1995","4","Städtischer Raum","","","",""
"Israel","1995","4","Ländlicher Raum","","","",""
"Israel","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Israel","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Japan","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Japan","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Japan","1995","2","Städtischer Raum","1","","",""
"Japan","1995","2","Ländlicher Raum","","","",""
"Japan","1995","3","Städtischer Raum","","","",""
"Japan","1995","3","Ländlicher Raum","","","",""
"Japan","1995","4","Städtischer Raum","","","",""
"Japan","1995","4","Ländlicher Raum","","","",""
"Japan","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Japan","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Australien","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","1","","",""
"Australien","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Australien","1995","2","Städtischer Raum","","","",""
"Australien","1995","2","Ländlicher Raum","","","",""
"Australien","1995","3","Städtischer Raum","","","",""
"Australien","1995","3","Ländlicher Raum","1","","",""
"Australien","1995","4","Städtischer Raum","","","",""
"Australien","1995","4","Ländlicher Raum","","","",""
"Australien","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Australien","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Indien","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Indien","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Indien","1995","2","Städtischer Raum","","","",""
"Indien","1995","2","Ländlicher Raum","","","",""
"Indien","1995","3","Städtischer Raum","","","",""
"Indien","1995","3","Ländlicher Raum","","","",""
"Indien","1995","4","Städtischer Raum","","","",""
"Indien","1995","4","Ländlicher Raum","","","",""
"Indien","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Indien","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Afghanistan","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Afghanistan","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Afghanistan","1995","2","Städtischer Raum","","","",""
"Afghanistan","1995","2","Ländlicher Raum","","","",""
"Afghanistan","1995","3","Städtischer Raum","","","",""
"Afghanistan","1995","3","Ländlicher Raum","","","",""
"Afghanistan","1995","4","Städtischer Raum","","","",""
"Afghanistan","1995","4","Ländlicher Raum","","","",""
"Afghanistan","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Afghanistan","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Thailand","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Thailand","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Thailand","1995","2","Städtischer Raum","","","",""
"Thailand","1995","2","Ländlicher Raum","","","",""
"Thailand","1995","3","Städtischer Raum","","","",""
"Thailand","1995","3","Ländlicher Raum","","","",""
"Thailand","1995","4","Städtischer Raum","","","",""
"Thailand","1995","4","Ländlicher Raum","","","",""
"Thailand","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Thailand","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Jamaika","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Jamaika","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Jamaika","1995","2","Städtischer Raum","","","",""
"Jamaika","1995","2","Ländlicher Raum","","","",""
"Jamaika","1995","3","Städtischer Raum","","","",""
"Jamaika","1995","3","Ländlicher Raum","","","",""
"Jamaika","1995","4","Städtischer Raum","1","","",""
"Jamaika","1995","4","Ländlicher Raum","","","",""
"Jamaika","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Jamaika","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
"Saudi-Arabien","1995","1 Einkommensschwächstes Quintil","Städtischer Raum","","","",""
"Saudi-Arabien","1995","1 Einkommensschwächstes Quintil","Ländlicher Raum","","","",""
"Saudi-Arabien","1995","2","Städtischer Raum","","","",""
"Saudi-Arabien","1995","2","Ländlicher Raum","","","",""
"Saudi-Arabien","1995","3","Städtischer Raum","","","",""
"Saudi-Arabien","1995","3","Ländlicher Raum","","","",""
"Saudi-Arabien","1995","4","Städtischer Raum","","","",""
"Saudi-Arabien","1995","4","Ländlicher Raum","","","",""
"Saudi-Arabien","1995","5 Einkommensstärkstes Quintil","Städtischer Raum","","","",""
"Saudi-Arabien","1995","5 Einkommensstärkstes Quintil","Ländlicher Raum","","","",""
