"corigin","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Bolivien","1985","Städtischer Raum","männlich","","","",""
"Bolivien","1985","Städtischer Raum","weiblich","","","",""
"Bolivien","1985","Ländlicher Raum","männlich","","","",""
"Bolivien","1985","Ländlicher Raum","weiblich","","","",""
"Portugal","1985","Städtischer Raum","männlich","","","",""
"Portugal","1985","Städtischer Raum","weiblich","1","","",""
"Portugal","1985","Ländlicher Raum","männlich","","","",""
"Portugal","1985","Ländlicher Raum","weiblich","","","",""
"Bulgarien","1985","Städtischer Raum","männlich","3","","",""
"Bulgarien","1985","Städtischer Raum","weiblich","3","","",""
"Bulgarien","1985","Ländlicher Raum","männlich","1","","",""
"Bulgarien","1985","Ländlicher Raum","weiblich","2","","",""
"Syrien","1985","Städtischer Raum","männlich","","","",""
"Syrien","1985","Städtischer Raum","weiblich","1","","",""
"Syrien","1985","Ländlicher Raum","männlich","","","",""
"Syrien","1985","Ländlicher Raum","weiblich","","","",""
"Tschechien","1985","Städtischer Raum","männlich","11","","",""
"Tschechien","1985","Städtischer Raum","weiblich","18","","",""
"Tschechien","1985","Ländlicher Raum","männlich","4","","",""
"Tschechien","1985","Ländlicher Raum","weiblich","8","","",""
"Russland","1985","Städtischer Raum","männlich","1","","",""
"Russland","1985","Städtischer Raum","weiblich","2","","",""
"Russland","1985","Ländlicher Raum","männlich","","","",""
"Russland","1985","Ländlicher Raum","weiblich","1","","",""
"Mexiko","1985","Städtischer Raum","männlich","","","",""
"Mexiko","1985","Städtischer Raum","weiblich","1","","",""
"Mexiko","1985","Ländlicher Raum","männlich","","","",""
"Mexiko","1985","Ländlicher Raum","weiblich","1","","",""
"Argentinien","1985","Städtischer Raum","männlich","1","","",""
"Argentinien","1985","Städtischer Raum","weiblich","","","",""
"Argentinien","1985","Ländlicher Raum","männlich","1","","",""
"Argentinien","1985","Ländlicher Raum","weiblich","","","",""
"Benin","1985","Städtischer Raum","männlich","","","",""
"Benin","1985","Städtischer Raum","weiblich","","","",""
"Benin","1985","Ländlicher Raum","männlich","","","",""
"Benin","1985","Ländlicher Raum","weiblich","","","",""
"Philippinen","1985","Städtischer Raum","männlich","","","",""
"Philippinen","1985","Städtischer Raum","weiblich","2","","",""
"Philippinen","1985","Ländlicher Raum","männlich","","","",""
"Philippinen","1985","Ländlicher Raum","weiblich","","","",""
"Israel","1985","Städtischer Raum","männlich","2","","",""
"Israel","1985","Städtischer Raum","weiblich","","","",""
"Israel","1985","Ländlicher Raum","männlich","","","",""
"Israel","1985","Ländlicher Raum","weiblich","","","",""
"Japan","1985","Städtischer Raum","männlich","","","",""
"Japan","1985","Städtischer Raum","weiblich","","","",""
"Japan","1985","Ländlicher Raum","männlich","","","",""
"Japan","1985","Ländlicher Raum","weiblich","","","",""
"Australien","1985","Städtischer Raum","männlich","","","",""
"Australien","1985","Städtischer Raum","weiblich","1","","",""
"Australien","1985","Ländlicher Raum","männlich","1","","",""
"Australien","1985","Ländlicher Raum","weiblich","","","",""
"Indien","1985","Städtischer Raum","männlich","1","","",""
"Indien","1985","Städtischer Raum","weiblich","","","",""
"Indien","1985","Ländlicher Raum","männlich","","","",""
"Indien","1985","Ländlicher Raum","weiblich","","","",""
"Afghanistan","1985","Städtischer Raum","männlich","1","","",""
"Afghanistan","1985","Städtischer Raum","weiblich","1","","",""
"Afghanistan","1985","Ländlicher Raum","männlich","","","",""
"Afghanistan","1985","Ländlicher Raum","weiblich","","","",""
"Thailand","1985","Städtischer Raum","männlich","","","",""
"Thailand","1985","Städtischer Raum","weiblich","","","",""
"Thailand","1985","Ländlicher Raum","männlich","","","",""
"Thailand","1985","Ländlicher Raum","weiblich","","","",""
"Jamaika","1985","Städtischer Raum","männlich","1","","",""
"Jamaika","1985","Städtischer Raum","weiblich","","","",""
"Jamaika","1985","Ländlicher Raum","männlich","","","",""
"Jamaika","1985","Ländlicher Raum","weiblich","","","",""
"Saudi-Arabien","1985","Städtischer Raum","männlich","","","",""
"Saudi-Arabien","1985","Städtischer Raum","weiblich","","","",""
"Saudi-Arabien","1985","Ländlicher Raum","männlich","","","",""
"Saudi-Arabien","1985","Ländlicher Raum","weiblich","","","",""
"Aethiopien","1985","Städtischer Raum","männlich","","","",""
"Aethiopien","1985","Städtischer Raum","weiblich","","","",""
"Aethiopien","1985","Ländlicher Raum","männlich","","","",""
"Aethiopien","1985","Ländlicher Raum","weiblich","","","",""
"Kolumbien","1985","Städtischer Raum","männlich","","","",""
"Kolumbien","1985","Städtischer Raum","weiblich","","","",""
"Kolumbien","1985","Ländlicher Raum","männlich","","","",""
"Kolumbien","1985","Ländlicher Raum","weiblich","","","",""
"Ghana","1985","Städtischer Raum","männlich","","","",""
"Ghana","1985","Städtischer Raum","weiblich","","","",""
"Ghana","1985","Ländlicher Raum","männlich","","","",""
"Ghana","1985","Ländlicher Raum","weiblich","","","",""
"Bangla Desh","1985","Städtischer Raum","männlich","","","",""
"Bangla Desh","1985","Städtischer Raum","weiblich","","","",""
"Bangla Desh","1985","Ländlicher Raum","männlich","","","",""
"Bangla Desh","1985","Ländlicher Raum","weiblich","","","",""
"Venezuela","1985","Städtischer Raum","männlich","","","",""
"Venezuela","1985","Städtischer Raum","weiblich","","","",""
"Venezuela","1985","Ländlicher Raum","männlich","","","",""
"Venezuela","1985","Ländlicher Raum","weiblich","","","",""
"Tunesien","1985","Städtischer Raum","männlich","","","",""
"Tunesien","1985","Städtischer Raum","weiblich","","","",""
"Tunesien","1985","Ländlicher Raum","männlich","","","",""
"Tunesien","1985","Ländlicher Raum","weiblich","","","",""
"Mauritius","1985","Städtischer Raum","männlich","1","","",""
"Mauritius","1985","Städtischer Raum","weiblich","","","",""
"Mauritius","1985","Ländlicher Raum","männlich","","","",""
"Mauritius","1985","Ländlicher Raum","weiblich","","","",""
"Nigeria","1985","Städtischer Raum","männlich","","","",""
"Nigeria","1985","Städtischer Raum","weiblich","","","",""
"Nigeria","1985","Ländlicher Raum","männlich","","","",""
"Nigeria","1985","Ländlicher Raum","weiblich","","","",""
"Kanada","1985","Städtischer Raum","männlich","1","","",""
"Kanada","1985","Städtischer Raum","weiblich","","","",""
"Kanada","1985","Ländlicher Raum","männlich","","","",""
"Kanada","1985","Ländlicher Raum","weiblich","","","",""
"Neuseeland","1985","Städtischer Raum","männlich","","","",""
"Neuseeland","1985","Städtischer Raum","weiblich","","","",""
"Neuseeland","1985","Ländlicher Raum","männlich","","","",""
"Neuseeland","1985","Ländlicher Raum","weiblich","","","",""
"Tansania","1985","Städtischer Raum","männlich","","","",""
"Tansania","1985","Städtischer Raum","weiblich","","","",""
"Tansania","1985","Ländlicher Raum","männlich","","","",""
"Tansania","1985","Ländlicher Raum","weiblich","","","",""
"Zypern","1985","Städtischer Raum","männlich","","","",""
"Zypern","1985","Städtischer Raum","weiblich","","","",""
"Zypern","1985","Ländlicher Raum","männlich","","","",""
"Zypern","1985","Ländlicher Raum","weiblich","","","",""
"Kuba","1985","Städtischer Raum","männlich","","","",""
"Kuba","1985","Städtischer Raum","weiblich","","","",""
"Kuba","1985","Ländlicher Raum","männlich","","","",""
"Kuba","1985","Ländlicher Raum","weiblich","","","",""
"Irak","1985","Städtischer Raum","männlich","","","",""
"Irak","1985","Städtischer Raum","weiblich","","","",""
"Irak","1985","Ländlicher Raum","männlich","","","",""
"Irak","1985","Ländlicher Raum","weiblich","","","",""
"Brasilien","1985","Städtischer Raum","männlich","","","",""
"Brasilien","1985","Städtischer Raum","weiblich","2","","",""
"Brasilien","1985","Ländlicher Raum","männlich","","","",""
"Brasilien","1985","Ländlicher Raum","weiblich","","","",""
"Hongkong","1985","Städtischer Raum","männlich","","","",""
"Hongkong","1985","Städtischer Raum","weiblich","","","",""
"Hongkong","1985","Ländlicher Raum","männlich","","","",""
"Hongkong","1985","Ländlicher Raum","weiblich","","","",""
"Peru","1985","Städtischer Raum","männlich","","","",""
"Peru","1985","Städtischer Raum","weiblich","","","",""
"Peru","1985","Ländlicher Raum","männlich","","","",""
"Peru","1985","Ländlicher Raum","weiblich","","","",""
"Sri Lanka","1985","Städtischer Raum","männlich","","","",""
"Sri Lanka","1985","Städtischer Raum","weiblich","","","",""
"Sri Lanka","1985","Ländlicher Raum","männlich","","","",""
"Sri Lanka","1985","Ländlicher Raum","weiblich","","","",""
"Nepal","1985","Städtischer Raum","männlich","","","",""
"Nepal","1985","Städtischer Raum","weiblich","","","",""
"Nepal","1985","Ländlicher Raum","männlich","","","",""
"Nepal","1985","Ländlicher Raum","weiblich","","","",""
"Marokko","1985","Städtischer Raum","männlich","","","",""
"Marokko","1985","Städtischer Raum","weiblich","","","",""
"Marokko","1985","Ländlicher Raum","männlich","","","",""
"Marokko","1985","Ländlicher Raum","weiblich","","","",""
"China","1985","Städtischer Raum","männlich","","","",""
"China","1985","Städtischer Raum","weiblich","","","",""
"China","1985","Ländlicher Raum","männlich","","","",""
"China","1985","Ländlicher Raum","weiblich","","","",""
"Irland","1985","Städtischer Raum","männlich","","","",""
"Irland","1985","Städtischer Raum","weiblich","","","",""
"Irland","1985","Ländlicher Raum","männlich","","","",""
"Irland","1985","Ländlicher Raum","weiblich","","","",""
"Moldawien","1985","Städtischer Raum","männlich","","","",""
"Moldawien","1985","Städtischer Raum","weiblich","","","",""
"Moldawien","1985","Ländlicher Raum","männlich","","","",""
"Moldawien","1985","Ländlicher Raum","weiblich","","","",""
"Kasachstan","1985","Städtischer Raum","männlich","","","",""
"Kasachstan","1985","Städtischer Raum","weiblich","","","",""
"Kasachstan","1985","Ländlicher Raum","männlich","","","",""
"Kasachstan","1985","Ländlicher Raum","weiblich","","","",""
"Albanien","1985","Städtischer Raum","männlich","","","",""
"Albanien","1985","Städtischer Raum","weiblich","","","",""
"Albanien","1985","Ländlicher Raum","männlich","","","",""
"Albanien","1985","Ländlicher Raum","weiblich","","","",""
"Libanon","1985","Städtischer Raum","männlich","","","",""
"Libanon","1985","Städtischer Raum","weiblich","","","",""
"Libanon","1985","Ländlicher Raum","männlich","","","",""
"Libanon","1985","Ländlicher Raum","weiblich","","","",""
"Kirgistan","1985","Städtischer Raum","männlich","","","",""
"Kirgistan","1985","Städtischer Raum","weiblich","","","",""
"Kirgistan","1985","Ländlicher Raum","männlich","","","",""
"Kirgistan","1985","Ländlicher Raum","weiblich","","","",""
"Ukraine","1985","Städtischer Raum","männlich","","","",""
"Ukraine","1985","Städtischer Raum","weiblich","","","",""
"Ukraine","1985","Ländlicher Raum","männlich","","","",""
"Ukraine","1985","Ländlicher Raum","weiblich","","","",""
"Algerien","1985","Städtischer Raum","männlich","","","",""
"Algerien","1985","Städtischer Raum","weiblich","","","",""
"Algerien","1985","Ländlicher Raum","männlich","","","",""
"Algerien","1985","Ländlicher Raum","weiblich","","","",""
"Mocambique","1985","Städtischer Raum","männlich","","","",""
"Mocambique","1985","Städtischer Raum","weiblich","","","",""
"Mocambique","1985","Ländlicher Raum","männlich","","","",""
"Mocambique","1985","Ländlicher Raum","weiblich","","","",""
"Aegypten","1985","Städtischer Raum","männlich","","","",""
"Aegypten","1985","Städtischer Raum","weiblich","","","",""
"Aegypten","1985","Ländlicher Raum","männlich","","","",""
"Aegypten","1985","Ländlicher Raum","weiblich","","","",""
"Tadschikistan","1985","Städtischer Raum","männlich","","","",""
"Tadschikistan","1985","Städtischer Raum","weiblich","2","","",""
"Tadschikistan","1985","Ländlicher Raum","männlich","","","",""
"Tadschikistan","1985","Ländlicher Raum","weiblich","","","",""
"Vietnam","1985","Städtischer Raum","männlich","","","",""
"Vietnam","1985","Städtischer Raum","weiblich","","","",""
"Vietnam","1985","Ländlicher Raum","männlich","","","",""
"Vietnam","1985","Ländlicher Raum","weiblich","","","",""
"Somalia","1985","Städtischer Raum","männlich","","","",""
"Somalia","1985","Städtischer Raum","weiblich","","","",""
"Somalia","1985","Ländlicher Raum","männlich","","","",""
"Somalia","1985","Ländlicher Raum","weiblich","","","",""
"Pakistan","1985","Städtischer Raum","männlich","","","",""
"Pakistan","1985","Städtischer Raum","weiblich","","","",""
"Pakistan","1985","Ländlicher Raum","männlich","","","",""
"Pakistan","1985","Ländlicher Raum","weiblich","","","",""
"Südafrika","1985","Städtischer Raum","männlich","","","",""
"Südafrika","1985","Städtischer Raum","weiblich","","","",""
"Südafrika","1985","Ländlicher Raum","männlich","","","",""
"Südafrika","1985","Ländlicher Raum","weiblich","","","",""
"Vereinigte Arabische Emirate","1985","Städtischer Raum","männlich","","","",""
"Vereinigte Arabische Emirate","1985","Städtischer Raum","weiblich","","","",""
"Vereinigte Arabische Emirate","1985","Ländlicher Raum","männlich","","","",""
"Vereinigte Arabische Emirate","1985","Ländlicher Raum","weiblich","","","",""
"El Salvador","1985","Städtischer Raum","männlich","","","",""
"El Salvador","1985","Städtischer Raum","weiblich","","","",""
"El Salvador","1985","Ländlicher Raum","männlich","","","",""
"El Salvador","1985","Ländlicher Raum","weiblich","","","",""
"Eritrea","1985","Städtischer Raum","männlich","","","",""
"Eritrea","1985","Städtischer Raum","weiblich","","","",""
"Eritrea","1985","Ländlicher Raum","männlich","","","",""
"Eritrea","1985","Ländlicher Raum","weiblich","","","",""
"Jordanien","1985","Städtischer Raum","männlich","","","",""
"Jordanien","1985","Städtischer Raum","weiblich","","","",""
"Jordanien","1985","Ländlicher Raum","männlich","","","",""
"Jordanien","1985","Ländlicher Raum","weiblich","","","",""
"Costa Rica","1985","Städtischer Raum","männlich","","","",""
"Costa Rica","1985","Städtischer Raum","weiblich","","","",""
"Costa Rica","1985","Ländlicher Raum","männlich","","","",""
"Costa Rica","1985","Ländlicher Raum","weiblich","","","",""
"Singapur","1985","Städtischer Raum","männlich","","","",""
"Singapur","1985","Städtischer Raum","weiblich","","","",""
"Singapur","1985","Ländlicher Raum","männlich","","","",""
"Singapur","1985","Ländlicher Raum","weiblich","","","",""
"Burkina Faso","1985","Städtischer Raum","männlich","","","",""
"Burkina Faso","1985","Städtischer Raum","weiblich","","","",""
"Burkina Faso","1985","Ländlicher Raum","männlich","","","",""
"Burkina Faso","1985","Ländlicher Raum","weiblich","","","",""
"Sambia","1985","Städtischer Raum","männlich","","","",""
"Sambia","1985","Städtischer Raum","weiblich","","","",""
"Sambia","1985","Ländlicher Raum","männlich","","","",""
"Sambia","1985","Ländlicher Raum","weiblich","","","",""
"Ecuador","1985","Städtischer Raum","männlich","","","",""
"Ecuador","1985","Städtischer Raum","weiblich","","","",""
"Ecuador","1985","Ländlicher Raum","männlich","","","",""
"Ecuador","1985","Ländlicher Raum","weiblich","","","",""
"Usbekistan","1985","Städtischer Raum","männlich","","","",""
"Usbekistan","1985","Städtischer Raum","weiblich","","","",""
"Usbekistan","1985","Ländlicher Raum","männlich","","","",""
"Usbekistan","1985","Ländlicher Raum","weiblich","","","",""
"Staatenlos","1985","Städtischer Raum","männlich","1","","",""
"Staatenlos","1985","Städtischer Raum","weiblich","3","","",""
"Staatenlos","1985","Ländlicher Raum","männlich","","","",""
"Staatenlos","1985","Ländlicher Raum","weiblich","","","",""
"Laos","1985","Städtischer Raum","männlich","","","",""
"Laos","1985","Städtischer Raum","weiblich","","","",""
"Laos","1985","Ländlicher Raum","männlich","","","",""
"Laos","1985","Ländlicher Raum","weiblich","","","",""
"Estland","1985","Städtischer Raum","männlich","","","",""
"Estland","1985","Städtischer Raum","weiblich","","","",""
"Estland","1985","Ländlicher Raum","männlich","","","",""
"Estland","1985","Ländlicher Raum","weiblich","","","",""
"Angola","1985","Städtischer Raum","männlich","","","",""
"Angola","1985","Städtischer Raum","weiblich","","","",""
"Angola","1985","Ländlicher Raum","männlich","","","",""
"Angola","1985","Ländlicher Raum","weiblich","","","",""
"Lettland","1985","Städtischer Raum","männlich","","","",""
"Lettland","1985","Städtischer Raum","weiblich","","","",""
"Lettland","1985","Ländlicher Raum","männlich","","","",""
"Lettland","1985","Ländlicher Raum","weiblich","","","",""
"Namibia","1985","Städtischer Raum","männlich","","","",""
"Namibia","1985","Städtischer Raum","weiblich","1","","",""
"Namibia","1985","Ländlicher Raum","männlich","","","",""
"Namibia","1985","Ländlicher Raum","weiblich","","","",""
"Dominikanische Republik","1985","Städtischer Raum","männlich","","","",""
"Dominikanische Republik","1985","Städtischer Raum","weiblich","","","",""
"Dominikanische Republik","1985","Ländlicher Raum","männlich","","","",""
"Dominikanische Republik","1985","Ländlicher Raum","weiblich","","","",""
"Nicaragua","1985","Städtischer Raum","männlich","","","",""
"Nicaragua","1985","Städtischer Raum","weiblich","","","",""
"Nicaragua","1985","Ländlicher Raum","männlich","","","",""
"Nicaragua","1985","Ländlicher Raum","weiblich","","","",""
"Kenia","1985","Städtischer Raum","männlich","","","",""
"Kenia","1985","Städtischer Raum","weiblich","","","",""
"Kenia","1985","Ländlicher Raum","männlich","","","",""
"Kenia","1985","Ländlicher Raum","weiblich","","","",""
"Libyen","1985","Städtischer Raum","männlich","","","",""
"Libyen","1985","Städtischer Raum","weiblich","","","",""
"Libyen","1985","Ländlicher Raum","männlich","","","",""
"Libyen","1985","Ländlicher Raum","weiblich","","","",""
"Botswana","1985","Städtischer Raum","männlich","","","",""
"Botswana","1985","Städtischer Raum","weiblich","","","",""
"Botswana","1985","Ländlicher Raum","männlich","","","",""
"Botswana","1985","Ländlicher Raum","weiblich","","","",""
"Haiti","1985","Städtischer Raum","männlich","","","",""
"Haiti","1985","Städtischer Raum","weiblich","","","",""
"Haiti","1985","Ländlicher Raum","männlich","","","",""
"Haiti","1985","Ländlicher Raum","weiblich","","","",""
"Luxemburg","1985","Städtischer Raum","männlich","","","",""
"Luxemburg","1985","Städtischer Raum","weiblich","","","",""
"Luxemburg","1985","Ländlicher Raum","männlich","","","",""
"Luxemburg","1985","Ländlicher Raum","weiblich","","","",""
"Belgien","1985","Städtischer Raum","männlich","2","","",""
"Belgien","1985","Städtischer Raum","weiblich","1","","",""
"Belgien","1985","Ländlicher Raum","männlich","","","",""
"Belgien","1985","Ländlicher Raum","weiblich","","","",""
"Niederlande","1985","Städtischer Raum","männlich","3","","",""
"Niederlande","1985","Städtischer Raum","weiblich","3","","",""
"Niederlande","1985","Ländlicher Raum","männlich","","","",""
"Niederlande","1985","Ländlicher Raum","weiblich","","","",""
"Kroatien","1985","Städtischer Raum","männlich","41","0.00288797750380337","0.0012695008855707","0.00450645412203603"
"Kroatien","1985","Städtischer Raum","weiblich","40","0.00210599183094546","0.000748361336446622","0.00346362232544429"
"Kroatien","1985","Ländlicher Raum","männlich","5","","",""
"Kroatien","1985","Ländlicher Raum","weiblich","7","","",""
"Bosnien/Herzegowina","1985","Städtischer Raum","männlich","21","","",""
"Bosnien/Herzegowina","1985","Städtischer Raum","weiblich","26","","",""
"Bosnien/Herzegowina","1985","Ländlicher Raum","männlich","7","","",""
"Bosnien/Herzegowina","1985","Ländlicher Raum","weiblich","6","","",""
"Makedonien","1985","Städtischer Raum","männlich","3","","",""
"Makedonien","1985","Städtischer Raum","weiblich","3","","",""
"Makedonien","1985","Ländlicher Raum","männlich","1","","",""
"Makedonien","1985","Ländlicher Raum","weiblich","1","","",""
"Slowenien","1985","Städtischer Raum","männlich","12","","",""
"Slowenien","1985","Städtischer Raum","weiblich","7","","",""
"Slowenien","1985","Ländlicher Raum","männlich","","","",""
"Slowenien","1985","Ländlicher Raum","weiblich","","","",""
"Slowakei","1985","Städtischer Raum","männlich","1","","",""
"Slowakei","1985","Städtischer Raum","weiblich","","","",""
"Slowakei","1985","Ländlicher Raum","männlich","","","",""
"Slowakei","1985","Ländlicher Raum","weiblich","1","","",""
"Paraguay","1985","Städtischer Raum","männlich","2","","",""
"Paraguay","1985","Städtischer Raum","weiblich","1","","",""
"Paraguay","1985","Ländlicher Raum","männlich","","","",""
"Paraguay","1985","Ländlicher Raum","weiblich","","","",""
"Guinea","1985","Städtischer Raum","männlich","","","",""
"Guinea","1985","Städtischer Raum","weiblich","","","",""
"Guinea","1985","Ländlicher Raum","männlich","","","",""
"Guinea","1985","Ländlicher Raum","weiblich","","","",""
"Kuwait","1985","Städtischer Raum","männlich","","","",""
"Kuwait","1985","Städtischer Raum","weiblich","","","",""
"Kuwait","1985","Ländlicher Raum","männlich","","","",""
"Kuwait","1985","Ländlicher Raum","weiblich","","","",""
"Elfenbeinkueste","1985","Städtischer Raum","männlich","","","",""
"Elfenbeinkueste","1985","Städtischer Raum","weiblich","","","",""
"Elfenbeinkueste","1985","Ländlicher Raum","männlich","","","",""
"Elfenbeinkueste","1985","Ländlicher Raum","weiblich","","","",""
"Malaysia_(128)","1985","Städtischer Raum","männlich","","","",""
"Malaysia_(128)","1985","Städtischer Raum","weiblich","","","",""
"Malaysia_(128)","1985","Ländlicher Raum","männlich","","","",""
"Malaysia_(128)","1985","Ländlicher Raum","weiblich","","","",""
"Samoa","1985","Städtischer Raum","männlich","","","",""
"Samoa","1985","Städtischer Raum","weiblich","","","",""
"Samoa","1985","Ländlicher Raum","männlich","","","",""
"Samoa","1985","Ländlicher Raum","weiblich","","","",""
"Aserbaidschan","1985","Städtischer Raum","männlich","","","",""
"Aserbaidschan","1985","Städtischer Raum","weiblich","","","",""
"Aserbaidschan","1985","Ländlicher Raum","männlich","","","",""
"Aserbaidschan","1985","Ländlicher Raum","weiblich","","","",""
"Weissrussland","1985","Städtischer Raum","männlich","","","",""
"Weissrussland","1985","Städtischer Raum","weiblich","","","",""
"Weissrussland","1985","Ländlicher Raum","männlich","","","",""
"Weissrussland","1985","Ländlicher Raum","weiblich","1","","",""
"Uruguay","1985","Städtischer Raum","männlich","","","",""
