"corigin","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Italien","1984","(noch) kein Abschluss","weiblich","113","0.0807221109782352","0.0606423727564078","0.100801849200063"
"Italien","1984","Hauptschule","männlich","174","0.0119773819357889","0.00836361223719651","0.0155911516343814"
"Italien","1984","Hauptschule","weiblich","97","0.00435107935224797","0.00223882948917429","0.00646332921532165"
"Italien","1984","Realschule","männlich","3","","",""
"Italien","1984","Realschule","weiblich","5","","",""
"Italien","1984","(Fach-)Abitur","männlich","11","","",""
"Italien","1984","(Fach-)Abitur","weiblich","9","","",""
"Italien","1984","AkademikerIn","männlich","7","","",""
"Italien","1984","AkademikerIn","weiblich","2","","",""
"Spanien","1984","(noch) kein Abschluss","männlich","66","0.0256175225324116","0.0126814013242704","0.0385536437405528"
"Spanien","1984","(noch) kein Abschluss","weiblich","68","0.0240461474224632","0.0127540197911754","0.0353382750537509"
"Spanien","1984","Hauptschule","männlich","122","0.00314054727351795","0.00128181982393593","0.00499927472309998"
"Spanien","1984","Hauptschule","weiblich","79","0.0015276410591996","0.000274291075403836","0.00278099104299536"
"Spanien","1984","Realschule","männlich","4","","",""
"Spanien","1984","Realschule","weiblich","4","","",""
"Spanien","1984","(Fach-)Abitur","männlich","13","","",""
"Spanien","1984","(Fach-)Abitur","weiblich","4","","",""
"Spanien","1984","AkademikerIn","männlich","7","","",""
"Spanien","1984","AkademikerIn","weiblich","4","","",""
"österreich","1984","(noch) kein Abschluss","männlich","","","",""
"österreich","1984","(noch) kein Abschluss","weiblich","","","",""
"österreich","1984","Hauptschule","männlich","9","","",""
"österreich","1984","Hauptschule","weiblich","12","","",""
"österreich","1984","Realschule","männlich","2","","",""
"österreich","1984","Realschule","weiblich","6","","",""
"österreich","1984","(Fach-)Abitur","männlich","1","","",""
"österreich","1984","(Fach-)Abitur","weiblich","2","","",""
"österreich","1984","AkademikerIn","männlich","2","","",""
"österreich","1984","AkademikerIn","weiblich","1","","",""
"Frankreich","1984","(noch) kein Abschluss","männlich","","","",""
"Frankreich","1984","(noch) kein Abschluss","weiblich","","","",""
"Frankreich","1984","Hauptschule","männlich","3","","",""
"Frankreich","1984","Hauptschule","weiblich","2","","",""
"Frankreich","1984","Realschule","männlich","4","","",""
"Frankreich","1984","Realschule","weiblich","1","","",""
"Frankreich","1984","(Fach-)Abitur","männlich","","","",""
"Frankreich","1984","(Fach-)Abitur","weiblich","1","","",""
"Frankreich","1984","AkademikerIn","männlich","2","","",""
"Frankreich","1984","AkademikerIn","weiblich","1","","",""
"Benelux","1984","(noch) kein Abschluss","männlich","","","",""
"Benelux","1984","(noch) kein Abschluss","weiblich","","","",""
"Benelux","1984","Hauptschule","männlich","1","","",""
"Benelux","1984","Hauptschule","weiblich","3","","",""
"Benelux","1984","Realschule","männlich","","","",""
"Benelux","1984","Realschule","weiblich","","","",""
"Benelux","1984","(Fach-)Abitur","männlich","1","","",""
"Benelux","1984","(Fach-)Abitur","weiblich","","","",""
"Benelux","1984","AkademikerIn","männlich","","","",""
"Benelux","1984","AkademikerIn","weiblich","","","",""
"Dänemark","1984","(noch) kein Abschluss","männlich","","","",""
"Dänemark","1984","(noch) kein Abschluss","weiblich","","","",""
"Dänemark","1984","Hauptschule","männlich","","","",""
"Dänemark","1984","Hauptschule","weiblich","","","",""
"Dänemark","1984","Realschule","männlich","","","",""
"Dänemark","1984","Realschule","weiblich","","","",""
"Dänemark","1984","(Fach-)Abitur","männlich","","","",""
"Dänemark","1984","(Fach-)Abitur","weiblich","","","",""
"Dänemark","1984","AkademikerIn","männlich","","","",""
"Dänemark","1984","AkademikerIn","weiblich","","","",""
"Grossbritannien","1984","(noch) kein Abschluss","männlich","","","",""
"Grossbritannien","1984","(noch) kein Abschluss","weiblich","","","",""
"Grossbritannien","1984","Hauptschule","männlich","1","","",""
"Grossbritannien","1984","Hauptschule","weiblich","1","","",""
"Grossbritannien","1984","Realschule","männlich","","","",""
"Grossbritannien","1984","Realschule","weiblich","","","",""
"Grossbritannien","1984","(Fach-)Abitur","männlich","","","",""
"Grossbritannien","1984","(Fach-)Abitur","weiblich","","","",""
"Grossbritannien","1984","AkademikerIn","männlich","","","",""
"Grossbritannien","1984","AkademikerIn","weiblich","1","","",""
"Schweden","1984","(noch) kein Abschluss","männlich","","","",""
"Schweden","1984","(noch) kein Abschluss","weiblich","","","",""
"Schweden","1984","Hauptschule","männlich","","","",""
"Schweden","1984","Hauptschule","weiblich","","","",""
"Schweden","1984","Realschule","männlich","","","",""
"Schweden","1984","Realschule","weiblich","","","",""
"Schweden","1984","(Fach-)Abitur","männlich","","","",""
"Schweden","1984","(Fach-)Abitur","weiblich","","","",""
"Schweden","1984","AkademikerIn","männlich","1","","",""
"Schweden","1984","AkademikerIn","weiblich","","","",""
"Norwegen","1984","(noch) kein Abschluss","männlich","","","",""
"Norwegen","1984","(noch) kein Abschluss","weiblich","","","",""
"Norwegen","1984","Hauptschule","männlich","","","",""
"Norwegen","1984","Hauptschule","weiblich","","","",""
"Norwegen","1984","Realschule","männlich","","","",""
"Norwegen","1984","Realschule","weiblich","","","",""
"Norwegen","1984","(Fach-)Abitur","männlich","","","",""
"Norwegen","1984","(Fach-)Abitur","weiblich","","","",""
"Norwegen","1984","AkademikerIn","männlich","","","",""
"Norwegen","1984","AkademikerIn","weiblich","","","",""
"Finnland","1984","(noch) kein Abschluss","männlich","","","",""
"Finnland","1984","(noch) kein Abschluss","weiblich","","","",""
"Finnland","1984","Hauptschule","männlich","","","",""
"Finnland","1984","Hauptschule","weiblich","","","",""
"Finnland","1984","Realschule","männlich","","","",""
"Finnland","1984","Realschule","weiblich","","","",""
"Finnland","1984","(Fach-)Abitur","männlich","","","",""
"Finnland","1984","(Fach-)Abitur","weiblich","1","","",""
"Finnland","1984","AkademikerIn","männlich","","","",""
"Finnland","1984","AkademikerIn","weiblich","","","",""
"USA","1984","(noch) kein Abschluss","männlich","2","","",""
"USA","1984","(noch) kein Abschluss","weiblich","","","",""
"USA","1984","Hauptschule","männlich","2","","",""
"USA","1984","Hauptschule","weiblich","3","","",""
"USA","1984","Realschule","männlich","","","",""
"USA","1984","Realschule","weiblich","4","","",""
"USA","1984","(Fach-)Abitur","männlich","2","","",""
"USA","1984","(Fach-)Abitur","weiblich","2","","",""
"USA","1984","AkademikerIn","männlich","2","","",""
"USA","1984","AkademikerIn","weiblich","","","",""
"Schweiz","1984","(noch) kein Abschluss","männlich","","","",""
"Schweiz","1984","(noch) kein Abschluss","weiblich","","","",""
"Schweiz","1984","Hauptschule","männlich","3","","",""
"Schweiz","1984","Hauptschule","weiblich","1","","",""
"Schweiz","1984","Realschule","männlich","1","","",""
"Schweiz","1984","Realschule","weiblich","3","","",""
"Schweiz","1984","(Fach-)Abitur","männlich","","","",""
"Schweiz","1984","(Fach-)Abitur","weiblich","1","","",""
"Schweiz","1984","AkademikerIn","männlich","","","",""
"Schweiz","1984","AkademikerIn","weiblich","2","","",""
"Chile","1984","(noch) kein Abschluss","männlich","","","",""
"Chile","1984","(noch) kein Abschluss","weiblich","","","",""
"Chile","1984","Hauptschule","männlich","1","","",""
"Chile","1984","Hauptschule","weiblich","1","","",""
"Chile","1984","Realschule","männlich","","","",""
"Chile","1984","Realschule","weiblich","","","",""
"Chile","1984","(Fach-)Abitur","männlich","1","","",""
"Chile","1984","(Fach-)Abitur","weiblich","","","",""
"Chile","1984","AkademikerIn","männlich","","","",""
"Chile","1984","AkademikerIn","weiblich","","","",""
"Rumaenien","1984","(noch) kein Abschluss","männlich","","","",""
"Rumaenien","1984","(noch) kein Abschluss","weiblich","","","",""
"Rumaenien","1984","Hauptschule","männlich","4","","",""
"Rumaenien","1984","Hauptschule","weiblich","6","","",""
"Rumaenien","1984","Realschule","männlich","","","",""
"Rumaenien","1984","Realschule","weiblich","1","","",""
"Rumaenien","1984","(Fach-)Abitur","männlich","","","",""
"Rumaenien","1984","(Fach-)Abitur","weiblich","","","",""
"Rumaenien","1984","AkademikerIn","männlich","","","",""
"Rumaenien","1984","AkademikerIn","weiblich","","","",""
"Polen","1984","(noch) kein Abschluss","männlich","","","",""
"Polen","1984","(noch) kein Abschluss","weiblich","","","",""
"Polen","1984","Hauptschule","männlich","14","","",""
"Polen","1984","Hauptschule","weiblich","11","","",""
"Polen","1984","Realschule","männlich","1","","",""
"Polen","1984","Realschule","weiblich","4","","",""
"Polen","1984","(Fach-)Abitur","männlich","3","","",""
"Polen","1984","(Fach-)Abitur","weiblich","4","","",""
"Polen","1984","AkademikerIn","männlich","1","","",""
"Polen","1984","AkademikerIn","weiblich","","","",""
"Korea","1984","(noch) kein Abschluss","männlich","","","",""
"Korea","1984","(noch) kein Abschluss","weiblich","","","",""
"Korea","1984","Hauptschule","männlich","","","",""
"Korea","1984","Hauptschule","weiblich","","","",""
"Korea","1984","Realschule","männlich","","","",""
"Korea","1984","Realschule","weiblich","","","",""
"Korea","1984","(Fach-)Abitur","männlich","","","",""
"Korea","1984","(Fach-)Abitur","weiblich","","","",""
"Korea","1984","AkademikerIn","männlich","2","","",""
"Korea","1984","AkademikerIn","weiblich","3","","",""
"Iran","1984","(noch) kein Abschluss","männlich","","","",""
"Iran","1984","(noch) kein Abschluss","weiblich","","","",""
"Iran","1984","Hauptschule","männlich","","","",""
"Iran","1984","Hauptschule","weiblich","","","",""
"Iran","1984","Realschule","männlich","","","",""
"Iran","1984","Realschule","weiblich","","","",""
"Iran","1984","(Fach-)Abitur","männlich","","","",""
"Iran","1984","(Fach-)Abitur","weiblich","1","","",""
"Iran","1984","AkademikerIn","männlich","1","","",""
"Iran","1984","AkademikerIn","weiblich","","","",""
"Indonesien","1984","(noch) kein Abschluss","männlich","","","",""
"Indonesien","1984","(noch) kein Abschluss","weiblich","","","",""
"Indonesien","1984","Hauptschule","männlich","","","",""
"Indonesien","1984","Hauptschule","weiblich","","","",""
"Indonesien","1984","Realschule","männlich","","","",""
"Indonesien","1984","Realschule","weiblich","1","","",""
"Indonesien","1984","(Fach-)Abitur","männlich","","","",""
"Indonesien","1984","(Fach-)Abitur","weiblich","","","",""
"Indonesien","1984","AkademikerIn","männlich","1","","",""
"Indonesien","1984","AkademikerIn","weiblich","","","",""
"Ungarn","1984","(noch) kein Abschluss","männlich","","","",""
"Ungarn","1984","(noch) kein Abschluss","weiblich","","","",""
"Ungarn","1984","Hauptschule","männlich","3","","",""
"Ungarn","1984","Hauptschule","weiblich","5","","",""
"Ungarn","1984","Realschule","männlich","","","",""
"Ungarn","1984","Realschule","weiblich","2","","",""
"Ungarn","1984","(Fach-)Abitur","männlich","1","","",""
"Ungarn","1984","(Fach-)Abitur","weiblich","2","","",""
"Ungarn","1984","AkademikerIn","männlich","1","","",""
"Ungarn","1984","AkademikerIn","weiblich","1","","",""
"Bolivien","1984","(noch) kein Abschluss","männlich","","","",""
"Bolivien","1984","(noch) kein Abschluss","weiblich","","","",""
"Bolivien","1984","Hauptschule","männlich","","","",""
"Bolivien","1984","Hauptschule","weiblich","","","",""
"Bolivien","1984","Realschule","männlich","","","",""
"Bolivien","1984","Realschule","weiblich","","","",""
"Bolivien","1984","(Fach-)Abitur","männlich","","","",""
"Bolivien","1984","(Fach-)Abitur","weiblich","","","",""
"Bolivien","1984","AkademikerIn","männlich","","","",""
"Bolivien","1984","AkademikerIn","weiblich","","","",""
"Portugal","1984","(noch) kein Abschluss","männlich","","","",""
"Portugal","1984","(noch) kein Abschluss","weiblich","","","",""
"Portugal","1984","Hauptschule","männlich","2","","",""
"Portugal","1984","Hauptschule","weiblich","2","","",""
"Portugal","1984","Realschule","männlich","","","",""
"Portugal","1984","Realschule","weiblich","","","",""
"Portugal","1984","(Fach-)Abitur","männlich","","","",""
"Portugal","1984","(Fach-)Abitur","weiblich","","","",""
"Portugal","1984","AkademikerIn","männlich","","","",""
"Portugal","1984","AkademikerIn","weiblich","","","",""
"Bulgarien","1984","(noch) kein Abschluss","männlich","1","","",""
"Bulgarien","1984","(noch) kein Abschluss","weiblich","3","","",""
"Bulgarien","1984","Hauptschule","männlich","2","","",""
"Bulgarien","1984","Hauptschule","weiblich","1","","",""
"Bulgarien","1984","Realschule","männlich","","","",""
"Bulgarien","1984","Realschule","weiblich","","","",""
"Bulgarien","1984","(Fach-)Abitur","männlich","1","","",""
"Bulgarien","1984","(Fach-)Abitur","weiblich","1","","",""
"Bulgarien","1984","AkademikerIn","männlich","","","",""
"Bulgarien","1984","AkademikerIn","weiblich","","","",""
"Syrien","1984","(noch) kein Abschluss","männlich","","","",""
"Syrien","1984","(noch) kein Abschluss","weiblich","1","","",""
"Syrien","1984","Hauptschule","männlich","","","",""
"Syrien","1984","Hauptschule","weiblich","","","",""
"Syrien","1984","Realschule","männlich","","","",""
"Syrien","1984","Realschule","weiblich","","","",""
"Syrien","1984","(Fach-)Abitur","männlich","","","",""
"Syrien","1984","(Fach-)Abitur","weiblich","","","",""
"Syrien","1984","AkademikerIn","männlich","","","",""
"Syrien","1984","AkademikerIn","weiblich","","","",""
"Tschechien","1984","(noch) kein Abschluss","männlich","","","",""
"Tschechien","1984","(noch) kein Abschluss","weiblich","","","",""
"Tschechien","1984","Hauptschule","männlich","6","","",""
"Tschechien","1984","Hauptschule","weiblich","18","","",""
"Tschechien","1984","Realschule","männlich","5","","",""
"Tschechien","1984","Realschule","weiblich","6","","",""
"Tschechien","1984","(Fach-)Abitur","männlich","","","",""
"Tschechien","1984","(Fach-)Abitur","weiblich","3","","",""
"Tschechien","1984","AkademikerIn","männlich","4","","",""
"Tschechien","1984","AkademikerIn","weiblich","","","",""
"Russland","1984","(noch) kein Abschluss","männlich","","","",""
"Russland","1984","(noch) kein Abschluss","weiblich","1","","",""
"Russland","1984","Hauptschule","männlich","","","",""
"Russland","1984","Hauptschule","weiblich","1","","",""
"Russland","1984","Realschule","männlich","1","","",""
"Russland","1984","Realschule","weiblich","1","","",""
"Russland","1984","(Fach-)Abitur","männlich","1","","",""
"Russland","1984","(Fach-)Abitur","weiblich","","","",""
"Russland","1984","AkademikerIn","männlich","","","",""
"Russland","1984","AkademikerIn","weiblich","","","",""
"Mexiko","1984","(noch) kein Abschluss","männlich","","","",""
"Mexiko","1984","(noch) kein Abschluss","weiblich","","","",""
"Mexiko","1984","Hauptschule","männlich","","","",""
"Mexiko","1984","Hauptschule","weiblich","1","","",""
"Mexiko","1984","Realschule","männlich","1","","",""
"Mexiko","1984","Realschule","weiblich","","","",""
"Mexiko","1984","(Fach-)Abitur","männlich","","","",""
"Mexiko","1984","(Fach-)Abitur","weiblich","2","","",""
"Mexiko","1984","AkademikerIn","männlich","","","",""
"Mexiko","1984","AkademikerIn","weiblich","","","",""
"Argentinien","1984","(noch) kein Abschluss","männlich","","","",""
"Argentinien","1984","(noch) kein Abschluss","weiblich","","","",""
"Argentinien","1984","Hauptschule","männlich","","","",""
"Argentinien","1984","Hauptschule","weiblich","","","",""
"Argentinien","1984","Realschule","männlich","","","",""
"Argentinien","1984","Realschule","weiblich","","","",""
"Argentinien","1984","(Fach-)Abitur","männlich","1","","",""
"Argentinien","1984","(Fach-)Abitur","weiblich","","","",""
"Argentinien","1984","AkademikerIn","männlich","1","","",""
"Argentinien","1984","AkademikerIn","weiblich","","","",""
"Cap Verden","1984","(noch) kein Abschluss","männlich","","","",""
"Cap Verden","1984","(noch) kein Abschluss","weiblich","","","",""
"Cap Verden","1984","Hauptschule","männlich","","","",""
"Cap Verden","1984","Hauptschule","weiblich","1","","",""
"Cap Verden","1984","Realschule","männlich","","","",""
"Cap Verden","1984","Realschule","weiblich","","","",""
"Cap Verden","1984","(Fach-)Abitur","männlich","","","",""
"Cap Verden","1984","(Fach-)Abitur","weiblich","","","",""
"Cap Verden","1984","AkademikerIn","männlich","","","",""
"Cap Verden","1984","AkademikerIn","weiblich","","","",""
"Benin","1984","(noch) kein Abschluss","männlich","","","",""
"Benin","1984","(noch) kein Abschluss","weiblich","","","",""
"Benin","1984","Hauptschule","männlich","","","",""
"Benin","1984","Hauptschule","weiblich","","","",""
"Benin","1984","Realschule","männlich","","","",""
"Benin","1984","Realschule","weiblich","","","",""
"Benin","1984","(Fach-)Abitur","männlich","","","",""
"Benin","1984","(Fach-)Abitur","weiblich","","","",""
"Benin","1984","AkademikerIn","männlich","","","",""
"Benin","1984","AkademikerIn","weiblich","","","",""
"Philippinen","1984","(noch) kein Abschluss","männlich","","","",""
"Philippinen","1984","(noch) kein Abschluss","weiblich","","","",""
"Philippinen","1984","Hauptschule","männlich","","","",""
"Philippinen","1984","Hauptschule","weiblich","1","","",""
"Philippinen","1984","Realschule","männlich","","","",""
"Philippinen","1984","Realschule","weiblich","","","",""
"Philippinen","1984","(Fach-)Abitur","männlich","","","",""
"Philippinen","1984","(Fach-)Abitur","weiblich","1","","",""
"Philippinen","1984","AkademikerIn","männlich","","","",""
"Philippinen","1984","AkademikerIn","weiblich","","","",""
"Israel","1984","(noch) kein Abschluss","männlich","","","",""
"Israel","1984","(noch) kein Abschluss","weiblich","","","",""
"Israel","1984","Hauptschule","männlich","","","",""
"Israel","1984","Hauptschule","weiblich","","","",""
"Israel","1984","Realschule","männlich","1","","",""
"Israel","1984","Realschule","weiblich","","","",""
"Israel","1984","(Fach-)Abitur","männlich","","","",""
"Israel","1984","(Fach-)Abitur","weiblich","","","",""
"Israel","1984","AkademikerIn","männlich","","","",""
"Israel","1984","AkademikerIn","weiblich","","","",""
"Japan","1984","(noch) kein Abschluss","männlich","","","",""
"Japan","1984","(noch) kein Abschluss","weiblich","","","",""
"Japan","1984","Hauptschule","männlich","","","",""
"Japan","1984","Hauptschule","weiblich","","","",""
"Japan","1984","Realschule","männlich","","","",""
"Japan","1984","Realschule","weiblich","","","",""
"Japan","1984","(Fach-)Abitur","männlich","","","",""
"Japan","1984","(Fach-)Abitur","weiblich","","","",""
"Japan","1984","AkademikerIn","männlich","","","",""
"Japan","1984","AkademikerIn","weiblich","1","","",""
"Australien","1984","(noch) kein Abschluss","männlich","","","",""
"Australien","1984","(noch) kein Abschluss","weiblich","","","",""
"Australien","1984","Hauptschule","männlich","1","","",""
"Australien","1984","Hauptschule","weiblich","1","","",""
"Australien","1984","Realschule","männlich","","","",""
"Australien","1984","Realschule","weiblich","","","",""
"Australien","1984","(Fach-)Abitur","männlich","","","",""
"Australien","1984","(Fach-)Abitur","weiblich","","","",""
"Australien","1984","AkademikerIn","männlich","","","",""
"Australien","1984","AkademikerIn","weiblich","","","",""
"Indien","1984","(noch) kein Abschluss","männlich","","","",""
"Indien","1984","(noch) kein Abschluss","weiblich","","","",""
"Indien","1984","Hauptschule","männlich","","","",""
"Indien","1984","Hauptschule","weiblich","","","",""
"Indien","1984","Realschule","männlich","","","",""
"Indien","1984","Realschule","weiblich","","","",""
"Indien","1984","(Fach-)Abitur","männlich","1","","",""
"Indien","1984","(Fach-)Abitur","weiblich","","","",""
"Indien","1984","AkademikerIn","männlich","","","",""
"Indien","1984","AkademikerIn","weiblich","","","",""
"Afghanistan","1984","(noch) kein Abschluss","männlich","","","",""
"Afghanistan","1984","(noch) kein Abschluss","weiblich","1","","",""
"Afghanistan","1984","Hauptschule","männlich","","","",""
"Afghanistan","1984","Hauptschule","weiblich","","","",""
"Afghanistan","1984","Realschule","männlich","","","",""
"Afghanistan","1984","Realschule","weiblich","","","",""
"Afghanistan","1984","(Fach-)Abitur","männlich","","","",""
"Afghanistan","1984","(Fach-)Abitur","weiblich","","","",""
"Afghanistan","1984","AkademikerIn","männlich","1","","",""
"Afghanistan","1984","AkademikerIn","weiblich","","","",""
"Thailand","1984","(noch) kein Abschluss","männlich","","","",""
"Thailand","1984","(noch) kein Abschluss","weiblich","","","",""
"Thailand","1984","Hauptschule","männlich","","","",""
"Thailand","1984","Hauptschule","weiblich","","","",""
"Thailand","1984","Realschule","männlich","","","",""
"Thailand","1984","Realschule","weiblich","","","",""
"Thailand","1984","(Fach-)Abitur","männlich","","","",""
"Thailand","1984","(Fach-)Abitur","weiblich","","","",""
"Thailand","1984","AkademikerIn","männlich","","","",""
"Thailand","1984","AkademikerIn","weiblich","","","",""
"Jamaika","1984","(noch) kein Abschluss","männlich","","","",""
"Jamaika","1984","(noch) kein Abschluss","weiblich","","","",""
"Jamaika","1984","Hauptschule","männlich","","","",""
"Jamaika","1984","Hauptschule","weiblich","","","",""
"Jamaika","1984","Realschule","männlich","1","","",""
"Jamaika","1984","Realschule","weiblich","","","",""
"Jamaika","1984","(Fach-)Abitur","männlich","","","",""
"Jamaika","1984","(Fach-)Abitur","weiblich","","","",""
"Jamaika","1984","AkademikerIn","männlich","","","",""
"Jamaika","1984","AkademikerIn","weiblich","","","",""
"Saudi-Arabien","1984","(noch) kein Abschluss","männlich","","","",""
"Saudi-Arabien","1984","(noch) kein Abschluss","weiblich","","","",""
"Saudi-Arabien","1984","Hauptschule","männlich","","","",""
"Saudi-Arabien","1984","Hauptschule","weiblich","","","",""
"Saudi-Arabien","1984","Realschule","männlich","","","",""
"Saudi-Arabien","1984","Realschule","weiblich","","","",""
"Saudi-Arabien","1984","(Fach-)Abitur","männlich","","","",""
"Saudi-Arabien","1984","(Fach-)Abitur","weiblich","","","",""
"Saudi-Arabien","1984","AkademikerIn","männlich","","","",""
"Saudi-Arabien","1984","AkademikerIn","weiblich","","","",""
"Aethiopien","1984","(noch) kein Abschluss","männlich","","","",""
"Aethiopien","1984","(noch) kein Abschluss","weiblich","","","",""
"Aethiopien","1984","Hauptschule","männlich","","","",""
"Aethiopien","1984","Hauptschule","weiblich","","","",""
"Aethiopien","1984","Realschule","männlich","","","",""
"Aethiopien","1984","Realschule","weiblich","","","",""
"Aethiopien","1984","(Fach-)Abitur","männlich","","","",""
"Aethiopien","1984","(Fach-)Abitur","weiblich","","","",""
"Aethiopien","1984","AkademikerIn","männlich","","","",""
"Aethiopien","1984","AkademikerIn","weiblich","","","",""
"Kolumbien","1984","(noch) kein Abschluss","männlich","","","",""
"Kolumbien","1984","(noch) kein Abschluss","weiblich","","","",""
"Kolumbien","1984","Hauptschule","männlich","","","",""
"Kolumbien","1984","Hauptschule","weiblich","","","",""
"Kolumbien","1984","Realschule","männlich","","","",""
"Kolumbien","1984","Realschule","weiblich","","","",""
"Kolumbien","1984","(Fach-)Abitur","männlich","","","",""
"Kolumbien","1984","(Fach-)Abitur","weiblich","","","",""
"Kolumbien","1984","AkademikerIn","männlich","","","",""
"Kolumbien","1984","AkademikerIn","weiblich","","","",""
"Ghana","1984","(noch) kein Abschluss","männlich","","","",""
"Ghana","1984","(noch) kein Abschluss","weiblich","","","",""
"Ghana","1984","Hauptschule","männlich","","","",""
"Ghana","1984","Hauptschule","weiblich","","","",""
"Ghana","1984","Realschule","männlich","","","",""
"Ghana","1984","Realschule","weiblich","","","",""
"Ghana","1984","(Fach-)Abitur","männlich","","","",""
"Ghana","1984","(Fach-)Abitur","weiblich","","","",""
"Ghana","1984","AkademikerIn","männlich","","","",""
"Ghana","1984","AkademikerIn","weiblich","","","",""
"Bangla Desh","1984","(noch) kein Abschluss","männlich","","","",""
"Bangla Desh","1984","(noch) kein Abschluss","weiblich","","","",""
"Bangla Desh","1984","Hauptschule","männlich","","","",""
"Bangla Desh","1984","Hauptschule","weiblich","","","",""
"Bangla Desh","1984","Realschule","männlich","","","",""
"Bangla Desh","1984","Realschule","weiblich","","","",""
"Bangla Desh","1984","(Fach-)Abitur","männlich","","","",""
"Bangla Desh","1984","(Fach-)Abitur","weiblich","","","",""
"Bangla Desh","1984","AkademikerIn","männlich","","","",""
"Bangla Desh","1984","AkademikerIn","weiblich","","","",""
"Venezuela","1984","(noch) kein Abschluss","männlich","","","",""
"Venezuela","1984","(noch) kein Abschluss","weiblich","","","",""
"Venezuela","1984","Hauptschule","männlich","","","",""
"Venezuela","1984","Hauptschule","weiblich","","","",""
"Venezuela","1984","Realschule","männlich","","","",""
"Venezuela","1984","Realschule","weiblich","","","",""
"Venezuela","1984","(Fach-)Abitur","männlich","","","",""
"Venezuela","1984","(Fach-)Abitur","weiblich","","","",""
"Venezuela","1984","AkademikerIn","männlich","","","",""
"Venezuela","1984","AkademikerIn","weiblich","","","",""
