"corigin","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ex-Jugoslawien","1985","Realschule","Ländlicher Raum","1","","",""
"Ex-Jugoslawien","1985","(Fach-)Abitur","Städtischer Raum","18","","",""
"Ex-Jugoslawien","1985","(Fach-)Abitur","Ländlicher Raum","2","","",""
"Ex-Jugoslawien","1985","AkademikerIn","Städtischer Raum","5","","",""
"Ex-Jugoslawien","1985","AkademikerIn","Ländlicher Raum","1","","",""
"Griechenland","1985","(noch) kein Abschluss","Städtischer Raum","119","0.0471615451223865","0.0336172337282798","0.0607058565164931"
"Griechenland","1985","(noch) kein Abschluss","Ländlicher Raum","14","","",""
"Griechenland","1985","Hauptschule","Städtischer Raum","154","0.00424334126939525","0.00241300118630362","0.00607368135248688"
"Griechenland","1985","Hauptschule","Ländlicher Raum","23","","",""
"Griechenland","1985","Realschule","Städtischer Raum","6","","",""
"Griechenland","1985","Realschule","Ländlicher Raum","","","",""
"Griechenland","1985","(Fach-)Abitur","Städtischer Raum","24","","",""
"Griechenland","1985","(Fach-)Abitur","Ländlicher Raum","3","","",""
"Griechenland","1985","AkademikerIn","Städtischer Raum","19","","",""
"Griechenland","1985","AkademikerIn","Ländlicher Raum","","","",""
"Italien","1985","(noch) kein Abschluss","Städtischer Raum","181","0.10184255429692","0.0825186820248768","0.121166426568963"
"Italien","1985","(noch) kein Abschluss","Ländlicher Raum","11","","",""
"Italien","1985","Hauptschule","Städtischer Raum","200","0.00890103265331749","0.00625631137575599","0.011545753930879"
"Italien","1985","Hauptschule","Ländlicher Raum","38","0.00592499934068784","0.00211418234356587","0.0097358163378098"
"Italien","1985","Realschule","Städtischer Raum","6","","",""
"Italien","1985","Realschule","Ländlicher Raum","2","","",""
"Italien","1985","(Fach-)Abitur","Städtischer Raum","16","","",""
"Italien","1985","(Fach-)Abitur","Ländlicher Raum","2","","",""
"Italien","1985","AkademikerIn","Städtischer Raum","9","","",""
"Italien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Spanien","1985","(noch) kein Abschluss","Städtischer Raum","84","0.0216147597290647","0.0123233110670909","0.0309062083910385"
"Spanien","1985","(noch) kein Abschluss","Ländlicher Raum","10","","",""
"Spanien","1985","Hauptschule","Städtischer Raum","144","0.00270858965600189","0.00124511957783253","0.00417205973417126"
"Spanien","1985","Hauptschule","Ländlicher Raum","20","","",""
"Spanien","1985","Realschule","Städtischer Raum","4","","",""
"Spanien","1985","Realschule","Ländlicher Raum","2","","",""
"Spanien","1985","(Fach-)Abitur","Städtischer Raum","11","","",""
"Spanien","1985","(Fach-)Abitur","Ländlicher Raum","3","","",""
"Spanien","1985","AkademikerIn","Städtischer Raum","8","","",""
"Spanien","1985","AkademikerIn","Ländlicher Raum","","","",""
"österreich","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"österreich","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"österreich","1985","Hauptschule","Städtischer Raum","18","","",""
"österreich","1985","Hauptschule","Ländlicher Raum","3","","",""
"österreich","1985","Realschule","Städtischer Raum","7","","",""
"österreich","1985","Realschule","Ländlicher Raum","1","","",""
"österreich","1985","(Fach-)Abitur","Städtischer Raum","2","","",""
"österreich","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"österreich","1985","AkademikerIn","Städtischer Raum","3","","",""
"österreich","1985","AkademikerIn","Ländlicher Raum","","","",""
"Frankreich","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Frankreich","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Frankreich","1985","Hauptschule","Städtischer Raum","5","","",""
"Frankreich","1985","Hauptschule","Ländlicher Raum","","","",""
"Frankreich","1985","Realschule","Städtischer Raum","3","","",""
"Frankreich","1985","Realschule","Ländlicher Raum","1","","",""
"Frankreich","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Frankreich","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Frankreich","1985","AkademikerIn","Städtischer Raum","2","","",""
"Frankreich","1985","AkademikerIn","Ländlicher Raum","1","","",""
"Benelux","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Benelux","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Benelux","1985","Hauptschule","Städtischer Raum","3","","",""
"Benelux","1985","Hauptschule","Ländlicher Raum","","","",""
"Benelux","1985","Realschule","Städtischer Raum","","","",""
"Benelux","1985","Realschule","Ländlicher Raum","","","",""
"Benelux","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Benelux","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Benelux","1985","AkademikerIn","Städtischer Raum","","","",""
"Benelux","1985","AkademikerIn","Ländlicher Raum","","","",""
"Dänemark","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Dänemark","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Dänemark","1985","Hauptschule","Städtischer Raum","","","",""
"Dänemark","1985","Hauptschule","Ländlicher Raum","","","",""
"Dänemark","1985","Realschule","Städtischer Raum","","","",""
"Dänemark","1985","Realschule","Ländlicher Raum","","","",""
"Dänemark","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Dänemark","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Dänemark","1985","AkademikerIn","Städtischer Raum","","","",""
"Dänemark","1985","AkademikerIn","Ländlicher Raum","","","",""
"Grossbritannien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Grossbritannien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Grossbritannien","1985","Hauptschule","Städtischer Raum","2","","",""
"Grossbritannien","1985","Hauptschule","Ländlicher Raum","","","",""
"Grossbritannien","1985","Realschule","Städtischer Raum","","","",""
"Grossbritannien","1985","Realschule","Ländlicher Raum","","","",""
"Grossbritannien","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Grossbritannien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Grossbritannien","1985","AkademikerIn","Städtischer Raum","1","","",""
"Grossbritannien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Schweden","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Schweden","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Schweden","1985","Hauptschule","Städtischer Raum","","","",""
"Schweden","1985","Hauptschule","Ländlicher Raum","","","",""
"Schweden","1985","Realschule","Städtischer Raum","","","",""
"Schweden","1985","Realschule","Ländlicher Raum","","","",""
"Schweden","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Schweden","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Schweden","1985","AkademikerIn","Städtischer Raum","1","","",""
"Schweden","1985","AkademikerIn","Ländlicher Raum","","","",""
"Norwegen","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Norwegen","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Norwegen","1985","Hauptschule","Städtischer Raum","","","",""
"Norwegen","1985","Hauptschule","Ländlicher Raum","","","",""
"Norwegen","1985","Realschule","Städtischer Raum","","","",""
"Norwegen","1985","Realschule","Ländlicher Raum","","","",""
"Norwegen","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Norwegen","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Norwegen","1985","AkademikerIn","Städtischer Raum","","","",""
"Norwegen","1985","AkademikerIn","Ländlicher Raum","","","",""
"Finnland","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Finnland","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Finnland","1985","Hauptschule","Städtischer Raum","","","",""
"Finnland","1985","Hauptschule","Ländlicher Raum","","","",""
"Finnland","1985","Realschule","Städtischer Raum","","","",""
"Finnland","1985","Realschule","Ländlicher Raum","","","",""
"Finnland","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Finnland","1985","(Fach-)Abitur","Ländlicher Raum","1","","",""
"Finnland","1985","AkademikerIn","Städtischer Raum","","","",""
"Finnland","1985","AkademikerIn","Ländlicher Raum","","","",""
"USA","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"USA","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"USA","1985","Hauptschule","Städtischer Raum","2","","",""
"USA","1985","Hauptschule","Ländlicher Raum","","","",""
"USA","1985","Realschule","Städtischer Raum","3","","",""
"USA","1985","Realschule","Ländlicher Raum","1","","",""
"USA","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"USA","1985","(Fach-)Abitur","Ländlicher Raum","1","","",""
"USA","1985","AkademikerIn","Städtischer Raum","2","","",""
"USA","1985","AkademikerIn","Ländlicher Raum","","","",""
"Schweiz","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Schweiz","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Schweiz","1985","Hauptschule","Städtischer Raum","1","","",""
"Schweiz","1985","Hauptschule","Ländlicher Raum","2","","",""
"Schweiz","1985","Realschule","Städtischer Raum","4","","",""
"Schweiz","1985","Realschule","Ländlicher Raum","","","",""
"Schweiz","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Schweiz","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Schweiz","1985","AkademikerIn","Städtischer Raum","2","","",""
"Schweiz","1985","AkademikerIn","Ländlicher Raum","","","",""
"Chile","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Chile","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Chile","1985","Hauptschule","Städtischer Raum","2","","",""
"Chile","1985","Hauptschule","Ländlicher Raum","","","",""
"Chile","1985","Realschule","Städtischer Raum","","","",""
"Chile","1985","Realschule","Ländlicher Raum","","","",""
"Chile","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Chile","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Chile","1985","AkademikerIn","Städtischer Raum","","","",""
"Chile","1985","AkademikerIn","Ländlicher Raum","","","",""
"Rumaenien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Rumaenien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Rumaenien","1985","Hauptschule","Städtischer Raum","9","","",""
"Rumaenien","1985","Hauptschule","Ländlicher Raum","2","","",""
"Rumaenien","1985","Realschule","Städtischer Raum","2","","",""
"Rumaenien","1985","Realschule","Ländlicher Raum","","","",""
"Rumaenien","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Rumaenien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Rumaenien","1985","AkademikerIn","Städtischer Raum","","","",""
"Rumaenien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Polen","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Polen","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Polen","1985","Hauptschule","Städtischer Raum","23","","",""
"Polen","1985","Hauptschule","Ländlicher Raum","1","","",""
"Polen","1985","Realschule","Städtischer Raum","3","","",""
"Polen","1985","Realschule","Ländlicher Raum","2","","",""
"Polen","1985","(Fach-)Abitur","Städtischer Raum","6","","",""
"Polen","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Polen","1985","AkademikerIn","Städtischer Raum","1","","",""
"Polen","1985","AkademikerIn","Ländlicher Raum","","","",""
"Korea","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Korea","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Korea","1985","Hauptschule","Städtischer Raum","","","",""
"Korea","1985","Hauptschule","Ländlicher Raum","","","",""
"Korea","1985","Realschule","Städtischer Raum","","","",""
"Korea","1985","Realschule","Ländlicher Raum","","","",""
"Korea","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Korea","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Korea","1985","AkademikerIn","Städtischer Raum","3","","",""
"Korea","1985","AkademikerIn","Ländlicher Raum","","","",""
"Iran","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Iran","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Iran","1985","Hauptschule","Städtischer Raum","","","",""
"Iran","1985","Hauptschule","Ländlicher Raum","","","",""
"Iran","1985","Realschule","Städtischer Raum","","","",""
"Iran","1985","Realschule","Ländlicher Raum","","","",""
"Iran","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Iran","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Iran","1985","AkademikerIn","Städtischer Raum","1","","",""
"Iran","1985","AkademikerIn","Ländlicher Raum","","","",""
"Indonesien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Indonesien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Indonesien","1985","Hauptschule","Städtischer Raum","","","",""
"Indonesien","1985","Hauptschule","Ländlicher Raum","","","",""
"Indonesien","1985","Realschule","Städtischer Raum","","","",""
"Indonesien","1985","Realschule","Ländlicher Raum","","","",""
"Indonesien","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Indonesien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Indonesien","1985","AkademikerIn","Städtischer Raum","","","",""
"Indonesien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Ungarn","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Ungarn","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Ungarn","1985","Hauptschule","Städtischer Raum","6","","",""
"Ungarn","1985","Hauptschule","Ländlicher Raum","2","","",""
"Ungarn","1985","Realschule","Städtischer Raum","1","","",""
"Ungarn","1985","Realschule","Ländlicher Raum","1","","",""
"Ungarn","1985","(Fach-)Abitur","Städtischer Raum","3","","",""
"Ungarn","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Ungarn","1985","AkademikerIn","Städtischer Raum","2","","",""
"Ungarn","1985","AkademikerIn","Ländlicher Raum","","","",""
"Bolivien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Bolivien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Bolivien","1985","Hauptschule","Städtischer Raum","","","",""
"Bolivien","1985","Hauptschule","Ländlicher Raum","","","",""
"Bolivien","1985","Realschule","Städtischer Raum","","","",""
"Bolivien","1985","Realschule","Ländlicher Raum","","","",""
"Bolivien","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Bolivien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Bolivien","1985","AkademikerIn","Städtischer Raum","","","",""
"Bolivien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Portugal","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Portugal","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Portugal","1985","Hauptschule","Städtischer Raum","1","","",""
"Portugal","1985","Hauptschule","Ländlicher Raum","","","",""
"Portugal","1985","Realschule","Städtischer Raum","","","",""
"Portugal","1985","Realschule","Ländlicher Raum","","","",""
"Portugal","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Portugal","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Portugal","1985","AkademikerIn","Städtischer Raum","","","",""
"Portugal","1985","AkademikerIn","Ländlicher Raum","","","",""
"Bulgarien","1985","(noch) kein Abschluss","Städtischer Raum","2","","",""
"Bulgarien","1985","(noch) kein Abschluss","Ländlicher Raum","2","","",""
"Bulgarien","1985","Hauptschule","Städtischer Raum","2","","",""
"Bulgarien","1985","Hauptschule","Ländlicher Raum","1","","",""
"Bulgarien","1985","Realschule","Städtischer Raum","","","",""
"Bulgarien","1985","Realschule","Ländlicher Raum","","","",""
"Bulgarien","1985","(Fach-)Abitur","Städtischer Raum","2","","",""
"Bulgarien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Bulgarien","1985","AkademikerIn","Städtischer Raum","","","",""
"Bulgarien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Syrien","1985","(noch) kein Abschluss","Städtischer Raum","1","","",""
"Syrien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Syrien","1985","Hauptschule","Städtischer Raum","","","",""
"Syrien","1985","Hauptschule","Ländlicher Raum","","","",""
"Syrien","1985","Realschule","Städtischer Raum","","","",""
"Syrien","1985","Realschule","Ländlicher Raum","","","",""
"Syrien","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Syrien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Syrien","1985","AkademikerIn","Städtischer Raum","","","",""
"Syrien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Tschechien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Tschechien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Tschechien","1985","Hauptschule","Städtischer Raum","17","","",""
"Tschechien","1985","Hauptschule","Ländlicher Raum","6","","",""
"Tschechien","1985","Realschule","Städtischer Raum","7","","",""
"Tschechien","1985","Realschule","Ländlicher Raum","4","","",""
"Tschechien","1985","(Fach-)Abitur","Städtischer Raum","2","","",""
"Tschechien","1985","(Fach-)Abitur","Ländlicher Raum","1","","",""
"Tschechien","1985","AkademikerIn","Städtischer Raum","3","","",""
"Tschechien","1985","AkademikerIn","Ländlicher Raum","1","","",""
"Russland","1985","(noch) kein Abschluss","Städtischer Raum","1","","",""
"Russland","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Russland","1985","Hauptschule","Städtischer Raum","","","",""
"Russland","1985","Hauptschule","Ländlicher Raum","1","","",""
"Russland","1985","Realschule","Städtischer Raum","2","","",""
"Russland","1985","Realschule","Ländlicher Raum","","","",""
"Russland","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Russland","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Russland","1985","AkademikerIn","Städtischer Raum","","","",""
"Russland","1985","AkademikerIn","Ländlicher Raum","","","",""
"Mexiko","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Mexiko","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Mexiko","1985","Hauptschule","Städtischer Raum","","","",""
"Mexiko","1985","Hauptschule","Ländlicher Raum","1","","",""
"Mexiko","1985","Realschule","Städtischer Raum","","","",""
"Mexiko","1985","Realschule","Ländlicher Raum","","","",""
"Mexiko","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Mexiko","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Mexiko","1985","AkademikerIn","Städtischer Raum","","","",""
"Mexiko","1985","AkademikerIn","Ländlicher Raum","","","",""
"Argentinien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Argentinien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Argentinien","1985","Hauptschule","Städtischer Raum","","","",""
"Argentinien","1985","Hauptschule","Ländlicher Raum","","","",""
"Argentinien","1985","Realschule","Städtischer Raum","","","",""
"Argentinien","1985","Realschule","Ländlicher Raum","","","",""
"Argentinien","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Argentinien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Argentinien","1985","AkademikerIn","Städtischer Raum","","","",""
"Argentinien","1985","AkademikerIn","Ländlicher Raum","1","","",""
"Benin","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Benin","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Benin","1985","Hauptschule","Städtischer Raum","","","",""
"Benin","1985","Hauptschule","Ländlicher Raum","","","",""
"Benin","1985","Realschule","Städtischer Raum","","","",""
"Benin","1985","Realschule","Ländlicher Raum","","","",""
"Benin","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Benin","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Benin","1985","AkademikerIn","Städtischer Raum","","","",""
"Benin","1985","AkademikerIn","Ländlicher Raum","","","",""
"Philippinen","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Philippinen","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Philippinen","1985","Hauptschule","Städtischer Raum","1","","",""
"Philippinen","1985","Hauptschule","Ländlicher Raum","","","",""
"Philippinen","1985","Realschule","Städtischer Raum","","","",""
"Philippinen","1985","Realschule","Ländlicher Raum","","","",""
"Philippinen","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Philippinen","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Philippinen","1985","AkademikerIn","Städtischer Raum","","","",""
"Philippinen","1985","AkademikerIn","Ländlicher Raum","","","",""
"Israel","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Israel","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Israel","1985","Hauptschule","Städtischer Raum","","","",""
"Israel","1985","Hauptschule","Ländlicher Raum","","","",""
"Israel","1985","Realschule","Städtischer Raum","1","","",""
"Israel","1985","Realschule","Ländlicher Raum","","","",""
"Israel","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Israel","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Israel","1985","AkademikerIn","Städtischer Raum","","","",""
"Israel","1985","AkademikerIn","Ländlicher Raum","","","",""
"Japan","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Japan","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Japan","1985","Hauptschule","Städtischer Raum","","","",""
"Japan","1985","Hauptschule","Ländlicher Raum","","","",""
"Japan","1985","Realschule","Städtischer Raum","","","",""
"Japan","1985","Realschule","Ländlicher Raum","","","",""
"Japan","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Japan","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Japan","1985","AkademikerIn","Städtischer Raum","","","",""
"Japan","1985","AkademikerIn","Ländlicher Raum","","","",""
"Australien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Australien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Australien","1985","Hauptschule","Städtischer Raum","1","","",""
"Australien","1985","Hauptschule","Ländlicher Raum","1","","",""
"Australien","1985","Realschule","Städtischer Raum","","","",""
"Australien","1985","Realschule","Ländlicher Raum","","","",""
"Australien","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Australien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Australien","1985","AkademikerIn","Städtischer Raum","","","",""
"Australien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Indien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Indien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Indien","1985","Hauptschule","Städtischer Raum","","","",""
"Indien","1985","Hauptschule","Ländlicher Raum","","","",""
"Indien","1985","Realschule","Städtischer Raum","","","",""
"Indien","1985","Realschule","Ländlicher Raum","","","",""
"Indien","1985","(Fach-)Abitur","Städtischer Raum","1","","",""
"Indien","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Indien","1985","AkademikerIn","Städtischer Raum","","","",""
"Indien","1985","AkademikerIn","Ländlicher Raum","","","",""
"Afghanistan","1985","(noch) kein Abschluss","Städtischer Raum","1","","",""
"Afghanistan","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Afghanistan","1985","Hauptschule","Städtischer Raum","","","",""
"Afghanistan","1985","Hauptschule","Ländlicher Raum","","","",""
"Afghanistan","1985","Realschule","Städtischer Raum","","","",""
"Afghanistan","1985","Realschule","Ländlicher Raum","","","",""
"Afghanistan","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Afghanistan","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Afghanistan","1985","AkademikerIn","Städtischer Raum","1","","",""
"Afghanistan","1985","AkademikerIn","Ländlicher Raum","","","",""
"Thailand","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Thailand","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Thailand","1985","Hauptschule","Städtischer Raum","","","",""
"Thailand","1985","Hauptschule","Ländlicher Raum","","","",""
"Thailand","1985","Realschule","Städtischer Raum","","","",""
"Thailand","1985","Realschule","Ländlicher Raum","","","",""
"Thailand","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Thailand","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Thailand","1985","AkademikerIn","Städtischer Raum","","","",""
"Thailand","1985","AkademikerIn","Ländlicher Raum","","","",""
"Jamaika","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Jamaika","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Jamaika","1985","Hauptschule","Städtischer Raum","","","",""
"Jamaika","1985","Hauptschule","Ländlicher Raum","","","",""
"Jamaika","1985","Realschule","Städtischer Raum","1","","",""
"Jamaika","1985","Realschule","Ländlicher Raum","","","",""
"Jamaika","1985","(Fach-)Abitur","Städtischer Raum","","","",""
"Jamaika","1985","(Fach-)Abitur","Ländlicher Raum","","","",""
"Jamaika","1985","AkademikerIn","Städtischer Raum","","","",""
"Jamaika","1985","AkademikerIn","Ländlicher Raum","","","",""
"Saudi-Arabien","1985","(noch) kein Abschluss","Städtischer Raum","","","",""
"Saudi-Arabien","1985","(noch) kein Abschluss","Ländlicher Raum","","","",""
"Saudi-Arabien","1985","Hauptschule","Städtischer Raum","","","",""
"Saudi-Arabien","1985","Hauptschule","Ländlicher Raum","","","",""
"Saudi-Arabien","1985","Realschule","Städtischer Raum","","","",""
"Saudi-Arabien","1985","Realschule","Ländlicher Raum","","","",""
