"corigin","year","quintil_oecd","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Italien","1995","3","Westdeutschland","36","0.0061834220248583","0.00244378515744453","0.00992305889227207"
"Italien","1995","3","Ostdeutschland","","","",""
"Italien","1995","4","Westdeutschland","29","","",""
"Italien","1995","4","Ostdeutschland","","","",""
"Italien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","3","","",""
"Italien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Spanien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","30","0.00235697580748581","0.000691630263771791","0.00402232135119984"
"Spanien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Spanien","1995","2","Westdeutschland","41","0.00295568795739319","0.000880586577681399","0.00503078933710499"
"Spanien","1995","2","Ostdeutschland","","","",""
"Spanien","1995","3","Westdeutschland","17","","",""
"Spanien","1995","3","Ostdeutschland","","","",""
"Spanien","1995","4","Westdeutschland","14","","",""
"Spanien","1995","4","Ostdeutschland","","","",""
"Spanien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Spanien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"österreich","1995","1 Einkommensschwächstes Quintil","Westdeutschland","6","","",""
"österreich","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"österreich","1995","2","Westdeutschland","6","","",""
"österreich","1995","2","Ostdeutschland","","","",""
"österreich","1995","3","Westdeutschland","8","","",""
"österreich","1995","3","Ostdeutschland","1","","",""
"österreich","1995","4","Westdeutschland","3","","",""
"österreich","1995","4","Ostdeutschland","","","",""
"österreich","1995","5 Einkommensstärkstes Quintil","Westdeutschland","5","","",""
"österreich","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Frankreich","1995","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Frankreich","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Frankreich","1995","2","Westdeutschland","2","","",""
"Frankreich","1995","2","Ostdeutschland","1","","",""
"Frankreich","1995","3","Westdeutschland","3","","",""
"Frankreich","1995","3","Ostdeutschland","","","",""
"Frankreich","1995","4","Westdeutschland","3","","",""
"Frankreich","1995","4","Ostdeutschland","","","",""
"Frankreich","1995","5 Einkommensstärkstes Quintil","Westdeutschland","3","","",""
"Frankreich","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Benelux","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Benelux","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Benelux","1995","2","Westdeutschland","1","","",""
"Benelux","1995","2","Ostdeutschland","","","",""
"Benelux","1995","3","Westdeutschland","","","",""
"Benelux","1995","3","Ostdeutschland","","","",""
"Benelux","1995","4","Westdeutschland","","","",""
"Benelux","1995","4","Ostdeutschland","","","",""
"Benelux","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Benelux","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Dänemark","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Dänemark","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Dänemark","1995","2","Westdeutschland","","","",""
"Dänemark","1995","2","Ostdeutschland","","","",""
"Dänemark","1995","3","Westdeutschland","","","",""
"Dänemark","1995","3","Ostdeutschland","","","",""
"Dänemark","1995","4","Westdeutschland","","","",""
"Dänemark","1995","4","Ostdeutschland","","","",""
"Dänemark","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Dänemark","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Grossbritannien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Grossbritannien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Grossbritannien","1995","2","Westdeutschland","","","",""
"Grossbritannien","1995","2","Ostdeutschland","","","",""
"Grossbritannien","1995","3","Westdeutschland","","","",""
"Grossbritannien","1995","3","Ostdeutschland","","","",""
"Grossbritannien","1995","4","Westdeutschland","3","","",""
"Grossbritannien","1995","4","Ostdeutschland","","","",""
"Grossbritannien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Grossbritannien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Schweden","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Schweden","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Schweden","1995","2","Westdeutschland","","","",""
"Schweden","1995","2","Ostdeutschland","","","",""
"Schweden","1995","3","Westdeutschland","","","",""
"Schweden","1995","3","Ostdeutschland","","","",""
"Schweden","1995","4","Westdeutschland","1","","",""
"Schweden","1995","4","Ostdeutschland","","","",""
"Schweden","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Schweden","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Norwegen","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Norwegen","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Norwegen","1995","2","Westdeutschland","","","",""
"Norwegen","1995","2","Ostdeutschland","","","",""
"Norwegen","1995","3","Westdeutschland","","","",""
"Norwegen","1995","3","Ostdeutschland","","","",""
"Norwegen","1995","4","Westdeutschland","","","",""
"Norwegen","1995","4","Ostdeutschland","","","",""
"Norwegen","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Norwegen","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Finnland","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Finnland","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Finnland","1995","2","Westdeutschland","","","",""
"Finnland","1995","2","Ostdeutschland","","","",""
"Finnland","1995","3","Westdeutschland","","","",""
"Finnland","1995","3","Ostdeutschland","","","",""
"Finnland","1995","4","Westdeutschland","","","",""
"Finnland","1995","4","Ostdeutschland","","","",""
"Finnland","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Finnland","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"USA","1995","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"USA","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"USA","1995","2","Westdeutschland","4","","",""
"USA","1995","2","Ostdeutschland","","","",""
"USA","1995","3","Westdeutschland","1","","",""
"USA","1995","3","Ostdeutschland","","","",""
"USA","1995","4","Westdeutschland","1","","",""
"USA","1995","4","Ostdeutschland","","","",""
"USA","1995","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"USA","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Schweiz","1995","1 Einkommensschwächstes Quintil","Westdeutschland","3","","",""
"Schweiz","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Schweiz","1995","2","Westdeutschland","","","",""
"Schweiz","1995","2","Ostdeutschland","","","",""
"Schweiz","1995","3","Westdeutschland","2","","",""
"Schweiz","1995","3","Ostdeutschland","","","",""
"Schweiz","1995","4","Westdeutschland","1","","",""
"Schweiz","1995","4","Ostdeutschland","","","",""
"Schweiz","1995","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Schweiz","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Chile","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Chile","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Chile","1995","2","Westdeutschland","","","",""
"Chile","1995","2","Ostdeutschland","","","",""
"Chile","1995","3","Westdeutschland","2","","",""
"Chile","1995","3","Ostdeutschland","","","",""
"Chile","1995","4","Westdeutschland","1","","",""
"Chile","1995","4","Ostdeutschland","","","",""
"Chile","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Chile","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Rumaenien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","30","0.00723542115872548","0.00432474253609131","0.0101460997813597"
"Rumaenien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Rumaenien","1995","2","Westdeutschland","29","","",""
"Rumaenien","1995","2","Ostdeutschland","5","","",""
"Rumaenien","1995","3","Westdeutschland","7","","",""
"Rumaenien","1995","3","Ostdeutschland","1","","",""
"Rumaenien","1995","4","Westdeutschland","3","","",""
"Rumaenien","1995","4","Ostdeutschland","","","",""
"Rumaenien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","11","","",""
"Rumaenien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Polen","1995","1 Einkommensschwächstes Quintil","Westdeutschland","115","0.0271632559737373","0.0215804811975464","0.0327460307499282"
"Polen","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","15","","",""
"Polen","1995","2","Westdeutschland","68","0.0192810155942469","0.0140245958000662","0.0245374353884276"
"Polen","1995","2","Ostdeutschland","9","","",""
"Polen","1995","3","Westdeutschland","12","","",""
"Polen","1995","3","Ostdeutschland","2","","",""
"Polen","1995","4","Westdeutschland","12","","",""
"Polen","1995","4","Ostdeutschland","","","",""
"Polen","1995","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Polen","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","1","","",""
"Korea","1995","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Korea","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Korea","1995","2","Westdeutschland","","","",""
"Korea","1995","2","Ostdeutschland","","","",""
"Korea","1995","3","Westdeutschland","1","","",""
"Korea","1995","3","Ostdeutschland","","","",""
"Korea","1995","4","Westdeutschland","","","",""
"Korea","1995","4","Ostdeutschland","","","",""
"Korea","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Korea","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Iran","1995","1 Einkommensschwächstes Quintil","Westdeutschland","6","","",""
"Iran","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Iran","1995","2","Westdeutschland","","","",""
"Iran","1995","2","Ostdeutschland","","","",""
"Iran","1995","3","Westdeutschland","","","",""
"Iran","1995","3","Ostdeutschland","","","",""
"Iran","1995","4","Westdeutschland","","","",""
"Iran","1995","4","Ostdeutschland","","","",""
"Iran","1995","5 Einkommensstärkstes Quintil","Westdeutschland","1","","",""
"Iran","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Indonesien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Indonesien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Indonesien","1995","2","Westdeutschland","","","",""
"Indonesien","1995","2","Ostdeutschland","","","",""
"Indonesien","1995","3","Westdeutschland","","","",""
"Indonesien","1995","3","Ostdeutschland","","","",""
"Indonesien","1995","4","Westdeutschland","","","",""
"Indonesien","1995","4","Ostdeutschland","","","",""
"Indonesien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Indonesien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ungarn","1995","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Ungarn","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","2","","",""
"Ungarn","1995","2","Westdeutschland","4","","",""
"Ungarn","1995","2","Ostdeutschland","2","","",""
"Ungarn","1995","3","Westdeutschland","2","","",""
"Ungarn","1995","3","Ostdeutschland","1","","",""
"Ungarn","1995","4","Westdeutschland","4","","",""
"Ungarn","1995","4","Ostdeutschland","","","",""
"Ungarn","1995","5 Einkommensstärkstes Quintil","Westdeutschland","3","","",""
"Ungarn","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Bolivien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Bolivien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Bolivien","1995","2","Westdeutschland","","","",""
"Bolivien","1995","2","Ostdeutschland","","","",""
"Bolivien","1995","3","Westdeutschland","","","",""
"Bolivien","1995","3","Ostdeutschland","","","",""
"Bolivien","1995","4","Westdeutschland","","","",""
"Bolivien","1995","4","Ostdeutschland","","","",""
"Bolivien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Bolivien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Portugal","1995","1 Einkommensschwächstes Quintil","Westdeutschland","4","","",""
"Portugal","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Portugal","1995","2","Westdeutschland","","","",""
"Portugal","1995","2","Ostdeutschland","","","",""
"Portugal","1995","3","Westdeutschland","3","","",""
"Portugal","1995","3","Ostdeutschland","","","",""
"Portugal","1995","4","Westdeutschland","","","",""
"Portugal","1995","4","Ostdeutschland","","","",""
"Portugal","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Portugal","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Bulgarien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","6","","",""
"Bulgarien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Bulgarien","1995","2","Westdeutschland","4","","",""
"Bulgarien","1995","2","Ostdeutschland","","","",""
"Bulgarien","1995","3","Westdeutschland","","","",""
"Bulgarien","1995","3","Ostdeutschland","1","","",""
"Bulgarien","1995","4","Westdeutschland","","","",""
"Bulgarien","1995","4","Ostdeutschland","","","",""
"Bulgarien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Bulgarien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Syrien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Syrien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Syrien","1995","2","Westdeutschland","","","",""
"Syrien","1995","2","Ostdeutschland","","","",""
"Syrien","1995","3","Westdeutschland","","","",""
"Syrien","1995","3","Ostdeutschland","","","",""
"Syrien","1995","4","Westdeutschland","","","",""
"Syrien","1995","4","Ostdeutschland","","","",""
"Syrien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Syrien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Tschechien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","14","","",""
"Tschechien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","10","","",""
"Tschechien","1995","2","Westdeutschland","11","","",""
"Tschechien","1995","2","Ostdeutschland","6","","",""
"Tschechien","1995","3","Westdeutschland","9","","",""
"Tschechien","1995","3","Ostdeutschland","3","","",""
"Tschechien","1995","4","Westdeutschland","7","","",""
"Tschechien","1995","4","Ostdeutschland","","","",""
"Tschechien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","2","","",""
"Tschechien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Russland","1995","1 Einkommensschwächstes Quintil","Westdeutschland","56","0.0120218725476695","0.00827905259132753","0.0157646925040114"
"Russland","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","1","","",""
"Russland","1995","2","Westdeutschland","16","","",""
"Russland","1995","2","Ostdeutschland","2","","",""
"Russland","1995","3","Westdeutschland","3","","",""
"Russland","1995","3","Ostdeutschland","","","",""
"Russland","1995","4","Westdeutschland","1","","",""
"Russland","1995","4","Ostdeutschland","1","","",""
"Russland","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Russland","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Mexiko","1995","1 Einkommensschwächstes Quintil","Westdeutschland","2","","",""
"Mexiko","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Mexiko","1995","2","Westdeutschland","","","",""
"Mexiko","1995","2","Ostdeutschland","","","",""
"Mexiko","1995","3","Westdeutschland","","","",""
"Mexiko","1995","3","Ostdeutschland","","","",""
"Mexiko","1995","4","Westdeutschland","","","",""
"Mexiko","1995","4","Ostdeutschland","","","",""
"Mexiko","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Mexiko","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Argentinien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Argentinien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Argentinien","1995","2","Westdeutschland","","","",""
"Argentinien","1995","2","Ostdeutschland","","","",""
"Argentinien","1995","3","Westdeutschland","","","",""
"Argentinien","1995","3","Ostdeutschland","","","",""
"Argentinien","1995","4","Westdeutschland","1","","",""
"Argentinien","1995","4","Ostdeutschland","","","",""
"Argentinien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Argentinien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Benin","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Benin","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Benin","1995","2","Westdeutschland","","","",""
"Benin","1995","2","Ostdeutschland","","","",""
"Benin","1995","3","Westdeutschland","","","",""
"Benin","1995","3","Ostdeutschland","","","",""
"Benin","1995","4","Westdeutschland","","","",""
"Benin","1995","4","Ostdeutschland","","","",""
"Benin","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Benin","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Philippinen","1995","1 Einkommensschwächstes Quintil","Westdeutschland","3","","",""
"Philippinen","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Philippinen","1995","2","Westdeutschland","","","",""
"Philippinen","1995","2","Ostdeutschland","","","",""
"Philippinen","1995","3","Westdeutschland","1","","",""
"Philippinen","1995","3","Ostdeutschland","","","",""
"Philippinen","1995","4","Westdeutschland","1","","",""
"Philippinen","1995","4","Ostdeutschland","","","",""
"Philippinen","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Philippinen","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Israel","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Israel","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Israel","1995","2","Westdeutschland","","","",""
"Israel","1995","2","Ostdeutschland","","","",""
"Israel","1995","3","Westdeutschland","","","",""
"Israel","1995","3","Ostdeutschland","","","",""
"Israel","1995","4","Westdeutschland","","","",""
"Israel","1995","4","Ostdeutschland","","","",""
"Israel","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Israel","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Japan","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Japan","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Japan","1995","2","Westdeutschland","1","","",""
"Japan","1995","2","Ostdeutschland","","","",""
"Japan","1995","3","Westdeutschland","","","",""
"Japan","1995","3","Ostdeutschland","","","",""
"Japan","1995","4","Westdeutschland","","","",""
"Japan","1995","4","Ostdeutschland","","","",""
"Japan","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Japan","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Australien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","1","","",""
"Australien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Australien","1995","2","Westdeutschland","","","",""
"Australien","1995","2","Ostdeutschland","","","",""
"Australien","1995","3","Westdeutschland","1","","",""
"Australien","1995","3","Ostdeutschland","","","",""
"Australien","1995","4","Westdeutschland","","","",""
"Australien","1995","4","Ostdeutschland","","","",""
"Australien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Australien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Indien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Indien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Indien","1995","2","Westdeutschland","","","",""
"Indien","1995","2","Ostdeutschland","","","",""
"Indien","1995","3","Westdeutschland","","","",""
"Indien","1995","3","Ostdeutschland","","","",""
"Indien","1995","4","Westdeutschland","","","",""
"Indien","1995","4","Ostdeutschland","","","",""
"Indien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Indien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Afghanistan","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Afghanistan","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Afghanistan","1995","2","Westdeutschland","","","",""
"Afghanistan","1995","2","Ostdeutschland","","","",""
"Afghanistan","1995","3","Westdeutschland","","","",""
"Afghanistan","1995","3","Ostdeutschland","","","",""
"Afghanistan","1995","4","Westdeutschland","","","",""
"Afghanistan","1995","4","Ostdeutschland","","","",""
"Afghanistan","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Afghanistan","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Thailand","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Thailand","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Thailand","1995","2","Westdeutschland","","","",""
"Thailand","1995","2","Ostdeutschland","","","",""
"Thailand","1995","3","Westdeutschland","","","",""
"Thailand","1995","3","Ostdeutschland","","","",""
"Thailand","1995","4","Westdeutschland","","","",""
"Thailand","1995","4","Ostdeutschland","","","",""
"Thailand","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Thailand","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Jamaika","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Jamaika","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Jamaika","1995","2","Westdeutschland","","","",""
"Jamaika","1995","2","Ostdeutschland","","","",""
"Jamaika","1995","3","Westdeutschland","","","",""
"Jamaika","1995","3","Ostdeutschland","","","",""
"Jamaika","1995","4","Westdeutschland","1","","",""
"Jamaika","1995","4","Ostdeutschland","","","",""
"Jamaika","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Jamaika","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Saudi-Arabien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Saudi-Arabien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Saudi-Arabien","1995","2","Westdeutschland","","","",""
"Saudi-Arabien","1995","2","Ostdeutschland","","","",""
"Saudi-Arabien","1995","3","Westdeutschland","","","",""
"Saudi-Arabien","1995","3","Ostdeutschland","","","",""
"Saudi-Arabien","1995","4","Westdeutschland","","","",""
"Saudi-Arabien","1995","4","Ostdeutschland","","","",""
"Saudi-Arabien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Saudi-Arabien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Aethiopien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Aethiopien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Aethiopien","1995","2","Westdeutschland","","","",""
"Aethiopien","1995","2","Ostdeutschland","","","",""
"Aethiopien","1995","3","Westdeutschland","","","",""
"Aethiopien","1995","3","Ostdeutschland","","","",""
"Aethiopien","1995","4","Westdeutschland","","","",""
"Aethiopien","1995","4","Ostdeutschland","","","",""
"Aethiopien","1995","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Aethiopien","1995","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Kolumbien","1995","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Kolumbien","1995","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Kolumbien","1995","2","Westdeutschland","","","",""
"Kolumbien","1995","2","Ostdeutschland","","","",""
