"corigin","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Dänemark","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Dänemark","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Dänemark","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Grossbritannien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Grossbritannien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Grossbritannien","1985","direkter Migrationshintergrund","Städtischer Raum","3","","",""
"Grossbritannien","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Grossbritannien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Grossbritannien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Grossbritannien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Grossbritannien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Schweden","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Schweden","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Schweden","1985","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Schweden","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Schweden","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Schweden","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Schweden","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Schweden","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Norwegen","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Norwegen","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Norwegen","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Norwegen","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Norwegen","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Norwegen","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Norwegen","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Norwegen","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Finnland","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Finnland","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Finnland","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Finnland","1985","direkter Migrationshintergrund","Ländlicher Raum","1","","",""
"Finnland","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Finnland","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Finnland","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Finnland","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"USA","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"USA","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"USA","1985","direkter Migrationshintergrund","Städtischer Raum","8","","",""
"USA","1985","direkter Migrationshintergrund","Ländlicher Raum","2","","",""
"USA","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"USA","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"USA","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"USA","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Schweiz","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Schweiz","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Schweiz","1985","direkter Migrationshintergrund","Städtischer Raum","8","","",""
"Schweiz","1985","direkter Migrationshintergrund","Ländlicher Raum","2","","",""
"Schweiz","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Schweiz","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Schweiz","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Schweiz","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Chile","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Chile","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Chile","1985","direkter Migrationshintergrund","Städtischer Raum","3","","",""
"Chile","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Chile","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Chile","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Chile","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Chile","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Rumaenien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Rumaenien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Rumaenien","1985","direkter Migrationshintergrund","Städtischer Raum","11","","",""
"Rumaenien","1985","direkter Migrationshintergrund","Ländlicher Raum","2","","",""
"Rumaenien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Rumaenien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Rumaenien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Rumaenien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Polen","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Polen","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Polen","1985","direkter Migrationshintergrund","Städtischer Raum","33","0.0456211285315804","0.0374466306353182","0.0537956264278426"
"Polen","1985","direkter Migrationshintergrund","Ländlicher Raum","3","","",""
"Polen","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Polen","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Polen","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Polen","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Korea","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Korea","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Korea","1985","direkter Migrationshintergrund","Städtischer Raum","3","","",""
"Korea","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Korea","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Korea","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Korea","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Korea","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Iran","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Iran","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Iran","1985","direkter Migrationshintergrund","Städtischer Raum","2","","",""
"Iran","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Iran","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Iran","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Iran","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Iran","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Indonesien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Indonesien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Indonesien","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Indonesien","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Indonesien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Indonesien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Indonesien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Indonesien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Ungarn","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Ungarn","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Ungarn","1985","direkter Migrationshintergrund","Städtischer Raum","12","","",""
"Ungarn","1985","direkter Migrationshintergrund","Ländlicher Raum","3","","",""
"Ungarn","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Ungarn","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Ungarn","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Ungarn","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Bolivien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Bolivien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Bolivien","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Bolivien","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Bolivien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Bolivien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Bolivien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Bolivien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Portugal","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Portugal","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Portugal","1985","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Portugal","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Portugal","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Portugal","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Portugal","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Portugal","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Bulgarien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Bulgarien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Bulgarien","1985","direkter Migrationshintergrund","Städtischer Raum","6","","",""
"Bulgarien","1985","direkter Migrationshintergrund","Ländlicher Raum","3","","",""
"Bulgarien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Bulgarien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Bulgarien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Bulgarien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Syrien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Syrien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Syrien","1985","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Syrien","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Syrien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Syrien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Syrien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Syrien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Tschechien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Tschechien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Tschechien","1985","direkter Migrationshintergrund","Städtischer Raum","29","","",""
"Tschechien","1985","direkter Migrationshintergrund","Ländlicher Raum","12","","",""
"Tschechien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Tschechien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Tschechien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Tschechien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Russland","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Russland","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Russland","1985","direkter Migrationshintergrund","Städtischer Raum","3","","",""
"Russland","1985","direkter Migrationshintergrund","Ländlicher Raum","1","","",""
"Russland","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Russland","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Russland","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Russland","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Mexiko","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Mexiko","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Mexiko","1985","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Mexiko","1985","direkter Migrationshintergrund","Ländlicher Raum","1","","",""
"Mexiko","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Mexiko","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Mexiko","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Mexiko","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Argentinien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Argentinien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Argentinien","1985","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Argentinien","1985","direkter Migrationshintergrund","Ländlicher Raum","1","","",""
"Argentinien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Argentinien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Argentinien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Argentinien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Benin","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Benin","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Benin","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Benin","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Benin","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Benin","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Benin","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Benin","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Philippinen","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Philippinen","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Philippinen","1985","direkter Migrationshintergrund","Städtischer Raum","2","","",""
"Philippinen","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Philippinen","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Philippinen","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Philippinen","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Philippinen","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Israel","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Israel","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Israel","1985","direkter Migrationshintergrund","Städtischer Raum","2","","",""
"Israel","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Israel","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Israel","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Israel","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Israel","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Japan","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Japan","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Japan","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Japan","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Japan","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Japan","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Japan","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Japan","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Australien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Australien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Australien","1985","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Australien","1985","direkter Migrationshintergrund","Ländlicher Raum","1","","",""
"Australien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Australien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Australien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Australien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Indien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Indien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Indien","1985","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Indien","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Indien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Indien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Indien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Indien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Afghanistan","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Afghanistan","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Afghanistan","1985","direkter Migrationshintergrund","Städtischer Raum","2","","",""
"Afghanistan","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Afghanistan","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Afghanistan","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Afghanistan","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Afghanistan","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Thailand","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Thailand","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Thailand","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Thailand","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Thailand","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Thailand","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Thailand","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Thailand","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Jamaika","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Jamaika","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Jamaika","1985","direkter Migrationshintergrund","Städtischer Raum","1","","",""
"Jamaika","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Jamaika","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Jamaika","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Jamaika","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Jamaika","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Saudi-Arabien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Saudi-Arabien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Saudi-Arabien","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Saudi-Arabien","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Saudi-Arabien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Saudi-Arabien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Saudi-Arabien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Saudi-Arabien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Aethiopien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Aethiopien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Aethiopien","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Aethiopien","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Aethiopien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Aethiopien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Aethiopien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Aethiopien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Kolumbien","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Kolumbien","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Kolumbien","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
"Kolumbien","1985","direkter Migrationshintergrund","Ländlicher Raum","","","",""
"Kolumbien","1985","indirekter Migrationshintergrund","Städtischer Raum","","","",""
"Kolumbien","1985","indirekter Migrationshintergrund","Ländlicher Raum","","","",""
"Kolumbien","1985","Migrationshintergrund - n. w. differenzierbar","Städtischer Raum","","","",""
"Kolumbien","1985","Migrationshintergrund - n. w. differenzierbar","Ländlicher Raum","","","",""
"Ghana","1985","kein Migrationshintergrund","Städtischer Raum","","","",""
"Ghana","1985","kein Migrationshintergrund","Ländlicher Raum","","","",""
"Ghana","1985","direkter Migrationshintergrund","Städtischer Raum","","","",""
