year,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Somewhat concerned,0.48182,12756,26943,0.47585,0.48778
2014,Not concerned at all,0.14290,3656,26943,0.13872,0.14707
2015,Very concerned,0.47705,11833,24878,0.47085,0.48326
2015,Somewhat concerned,0.43854,10846,24878,0.43237,0.44471
2015,Not concerned at all,0.08441,2199,24878,0.08095,0.08786
2016,Very concerned,0.55568,13393,24068,0.54940,0.56196
2016,Somewhat concerned,0.37958,9121,24068,0.37345,0.38571
2016,Not concerned at all,0.06474,1554,24068,0.06163,0.06785
2017,Very concerned,0.57201,15086,26414,0.56604,0.57797
2017,Somewhat concerned,0.36283,9591,26414,0.35704,0.36863
2017,Not concerned at all,0.06516,1737,26414,0.06218,0.06813
2018,Very concerned,0.46172,11717,25555,0.45561,0.46783
2018,Somewhat concerned,0.44918,11455,25555,0.44308,0.45528
2018,Not concerned at all,0.08910,2383,25555,0.08561,0.09260
2019,Very concerned,0.49382,12779,25609,0.48770,0.49995
2019,Somewhat concerned,0.42819,10892,25609,0.42213,0.43426
2019,Not concerned at all,0.07798,1938,25609,0.07470,0.08127
2020,Very concerned,0.39383,9715,25520,0.38784,0.39983
2020,Somewhat concerned,0.49372,12581,25520,0.48759,0.49986
2020,Not concerned at all,0.11245,3224,25520,0.10857,0.11632
2021,Very concerned,0.44184,7462,17148,0.43441,0.44927
2021,Somewhat concerned,0.46143,8032,17148,0.45397,0.46890
2021,Not concerned at all,0.09673,1654,17148,0.09230,0.10115
2022,Very concerned,0.66833,16699,26036,0.66261,0.67405
2022,Somewhat concerned,0.28208,7925,26036,0.27661,0.28755
2022,Not concerned at all,0.04959,1412,26036,0.04695,0.05223
