,Unnamed: 0,year,migback,sampreg,plh0038,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
58,58,1990,Direct migration background,West,Not concerned at all,0.2253,562,13752,0.20299,0.2466
59,59,1990,Direct migration background,East,Very concerned,0.55758,69,13752,0.51661,0.60474
60,60,1990,Direct migration background,East,Somewhat concerned,0.44242,54,13752,0.4064,0.48506
61,61,1990,Indirect migration background,West,Very concerned,0.30021,88,13752,0.23933,0.35825
62,62,1990,Indirect migration background,West,Somewhat concerned,0.43401,126,13752,0.33636,0.52179
63,63,1990,Indirect migration background,West,Not concerned at all,0.26578,74,13752,0.19006,0.34562
64,64,1991,No migration background,West,Very concerned,0.42004,2734,13470,0.41292,0.42655
65,65,1991,No migration background,West,Somewhat concerned,0.46538,3095,13470,0.45871,0.47375
66,66,1991,No migration background,West,Not concerned at all,0.11458,741,13470,0.11076,0.11869
67,67,1991,No migration background,East,Very concerned,0.47375,1786,13470,0.46137,0.4877
68,68,1991,No migration background,East,Somewhat concerned,0.43765,1822,13470,0.42645,0.44819
69,69,1991,No migration background,East,Not concerned at all,0.0886,361,13470,0.0836,0.09404
70,70,1991,Direct migration background,West,Very concerned,0.44315,1073,13470,0.41682,0.4691
71,71,1991,Direct migration background,West,Somewhat concerned,0.43549,1030,13470,0.40959,0.46868
72,72,1991,Direct migration background,West,Not concerned at all,0.12137,355,13470,0.10826,0.13497
73,73,1991,Direct migration background,East,Very concerned,0.64891,85,13470,0.59304,0.6957
74,74,1991,Direct migration background,East,Somewhat concerned,0.35109,46,13470,0.3116,0.39833
75,75,1991,Indirect migration background,West,Very concerned,0.53246,159,13470,0.44991,0.65649
76,76,1991,Indirect migration background,West,Somewhat concerned,0.34993,131,13470,0.29037,0.4051
77,77,1991,Indirect migration background,West,Not concerned at all,0.11761,52,13470,0.09782,0.15057
78,78,1992,No migration background,West,Very concerned,0.37514,2438,13207,0.36734,0.38287
79,79,1992,No migration background,West,Somewhat concerned,0.48562,3166,13207,0.47813,0.49428
80,80,1992,No migration background,West,Not concerned at all,0.13924,896,13207,0.13514,0.143
81,81,1992,No migration background,East,Very concerned,0.50232,1851,13207,0.49154,0.51458
82,82,1992,No migration background,East,Somewhat concerned,0.42293,1648,13207,0.41106,0.43313
83,83,1992,No migration background,East,Not concerned at all,0.07475,296,13207,0.06974,0.07968
84,84,1992,Direct migration background,West,Very concerned,0.50835,1191,13207,0.47684,0.53811
85,85,1992,Direct migration background,West,Somewhat concerned,0.39008,894,13207,0.36017,0.41845
86,86,1992,Direct migration background,West,Not concerned at all,0.10157,300,13207,0.08775,0.11504
87,87,1992,Direct migration background,East,Very concerned,0.60924,85,13207,0.56505,0.65931
88,88,1992,Direct migration background,East,Somewhat concerned,0.39076,49,13207,0.34295,0.4583
89,89,1992,Indirect migration background,West,Very concerned,0.52694,199,13207,0.4591,0.60389
90,90,1992,Indirect migration background,West,Somewhat concerned,0.37017,147,13207,0.3131,0.43389
91,91,1992,Indirect migration background,West,Not concerned at all,0.10289,47,13207,0.0683,0.14581
92,92,1993,No migration background,West,Very concerned,0.43039,2741,12965,0.42368,0.43888
93,93,1993,No migration background,West,Somewhat concerned,0.46498,3037,12965,0.4566,0.47247
94,94,1993,No migration background,West,Not concerned at all,0.10464,665,12965,0.10078,0.10829
95,95,1993,No migration background,East,Very concerned,0.52885,1897,12965,0.51721,0.54378
96,96,1993,No migration background,East,Somewhat concerned,0.40703,1522,12965,0.39657,0.41824
97,97,1993,No migration background,East,Not concerned at all,0.06413,242,12965,0.0589,0.06897
98,98,1993,Direct migration background,West,Very concerned,0.57315,1344,12965,0.54048,0.6044
99,99,1993,Direct migration background,West,Somewhat concerned,0.34991,789,12965,0.32435,0.37949
100,100,1993,Direct migration background,West,Not concerned at all,0.07693,183,12965,0.06467,0.08889
101,101,1993,Direct migration background,East,Very concerned,0.70671,91,12965,0.63854,0.76587
102,102,1993,Direct migration background,East,Somewhat concerned,0.29329,36,12965,0.25946,0.33131
103,103,1993,Indirect migration background,West,Very concerned,0.57015,234,12965,0.50738,0.63405
104,104,1993,Indirect migration background,West,Somewhat concerned,0.42985,184,12965,0.3639,0.4985
105,105,1994,No migration background,West,Very concerned,0.41412,2589,12784,0.40513,0.42327
106,106,1994,No migration background,West,Somewhat concerned,0.47759,3100,12784,0.46919,0.4866
107,107,1994,No migration background,West,Not concerned at all,0.10829,686,12784,0.1041,0.11311
108,108,1994,No migration background,East,Very concerned,0.54424,1900,12784,0.53202,0.55701
109,109,1994,No migration background,East,Somewhat concerned,0.3889,1465,12784,0.37787,0.40107
110,110,1994,No migration background,East,Not concerned at all,0.06687,241,12784,0.06078,0.07345
111,111,1994,Direct migration background,West,Very concerned,0.52481,1153,12784,0.49483,0.56193
112,112,1994,Direct migration background,West,Somewhat concerned,0.40353,853,12784,0.37563,0.43232
113,113,1994,Direct migration background,West,Not concerned at all,0.07166,188,12784,0.0618,0.08523
114,114,1994,Direct migration background,East,Very concerned,0.64627,90,12784,0.56538,0.73124
115,115,1994,Direct migration background,East,Somewhat concerned,0.35373,49,12784,0.31033,0.40422
116,116,1994,Indirect migration background,West,Very concerned,0.55226,243,12784,0.48167,0.63408
117,117,1994,Indirect migration background,West,Somewhat concerned,0.38549,184,12784,0.33594,0.44023
118,118,1994,Indirect migration background,West,Not concerned at all,0.06224,43,12784,0.04676,0.07982
119,119,1995,No migration background,West,Very concerned,0.4142,2638,13140,0.40527,0.42456
120,120,1995,No migration background,West,Somewhat concerned,0.47079,3016,13140,0.45973,0.4802
121,121,1995,No migration background,West,Not concerned at all,0.11501,748,13140,0.11006,0.11923
122,122,1995,No migration background,East,Very concerned,0.52546,1769,13140,0.51063,0.53895
123,123,1995,No migration background,East,Somewhat concerned,0.40504,1482,13140,0.39042,0.41881
124,124,1995,No migration background,East,Not concerned at all,0.06951,257,13140,0.06402,0.07394
125,125,1995,Direct migration background,West,Very concerned,0.56944,1493,13140,0.54537,0.60284
126,126,1995,Direct migration background,West,Somewhat concerned,0.35215,924,13140,0.33057,0.37696
127,127,1995,Direct migration background,West,Not concerned at all,0.07841,190,13140,0.06696,0.09022
128,128,1995,Direct migration background,East,Very concerned,0.56725,84,13140,0.51077,0.63414
129,129,1995,Direct migration background,East,Somewhat concerned,0.43275,54,13140,0.38763,0.49886
130,130,1995,Indirect migration background,West,Very concerned,0.53986,261,13140,0.46692,0.61569
131,131,1995,Indirect migration background,West,Somewhat concerned,0.38192,182,13140,0.33333,0.44718
132,132,1995,Indirect migration background,West,Not concerned at all,0.07822,42,13140,0.04705,0.12042
133,133,1996,No migration background,West,Very concerned,0.33597,2091,12970,0.32755,0.34467
134,134,1996,No migration background,West,Somewhat concerned,0.51729,3341,12970,0.50703,0.52748
135,135,1996,No migration background,West,Not concerned at all,0.14674,924,12970,0.14084,0.15347
136,136,1996,No migration background,East,Very concerned,0.49618,1677,12970,0.48402,0.51272
137,137,1996,No migration background,East,Somewhat concerned,0.41855,1525,12970,0.40659,0.43027
138,138,1996,No migration background,East,Not concerned at all,0.08528,315,12970,0.07863,0.09142
139,139,1996,Direct migration background,West,Very concerned,0.47136,1132,12970,0.44509,0.49605
140,140,1996,Direct migration background,West,Somewhat concerned,0.41648,1017,12970,0.38783,0.44545
141,141,1996,Direct migration background,West,Not concerned at all,0.11216,290,12970,0.09935,0.12499
142,142,1996,Direct migration background,East,Very concerned,0.62896,90,12970,0.5714,0.69887
143,143,1996,Direct migration background,East,Somewhat concerned,0.37104,45,12970,0.32029,0.42546
144,144,1996,Indirect migration background,West,Very concerned,0.4408,226,12970,0.39364,0.49366
145,145,1996,Indirect migration background,West,Somewhat concerned,0.43077,218,12970,0.37139,0.49498
146,146,1996,Indirect migration background,West,Not concerned at all,0.12843,79,12970,0.10249,0.16279
147,147,1997,No migration background,West,Very concerned,0.28811,1737,12729,0.28038,0.29617
148,148,1997,No migration background,West,Somewhat concerned,0.49299,3131,12729,0.48211,0.50336
149,149,1997,No migration background,West,Not concerned at all,0.21891,1402,12729,0.21179,0.22731
150,150,1997,No migration background,East,Very concerned,0.42375,1370,12729,0.41115,0.43807
151,151,1997,No migration background,East,Somewhat concerned,0.4475,1624,12729,0.43273,0.45924
152,152,1997,No migration background,East,Not concerned at all,0.12875,473,12729,0.12006,0.13723
153,153,1997,Direct migration background,West,Very concerned,0.38218,866,12729,0.35732,0.40855
154,154,1997,Direct migration background,West,Somewhat concerned,0.42912,1041,12729,0.39844,0.4538
155,155,1997,Direct migration background,West,Not concerned at all,0.1887,420,12729,0.17006,0.2132
156,156,1997,Direct migration background,East,Very concerned,0.5169,69,12729,0.46006,0.57025
157,157,1997,Direct migration background,East,Somewhat concerned,0.4831,54,12729,0.42686,0.5621
158,158,1997,Indirect migration background,West,Very concerned,0.32965,178,12729,0.28067,0.39006
159,159,1997,Indirect migration background,West,Somewhat concerned,0.48788,250,12729,0.42338,0.54718
160,160,1997,Indirect migration background,West,Not concerned at all,0.18247,114,12729,0.15052,0.2221
161,161,1998,No migration background,West,Very concerned,0.35693,2605,14136,0.35035,0.36447
162,162,1998,No migration background,West,Somewhat concerned,0.47799,3665,14136,0.46746,0.48709
163,163,1998,No migration background,West,Not concerned at all,0.16508,1209,14136,0.15938,0.17104
164,164,1998,No migration background,East,Very concerned,0.43669,1521,14136,0.42423,0.44967
165,165,1998,No migration background,East,Somewhat concerned,0.45363,1756,14136,0.44123,0.46854
166,166,1998,No migration background,East,Not concerned at all,0.10968,433,14136,0.10271,0.11665
167,167,1998,Direct migration background,West,Very concerned,0.42126,926,14136,0.39888,0.44659
168,168,1998,Direct migration background,West,Somewhat concerned,0.43091,1013,14136,0.40997,0.45515
169,169,1998,Direct migration background,West,Not concerned at all,0.14783,327,14136,0.13478,0.16386
170,170,1998,Direct migration background,East,Very concerned,0.63396,71,14136,0.55768,0.70231
171,171,1998,Direct migration background,East,Somewhat concerned,0.36604,42,14136,0.30222,0.43024
172,172,1998,Indirect migration background,West,Very concerned,0.41049,222,14136,0.37264,0.4732
173,173,1998,Indirect migration background,West,Somewhat concerned,0.47037,264,14136,0.41703,0.52507
174,174,1998,Indirect migration background,West,Not concerned at all,0.11914,82,14136,0.08933,0.14612
175,175,1999,No migration background,West,Very concerned,0.37993,2588,13606,0.3719,0.3907
176,176,1999,No migration background,West,Somewhat concerned,0.47911,3534,13606,0.46932,0.49022
177,177,1999,No migration background,West,Not concerned at all,0.14096,1060,13606,0.13539,0.14692
178,178,1999,No migration background,East,Very concerned,0.42885,1437,13606,0.41594,0.44194
179,179,1999,No migration background,East,Somewhat concerned,0.45686,1753,13606,0.44401,0.47215
180,180,1999,No migration background,East,Not concerned at all,0.11429,460,13606,0.10559,0.12087
181,181,1999,Direct migration background,West,Very concerned,0.45538,885,13606,0.42658,0.48224
182,182,1999,Direct migration background,West,Somewhat concerned,0.40394,897,13606,0.37927,0.42589
183,183,1999,Direct migration background,West,Not concerned at all,0.14068,309,13606,0.12638,0.15711
184,184,1999,Direct migration background,East,Very concerned,0.51616,51,13606,0.44769,0.58499
185,185,1999,Direct migration background,East,Somewhat concerned,0.48384,51,13606,0.41222,0.55711
186,186,1999,Indirect migration background,West,Very concerned,0.40791,233,13606,0.36091,0.45641
187,187,1999,Indirect migration background,West,Somewhat concerned,0.45739,254,13606,0.40001,0.51407
188,188,1999,Indirect migration background,West,Not concerned at all,0.1347,94,13606,0.11237,0.16838
189,189,2000,No migration background,West,Very concerned,0.29987,4149,23859,0.29557,0.30485
190,190,2000,No migration background,West,Somewhat concerned,0.49512,7149,23859,0.48867,0.50112
191,191,2000,No migration background,West,Not concerned at all,0.20501,2898,23859,0.20078,0.20962
192,192,2000,No migration background,East,Very concerned,0.42062,2259,23859,0.41172,0.42989
193,193,2000,No migration background,East,Somewhat concerned,0.46054,2661,23859,0.45167,0.47071
194,194,2000,No migration background,East,Not concerned at all,0.11884,705,23859,0.11368,0.12367
195,195,2000,Direct migration background,West,Very concerned,0.33383,1049,23859,0.3217,0.34749
196,196,2000,Direct migration background,West,Somewhat concerned,0.46273,1441,23859,0.44697,0.47829
197,197,2000,Direct migration background,West,Not concerned at all,0.20344,630,23859,0.19191,0.21528
198,198,2000,Direct migration background,East,Very concerned,0.46603,66,23859,0.41572,0.51852
199,199,2000,Direct migration background,East,Somewhat concerned,0.53397,71,23859,0.47987,0.58911
200,200,2000,Indirect migration background,West,Very concerned,0.31702,242,23859,0.28967,0.3479
201,201,2000,Indirect migration background,West,Somewhat concerned,0.44578,345,23859,0.40948,0.47603
202,202,2000,Indirect migration background,West,Not concerned at all,0.2372,194,23859,0.20977,0.26359
203,203,2001,No migration background,West,Very concerned,0.27472,3407,21703,0.26965,0.27909
204,204,2001,No migration background,West,Somewhat concerned,0.50478,6559,21703,0.49744,0.51216
205,205,2001,No migration background,West,Not concerned at all,0.2205,2875,21703,0.21509,0.22454
206,206,2001,No migration background,East,Very concerned,0.36578,1809,21703,0.35624,0.37469
207,207,2001,No migration background,East,Somewhat concerned,0.48259,2645,21703,0.47205,0.49361
208,208,2001,No migration background,East,Not concerned at all,0.15162,801,21703,0.14439,0.15795
209,209,2001,Direct migration background,West,Very concerned,0.30527,832,21703,0.29034,0.31873
210,210,2001,Direct migration background,West,Somewhat concerned,0.48371,1348,21703,0.46546,0.50279
211,211,2001,Direct migration background,West,Not concerned at all,0.21102,592,21703,0.19966,0.22136
212,212,2001,Direct migration background,East,Very concerned,0.61063,62,21703,0.54154,0.6884
213,213,2001,Direct migration background,East,Somewhat concerned,0.38937,43,21703,0.33189,0.44877
214,214,2001,Indirect migration background,West,Very concerned,0.29554,216,21703,0.26496,0.32492
215,215,2001,Indirect migration background,West,Somewhat concerned,0.4441,314,21703,0.40626,0.47986
216,216,2001,Indirect migration background,West,Not concerned at all,0.26036,200,21703,0.22937,0.28975
217,217,2002,No migration background,West,Very concerned,0.42906,5883,22864,0.42086,0.43667
218,218,2002,No migration background,West,Somewhat concerned,0.44445,6383,22864,0.43604,0.4514
219,219,2002,No migration background,West,Not concerned at all,0.1265,1833,22864,0.12293,0.13074
220,220,2002,No migration background,East,Very concerned,0.52574,2667,22864,0.5127,0.53669
221,221,2002,No migration background,East,Somewhat concerned,0.39297,2165,22864,0.37919,0.4057
222,222,2002,No migration background,East,Not concerned at all,0.08129,431,22864,0.07647,0.08816
223,223,2002,Direct migration background,West,Very concerned,0.42257,1071,22864,0.40434,0.44249
224,224,2002,Direct migration background,West,Somewhat concerned,0.44157,1229,22864,0.42217,0.46307
225,225,2002,Direct migration background,West,Not concerned at all,0.13586,357,22864,0.12391,0.14507
226,226,2002,Direct migration background,East,Very concerned,0.59166,61,22864,0.51187,0.67503
227,227,2002,Direct migration background,East,Somewhat concerned,0.40834,45,22864,0.34241,0.47791
228,228,2002,Indirect migration background,West,Very concerned,0.39606,279,22864,0.35803,0.44155
229,229,2002,Indirect migration background,West,Somewhat concerned,0.44791,341,22864,0.40262,0.49125
230,230,2002,Indirect migration background,West,Not concerned at all,0.15603,119,22864,0.13795,0.18115
231,231,2003,No migration background,West,Very concerned,0.61957,7961,22005,0.60974,0.62919
232,232,2003,No migration background,West,Somewhat concerned,0.31572,4613,22005,0.3093,0.32184
233,233,2003,No migration background,West,Not concerned at all,0.0647,927,22005,0.06143,0.06776
234,234,2003,No migration background,East,Very concerned,0.7035,3580,22005,0.68807,0.72075
235,235,2003,No migration background,East,Somewhat concerned,0.25298,1394,22005,0.24155,0.2642
236,236,2003,No migration background,East,Not concerned at all,0.04351,220,22005,0.03912,0.04805
237,237,2003,Direct migration background,West,Very concerned,0.61156,1477,22005,0.58483,0.63557
238,238,2003,Direct migration background,West,Somewhat concerned,0.32394,855,22005,0.30733,0.34123
239,239,2003,Direct migration background,West,Not concerned at all,0.0645,160,22005,0.05751,0.07397
240,240,2003,Direct migration background,East,Very concerned,1.0,81,22005,0.88725,1.12108
241,241,2003,Indirect migration background,West,Very concerned,0.61767,427,22005,0.56575,0.67064
242,242,2003,Indirect migration background,West,Somewhat concerned,0.29899,248,22005,0.26705,0.33401
243,243,2003,Indirect migration background,West,Not concerned at all,0.08334,62,22005,0.07014,0.10007
244,244,2004,No migration background,West,Very concerned,0.39677,4994,21405,0.38875,0.40481
245,245,2004,No migration background,West,Somewhat concerned,0.45919,6149,21405,0.45041,0.4698
246,246,2004,No migration background,West,Not concerned at all,0.14404,1960,21405,0.13884,0.14905
247,247,2004,No migration background,East,Very concerned,0.45813,2187,21405,0.44373,0.4715
248,248,2004,No migration background,East,Somewhat concerned,0.44268,2373,21405,0.42933,0.45622
249,249,2004,No migration background,East,Not concerned at all,0.09919,503,21405,0.09304,0.10727
250,250,2004,Direct migration background,West,Very concerned,0.43588,1020,21405,0.41236,0.45807
251,251,2004,Direct migration background,West,Somewhat concerned,0.42433,1033,21405,0.40276,0.44459
252,252,2004,Direct migration background,West,Not concerned at all,0.13979,347,21405,0.12755,0.15145
253,253,2004,Direct migration background,East,Very concerned,0.63663,60,21405,0.53476,0.74479
254,254,2004,Direct migration background,East,Somewhat concerned,0.36337,34,21405,0.29363,0.43907
255,255,2004,Indirect migration background,West,Very concerned,0.34978,279,21405,0.30731,0.39388
256,256,2004,Indirect migration background,West,Somewhat concerned,0.49228,341,21405,0.44505,0.54387
257,257,2004,Indirect migration background,West,Not concerned at all,0.15794,125,21405,0.13891,0.18287
258,258,2005,No migration background,West,Very concerned,0.37532,4525,20547,0.36762,0.38369
259,259,2005,No migration background,West,Somewhat concerned,0.47171,6026,20547,0.46188,0.48135
260,260,2005,No migration background,West,Not concerned at all,0.15296,1989,20547,0.14749,0.15884
261,261,2005,No migration background,East,Very concerned,0.4821,2240,20547,0.46614,0.49632
262,262,2005,No migration background,East,Somewhat concerned,0.42297,2193,20547,0.40822,0.43965
263,263,2005,No migration background,East,Not concerned at all,0.09493,454,20547,0.08715,0.10235
264,264,2005,Direct migration background,West,Very concerned,0.4104,875,20547,0.39005,0.43403
265,265,2005,Direct migration background,West,Somewhat concerned,0.45696,1073,20547,0.43288,0.48208
266,266,2005,Direct migration background,West,Not concerned at all,0.13265,302,20547,0.12059,0.14705
267,267,2005,Direct migration background,East,Very concerned,0.57957,59,20547,0.49583,0.67275
268,268,2005,Direct migration background,East,Somewhat concerned,0.42043,32,20547,0.31852,0.57815
269,269,2005,Indirect migration background,West,Very concerned,0.39194,293,20547,0.35074,0.43686
270,270,2005,Indirect migration background,West,Somewhat concerned,0.45377,346,20547,0.40946,0.49916
271,271,2005,Indirect migration background,West,Not concerned at all,0.15429,140,20547,0.13489,0.17504
272,272,2006,No migration background,West,Very concerned,0.41875,5626,21779,0.41124,0.42969
273,273,2006,No migration background,West,Somewhat concerned,0.46334,6328,21779,0.45501,0.47408
274,274,2006,No migration background,West,Not concerned at all,0.1179,1612,21779,0.11296,0.12196
275,275,2006,No migration background,East,Very concerned,0.45339,2336,21779,0.43827,0.4643
276,276,2006,No migration background,East,Somewhat concerned,0.44384,2270,21779,0.42777,0.45861
277,277,2006,No migration background,East,Not concerned at all,0.10277,498,21779,0.09509,0.1098
278,278,2006,Direct migration background,West,Very concerned,0.43986,976,21779,0.41986,0.46061
279,279,2006,Direct migration background,West,Somewhat concerned,0.44713,1018,21779,0.42311,0.47061
280,280,2006,Direct migration background,West,Not concerned at all,0.11301,254,21779,0.10168,0.12368
281,281,2006,Direct migration background,East,Very concerned,0.51354,61,21779,0.44164,0.59132
282,282,2006,Direct migration background,East,Somewhat concerned,0.48646,40,21779,0.38281,0.62077
283,283,2006,Indirect migration background,West,Very concerned,0.41211,307,21779,0.37184,0.45016
284,284,2006,Indirect migration background,West,Somewhat concerned,0.4584,347,21779,0.41919,0.49621
285,285,2006,Indirect migration background,West,Not concerned at all,0.12949,106,21779,0.1087,0.15403
286,286,2007,No migration background,West,Very concerned,0.35851,4390,20323,0.35024,0.36724
287,287,2007,No migration background,West,Somewhat concerned,0.49061,6348,20323,0.48051,0.4995
288,288,2007,No migration background,West,Not concerned at all,0.15088,1912,20323,0.1456,0.15626
289,289,2007,No migration background,East,Very concerned,0.39804,1895,20323,0.38452,0.41369
290,290,2007,No migration background,East,Somewhat concerned,0.47614,2364,20323,0.4583,0.49243
291,291,2007,No migration background,East,Not concerned at all,0.12583,593,20323,0.11868,0.13264
292,292,2007,Direct migration background,West,Very concerned,0.38719,754,20323,0.3663,0.40948
293,293,2007,Direct migration background,West,Somewhat concerned,0.48652,988,20323,0.46623,0.50991
294,294,2007,Direct migration background,West,Not concerned at all,0.12629,266,20323,0.11494,0.13913
295,295,2007,Direct migration background,East,Very concerned,0.48595,43,20323,0.40014,0.57357
296,296,2007,Direct migration background,East,Somewhat concerned,0.51405,38,20323,0.35449,0.65979
297,297,2007,Indirect migration background,West,Very concerned,0.35428,267,20323,0.31306,0.39185
298,298,2007,Indirect migration background,West,Somewhat concerned,0.49072,346,20323,0.44855,0.53079
299,299,2007,Indirect migration background,West,Not concerned at all,0.155,119,20323,0.13205,0.18025
300,300,2008,No migration background,West,Very concerned,0.31449,3620,19194,0.30677,0.32294
301,301,2008,No migration background,West,Somewhat concerned,0.51597,6267,19194,0.50583,0.52731
302,302,2008,No migration background,West,Not concerned at all,0.16953,2058,19194,0.16269,0.17553
303,303,2008,No migration background,East,Very concerned,0.35364,1558,19194,0.3372,0.37059
304,304,2008,No migration background,East,Somewhat concerned,0.50783,2439,19194,0.48884,0.52678
305,305,2008,No migration background,East,Not concerned at all,0.13854,642,19194,0.12812,0.14889
306,306,2008,Direct migration background,West,Very concerned,0.37314,674,19194,0.35132,0.39466
307,307,2008,Direct migration background,West,Somewhat concerned,0.47588,872,19194,0.45259,0.50504
308,308,2008,Direct migration background,West,Not concerned at all,0.15097,272,19194,0.13894,0.16624
309,309,2008,Direct migration background,East,Very concerned,0.38025,36,19194,0.32326,0.44566
310,310,2008,Direct migration background,East,Somewhat concerned,0.61975,35,19194,0.47628,0.82141
311,311,2008,Indirect migration background,West,Very concerned,0.3064,224,19194,0.26624,0.35446
312,312,2008,Indirect migration background,West,Somewhat concerned,0.48955,350,19194,0.44249,0.53536
313,313,2008,Indirect migration background,West,Not concerned at all,0.20405,147,19194,0.17033,0.23445
314,314,2009,No migration background,West,Very concerned,0.29453,3170,17909,0.28589,0.30246
315,315,2009,No migration background,West,Somewhat concerned,0.53137,6072,17909,0.51917,0.54161
316,316,2009,No migration background,West,Not concerned at all,0.1741,1935,17909,0.16713,0.18113
317,317,2009,No migration background,East,Very concerned,0.35249,1469,17909,0.3347,0.37457
318,318,2009,No migration background,East,Somewhat concerned,0.51034,2321,17909,0.49303,0.53626
