year,migback,regtyp,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Direct migration background,Urban regions,Somewhat concerned,0.38600,1052,2418,0.36660,0.40541
1987,Direct migration background,Urban regions,Not concerned at all,0.14181,398,2418,0.12790,0.15572
1987,Direct migration background,Rural regions,Very concerned,0.39564,135,361,0.34513,0.44616
1987,Direct migration background,Rural regions,Somewhat concerned,0.39033,155,361,0.33994,0.44073
1987,Direct migration background,Rural regions,Not concerned at all,0.12066,71,361,0.08702,0.15431
1987,Indirect migration background,Urban regions,Very concerned,0.07119,63,134,0.02749,0.11490
1987,Indirect migration background,Urban regions,Somewhat concerned,0.06596,71,134,0.02377,0.10814
1988,No migration background,Urban regions,Very concerned,0.34895,2165,5339,0.33617,0.36174
1988,No migration background,Urban regions,Somewhat concerned,0.39809,2549,5339,0.38495,0.41122
1988,No migration background,Urban regions,Not concerned at all,0.10492,625,5339,0.09670,0.11314
1988,No migration background,Rural regions,Very concerned,0.31734,651,1680,0.29507,0.33960
1988,No migration background,Rural regions,Somewhat concerned,0.39198,811,1680,0.36863,0.41533
1988,No migration background,Rural regions,Not concerned at all,0.10816,218,1680,0.09330,0.12301
1988,Direct migration background,Urban regions,Very concerned,0.38545,892,2303,0.36557,0.40533
1988,Direct migration background,Urban regions,Somewhat concerned,0.41467,1063,2303,0.39454,0.43479
1988,Direct migration background,Urban regions,Not concerned at all,0.12757,348,2303,0.11394,0.14120
1988,Direct migration background,Rural regions,Very concerned,0.42029,172,335,0.36735,0.47323
1988,Direct migration background,Rural regions,Somewhat concerned,0.36126,117,335,0.30974,0.41277
1988,Direct migration background,Rural regions,Not concerned at all,0.11216,46,335,0.07832,0.14600
1988,Indirect migration background,Urban regions,Very concerned,0.08400,81,161,0.04102,0.12698
1988,Indirect migration background,Urban regions,Somewhat concerned,0.05851,80,161,0.02214,0.09488
1989,No migration background,Urban regions,Very concerned,0.29195,1722,5168,0.27955,0.30435
1989,No migration background,Urban regions,Somewhat concerned,0.40849,2530,5168,0.39509,0.42190
1989,No migration background,Urban regions,Not concerned at all,0.15406,916,5168,0.14422,0.16391
1989,No migration background,Rural regions,Very concerned,0.25353,492,1586,0.23211,0.27494
1989,No migration background,Rural regions,Somewhat concerned,0.40510,799,1586,0.38094,0.42927
1989,No migration background,Rural regions,Not concerned at all,0.15595,295,1586,0.13809,0.17381
1989,Direct migration background,Urban regions,Very concerned,0.33853,818,2230,0.31888,0.35817
1989,Direct migration background,Urban regions,Somewhat concerned,0.40998,966,2230,0.38956,0.43039
1989,Direct migration background,Urban regions,Not concerned at all,0.17909,446,2230,0.16318,0.19501
1989,Direct migration background,Rural regions,Very concerned,0.40267,144,315,0.34843,0.45692
1989,Direct migration background,Rural regions,Somewhat concerned,0.36269,117,315,0.30951,0.41587
1989,Direct migration background,Rural regions,Not concerned at all,0.15295,54,315,0.11314,0.19277
1989,Indirect migration background,Urban regions,Very concerned,0.06449,81,220,0.03196,0.09703
1989,Indirect migration background,Urban regions,Somewhat concerned,0.08808,102,220,0.05055,0.12562
1989,Indirect migration background,Urban regions,Not concerned at all,0.03417,37,220,0.01011,0.05823
1990,No migration background,Urban regions,Very concerned,0.22400,1812,6409,0.21379,0.23421
1990,No migration background,Urban regions,Somewhat concerned,0.39756,3002,6409,0.38557,0.40954
1990,No migration background,Urban regions,Not concerned at all,0.21757,1595,6409,0.20747,0.22767
1990,No migration background,Rural regions,Very concerned,0.25591,1504,4347,0.24294,0.26888
1990,No migration background,Rural regions,Somewhat concerned,0.36470,1924,4347,0.35039,0.37901
1990,No migration background,Rural regions,Not concerned at all,0.18608,919,4347,0.17451,0.19765
1990,Direct migration background,Urban regions,Very concerned,0.29341,688,2228,0.27450,0.31233
1990,Direct migration background,Urban regions,Somewhat concerned,0.43974,1034,2228,0.41913,0.46036
1990,Direct migration background,Urban regions,Not concerned at all,0.21274,506,2228,0.19575,0.22974
1990,Direct migration background,Rural regions,Very concerned,0.39658,179,412,0.34929,0.44387
1990,Direct migration background,Rural regions,Somewhat concerned,0.34665,158,412,0.30064,0.39266
1990,Direct migration background,Rural regions,Not concerned at all,0.17854,75,412,0.14151,0.21556
1990,Indirect migration background,Urban regions,Very concerned,0.05852,77,251,0.02943,0.08762
1990,Indirect migration background,Urban regions,Somewhat concerned,0.08865,111,251,0.05342,0.12389
1990,Indirect migration background,Urban regions,Not concerned at all,0.04656,63,251,0.02044,0.07268
1991,No migration background,Urban regions,Very concerned,0.36292,2663,6219,0.35097,0.37487
1991,No migration background,Urban regions,Somewhat concerned,0.38248,2889,6219,0.37040,0.39456
1991,No migration background,Urban regions,Not concerned at all,0.09252,667,6219,0.08532,0.09972
1991,No migration background,Rural regions,Very concerned,0.34947,1822,4233,0.33511,0.36384
1991,No migration background,Rural regions,Somewhat concerned,0.37845,1982,4233,0.36384,0.39306
1991,No migration background,Rural regions,Not concerned at all,0.08617,429,4233,0.07772,0.09463
1991,Direct migration background,Urban regions,Very concerned,0.42537,951,2191,0.40466,0.44608
1991,Direct migration background,Urban regions,Somewhat concerned,0.41847,928,2191,0.39780,0.43913
1991,Direct migration background,Urban regions,Not concerned at all,0.11626,312,2191,0.10284,0.12969
1991,Direct migration background,Rural regions,Very concerned,0.48449,207,407,0.43588,0.53311
1991,Direct migration background,Rural regions,Somewhat concerned,0.36645,147,407,0.31958,0.41332
1991,Direct migration background,Rural regions,Not concerned at all,0.09946,53,407,0.07034,0.12857
1991,Indirect migration background,Urban regions,Very concerned,0.11692,144,297,0.08032,0.15353
1991,Indirect migration background,Urban regions,Somewhat concerned,0.07047,113,297,0.04131,0.09962
1991,Indirect migration background,Urban regions,Not concerned at all,0.02359,40,297,0.00630,0.04089
1992,No migration background,Urban regions,Very concerned,0.33465,2522,6150,0.32286,0.34645
1992,No migration background,Urban regions,Somewhat concerned,0.39274,2862,6150,0.38053,0.40495
1992,No migration background,Urban regions,Not concerned at all,0.10922,766,6150,0.10142,0.11701
1992,No migration background,Rural regions,Very concerned,0.33259,1720,4028,0.31804,0.34714
1992,No migration background,Rural regions,Somewhat concerned,0.38755,1893,4028,0.37250,0.40260
1992,No migration background,Rural regions,Not concerned at all,0.09335,415,4028,0.08437,0.10234
1992,Direct migration background,Urban regions,Very concerned,0.48407,1035,2122,0.46280,0.50534
1992,Direct migration background,Urban regions,Somewhat concerned,0.38140,815,2122,0.36073,0.40207
1992,Direct migration background,Urban regions,Not concerned at all,0.10360,272,2122,0.09063,0.11657
1992,Direct migration background,Rural regions,Very concerned,0.55404,241,404,0.50551,0.60258
1992,Direct migration background,Rural regions,Somewhat concerned,0.35131,127,404,0.30470,0.39791
1992,Direct migration background,Rural regions,Not concerned at all,0.05553,36,404,0.03317,0.07789
1992,Indirect migration background,Urban regions,Very concerned,0.13357,176,341,0.09741,0.16973
1992,Indirect migration background,Urban regions,Somewhat concerned,0.09910,129,341,0.06734,0.13086
1992,Indirect migration background,Urban regions,Not concerned at all,0.02398,36,341,0.00772,0.04024
1993,No migration background,Urban regions,Very concerned,0.37240,2766,6121,0.36029,0.38452
1993,No migration background,Urban regions,Somewhat concerned,0.37824,2787,6121,0.36609,0.39039
1993,No migration background,Urban regions,Not concerned at all,0.08195,568,6121,0.07508,0.08882
1993,No migration background,Rural regions,Very concerned,0.37562,1872,3984,0.36058,0.39066
1993,No migration background,Rural regions,Somewhat concerned,0.36439,1772,3984,0.34945,0.37934
1993,No migration background,Rural regions,Not concerned at all,0.07351,340,3984,0.06540,0.08161
1993,Direct migration background,Urban regions,Very concerned,0.55662,1185,2046,0.53509,0.57815
1993,Direct migration background,Urban regions,Somewhat concerned,0.34470,700,2046,0.32411,0.36530
1993,Direct migration background,Urban regions,Not concerned at all,0.07588,161,2046,0.06440,0.08736
1993,Direct migration background,Rural regions,Very concerned,0.60406,250,375,0.55450,0.65363
1993,Direct migration background,Rural regions,Somewhat concerned,0.29792,125,375,0.25157,0.34428
1993,Indirect migration background,Urban regions,Very concerned,0.16197,204,364,0.12407,0.19987
1993,Indirect migration background,Urban regions,Somewhat concerned,0.12882,160,364,0.09436,0.16328
1993,Indirect migration background,Rural regions,Very concerned,0.19338,38,38,0.06612,0.32065
1994,No migration background,Urban regions,Very concerned,0.36118,2635,6067,0.34909,0.37327
1994,No migration background,Urban regions,Somewhat concerned,0.38788,2841,6067,0.37562,0.40014
1994,No migration background,Urban regions,Not concerned at all,0.08521,591,6067,0.07818,0.09223
1994,No migration background,Rural regions,Very concerned,0.37378,1855,3915,0.35863,0.38894
1994,No migration background,Rural regions,Somewhat concerned,0.35984,1724,3915,0.34480,0.37488
1994,No migration background,Rural regions,Not concerned at all,0.07549,336,3915,0.06721,0.08377
1994,Direct migration background,Urban regions,Very concerned,0.50237,1012,1954,0.48019,0.52455
1994,Direct migration background,Urban regions,Somewhat concerned,0.40636,781,1954,0.38458,0.42814
1994,Direct migration background,Urban regions,Not concerned at all,0.07147,161,1954,0.06005,0.08290
1994,Direct migration background,Rural regions,Very concerned,0.61877,231,383,0.57007,0.66748
1994,Direct migration background,Rural regions,Somewhat concerned,0.32689,121,383,0.27985,0.37393
1994,Direct migration background,Rural regions,Not concerned at all,0.04265,31,383,0.02239,0.06292
1994,Indirect migration background,Urban regions,Very concerned,0.19282,223,382,0.15320,0.23243
1994,Indirect migration background,Urban regions,Somewhat concerned,0.12093,159,382,0.08819,0.15367
1995,No migration background,Urban regions,Very concerned,0.35218,2570,5951,0.34005,0.36432
1995,No migration background,Urban regions,Somewhat concerned,0.38706,2747,5951,0.37469,0.39944
1995,No migration background,Urban regions,Not concerned at all,0.09193,634,5951,0.08459,0.09927
1995,No migration background,Rural regions,Very concerned,0.37606,1837,3960,0.36097,0.39115
1995,No migration background,Rural regions,Somewhat concerned,0.35234,1752,3960,0.33746,0.36722
1995,No migration background,Rural regions,Not concerned at all,0.07579,371,3960,0.06754,0.08403
1995,Direct migration background,Urban regions,Very concerned,0.52821,1307,2283,0.50773,0.54870
1995,Direct migration background,Urban regions,Somewhat concerned,0.32521,813,2283,0.30598,0.34443
1995,Direct migration background,Urban regions,Not concerned at all,0.07550,163,2283,0.06466,0.08634
1995,Direct migration background,Rural regions,Very concerned,0.52123,270,435,0.47423,0.56823
1995,Direct migration background,Rural regions,Somewhat concerned,0.35434,165,435,0.30934,0.39934
1995,Indirect migration background,Urban regions,Very concerned,0.16901,226,422,0.13321,0.20480
1995,Indirect migration background,Urban regions,Somewhat concerned,0.13570,162,422,0.10298,0.16841
1995,Indirect migration background,Urban regions,Not concerned at all,0.02273,34,422,0.00849,0.03697
1995,Indirect migration background,Rural regions,Very concerned,0.20216,43,43,0.08070,0.32362
1996,No migration background,Urban regions,Very concerned,0.29670,2120,5931,0.28507,0.30832
1996,No migration background,Urban regions,Somewhat concerned,0.42062,3013,5931,0.40805,0.43318
1996,No migration background,Urban regions,Not concerned at all,0.11923,798,5931,0.11098,0.12748
1996,No migration background,Rural regions,Very concerned,0.32720,1648,3943,0.31255,0.34185
1996,No migration background,Rural regions,Somewhat concerned,0.39240,1854,3943,0.37715,0.40764
1996,No migration background,Rural regions,Not concerned at all,0.09390,441,3943,0.08479,0.10301
1996,Direct migration background,Urban regions,Very concerned,0.43687,983,2124,0.41577,0.45797
1996,Direct migration background,Urban regions,Somewhat concerned,0.38331,885,2124,0.36263,0.40400
1996,Direct migration background,Urban regions,Not concerned at all,0.11015,256,2124,0.09683,0.12347
1996,Direct migration background,Rural regions,Very concerned,0.48859,239,455,0.44260,0.53457
1996,Direct migration background,Rural regions,Somewhat concerned,0.38255,177,455,0.33784,0.42725
1996,Direct migration background,Rural regions,Not concerned at all,0.05173,39,455,0.03135,0.07210
1996,Indirect migration background,Urban regions,Very concerned,0.15140,200,453,0.11835,0.18444
1996,Indirect migration background,Urban regions,Somewhat concerned,0.14783,186,453,0.11510,0.18055
1996,Indirect migration background,Urban regions,Not concerned at all,0.03634,67,453,0.01909,0.05360
1996,Indirect migration background,Rural regions,Very concerned,0.12790,35,74,0.05129,0.20452
1996,Indirect migration background,Rural regions,Somewhat concerned,0.12452,39,74,0.04878,0.20026
1997,No migration background,Urban regions,Very concerned,0.25852,1764,5836,0.24728,0.26975
1997,No migration background,Urban regions,Somewhat concerned,0.40272,2877,5836,0.39014,0.41531
1997,No migration background,Urban regions,Not concerned at all,0.17399,1195,5836,0.16426,0.18372
1997,No migration background,Rural regions,Very concerned,0.27051,1342,3902,0.25657,0.28445
1997,No migration background,Rural regions,Somewhat concerned,0.39512,1879,3902,0.37978,0.41046
1997,No migration background,Rural regions,Not concerned at all,0.14809,681,3902,0.13694,0.15923
1997,Direct migration background,Urban regions,Very concerned,0.35872,757,2031,0.33785,0.37958
1997,Direct migration background,Urban regions,Somewhat concerned,0.40099,906,2031,0.37967,0.42231
1997,Direct migration background,Urban regions,Not concerned at all,0.18099,368,2031,0.16424,0.19774
1997,Direct migration background,Rural regions,Very concerned,0.39712,178,426,0.35060,0.44364
1997,Direct migration background,Rural regions,Somewhat concerned,0.42180,189,426,0.37485,0.46875
1997,Direct migration background,Rural regions,Not concerned at all,0.11437,59,426,0.08411,0.14463
1997,Indirect migration background,Urban regions,Very concerned,0.12175,162,477,0.09238,0.15113
1997,Indirect migration background,Urban regions,Somewhat concerned,0.18454,217,477,0.14969,0.21939
1997,Indirect migration background,Urban regions,Not concerned at all,0.06679,98,477,0.04436,0.08922
1997,Indirect migration background,Rural regions,Somewhat concerned,0.16435,44,44,0.05358,0.27512
1998,No migration background,Urban regions,Very concerned,0.30603,2379,6769,0.29505,0.31701
1998,No migration background,Urban regions,Somewhat concerned,0.40045,3340,6769,0.38878,0.41212
1998,No migration background,Urban regions,Not concerned at all,0.13511,1050,6769,0.12697,0.14326
1998,No migration background,Rural regions,Very concerned,0.32214,1746,4422,0.30836,0.33591
1998,No migration background,Rural regions,Somewhat concerned,0.38037,2082,4422,0.36606,0.39469
1998,No migration background,Rural regions,Not concerned at all,0.11314,594,4422,0.10380,0.12248
1998,Direct migration background,Urban regions,Very concerned,0.38880,811,1972,0.36728,0.41033
1998,Direct migration background,Urban regions,Somewhat concerned,0.40688,877,1972,0.38519,0.42857
1998,Direct migration background,Urban regions,Not concerned at all,0.14122,284,1972,0.12585,0.15660
1998,Direct migration background,Rural regions,Very concerned,0.48263,186,412,0.43432,0.53094
1998,Direct migration background,Rural regions,Somewhat concerned,0.36816,178,412,0.32153,0.41479
1998,Direct migration background,Rural regions,Not concerned at all,0.10076,48,412,0.07166,0.12986
1998,Indirect migration background,Urban regions,Very concerned,0.17119,207,499,0.13811,0.20427
1998,Indirect migration background,Urban regions,Somewhat concerned,0.19186,230,499,0.15727,0.22644
1998,Indirect migration background,Urban regions,Not concerned at all,0.03779,62,499,0.02104,0.05453
1998,Indirect migration background,Rural regions,Somewhat concerned,0.14240,42,42,0.03543,0.24937
1999,No migration background,Urban regions,Very concerned,0.32238,2387,6509,0.31102,0.33374
1999,No migration background,Urban regions,Somewhat concerned,0.40611,3212,6509,0.39418,0.41804
1999,No migration background,Urban regions,Not concerned at all,0.11559,910,6509,0.10783,0.12336
1999,No migration background,Rural regions,Very concerned,0.33517,1636,4323,0.32110,0.34924
1999,No migration background,Rural regions,Somewhat concerned,0.37986,2076,4323,0.36539,0.39433
1999,No migration background,Rural regions,Not concerned at all,0.10872,611,4323,0.09944,0.11800
1999,Direct migration background,Urban regions,Very concerned,0.42659,773,1839,0.40398,0.44921
1999,Direct migration background,Urban regions,Somewhat concerned,0.38639,793,1839,0.36413,0.40865
1999,Direct migration background,Urban regions,Not concerned at all,0.13128,273,1839,0.11584,0.14672
1999,Direct migration background,Rural regions,Very concerned,0.45759,163,361,0.40612,0.50905
1999,Direct migration background,Rural regions,Somewhat concerned,0.37458,155,361,0.32458,0.42458
1999,Direct migration background,Rural regions,Not concerned at all,0.12078,43,361,0.08712,0.15444
1999,Indirect migration background,Urban regions,Very concerned,0.17865,217,516,0.14557,0.21173
1999,Indirect migration background,Urban regions,Somewhat concerned,0.18644,218,516,0.15281,0.22008
1999,Indirect migration background,Urban regions,Not concerned at all,0.05476,81,516,0.03511,0.07441
1999,Indirect migration background,Rural regions,Somewhat concerned,0.15782,43,43,0.04756,0.26808
2000,No migration background,Urban regions,Very concerned,0.26462,3777,12209,0.25680,0.27245
2000,No migration background,Urban regions,Somewhat concerned,0.40830,6023,12209,0.39958,0.41702
2000,No migration background,Urban regions,Not concerned at all,0.16859,2409,12209,0.16194,0.17523
2000,No migration background,Rural regions,Very concerned,0.28794,2631,7611,0.27777,0.29811
2000,No migration background,Rural regions,Somewhat concerned,0.40637,3786,7611,0.39534,0.41741
2000,No migration background,Rural regions,Not concerned at all,0.13159,1194,7611,0.12399,0.13918
2000,Direct migration background,Urban regions,Very concerned,0.30048,907,2698,0.28318,0.31778
2000,Direct migration background,Urban regions,Somewhat concerned,0.42593,1254,2698,0.40726,0.44459
2000,Direct migration background,Urban regions,Not concerned at all,0.18109,537,2698,0.16656,0.19563
2000,Direct migration background,Rural regions,Very concerned,0.33988,208,571,0.30099,0.37876
2000,Direct migration background,Rural regions,Somewhat concerned,0.40208,258,571,0.36183,0.44233
2000,Direct migration background,Rural regions,Not concerned at all,0.16415,105,571,0.13374,0.19456
2000,Indirect migration background,Urban regions,Very concerned,0.13174,223,697,0.10661,0.15686
2000,Indirect migration background,Urban regions,Somewhat concerned,0.17928,304,697,0.15078,0.20778
2000,Indirect migration background,Urban regions,Not concerned at all,0.09626,170,697,0.07435,0.11818
2000,Indirect migration background,Rural regions,Very concerned,0.09247,31,85,0.03052,0.15442
2000,Indirect migration background,Rural regions,Somewhat concerned,0.15846,54,85,0.08036,0.23655
2001,No migration background,Urban regions,Very concerned,0.23723,3083,11176,0.22934,0.24512
2001,No migration background,Urban regions,Somewhat concerned,0.41825,5628,11176,0.40911,0.42740
2001,No migration background,Urban regions,Not concerned at all,0.18578,2465,11176,0.17857,0.19299
2001,No migration background,Rural regions,Very concerned,0.26530,2133,6920,0.25490,0.27570
2001,No migration background,Rural regions,Somewhat concerned,0.42112,3575,6920,0.40949,0.43276
2001,No migration background,Rural regions,Not concerned at all,0.14713,1212,6920,0.13878,0.15548
2001,Direct migration background,Urban regions,Very concerned,0.27693,710,2385,0.25897,0.29489
2001,Direct migration background,Urban regions,Somewhat concerned,0.44736,1144,2385,0.42740,0.46732
2001,Direct migration background,Urban regions,Not concerned at all,0.20249,531,2385,0.18635,0.21862
2001,Direct migration background,Rural regions,Very concerned,0.35820,184,508,0.31646,0.39993
2001,Direct migration background,Rural regions,Somewhat concerned,0.41922,247,508,0.37627,0.46217
2001,Direct migration background,Rural regions,Not concerned at all,0.14456,77,508,0.11395,0.17517
2001,Indirect migration background,Urban regions,Very concerned,0.11785,201,656,0.09316,0.14255
2001,Indirect migration background,Urban regions,Somewhat concerned,0.17539,280,656,0.14627,0.20452
2001,Indirect migration background,Urban regions,Not concerned at all,0.10267,175,656,0.07943,0.12592
2001,Indirect migration background,Rural regions,Somewhat concerned,0.12730,46,46,0.02992,0.22469
2002,No migration background,Urban regions,Very concerned,0.37439,5285,12255,0.36582,0.38296
2002,No migration background,Urban regions,Somewhat concerned,0.36464,5386,12255,0.35612,0.37316
2002,No migration background,Urban regions,Not concerned at all,0.10711,1584,12255,0.10163,0.11259
2002,No migration background,Rural regions,Very concerned,0.38859,3264,7106,0.37726,0.39993
2002,No migration background,Rural regions,Somewhat concerned,0.36601,3162,7106,0.35481,0.37721
2002,No migration background,Rural regions,Not concerned at all,0.08204,680,7106,0.07566,0.08842
2002,Direct migration background,Urban regions,Very concerned,0.38969,914,2294,0.36972,0.40965
2002,Direct migration background,Urban regions,Somewhat concerned,0.41781,1055,2294,0.39763,0.43800
2002,Direct migration background,Urban regions,Not concerned at all,0.12955,325,2294,0.11581,0.14330
2002,Direct migration background,Rural regions,Very concerned,0.44933,218,477,0.40464,0.49402
2002,Direct migration background,Rural regions,Somewhat concerned,0.37762,219,477,0.33407,0.42118
2002,Direct migration background,Rural regions,Not concerned at all,0.10098,40,477,0.07391,0.12805
2002,Indirect migration background,Urban regions,Very concerned,0.16459,264,666,0.13641,0.19277
2002,Indirect migration background,Urban regions,Somewhat concerned,0.17097,298,666,0.14235,0.19958
2002,Indirect migration background,Urban regions,Not concerned at all,0.06032,104,666,0.04223,0.07842
2002,Indirect migration background,Rural regions,Somewhat concerned,0.16676,53,53,0.06544,0.26808
2003,No migration background,Urban regions,Very concerned,0.53783,7222,11880,0.52886,0.54679
2003,No migration background,Urban regions,Somewhat concerned,0.25834,3900,11880,0.25047,0.26622
2003,No migration background,Urban regions,Not concerned at all,0.05150,758,11880,0.04753,0.05548
2003,No migration background,Rural regions,Very concerned,0.54337,4317,6813,0.53155,0.55520
2003,No migration background,Rural regions,Somewhat concerned,0.25049,2107,6813,0.24020,0.26078
2003,No migration background,Rural regions,Not concerned at all,0.04962,389,6813,0.04446,0.05478
2003,Direct migration background,Urban regions,Very concerned,0.56831,1259,2139,0.54731,0.58931
2003,Direct migration background,Urban regions,Somewhat concerned,0.31243,740,2139,0.29279,0.33208
2003,Direct migration background,Urban regions,Not concerned at all,0.06098,140,2139,0.05084,0.07113
2003,Direct migration background,Rural regions,Very concerned,0.64283,299,432,0.59759,0.68807
2003,Direct migration background,Rural regions,Somewhat concerned,0.23227,133,432,0.19240,0.27213
2003,Indirect migration background,Urban regions,Very concerned,0.25232,393,669,0.21938,0.28526
2003,Indirect migration background,Urban regions,Somewhat concerned,0.12385,217,669,0.09887,0.14883
2003,Indirect migration background,Urban regions,Not concerned at all,0.03674,59,669,0.02247,0.05101
2003,Indirect migration background,Rural regions,Very concerned,0.20751,57,96,0.12596,0.28906
2003,Indirect migration background,Rural regions,Somewhat concerned,0.10026,39,96,0.03986,0.16066
2004,No migration background,Urban regions,Very concerned,0.34424,4478,11515,0.33557,0.35292
2004,No migration background,Urban regions,Somewhat concerned,0.38554,5385,11515,0.37665,0.39443
2004,No migration background,Urban regions,Not concerned at all,0.11564,1652,11515,0.10980,0.12148
2004,No migration background,Rural regions,Very concerned,0.35143,2701,6649,0.33996,0.36291
2004,No migration background,Rural regions,Somewhat concerned,0.38495,3137,6649,0.37325,0.39665
2004,No migration background,Rural regions,Not concerned at all,0.10968,811,6649,0.10217,0.11720
2004,Direct migration background,Urban regions,Very concerned,0.40465,860,2065,0.38348,0.42583
2004,Direct migration background,Urban regions,Somewhat concerned,0.40981,904,2065,0.38859,0.43103
2004,Direct migration background,Urban regions,Not concerned at all,0.13032,301,2065,0.11580,0.14485
2004,Direct migration background,Rural regions,Very concerned,0.47401,220,434,0.42697,0.52104
2004,Direct migration background,Rural regions,Somewhat concerned,0.34482,163,434,0.30005,0.38959
2004,Direct migration background,Rural regions,Not concerned at all,0.12558,51,434,0.09437,0.15680
2004,Indirect migration background,Urban regions,Very concerned,0.15948,259,671,0.13176,0.18720
2004,Indirect migration background,Urban regions,Somewhat concerned,0.19890,296,671,0.16867,0.22913
2004,Indirect migration background,Urban regions,Not concerned at all,0.06777,116,671,0.04874,0.08681
2004,Indirect migration background,Rural regions,Very concerned,0.09814,37,98,0.03894,0.15735
2004,Indirect migration background,Rural regions,Somewhat concerned,0.23655,61,98,0.15198,0.32112
2005,No migration background,Urban regions,Very concerned,0.32721,4112,11047,0.31846,0.33596
2005,No migration background,Urban regions,Somewhat concerned,0.39850,5273,11047,0.38937,0.40763
2005,No migration background,Urban regions,Not concerned at all,0.12604,1662,11047,0.11985,0.13223
2005,No migration background,Rural regions,Very concerned,0.36100,2654,6377,0.34921,0.37279
2005,No migration background,Rural regions,Somewhat concerned,0.37924,2942,6377,0.36733,0.39115
2005,No migration background,Rural regions,Not concerned at all,0.10690,781,6377,0.09932,0.11449
2005,Direct migration background,Urban regions,Very concerned,0.39030,752,1946,0.36862,0.41198
2005,Direct migration background,Urban regions,Somewhat concerned,0.44161,921,1946,0.41954,0.46368
2005,Direct migration background,Urban regions,Not concerned at all,0.12610,273,1946,0.11135,0.14086
2005,Direct migration background,Rural regions,Very concerned,0.43306,182,401,0.38451,0.48162
2005,Direct migration background,Rural regions,Somewhat concerned,0.40485,184,401,0.35674,0.45295
2005,Direct migration background,Rural regions,Not concerned at all,0.11790,35,401,0.08630,0.14951
2005,Indirect migration background,Urban regions,Very concerned,0.18578,272,711,0.15717,0.21439
2005,Indirect migration background,Urban regions,Somewhat concerned,0.22674,322,711,0.19594,0.25754
2005,Indirect migration background,Urban regions,Not concerned at all,0.06340,117,711,0.04548,0.08133
2005,Indirect migration background,Rural regions,Very concerned,0.15880,37,79,0.07769,0.23991
2005,Indirect migration background,Rural regions,Somewhat concerned,0.14050,42,79,0.06338,0.21762
