year,sampreg,sex,plh0038,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,West,female,Somewhat concerned,0.42649,2023,4887,0.41263,0.44036
1995,West,female,Not concerned at all,0.07458,364,4887,0.06722,0.08195
1995,East,male,Very concerned,0.47531,790,1742,0.45185,0.49877
1995,East,male,Somewhat concerned,0.42928,782,1742,0.40603,0.45253
1995,East,male,Not concerned at all,0.09541,170,1742,0.08161,0.10921
1995,East,female,Very concerned,0.57351,1071,1922,0.55139,0.59562
1995,East,female,Somewhat concerned,0.38508,761,1922,0.36331,0.40684
1995,East,female,Not concerned at all,0.04142,90,1922,0.03251,0.05033
1996,West,male,Very concerned,0.29128,1406,4518,0.27803,0.30453
1996,West,male,Somewhat concerned,0.51309,2284,4518,0.49851,0.52767
1996,West,male,Not concerned at all,0.19563,828,4518,0.18406,0.20720
1996,West,female,Very concerned,0.42382,2043,4800,0.40984,0.43780
1996,West,female,Somewhat concerned,0.48624,2292,4800,0.47210,0.50038
1996,West,female,Not concerned at all,0.08994,465,4800,0.08184,0.09803
1996,East,male,Very concerned,0.43785,751,1751,0.41461,0.46110
1996,East,male,Somewhat concerned,0.44427,783,1751,0.42099,0.46755
1996,East,male,Not concerned at all,0.11788,217,1751,0.10277,0.13299
1996,East,female,Very concerned,0.56082,1025,1925,0.53865,0.58300
1996,East,female,Somewhat concerned,0.38937,795,1925,0.36758,0.41116
1996,East,female,Not concerned at all,0.04981,105,1925,0.04009,0.05953
1997,West,male,Very concerned,0.24010,1107,4439,0.22754,0.25267
1997,West,male,Somewhat concerned,0.47782,2111,4439,0.46312,0.49251
1997,West,male,Not concerned at all,0.28208,1221,4439,0.26884,0.29532
1997,West,female,Very concerned,0.36402,1674,4700,0.35026,0.37778
1997,West,female,Somewhat concerned,0.48717,2311,4700,0.47288,0.50146
1997,West,female,Not concerned at all,0.14881,715,4700,0.13863,0.15898
1997,East,male,Very concerned,0.34714,568,1741,0.32477,0.36950
1997,East,male,Somewhat concerned,0.47870,863,1741,0.45523,0.50217
1997,East,male,Not concerned at all,0.17416,310,1741,0.15634,0.19198
1997,East,female,Very concerned,0.50133,877,1877,0.47871,0.52396
1997,East,female,Somewhat concerned,0.42053,827,1877,0.39819,0.44287
1997,East,female,Not concerned at all,0.07814,173,1877,0.06599,0.09028
1998,West,male,Very concerned,0.30508,1531,4999,0.29231,0.31784
1998,West,male,Somewhat concerned,0.48745,2473,4999,0.47359,0.50131
1998,West,male,Not concerned at all,0.20747,995,4999,0.19623,0.21872
1998,West,female,Very concerned,0.42821,2222,5314,0.41490,0.44152
1998,West,female,Somewhat concerned,0.45439,2469,5314,0.44100,0.46778
1998,West,female,Not concerned at all,0.11740,623,5314,0.10874,0.12605
1998,East,male,Very concerned,0.38168,672,1863,0.35961,0.40374
1998,East,male,Somewhat concerned,0.46986,902,1863,0.44719,0.49253
1998,East,male,Not concerned at all,0.14846,289,1863,0.13231,0.16461
1998,East,female,Very concerned,0.50224,934,1990,0.48026,0.52421
1998,East,female,Somewhat concerned,0.42876,905,1990,0.40701,0.45051
1998,East,female,Not concerned at all,0.06900,151,1990,0.05786,0.08014
1999,West,male,Very concerned,0.33177,1547,4778,0.31841,0.34512
1999,West,male,Somewhat concerned,0.47948,2307,4778,0.46532,0.49365
1999,West,male,Not concerned at all,0.18875,924,4778,0.17765,0.19985
1999,West,female,Very concerned,0.44969,2159,5076,0.43600,0.46337
1999,West,female,Somewhat concerned,0.45480,2378,5076,0.44110,0.46850
1999,West,female,Not concerned at all,0.09552,539,5076,0.08743,0.10360
1999,East,male,Very concerned,0.37168,620,1818,0.34946,0.39390
1999,East,male,Somewhat concerned,0.48819,913,1818,0.46521,0.51118
1999,East,male,Not concerned at all,0.14013,285,1818,0.12417,0.15609
1999,East,female,Very concerned,0.48685,877,1962,0.46473,0.50897
1999,East,female,Somewhat concerned,0.42612,899,1962,0.40424,0.44801
1999,East,female,Not concerned at all,0.08703,186,1962,0.07455,0.09950
2000,West,male,Very concerned,0.25041,2143,8709,0.24131,0.25951
2000,West,male,Somewhat concerned,0.49510,4357,8709,0.48460,0.50560
2000,West,male,Not concerned at all,0.25449,2209,8709,0.24534,0.26363
2000,West,female,Very concerned,0.35747,3297,9388,0.34777,0.36716
2000,West,female,Somewhat concerned,0.48250,4578,9388,0.47239,0.49261
2000,West,female,Not concerned at all,0.16003,1513,9388,0.15261,0.16745
2000,East,male,Very concerned,0.36126,966,2771,0.34337,0.37915
2000,East,male,Somewhat concerned,0.47973,1334,2771,0.46112,0.49833
2000,East,male,Not concerned at all,0.15902,471,2771,0.14540,0.17264
2000,East,female,Very concerned,0.47655,1371,3028,0.45876,0.49434
2000,East,female,Somewhat concerned,0.44620,1410,3028,0.42849,0.46391
2000,East,female,Not concerned at all,0.07724,247,3028,0.06773,0.08676
2001,West,male,Very concerned,0.23450,1781,7833,0.22511,0.24388
2001,West,male,Somewhat concerned,0.49744,3932,7833,0.48636,0.50851
2001,West,male,Not concerned at all,0.26807,2120,7833,0.25826,0.27788
2001,West,female,Very concerned,0.32263,2674,8510,0.31270,0.33256
2001,West,female,Somewhat concerned,0.50171,4289,8510,0.49109,0.51234
2001,West,female,Not concerned at all,0.17566,1547,8510,0.16757,0.18374
2001,East,male,Very concerned,0.32034,778,2605,0.30241,0.33826
2001,East,male,Somewhat concerned,0.48901,1320,2605,0.46981,0.50821
2001,East,male,Not concerned at all,0.19065,507,2605,0.17557,0.20574
2001,East,female,Very concerned,0.41904,1105,2795,0.40074,0.43733
2001,East,female,Somewhat concerned,0.46893,1379,2795,0.45043,0.48744
2001,East,female,Not concerned at all,0.11203,311,2795,0.10033,0.12372
2002,West,male,Very concerned,0.36734,2966,8450,0.35706,0.37762
2002,West,male,Somewhat concerned,0.46920,4075,8450,0.45856,0.47984
2002,West,male,Not concerned at all,0.16346,1409,8450,0.15558,0.17135
2002,West,female,Very concerned,0.48291,4267,9045,0.47261,0.49320
2002,West,female,Somewhat concerned,0.42050,3878,9045,0.41033,0.43067
2002,West,female,Not concerned at all,0.09659,900,9045,0.09051,0.10268
2002,East,male,Very concerned,0.46573,1184,2621,0.44663,0.48483
2002,East,male,Somewhat concerned,0.41960,1144,2621,0.40071,0.43850
2002,East,male,Not concerned at all,0.11467,293,2621,0.10247,0.12687
2002,East,female,Very concerned,0.58476,1556,2779,0.56643,0.60308
2002,East,female,Somewhat concerned,0.36698,1076,2779,0.34906,0.38491
2002,East,female,Not concerned at all,0.04826,147,2779,0.04029,0.05623
2003,West,male,Very concerned,0.55660,4233,8061,0.54576,0.56745
2003,West,male,Somewhat concerned,0.35669,3113,8061,0.34623,0.36715
2003,West,male,Not concerned at all,0.08671,715,8061,0.08056,0.09285
2003,West,female,Very concerned,0.67629,5632,8669,0.66643,0.68614
2003,West,female,Somewhat concerned,0.27846,2603,8669,0.26902,0.28790
2003,West,female,Not concerned at all,0.04525,434,8669,0.04088,0.04963
2003,East,male,Very concerned,0.64701,1625,2575,0.62855,0.66548
2003,East,male,Somewhat concerned,0.29443,801,2575,0.27682,0.31203
2003,East,male,Not concerned at all,0.05856,149,2575,0.04949,0.06763
2003,East,female,Very concerned,0.76272,2057,2753,0.74682,0.77861
2003,East,female,Somewhat concerned,0.20779,619,2753,0.19263,0.22295
2003,East,female,Not concerned at all,0.02949,77,2753,0.02317,0.03581
2004,West,male,Very concerned,0.33703,2523,7821,0.32655,0.34751
2004,West,male,Somewhat concerned,0.47910,3799,7821,0.46803,0.49017
2004,West,male,Not concerned at all,0.18387,1499,7821,0.17529,0.19246
2004,West,female,Very concerned,0.46126,3770,8427,0.45061,0.47190
2004,West,female,Somewhat concerned,0.43242,3724,8427,0.42184,0.44300
2004,West,female,Not concerned at all,0.10633,933,8427,0.09974,0.11291
2004,East,male,Very concerned,0.40400,956,2493,0.38474,0.42327
2004,East,male,Somewhat concerned,0.45739,1195,2493,0.43783,0.47695
2004,East,male,Not concerned at all,0.13861,342,2493,0.12504,0.15217
2004,East,female,Very concerned,0.51679,1306,2703,0.49795,0.53563
2004,East,female,Somewhat concerned,0.42442,1228,2703,0.40579,0.44306
2004,East,female,Not concerned at all,0.05879,169,2703,0.04992,0.06766
2005,West,male,Very concerned,0.31588,2255,7437,0.30531,0.32644
2005,West,male,Somewhat concerned,0.49490,3708,7437,0.48354,0.50627
2005,West,male,Not concerned at all,0.18922,1474,7437,0.18032,0.19812
2005,West,female,Very concerned,0.44331,3438,8132,0.43251,0.45411
2005,West,female,Somewhat concerned,0.44381,3737,8132,0.43301,0.45461
2005,West,female,Not concerned at all,0.11288,957,8132,0.10600,0.11976
2005,East,male,Very concerned,0.41967,976,2412,0.39997,0.43937
2005,East,male,Somewhat concerned,0.45030,1138,2412,0.43044,0.47015
2005,East,male,Not concerned at all,0.13003,298,2412,0.11661,0.14346
2005,East,female,Very concerned,0.54527,1340,2606,0.52615,0.56440
2005,East,female,Somewhat concerned,0.39551,1101,2606,0.37674,0.41429
2005,East,female,Not concerned at all,0.05921,165,2606,0.05015,0.06828
2006,West,male,Very concerned,0.36900,2868,7889,0.35835,0.37965
2006,West,male,Somewhat concerned,0.48098,3833,7889,0.46996,0.49201
2006,West,male,Not concerned at all,0.15002,1188,7889,0.14214,0.15790
2006,West,female,Very concerned,0.47127,4041,8685,0.46077,0.48177
2006,West,female,Somewhat concerned,0.44143,3860,8685,0.43098,0.45187
2006,West,female,Not concerned at all,0.08730,784,8685,0.08137,0.09324
2006,East,male,Very concerned,0.39370,1046,2517,0.37460,0.41279
2006,East,male,Somewhat concerned,0.46814,1151,2517,0.44864,0.48764
2006,East,male,Not concerned at all,0.13817,320,2517,0.12468,0.15165
2006,East,female,Very concerned,0.51109,1367,2735,0.49235,0.52982
2006,East,female,Somewhat concerned,0.42057,1178,2735,0.40207,0.43908
2006,East,female,Not concerned at all,0.06834,190,2735,0.05888,0.07780
2007,West,male,Very concerned,0.31398,2191,7316,0.30335,0.32462
2007,West,male,Somewhat concerned,0.49901,3754,7316,0.48755,0.51046
2007,West,male,Not concerned at all,0.18701,1371,7316,0.17807,0.19595
2007,West,female,Very concerned,0.40852,3220,8074,0.39779,0.41924
2007,West,female,Somewhat concerned,0.48152,3928,8074,0.47062,0.49242
2007,West,female,Not concerned at all,0.10996,926,8074,0.10314,0.11679
2007,East,male,Very concerned,0.35957,846,2402,0.34038,0.37877
2007,East,male,Somewhat concerned,0.48338,1188,2402,0.46340,0.50337
2007,East,male,Not concerned at all,0.15704,368,2402,0.14249,0.17160
2007,East,female,Very concerned,0.43712,1108,2579,0.41797,0.45626
2007,East,female,Somewhat concerned,0.46639,1232,2579,0.44713,0.48564
2007,East,female,Not concerned at all,0.09650,239,2579,0.08510,0.10790
2008,West,male,Very concerned,0.27673,1828,6872,0.26615,0.28731
2008,West,male,Somewhat concerned,0.50953,3567,6872,0.49771,0.52135
2008,West,male,Not concerned at all,0.21374,1477,6872,0.20404,0.22343
2008,West,female,Very concerned,0.36629,2690,7612,0.35547,0.37712
2008,West,female,Somewhat concerned,0.50744,3922,7612,0.49620,0.51867
2008,West,female,Not concerned at all,0.12627,1000,7612,0.11881,0.13373
2008,East,male,Very concerned,0.32477,708,2301,0.30564,0.34391
2008,East,male,Somewhat concerned,0.50552,1203,2301,0.48509,0.52596
2008,East,male,Not concerned at all,0.16970,390,2301,0.15436,0.18504
2008,East,female,Very concerned,0.38193,899,2458,0.36272,0.40115
2008,East,female,Somewhat concerned,0.51095,1292,2458,0.49118,0.53071
2008,East,female,Not concerned at all,0.10712,267,2458,0.09489,0.11935
2009,West,male,Very concerned,0.25912,1571,6390,0.24838,0.26986
2009,West,male,Somewhat concerned,0.52175,3409,6390,0.50950,0.53400
2009,West,male,Not concerned at all,0.21913,1410,6390,0.20899,0.22927
2009,West,female,Very concerned,0.35142,2371,7029,0.34026,0.36258
2009,West,female,Somewhat concerned,0.52765,3794,7029,0.51598,0.53932
2009,West,female,Not concerned at all,0.12093,864,7029,0.11331,0.12855
2009,East,male,Very concerned,0.30074,626,2184,0.28150,0.31998
2009,East,male,Somewhat concerned,0.53130,1175,2184,0.51037,0.55223
2009,East,male,Not concerned at all,0.16796,383,2184,0.15228,0.18364
2009,East,female,Very concerned,0.40508,889,2349,0.38522,0.42493
2009,East,female,Somewhat concerned,0.48973,1203,2349,0.46951,0.50995
2009,East,female,Not concerned at all,0.10519,257,2349,0.09278,0.11760
2010,West,male,Very concerned,0.27358,2199,8375,0.26403,0.28313
2010,West,male,Somewhat concerned,0.50497,4348,8375,0.49426,0.51568
2010,West,male,Not concerned at all,0.22144,1828,8375,0.21255,0.23034
2010,West,female,Very concerned,0.35040,3432,10041,0.34106,0.35973
2010,West,female,Somewhat concerned,0.52373,5332,10041,0.51396,0.53350
2010,West,female,Not concerned at all,0.12587,1277,10041,0.11938,0.13236
2010,East,male,Very concerned,0.30917,734,2498,0.29104,0.32729
2010,East,male,Somewhat concerned,0.50411,1303,2498,0.48450,0.52372
2010,East,male,Not concerned at all,0.18673,461,2498,0.17144,0.20201
2010,East,female,Very concerned,0.39684,1074,2953,0.37919,0.41449
2010,East,female,Somewhat concerned,0.50138,1553,2953,0.48334,0.51941
2010,East,female,Not concerned at all,0.10178,326,2953,0.09087,0.11269
2011,West,male,Very concerned,0.28610,2053,7371,0.27578,0.29642
2011,West,male,Somewhat concerned,0.50657,3786,7371,0.49515,0.51798
2011,West,male,Not concerned at all,0.20734,1532,7371,0.19808,0.21659
2011,West,female,Very concerned,0.38313,3142,8267,0.37265,0.39361
2011,West,female,Somewhat concerned,0.50208,4182,8267,0.49130,0.51286
2011,West,female,Not concerned at all,0.11480,943,8267,0.10793,0.12167
2011,East,male,Very concerned,0.33113,707,2296,0.31187,0.35038
2011,East,male,Somewhat concerned,0.49725,1152,2296,0.47679,0.51770
2011,East,male,Not concerned at all,0.17163,437,2296,0.15620,0.18705
2011,East,female,Very concerned,0.39334,948,2542,0.37435,0.41234
2011,East,female,Somewhat concerned,0.49812,1294,2542,0.47868,0.51757
2011,East,female,Not concerned at all,0.10853,300,2542,0.09644,0.12063
2012,West,male,Very concerned,0.27061,1975,7319,0.26043,0.28079
2012,West,male,Somewhat concerned,0.50575,3708,7319,0.49429,0.51720
2012,West,male,Not concerned at all,0.22364,1636,7319,0.21409,0.23319
2012,West,female,Very concerned,0.35193,2950,8233,0.34162,0.36225
2012,West,female,Somewhat concerned,0.51565,4210,8233,0.50485,0.52644
2012,West,female,Not concerned at all,0.13242,1073,8233,0.12510,0.13974
2012,East,male,Very concerned,0.29006,676,2287,0.27146,0.30866
2012,East,male,Somewhat concerned,0.50903,1162,2287,0.48854,0.52952
2012,East,male,Not concerned at all,0.20091,449,2287,0.18448,0.21733
2012,East,female,Very concerned,0.40007,997,2541,0.38101,0.41912
2012,East,female,Somewhat concerned,0.48038,1219,2541,0.46095,0.49981
2012,East,female,Not concerned at all,0.11955,325,2541,0.10693,0.13217
2013,West,male,Very concerned,0.24325,1653,6697,0.23298,0.25353
2013,West,male,Somewhat concerned,0.51306,3479,6697,0.50109,0.52503
2013,West,male,Not concerned at all,0.24369,1565,6697,0.23340,0.25397
2013,West,female,Very concerned,0.33177,2538,7624,0.32120,0.34234
2013,West,female,Somewhat concerned,0.53825,4083,7624,0.52705,0.54944
2013,West,female,Not concerned at all,0.12998,1003,7624,0.12243,0.13753
2013,East,male,Very concerned,0.28515,607,2098,0.26582,0.30447
2013,East,male,Somewhat concerned,0.50908,1058,2098,0.48769,0.53048
2013,East,male,Not concerned at all,0.20577,433,2098,0.18846,0.22307
2013,East,female,Very concerned,0.40282,872,2344,0.38296,0.42268
2013,East,female,Somewhat concerned,0.47932,1170,2344,0.45909,0.49955
2013,East,female,Not concerned at all,0.11786,302,2344,0.10480,0.13091
2014,West,male,Very concerned,0.32791,3414,9838,0.31863,0.33718
2014,West,male,Somewhat concerned,0.48441,4717,9838,0.47454,0.49429
2014,West,male,Not concerned at all,0.18768,1707,9838,0.17996,0.19539
2014,West,female,Very concerned,0.42386,5050,11543,0.41484,0.43287
2014,West,female,Somewhat concerned,0.47464,5361,11543,0.46553,0.48375
2014,West,female,Not concerned at all,0.10151,1132,11543,0.09600,0.10702
2014,East,male,Very concerned,0.30285,810,2539,0.28497,0.32073
2014,East,male,Somewhat concerned,0.52336,1269,2539,0.50393,0.54279
2014,East,male,Not concerned at all,0.17379,460,2539,0.15904,0.18853
2014,East,female,Very concerned,0.42941,1257,3023,0.41176,0.44705
2014,East,female,Somewhat concerned,0.46359,1409,3023,0.44581,0.48137
2014,East,female,Not concerned at all,0.10700,357,3023,0.09598,0.11802
2015,West,male,Very concerned,0.42782,3887,9006,0.41760,0.43804
2015,West,male,Somewhat concerned,0.46629,4157,9006,0.45599,0.47659
2015,West,male,Not concerned at all,0.10589,962,9006,0.09953,0.11224
2015,West,female,Very concerned,0.52531,5482,10655,0.51583,0.53479
2015,West,female,Somewhat concerned,0.41259,4467,10655,0.40324,0.42194
2015,West,female,Not concerned at all,0.06210,706,10655,0.05751,0.06668
2015,East,male,Very concerned,0.41931,1022,2382,0.39948,0.43913
2015,East,male,Somewhat concerned,0.46488,1064,2382,0.44485,0.48492
2015,East,male,Not concerned at all,0.11581,296,2382,0.10296,0.12867
2015,East,female,Very concerned,0.52614,1442,2835,0.50775,0.54452
2015,East,female,Somewhat concerned,0.41105,1158,2835,0.39294,0.42917
2015,East,female,Not concerned at all,0.06281,235,2835,0.05388,0.07175
2016,West,male,Very concerned,0.48365,4270,8742,0.47317,0.49412
2016,West,male,Somewhat concerned,0.42657,3715,8742,0.41620,0.43694
2016,West,male,Not concerned at all,0.08978,757,8742,0.08379,0.09577
2016,West,female,Very concerned,0.61620,6254,10317,0.60682,0.62559
2016,West,female,Somewhat concerned,0.34088,3612,10317,0.33173,0.35003
2016,West,female,Not concerned at all,0.04292,451,10317,0.03901,0.04683
2016,East,male,Very concerned,0.50948,1171,2273,0.48892,0.53003
2016,East,male,Somewhat concerned,0.41321,906,2273,0.39297,0.43346
2016,East,male,Not concerned at all,0.07731,196,2273,0.06633,0.08829
2016,East,female,Very concerned,0.63954,1698,2736,0.62154,0.65753
2016,East,female,Somewhat concerned,0.31790,888,2736,0.30045,0.33536
2016,East,female,Not concerned at all,0.04256,150,2736,0.03499,0.05012
2017,West,male,Very concerned,0.50334,4770,9634,0.49336,0.51333
2017,West,male,Somewhat concerned,0.41618,4025,9634,0.40634,0.42603
2017,West,male,Not concerned at all,0.08047,839,9634,0.07504,0.08591
2017,West,female,Very concerned,0.63154,7048,11218,0.62261,0.64046
2017,West,female,Somewhat concerned,0.31862,3655,11218,0.31000,0.32724
2017,West,female,Not concerned at all,0.04984,515,11218,0.04581,0.05387
2017,East,male,Very concerned,0.51127,1326,2564,0.49192,0.53062
2017,East,male,Somewhat concerned,0.39260,997,2564,0.37370,0.41151
2017,East,male,Not concerned at all,0.09612,241,2564,0.08471,0.10754
2017,East,female,Very concerned,0.66153,1942,2998,0.64459,0.67847
2017,East,female,Somewhat concerned,0.30048,914,2998,0.28406,0.31689
2017,East,female,Not concerned at all,0.03799,142,2998,0.03115,0.04484
2018,West,male,Very concerned,0.40982,3702,9252,0.39979,0.41984
2018,West,male,Somewhat concerned,0.47905,4480,9252,0.46887,0.48923
2018,West,male,Not concerned at all,0.11113,1070,9252,0.10473,0.11754
2018,West,female,Very concerned,0.50378,5420,10830,0.49436,0.51319
2018,West,female,Somewhat concerned,0.43174,4676,10830,0.42241,0.44107
2018,West,female,Not concerned at all,0.06449,734,10830,0.05986,0.06911
2018,East,male,Very concerned,0.40544,1059,2519,0.38627,0.42462
2018,East,male,Somewhat concerned,0.46642,1121,2519,0.44693,0.48590
2018,East,male,Not concerned at all,0.12814,339,2519,0.11508,0.14119
2018,East,female,Very concerned,0.55341,1536,2954,0.53548,0.57135
2018,East,female,Somewhat concerned,0.37840,1178,2954,0.36091,0.39590
2018,East,female,Not concerned at all,0.06818,240,2954,0.05909,0.07727
2019,West,male,Very concerned,0.42470,4130,9550,0.41479,0.43461
2019,West,male,Somewhat concerned,0.47065,4433,9550,0.46064,0.48066
2019,West,male,Not concerned at all,0.10465,987,9550,0.09851,0.11079
2019,West,female,Very concerned,0.54763,5708,10455,0.53809,0.55717
2019,West,female,Somewhat concerned,0.39647,4189,10455,0.38709,0.40584
2019,West,female,Not concerned at all,0.05590,558,10455,0.05150,0.06030
2019,East,male,Very concerned,0.46360,1228,2634,0.44455,0.48265
2019,East,male,Somewhat concerned,0.44142,1165,2634,0.42246,0.46039
2019,East,male,Not concerned at all,0.09497,241,2634,0.08378,0.10617
2019,East,female,Very concerned,0.58013,1664,2891,0.56213,0.59812
