,Unnamed: 0,year,regtyp,sampreg,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
227,227,2009,Urban regions,West,Probably not,0.02381,108,7329,0.02027,0.02763
228,228,2009,Urban regions,West,Probably,0.06211,227,7329,0.05498,0.06974
229,229,2009,Urban regions,West,"Yes, definitely",0.19387,794,7329,0.18248,0.20761
230,230,2009,Urban regions,East,"No, definitely not",0.71484,475,7329,0.65856,0.77205
231,231,2009,Urban regions,East,Probably,0.08471,42,7329,0.05993,0.11304
232,232,2009,Urban regions,East,"Yes, definitely",0.20045,140,7329,0.16945,0.23406
233,233,2009,Rural regions,West,"No, definitely not",0.73201,955,7329,0.69867,0.76973
234,234,2009,Rural regions,West,Probably not,0.03108,48,7329,0.02176,0.04189
235,235,2009,Rural regions,West,Probably,0.05458,81,7329,0.04443,0.06538
236,236,2009,Rural regions,West,"Yes, definitely",0.18233,229,7329,0.16117,0.20515
237,237,2009,Rural regions,East,"No, definitely not",0.67992,915,7329,0.64142,0.71954
238,238,2009,Rural regions,East,Probably not,0.03062,51,7329,0.02482,0.03712
239,239,2009,Rural regions,East,Probably,0.06766,63,7329,0.0497,0.08592
240,240,2009,Rural regions,East,"Yes, definitely",0.2218,294,7329,0.20204,0.24806
241,241,2010,Urban regions,West,"No, definitely not",0.69149,2872,9527,0.67161,0.71398
242,242,2010,Urban regions,West,Probably not,0.03062,232,9527,0.02536,0.03625
243,243,2010,Urban regions,West,Probably,0.05664,552,9527,0.04941,0.06512
244,244,2010,Urban regions,West,"Yes, definitely",0.22125,1791,9527,0.20664,0.23784
245,245,2010,Urban regions,East,"No, definitely not",0.66697,441,9527,0.61648,0.71692
246,246,2010,Urban regions,East,Probably,0.08798,64,9527,0.05798,0.12874
247,247,2010,Urban regions,East,"Yes, definitely",0.24505,281,9527,0.21077,0.28636
248,248,2010,Rural regions,West,"No, definitely not",0.74248,946,9527,0.70125,0.77995
249,249,2010,Rural regions,West,Probably not,0.03339,91,9527,0.02462,0.04111
250,250,2010,Rural regions,West,Probably,0.05234,220,9527,0.04129,0.06696
251,251,2010,Rural regions,West,"Yes, definitely",0.1718,551,9527,0.14924,0.19411
252,252,2010,Rural regions,East,"No, definitely not",0.68823,861,9527,0.64614,0.72165
253,253,2010,Rural regions,East,Probably not,0.03362,59,9527,0.02466,0.04389
254,254,2010,Rural regions,East,Probably,0.05324,107,9527,0.03971,0.07282
255,255,2010,Rural regions,East,"Yes, definitely",0.22491,459,9527,0.19562,0.2579
256,256,2011,Urban regions,West,"No, definitely not",0.71515,3733,11049,0.69448,0.73319
257,257,2011,Urban regions,West,Probably not,0.0295,240,11049,0.02467,0.03407
258,258,2011,Urban regions,West,Probably,0.05579,545,11049,0.05009,0.06229
259,259,2011,Urban regions,West,"Yes, definitely",0.19957,1670,11049,0.18926,0.20927
260,260,2011,Urban regions,East,"No, definitely not",0.68807,532,11049,0.64654,0.72434
261,261,2011,Urban regions,East,Probably not,0.02694,33,11049,0.01849,0.03823
262,262,2011,Urban regions,East,Probably,0.07262,70,11049,0.05545,0.08892
263,263,2011,Urban regions,East,"Yes, definitely",0.21237,278,11049,0.18884,0.24333
264,264,2011,Rural regions,West,"No, definitely not",0.75432,1339,11049,0.72,0.78745
265,265,2011,Rural regions,West,Probably not,0.0358,134,11049,0.02928,0.04457
266,266,2011,Rural regions,West,Probably,0.04431,182,11049,0.03166,0.0569
267,267,2011,Rural regions,West,"Yes, definitely",0.16556,569,11049,0.14685,0.1828
268,268,2011,Rural regions,East,"No, definitely not",0.71816,1086,11049,0.68785,0.75368
269,269,2011,Rural regions,East,Probably not,0.03628,67,11049,0.02674,0.04899
270,270,2011,Rural regions,East,Probably,0.05107,126,11049,0.0399,0.06073
271,271,2011,Rural regions,East,"Yes, definitely",0.19449,445,11049,0.17311,0.21763
272,272,2012,Urban regions,West,"No, definitely not",0.7104,3595,10639,0.6924,0.72785
273,273,2012,Urban regions,West,Probably not,0.03355,248,10639,0.02871,0.03801
274,274,2012,Urban regions,West,Probably,0.06164,514,10639,0.05609,0.06736
275,275,2012,Urban regions,West,"Yes, definitely",0.19441,1485,10639,0.18212,0.20542
276,276,2012,Urban regions,East,"No, definitely not",0.6683,524,10639,0.63294,0.71688
277,277,2012,Urban regions,East,Probably not,0.0367,31,10639,0.02418,0.04961
278,278,2012,Urban regions,East,Probably,0.05459,59,10639,0.04019,0.0752
279,279,2012,Urban regions,East,"Yes, definitely",0.24041,255,10639,0.21203,0.2717
280,280,2012,Rural regions,West,"No, definitely not",0.73963,1395,10639,0.70983,0.77311
281,281,2012,Rural regions,West,Probably not,0.04034,116,10639,0.0313,0.04961
282,282,2012,Rural regions,West,Probably,0.04503,178,10639,0.03718,0.0532
283,283,2012,Rural regions,West,"Yes, definitely",0.175,535,10639,0.15529,0.19854
284,284,2012,Rural regions,East,"No, definitely not",0.69931,1095,10639,0.66547,0.73291
285,285,2012,Rural regions,East,Probably not,0.03983,85,10639,0.03379,0.04848
286,286,2012,Rural regions,East,Probably,0.05487,106,10639,0.04211,0.07152
287,287,2012,Rural regions,East,"Yes, definitely",0.20598,418,10639,0.18176,0.23113
288,288,2013,Urban regions,West,"No, definitely not",0.70414,3590,11341,0.6844,0.72223
289,289,2013,Urban regions,West,Probably not,0.03483,283,11341,0.03053,0.03949
290,290,2013,Urban regions,West,Probably,0.05142,578,11341,0.04618,0.05752
291,291,2013,Urban regions,West,"Yes, definitely",0.2096,2098,11341,0.19954,0.22258
292,292,2013,Urban regions,East,"No, definitely not",0.71542,517,11341,0.66941,0.76213
293,293,2013,Urban regions,East,Probably not,0.04487,40,11341,0.03338,0.06079
294,294,2013,Urban regions,East,Probably,0.05518,61,11341,0.03887,0.07244
295,295,2013,Urban regions,East,"Yes, definitely",0.18453,220,11341,0.16071,0.21648
296,296,2013,Rural regions,West,"No, definitely not",0.70388,1327,11341,0.67176,0.74061
297,297,2013,Rural regions,West,Probably not,0.04359,128,11341,0.03586,0.05279
298,298,2013,Rural regions,West,Probably,0.04986,200,11341,0.03958,0.06159
299,299,2013,Rural regions,West,"Yes, definitely",0.20266,651,11341,0.18532,0.22183
300,300,2013,Rural regions,East,"No, definitely not",0.73943,1075,11341,0.70264,0.77582
301,301,2013,Rural regions,East,Probably not,0.03378,64,11341,0.02259,0.04586
302,302,2013,Rural regions,East,Probably,0.0552,115,11341,0.04118,0.07
303,303,2013,Rural regions,East,"Yes, definitely",0.17158,394,11341,0.14891,0.19945
304,304,2014,Urban regions,West,"No, definitely not",0.69807,3309,10046,0.6786,0.71721
305,305,2014,Urban regions,West,Probably not,0.03591,261,10046,0.03102,0.04195
306,306,2014,Urban regions,West,Probably,0.05416,481,10046,0.04804,0.06012
307,307,2014,Urban regions,West,"Yes, definitely",0.21186,1651,10046,0.20065,0.22373
308,308,2014,Urban regions,East,"No, definitely not",0.69744,505,10046,0.65503,0.74754
309,309,2014,Urban regions,East,Probably not,0.04658,36,10046,0.02976,0.06589
310,310,2014,Urban regions,East,Probably,0.06744,55,10046,0.04703,0.09065
311,311,2014,Urban regions,East,"Yes, definitely",0.18853,197,10046,0.16102,0.21696
312,312,2014,Rural regions,West,"No, definitely not",0.73936,1246,10046,0.69996,0.78575
313,313,2014,Rural regions,West,Probably not,0.03721,90,10046,0.02935,0.0475
314,314,2014,Rural regions,West,Probably,0.05256,162,10046,0.03879,0.06747
315,315,2014,Rural regions,West,"Yes, definitely",0.17087,522,10046,0.1527,0.18876
316,316,2014,Rural regions,East,"No, definitely not",0.70758,1018,10046,0.66995,0.7482
317,317,2014,Rural regions,East,Probably not,0.04044,62,10046,0.03028,0.05154
318,318,2014,Rural regions,East,Probably,0.04943,101,10046,0.03892,0.05926
319,319,2014,Rural regions,East,"Yes, definitely",0.20254,350,10046,0.17565,0.23533
320,320,2015,Urban regions,West,"No, definitely not",0.70419,3264,10001,0.68264,0.72407
321,321,2015,Urban regions,West,Probably not,0.03331,269,10001,0.02829,0.03868
322,322,2015,Urban regions,West,Probably,0.05426,476,10001,0.04687,0.06097
323,323,2015,Urban regions,West,"Yes, definitely",0.20824,1731,10001,0.19428,0.2224
324,324,2015,Urban regions,East,"No, definitely not",0.75738,496,10001,0.71021,0.81246
325,325,2015,Urban regions,East,Probably,0.05644,53,10001,0.04094,0.07258
326,326,2015,Urban regions,East,"Yes, definitely",0.18617,188,10001,0.15713,0.21227
327,327,2015,Rural regions,West,"No, definitely not",0.72533,1196,10001,0.68614,0.76391
328,328,2015,Rural regions,West,Probably not,0.03985,109,10001,0.03252,0.04867
329,329,2015,Rural regions,West,Probably,0.04199,169,10001,0.03538,0.04994
330,330,2015,Rural regions,West,"Yes, definitely",0.19283,568,10001,0.17227,0.211
331,331,2015,Rural regions,East,"No, definitely not",0.73567,1013,10001,0.69451,0.77576
