year,migback,quintil_oecd,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,2nd Quintile,"No, definitely not",0.72783,546,878,0.69838,0.75729
1998,No migration background,2nd Quintile,Probably not,0.03852,42,878,0.02579,0.05126
1998,No migration background,2nd Quintile,Probably,0.06359,71,878,0.04744,0.07974
1998,No migration background,2nd Quintile,"Yes, definitely",0.17005,219,878,0.14519,0.19492
1998,No migration background,3rd Quintile,"No, definitely not",0.77778,573,862,0.75001,0.80555
1998,No migration background,3rd Quintile,Probably not,0.03511,38,862,0.02281,0.04740
1998,No migration background,3rd Quintile,Probably,0.03931,50,862,0.02633,0.05229
1998,No migration background,3rd Quintile,"Yes, definitely",0.14780,201,862,0.12409,0.17150
1998,No migration background,4th Quintile,"No, definitely not",0.76203,455,679,0.72998,0.79409
1998,No migration background,4th Quintile,Probably not,0.03744,32,679,0.02315,0.05173
1998,No migration background,4th Quintile,Probably,0.03998,36,679,0.02523,0.05472
1998,No migration background,4th Quintile,"Yes, definitely",0.16055,156,679,0.13292,0.18818
1998,No migration background,5th Quintile,"No, definitely not",0.75086,366,512,0.71336,0.78836
1998,No migration background,5th Quintile,Probably not,0.05307,32,512,0.03364,0.07251
1998,No migration background,5th Quintile,"Yes, definitely",0.15819,114,512,0.12655,0.18984
1998,Direct migration background,1st Quintile,"No, definitely not",0.56951,265,429,0.52260,0.61642
1998,Direct migration background,1st Quintile,Probably,0.10748,53,429,0.07814,0.13682
1998,Direct migration background,1st Quintile,"Yes, definitely",0.25960,111,429,0.21806,0.30113
1998,Direct migration background,2nd Quintile,"No, definitely not",0.66828,156,207,0.60398,0.73258
1998,Direct migration background,2nd Quintile,"Yes, definitely",0.21455,51,207,0.15850,0.27061
1998,Direct migration background,3rd Quintile,"No, definitely not",0.72743,95,95,0.63741,0.81745
1998,Direct migration background,4th Quintile,"No, definitely not",0.74708,84,84,0.65356,0.84059
1998,Direct migration background,5th Quintile,"No, definitely not",0.73501,46,46,0.60607,0.86396
1998,Indirect migration background,1st Quintile,"Yes, definitely",0.65732,61,61,0.53723,0.77741
1998,Indirect migration background,2nd Quintile,"Yes, definitely",0.62925,40,40,0.47766,0.78084
1999,No migration background,1st Quintile,"No, definitely not",0.63341,526,973,0.60312,0.66371
1999,No migration background,1st Quintile,Probably not,0.04839,52,973,0.03490,0.06189
1999,No migration background,1st Quintile,Probably,0.07138,88,973,0.05519,0.08757
1999,No migration background,1st Quintile,"Yes, definitely",0.24681,307,973,0.21971,0.27392
1999,No migration background,2nd Quintile,"No, definitely not",0.74669,675,1011,0.71987,0.77351
1999,No migration background,2nd Quintile,Probably not,0.03936,46,1011,0.02737,0.05135
1999,No migration background,2nd Quintile,Probably,0.05410,71,1011,0.04015,0.06805
1999,No migration background,2nd Quintile,"Yes, definitely",0.15985,219,1011,0.13725,0.18245
1999,No migration background,3rd Quintile,"No, definitely not",0.74277,638,936,0.71475,0.77079
1999,No migration background,3rd Quintile,Probably not,0.03072,40,936,0.01966,0.04178
1999,No migration background,3rd Quintile,Probably,0.06240,68,936,0.04689,0.07790
1999,No migration background,3rd Quintile,"Yes, definitely",0.16412,190,936,0.14038,0.18786
1999,No migration background,4th Quintile,"No, definitely not",0.80812,537,717,0.77928,0.83697
1999,No migration background,4th Quintile,Probably,0.04269,45,717,0.02788,0.05750
1999,No migration background,4th Quintile,"Yes, definitely",0.12473,135,717,0.10053,0.14894
1999,No migration background,5th Quintile,"No, definitely not",0.78459,450,567,0.75072,0.81845
1999,No migration background,5th Quintile,"Yes, definitely",0.14188,117,567,0.11313,0.17063
1999,Direct migration background,1st Quintile,"No, definitely not",0.59434,264,415,0.54704,0.64164
1999,Direct migration background,1st Quintile,Probably,0.08747,42,415,0.06025,0.11468
1999,Direct migration background,1st Quintile,"Yes, definitely",0.27409,109,415,0.23112,0.31706
1999,Direct migration background,2nd Quintile,"No, definitely not",0.70786,170,227,0.64857,0.76715
1999,Direct migration background,2nd Quintile,"Yes, definitely",0.20014,57,227,0.14798,0.25231
1999,Direct migration background,3rd Quintile,"No, definitely not",0.84722,117,117,0.78174,0.91269
1999,Direct migration background,4th Quintile,"No, definitely not",0.79661,79,79,0.70729,0.88594
1999,Direct migration background,5th Quintile,"No, definitely not",0.82346,42,42,0.70675,0.94017
1999,Indirect migration background,1st Quintile,"Yes, definitely",0.56415,56,56,0.43310,0.69520
1999,Indirect migration background,2nd Quintile,"Yes, definitely",0.57945,41,41,0.42647,0.73243
2000,No migration background,1st Quintile,"No, definitely not",0.66514,582,1025,0.63624,0.69405
2000,No migration background,1st Quintile,Probably not,0.04076,44,1025,0.02865,0.05287
2000,No migration background,1st Quintile,Probably,0.06168,80,1025,0.04694,0.07641
2000,No migration background,1st Quintile,"Yes, definitely",0.23242,319,1025,0.20655,0.25829
2000,No migration background,2nd Quintile,"No, definitely not",0.74899,631,967,0.72164,0.77633
2000,No migration background,2nd Quintile,Probably not,0.03269,47,967,0.02147,0.04390
2000,No migration background,2nd Quintile,Probably,0.06338,90,967,0.04802,0.07875
2000,No migration background,2nd Quintile,"Yes, definitely",0.15494,199,967,0.13212,0.17776
2000,No migration background,3rd Quintile,"No, definitely not",0.75714,622,917,0.72937,0.78491
2000,No migration background,3rd Quintile,Probably not,0.03702,43,917,0.02479,0.04925
2000,No migration background,3rd Quintile,Probably,0.06252,73,917,0.04684,0.07820
2000,No migration background,3rd Quintile,"Yes, definitely",0.14333,179,917,0.12063,0.16602
2000,No migration background,4th Quintile,"No, definitely not",0.79658,513,692,0.76656,0.82659
2000,No migration background,4th Quintile,Probably,0.05001,46,692,0.03376,0.06626
2000,No migration background,4th Quintile,"Yes, definitely",0.11698,133,692,0.09301,0.14094
2000,No migration background,5th Quintile,"No, definitely not",0.77388,419,599,0.74035,0.80741
2000,No migration background,5th Quintile,Probably not,0.04268,33,599,0.02648,0.05888
2000,No migration background,5th Quintile,Probably,0.04669,38,599,0.02978,0.06360
2000,No migration background,5th Quintile,"Yes, definitely",0.13675,109,599,0.10921,0.16429
2000,Direct migration background,1st Quintile,"No, definitely not",0.63647,295,425,0.59068,0.68226
2000,Direct migration background,1st Quintile,Probably,0.08588,38,425,0.05921,0.11254
2000,Direct migration background,1st Quintile,"Yes, definitely",0.22382,92,425,0.18415,0.26350
2000,Direct migration background,2nd Quintile,"No, definitely not",0.77862,162,199,0.72079,0.83645
2000,Direct migration background,2nd Quintile,"Yes, definitely",0.10877,37,199,0.06540,0.15214
2000,Direct migration background,3rd Quintile,"No, definitely not",0.81091,89,89,0.72909,0.89272
2000,Direct migration background,4th Quintile,"No, definitely not",0.81627,69,69,0.72422,0.90832
2000,Direct migration background,5th Quintile,"No, definitely not",0.77903,40,40,0.64881,0.90925
2000,Indirect migration background,1st Quintile,"Yes, definitely",0.57259,56,56,0.44185,0.70334
2000,Indirect migration background,2nd Quintile,"Yes, definitely",0.71398,53,53,0.59115,0.83681
2001,No migration background,1st Quintile,"No, definitely not",0.65479,970,1675,0.63202,0.67757
2001,No migration background,1st Quintile,Probably not,0.03872,70,1675,0.02948,0.04797
2001,No migration background,1st Quintile,Probably,0.07137,148,1675,0.05904,0.08370
2001,No migration background,1st Quintile,"Yes, definitely",0.23511,487,1675,0.21480,0.25543
2001,No migration background,2nd Quintile,"No, definitely not",0.75820,1176,1693,0.73780,0.77860
2001,No migration background,2nd Quintile,Probably not,0.03446,66,1693,0.02577,0.04315
2001,No migration background,2nd Quintile,Probably,0.04835,101,1693,0.03813,0.05857
2001,No migration background,2nd Quintile,"Yes, definitely",0.15899,350,1693,0.14156,0.17641
2001,No migration background,3rd Quintile,"No, definitely not",0.77370,1164,1603,0.75321,0.79419
2001,No migration background,3rd Quintile,Probably not,0.02913,58,1603,0.02090,0.03737
2001,No migration background,3rd Quintile,Probably,0.05752,96,1603,0.04612,0.06892
2001,No migration background,3rd Quintile,"Yes, definitely",0.13965,285,1603,0.12268,0.15662
2001,No migration background,4th Quintile,"No, definitely not",0.78433,1006,1388,0.76268,0.80597
2001,No migration background,4th Quintile,Probably not,0.02724,53,1388,0.01867,0.03580
2001,No migration background,4th Quintile,Probably,0.03854,71,1388,0.02841,0.04867
2001,No migration background,4th Quintile,"Yes, definitely",0.14990,258,1388,0.13111,0.16868
2001,No migration background,5th Quintile,"No, definitely not",0.80898,929,1212,0.78684,0.83112
2001,No migration background,5th Quintile,Probably not,0.03854,48,1212,0.02770,0.04938
2001,No migration background,5th Quintile,Probably,0.03732,57,1212,0.02664,0.04799
2001,No migration background,5th Quintile,"Yes, definitely",0.11516,178,1212,0.09718,0.13314
2001,Direct migration background,1st Quintile,"No, definitely not",0.59589,347,544,0.55462,0.63717
2001,Direct migration background,1st Quintile,Probably,0.09433,60,544,0.06975,0.11892
2001,Direct migration background,1st Quintile,"Yes, definitely",0.25995,137,544,0.22305,0.29684
2001,Direct migration background,2nd Quintile,"No, definitely not",0.64757,216,309,0.59422,0.70092
2001,Direct migration background,2nd Quintile,Probably,0.11810,31,309,0.08206,0.15415
2001,Direct migration background,2nd Quintile,"Yes, definitely",0.19190,62,309,0.14792,0.23588
2001,Direct migration background,3rd Quintile,"No, definitely not",0.71531,128,165,0.64625,0.78438
2001,Direct migration background,3rd Quintile,"Yes, definitely",0.20125,37,165,0.13988,0.26261
2001,Direct migration background,4th Quintile,"No, definitely not",0.68211,74,74,0.57529,0.78894
2001,Direct migration background,5th Quintile,"No, definitely not",0.64276,53,53,0.51252,0.77300
2001,Indirect migration background,1st Quintile,"Yes, definitely",0.60074,58,58,0.47360,0.72789
2001,Indirect migration background,2nd Quintile,"Yes, definitely",0.64199,58,58,0.51753,0.76645
2002,No migration background,1st Quintile,"No, definitely not",0.61614,856,1517,0.59166,0.64063
2002,No migration background,1st Quintile,Probably not,0.04503,67,1517,0.03459,0.05546
2002,No migration background,1st Quintile,Probably,0.07182,110,1517,0.05882,0.08482
2002,No migration background,1st Quintile,"Yes, definitely",0.26701,484,1517,0.24474,0.28928
2002,No migration background,2nd Quintile,"No, definitely not",0.76928,1177,1632,0.74883,0.78973
2002,No migration background,2nd Quintile,Probably not,0.02822,49,1632,0.02019,0.03626
2002,No migration background,2nd Quintile,Probably,0.05432,104,1632,0.04332,0.06532
2002,No migration background,2nd Quintile,"Yes, definitely",0.14818,302,1632,0.13094,0.16542
2002,No migration background,3rd Quintile,"No, definitely not",0.74469,1078,1533,0.72286,0.76653
2002,No migration background,3rd Quintile,Probably not,0.02817,49,1533,0.01988,0.03645
2002,No migration background,3rd Quintile,Probably,0.05108,85,1533,0.04005,0.06210
2002,No migration background,3rd Quintile,"Yes, definitely",0.17606,321,1533,0.15699,0.19513
2002,No migration background,4th Quintile,"No, definitely not",0.77331,965,1357,0.75103,0.79560
2002,No migration background,4th Quintile,Probably not,0.02971,49,1357,0.02067,0.03875
2002,No migration background,4th Quintile,Probably,0.04292,79,1357,0.03213,0.05371
2002,No migration background,4th Quintile,"Yes, definitely",0.15406,264,1357,0.13484,0.17327
2002,No migration background,5th Quintile,"No, definitely not",0.80902,903,1249,0.78721,0.83082
2002,No migration background,5th Quintile,Probably not,0.02856,48,1249,0.01932,0.03780
2002,No migration background,5th Quintile,Probably,0.03424,64,1249,0.02415,0.04432
2002,No migration background,5th Quintile,"Yes, definitely",0.12819,234,1249,0.10964,0.14674
2002,Direct migration background,1st Quintile,"No, definitely not",0.58374,345,532,0.54182,0.62567
2002,Direct migration background,1st Quintile,Probably,0.10261,56,532,0.07680,0.12842
2002,Direct migration background,1st Quintile,"Yes, definitely",0.28021,131,532,0.24201,0.31841
2002,Direct migration background,2nd Quintile,"No, definitely not",0.61429,198,276,0.55675,0.67182
2002,Direct migration background,2nd Quintile,"Yes, definitely",0.29297,78,276,0.23918,0.34676
2002,Direct migration background,3rd Quintile,"No, definitely not",0.73671,102,102,0.65081,0.82260
2002,Direct migration background,4th Quintile,"No, definitely not",0.69251,77,77,0.58877,0.79626
2002,Direct migration background,5th Quintile,"No, definitely not",0.72826,59,59,0.61377,0.84274
2002,Indirect migration background,1st Quintile,"Yes, definitely",0.69999,74,74,0.59486,0.80511
2002,Indirect migration background,2nd Quintile,"Yes, definitely",0.56451,41,41,0.41085,0.71816
2002,Indirect migration background,3rd Quintile,"Yes, definitely",0.79280,34,34,0.65452,0.93109
2003,No migration background,1st Quintile,"No, definitely not",0.59825,845,1526,0.57365,0.62286
2003,No migration background,1st Quintile,Probably not,0.03949,66,1526,0.02972,0.04927
2003,No migration background,1st Quintile,Probably,0.07348,123,1526,0.06039,0.08658
2003,No migration background,1st Quintile,"Yes, definitely",0.28877,492,1526,0.26603,0.31152
2003,No migration background,2nd Quintile,"No, definitely not",0.75153,1153,1649,0.73067,0.77239
2003,No migration background,2nd Quintile,Probably not,0.02174,44,1649,0.01470,0.02878
2003,No migration background,2nd Quintile,Probably,0.04846,94,1649,0.03809,0.05883
2003,No migration background,2nd Quintile,"Yes, definitely",0.17827,358,1649,0.15979,0.19675
2003,No migration background,3rd Quintile,"No, definitely not",0.77134,1080,1506,0.75012,0.79255
2003,No migration background,3rd Quintile,Probably not,0.02542,50,1506,0.01747,0.03337
2003,No migration background,3rd Quintile,Probably,0.05009,84,1506,0.03907,0.06112
2003,No migration background,3rd Quintile,"Yes, definitely",0.15315,292,1506,0.13496,0.17135
2003,No migration background,4th Quintile,"No, definitely not",0.76729,943,1346,0.74471,0.78988
2003,No migration background,4th Quintile,Probably not,0.02868,50,1346,0.01976,0.03760
2003,No migration background,4th Quintile,Probably,0.04023,74,1346,0.02973,0.05073
2003,No migration background,4th Quintile,"Yes, definitely",0.16380,279,1346,0.14402,0.18358
2003,No migration background,5th Quintile,"No, definitely not",0.78287,1151,1637,0.76289,0.80285
2003,No migration background,5th Quintile,Probably not,0.03331,63,1637,0.02461,0.04201
2003,No migration background,5th Quintile,Probably,0.03584,93,1637,0.02683,0.04485
2003,No migration background,5th Quintile,"Yes, definitely",0.14798,330,1637,0.13077,0.16519
2003,Direct migration background,1st Quintile,"No, definitely not",0.57850,319,523,0.53614,0.62086
2003,Direct migration background,1st Quintile,Probably not,0.05242,32,523,0.03330,0.07154
2003,Direct migration background,1st Quintile,Probably,0.08179,42,523,0.05828,0.10530
2003,Direct migration background,1st Quintile,"Yes, definitely",0.28728,130,523,0.24847,0.32610
2003,Direct migration background,2nd Quintile,"No, definitely not",0.59835,188,253,0.53782,0.65888
2003,Direct migration background,2nd Quintile,"Yes, definitely",0.27664,65,253,0.22140,0.33187
2003,Direct migration background,3rd Quintile,"No, definitely not",0.74448,110,110,0.66260,0.82636
2003,Direct migration background,4th Quintile,"No, definitely not",0.60549,84,84,0.50034,0.71064
2003,Direct migration background,5th Quintile,"No, definitely not",0.77047,68,68,0.66977,0.87117
2003,Indirect migration background,1st Quintile,"Yes, definitely",0.53597,61,61,0.40978,0.66216
2003,Indirect migration background,2nd Quintile,"Yes, definitely",0.50906,33,33,0.33584,0.68227
2004,No migration background,1st Quintile,"No, definitely not",0.55890,727,1440,0.53324,0.58455
2004,No migration background,1st Quintile,Probably not,0.04547,65,1440,0.03470,0.05623
2004,No migration background,1st Quintile,Probably,0.08237,121,1440,0.06816,0.09657
2004,No migration background,1st Quintile,"Yes, definitely",0.31327,527,1440,0.28931,0.33724
2004,No migration background,2nd Quintile,"No, definitely not",0.74230,1089,1597,0.72085,0.76376
2004,No migration background,2nd Quintile,Probably not,0.02912,53,1597,0.02087,0.03737
2004,No migration background,2nd Quintile,Probably,0.05326,98,1597,0.04224,0.06428
2004,No migration background,2nd Quintile,"Yes, definitely",0.17531,357,1597,0.15666,0.19397
2004,No migration background,3rd Quintile,"No, definitely not",0.76176,1103,1518,0.74032,0.78320
2004,No migration background,3rd Quintile,Probably not,0.01948,35,1518,0.01252,0.02643
2004,No migration background,3rd Quintile,Probably,0.05788,92,1518,0.04613,0.06963
2004,No migration background,3rd Quintile,"Yes, definitely",0.16088,288,1518,0.14239,0.17937
2004,No migration background,4th Quintile,"No, definitely not",0.77708,998,1393,0.75522,0.79895
2004,No migration background,4th Quintile,Probably not,0.02776,41,1393,0.01913,0.03639
2004,No migration background,4th Quintile,Probably,0.04576,75,1393,0.03478,0.05674
2004,No migration background,4th Quintile,"Yes, definitely",0.14940,279,1393,0.13067,0.16813
2004,No migration background,5th Quintile,"No, definitely not",0.78548,1120,1587,0.76528,0.80569
2004,No migration background,5th Quintile,Probably not,0.03822,58,1587,0.02878,0.04765
2004,No migration background,5th Quintile,Probably,0.04356,93,1587,0.03351,0.05360
2004,No migration background,5th Quintile,"Yes, definitely",0.13274,316,1587,0.11604,0.14944
2004,Direct migration background,1st Quintile,"No, definitely not",0.56833,305,492,0.52452,0.61214
2004,Direct migration background,1st Quintile,Probably,0.07634,37,492,0.05285,0.09983
