year,pgisced97,quintil_oecd,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.14612,39,39,0.03381,0.25844
1994,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.14101,61,61,0.05294,0.22907
1995,Pre-primary Level,1st Quintile,"Yes, definitely",0.54765,39,39,0.38939,0.70590
1995,Pre-primary Level,2nd Quintile,"Yes, definitely",0.69351,45,45,0.55728,0.82974
1995,Pre-primary Level,3rd Quintile,"Yes, definitely",0.55773,44,44,0.40928,0.70618
1995,Pre-primary Level,5th Quintile,"Yes, definitely",0.69379,35,35,0.53886,0.84872
1995,Primary Level,1st Quintile,"No, definitely not",0.46475,103,103,0.36796,0.56155
1995,Primary Level,2nd Quintile,"No, definitely not",0.29853,55,55,0.17647,0.42058
1995,Lower Secondary Level,1st Quintile,"No, definitely not",0.55552,286,436,0.50883,0.60222
1995,Lower Secondary Level,1st Quintile,Probably,0.05323,51,436,0.03213,0.07433
1995,Lower Secondary Level,1st Quintile,"Yes, definitely",0.11314,99,436,0.08338,0.14291
1995,Lower Secondary Level,2nd Quintile,"No, definitely not",0.57613,236,324,0.52224,0.63002
1995,Lower Secondary Level,2nd Quintile,Probably,0.04095,32,324,0.01934,0.06256
1995,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.06872,56,324,0.04113,0.09631
1995,Lower Secondary Level,3rd Quintile,"No, definitely not",0.49187,178,178,0.41822,0.56552
1995,Lower Secondary Level,4th Quintile,"No, definitely not",0.39332,121,121,0.30592,0.48073
1995,Lower Secondary Level,5th Quintile,"No, definitely not",0.38481,85,85,0.28076,0.48887
1995,Upper Secondary Level,1st Quintile,"No, definitely not",0.33541,302,636,0.29868,0.37213
1995,Upper Secondary Level,1st Quintile,Probably not,0.02205,36,636,0.01063,0.03348
1995,Upper Secondary Level,1st Quintile,Probably,0.05286,80,636,0.03545,0.07026
1995,Upper Secondary Level,1st Quintile,"Yes, definitely",0.16671,218,636,0.13772,0.19570
1995,Upper Secondary Level,2nd Quintile,"No, definitely not",0.37265,411,685,0.33642,0.40889
1995,Upper Secondary Level,2nd Quintile,Probably not,0.01863,34,685,0.00850,0.02877
1995,Upper Secondary Level,2nd Quintile,Probably,0.03971,71,685,0.02508,0.05435
1995,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.09811,169,685,0.07582,0.12040
1995,Upper Secondary Level,3rd Quintile,"No, definitely not",0.31502,310,475,0.27320,0.35684
1995,Upper Secondary Level,3rd Quintile,Probably,0.02949,44,475,0.01426,0.04472
1995,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.06499,121,475,0.04280,0.08718
1995,Upper Secondary Level,4th Quintile,"No, definitely not",0.24360,257,378,0.20027,0.28693
1995,Upper Secondary Level,4th Quintile,Probably,0.01558,31,378,0.00308,0.02808
1995,Upper Secondary Level,4th Quintile,"Yes, definitely",0.04673,90,378,0.02542,0.06803
1995,Upper Secondary Level,5th Quintile,"No, definitely not",0.22518,211,279,0.17608,0.27428
1995,Upper Secondary Level,5th Quintile,"Yes, definitely",0.04560,68,279,0.02107,0.07012
1995,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.40046,39,39,0.24466,0.55625
1995,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.30495,35,35,0.15020,0.45970
1995,Second Stage of Tertiary Education,1st Quintile,"Yes, definitely",0.23135,32,32,0.08290,0.37980
1995,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.30516,68,68,0.19490,0.41542
1995,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.20166,50,50,0.08931,0.31400
1995,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.16210,39,39,0.04492,0.27927
1995,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.13799,60,60,0.04999,0.22600
1996,Pre-primary Level,1st Quintile,"Yes, definitely",0.64611,45,45,0.50482,0.78740
1996,Pre-primary Level,2nd Quintile,"Yes, definitely",0.79370,47,47,0.67676,0.91064
1996,Pre-primary Level,3rd Quintile,"Yes, definitely",0.68177,41,41,0.53742,0.82612
1996,Pre-primary Level,4th Quintile,"Yes, definitely",0.61789,37,37,0.45916,0.77662
1996,Pre-primary Level,5th Quintile,"Yes, definitely",0.80750,38,38,0.68045,0.93454
1996,Primary Level,1st Quintile,"No, definitely not",0.47088,94,94,0.36943,0.57233
1996,Primary Level,2nd Quintile,"No, definitely not",0.32961,47,47,0.19377,0.46546
1996,Lower Secondary Level,1st Quintile,"No, definitely not",0.57882,325,481,0.53464,0.62299
1996,Lower Secondary Level,1st Quintile,Probably,0.05666,56,481,0.03598,0.07734
1996,Lower Secondary Level,1st Quintile,"Yes, definitely",0.09649,100,481,0.07007,0.12290
1996,Lower Secondary Level,2nd Quintile,"No, definitely not",0.55459,194,245,0.49222,0.61695
1996,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.06838,51,245,0.03671,0.10005
1996,Lower Secondary Level,3rd Quintile,"No, definitely not",0.49571,167,202,0.42658,0.56483
1996,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.05864,35,202,0.02616,0.09112
1996,Lower Secondary Level,4th Quintile,"No, definitely not",0.44466,140,140,0.36204,0.52727
1996,Lower Secondary Level,5th Quintile,"No, definitely not",0.37813,71,71,0.26453,0.49173
1996,Upper Secondary Level,1st Quintile,"No, definitely not",0.33270,293,661,0.29675,0.36864
1996,Upper Secondary Level,1st Quintile,Probably not,0.02555,35,661,0.01351,0.03759
1996,Upper Secondary Level,1st Quintile,Probably,0.06260,90,661,0.04411,0.08108
1996,Upper Secondary Level,1st Quintile,"Yes, definitely",0.19147,243,661,0.16145,0.22149
1996,Upper Secondary Level,2nd Quintile,"No, definitely not",0.36921,391,631,0.33153,0.40690
1996,Upper Secondary Level,2nd Quintile,Probably not,0.02337,33,631,0.01158,0.03517
1996,Upper Secondary Level,2nd Quintile,Probably,0.04496,62,631,0.02878,0.06114
1996,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.07091,145,631,0.05087,0.09095
1996,Upper Secondary Level,3rd Quintile,"No, definitely not",0.32951,344,494,0.28802,0.37100
1996,Upper Secondary Level,3rd Quintile,Probably,0.02800,44,494,0.01344,0.04257
1996,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.06341,106,494,0.04190,0.08492
1996,Upper Secondary Level,4th Quintile,"No, definitely not",0.24833,277,402,0.20604,0.29062
1996,Upper Secondary Level,4th Quintile,Probably,0.02010,40,402,0.00636,0.03383
1996,Upper Secondary Level,4th Quintile,"Yes, definitely",0.04114,85,402,0.02170,0.06058
1996,Upper Secondary Level,5th Quintile,"No, definitely not",0.23267,211,275,0.18264,0.28270
1996,Upper Secondary Level,5th Quintile,"Yes, definitely",0.04860,64,275,0.02314,0.07406
1996,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.35431,33,33,0.18858,0.52003
1996,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.26589,32,32,0.11037,0.42142
1996,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.26929,37,37,0.12438,0.41419
1996,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.25743,43,43,0.12520,0.38965
1996,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.22016,61,61,0.11531,0.32500
1996,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.17843,50,50,0.07123,0.28564
1996,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.15887,73,73,0.07443,0.24331
1997,Pre-primary Level,1st Quintile,"Yes, definitely",0.69795,45,45,0.56228,0.83362
1997,Pre-primary Level,2nd Quintile,"Yes, definitely",0.70547,52,52,0.58036,0.83057
1997,Pre-primary Level,3rd Quintile,"Yes, definitely",0.60495,50,50,0.46807,0.74183
1997,Pre-primary Level,4th Quintile,"Yes, definitely",0.78239,36,36,0.64569,0.91909
1997,Pre-primary Level,5th Quintile,"Yes, definitely",0.66162,32,32,0.49505,0.82818
1997,Primary Level,1st Quintile,"No, definitely not",0.46426,92,92,0.36179,0.56673
1997,Primary Level,2nd Quintile,"No, definitely not",0.31144,53,53,0.18557,0.43731
1997,Lower Secondary Level,1st Quintile,"No, definitely not",0.57044,291,438,0.52403,0.61685
1997,Lower Secondary Level,1st Quintile,Probably,0.05208,51,438,0.03124,0.07291
1997,Lower Secondary Level,1st Quintile,"Yes, definitely",0.10550,96,438,0.07670,0.13431
1997,Lower Secondary Level,2nd Quintile,"No, definitely not",0.53801,218,318,0.48313,0.59289
1997,Lower Secondary Level,2nd Quintile,Probably,0.03540,33,318,0.01506,0.05574
1997,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.08152,67,318,0.05140,0.11165
1997,Lower Secondary Level,3rd Quintile,"No, definitely not",0.48693,155,187,0.41509,0.55876
1997,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.05228,32,187,0.02029,0.08427
1997,Lower Secondary Level,4th Quintile,"No, definitely not",0.42117,118,118,0.33171,0.51064
1997,Lower Secondary Level,5th Quintile,"No, definitely not",0.40077,77,77,0.29059,0.51095
1997,Upper Secondary Level,1st Quintile,"No, definitely not",0.37799,318,654,0.34080,0.41518
1997,Upper Secondary Level,1st Quintile,Probably not,0.03620,44,654,0.02187,0.05053
1997,Upper Secondary Level,1st Quintile,Probably,0.07314,84,654,0.05317,0.09311
1997,Upper Secondary Level,1st Quintile,"Yes, definitely",0.17058,208,654,0.14173,0.19943
1997,Upper Secondary Level,2nd Quintile,"No, definitely not",0.35880,387,639,0.32158,0.39602
1997,Upper Secondary Level,2nd Quintile,Probably not,0.01920,31,639,0.00855,0.02985
1997,Upper Secondary Level,2nd Quintile,Probably,0.04938,64,639,0.03257,0.06620
1997,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.08192,157,639,0.06064,0.10320
1997,Upper Secondary Level,3rd Quintile,"No, definitely not",0.31648,342,520,0.27647,0.35650
1997,Upper Secondary Level,3rd Quintile,Probably,0.02901,51,520,0.01457,0.04345
1997,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.07496,127,520,0.05230,0.09761
1997,Upper Secondary Level,4th Quintile,"No, definitely not",0.25281,272,381,0.20911,0.29651
1997,Upper Secondary Level,4th Quintile,Probably not,0.02835,32,381,0.01166,0.04504
1997,Upper Secondary Level,4th Quintile,"Yes, definitely",0.04634,77,381,0.02520,0.06748
1997,Upper Secondary Level,5th Quintile,"No, definitely not",0.25832,231,285,0.20741,0.30923
1997,Upper Secondary Level,5th Quintile,"Yes, definitely",0.03777,54,285,0.01560,0.05994
1997,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.35876,33,33,0.19258,0.52495
1997,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.30903,35,35,0.15371,0.46436
1997,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.29469,56,56,0.17420,0.41518
1997,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.19068,45,45,0.07460,0.30675
1997,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.17288,58,58,0.07471,0.27105
1997,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.16572,80,80,0.08372,0.24771
1998,Pre-primary Level,1st Quintile,"Yes, definitely",0.61426,45,45,0.47043,0.75809
1998,Pre-primary Level,2nd Quintile,"Yes, definitely",0.65571,50,50,0.52267,0.78875
1998,Pre-primary Level,3rd Quintile,"Yes, definitely",0.50876,43,43,0.35757,0.65996
1998,Pre-primary Level,4th Quintile,"Yes, definitely",0.72876,34,34,0.57707,0.88046
1998,Primary Level,1st Quintile,"No, definitely not",0.43675,91,91,0.33428,0.53922
1998,Primary Level,2nd Quintile,"No, definitely not",0.34981,43,43,0.20558,0.49405
1998,Lower Secondary Level,1st Quintile,"No, definitely not",0.50776,251,387,0.45789,0.55764
1998,Lower Secondary Level,1st Quintile,Probably,0.05383,41,387,0.03131,0.07634
1998,Lower Secondary Level,1st Quintile,"Yes, definitely",0.11932,95,387,0.08698,0.15166
1998,Lower Secondary Level,2nd Quintile,"No, definitely not",0.52485,211,269,0.46506,0.58463
1998,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.06986,58,269,0.03934,0.10038
1998,Lower Secondary Level,3rd Quintile,"No, definitely not",0.51336,171,210,0.44560,0.58113
1998,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.06203,39,210,0.02933,0.09473
1998,Lower Secondary Level,4th Quintile,"No, definitely not",0.47439,140,140,0.39138,0.55741
1998,Lower Secondary Level,5th Quintile,"No, definitely not",0.39892,65,65,0.27895,0.51890
1998,Upper Secondary Level,1st Quintile,"No, definitely not",0.32677,289,625,0.28997,0.36357
1998,Upper Secondary Level,1st Quintile,Probably not,0.03932,41,625,0.02407,0.05457
1998,Upper Secondary Level,1st Quintile,Probably,0.06240,77,625,0.04342,0.08137
1998,Upper Secondary Level,1st Quintile,"Yes, definitely",0.17960,218,625,0.14948,0.20972
1998,Upper Secondary Level,2nd Quintile,"No, definitely not",0.35901,356,563,0.31935,0.39867
1998,Upper Secondary Level,2nd Quintile,Probably,0.04579,62,563,0.02850,0.06307
1998,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.08352,145,563,0.06065,0.10639
1998,Upper Secondary Level,3rd Quintile,"No, definitely not",0.36967,381,521,0.32818,0.41116
1998,Upper Secondary Level,3rd Quintile,Probably,0.02056,33,521,0.00836,0.03276
1998,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.05641,107,521,0.03658,0.07624
1998,Upper Secondary Level,4th Quintile,"No, definitely not",0.26788,272,368,0.22257,0.31319
1998,Upper Secondary Level,4th Quintile,"Yes, definitely",0.06303,96,368,0.03817,0.08790
1998,Upper Secondary Level,5th Quintile,"No, definitely not",0.27291,222,286,0.22120,0.32463
1998,Upper Secondary Level,5th Quintile,"Yes, definitely",0.05344,64,286,0.02733,0.07955
1998,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.27738,35,35,0.12689,0.42788
1998,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.28443,45,45,0.15113,0.41773
1998,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.20986,53,53,0.09918,0.32054
1998,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.19955,65,65,0.10163,0.29747
1998,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.16976,87,87,0.09041,0.24910
1999,Pre-primary Level,1st Quintile,"Yes, definitely",0.69821,49,49,0.56835,0.82807
1999,Pre-primary Level,2nd Quintile,"Yes, definitely",0.59514,55,55,0.46422,0.72607
1999,Pre-primary Level,3rd Quintile,"Yes, definitely",0.59486,35,35,0.42984,0.75988
1999,Pre-primary Level,5th Quintile,"Yes, definitely",0.65250,41,41,0.50493,0.80007
1999,Primary Level,1st Quintile,"No, definitely not",0.47241,91,91,0.36926,0.57555
1999,Primary Level,2nd Quintile,"No, definitely not",0.42204,50,50,0.28375,0.56032
1999,Lower Secondary Level,1st Quintile,"No, definitely not",0.49073,287,421,0.44292,0.53854
1999,Lower Secondary Level,1st Quintile,Probably,0.04496,42,421,0.02514,0.06478
1999,Lower Secondary Level,1st Quintile,"Yes, definitely",0.10235,92,421,0.07336,0.13134
1999,Lower Secondary Level,2nd Quintile,"No, definitely not",0.55484,262,326,0.50080,0.60887
1999,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.07938,64,326,0.04999,0.10877
1999,Lower Secondary Level,3rd Quintile,"No, definitely not",0.51001,191,227,0.44484,0.57519
1999,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.06246,36,227,0.03091,0.09402
1999,Lower Secondary Level,4th Quintile,"No, definitely not",0.49020,155,155,0.41124,0.56915
1999,Lower Secondary Level,5th Quintile,"No, definitely not",0.45676,90,90,0.35327,0.56025
1999,Upper Secondary Level,1st Quintile,"No, definitely not",0.32860,330,668,0.29296,0.36425
1999,Upper Secondary Level,1st Quintile,Probably not,0.03238,38,668,0.01895,0.04581
1999,Upper Secondary Level,1st Quintile,Probably,0.04960,69,668,0.03312,0.06608
1999,Upper Secondary Level,1st Quintile,"Yes, definitely",0.17939,231,668,0.15028,0.20851
1999,Upper Secondary Level,2nd Quintile,"No, definitely not",0.35072,422,650,0.31401,0.38744
1999,Upper Secondary Level,2nd Quintile,Probably not,0.02222,33,650,0.01088,0.03356
1999,Upper Secondary Level,2nd Quintile,Probably,0.02839,52,650,0.01561,0.04117
1999,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.07328,143,650,0.05323,0.09333
1999,Upper Secondary Level,3rd Quintile,"No, definitely not",0.33637,412,557,0.29709,0.37564
1999,Upper Secondary Level,3rd Quintile,Probably,0.02806,38,557,0.01434,0.04179
1999,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.06242,107,557,0.04231,0.08253
1999,Upper Secondary Level,4th Quintile,"No, definitely not",0.29499,327,408,0.25069,0.33930
1999,Upper Secondary Level,4th Quintile,"Yes, definitely",0.04181,81,408,0.02236,0.06125
1999,Upper Secondary Level,5th Quintile,"No, definitely not",0.25982,262,316,0.21139,0.30824
1999,Upper Secondary Level,5th Quintile,"Yes, definitely",0.04047,54,316,0.01871,0.06223
1999,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.32838,35,35,0.17052,0.48624
1999,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.30224,42,42,0.16167,0.44281
1999,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.19829,32,32,0.05793,0.33865
1999,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.23976,47,47,0.11638,0.36314
1999,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.24564,77,77,0.14886,0.34242
1999,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.18220,65,65,0.08763,0.27677
1999,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.17279,94,94,0.09595,0.24963
2000,Pre-primary Level,1st Quintile,"Yes, definitely",0.76293,52,52,0.64621,0.87965
2000,Pre-primary Level,2nd Quintile,"Yes, definitely",0.50368,40,40,0.34676,0.66060
2000,Pre-primary Level,3rd Quintile,"Yes, definitely",0.70422,51,51,0.57772,0.83073
2000,Pre-primary Level,4th Quintile,"Yes, definitely",0.61199,31,31,0.43761,0.78636
2000,Primary Level,1st Quintile,"No, definitely not",0.52069,61,61,0.39428,0.64710
2000,Primary Level,2nd Quintile,"No, definitely not",0.53838,38,38,0.37774,0.69901
2000,Lower Secondary Level,1st Quintile,"No, definitely not",0.51937,319,464,0.47386,0.56488
2000,Lower Secondary Level,1st Quintile,Probably,0.04163,37,464,0.02343,0.05982
2000,Lower Secondary Level,1st Quintile,"Yes, definitely",0.13228,108,464,0.10142,0.16314
2000,Lower Secondary Level,2nd Quintile,"No, definitely not",0.50985,196,241,0.44660,0.57309
2000,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.07032,45,241,0.03797,0.10266
2000,Lower Secondary Level,3rd Quintile,"No, definitely not",0.46541,131,131,0.37966,0.55115
2000,Lower Secondary Level,4th Quintile,"No, definitely not",0.43054,103,103,0.33444,0.52663
2000,Lower Secondary Level,5th Quintile,"No, definitely not",0.35375,45,45,0.21247,0.49503
2000,Upper Secondary Level,1st Quintile,"No, definitely not",0.38928,412,752,0.35440,0.42415
2000,Upper Secondary Level,1st Quintile,Probably not,0.03577,40,752,0.02249,0.04906
2000,Upper Secondary Level,1st Quintile,Probably,0.04799,68,752,0.03270,0.06328
2000,Upper Secondary Level,1st Quintile,"Yes, definitely",0.14717,232,752,0.12183,0.17251
2000,Upper Secondary Level,2nd Quintile,"No, definitely not",0.38412,453,707,0.34824,0.41999
2000,Upper Secondary Level,2nd Quintile,Probably not,0.01518,32,707,0.00616,0.02420
2000,Upper Secondary Level,2nd Quintile,Probably,0.03276,66,707,0.01963,0.04589
2000,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.08258,156,707,0.06227,0.10288
2000,Upper Secondary Level,3rd Quintile,"No, definitely not",0.35496,413,558,0.31522,0.39470
2000,Upper Secondary Level,3rd Quintile,Probably,0.03322,50,558,0.01834,0.04810
2000,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.04973,95,558,0.03168,0.06779
2000,Upper Secondary Level,4th Quintile,"No, definitely not",0.30179,328,407,0.25714,0.34645
2000,Upper Secondary Level,4th Quintile,"Yes, definitely",0.04039,79,407,0.02124,0.05954
2000,Upper Secondary Level,5th Quintile,"No, definitely not",0.27848,250,312,0.22866,0.32830
2000,Upper Secondary Level,5th Quintile,"Yes, definitely",0.04553,62,312,0.02236,0.06870
2000,First Stage of Tertiary Education,1st Quintile,"No, definitely not",0.34865,31,31,0.17812,0.51918
2000,First Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.24284,43,43,0.11316,0.37252
2000,First Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.27703,58,58,0.16085,0.39322
2000,First Stage of Tertiary Education,4th Quintile,"No, definitely not",0.25435,52,52,0.13483,0.37388
2000,First Stage of Tertiary Education,5th Quintile,"No, definitely not",0.18724,34,34,0.05414,0.32034
2000,Second Stage of Tertiary Education,1st Quintile,"No, definitely not",0.31552,35,35,0.15931,0.47173
2000,Second Stage of Tertiary Education,2nd Quintile,"No, definitely not",0.29975,55,55,0.17756,0.42195
2000,Second Stage of Tertiary Education,3rd Quintile,"No, definitely not",0.25727,83,83,0.16266,0.35189
2000,Second Stage of Tertiary Education,4th Quintile,"No, definitely not",0.19660,77,77,0.10725,0.28595
2000,Second Stage of Tertiary Education,5th Quintile,"No, definitely not",0.17704,104,104,0.10332,0.25075
2001,Pre-primary Level,1st Quintile,"Yes, definitely",0.64056,77,77,0.53268,0.74844
2001,Pre-primary Level,2nd Quintile,"Yes, definitely",0.66657,87,87,0.56693,0.76621
2001,Pre-primary Level,3rd Quintile,"Yes, definitely",0.56669,59,59,0.43916,0.69422
2001,Pre-primary Level,4th Quintile,"Yes, definitely",0.69229,73,73,0.58568,0.79890
2001,Pre-primary Level,5th Quintile,"Yes, definitely",0.52624,56,56,0.39428,0.65820
2001,Primary Level,1st Quintile,"No, definitely not",0.55160,78,78,0.44052,0.66269
2001,Primary Level,2nd Quintile,"No, definitely not",0.40684,40,40,0.25266,0.56101
2001,Lower Secondary Level,1st Quintile,"No, definitely not",0.52095,455,658,0.48275,0.55915
2001,Lower Secondary Level,1st Quintile,Probably,0.04888,61,658,0.03239,0.06537
2001,Lower Secondary Level,1st Quintile,"Yes, definitely",0.12282,142,658,0.09772,0.14792
2001,Lower Secondary Level,2nd Quintile,"No, definitely not",0.51133,337,408,0.46277,0.55989
2001,Lower Secondary Level,2nd Quintile,"Yes, definitely",0.07395,71,408,0.04852,0.09937
2001,Lower Secondary Level,3rd Quintile,"No, definitely not",0.45779,233,279,0.39922,0.51635
2001,Lower Secondary Level,3rd Quintile,"Yes, definitely",0.05992,46,279,0.03202,0.08781
2001,Lower Secondary Level,4th Quintile,"No, definitely not",0.44717,188,221,0.38147,0.51287
2001,Lower Secondary Level,4th Quintile,"Yes, definitely",0.06776,33,221,0.03455,0.10097
2001,Lower Secondary Level,5th Quintile,"No, definitely not",0.45127,96,96,0.35121,0.55134
2001,Upper Secondary Level,1st Quintile,"No, definitely not",0.36694,649,1160,0.33919,0.39469
2001,Upper Secondary Level,1st Quintile,Probably not,0.02791,58,1160,0.01843,0.03740
2001,Upper Secondary Level,1st Quintile,Probably,0.04826,116,1160,0.03592,0.06059
2001,Upper Secondary Level,1st Quintile,"Yes, definitely",0.14787,337,1160,0.12744,0.16831
2001,Upper Secondary Level,2nd Quintile,"No, definitely not",0.36943,809,1159,0.34163,0.39723
2001,Upper Secondary Level,2nd Quintile,Probably not,0.02242,59,1159,0.01389,0.03095
2001,Upper Secondary Level,2nd Quintile,Probably,0.02639,78,1159,0.01716,0.03562
2001,Upper Secondary Level,2nd Quintile,"Yes, definitely",0.07277,213,1159,0.05781,0.08773
2001,Upper Secondary Level,3rd Quintile,"No, definitely not",0.33498,785,1062,0.30658,0.36338
2001,Upper Secondary Level,3rd Quintile,Probably not,0.01260,39,1062,0.00589,0.01931
2001,Upper Secondary Level,3rd Quintile,Probably,0.02748,66,1062,0.01764,0.03732
2001,Upper Secondary Level,3rd Quintile,"Yes, definitely",0.05815,172,1062,0.04407,0.07223
