year,quintil_oecd,sex,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2000,5th Quintile,male,"Yes, definitely",0.20550,64,5196,0.20464,0.20636
2000,5th Quintile,female,"No, definitely not",0.81862,283,5196,0.81795,0.81928
2000,5th Quintile,female,Probably,0.07249,39,5196,0.07204,0.07294
2000,5th Quintile,female,"Yes, definitely",0.10889,62,5196,0.10835,0.10943
2001,1st Quintile,male,"No, definitely not",0.56611,470,9009,0.56554,0.56668
2001,1st Quintile,male,Probably not,0.05338,42,9009,0.05312,0.05364
2001,1st Quintile,male,Probably,0.06156,59,9009,0.06128,0.06183
2001,1st Quintile,male,"Yes, definitely",0.31895,311,9009,0.31842,0.31949
2001,1st Quintile,female,"No, definitely not",0.67136,878,9009,0.67095,0.67177
2001,1st Quintile,female,Probably not,0.04061,70,9009,0.04043,0.04078
2001,1st Quintile,female,Probably,0.08405,156,9009,0.08381,0.08430
2001,1st Quintile,female,"Yes, definitely",0.20398,364,9009,0.20362,0.20433
2001,2nd Quintile,male,"No, definitely not",0.77340,547,9009,0.77286,0.77394
2001,2nd Quintile,male,"Yes, definitely",0.22660,193,9009,0.22606,0.22714
2001,2nd Quintile,female,"No, definitely not",0.73426,869,9009,0.73384,0.73469
2001,2nd Quintile,female,Probably not,0.03468,51,9009,0.03450,0.03486
2001,2nd Quintile,female,Probably,0.07472,119,9009,0.07447,0.07498
2001,2nd Quintile,female,"Yes, definitely",0.15633,275,9009,0.15598,0.15668
2001,3rd Quintile,male,"No, definitely not",0.81247,541,9009,0.81196,0.81297
2001,3rd Quintile,male,"Yes, definitely",0.18753,153,9009,0.18703,0.18804
2001,3rd Quintile,female,"No, definitely not",0.73464,732,9009,0.73417,0.73511
2001,3rd Quintile,female,Probably not,0.03912,56,9009,0.03891,0.03932
2001,3rd Quintile,female,Probably,0.08149,96,9009,0.08119,0.08178
2001,3rd Quintile,female,"Yes, definitely",0.14475,212,9009,0.14438,0.14513
2001,4th Quintile,male,"No, definitely not",0.80955,474,9009,0.80900,0.81010
2001,4th Quintile,male,"Yes, definitely",0.19045,137,9009,0.18990,0.19100
2001,4th Quintile,female,"No, definitely not",0.75368,631,9009,0.75319,0.75418
2001,4th Quintile,female,Probably not,0.04775,54,9009,0.04751,0.04799
2001,4th Quintile,female,Probably,0.06594,68,9009,0.06565,0.06622
2001,4th Quintile,female,"Yes, definitely",0.13263,156,9009,0.13224,0.13302
2001,5th Quintile,male,"No, definitely not",0.86333,415,9009,0.86281,0.86384
2001,5th Quintile,male,"Yes, definitely",0.13667,77,9009,0.13616,0.13719
2001,5th Quintile,female,"No, definitely not",0.75603,558,9009,0.75551,0.75655
2001,5th Quintile,female,Probably not,0.04848,44,9009,0.04822,0.04874
2001,5th Quintile,female,Probably,0.06050,56,9009,0.06021,0.06078
2001,5th Quintile,female,"Yes, definitely",0.13499,145,9009,0.13458,0.13540
2002,1st Quintile,male,"No, definitely not",0.54501,442,8632,0.54444,0.54557
2002,1st Quintile,male,Probably not,0.04613,34,8632,0.04589,0.04636
2002,1st Quintile,male,Probably,0.05670,52,8632,0.05644,0.05696
2002,1st Quintile,male,"Yes, definitely",0.35217,299,8632,0.35163,0.35271
2002,1st Quintile,female,"No, definitely not",0.63986,799,8632,0.63944,0.64027
2002,1st Quintile,female,Probably not,0.03427,53,8632,0.03411,0.03443
2002,1st Quintile,female,Probably,0.08911,126,8632,0.08886,0.08935
2002,1st Quintile,female,"Yes, definitely",0.23677,383,8632,0.23640,0.23713
2002,2nd Quintile,male,"No, definitely not",0.76186,549,8632,0.76133,0.76238
2002,2nd Quintile,male,"Yes, definitely",0.23814,195,8632,0.23762,0.23867
2002,2nd Quintile,female,"No, definitely not",0.72182,822,8632,0.72139,0.72225
2002,2nd Quintile,female,Probably not,0.03905,45,8632,0.03887,0.03924
2002,2nd Quintile,female,Probably,0.07498,112,8632,0.07473,0.07523
2002,2nd Quintile,female,"Yes, definitely",0.16415,244,8632,0.16379,0.16450
2002,3rd Quintile,male,"No, definitely not",0.80359,524,8632,0.80308,0.80411
2002,3rd Quintile,male,"Yes, definitely",0.19641,159,8632,0.19589,0.19692
2002,3rd Quintile,female,"No, definitely not",0.71764,677,8632,0.71716,0.71812
2002,3rd Quintile,female,Probably not,0.04221,47,8632,0.04200,0.04243
2002,3rd Quintile,female,Probably,0.07522,79,8632,0.07494,0.07550
2002,3rd Quintile,female,"Yes, definitely",0.16493,213,8632,0.16454,0.16533
2002,4th Quintile,male,"No, definitely not",0.80820,435,8632,0.80765,0.80875
2002,4th Quintile,male,"Yes, definitely",0.19180,145,8632,0.19125,0.19235
2002,4th Quintile,female,"No, definitely not",0.76386,597,8632,0.76338,0.76435
2002,4th Quintile,female,Probably not,0.03851,42,8632,0.03829,0.03873
2002,4th Quintile,female,Probably,0.04602,61,8632,0.04578,0.04626
2002,4th Quintile,female,"Yes, definitely",0.15161,161,8632,0.15120,0.15202
2002,5th Quintile,male,"No, definitely not",0.81374,393,8632,0.81313,0.81435
2002,5th Quintile,male,"Yes, definitely",0.18626,120,8632,0.18565,0.18687
2002,5th Quintile,female,"No, definitely not",0.78642,569,8632,0.78589,0.78695
2002,5th Quintile,female,Probably not,0.04398,48,8632,0.04372,0.04425
2002,5th Quintile,female,Probably,0.04617,58,8632,0.04590,0.04644
2002,5th Quintile,female,"Yes, definitely",0.12342,149,8632,0.12300,0.12384
2003,1st Quintile,male,"No, definitely not",0.50036,431,9002,0.49982,0.50089
2003,1st Quintile,male,Probably not,0.04161,36,9002,0.04139,0.04182
2003,1st Quintile,male,Probably,0.07100,70,9002,0.07072,0.07127
2003,1st Quintile,male,"Yes, definitely",0.38704,324,9002,0.38652,0.38756
2003,1st Quintile,female,"No, definitely not",0.64109,779,9002,0.64067,0.64150
2003,1st Quintile,female,Probably not,0.04404,62,9002,0.04386,0.04422
2003,1st Quintile,female,Probably,0.07854,108,9002,0.07831,0.07878
2003,1st Quintile,female,"Yes, definitely",0.23633,355,9002,0.23597,0.23670
2003,2nd Quintile,male,"No, definitely not",0.74852,534,9002,0.74798,0.74906
2003,2nd Quintile,male,"Yes, definitely",0.25148,204,9002,0.25094,0.25202
2003,2nd Quintile,female,"No, definitely not",0.72082,796,9002,0.72039,0.72125
2003,2nd Quintile,female,Probably not,0.03572,47,9002,0.03554,0.03590
2003,2nd Quintile,female,Probably,0.07499,95,9002,0.07474,0.07524
2003,2nd Quintile,female,"Yes, definitely",0.16847,252,9002,0.16811,0.16883
2003,3rd Quintile,male,"No, definitely not",0.79131,530,9002,0.79080,0.79183
2003,3rd Quintile,male,"Yes, definitely",0.20869,185,9002,0.20817,0.20920
2003,3rd Quintile,female,"No, definitely not",0.75241,694,9002,0.75195,0.75288
2003,3rd Quintile,female,Probably not,0.03553,48,9002,0.03533,0.03573
2003,3rd Quintile,female,Probably,0.08010,91,9002,0.07981,0.08039
2003,3rd Quintile,female,"Yes, definitely",0.13196,171,9002,0.13159,0.13232
2003,4th Quintile,male,"No, definitely not",0.79780,424,9002,0.79723,0.79836
2003,4th Quintile,male,"Yes, definitely",0.20220,152,9002,0.20164,0.20277
2003,4th Quintile,female,"No, definitely not",0.73056,587,9002,0.73005,0.73108
2003,4th Quintile,female,Probably not,0.04321,48,9002,0.04297,0.04345
2003,4th Quintile,female,Probably,0.06404,62,9002,0.06376,0.06433
2003,4th Quintile,female,"Yes, definitely",0.16218,173,9002,0.16176,0.16261
2003,5th Quintile,male,"No, definitely not",0.80038,507,9002,0.79980,0.80097
2003,5th Quintile,male,"Yes, definitely",0.19962,179,9002,0.19903,0.20020
2003,5th Quintile,female,"No, definitely not",0.76887,718,9002,0.76836,0.76938
2003,5th Quintile,female,Probably not,0.04844,57,9002,0.04818,0.04870
2003,5th Quintile,female,Probably,0.05265,84,9002,0.05238,0.05293
2003,5th Quintile,female,"Yes, definitely",0.13003,199,9002,0.12963,0.13044
2004,1st Quintile,male,"No, definitely not",0.46565,376,8916,0.46511,0.46620
2004,1st Quintile,male,Probably not,0.05487,41,8916,0.05462,0.05512
2004,1st Quintile,male,Probably,0.07425,52,8916,0.07397,0.07454
2004,1st Quintile,male,"Yes, definitely",0.40523,342,8916,0.40469,0.40576
2004,1st Quintile,female,"No, definitely not",0.60951,700,8916,0.60909,0.60994
2004,1st Quintile,female,Probably not,0.03956,54,8916,0.03939,0.03973
2004,1st Quintile,female,Probably,0.08546,117,8916,0.08522,0.08570
2004,1st Quintile,female,"Yes, definitely",0.26547,402,8916,0.26508,0.26585
2004,2nd Quintile,male,"No, definitely not",0.69353,533,8916,0.69299,0.69408
2004,2nd Quintile,male,Probably,0.04530,31,8916,0.04505,0.04555
2004,2nd Quintile,male,"Yes, definitely",0.26116,221,8916,0.26064,0.26168
2004,2nd Quintile,female,"No, definitely not",0.73794,784,8916,0.73751,0.73837
2004,2nd Quintile,female,Probably not,0.02978,40,8916,0.02961,0.02994
2004,2nd Quintile,female,Probably,0.07879,106,8916,0.07853,0.07905
2004,2nd Quintile,female,"Yes, definitely",0.15349,235,8916,0.15314,0.15384
2004,3rd Quintile,male,"No, definitely not",0.74927,496,8916,0.74872,0.74982
2004,3rd Quintile,male,"Yes, definitely",0.25073,193,8916,0.25018,0.25128
2004,3rd Quintile,female,"No, definitely not",0.72911,683,8916,0.72865,0.72956
2004,3rd Quintile,female,Probably not,0.03033,38,8916,0.03015,0.03051
2004,3rd Quintile,female,Probably,0.07237,85,8916,0.07210,0.07264
2004,3rd Quintile,female,"Yes, definitely",0.16819,199,8916,0.16781,0.16858
2004,4th Quintile,male,"No, definitely not",0.81328,473,8916,0.81277,0.81380
2004,4th Quintile,male,"Yes, definitely",0.18672,137,8916,0.18620,0.18723
2004,4th Quintile,female,"No, definitely not",0.74862,594,8916,0.74812,0.74913
2004,4th Quintile,female,Probably not,0.04089,38,8916,0.04066,0.04112
2004,4th Quintile,female,Probably,0.06778,72,8916,0.06749,0.06807
2004,4th Quintile,female,"Yes, definitely",0.14270,182,8916,0.14230,0.14311
2004,5th Quintile,male,"No, definitely not",0.79223,501,8916,0.79163,0.79283
2004,5th Quintile,male,"Yes, definitely",0.20777,174,8916,0.20717,0.20837
2004,5th Quintile,female,"No, definitely not",0.76253,681,8916,0.76201,0.76305
2004,5th Quintile,female,Probably not,0.05778,57,8916,0.05750,0.05806
2004,5th Quintile,female,Probably,0.06482,81,8916,0.06452,0.06512
2004,5th Quintile,female,"Yes, definitely",0.11487,198,8916,0.11448,0.11526
2005,1st Quintile,male,"No, definitely not",0.45960,387,8645,0.45907,0.46012
2005,1st Quintile,male,Probably not,0.04936,34,8645,0.04914,0.04959
2005,1st Quintile,male,Probably,0.08361,63,8645,0.08331,0.08390
2005,1st Quintile,male,"Yes, definitely",0.40743,330,8645,0.40691,0.40795
2005,1st Quintile,female,"No, definitely not",0.55419,632,8645,0.55375,0.55463
2005,1st Quintile,female,Probably not,0.03792,54,8645,0.03775,0.03809
2005,1st Quintile,female,Probably,0.09213,114,8645,0.09187,0.09238
2005,1st Quintile,female,"Yes, definitely",0.31576,435,8645,0.31535,0.31618
2005,2nd Quintile,male,"No, definitely not",0.70790,560,8645,0.70738,0.70843
2005,2nd Quintile,male,Probably,0.03931,31,8645,0.03908,0.03953
2005,2nd Quintile,male,"Yes, definitely",0.25279,205,8645,0.25229,0.25329
2005,2nd Quintile,female,"No, definitely not",0.71404,779,8645,0.71361,0.71447
2005,2nd Quintile,female,Probably not,0.02810,41,8645,0.02795,0.02826
2005,2nd Quintile,female,Probably,0.07904,102,8645,0.07878,0.07929
2005,2nd Quintile,female,"Yes, definitely",0.17882,249,8645,0.17846,0.17918
2005,3rd Quintile,male,"No, definitely not",0.75822,456,8645,0.75766,0.75879
