,Unnamed: 0,year,migback,pgisced97,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
18,18,1994,Direct migration background,Upper Secondary Level,"No, definitely not",0.76372,203,4593,0.69353,0.85898
19,19,1994,Direct migration background,Upper Secondary Level,Probably,0.07687,31,4593,0.05504,0.10567
20,20,1994,Direct migration background,Upper Secondary Level,"Yes, definitely",0.15941,63,4593,0.127,0.18885
21,21,1994,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,39,4593,0.802,1.22325
22,22,1994,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,47,4593,0.74956,1.32284
23,23,1995,No migration background,Pre-primary Level,"Yes, definitely",1.0,131,4596,0.89706,1.10427
24,24,1995,No migration background,Lower Secondary Level,"No, definitely not",0.82452,680,4596,0.79373,0.85169
25,25,1995,No migration background,Lower Secondary Level,Probably not,0.03494,35,4596,0.02726,0.04585
26,26,1995,No migration background,Lower Secondary Level,Probably,0.04891,61,4596,0.0428,0.05606
27,27,1995,No migration background,Lower Secondary Level,"Yes, definitely",0.09163,122,4596,0.0815,0.10166
28,28,1995,No migration background,Upper Secondary Level,"No, definitely not",0.70237,1268,4596,0.68288,0.72364
29,29,1995,No migration background,Upper Secondary Level,Probably not,0.04618,128,4596,0.04122,0.05244
30,30,1995,No migration background,Upper Secondary Level,Probably,0.07148,197,4596,0.06467,0.07813
31,31,1995,No migration background,Upper Secondary Level,"Yes, definitely",0.17997,522,4596,0.16869,0.19184
32,32,1995,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",1.0,50,4596,0.8035,1.23219
33,33,1995,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,126,4596,0.9047,1.09989
34,34,1995,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.82418,216,4596,0.762,0.89039
35,35,1995,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.17582,68,4596,0.15067,0.20771
36,36,1995,Direct migration background,Primary Level,"No, definitely not",1.0,188,4596,0.86155,1.16086
37,37,1995,Direct migration background,Lower Secondary Level,"No, definitely not",0.76123,215,4596,0.66946,0.85893
38,38,1995,Direct migration background,Lower Secondary Level,Probably,0.08116,40,4596,0.06172,0.10143
39,39,1995,Direct migration background,Lower Secondary Level,"Yes, definitely",0.15761,69,4596,0.12834,0.19053
40,40,1995,Direct migration background,Upper Secondary Level,"No, definitely not",0.70298,219,4596,0.6479,0.75894
41,41,1995,Direct migration background,Upper Secondary Level,Probably,0.06737,50,4596,0.05448,0.08119
42,42,1995,Direct migration background,Upper Secondary Level,"Yes, definitely",0.22965,102,4596,0.18937,0.26533
43,43,1995,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,31,4596,0.78268,1.2248
44,44,1995,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,36,4596,0.75123,1.23864
45,45,1995,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,42,4596,0.71275,1.33502
46,46,1996,No migration background,Pre-primary Level,"Yes, definitely",1.0,151,4645,0.91497,1.11085
47,47,1996,No migration background,Lower Secondary Level,"No, definitely not",0.8573,672,4645,0.82549,0.88317
48,48,1996,No migration background,Lower Secondary Level,Probably,0.05381,62,4645,0.0427,0.06419
49,49,1996,No migration background,Lower Secondary Level,"Yes, definitely",0.08889,115,4645,0.07926,0.09902
50,50,1996,No migration background,Upper Secondary Level,"No, definitely not",0.70409,1289,4645,0.68343,0.72606
51,51,1996,No migration background,Upper Secondary Level,Probably not,0.05479,130,4645,0.04821,0.06175
52,52,1996,No migration background,Upper Secondary Level,Probably,0.06992,207,4645,0.06377,0.0774
53,53,1996,No migration background,Upper Secondary Level,"Yes, definitely",0.1712,501,4645,0.16041,0.18299
54,54,1996,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",1.0,50,4645,0.79524,1.26502
55,55,1996,No migration background,First Stage of Tertiary Education,"No, definitely not",0.8823,128,4645,0.79878,0.96479
56,56,1996,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.1177,31,4645,0.08503,0.15245
57,57,1996,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.75711,218,4645,0.69816,0.82409
58,58,1996,No migration background,Second Stage of Tertiary Education,Probably,0.07262,31,4645,0.06106,0.08567
59,59,1996,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.17027,81,4645,0.14735,0.19674
60,60,1996,Direct migration background,Primary Level,"No, definitely not",1.0,175,4645,0.86322,1.1395
61,61,1996,Direct migration background,Lower Secondary Level,"No, definitely not",0.77502,217,4645,0.6845,0.86173
62,62,1996,Direct migration background,Lower Secondary Level,Probably,0.09396,47,4645,0.08051,0.10954
63,63,1996,Direct migration background,Lower Secondary Level,"Yes, definitely",0.13102,59,4645,0.09728,0.1615
64,64,1996,Direct migration background,Upper Secondary Level,"No, definitely not",0.67441,220,4645,0.60669,0.74233
65,65,1996,Direct migration background,Upper Secondary Level,Probably,0.09873,38,4645,0.06265,0.14493
66,66,1996,Direct migration background,Upper Secondary Level,"Yes, definitely",0.22685,105,4645,0.19547,0.26034
67,67,1996,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,34,4645,0.7994,1.22833
68,68,1996,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,47,4645,0.80828,1.23335
69,69,1996,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,37,4645,0.75126,1.3741
70,70,1997,No migration background,Pre-primary Level,"Yes, definitely",1.0,143,4565,0.88505,1.11398
71,71,1997,No migration background,Lower Secondary Level,"No, definitely not",0.85187,646,4565,0.81186,0.88797
72,72,1997,No migration background,Lower Secondary Level,Probably,0.04623,51,4565,0.03814,0.05656
73,73,1997,No migration background,Lower Secondary Level,"Yes, definitely",0.10189,126,4565,0.08875,0.11687
74,74,1997,No migration background,Upper Secondary Level,"No, definitely not",0.70218,1326,4565,0.68412,0.72677
75,75,1997,No migration background,Upper Secondary Level,Probably not,0.05646,133,4565,0.04901,0.06436
76,76,1997,No migration background,Upper Secondary Level,Probably,0.07814,207,4565,0.06982,0.08602
77,77,1997,No migration background,Upper Secondary Level,"Yes, definitely",0.16323,485,4565,0.14962,0.17536
78,78,1997,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",1.0,39,4565,0.813,1.26196
79,79,1997,No migration background,First Stage of Tertiary Education,"No, definitely not",1.0,126,4565,0.90012,1.12514
80,80,1997,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.81665,232,4565,0.765,0.86262
81,81,1997,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.18335,73,4565,0.14516,0.23142
82,82,1997,Direct migration background,Primary Level,"No, definitely not",1.0,173,4565,0.87821,1.10822
83,83,1997,Direct migration background,Lower Secondary Level,"No, definitely not",0.76075,205,4565,0.6679,0.84869
84,84,1997,Direct migration background,Lower Secondary Level,Probably,0.0977,51,4565,0.08294,0.1131
85,85,1997,Direct migration background,Lower Secondary Level,"Yes, definitely",0.14155,62,4565,0.10853,0.1839
86,86,1997,Direct migration background,Upper Secondary Level,"No, definitely not",0.66455,217,4565,0.59913,0.73316
87,87,1997,Direct migration background,Upper Secondary Level,Probably,0.09582,36,4565,0.06159,0.13187
88,88,1997,Direct migration background,Upper Secondary Level,"Yes, definitely",0.23963,106,4565,0.19998,0.27963
89,89,1997,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,49,4565,0.8027,1.21643
90,90,1997,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,47,4565,0.79585,1.21761
91,91,1997,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,32,4565,0.691,1.40508
92,92,1998,No migration background,Pre-primary Level,"Yes, definitely",1.0,151,5092,0.91731,1.11724
93,93,1998,No migration background,Lower Secondary Level,"No, definitely not",0.82276,778,5092,0.79183,0.85009
94,94,1998,No migration background,Lower Secondary Level,Probably not,0.03664,39,5092,0.02942,0.0433
95,95,1998,No migration background,Lower Secondary Level,Probably,0.03967,57,5092,0.03316,0.04871
96,96,1998,No migration background,Lower Secondary Level,"Yes, definitely",0.10092,144,5092,0.09104,0.11315
97,97,1998,No migration background,Upper Secondary Level,"No, definitely not",0.71478,1525,5092,0.69654,0.73682
98,98,1998,No migration background,Upper Secondary Level,Probably not,0.04608,127,5092,0.0405,0.05287
99,99,1998,No migration background,Upper Secondary Level,Probably,0.05844,179,5092,0.05348,0.06361
100,100,1998,No migration background,Upper Secondary Level,"Yes, definitely",0.1807,592,5092,0.16923,0.19138
101,101,1998,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",1.0,31,5092,0.81057,1.23232
102,102,1998,No migration background,First Stage of Tertiary Education,"No, definitely not",0.87705,134,5092,0.79318,0.97133
103,103,1998,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.12295,34,5092,0.10602,0.13868
104,104,1998,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.77679,271,5092,0.71993,0.83389
105,105,1998,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.22321,109,5092,0.18873,0.25736
106,106,1998,Direct migration background,Primary Level,"No, definitely not",1.0,171,5092,0.88496,1.13454
107,107,1998,Direct migration background,Lower Secondary Level,"No, definitely not",0.82939,214,5092,0.73925,0.94878
108,108,1998,Direct migration background,Lower Secondary Level,"Yes, definitely",0.17061,65,5092,0.13783,0.20954
109,109,1998,Direct migration background,Upper Secondary Level,"No, definitely not",0.66252,201,5092,0.59927,0.72196
110,110,1998,Direct migration background,Upper Secondary Level,Probably,0.12353,37,5092,0.08666,0.1609
111,111,1998,Direct migration background,Upper Secondary Level,"Yes, definitely",0.21395,79,5092,0.17802,0.25292
112,112,1998,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",1.0,32,5092,0.79658,1.23036
113,113,1998,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,39,5092,0.79199,1.16503
114,114,1998,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,48,5092,0.80199,1.21089
115,115,1998,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,35,5092,0.70365,1.4451
116,116,1999,No migration background,Pre-primary Level,"Yes, definitely",1.0,157,4898,0.90328,1.1147
117,117,1999,No migration background,Lower Secondary Level,"No, definitely not",0.86504,765,4898,0.83058,0.89994
118,118,1999,No migration background,Lower Secondary Level,Probably,0.03824,53,4898,0.03226,0.0447
119,119,1999,No migration background,Lower Secondary Level,"Yes, definitely",0.09672,128,4898,0.08441,0.10705
120,120,1999,No migration background,Upper Secondary Level,"No, definitely not",0.73637,1542,4898,0.71613,0.76143
121,121,1999,No migration background,Upper Secondary Level,Probably not,0.0422,117,4898,0.03691,0.04709
122,122,1999,No migration background,Upper Secondary Level,Probably,0.05766,169,4898,0.05135,0.06381
123,123,1999,No migration background,Upper Secondary Level,"Yes, definitely",0.16377,501,4898,0.15322,0.17578
124,124,1999,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.58955,32,4898,0.49308,0.71786
125,125,1999,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.41045,34,4898,0.32821,0.50542
126,126,1999,No migration background,First Stage of Tertiary Education,"No, definitely not",0.8732,144,4898,0.79024,0.97404
127,127,1999,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.1268,31,4898,0.09917,0.15447
128,128,1999,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.81541,281,4898,0.76068,0.86198
129,129,1999,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.18459,84,4898,0.14442,0.229
130,130,1999,Direct migration background,Primary Level,"No, definitely not",1.0,175,4898,0.89352,1.11598
131,131,1999,Direct migration background,Lower Secondary Level,"No, definitely not",0.84683,206,4898,0.76419,0.95842
132,132,1999,Direct migration background,Lower Secondary Level,"Yes, definitely",0.15317,51,4898,0.11698,0.18837
133,133,1999,Direct migration background,Upper Secondary Level,"No, definitely not",0.73684,204,4898,0.66502,0.80623
134,134,1999,Direct migration background,Upper Secondary Level,"Yes, definitely",0.26316,82,4898,0.20915,0.31918
135,135,1999,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",1.0,32,4898,0.83293,1.18849
136,136,1999,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,35,4898,0.80811,1.20214
137,137,1999,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,42,4898,0.80401,1.20809
138,138,1999,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,33,4898,0.74477,1.25735
139,139,2000,No migration background,Pre-primary Level,"No, definitely not",0.14753,39,9590,0.12542,0.17194
140,140,2000,No migration background,Pre-primary Level,Probably,0.10428,31,9590,0.09025,0.12477
141,141,2000,No migration background,Pre-primary Level,"Yes, definitely",0.74819,229,9590,0.69558,0.8029
142,142,2000,No migration background,Lower Secondary Level,"No, definitely not",0.82698,1190,9590,0.80573,0.85214
143,143,2000,No migration background,Lower Secondary Level,Probably not,0.02635,49,9590,0.02307,0.03025
144,144,2000,No migration background,Lower Secondary Level,Probably,0.03635,68,9590,0.03182,0.04156
145,145,2000,No migration background,Lower Secondary Level,"Yes, definitely",0.11032,215,9590,0.10322,0.11927
146,146,2000,No migration background,Upper Secondary Level,"No, definitely not",0.75767,3338,9590,0.74544,0.77153
147,147,2000,No migration background,Upper Secondary Level,Probably not,0.03656,203,9590,0.03353,0.03997
148,148,2000,No migration background,Upper Secondary Level,Probably,0.06146,357,9590,0.05814,0.06588
149,149,2000,No migration background,Upper Secondary Level,"Yes, definitely",0.14431,881,9590,0.13906,0.1497
150,150,2000,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.6429,111,9590,0.59749,0.70212
151,151,2000,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.3571,77,9590,0.32325,0.39757
152,152,2000,No migration background,First Stage of Tertiary Education,"No, definitely not",0.8245,373,9590,0.77799,0.86698
153,153,2000,No migration background,First Stage of Tertiary Education,Probably,0.0721,48,9590,0.06413,0.08095
154,154,2000,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.1034,69,9590,0.08847,0.11951
155,155,2000,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.76438,623,9590,0.72889,0.79105
156,156,2000,No migration background,Second Stage of Tertiary Education,Probably not,0.0351,39,9590,0.0313,0.04
157,157,2000,No migration background,Second Stage of Tertiary Education,Probably,0.05034,53,9590,0.04382,0.05662
158,158,2000,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.15018,152,9590,0.13924,0.16347
159,159,2000,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,35,9590,0.88564,1.13159
160,160,2000,Direct migration background,Primary Level,"No, definitely not",1.0,156,9590,0.9053,1.09533
161,161,2000,Direct migration background,Lower Secondary Level,"No, definitely not",0.75568,305,9590,0.69487,0.82016
162,162,2000,Direct migration background,Lower Secondary Level,Probably,0.08022,36,9590,0.06077,0.09947
163,163,2000,Direct migration background,Lower Secondary Level,"Yes, definitely",0.1641,70,9590,0.13894,0.18669
164,164,2000,Direct migration background,Upper Secondary Level,"No, definitely not",0.64545,285,9590,0.59907,0.70514
165,165,2000,Direct migration background,Upper Secondary Level,Probably,0.11136,54,9590,0.09337,0.13452
166,166,2000,Direct migration background,Upper Secondary Level,"Yes, definitely",0.24319,129,9590,0.21614,0.26925
167,167,2000,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,50,9590,0.82913,1.16516
168,168,2000,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,39,9590,0.83179,1.18326
169,169,2000,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.67766,60,9590,0.59057,0.74587
170,170,2000,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.32234,41,9590,0.27549,0.37949
171,171,2000,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,51,9590,0.75719,1.27633
172,172,2000,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,66,9590,0.86255,1.16744
173,173,2000,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,68,9590,0.87353,1.14224
174,174,2001,No migration background,Pre-primary Level,"No, definitely not",0.11917,35,8603,0.09984,0.13823
175,175,2001,No migration background,Pre-primary Level,"Yes, definitely",0.88083,283,8603,0.82755,0.93458
176,176,2001,No migration background,Lower Secondary Level,"No, definitely not",0.82618,1010,8603,0.80415,0.85472
177,177,2001,No migration background,Lower Secondary Level,Probably not,0.01967,31,8603,0.01595,0.02368
178,178,2001,No migration background,Lower Secondary Level,Probably,0.03846,66,8603,0.03252,0.04364
179,179,2001,No migration background,Lower Secondary Level,"Yes, definitely",0.11568,194,8603,0.10372,0.12526
180,180,2001,No migration background,Upper Secondary Level,"No, definitely not",0.76384,3080,8603,0.74875,0.77677
181,181,2001,No migration background,Upper Secondary Level,Probably not,0.03608,185,8603,0.03237,0.03996
182,182,2001,No migration background,Upper Secondary Level,Probably,0.05371,274,8603,0.04886,0.05844
183,183,2001,No migration background,Upper Secondary Level,"Yes, definitely",0.14638,773,8603,0.1399,0.15299
184,184,2001,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.61144,123,8603,0.55422,0.66291
185,185,2001,No migration background,Post-secondary Non-tertiary Level,Probably,0.12793,37,8603,0.10827,0.14727
186,186,2001,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.26063,74,8603,0.22861,0.29776
187,187,2001,No migration background,First Stage of Tertiary Education,"No, definitely not",0.83852,350,8603,0.79216,0.88591
188,188,2001,No migration background,First Stage of Tertiary Education,Probably,0.05361,33,8603,0.04537,0.06568
189,189,2001,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.10787,67,8603,0.08939,0.1233
190,190,2001,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.81562,616,8603,0.78407,0.85675
191,191,2001,No migration background,Second Stage of Tertiary Education,Probably,0.04012,42,8603,0.03398,0.04675
192,192,2001,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.14426,135,8603,0.12744,0.15982
193,193,2001,Direct migration background,Primary Level,"No, definitely not",1.0,117,8603,0.86477,1.12576
194,194,2001,Direct migration background,Lower Secondary Level,"No, definitely not",0.83867,284,8603,0.77402,0.91159
195,195,2001,Direct migration background,Lower Secondary Level,"Yes, definitely",0.16133,56,8603,0.12853,0.19647
196,196,2001,Direct migration background,Upper Secondary Level,"No, definitely not",0.64388,258,8603,0.59327,0.70659
197,197,2001,Direct migration background,Upper Secondary Level,Probably,0.0881,40,8603,0.07281,0.10539
198,198,2001,Direct migration background,Upper Secondary Level,"Yes, definitely",0.26802,101,8603,0.22781,0.30373
199,199,2001,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,46,8603,0.8109,1.19369
200,200,2001,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,37,8603,0.85959,1.15936
201,201,2001,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.64903,63,8603,0.55622,0.72588
202,202,2001,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.35097,37,8603,0.27787,0.42777
203,203,2001,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,42,8603,0.83468,1.19179
204,204,2001,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,56,8603,0.7959,1.22085
205,205,2001,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,58,8603,0.80178,1.19996
206,206,2002,No migration background,Pre-primary Level,"No, definitely not",0.13699,45,8893,0.10651,0.17211
207,207,2002,No migration background,Pre-primary Level,Probably,0.098,33,8893,0.07349,0.12725
208,208,2002,No migration background,Pre-primary Level,"Yes, definitely",0.76501,313,8893,0.70011,0.83219
209,209,2002,No migration background,Lower Secondary Level,"No, definitely not",0.83535,956,8893,0.81113,0.86413
210,210,2002,No migration background,Lower Secondary Level,Probably,0.04257,49,8893,0.03514,0.0495
211,211,2002,No migration background,Lower Secondary Level,"Yes, definitely",0.12208,194,8893,0.10766,0.13727
212,212,2002,No migration background,Upper Secondary Level,"No, definitely not",0.73664,3030,8893,0.72356,0.74936
213,213,2002,No migration background,Upper Secondary Level,Probably not,0.03586,170,8893,0.03228,0.04076
214,214,2002,No migration background,Upper Secondary Level,Probably,0.053,274,8893,0.04854,0.05813
215,215,2002,No migration background,Upper Secondary Level,"Yes, definitely",0.1745,923,8893,0.16489,0.18249
216,216,2002,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.5991,132,8893,0.526,0.65208
217,217,2002,No migration background,Post-secondary Non-tertiary Level,Probably,0.10295,33,8893,0.07786,0.1419
218,218,2002,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.29795,82,8893,0.25465,0.34888
219,219,2002,No migration background,First Stage of Tertiary Education,"No, definitely not",0.82421,348,8893,0.77399,0.86876
220,220,2002,No migration background,First Stage of Tertiary Education,Probably,0.0598,31,8893,0.04485,0.07929
221,221,2002,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.11599,61,8893,0.09638,0.14132
222,222,2002,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.78359,728,8893,0.75,0.82333
223,223,2002,No migration background,Second Stage of Tertiary Education,Probably not,0.02402,37,8893,0.01924,0.03002
224,224,2002,No migration background,Second Stage of Tertiary Education,Probably,0.04319,51,8893,0.03348,0.05493
225,225,2002,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.14919,155,8893,0.1324,0.16895
226,226,2002,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,35,8893,0.82693,1.17003
227,227,2002,Direct migration background,Primary Level,"No, definitely not",1.0,107,8893,0.86162,1.13611
228,228,2002,Direct migration background,Lower Secondary Level,"No, definitely not",0.74159,261,8893,0.67205,0.81878
229,229,2002,Direct migration background,Lower Secondary Level,Probably,0.08151,32,8893,0.05965,0.11227
230,230,2002,Direct migration background,Lower Secondary Level,"Yes, definitely",0.1769,63,8893,0.14655,0.21119
231,231,2002,Direct migration background,Upper Secondary Level,"No, definitely not",0.63849,262,8893,0.59073,0.69449
232,232,2002,Direct migration background,Upper Secondary Level,Probably,0.09469,39,8893,0.0741,0.12014
233,233,2002,Direct migration background,Upper Secondary Level,"Yes, definitely",0.26682,94,8893,0.22773,0.30465
234,234,2002,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,40,8893,0.77235,1.21667
235,235,2002,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,37,8893,0.83607,1.19626
236,236,2002,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",0.67586,75,8893,0.57348,0.76829
237,237,2002,Direct migration background,Second Stage of Tertiary Education,"Yes, definitely",0.32414,34,8893,0.25572,0.38732
238,238,2002,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,52,8893,0.77323,1.27523
239,239,2002,Indirect migration background,Lower Secondary Level,"Yes, definitely",1.0,46,8893,0.75132,1.31542
240,240,2002,Indirect migration background,Upper Secondary Level,"Yes, definitely",1.0,71,8893,0.82465,1.25783
241,241,2003,No migration background,Pre-primary Level,"No, definitely not",0.16062,62,8563,0.12807,0.19107
242,242,2003,No migration background,Pre-primary Level,Probably,0.11744,43,8563,0.09067,0.14302
243,243,2003,No migration background,Pre-primary Level,"Yes, definitely",0.72194,316,8563,0.66132,0.78342
244,244,2003,No migration background,Lower Secondary Level,"No, definitely not",0.81836,883,8563,0.79038,0.84516
245,245,2003,No migration background,Lower Secondary Level,Probably,0.04006,49,8563,0.03265,0.04811
246,246,2003,No migration background,Lower Secondary Level,"Yes, definitely",0.14158,183,8563,0.12867,0.1562
247,247,2003,No migration background,Upper Secondary Level,"No, definitely not",0.74038,2941,8563,0.72396,0.75711
248,248,2003,No migration background,Upper Secondary Level,Probably not,0.03377,157,8563,0.02954,0.03728
249,249,2003,No migration background,Upper Secondary Level,Probably,0.04679,249,8563,0.0431,0.05114
250,250,2003,No migration background,Upper Secondary Level,"Yes, definitely",0.17906,889,8563,0.16998,0.19004
251,251,2003,No migration background,Post-secondary Non-tertiary Level,"No, definitely not",0.66907,132,8563,0.59655,0.74861
252,252,2003,No migration background,Post-secondary Non-tertiary Level,"Yes, definitely",0.33093,81,8563,0.28279,0.38825
253,253,2003,No migration background,First Stage of Tertiary Education,"No, definitely not",0.81666,356,8563,0.77255,0.87102
254,254,2003,No migration background,First Stage of Tertiary Education,Probably,0.0564,31,8563,0.04561,0.06677
255,255,2003,No migration background,First Stage of Tertiary Education,"Yes, definitely",0.12694,72,8563,0.10866,0.15085
256,256,2003,No migration background,Second Stage of Tertiary Education,"No, definitely not",0.77953,761,8563,0.74059,0.83023
257,257,2003,No migration background,Second Stage of Tertiary Education,Probably not,0.02924,39,8563,0.02088,0.03664
258,258,2003,No migration background,Second Stage of Tertiary Education,Probably,0.04459,49,8563,0.03661,0.05469
259,259,2003,No migration background,Second Stage of Tertiary Education,"Yes, definitely",0.14663,151,8563,0.12906,0.16759
260,260,2003,Direct migration background,Pre-primary Level,"Yes, definitely",1.0,32,8563,0.7603,1.27502
261,261,2003,Direct migration background,Primary Level,"No, definitely not",1.0,96,8563,0.83899,1.13952
262,262,2003,Direct migration background,Lower Secondary Level,"No, definitely not",0.83137,257,8563,0.7279,0.9111
263,263,2003,Direct migration background,Lower Secondary Level,"Yes, definitely",0.16863,60,8563,0.14134,0.20349
264,264,2003,Direct migration background,Upper Secondary Level,"No, definitely not",0.62622,259,8563,0.56718,0.68016
265,265,2003,Direct migration background,Upper Secondary Level,Probably,0.10142,37,8563,0.08036,0.12627
266,266,2003,Direct migration background,Upper Secondary Level,"Yes, definitely",0.27235,91,8563,0.23728,0.31265
267,267,2003,Direct migration background,Post-secondary Non-tertiary Level,"No, definitely not",1.0,37,8563,0.79017,1.23494
268,268,2003,Direct migration background,First Stage of Tertiary Education,"No, definitely not",1.0,39,8563,0.82944,1.15922
269,269,2003,Direct migration background,Second Stage of Tertiary Education,"No, definitely not",1.0,67,8563,0.84967,1.18404
270,270,2003,Indirect migration background,Pre-primary Level,"Yes, definitely",1.0,35,8563,0.76154,1.27266
