,Unnamed: 0,year,migback,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
102,102,2003,Indirect migration background,"No, definitely not",0.26979,58,9132,0.21795,0.3189
103,103,2003,Indirect migration background,Probably,0.14976,41,9132,0.11159,0.18815
104,104,2003,Indirect migration background,"Yes, definitely",0.58046,171,9132,0.50711,0.65261
105,105,2004,No migration background,"No, definitely not",0.718,5038,9028,0.70346,0.73464
106,106,2004,No migration background,Probably not,0.03201,252,9028,0.0291,0.0356
107,107,2004,No migration background,Probably,0.0579,479,9028,0.05395,0.06265
108,108,2004,No migration background,"Yes, definitely",0.1921,1769,9028,0.18508,0.19932
109,109,2004,Direct migration background,"No, definitely not",0.59373,731,9028,0.56135,0.62741
110,110,2004,Direct migration background,Probably not,0.04963,56,9028,0.03898,0.05761
111,111,2004,Direct migration background,Probably,0.07582,93,9028,0.06362,0.08709
112,112,2004,Direct migration background,"Yes, definitely",0.28082,305,9028,0.2558,0.30416
113,113,2004,Indirect migration background,"No, definitely not",0.242,54,9028,0.19693,0.28897
114,114,2004,Indirect migration background,Probably,0.12568,41,9028,0.09673,0.16675
115,115,2004,Indirect migration background,"Yes, definitely",0.63232,210,9028,0.53951,0.7165
116,116,2005,No migration background,"No, definitely not",0.70182,4868,8747,0.68676,0.71588
117,117,2005,No migration background,Probably not,0.03405,270,8747,0.03087,0.03736
118,118,2005,No migration background,Probably,0.05551,437,8747,0.0508,0.06052
119,119,2005,No migration background,"Yes, definitely",0.20862,1730,8747,0.20003,0.21631
120,120,2005,Direct migration background,"No, definitely not",0.61728,716,8747,0.58521,0.65338
121,121,2005,Direct migration background,Probably not,0.03222,38,8747,0.02417,0.03929
122,122,2005,Direct migration background,Probably,0.09987,95,8747,0.08674,0.11561
123,123,2005,Direct migration background,"Yes, definitely",0.25062,264,8747,0.2286,0.27985
124,124,2005,Indirect migration background,"No, definitely not",0.24883,67,8747,0.20198,0.30028
125,125,2005,Indirect migration background,Probably,0.14562,45,8747,0.10852,0.18771
126,126,2005,Indirect migration background,"Yes, definitely",0.60555,217,8747,0.52467,0.69958
127,127,2006,No migration background,"No, definitely not",0.72064,5555,9395,0.70787,0.73288
128,128,2006,No migration background,Probably not,0.03221,286,9395,0.02913,0.0355
129,129,2006,No migration background,Probably,0.05494,446,9395,0.05017,0.05974
130,130,2006,No migration background,"Yes, definitely",0.19221,1696,9395,0.18368,0.20019
131,131,2006,Direct migration background,"No, definitely not",0.58369,691,9395,0.55843,0.61813
132,132,2006,Direct migration background,Probably not,0.03962,42,9395,0.03107,0.04862
133,133,2006,Direct migration background,Probably,0.10297,100,9395,0.0893,0.11809
134,134,2006,Direct migration background,"Yes, definitely",0.27372,272,9395,0.24919,0.29922
135,135,2006,Indirect migration background,"No, definitely not",0.22174,60,9395,0.17988,0.27477
136,136,2006,Indirect migration background,Probably,0.14839,36,9395,0.10956,0.19533
137,137,2006,Indirect migration background,"Yes, definitely",0.62987,211,9395,0.56432,0.70622
138,138,2007,No migration background,"No, definitely not",0.73835,5204,8495,0.72367,0.75279
139,139,2007,No migration background,Probably not,0.0312,240,8495,0.02826,0.03453
140,140,2007,No migration background,Probably,0.05419,397,8495,0.0493,0.0588
141,141,2007,No migration background,"Yes, definitely",0.17626,1421,8495,0.16873,0.18517
142,142,2007,Direct migration background,"No, definitely not",0.60789,650,8495,0.57426,0.64117
143,143,2007,Direct migration background,Probably not,0.04277,39,8495,0.03372,0.05174
144,144,2007,Direct migration background,Probably,0.09798,83,8495,0.08094,0.11345
145,145,2007,Direct migration background,"Yes, definitely",0.25136,211,8495,0.22384,0.27792
146,146,2007,Indirect migration background,"No, definitely not",0.21719,51,8495,0.17262,0.26856
147,147,2007,Indirect migration background,Probably,0.14278,33,8495,0.09244,0.19987
148,148,2007,Indirect migration background,"Yes, definitely",0.64004,166,8495,0.54724,0.72819
149,149,2008,No migration background,"No, definitely not",0.75029,4984,7911,0.73455,0.76511
150,150,2008,No migration background,Probably not,0.03218,235,7911,0.02895,0.03561
151,151,2008,No migration background,Probably,0.04741,325,7911,0.04325,0.05203
152,152,2008,No migration background,"Yes, definitely",0.17012,1278,7911,0.16087,0.17837
153,153,2008,Direct migration background,"No, definitely not",0.66293,586,7911,0.62199,0.70756
154,154,2008,Direct migration background,Probably not,0.04294,33,7911,0.03021,0.05488
155,155,2008,Direct migration background,Probably,0.07624,60,7911,0.06073,0.09514
156,156,2008,Direct migration background,"Yes, definitely",0.21789,162,7911,0.19206,0.24856
157,157,2008,Indirect migration background,"No, definitely not",0.23569,49,7911,0.17919,0.29371
158,158,2008,Indirect migration background,Probably,0.13498,35,7911,0.09602,0.18409
159,159,2008,Indirect migration background,"Yes, definitely",0.62933,164,7911,0.53978,0.74116
160,160,2009,No migration background,"No, definitely not",0.74712,4705,7324,0.73034,0.76362
161,161,2009,No migration background,Probably not,0.02789,202,7324,0.02485,0.03221
162,162,2009,No migration background,Probably,0.05073,311,7324,0.04488,0.05565
163,163,2009,No migration background,"Yes, definitely",0.17426,1164,7324,0.16406,0.18355
164,164,2009,Direct migration background,"No, definitely not",0.66896,507,7324,0.63144,0.71675
165,165,2009,Direct migration background,Probably,0.11398,67,7324,0.094,0.14725
166,166,2009,Direct migration background,"Yes, definitely",0.21706,139,7324,0.19262,0.25112
167,167,2009,Indirect migration background,"No, definitely not",0.19573,40,7324,0.14227,0.26128
168,168,2009,Indirect migration background,Probably,0.17126,35,7324,0.11552,0.22427
169,169,2009,Indirect migration background,"Yes, definitely",0.63301,154,7324,0.55065,0.7204
170,170,2010,No migration background,"No, definitely not",0.73727,4513,9536,0.72205,0.75784
171,171,2010,No migration background,Probably not,0.03067,314,9536,0.02647,0.03528
172,172,2010,No migration background,Probably,0.04949,664,9536,0.04313,0.05561
173,173,2010,No migration background,"Yes, definitely",0.18257,2234,9536,0.17196,0.19442
174,174,2010,Direct migration background,"No, definitely not",0.59965,552,9536,0.5563,0.64463
175,175,2010,Direct migration background,Probably not,0.03613,77,9536,0.02623,0.04656
176,176,2010,Direct migration background,Probably,0.0908,219,9536,0.07127,0.10906
177,177,2010,Direct migration background,"Yes, definitely",0.27342,545,9536,0.23728,0.31947
178,178,2010,Indirect migration background,"No, definitely not",0.17822,55,9536,0.1268,0.24572
179,179,2010,Indirect migration background,Probably,0.10344,60,9536,0.06522,0.14992
180,180,2010,Indirect migration background,"Yes, definitely",0.71834,303,9536,0.60232,0.86705
181,181,2011,No migration background,"No, definitely not",0.75886,5939,11036,0.74568,0.77394
182,182,2011,No migration background,Probably not,0.02891,373,11036,0.02549,0.0336
183,183,2011,No migration background,Probably,0.04416,671,11036,0.03977,0.04915
184,184,2011,No migration background,"Yes, definitely",0.16807,2199,11036,0.15962,0.17806
185,185,2011,Direct migration background,"No, definitely not",0.61138,692,11036,0.57223,0.65434
186,186,2011,Direct migration background,Probably not,0.04904,88,11036,0.0343,0.06482
187,187,2011,Direct migration background,Probably,0.10031,193,11036,0.08289,0.12061
188,188,2011,Direct migration background,"Yes, definitely",0.23927,460,11036,0.20973,0.26872
189,189,2011,Indirect migration background,"No, definitely not",0.18304,59,11036,0.13689,0.23519
190,190,2011,Indirect migration background,Probably,0.1162,59,11036,0.07419,0.15922
191,191,2011,Indirect migration background,"Yes, definitely",0.70076,303,11036,0.59876,0.82469
192,192,2012,No migration background,"No, definitely not",0.74684,5932,10629,0.73136,0.76201
193,193,2012,No migration background,Probably not,0.03722,390,10629,0.03269,0.04072
194,194,2012,No migration background,Probably,0.04461,605,10629,0.04063,0.04818
195,195,2012,No migration background,"Yes, definitely",0.17133,2063,10629,0.16198,0.18054
196,196,2012,Direct migration background,"No, definitely not",0.6274,622,10629,0.59105,0.66442
197,197,2012,Direct migration background,Probably not,0.0325,80,10629,0.02502,0.04223
198,198,2012,Direct migration background,Probably,0.10565,183,10629,0.08684,0.12447
199,199,2012,Direct migration background,"Yes, definitely",0.23445,368,10629,0.20622,0.27027
200,200,2012,Indirect migration background,"No, definitely not",0.15661,55,10629,0.11,0.20258
201,201,2012,Indirect migration background,Probably,0.17253,69,10629,0.11201,0.24065
202,202,2012,Indirect migration background,"Yes, definitely",0.67086,262,10629,0.56025,0.78961
203,203,2013,No migration background,"No, definitely not",0.76051,5604,11314,0.74522,0.77717
204,204,2013,No migration background,Probably not,0.03571,366,11314,0.03138,0.04001
205,205,2013,No migration background,Probably,0.04218,511,11314,0.03756,0.04747
206,206,2013,No migration background,"Yes, definitely",0.1616,1826,11314,0.15211,0.16992
207,207,2013,Direct migration background,"No, definitely not",0.55141,843,11314,0.51117,0.58909
208,208,2013,Direct migration background,Probably not,0.04949,122,11314,0.03647,0.06449
209,209,2013,Direct migration background,Probably,0.09905,353,11314,0.08582,0.11171
210,210,2013,Direct migration background,"Yes, definitely",0.30005,1023,11314,0.27326,0.32765
211,211,2013,Indirect migration background,"No, definitely not",0.12536,62,11314,0.09057,0.16917
212,212,2013,Indirect migration background,Probably,0.10005,90,11314,0.07766,0.12965
213,213,2013,Indirect migration background,"Yes, definitely",0.77459,514,11314,0.71542,0.83454
214,214,2014,No migration background,"No, definitely not",0.76439,5276,10022,0.74839,0.78009
215,215,2014,No migration background,Probably not,0.03706,316,10022,0.03272,0.0423
216,216,2014,No migration background,Probably,0.04456,465,10022,0.04013,0.04992
217,217,2014,No migration background,"Yes, definitely",0.15399,1554,10022,0.14491,0.16465
218,218,2014,Direct migration background,"No, definitely not",0.53729,752,10022,0.50274,0.58399
219,219,2014,Direct migration background,Probably not,0.04181,109,10022,0.03238,0.05059
220,220,2014,Direct migration background,Probably,0.09562,252,10022,0.0797,0.11117
221,221,2014,Direct migration background,"Yes, definitely",0.32528,769,10022,0.29447,0.35678
222,222,2014,Indirect migration background,"No, definitely not",0.10178,50,10022,0.07454,0.13239
223,223,2014,Indirect migration background,Probably,0.11158,82,10022,0.0885,0.136
224,224,2014,Indirect migration background,"Yes, definitely",0.78664,397,10022,0.6737,0.90296
225,225,2015,No migration background,"No, definitely not",0.77091,5173,10004,0.75109,0.78979
226,226,2015,No migration background,Probably not,0.03578,340,10004,0.03202,0.04085
227,227,2015,No migration background,Probably,0.04092,420,10004,0.03612,0.04632
228,228,2015,No migration background,"Yes, definitely",0.15239,1417,10004,0.14329,0.1615
229,229,2015,Direct migration background,"No, definitely not",0.54896,752,10004,0.50858,0.5979
230,230,2015,Direct migration background,Probably not,0.04323,124,10004,0.03178,0.05362
231,231,2015,Direct migration background,Probably,0.09463,304,10004,0.082,0.10929
232,232,2015,Direct migration background,"Yes, definitely",0.31317,964,10004,0.28563,0.34847
233,233,2015,Indirect migration background,"No, definitely not",0.08564,44,10004,0.05924,0.114
234,234,2015,Indirect migration background,Probably,0.1062,56,10004,0.07196,0.14661
235,235,2015,Indirect migration background,"Yes, definitely",0.80816,410,10004,0.71556,0.91934
236,236,2016,No migration background,"No, definitely not",0.76694,4915,11585,0.74925,0.7831
237,237,2016,No migration background,Probably not,0.03197,262,11585,0.02698,0.03727
238,238,2016,No migration background,Probably,0.04477,369,11585,0.03884,0.05038
239,239,2016,No migration background,"Yes, definitely",0.15632,1263,11585,0.14623,0.16839
240,240,2016,Direct migration background,"No, definitely not",0.53129,823,11585,0.48794,0.58249
241,241,2016,Direct migration background,Probably not,0.05938,224,11585,0.04355,0.07961
242,242,2016,Direct migration background,Probably,0.09713,780,11585,0.08135,0.11393
243,243,2016,Direct migration background,"Yes, definitely",0.3122,2505,11585,0.28215,0.342
244,244,2016,Indirect migration background,"No, definitely not",0.12033,47,11585,0.08452,0.16843
245,245,2016,Indirect migration background,Probably,0.14454,71,11585,0.09414,0.18664
246,246,2016,Indirect migration background,"Yes, definitely",0.73513,326,11585,0.63044,0.83809
247,247,2017,No migration background,"No, definitely not",0.76678,5157,12648,0.74662,0.78572
248,248,2017,No migration background,Probably not,0.037,290,12648,0.03304,0.04167
249,249,2017,No migration background,Probably,0.04048,367,12648,0.03598,0.0456
250,250,2017,No migration background,"Yes, definitely",0.15574,1427,12648,0.14638,0.16495
251,251,2017,Direct migration background,"No, definitely not",0.5128,849,12648,0.46624,0.56264
252,252,2017,Direct migration background,Probably not,0.05559,229,12648,0.0371,0.07205
253,253,2017,Direct migration background,Probably,0.09551,840,12648,0.08028,0.11158
254,254,2017,Direct migration background,"Yes, definitely",0.3361,3018,12648,0.30524,0.37466
255,255,2017,Indirect migration background,"No, definitely not",0.15845,56,12648,0.12353,0.20188
256,256,2017,Indirect migration background,Probably,0.10752,62,12648,0.07336,0.14871
257,257,2017,Indirect migration background,"Yes, definitely",0.73404,353,12648,0.64373,0.83224
258,258,2018,No migration background,"No, definitely not",0.78098,5148,11768,0.76134,0.80041
259,259,2018,No migration background,Probably not,0.03045,285,11768,0.02742,0.03383
260,260,2018,No migration background,Probably,0.03838,353,11768,0.03399,0.04385
261,261,2018,No migration background,"Yes, definitely",0.15019,1356,11768,0.14196,0.15814
262,262,2018,Direct migration background,"No, definitely not",0.52516,789,11768,0.46574,0.57439
263,263,2018,Direct migration background,Probably not,0.0553,172,11768,0.04099,0.07396
264,264,2018,Direct migration background,Probably,0.09237,737,11768,0.07583,0.11075
265,265,2018,Direct migration background,"Yes, definitely",0.32718,2473,11768,0.29493,0.36174
266,266,2018,Indirect migration background,"No, definitely not",0.15009,58,11768,0.11773,0.17931
267,267,2018,Indirect migration background,Probably,0.12066,60,11768,0.07708,0.165
268,268,2018,Indirect migration background,"Yes, definitely",0.72925,337,11768,0.64051,0.83628
269,269,2019,No migration background,"No, definitely not",0.78728,5044,10784,0.76869,0.80573
270,270,2019,No migration background,Probably not,0.03246,269,10784,0.02745,0.03785
271,271,2019,No migration background,Probably,0.04142,350,10784,0.03659,0.04589
272,272,2019,No migration background,"Yes, definitely",0.13885,1194,10784,0.12846,0.15025
273,273,2019,Direct migration background,"No, definitely not",0.5468,805,10784,0.4915,0.60699
274,274,2019,Direct migration background,Probably not,0.05196,137,10784,0.03651,0.07045
275,275,2019,Direct migration background,Probably,0.09807,577,10784,0.07695,0.11724
276,276,2019,Direct migration background,"Yes, definitely",0.30317,2000,10784,0.26391,0.34221
277,277,2019,Indirect migration background,"No, definitely not",0.18305,71,10784,0.14241,0.23274
278,278,2019,Indirect migration background,Probably,0.11104,52,10784,0.07014,0.16357
279,279,2019,Indirect migration background,"Yes, definitely",0.70591,285,10784,0.59142,0.81094
280,280,2020,No migration background,"No, definitely not",0.7763,4736,10752,0.75127,0.79976
281,281,2020,No migration background,Probably not,0.03816,271,10752,0.03291,0.04389
282,282,2020,No migration background,Probably,0.0418,333,10752,0.03714,0.04676
283,283,2020,No migration background,"Yes, definitely",0.14373,1137,10752,0.13406,0.15605
284,284,2020,Direct migration background,"No, definitely not",0.53897,790,10752,0.47299,0.58996
285,285,2020,Direct migration background,Probably not,0.04648,176,10752,0.03515,0.05775
286,286,2020,Direct migration background,Probably,0.1198,638,10752,0.09829,0.14738
287,287,2020,Direct migration background,"Yes, definitely",0.29475,2271,10752,0.25396,0.34982
288,288,2020,Indirect migration background,"No, definitely not",0.23844,80,10752,0.18919,0.31335
289,289,2020,Indirect migration background,Probably,0.12294,57,10752,0.08381,0.16875
290,290,2020,Indirect migration background,"Yes, definitely",0.63862,263,10752,0.5234,0.79914
291,291,2021,No migration background,"No, definitely not",0.7655,3380,7144,0.73524,0.7913
292,292,2021,No migration background,Probably not,0.0385,213,7144,0.03254,0.04606
293,293,2021,No migration background,Probably,0.04763,257,7144,0.04035,0.05584
294,294,2021,No migration background,"Yes, definitely",0.14837,805,7144,0.13678,0.15942
295,295,2021,Direct migration background,"No, definitely not",0.51084,500,7144,0.44327,0.58745
296,296,2021,Direct migration background,Probably not,0.06179,88,7144,0.04151,0.08627
297,297,2021,Direct migration background,Probably,0.15355,515,7144,0.11304,0.20627
298,298,2021,Direct migration background,"Yes, definitely",0.27382,1147,7144,0.22891,0.32563
299,299,2021,Indirect migration background,"No, definitely not",0.12118,37,7144,0.08418,0.16676
300,300,2021,Indirect migration background,Probably,0.19105,43,7144,0.09626,0.3115
301,301,2021,Indirect migration background,"Yes, definitely",0.68777,159,7144,0.52025,0.90209
