year,sampreg,sex,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,West,male,"No, definitely not",0.20267,1849,2495,0.18690,0.21845
2007,West,male,Probably not,0.00650,60,2495,0.00335,0.00966
2007,West,male,Probably,0.01173,81,2495,0.00751,0.01596
2007,West,male,"Yes, definitely",0.05867,505,2495,0.04944,0.06789
2007,West,female,"No, definitely not",0.28593,2571,3777,0.27151,0.30034
2007,West,female,Probably not,0.01704,159,3777,0.01291,0.02117
2007,West,female,Probably,0.03142,297,3777,0.02586,0.03698
2007,West,female,"Yes, definitely",0.07245,750,3777,0.06418,0.08072
2007,East,male,"No, definitely not",0.23881,679,987,0.21219,0.26542
2007,East,male,Probably,0.02150,53,987,0.01245,0.03055
2007,East,male,"Yes, definitely",0.09324,255,987,0.07509,0.11138
2007,East,female,"No, definitely not",0.31108,806,1225,0.28514,0.33701
2007,East,female,Probably not,0.01590,49,1225,0.00890,0.02291
2007,East,female,Probably,0.02998,82,1225,0.02042,0.03953
2007,East,female,"Yes, definitely",0.10463,288,1225,0.08748,0.12178
2008,West,male,"No, definitely not",0.19997,1762,2360,0.18383,0.21611
2008,West,male,Probably not,0.00886,64,2360,0.00508,0.01265
2008,West,male,Probably,0.00949,76,2360,0.00558,0.01341
2008,West,male,"Yes, definitely",0.05663,458,2360,0.04731,0.06596
2008,West,female,"No, definitely not",0.28837,2424,3443,0.27324,0.30351
2008,West,female,Probably not,0.01284,131,3443,0.00908,0.01660
2008,West,female,Probably,0.02583,254,3443,0.02053,0.03113
2008,West,female,"Yes, definitely",0.06448,634,3443,0.05628,0.07269
2008,East,male,"No, definitely not",0.23667,663,931,0.20935,0.26399
2008,East,male,Probably,0.02231,44,931,0.01282,0.03181
2008,East,male,"Yes, definitely",0.08685,224,931,0.06875,0.10495
2008,East,female,"No, definitely not",0.30353,770,1153,0.27698,0.33008
2008,East,female,Probably not,0.01717,49,1153,0.00967,0.02467
2008,East,female,Probably,0.02416,46,1153,0.01530,0.03303
2008,East,female,"Yes, definitely",0.10098,288,1153,0.08358,0.11838
2009,West,male,"No, definitely not",0.20006,1652,2247,0.18351,0.21660
2009,West,male,Probably not,0.00563,47,2247,0.00254,0.00873
2009,West,male,Probably,0.01209,82,2247,0.00757,0.01661
2009,West,male,"Yes, definitely",0.06452,466,2247,0.05436,0.07468
2009,West,female,"No, definitely not",0.28079,2210,3102,0.26498,0.29661
2009,West,female,Probably not,0.01133,109,3102,0.00760,0.01505
2009,West,female,Probably,0.02780,226,3102,0.02201,0.03359
2009,West,female,"Yes, definitely",0.06302,557,3102,0.05447,0.07158
2009,East,male,"No, definitely not",0.23168,629,910,0.20425,0.25911
2009,East,male,Probably not,0.00946,36,910,0.00316,0.01575
2009,East,male,Probably,0.02322,40,910,0.01343,0.03301
2009,East,male,"Yes, definitely",0.08593,205,910,0.06771,0.10414
2009,East,female,"No, definitely not",0.30437,761,1091,0.27705,0.33169
2009,East,female,Probably not,0.01220,36,1091,0.00568,0.01872
2009,East,female,Probably,0.03373,65,1091,0.02302,0.04445
2009,East,female,"Yes, definitely",0.08039,229,1091,0.06425,0.09653
2010,West,male,"No, definitely not",0.20104,1602,2498,0.18532,0.21676
2010,West,male,Probably not,0.00716,59,2498,0.00385,0.01046
2010,West,male,Probably,0.01134,101,2498,0.00718,0.01549
2010,West,male,"Yes, definitely",0.07013,736,2498,0.06012,0.08015
2010,West,female,"No, definitely not",0.27434,2216,4757,0.26166,0.28702
2010,West,female,Probably not,0.01387,264,4757,0.01055,0.01719
2010,West,female,Probably,0.02608,671,4757,0.02155,0.03061
2010,West,female,"Yes, definitely",0.07178,1606,4757,0.06445,0.07912
2010,East,male,"No, definitely not",0.22138,587,927,0.19464,0.24812
2010,East,male,Probably not,0.01069,34,927,0.00407,0.01731
2010,East,male,Probably,0.02302,49,927,0.01336,0.03268
2010,East,male,"Yes, definitely",0.09455,257,927,0.07570,0.11340
2010,East,female,"No, definitely not",0.29395,715,1370,0.26982,0.31808
2010,East,female,Probably not,0.01325,50,1370,0.00720,0.01931
2010,East,female,Probably,0.02647,122,1370,0.01796,0.03497
2010,East,female,"Yes, definitely",0.08035,483,1370,0.06595,0.09475
2011,West,male,"No, definitely not",0.20265,2162,3120,0.18855,0.21676
2011,West,male,Probably not,0.00610,73,3120,0.00337,0.00883
2011,West,male,Probably,0.01011,115,3120,0.00660,0.01362
2011,West,male,"Yes, definitely",0.05969,770,3120,0.05137,0.06800
2011,West,female,"No, definitely not",0.27907,2910,5292,0.26698,0.29116
2011,West,female,Probably not,0.01441,301,5292,0.01120,0.01762
2011,West,female,Probably,0.02490,612,5292,0.02070,0.02910
2011,West,female,"Yes, definitely",0.06792,1469,5292,0.06114,0.07470
2011,East,male,"No, definitely not",0.22298,736,1084,0.19819,0.24777
2011,East,male,Probably not,0.00920,37,1084,0.00351,0.01489
2011,East,male,Probably,0.02340,66,1084,0.01440,0.03241
2011,East,male,"Yes, definitely",0.06714,245,1084,0.05224,0.08205
2011,East,female,"No, definitely not",0.30085,882,1553,0.27804,0.32367
2011,East,female,Probably not,0.01522,63,1553,0.00913,0.02132
2011,East,female,Probably,0.01994,130,1553,0.01299,0.02690
2011,East,female,"Yes, definitely",0.08119,478,1553,0.06760,0.09478
2012,West,male,"No, definitely not",0.20471,2170,3104,0.19051,0.21891
2012,West,male,Probably not,0.01045,109,3104,0.00687,0.01403
2012,West,male,Probably,0.01128,123,3104,0.00756,0.01499
2012,West,male,"Yes, definitely",0.05841,702,3104,0.05016,0.06666
2012,West,female,"No, definitely not",0.27465,2820,4962,0.26223,0.28708
2012,West,female,Probably not,0.01309,255,4962,0.00993,0.01625
2012,West,female,Probably,0.02686,569,4962,0.02236,0.03135
2012,West,female,"Yes, definitely",0.06842,1318,4962,0.06139,0.07544
2012,East,male,"No, definitely not",0.22239,735,1076,0.19753,0.24725
2012,East,male,Probably not,0.01598,46,1076,0.00848,0.02348
2012,East,male,Probably,0.01956,47,1076,0.01128,0.02784
2012,East,male,"Yes, definitely",0.07852,248,1076,0.06244,0.09460
2012,East,female,"No, definitely not",0.30332,884,1497,0.28002,0.32661
2012,East,female,Probably not,0.01365,70,1497,0.00777,0.01953
2012,East,female,Probably,0.02226,118,1497,0.01478,0.02973
2012,East,female,"Yes, definitely",0.08734,425,1497,0.07303,0.10164
2013,West,male,"No, definitely not",0.20323,2142,3448,0.18979,0.21666
2013,West,male,Probably not,0.01057,113,3448,0.00716,0.01399
2013,West,male,Probably,0.00976,140,3448,0.00647,0.01304
2013,West,male,"Yes, definitely",0.06547,1053,3448,0.05722,0.07373
2013,West,female,"No, definitely not",0.26940,2775,5407,0.25757,0.28122
2013,West,female,Probably not,0.01440,298,5407,0.01123,0.01758
2013,West,female,Probably,0.02440,638,5407,0.02029,0.02851
2013,West,female,"Yes, definitely",0.07437,1696,5407,0.06737,0.08136
2013,East,male,"No, definitely not",0.23277,714,1037,0.20703,0.25850
2013,East,male,Probably not,0.01402,40,1037,0.00686,0.02118
2013,East,male,Probably,0.01724,51,1037,0.00932,0.02517
2013,East,male,"Yes, definitely",0.06601,232,1037,0.05089,0.08113
2013,East,female,"No, definitely not",0.31066,878,1449,0.28683,0.33450
2013,East,female,Probably not,0.01377,64,1449,0.00777,0.01977
2013,East,female,Probably,0.02358,125,1449,0.01576,0.03139
2013,East,female,"Yes, definitely",0.06426,382,1449,0.05163,0.07689
2014,West,male,"No, definitely not",0.20478,2030,3111,0.19060,0.21897
2014,West,male,Probably not,0.00895,106,3111,0.00564,0.01226
2014,West,male,Probably,0.01138,134,3111,0.00765,0.01510
2014,West,male,"Yes, definitely",0.06252,841,3111,0.05401,0.07102
2014,West,female,"No, definitely not",0.26258,2525,4611,0.24988,0.27528
2014,West,female,Probably not,0.01502,245,4611,0.01151,0.01853
2014,West,female,Probably,0.02392,509,4611,0.01951,0.02833
2014,West,female,"Yes, definitely",0.07095,1332,4611,0.06354,0.07837
2014,East,male,"No, definitely not",0.21945,679,960,0.19325,0.24564
2014,East,male,Probably not,0.01591,35,960,0.00799,0.02382
2014,East,male,Probably,0.01777,46,960,0.00941,0.02614
2014,East,male,"Yes, definitely",0.06785,200,960,0.05194,0.08377
2014,East,female,"No, definitely not",0.29680,844,1364,0.27255,0.32106
2014,East,female,Probably not,0.01543,63,1364,0.00888,0.02197
2014,East,female,Probably,0.02308,110,1364,0.01511,0.03105
2014,East,female,"Yes, definitely",0.07734,347,1364,0.06316,0.09153
2015,West,male,"No, definitely not",0.20588,1966,3095,0.19163,0.22012
2015,West,male,Probably not,0.00890,99,3095,0.00559,0.01221
2015,West,male,Probably,0.01010,136,3095,0.00658,0.01362
2015,West,male,"Yes, definitely",0.06684,894,3095,0.05804,0.07564
2015,West,female,"No, definitely not",0.26678,2494,4687,0.25411,0.27944
2015,West,female,Probably not,0.01435,279,4687,0.01094,0.01775
2015,West,female,Probably,0.02373,509,4687,0.01937,0.02809
2015,West,female,"Yes, definitely",0.06927,1405,4687,0.06200,0.07654
2015,East,male,"No, definitely not",0.22700,680,953,0.20039,0.25361
2015,East,male,Probably not,0.01766,46,953,0.00929,0.02602
2015,East,male,Probably,0.01494,44,953,0.00723,0.02265
2015,East,male,"Yes, definitely",0.06115,183,953,0.04593,0.07637
2015,East,female,"No, definitely not",0.29569,829,1296,0.27084,0.32055
2015,East,female,Probably not,0.01567,67,1296,0.00890,0.02243
2015,East,female,Probably,0.01981,91,1296,0.01222,0.02741
2015,East,female,"Yes, definitely",0.06141,309,1296,0.04833,0.07449
2016,West,male,"No, definitely not",0.20367,1935,4042,0.19126,0.21609
2016,West,male,Probably not,0.00946,122,4042,0.00648,0.01245
2016,West,male,Probably,0.01132,268,4042,0.00806,0.01458
2016,West,male,"Yes, definitely",0.06419,1717,4042,0.05663,0.07175
2016,West,female,"No, definitely not",0.25839,2399,5051,0.24631,0.27046
2016,West,female,Probably not,0.01411,302,5051,0.01086,0.01736
2016,West,female,Probably,0.02410,721,5051,0.01987,0.02833
2016,West,female,"Yes, definitely",0.07109,1629,5051,0.06400,0.07818
2016,East,male,"No, definitely not",0.20931,646,1107,0.18534,0.23329
2016,East,male,Probably,0.02696,80,1107,0.01741,0.03651
2016,East,male,"Yes, definitely",0.05896,381,1107,0.04508,0.07284
2016,East,female,"No, definitely not",0.28659,805,1376,0.26269,0.31049
2016,East,female,Probably not,0.01130,53,1376,0.00572,0.01689
2016,East,female,Probably,0.02069,151,1376,0.01316,0.02821
2016,East,female,"Yes, definitely",0.07333,367,1376,0.05955,0.08711
2017,West,male,"No, definitely not",0.19652,2010,4434,0.18483,0.20822
2017,West,male,Probably not,0.01064,115,4434,0.00762,0.01366
2017,West,male,Probably,0.01034,260,4434,0.00736,0.01332
2017,West,male,"Yes, definitely",0.06600,2049,4434,0.05869,0.07331
2017,West,female,"No, definitely not",0.25379,2511,5530,0.24232,0.26526
2017,West,female,Probably not,0.01623,333,5530,0.01290,0.01956
2017,West,female,Probably,0.02096,785,5530,0.01719,0.02474
2017,West,female,"Yes, definitely",0.06772,1901,5530,0.06110,0.07435
2017,East,male,"No, definitely not",0.20607,697,1219,0.18336,0.22879
2017,East,male,Probably not,0.01118,33,1219,0.00528,0.01709
2017,East,male,Probably,0.02518,75,1219,0.01638,0.03398
2017,East,male,"Yes, definitely",0.06270,414,1219,0.04909,0.07632
2017,East,female,"No, definitely not",0.28344,844,1495,0.26059,0.30630
2017,East,female,Probably not,0.01334,68,1495,0.00752,0.01916
2017,East,female,Probably,0.01887,149,1495,0.01197,0.02576
2017,East,female,"Yes, definitely",0.07108,434,1495,0.05805,0.08411
2018,West,male,"No, definitely not",0.19820,1992,3999,0.18584,0.21056
2018,West,male,Probably not,0.00924,125,3999,0.00627,0.01220
2018,West,male,Probably,0.01096,271,3999,0.00774,0.01419
2018,West,male,"Yes, definitely",0.05839,1611,3999,0.05112,0.06565
2018,West,female,"No, definitely not",0.25703,2467,5219,0.24518,0.26889
2018,West,female,Probably not,0.01486,268,5219,0.01158,0.01814
2018,West,female,Probably,0.01893,656,5219,0.01523,0.02262
2018,West,female,"Yes, definitely",0.06991,1828,5219,0.06299,0.07683
2018,East,male,"No, definitely not",0.20584,683,1096,0.18190,0.22979
2018,East,male,Probably,0.02108,69,1096,0.01257,0.02959
2018,East,male,"Yes, definitely",0.05708,344,1096,0.04334,0.07082
2018,East,female,"No, definitely not",0.28498,853,1448,0.26172,0.30823
2018,East,female,Probably not,0.00901,58,1448,0.00414,0.01388
2018,East,female,Probably,0.02018,154,1448,0.01294,0.02743
2018,East,female,"Yes, definitely",0.07224,383,1448,0.05890,0.08558
2019,West,male,"No, definitely not",0.19669,2026,3663,0.18381,0.20956
2019,West,male,Probably not,0.00872,113,3663,0.00571,0.01173
2019,West,male,Probably,0.01065,209,3663,0.00732,0.01397
2019,West,male,"Yes, definitely",0.05382,1315,3663,0.04651,0.06113
2019,West,female,"No, definitely not",0.25032,2382,4743,0.23799,0.26265
2019,West,female,Probably not,0.01490,219,4743,0.01145,0.01835
2019,West,female,Probably,0.02145,567,4743,0.01733,0.02558
2019,West,female,"Yes, definitely",0.06429,1575,4743,0.05731,0.07127
2019,East,male,"No, definitely not",0.22044,695,1051,0.19537,0.24552
2019,East,male,Probably not,0.01044,41,1051,0.00429,0.01658
2019,East,male,Probably,0.02046,63,1051,0.01190,0.02903
2019,East,male,"Yes, definitely",0.05457,252,1051,0.04083,0.06831
2019,East,female,"No, definitely not",0.28682,808,1325,0.26246,0.31118
2019,East,female,Probably not,0.01174,51,1325,0.00594,0.01755
2019,East,female,Probably,0.01896,138,1325,0.01161,0.02631
2019,East,female,"Yes, definitely",0.06391,328,1325,0.05074,0.07709
2020,West,male,"No, definitely not",0.19489,1909,3679,0.18209,0.20769
2020,West,male,Probably not,0.01000,135,3679,0.00679,0.01322
2020,West,male,Probably,0.01000,197,3679,0.00678,0.01321
2020,West,male,"Yes, definitely",0.05550,1438,3679,0.04810,0.06290
2020,West,female,"No, definitely not",0.25030,2287,4785,0.23803,0.26258
2020,West,female,Probably not,0.01484,244,4785,0.01141,0.01826
2020,West,female,Probably,0.02321,643,4785,0.01895,0.02748
2020,West,female,"Yes, definitely",0.06238,1611,4785,0.05552,0.06923
2020,East,male,"No, definitely not",0.20818,639,1041,0.18351,0.23286
2020,East,male,Probably not,0.01202,44,1041,0.00540,0.01865
2020,East,male,Probably,0.02546,70,1041,0.01589,0.03503
2020,East,male,"Yes, definitely",0.04985,288,1041,0.03662,0.06307
2020,East,female,"No, definitely not",0.27460,770,1268,0.25002,0.29918
