year,bula_h,regtyp,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Saxony,Rural regions,"Yes, definitely",0.20118,56,184,0.14310,0.25927
1996,Saxony-Anhalt,Urban regions,"No, definitely not",0.74094,39,39,0.60164,0.88024
1996,Saxony-Anhalt,Rural regions,"No, definitely not",0.67094,124,196,0.60499,0.73689
1996,Saxony-Anhalt,Rural regions,"Yes, definitely",0.24801,72,196,0.18739,0.30862
1996,Thuringa,Urban regions,"No, definitely not",0.66599,41,41,0.51983,0.81215
1996,Thuringa,Rural regions,"No, definitely not",0.64831,106,163,0.57478,0.72184
1996,Thuringa,Rural regions,"Yes, definitely",0.21294,57,163,0.14990,0.27598
1997,Schleswig-Holstein,Urban regions,"No, definitely not",0.68674,36,36,0.53308,0.84041
1997,Hamburg,Urban regions,"No, definitely not",0.68617,33,33,0.52538,0.84695
1997,Lower Saxony,Urban regions,"No, definitely not",0.72725,141,188,0.66341,0.79108
1997,Lower Saxony,Urban regions,"Yes, definitely",0.15562,47,188,0.10366,0.20758
1997,Lower Saxony,Rural regions,"No, definitely not",0.70556,124,170,0.63684,0.77428
1997,Lower Saxony,Rural regions,"Yes, definitely",0.14154,46,170,0.08899,0.19410
1997,Bremen,Urban regions,"No, definitely not",0.81086,37,37,0.68293,0.93879
1997,North Rhine-Westphalia,Urban regions,"No, definitely not",0.70722,600,989,0.67885,0.73560
1997,North Rhine-Westphalia,Urban regions,Probably not,0.04015,51,989,0.02791,0.05239
1997,North Rhine-Westphalia,Urban regions,Probably,0.08965,108,989,0.07184,0.10747
1997,North Rhine-Westphalia,Urban regions,"Yes, definitely",0.16298,230,989,0.13995,0.18601
1997,Hesse,Urban regions,"No, definitely not",0.69741,180,278,0.64332,0.75151
1997,Hesse,Urban regions,Probably,0.08000,34,278,0.04805,0.11195
1997,Hesse,Urban regions,"Yes, definitely",0.19475,64,278,0.14812,0.24139
1997,Hesse,Rural regions,"No, definitely not",0.81682,41,41,0.69695,0.93670
1997,"Rhineland-Palatinate, Saarland",Urban regions,"No, definitely not",0.72280,173,223,0.66392,0.78169
1997,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, definitely",0.16872,50,223,0.11946,0.21799
1997,"Rhineland-Palatinate, Saarland",Rural regions,"No, definitely not",0.68306,33,33,0.52184,0.84427
1997,Baden-Wuerttemberg,Urban regions,"No, definitely not",0.66765,342,608,0.63017,0.70512
1997,Baden-Wuerttemberg,Urban regions,Probably not,0.05228,34,608,0.03457,0.06999
1997,Baden-Wuerttemberg,Urban regions,Probably,0.07050,59,608,0.05013,0.09086
1997,Baden-Wuerttemberg,Urban regions,"Yes, definitely",0.20958,173,608,0.17720,0.24196
1997,Baden-Wuerttemberg,Rural regions,"No, definitely not",0.73077,57,57,0.61460,0.84695
1997,Bavaria,Urban regions,"No, definitely not",0.67169,185,302,0.61863,0.72474
1997,Bavaria,Urban regions,Probably,0.09586,47,302,0.06260,0.12912
1997,Bavaria,Urban regions,"Yes, definitely",0.17616,70,302,0.13312,0.21919
1997,Bavaria,Rural regions,"No, definitely not",0.68294,173,247,0.62479,0.74109
1997,Bavaria,Rural regions,"Yes, definitely",0.19554,74,247,0.14598,0.24511
1997,Berlin,Urban regions,"No, definitely not",0.66763,124,178,0.59824,0.73703
1997,Berlin,Urban regions,"Yes, definitely",0.21246,54,178,0.15220,0.27272
1997,Brandenburg,Rural regions,"No, definitely not",0.66642,144,210,0.60249,0.73034
1997,Brandenburg,Rural regions,"Yes, definitely",0.22989,66,210,0.17285,0.28694
1997,Mecklenburg-Western Pomerania,Rural regions,"No, definitely not",0.60094,75,121,0.51332,0.68855
1997,Mecklenburg-Western Pomerania,Rural regions,"Yes, definitely",0.26991,46,121,0.19049,0.34934
1997,Saxony,Urban regions,"No, definitely not",0.64261,128,189,0.57410,0.71111
1997,Saxony,Urban regions,"Yes, definitely",0.18820,61,189,0.13233,0.24408
1997,Saxony,Rural regions,"No, definitely not",0.71204,124,178,0.64533,0.77875
1997,Saxony,Rural regions,"Yes, definitely",0.18669,54,178,0.12928,0.24409
1997,Saxony-Anhalt,Urban regions,"No, definitely not",0.72012,38,38,0.57546,0.86478
1997,Saxony-Anhalt,Rural regions,"No, definitely not",0.66375,124,194,0.59710,0.73040
1997,Saxony-Anhalt,Rural regions,"Yes, definitely",0.22970,70,194,0.17035,0.28905
1997,Thuringa,Urban regions,"No, definitely not",0.58275,45,45,0.43704,0.72845
1997,Thuringa,Rural regions,"No, definitely not",0.65702,106,170,0.58545,0.72859
1997,Thuringa,Rural regions,"Yes, definitely",0.23458,64,170,0.17070,0.29847
1998,Schleswig-Holstein,Urban regions,"No, definitely not",0.69332,50,50,0.56421,0.82244
1998,Schleswig-Holstein,Rural regions,"No, definitely not",0.68281,39,39,0.53484,0.83078
1998,Hamburg,Urban regions,"No, definitely not",0.69610,40,40,0.55175,0.84046
1998,Lower Saxony,Urban regions,"No, definitely not",0.72265,148,200,0.66045,0.78485
1998,Lower Saxony,Urban regions,"Yes, definitely",0.19701,52,200,0.14175,0.25227
1998,Lower Saxony,Rural regions,"No, definitely not",0.71679,161,210,0.65571,0.77788
1998,Lower Saxony,Rural regions,"Yes, definitely",0.16036,49,210,0.11061,0.21011
1998,Bremen,Urban regions,"No, definitely not",0.80199,36,36,0.66997,0.93401
1998,North Rhine-Westphalia,Urban regions,"No, definitely not",0.70376,748,1180,0.67770,0.72983
1998,North Rhine-Westphalia,Urban regions,Probably not,0.04186,60,1180,0.03042,0.05329
1998,North Rhine-Westphalia,Urban regions,Probably,0.07055,103,1180,0.05594,0.08517
1998,North Rhine-Westphalia,Urban regions,"Yes, definitely",0.18383,269,1180,0.16172,0.20594
1998,Hesse,Urban regions,"No, definitely not",0.71079,212,281,0.65768,0.76390
1998,Hesse,Urban regions,"Yes, definitely",0.18315,69,281,0.13784,0.22846
1998,Hesse,Rural regions,"No, definitely not",0.83692,48,48,0.73130,0.94254
1998,"Rhineland-Palatinate, Saarland",Urban regions,"No, definitely not",0.74130,198,246,0.68646,0.79613
1998,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, definitely",0.12333,48,246,0.08215,0.16450
1998,"Rhineland-Palatinate, Saarland",Rural regions,"No, definitely not",0.79204,49,49,0.67723,0.90686
1998,Baden-Wuerttemberg,Urban regions,"No, definitely not",0.69064,378,636,0.65469,0.72659
1998,Baden-Wuerttemberg,Urban regions,Probably not,0.04523,38,636,0.02906,0.06139
1998,Baden-Wuerttemberg,Urban regions,Probably,0.08483,70,636,0.06316,0.10650
1998,Baden-Wuerttemberg,Urban regions,"Yes, definitely",0.17931,150,636,0.14947,0.20914
1998,Baden-Wuerttemberg,Rural regions,"No, definitely not",0.78280,63,63,0.68016,0.88544
1998,Bavaria,Urban regions,"No, definitely not",0.69153,231,311,0.64011,0.74294
1998,Bavaria,Urban regions,"Yes, definitely",0.17043,80,311,0.12857,0.21228
1998,Bavaria,Rural regions,"No, definitely not",0.68626,239,337,0.63664,0.73587
1998,Bavaria,Rural regions,"Yes, definitely",0.22745,98,337,0.18263,0.27228
1998,Berlin,Urban regions,"No, definitely not",0.67338,135,189,0.60634,0.74042
1998,Berlin,Urban regions,"Yes, definitely",0.21159,54,189,0.15321,0.26998
1998,Brandenburg,Rural regions,"No, definitely not",0.65390,151,236,0.59308,0.71473
1998,Brandenburg,Rural regions,"Yes, definitely",0.26087,85,236,0.20472,0.31701
1998,Mecklenburg-Western Pomerania,Rural regions,"No, definitely not",0.59840,77,139,0.51661,0.68019
1998,Mecklenburg-Western Pomerania,Rural regions,"Yes, definitely",0.32085,62,139,0.24297,0.39873
1998,Saxony,Urban regions,"No, definitely not",0.67470,133,205,0.61041,0.73899
1998,Saxony,Urban regions,"Yes, definitely",0.22554,72,205,0.16818,0.28289
1998,Saxony,Rural regions,"No, definitely not",0.65510,133,220,0.59215,0.71806
1998,Saxony,Rural regions,"Yes, definitely",0.28109,87,220,0.22155,0.34063
1998,Saxony-Anhalt,Urban regions,"No, definitely not",0.67074,37,37,0.51722,0.82425
1998,Saxony-Anhalt,Rural regions,"No, definitely not",0.67316,146,214,0.61017,0.73616
1998,Saxony-Anhalt,Rural regions,"Yes, definitely",0.20176,68,214,0.14786,0.25565
1998,Thuringa,Urban regions,"No, definitely not",0.70441,61,61,0.58895,0.81987
1998,Thuringa,Rural regions,"No, definitely not",0.61116,116,194,0.54239,0.67994
1998,Thuringa,Rural regions,"Yes, definitely",0.25712,78,194,0.19546,0.31878
1999,Schleswig-Holstein,Urban regions,"No, definitely not",0.62085,37,37,0.46236,0.77934
1999,Schleswig-Holstein,Rural regions,"No, definitely not",0.72634,37,37,0.58071,0.87198
1999,Hamburg,Urban regions,"No, definitely not",0.70356,33,33,0.54533,0.86180
1999,Lower Saxony,Urban regions,"No, definitely not",0.74907,154,199,0.68868,0.80946
1999,Lower Saxony,Urban regions,"Yes, definitely",0.16337,45,199,0.11187,0.21487
1999,Lower Saxony,Rural regions,"No, definitely not",0.74290,154,203,0.68263,0.80317
1999,Lower Saxony,Rural regions,"Yes, definitely",0.17282,49,203,0.12068,0.22497
1999,Bremen,Urban regions,"No, definitely not",0.82473,33,33,0.69300,0.95646
1999,North Rhine-Westphalia,Urban regions,"No, definitely not",0.73313,696,1060,0.70649,0.75977
1999,North Rhine-Westphalia,Urban regions,Probably not,0.03206,44,1060,0.02145,0.04268
1999,North Rhine-Westphalia,Urban regions,Probably,0.06944,84,1060,0.05413,0.08475
1999,North Rhine-Westphalia,Urban regions,"Yes, definitely",0.16537,236,1060,0.14299,0.18774
1999,Hesse,Urban regions,"No, definitely not",0.74151,193,252,0.68735,0.79567
1999,Hesse,Urban regions,"Yes, definitely",0.16523,59,252,0.11929,0.21118
1999,Hesse,Rural regions,"No, definitely not",0.75377,43,43,0.62347,0.88406
1999,"Rhineland-Palatinate, Saarland",Urban regions,"No, definitely not",0.76705,188,231,0.71242,0.82168
1999,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, definitely",0.14151,43,231,0.09647,0.18656
1999,"Rhineland-Palatinate, Saarland",Rural regions,"No, definitely not",0.72702,48,48,0.59966,0.85438
1999,Baden-Wuerttemberg,Urban regions,"No, definitely not",0.68855,375,572,0.65056,0.72653
1999,Baden-Wuerttemberg,Urban regions,Probably,0.07894,61,572,0.05682,0.10106
1999,Baden-Wuerttemberg,Urban regions,"Yes, definitely",0.19350,136,572,0.16110,0.22590
1999,Baden-Wuerttemberg,Rural regions,"No, definitely not",0.73652,50,50,0.61318,0.85987
1999,Bavaria,Urban regions,"No, definitely not",0.78293,234,291,0.73548,0.83038
1999,Bavaria,Urban regions,"Yes, definitely",0.12615,57,291,0.08793,0.16436
1999,Bavaria,Rural regions,"No, definitely not",0.73651,226,294,0.68607,0.78695
1999,Bavaria,Rural regions,"Yes, definitely",0.16676,68,294,0.12407,0.20944
1999,Berlin,Urban regions,"No, definitely not",0.65208,132,191,0.58435,0.71981
1999,Berlin,Urban regions,"Yes, definitely",0.25077,59,191,0.18913,0.31240
1999,Brandenburg,Rural regions,"No, definitely not",0.70350,159,235,0.64498,0.76202
1999,Brandenburg,Rural regions,"Yes, definitely",0.24247,76,235,0.18756,0.29739
1999,Mecklenburg-Western Pomerania,Rural regions,"No, definitely not",0.65724,82,127,0.57436,0.74011
1999,Mecklenburg-Western Pomerania,Rural regions,"Yes, definitely",0.28270,45,127,0.20407,0.36133
1999,Saxony,Urban regions,"No, definitely not",0.69043,140,207,0.62729,0.75356
1999,Saxony,Urban regions,"Yes, definitely",0.22701,67,207,0.16981,0.28422
1999,Saxony,Rural regions,"No, definitely not",0.66784,142,225,0.60616,0.72952
1999,Saxony,Rural regions,"Yes, definitely",0.24494,83,225,0.18862,0.30126
1999,Saxony-Anhalt,Urban regions,"No, definitely not",0.66849,37,37,0.51471,0.82227
1999,Saxony-Anhalt,Rural regions,"No, definitely not",0.72986,145,218,0.67078,0.78894
1999,Saxony-Anhalt,Rural regions,"Yes, definitely",0.18169,73,218,0.13039,0.23300
1999,Thuringa,Urban regions,"No, definitely not",0.67566,59,59,0.55519,0.79614
1999,Thuringa,Rural regions,"No, definitely not",0.65247,117,176,0.58192,0.72302
1999,Thuringa,Rural regions,"Yes, definitely",0.23924,59,176,0.17603,0.30245
2000,Schleswig-Holstein,Urban regions,"No, definitely not",0.75841,88,88,0.66846,0.84836
2000,Schleswig-Holstein,Rural regions,"No, definitely not",0.71853,104,104,0.63168,0.80538
2000,Hamburg,Urban regions,"No, definitely not",0.72998,85,85,0.63503,0.82492
2000,Lower Saxony,Urban regions,"No, definitely not",0.77366,288,376,0.73131,0.81602
2000,Lower Saxony,Urban regions,"Yes, definitely",0.17248,88,376,0.13424,0.21071
2000,Lower Saxony,Rural regions,"No, definitely not",0.72874,289,404,0.68533,0.77215
2000,Lower Saxony,Rural regions,Probably,0.08814,44,404,0.06046,0.11582
2000,Lower Saxony,Rural regions,"Yes, definitely",0.13679,71,404,0.10324,0.17034
2000,Bremen,Urban regions,"No, definitely not",0.79436,64,64,0.69456,0.89417
2000,North Rhine-Westphalia,Urban regions,"No, definitely not",0.75247,1470,2107,0.73403,0.77090
2000,North Rhine-Westphalia,Urban regions,Probably not,0.03596,92,2107,0.02801,0.04391
2000,North Rhine-Westphalia,Urban regions,Probably,0.06420,160,2107,0.05373,0.07467
2000,North Rhine-Westphalia,Urban regions,"Yes, definitely",0.14737,385,2107,0.13223,0.16251
2000,North Rhine-Westphalia,Rural regions,"No, definitely not",0.55818,39,39,0.40028,0.71608
2000,Hesse,Urban regions,"No, definitely not",0.68994,340,514,0.64992,0.72997
2000,Hesse,Urban regions,Probably,0.07356,53,514,0.05097,0.09615
2000,Hesse,Urban regions,"Yes, definitely",0.18298,121,514,0.14952,0.21644
2000,Hesse,Rural regions,"No, definitely not",0.70714,95,95,0.61514,0.79914
2000,"Rhineland-Palatinate, Saarland",Urban regions,"No, definitely not",0.75361,357,492,0.71549,0.79172
2000,"Rhineland-Palatinate, Saarland",Urban regions,Probably,0.07512,47,492,0.05180,0.09843
2000,"Rhineland-Palatinate, Saarland",Urban regions,"Yes, definitely",0.14599,88,492,0.11475,0.17722
2000,"Rhineland-Palatinate, Saarland",Rural regions,"No, definitely not",0.72091,105,105,0.63470,0.80712
2000,Baden-Wuerttemberg,Urban regions,"No, definitely not",0.71180,686,1052,0.68442,0.73918
2000,Baden-Wuerttemberg,Urban regions,Probably not,0.03913,49,1052,0.02741,0.05085
2000,Baden-Wuerttemberg,Urban regions,Probably,0.07295,85,1052,0.05723,0.08867
2000,Baden-Wuerttemberg,Urban regions,"Yes, definitely",0.17612,232,1052,0.15309,0.19915
2000,Baden-Wuerttemberg,Rural regions,"No, definitely not",0.75650,84,84,0.66416,0.84884
2000,Bavaria,Urban regions,"No, definitely not",0.73795,427,625,0.70344,0.77245
2000,Bavaria,Urban regions,Probably not,0.04936,35,625,0.03237,0.06636
2000,Bavaria,Urban regions,Probably,0.06359,56,625,0.04445,0.08274
2000,Bavaria,Urban regions,"Yes, definitely",0.14909,107,625,0.12115,0.17704
2000,Bavaria,Rural regions,"No, definitely not",0.74823,464,636,0.71447,0.78199
2000,Bavaria,Rural regions,Probably,0.07763,61,636,0.05681,0.09844
2000,Bavaria,Rural regions,"Yes, definitely",0.14447,111,636,0.11712,0.17181
2000,Berlin,Urban regions,"No, definitely not",0.62215,201,306,0.56774,0.67657
2000,Berlin,Urban regions,"Yes, definitely",0.28503,105,306,0.23436,0.33569
2000,Brandenburg,Rural regions,"No, definitely not",0.70229,278,393,0.65703,0.74756
2000,Brandenburg,Rural regions,"Yes, definitely",0.22099,115,393,0.17991,0.26206
2000,Mecklenburg-Western Pomerania,Rural regions,"No, definitely not",0.67355,116,179,0.60466,0.74244
2000,Mecklenburg-Western Pomerania,Rural regions,"Yes, definitely",0.24132,63,179,0.17846,0.30418
2000,Saxony,Urban regions,"No, definitely not",0.66833,208,320,0.61666,0.71999
2000,Saxony,Urban regions,"Yes, definitely",0.22698,112,320,0.18101,0.27295
2000,Saxony,Rural regions,"No, definitely not",0.66804,255,386,0.62100,0.71508
2000,Saxony,Rural regions,"Yes, definitely",0.25590,131,386,0.21231,0.29949
2000,Saxony-Anhalt,Urban regions,"No, definitely not",0.67970,59,59,0.55962,0.79978
